"method","exper","id.exper","elapsed.time","xCH4","vBg","vCH4","cvBg","cvCH4"
"grav","2","A1-E2",4.62291666666667,0.5491,229.465402350926,126.247867209255,2008.4708515682,1068.9648758789
"grav","2","A1-E2",6.75208333333333,0.565,233.033121153797,131.914124623528,2241.503972722,1200.87900050243
"grav","2","A1-E2",6.75208333333333,0.565,233.033121153797,131.914124623528,2241.503972722,1200.87900050243
"grav","2","A1-E2",11.1263888888889,0.5654,155.416199828019,88.0392897474172,2396.92017255002,1288.91829024985
"grav","2","A1-E2",11.1263888888889,0.5654,155.416199828019,88.0392897474172,2396.92017255002,1288.91829024985
"grav","2","A1-E2",14.7868055555556,0.5689,77.975050897815,44.4436169059265,2474.89522344783,1333.36190715578
"grav","2","A1-E2",14.7868055555556,0.5689,77.975050897815,44.4436169059265,2474.89522344783,1333.36190715578
"grav","2","A1-E2",20.0701388888889,0.5721,78.2207232449935,44.8337941692135,2553.11594669282,1378.19570132499
"grav","2","A1-E2",20.0701388888889,0.5721,78.2207232449935,44.8337941692135,2553.11594669282,1378.19570132499
"grav","2","A1-E2",31.0743055555556,0.5813,157.87138822163,91.9386243664639,2710.98733491445,1470.13432569145
"grav","2","A1-E2",31.0743055555556,0.5813,157.87138822163,91.9386243664639,2710.98733491445,1470.13432569145
"gd","2","A1-E2",0,0,0,0,0,0
"gd","2","A1-E2",0,0,0,0,0,0
"gd","2","A1-E2",1.00486111111111,0.590792416050932,719.061209977331,424.815909531014,719.061209977331,424.815909531014
"gd","2","A1-E2",1.00486111111111,0.590792416050932,719.061209977331,424.815909531014,719.061209977331,424.815909531014
"gd","2","A1-E2",1.82152777777778,0.479906193032721,719.061209977331,345.081927837723,1438.12241995466,769.897837368737
"gd","2","A1-E2",1.82152777777778,0.479906193032721,719.061209977331,345.081927837723,1438.12241995466,769.897837368737
"gd","2","A1-E2",2.97916666666667,0.613266015816437,408.681624404838,250.630551536144,1846.8040443595,1020.52838890488
"gd","2","A1-E2",2.97916666666667,0.613266015816437,408.681624404838,250.630551536144,1846.8040443595,1020.52838890488
"gd","2","A1-E2",20.0701388888889,0.685674441932476,88.2897941364571,60.5380553228485,2607.7346412469,1511.86505825812
"gd","2","A1-E2",20.0701388888889,0.685674441932476,88.2897941364571,60.5380553228485,2607.7346412469,1511.86505825812
"gd","2","A1-E2",31.0743055555556,0.16437629013557,111.955099781281,18.4027639638045,2719.68974102818,1530.26782222192
"gd","2","A1-E2",31.0743055555556,0.16437629013557,111.955099781281,18.4027639638045,2719.68974102818,1530.26782222192
"gd","2","A1-E2",11.1263888888889,0.712767261370978,182.040812652489,129.752731492062,2432.97546110051,1393.68115456121
"gd","2","A1-E2",11.1263888888889,0.712767261370978,182.040812652489,129.752731492062,2432.97546110051,1393.68115456121
"gd","2","A1-E2",14.7868055555556,0.666661937063353,86.4693860099322,57.6458483740602,2519.44484711045,1451.32700293527
"gd","2","A1-E2",14.7868055555556,0.666661937063353,86.4693860099322,57.6458483740602,2519.44484711045,1451.32700293527
"vol","2","A2-E2",0,0,0,0,0,0
"vol","2","A2-E2",0,0,0,0,0,0
"vol","2","A2-E2",1.00486111111111,0.5596,694.485700269245,389.382534358252,694.485700269245,389.382534358252
"vol","2","A2-E2",1.00486111111111,0.5596,694.485700269245,389.382534358252,694.485700269245,389.382534358252
"gd","2","A2-E2",0,0,0,0,0,0
"gd","2","A2-E2",0,0,0,0,0,0
"gd","2","A2-E2",1.00486111111111,0.555477406623078,694.485700269245,385.771115722373,694.485700269245,385.771115722373
"gd","2","A2-E2",1.00486111111111,0.555477406623078,694.485700269245,385.771115722373,694.485700269245,385.771115722373
"gd","2","A2-E2",1.82152777777778,0.521775534245482,747.277535938467,389.911135543941,1441.76323620771,775.682251266314
"gd","2","A2-E2",1.82152777777778,0.521775534245482,747.277535938467,389.911135543941,1441.76323620771,775.682251266314
"gd","2","A2-E2",2.97916666666667,0.57955049482337,395.028563455901,228.938999420232,1836.79179966361,1004.62125068655
"gd","2","A2-E2",2.97916666666667,0.57955049482337,395.028563455901,228.938999420232,1836.79179966361,1004.62125068655
"gd","2","A2-E2",4.62291666666667,0.615433798944139,245.75509708086,151.245993006359,2082.54689674447,1155.86724369291
"gd","2","A2-E2",4.62291666666667,0.615433798944139,245.75509708086,151.245993006359,2082.54689674447,1155.86724369291
"gd","2","A2-E2",6.75208333333333,0.656852293593646,171.11836389334,112.399489799332,2253.66526063781,1268.26673349224
"gd","2","A2-E2",6.75208333333333,0.656852293593646,171.11836389334,112.399489799332,2253.66526063781,1268.26673349224
"gd","2","A2-E2",11.1263888888889,0.220016607833759,174.759180146389,38.4499220036173,2428.4244407842,1306.71665549586
"gd","2","A2-E2",11.1263888888889,0.220016607833759,174.759180146389,38.4499220036173,2428.4244407842,1306.71665549586
"gd","2","A2-E2",14.7868055555556,0.712767261370978,91.0204063262445,64.8763657460309,2519.44484711045,1371.59302124189
"gd","2","A2-E2",14.7868055555556,0.712767261370978,91.0204063262445,64.8763657460309,2519.44484711045,1371.59302124189
"gd","2","A2-E2",20.0701388888889,0.646831690049321,84.6489778834073,54.753641425272,2604.09382499385,1426.34666266716
"gd","2","A2-E2",20.0701388888889,0.646831690049321,84.6489778834073,54.753641425272,2604.09382499385,1426.34666266716
"gd","2","A2-E2",31.0743055555556,0.281304002552608,121.967344477168,34.3099021821399,2726.06116947102,1460.6565648493
"gd","2","A2-E2",31.0743055555556,0.281304002552608,121.967344477168,34.3099021821399,2726.06116947102,1460.6565648493
"vol","2","A2-E2",1.82152777777778,0.5113,747.277535938467,382.899587212313,1441.76323620771,772.282121570565
"vol","2","A2-E2",1.82152777777778,0.5113,747.277535938467,382.899587212313,1441.76323620771,772.282121570565
"vol","2","A2-E2",2.97916666666667,0.5455,395.028563455901,215.916326575044,1836.79179966361,988.198448145609
"vol","2","A2-E2",2.97916666666667,0.5455,395.028563455901,215.916326575044,1836.79179966361,988.198448145609
"vol","2","A2-E2",4.62291666666667,0.5511,245.75509708086,135.701466019366,2082.54689674447,1123.89991416497
"vol","2","A2-E2",4.62291666666667,0.5511,245.75509708086,135.701466019366,2082.54689674447,1123.89991416497
"vol","2","A2-E2",6.75208333333333,0.5569,171.11836389334,95.4804413433066,2253.66526063781,1219.38035550828
"vol","2","A2-E2",6.75208333333333,0.5569,171.11836389334,95.4804413433066,2253.66526063781,1219.38035550828
"vol","2","A2-E2",11.1263888888889,0.5623,174.759180146389,98.4551433880755,2428.4244407842,1317.83549889636
"vol","2","A2-E2",11.1263888888889,0.5623,174.759180146389,98.4551433880755,2428.4244407842,1317.83549889636
"vol","2","A2-E2",14.7868055555556,0.563773375262055,91.0204063262445,51.4127531762637,2519.44484711045,1369.24825207262
"vol","2","A2-E2",14.7868055555556,0.563773375262055,91.0204063262445,51.4127531762637,2519.44484711045,1369.24825207262
"vol","2","A2-E2",20.0701388888889,0.5659,84.6489778834073,47.99377415698,2604.09382499385,1417.2420262296
"vol","2","A2-E2",20.0701388888889,0.5659,84.6489778834073,47.99377415698,2604.09382499385,1417.2420262296
"vol","2","A2-E2",31.0743055555556,0.5771,121.967344477168,70.5174935669637,2726.06116947102,1487.75951979656
"vol","2","A2-E2",31.0743055555556,0.5771,121.967344477168,70.5174935669637,2726.06116947102,1487.75951979656
"grav","2","A2-E2",1.00486111111111,0.5596,664.890949756408,372.789422428199,664.890949756408,372.789422428199
"grav","2","A2-E2",1.00486111111111,0.5596,664.890949756408,372.789422428199,664.890949756408,372.789422428199
"grav","2","A2-E2",1.82152777777778,0.5113,738.01664741919,378.154375131507,1402.9075971756,750.943797559706
"grav","2","A2-E2",1.82152777777778,0.5113,738.01664741919,378.154375131507,1402.9075971756,750.943797559706
"man","2","A2-E2",0,0,-38.7189691726576,0,-38.7189691726576,0
"man","2","A2-E2",0,0,-38.7189691726576,0,-38.7189691726576,0
"man","2","A2-E2",1.00486111111111,0.5596,685.727587681919,384.472057333129,647.008618509261,384.472057333129
"man","2","A2-E2",1.00486111111111,0.5596,685.727587681919,384.472057333129,647.008618509261,384.472057333129
"man","2","A2-E2",1.82152777777778,0.5113,723.441476794235,370.686163459875,1370.4500953035,755.158220793004
"man","2","A2-E2",1.82152777777778,0.5113,723.441476794235,370.686163459875,1370.4500953035,755.158220793004
"man","2","A2-E2",2.97916666666667,0.5455,378.903350035391,207.10254152483,1749.35344533889,962.260762317834
"man","2","A2-E2",2.97916666666667,0.5455,378.903350035391,207.10254152483,1749.35344533889,962.260762317834
"man","2","A2-E2",4.62291666666667,0.5511,236.534499641325,130.610020897853,1985.88794498021,1092.87078321569
"man","2","A2-E2",4.62291666666667,0.5511,236.534499641325,130.610020897853,1985.88794498021,1092.87078321569
"man","2","A2-E2",6.75208333333333,0.5569,169.305579456199,94.4689458253482,2155.19352443641,1187.33972904104
"man","2","A2-E2",6.75208333333333,0.5569,169.305579456199,94.4689458253482,2155.19352443641,1187.33972904104
"man","2","A2-E2",11.1263888888889,0.5623,182.802749908728,102.986698260556,2337.99627434514,1290.32642730159
"man","2","A2-E2",11.1263888888889,0.5623,182.802749908728,102.986698260556,2337.99627434514,1290.32642730159
"man","2","A2-E2",14.7868055555556,0.563773375262055,96.1297027014539,54.2987323104536,2434.12597704659,1344.62515961204
"man","2","A2-E2",14.7868055555556,0.563773375262055,96.1297027014539,54.2987323104536,2434.12597704659,1344.62515961204
"man","2","A2-E2",20.0701388888889,0.5659,92.8174764549337,52.6251009071202,2526.94345350153,1397.25026051917
"man","2","A2-E2",20.0701388888889,0.5659,92.8174764549337,52.6251009071202,2526.94345350153,1397.25026051917
"man","2","A2-E2",31.0743055555556,0.5771,129.600472634503,74.9307163688379,2656.54392613603,1472.180976888
"man","2","A2-E2",31.0743055555556,0.5771,129.600472634503,74.9307163688379,2656.54392613603,1472.180976888
"grav","2","A2-E2",0,NA,0,0,0,0
"grav","2","A2-E2",0,NA,0,0,0,0
"grav","2","A2-E2",6.75208333333333,0.5569,154.13460812026,86.0038634940039,2168.07149369797,1172.21348250325
"grav","2","A2-E2",6.75208333333333,0.5569,154.13460812026,86.0038634940039,2168.07149369797,1172.21348250325
"grav","2","A2-E2",11.1263888888889,0.5623,232.419518013095,130.939599012758,2400.49101171106,1303.15308151601
"grav","2","A2-E2",11.1263888888889,0.5623,232.419518013095,130.939599012758,2400.49101171106,1303.15308151601
"grav","2","A2-E2",2.97916666666667,0.5455,381.121107417009,208.314732417773,1784.02870459261,959.258529977479
"grav","2","A2-E2",2.97916666666667,0.5455,381.121107417009,208.314732417773,1784.02870459261,959.258529977479
"grav","2","A2-E2",4.62291666666667,0.5511,229.908180985102,126.951089031772,2013.93688557771,1086.20961900925
"grav","2","A2-E2",4.62291666666667,0.5511,229.908180985102,126.951089031772,2013.93688557771,1086.20961900925
"grav","2","A2-E2",31.0743055555556,0.5771,157.215373629811,90.8967408128113,2713.03716250194,1481.95344364306
"grav","2","A2-E2",31.0743055555556,0.5771,157.215373629811,90.8967408128113,2713.03716250194,1481.95344364306
"grav","2","A2-E2",14.7868055555556,0.563773375262055,77.5846528563619,43.8235860349056,2478.07566456743,1346.97666755092
"grav","2","A2-E2",14.7868055555556,0.563773375262055,77.5846528563619,43.8235860349056,2478.07566456743,1346.97666755092
"grav","2","A2-E2",20.0701388888889,0.5659,77.7461243046985,44.0800352793344,2555.82178887212,1391.05670283025
"grav","2","A2-E2",20.0701388888889,0.5659,77.7461243046985,44.0800352793344,2555.82178887212,1391.05670283025
"vol","2","A3-E2",1.00486111111111,0.5691,645.334680853073,367.951862592025,645.334680853073,367.951862592025
"vol","2","A3-E2",1.00486111111111,0.5691,645.334680853073,367.951862592025,645.334680853073,367.951862592025
"vol","2","A3-E2",0,0,0,0,0,0
"vol","2","A3-E2",0,0,0,0,0,0
"grav","2","A3-E2",0,NA,0,0,0,0
"grav","2","A3-E2",0,NA,0,0,0,0
"grav","2","A3-E2",1.00486111111111,0.5691,586.489801822995,334.400151386147,586.489801822995,334.400151386147
"grav","2","A3-E2",1.00486111111111,0.5691,586.489801822995,334.400151386147,586.489801822995,334.400151386147
"grav","2","A3-E2",1.82152777777778,0.5201,744.102459011052,387.819872038524,1330.59226083405,722.220023424672
"grav","2","A3-E2",1.82152777777778,0.5201,744.102459011052,387.819872038524,1330.59226083405,722.220023424672
"grav","2","A3-E2",2.97916666666667,0.5406,303.469840941312,164.385350512928,1634.06210177536,886.6053739376
"grav","2","A3-E2",2.97916666666667,0.5406,303.469840941312,164.385350512928,1634.06210177536,886.6053739376
"grav","2","A3-E2",4.62291666666667,0.5454,228.650721778309,124.953990059671,1862.71282355367,1011.55936399727
"grav","2","A3-E2",4.62291666666667,0.5454,228.650721778309,124.953990059671,1862.71282355367,1011.55936399727
"grav","2","A3-E2",6.75208333333333,0.5524,153.464600273301,84.9397558274812,2016.17742382697,1096.49911982475
"grav","2","A3-E2",6.75208333333333,0.5524,153.464600273301,84.9397558274812,2016.17742382697,1096.49911982475
"grav","2","A3-E2",11.1263888888889,0.5598,154.569485552081,86.6945366127399,2170.74690937905,1183.19365643749
"grav","2","A3-E2",11.1263888888889,0.5598,154.569485552081,86.6945366127399,2170.74690937905,1183.19365643749
"grav","2","A3-E2",14.7868055555556,0.5636,77.5715181635599,43.8027254921931,2248.31842754261,1226.99638192968
"grav","2","A3-E2",14.7868055555556,0.5636,77.5715181635599,43.8027254921931,2248.31842754261,1226.99638192968
"grav","2","A3-E2",20.0701388888889,0.5651,77.6853030477952,43.9834388499088,2326.0037305904,1270.97982077959
"grav","2","A3-E2",20.0701388888889,0.5651,77.6853030477952,43.9834388499088,2326.0037305904,1270.97982077959
"grav","2","A3-E2",31.0743055555556,0.5778,157.324332192079,91.0697889971244,2483.32806278248,1362.04960977672
"grav","2","A3-E2",31.0743055555556,0.5778,157.324332192079,91.0697889971244,2483.32806278248,1362.04960977672
"gd","2","A3-E2",0,0,0,0,0,0
"gd","2","A3-E2",0,0,0,0,0,0
"gd","2","A3-E2",1.00486111111111,0.600332697580168,645.334680853073,387.415509798562,645.334680853073,387.415509798562
"gd","2","A3-E2",1.00486111111111,0.600332697580168,645.334680853073,387.415509798562,645.334680853073,387.415509798562
"gd","2","A3-E2",1.82152777777778,0.433094067220241,689.934679952933,298.806616657111,1335.26936080601,686.222126455673
"gd","2","A3-E2",1.82152777777778,0.433094067220241,689.934679952933,298.806616657111,1335.26936080601,686.222126455673
"gd","2","A3-E2",2.97916666666667,0.465690010594476,354.979584672353,165.310446546891,1690.24894547836,851.532573002564
"gd","2","A3-E2",2.97916666666667,0.465690010594476,354.979584672353,165.310446546891,1690.24894547836,851.532573002564
"gd","2","A3-E2",4.62291666666667,0.493766970909761,218.448975182987,107.862888774445,1908.69792066135,959.395461777009
"gd","2","A3-E2",4.62291666666667,0.493766970909761,218.448975182987,107.862888774445,1908.69792066135,959.395461777009
"gd","2","A3-E2",6.75208333333333,0.507285507358599,147.453058248516,74.8007994651755,2056.15097890986,1034.19626124218
"gd","2","A3-E2",6.75208333333333,0.507285507358599,147.453058248516,74.8007994651755,2056.15097890986,1034.19626124218
"gd","2","A3-E2",11.1263888888889,0.61543379894377,163.83673138724,100.830662004179,2219.9877102971,1135.02692324636
"gd","2","A3-E2",11.1263888888889,0.61543379894377,163.83673138724,100.830662004179,2219.9877102971,1135.02692324636
"gd","2","A3-E2",14.7868055555556,0.61543379894377,81.91836569362,50.4153310020896,2301.90607599072,1185.44225424845
"gd","2","A3-E2",14.7868055555556,0.61543379894377,81.91836569362,50.4153310020896,2301.90607599072,1185.44225424845
"gd","2","A3-E2",20.0701388888889,0.493766970911006,72.8163250609956,35.954296258239,2374.72240105172,1221.39655050669
"gd","2","A3-E2",20.0701388888889,0.493766970911006,72.8163250609956,35.954296258239,2374.72240105172,1221.39655050669
"gd","2","A3-E2",31.0743055555556,-0.0798052183934256,95.5714266425567,-7.62709857538049,2470.29382769427,1213.76945193131
"gd","2","A3-E2",31.0743055555556,-0.0798052183934256,95.5714266425567,-7.62709857538049,2470.29382769427,1213.76945193131
"vol","2","A3-E2",1.82152777777778,0.5201,689.934679952933,359.588086363672,1335.26936080601,727.539948955697
"vol","2","A3-E2",1.82152777777778,0.5201,689.934679952933,359.588086363672,1335.26936080601,727.539948955697
"vol","2","A3-E2",2.97916666666667,0.5406,354.979584672353,192.287455222226,1690.24894547836,919.827404177923
"vol","2","A3-E2",2.97916666666667,0.5406,354.979584672353,192.287455222226,1690.24894547836,919.827404177923
"vol","2","A3-E2",4.62291666666667,0.5454,218.448975182987,119.378897478511,1908.69792066135,1039.20630165643
"vol","2","A3-E2",4.62291666666667,0.5454,218.448975182987,119.378897478511,1908.69792066135,1039.20630165643
"vol","2","A3-E2",6.75208333333333,0.5524,147.453058248516,81.612480932668,2056.15097890986,1120.8187825891
"vol","2","A3-E2",6.75208333333333,0.5524,147.453058248516,81.612480932668,2056.15097890986,1120.8187825891
"vol","2","A3-E2",11.1263888888889,0.5598,163.83673138724,91.8923256878985,2219.9877102971,1212.711108277
"vol","2","A3-E2",11.1263888888889,0.5598,163.83673138724,91.8923256878985,2219.9877102971,1212.711108277
"vol","2","A3-E2",14.7868055555556,0.5636,81.91836569362,46.2572832167715,2301.90607599072,1258.96839149377
"vol","2","A3-E2",14.7868055555556,0.5636,81.91836569362,46.2572832167715,2301.90607599072,1258.96839149377
"vol","2","A3-E2",20.0701388888889,0.5651,72.8163250609956,41.2267475950366,2374.72240105172,1300.19513908881
"vol","2","A3-E2",20.0701388888889,0.5651,72.8163250609956,41.2267475950366,2374.72240105172,1300.19513908881
"vol","2","A3-E2",31.0743055555556,0.5778,95.5714266425567,55.3230993401923,2470.29382769427,1355.518238429
"vol","2","A3-E2",31.0743055555556,0.5778,95.5714266425567,55.3230993401923,2470.29382769427,1355.518238429
"man","2","A3-E2",1.82152777777778,0.5201,661.590329571348,344.815252051834,1256.40748845096,706.031325972919
"man","2","A3-E2",1.82152777777778,0.5201,661.590329571348,344.815252051834,1256.40748845096,706.031325972919
"man","2","A3-E2",2.97916666666667,0.5406,326.769650516991,177.006530107256,1583.17713896795,883.037856080175
"man","2","A3-E2",2.97916666666667,0.5406,326.769650516991,177.006530107256,1583.17713896795,883.037856080175
"man","2","A3-E2",0,0,-38.7039167870864,0,-38.7039167870864,0
"man","2","A3-E2",0,0,-38.7039167870864,0,-38.7039167870864,0
"man","2","A3-E2",1.00486111111111,0.5691,633.521075666694,361.216073921085,594.817158879608,361.216073921085
"man","2","A3-E2",1.00486111111111,0.5691,633.521075666694,361.216073921085,594.817158879608,361.216073921085
"man","2","A3-E2",11.1263888888889,0.5598,159.164493091264,89.2717726559257,2109.25464485458,1173.86594441288
"man","2","A3-E2",11.1263888888889,0.5598,159.164493091264,89.2717726559257,2109.25464485458,1173.86594441288
"man","2","A3-E2",14.7868055555556,0.5636,84.3179577801964,47.6122737590466,2193.57260263478,1221.47821817193
"man","2","A3-E2",14.7868055555556,0.5636,84.3179577801964,47.6122737590466,2193.57260263478,1221.47821817193
"man","2","A3-E2",4.62291666666667,0.5454,217.680172090323,118.958758791646,1800.85731105827,1001.99661487182
"man","2","A3-E2",4.62291666666667,0.5454,217.680172090323,118.958758791646,1800.85731105827,1001.99661487182
"man","2","A3-E2",6.75208333333333,0.5524,149.23284070505,82.5975568851342,1950.09015176332,1084.59417175696
"man","2","A3-E2",6.75208333333333,0.5524,149.23284070505,82.5975568851342,1950.09015176332,1084.59417175696
"man","2","A3-E2",20.0701388888889,0.5651,80.7547067169007,45.7212569865354,2274.32730935168,1267.19947515846
"man","2","A3-E2",20.0701388888889,0.5651,80.7547067169007,45.7212569865354,2274.32730935168,1267.19947515846
"man","2","A3-E2",31.0743055555556,0.5778,99.2404710169039,57.4469862961207,2373.56778036858,1324.64646145458
"man","2","A3-E2",31.0743055555556,0.5778,99.2404710169039,57.4469862961207,2373.56778036858,1324.64646145458
"vol","2","B1-E2",0,0,0,0,0,0
"vol","2","B1-E2",0,0,0,0,0,0
"vol","2","B1-E2",1.00486111111111,0.4762,919.306103895069,438.776522995924,919.306103895069,438.776522995924
"vol","2","B1-E2",1.00486111111111,0.4762,919.306103895069,438.776522995924,919.306103895069,438.776522995924
"man","2","B1-E2",0,0,-38.4494373935228,0,-38.4494373935228,0
"man","2","B1-E2",0,0,-38.4494373935228,0,-38.4494373935228,0
"man","2","B1-E2",1.00486111111111,0.4762,893.888377448057,426.644871105843,855.438940054534,426.644871105843
"man","2","B1-E2",1.00486111111111,0.4762,893.888377448057,426.644871105843,855.438940054534,426.644871105843
"man","2","B1-E2",1.82152777777778,0.4706,810.780580974036,382.436862305165,1666.21952102857,809.081733411008
"man","2","B1-E2",1.82152777777778,0.4706,810.780580974036,382.436862305165,1666.21952102857,809.081733411008
"man","2","B1-E2",2.97916666666667,0.5737,459.630459199057,264.181457420371,2125.84998022763,1073.26319083138
"man","2","B1-E2",2.97916666666667,0.5737,459.630459199057,264.181457420371,2125.84998022763,1073.26319083138
"man","2","B1-E2",4.62291666666667,0.5773,224.761907495055,129.994839437345,2350.61188772268,1203.25803026872
"man","2","B1-E2",4.62291666666667,0.5773,224.761907495055,129.994839437345,2350.61188772268,1203.25803026872
"man","2","B1-E2",6.75208333333333,0.5856,141.445674267258,82.9806484999678,2492.05756198994,1286.23867876869
"man","2","B1-E2",6.75208333333333,0.5856,141.445674267258,82.9806484999678,2492.05756198994,1286.23867876869
"man","2","B1-E2",11.1263888888889,0.578,156.126591823422,90.4076610994216,2648.18415381336,1376.64633986811
"man","2","B1-E2",11.1263888888889,0.578,156.126591823422,90.4076610994216,2648.18415381336,1376.64633986811
"man","2","B1-E2",14.7868055555556,0.5908,83.8250891237305,49.612455671436,2732.00924293709,1426.25879553955
"man","2","B1-E2",14.7868055555556,0.5908,83.8250891237305,49.612455671436,2732.00924293709,1426.25879553955
"man","2","B1-E2",20.0701388888889,0.5817,91.1248245555621,53.1042475986267,2823.13406749265,1479.36304313818
"man","2","B1-E2",20.0701388888889,0.5817,91.1248245555621,53.1042475986267,2823.13406749265,1479.36304313818
"man","2","B1-E2",31.0743055555556,0.5888,128.746209201891,75.9420405686008,2951.88027669455,1555.30508370678
