"id","date","day","time","pres.init","pres.resid","mass.init","mass.final","cCH4","cCO2","xCO2","notes","date.time","start.time","elapsed.time","xCH4","vol.hs","temperature","pres.init.abs","pres.resid.abs","rh.resid","pres.resid.prev","rh.resid.prev","temp.prev","vBg","vCH4","cvBg","cvCH4","rvBg","rvCH4","method","pressure","massloss","cmassloss","descrip","pid"
"C1","14112018",1.84375,"0845",2146,NA,188.0476,187.8448,51.06,36.34,0.415789473684211,NA,2018-11-14 08:45:00,2018-11-12 12:30:00,1.84375,0.58421052631579,79.0056,30,NA,NA,NA,NA,NA,NA,158.675557253383,92.868436583146,275.55730876935,153.575335374627,158.126506882264,92.547092511924,"grav",1050,0.202100000000002,0.36020000000002,"C","C1.grav"
"C1","15112018",2.85069444444525,"0855",2103,NA,187.8416,187.6653,63.13,32.28,0.338329315585368,NA,2018-11-15 08:55:00,2018-11-12 12:30:00,2.85069444444444,0.661670684414632,79.0056,30,NA,NA,NA,NA,NA,NA,152.608972051719,101.126188693949,428.166280821069,254.701524068576,151.556496382397,100.428766702956,"grav",1050,0.17949999999999,0.539700000000011,"C","C1.grav"
"C1","16112018",3.80902777777374,"0755",1279,NA,187.6653,187.5613,62.13,32.57,0.343928194297782,NA,2018-11-16 07:55:00,2018-11-12 12:30:00,3.80902777777778,0.656071805702218,79.0056,30,NA,NA,NA,NA,NA,NA,87.8934449294643,57.751087569194,516.059725750533,312.45261163777,91.7148990568323,60.2620044200285,"grav",1050,0.104000000000013,0.643700000000024,"C","C1.grav"
"C1","17112018",4.86111111110949,"0910",802,NA,187.5602,187.4953,61.76,34.62,0.359203154181365,NA,2018-11-17 09:10:00,2018-11-12 12:30:00,4.86111111111111,0.640796845818635,79.0056,30,NA,NA,NA,NA,NA,NA,54.8872336674236,35.2267849244025,570.946959417956,347.679396562172,52.1700438819076,33.4828846806202,"grav",1050,0.0660000000000025,0.709700000000026,"C","C1.grav"
"C1","18112018",5.85902777777665,"0907",536,NA,187.4966,187.4524,60.89,36.02,0.371685068620369,NA,2018-11-18 09:07:00,2018-11-12 12:30:00,5.85902777777778,0.628314931379631,79.0056,30,NA,NA,NA,NA,NA,NA,35.2168055413515,22.1631932420481,606.163764959308,369.84258980422,35.2903270560516,22.2094629565409,"grav",1050,0.0428999999999746,0.752600000000001,"C","C1.grav"
"C1","19112018",6.8395833333343,"0839",406,NA,187.4486,187.4152,59.03,36.09,0.379415475189235,NA,2018-11-19 08:39:00,2018-11-12 12:30:00,6.83958333333333,0.620584524810765,79.0056,30,NA,NA,NA,NA,NA,NA,30.295760284289,18.8322610436118,636.459525243597,388.674850847832,30.8965260689633,19.2057053135985,"grav",1050,0.0372000000000128,0.789800000000014,"C","C1.grav"
"C1","21112018",8.91666666666424,"1030",533,NA,187.4184,187.3764,63.27,36.14,0.363544914998491,NA,2018-11-21 10:30:00,2018-11-12 12:30:00,8.91666666666667,0.636455085001509,79.0056,30,NA,NA,NA,NA,NA,NA,32.1211354147795,20.4761447117239,668.580660658376,409.150995559556,15.464538614939,9.85812383312685,"grav",1050,0.038800000000009,0.828600000000023,"C","C1.grav"
"C1","23112018",10.878472222219,"0935",428,NA,187.3788,187.3443,62.06,36.53,0.370524393954762,NA,2018-11-23 09:35:00,2018-11-12 12:30:00,10.8784722222222,0.629475606045238,79.0056,30,NA,NA,NA,NA,NA,NA,26.3826623435107,16.6341385267329,694.963323001887,425.785134086289,13.4481535485506,8.47899450566207,"grav",1050,0.0320999999999856,0.860700000000008,"C","C1.grav"
"C1","25112018",13.125,"1530",372,NA,187.3431,187.313,61.62,37.14,0.376063183475091,NA,2018-11-25 15:30:00,2018-11-12 12:30:00,13.125,0.623936816524909,79.0056,30,NA,NA,NA,NA,NA,NA,25.5786506297625,15.985695905011,720.54197363165,441.7708299913,11.3858599402961,7.11573480779467,"grav",1050,0.0313000000000159,0.892000000000024,"C","C1.grav"
"C1","28112018",15.8541666666642,"0900",329,NA,187.3124,187.2858,60.168614,36.329176,0.376476766980881,NA,2018-11-28 09:00:00,2018-11-12 12:30:00,15.8541666666667,0.623523233019119,79.0056,30,NA,NA,NA,NA,NA,NA,22.2186441975642,13.8766388034469,742.760617829214,455.647468794747,8.1411826067411,5.08456994324774,"grav",1050,0.0271999999999935,0.919200000000018,"C","C1.grav"
"C1","01122018",18.909722222219,"1020",290,NA,187.285,187.2637,61.46,37,0.375787121673776,NA,2018-12-01 10:20:00,2018-11-12 12:30:00,18.9097222222222,0.624212878326224,79.0056,30,NA,NA,NA,NA,NA,NA,18.065452988111,11.2952113256601,760.826070817325,466.942680120407,5.91233006883633,3.69661461567059,"grav",1050,0.0220999999999947,0.941300000000012,"C","C1.grav"
"C1","05122018",22.8611111111095,"0910",302,NA,187.2585,187.236,61.62,36.27,0.370517928286853,NA,2018-12-05 09:10:00,2018-11-12 12:30:00,22.8611111111111,0.629482071713147,79.0056,30,NA,NA,NA,NA,NA,NA,22.7664994661967,14.3543126955868,783.592570283521,481.296992815994,5.76164485612007,3.63272588429614,"grav",1050,0.02770000000001,0.969000000000023,"C","C1.grav"
"C1","09122018",27.1458333333285,"1600",289,NA,187.2336,187.2112,62.76,36.41,0.367147322779066,NA,2018-12-09 16:00:00,2018-11-12 12:30:00,27.1458333333333,0.632852677220934,79.0056,30,NA,NA,NA,NA,NA,NA,20.4542922310507,12.9653264912486,804.046862514572,494.262319307242,4.77377322734409,3.02594329779545,"grav",1050,0.024799999999999,0.993800000000022,"C","C1.grav"
"C2","12112018",0,"1230",0,NA,NA,184.63195,0,0,NA,NA,2018-11-12 12:30:00,2018-11-12 12:30:00,0,NA,79.0056,30,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,"grav",1050,0,0,"C","C2.grav"
"C2","13112018",0.840277777773736,"0840",1672,NA,184.6316,184.4765,34.32,32.16,0.483754512635379,NA,2018-11-13 08:40:00,2018-11-12 12:30:00,0.840277777777778,0.516245487364621,79.0056,30,NA,NA,NA,NA,NA,NA,114.839651387802,59.410871018552,114.839651387802,59.410871018552,136.668676031764,70.7038465014173,"grav",1050,0.155450000000002,0.155450000000002,"C","C2.grav"
"C2","14112018",1.84375,"0845",2211,NA,184.4767,184.2752,51.64,36.94,0.417024158952359,NA,2018-11-14 08:45:00,2018-11-12 12:30:00,1.84375,0.582975841047641,79.0056,30,NA,NA,NA,NA,NA,NA,157.854851690236,92.1933425050319,272.694503078038,151.604213523584,157.308641130754,91.8743343994782,"grav",1050,0.201299999999975,0.356749999999977,"C","C2.grav"
"C2","15112018",2.85069444444525,"0855",2150,NA,184.2722,184.0976,62.61,32.25,0.339974699557242,NA,2018-11-15 08:55:00,2018-11-12 12:30:00,2.85069444444444,0.660025300442758,79.0056,30,NA,NA,NA,NA,NA,NA,150.728408766317,99.6323788715024,423.422911844355,251.236592395086,149.688902498963,98.9452590172161,"grav",1050,0.177600000000012,0.534349999999989,"C","C2.grav"
"C2","16112018",3.80902777777374,"0755",1404,NA,184.0976,183.9891,64.39,32.54,0.335706179717322,NA,2018-11-16 07:55:00,2018-11-12 12:30:00,3.80902777777778,0.664293820282678,79.0056,30,NA,NA,NA,NA,NA,NA,92.5050094026954,61.5406620932161,515.92792124705,312.777254488303,96.5269663332474,64.2163430537908,"grav",1050,0.108499999999992,0.642849999999981,"C","C2.grav"
"C2","17112018",4.86111111110949,"0910",862,NA,183.9881,183.9217,61.07,33.6,0.354917080384493,NA,2018-11-17 09:10:00,2018-11-12 12:30:00,4.86111111111111,0.645082919615506,79.0056,30,NA,NA,NA,NA,NA,NA,56.3039700946364,36.3770708321119,572.231891341686,349.154325320414,53.5166448424267,34.5762257414133,"grav",1050,0.0674000000000206,0.710250000000002,"C","C2.grav"
"C2","18112018",5.85902777777665,"0907",582,NA,183.9232,183.8775,60.72,35.52,0.369077306733167,NA,2018-11-18 09:07:00,2018-11-12 12:30:00,5.85902777777778,0.630922693266833,79.0056,30,NA,NA,NA,NA,NA,NA,36.3819681193368,22.9912392401297,608.613859461023,372.145564560544,36.4579221237613,23.0392376519045,"grav",1050,0.0441999999999894,0.754449999999991,"C","C2.grav"
"C2","19112018",6.8395833333343,"0839",434,NA,183.8732,183.8403,59.85,36.21,0.376951905059338,NA,2018-11-19 08:39:00,2018-11-12 12:30:00,6.83958333333333,0.623048094940662,79.0056,30,NA,NA,NA,NA,NA,NA,30.37243164365,18.9546656098393,638.986291104673,391.100230170383,30.9747178235524,19.3305371658418,"grav",1050,0.0371999999999844,0.791649999999976,"C","C2.grav"
"C2","21112018",8.91666666666424,"1030",566,NA,183.8433,183.8006,63.09,35.56,0.360466294982261,NA,2018-11-21 10:30:00,2018-11-12 12:30:00,8.91666666666667,0.639533705017739,79.0056,30,NA,NA,NA,NA,NA,NA,32.9719310618852,21.1198835052049,671.958222166558,412.220113675588,15.8741493577782,10.1680482271799,"grav",1050,0.0397000000000105,0.831349999999986,"C","C2.grav"
"C2","23112018",10.878472222219,"0935",410,NA,183.8031,183.7718,62.83,36.29,0.366121872477805,NA,2018-11-23 09:35:00,2018-11-12 12:30:00,10.8784722222222,0.633878127522195,79.0056,30,NA,NA,NA,NA,NA,NA,23.7786728109928,15.0969011143058,695.736894977551,427.317014789894,12.1208102116211,7.69541154145144,"grav",1050,0.0287999999999897,0.860149999999976,"C","C2.grav"
"C2","25112018",13.125,"1530",376,NA,183.7704,183.7395,62.32,36.55,0.369677354101345,NA,2018-11-25 15:30:00,2018-11-12 12:30:00,13.125,0.630322645898655,79.0056,30,NA,NA,NA,NA,NA,NA,26.5703122725212,16.7749313378136,722.307207250072,444.091946127708,11.8272796514468,7.46704826165429,"grav",1050,0.0323000000000206,0.892449999999997,"C","C2.grav"
"C2","28112018",15.8541666666642,"0900",326,NA,183.7393,183.7124,61.822055,36.50448,0.371257667119054,NA,2018-11-28 09:00:00,2018-11-12 12:30:00,15.8541666666667,0.628742332880946,79.0056,30,NA,NA,NA,NA,NA,NA,22.2563379385273,14.0162098515163,744.5635451886,458.108155979224,8.15499405381153,5.1357104799449,"grav",1050,0.0270999999999901,0.919549999999987,"C","C2.grav"
"C2","01122018",18.909722222219,"1020",316,NA,183.7116,183.6888,61.21,36.08,0.37085003597492,NA,2018-12-01 10:20:00,2018-11-12 12:30:00,18.9097222222222,0.62914996402508,79.0056,30,NA,NA,NA,NA,NA,NA,19.3900699854608,12.2190364666916,763.95361517406,470.327192445916,6.3458410861508,3.99895738909908,"grav",1050,0.0236000000000161,0.943150000000003,"C","C2.grav"
"C2","05122018",22.8611111111095,"0910",318,NA,183.6825,183.6608,62.17,35.96,0.366452664832365,NA,2018-12-05 09:10:00,2018-11-12 12:30:00,22.8611111111111,0.633547335167635,79.0056,30,NA,NA,NA,NA,NA,NA,23.1102134155331,14.6648655428591,787.063828589594,484.992057988775,5.84863046017006,3.71131922350036,"grav",1050,0.0279999999999916,0.971149999999994,"C","C2.grav"
"C2","09122018",27.1458333333285,"1600",302,NA,183.6587,183.6365,63.2,36.25,0.364504776269482,NA,2018-12-09 16:00:00,2018-11-12 12:30:00,27.1458333333333,0.635495223730518,79.0056,30,NA,NA,NA,NA,NA,NA,20.0970121473098,12.7919027523666,807.160840736903,497.783960741141,4.69038857246777,2.98546838953127,"grav",1050,0.0242999999999824,0.995449999999977,"C","C2.grav"
"C2","15112018",2.85069444444525,"0855",2150,0,184.2722,184.0976,62.61,32.25,0.339974699557242,NA,2018-11-15 08:55:00,2018-11-12 12:30:00,2.85069444444444,0.660025300442758,79.0056,30,3163.25,1013.25,0.320319291867541,1013.25,0.31425913003024,30,148.969923775703,98.4700097848869,416.142910613884,248.846084358513,147.942544991043,97.7909062691291,"man",NA,NA,NA,"C","C2.man"
"C2","16112018",3.80902777777374,"0755",1404,0,184.0976,183.9891,64.39,32.54,0.335706179717322,NA,2018-11-16 07:55:00,2018-11-12 12:30:00,3.80902777777778,0.664293820282678,79.0056,30,2417.25,1013.25,0.419174681973317,1013.25,0.320319291867541,30,96.5870287123061,64.2563006582279,512.72993932619,313.102385016741,100.786464743276,67.0500528607596,"man",NA,NA,NA,"C","C2.man"
"C2","17112018",4.86111111110949,"0910",862,0,183.9881,183.9217,61.07,33.6,0.354917080384493,NA,2018-11-17 09:10:00,2018-11-12 12:30:00,4.86111111111111,0.645082919615506,79.0056,30,1875.25,1013.25,0.540327956272497,1013.25,0.419174681973317,30,58.8112814337772,37.9970035300864,571.541220759967,351.099388546827,55.8998318578476,36.1159637513693,"man",NA,NA,NA,"C","C2.man"
"C2","18112018",5.85902777777665,"0907",582,0,183.9232,183.8775,60.72,35.52,0.369077306733167,NA,2018-11-18 09:07:00,2018-11-12 12:30:00,5.85902777777778,0.630922693266833,79.0056,30,1595.25,1013.25,0.635166901739539,1013.25,0.540327956272497,30,39.5058363700279,24.9653381143495,611.047057129995,376.064726661177,39.5883120200697,25.0174578181373,"man",NA,NA,NA,"C","C2.man"
"C2","19112018",6.8395833333343,"0839",434,0,183.8732,183.8403,59.85,36.21,0.376951905059338,NA,2018-11-19 08:39:00,2018-11-12 12:30:00,6.83958333333333,0.623048094940662,79.0056,30,1447.25,1013.25,0.700120918984281,1013.25,0.635166901739539,30,29.393691016681,18.343858364617,640.440748146676,394.408585025794,29.9765687422243,18.7076175956434,"man",NA,NA,NA,"C","C2.man"
"C2","21112018",8.91666666666424,"1030",566,0,183.8433,183.8006,63.09,35.56,0.360466294982261,NA,2018-11-21 10:30:00,2018-11-12 12:30:00,8.91666666666667,0.639533705017739,79.0056,30,1579.25,1013.25,0.641602026278297,1013.25,0.700120918984281,30,38.8600909413089,24.8914930745699,679.300839087985,419.300078100364,18.7089705635188,11.9838682806355,"man",NA,NA,NA,"C","C2.man"
"C2","23112018",10.878472222219,"0935",410,0,183.8031,183.7718,62.83,36.29,0.366121872477805,NA,2018-11-23 09:35:00,2018-11-12 12:30:00,10.8784722222222,0.633878127522195,79.0056,30,1423.25,1013.25,0.711926927806078,1013.25,0.641602026278297,30,27.727120479819,17.6037409402746,707.027959567804,436.903819040638,14.1334702622794,8.97323431999838,"man",NA,NA,NA,"C","C2.man"
"C2","25112018",13.125,"1530",376,0,183.7704,183.7395,62.32,36.55,0.369677354101345,NA,2018-11-25 15:30:00,2018-11-12 12:30:00,13.125,0.630322645898655,79.0056,30,1389.25,1013.25,0.729350368904085,1013.25,0.711926927806078,30,25.5492957479702,16.1303215974972,732.577255315774,453.034140638136,11.3727931613839,7.18011224123523,"man",NA,NA,NA,"C","C2.man"
"C2","28112018",15.8541666666642,"0900",326,0,183.7393,183.7124,61.822055,36.50448,0.371257667119054,NA,2018-11-28 09:00:00,2018-11-12 12:30:00,15.8541666666667,0.628742332880946,79.0056,30,1339.25,1013.25,0.756580175471346,1013.25,0.729350368904085,30,22.0892931916136,13.9110113128437,754.666548507388,466.945151950979,8.09378681830115,5.09716445050762,"man",NA,NA,NA,"C","C2.man"
"C2","01122018",18.909722222219,"1020",316,0,183.7116,183.6888,61.21,36.08,0.37085003597492,NA,2018-12-01 10:20:00,2018-11-12 12:30:00,18.9097222222222,0.62914996402508,79.0056,30,1329.25,1013.25,0.76227195787098,1013.25,0.756580175471346,30,21.4683436804605,13.5287017791948,776.134892187848,480.473853730174,7.02600338633252,4.42757512773649,"man",NA,NA,NA,"C","C2.man"
"C2","12112018",0,"1230",0,0,NA,184.63195,0,0,NA,NA,2018-11-12 12:30:00,2018-11-12 12:30:00,0,0,79.0056,30,1013.25,1013.25,1,1013.25,1,20,-3.71632110464606,0,-3.71632110464606,0,NA,NA,"man",NA,NA,NA,"C","C2.man"
"C2","13112018",0.840277777773736,"0840",1672,0,184.6316,184.4765,34.32,32.16,0.483754512635379,NA,2018-11-13 08:40:00,2018-11-12 12:30:00,0.840277777777778,0.516245487364621,79.0056,30,2685.25,1013.25,0.377339167675263,1013.25,1,30,117.445832659044,60.7591466140072,113.729511554398,60.7591466140072,139.770247131425,72.3084058877441,"man",NA,NA,NA,"C","C2.man"
"C2","14112018",1.84375,"0845",2211,0,184.4767,184.2752,51.64,36.94,0.417024158952359,NA,2018-11-14 08:45:00,2018-11-12 12:30:00,1.84375,0.582975841047641,79.0056,30,3224.25,1013.25,0.31425913003024,1013.25,0.377339167675263,30,153.443475283783,89.616927959619,267.172986838181,150.376074573626,152.912529002524,89.3068347832881,"man",NA,NA,NA,"C","C2.man"
"C2","05122018",22.8611111111095,"0910",318,0,183.6825,183.6608,62.17,35.96,0.366452664832365,NA,2018-12-05 09:10:00,2018-11-12 12:30:00,22.8611111111111,0.633547335167635,79.0056,30,1331.25,1013.25,0.76112676056338,1013.25,0.76227195787098,30,21.6258603504328,13.7229513455979,797.760752538281,494.196805075772,5.47297696039073,3.47294375002829,"man",NA,NA,NA,"C","C2.man"
"C2","09122018",27.1458333333285,"1600",302,0,183.6587,183.6365,63.2,36.25,0.364504776269482,NA,2018-12-09 16:00:00,2018-11-12 12:30:00,27.1458333333333,0.635495223730518,79.0056,30,1315.25,1013.25,0.770385858201863,1013.25,0.76112676056338,30,20.498549570948,13.0474844098273,818.259302109229,507.244289485599,4.78410233098301,3.04511791736649,"man",NA,NA,NA,"C","C2.man"
"C3","12112018",0,"1230",0,NA,NA,184.99025,0,0,NA,NA,2018-11-12 12:30:00,2018-11-12 12:30:00,0,NA,79.0056,30,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,"grav",1050,0,0,"C","C3.grav"
"C3","13112018",0.840277777773736,"0840",1606,NA,184.9889,184.8295,33.67,31.4,0.482557246042723,NA,2018-11-13 08:40:00,2018-11-12 12:30:00,0.840277777777778,0.517442753957277,79.0056,30,NA,NA,NA,NA,NA,NA,118.795032843437,61.5993463070253,118.795032843437,61.5993463070253,141.375906854999,73.3083129604268,"grav",1050,0.160750000000007,0.160750000000007,"C","C3.grav"
"C3","16112018",3.80902777777374,"0755",1234,NA,184.452,184.3475,61.55,33.53,0.352650399663441,NA,2018-11-16 07:55:00,2018-11-12 12:30:00,3.80902777777778,0.647349600336559,79.0056,30,NA,NA,NA,NA,NA,NA,87.2534340413161,56.5705334766844,513.962029372886,309.799769056147,91.0470616083298,59.0301218887141,"grav",1050,0.104199999999992,0.642750000000007,"C","C3.grav"
"C3","17112018",4.86111111110949,"0910",864,NA,184.3456,184.273,60.67,35.58,0.369662337662338,NA,2018-11-17 09:10:00,2018-11-12 12:30:00,4.86111111111111,0.630337662337662,79.0056,30,NA,NA,NA,NA,NA,NA,61.285418822781,38.6929256460401,575.247448195667,348.492694702187,58.2514871978908,36.7774342774242,"grav",1050,0.0745000000000005,0.717250000000007,"C","C3.grav"
"C3","14112018",1.84375,"0845",2068,NA,184.83,184.6295,50.71,35.83,0.41402819505431,NA,2018-11-14 08:45:00,2018-11-12 12:30:00,1.84375,0.58597180494569,79.0056,30,NA,NA,NA,NA,NA,NA,157.300549487936,92.3405250658149,276.095582331373,153.93987137284,156.756256929154,92.0210076780439,"grav",1050,0.199999999999989,0.360749999999996,"C","C3.grav"
"C3","15112018",2.85069444444525,"0855",1998,NA,184.6262,184.4517,62.58,32.49,0.341748185547491,NA,2018-11-15 08:55:00,2018-11-12 12:30:00,2.85069444444444,0.658251814452509,79.0056,30,NA,NA,NA,NA,NA,NA,150.613013000197,99.2893642066223,426.70859533157,253.229235579463,149.574302565713,98.6046099707146,"grav",1050,0.177800000000019,0.538550000000015,"C","C3.grav"
"C3","21112018",8.91666666666424,"1030",538,NA,184.1899,184.1456,62.59,37.32,0.373536182564308,NA,2018-11-21 10:30:00,2018-11-12 12:30:00,8.91666666666667,0.626463817435692,79.0056,30,NA,NA,NA,NA,NA,NA,33.7567298995092,21.1818978185717,678.692780481335,412.494010416181,16.2519863106965,10.1979046669152,"grav",1050,0.0412000000000035,0.844650000000001,"C","C3.grav"
"C3","23112018",10.878472222219,"0935",382,NA,184.1488,184.1163,61.26,37.05,0.376869087580104,NA,2018-11-23 09:35:00,2018-11-12 12:30:00,10.8784722222222,0.623130912419896,79.0056,30,NA,NA,NA,NA,NA,NA,23.9244076119171,14.9325962829407,702.617188093252,427.426606699121,12.1950962694374,7.61165969820697,"grav",1050,0.0293000000000063,0.873950000000008,"C","C3.grav"
"C3","18112018",5.85902777777665,"0907",576,NA,184.2748,184.2258,59.47,36.96,0.383283210619102,NA,2018-11-18 09:07:00,2018-11-12 12:30:00,5.85902777777778,0.616716789380898,79.0056,30,NA,NA,NA,NA,NA,NA,38.2880347230406,23.6524349859886,613.535482918708,372.145129688176,38.3679679896858,23.7018137646649,"grav",1050,0.0472000000000037,0.764450000000011,"C","C3.grav"
"C3","19112018",6.8395833333343,"0839",424,NA,184.2222,184.1868,58.06,37.22,0.39063811922754,NA,2018-11-19 08:39:00,2018-11-12 12:30:00,6.83958333333333,0.60936188077246,79.0056,30,NA,NA,NA,NA,NA,NA,31.4005676631177,19.1669829094333,644.936050581825,391.312112597609,32.0232418094118,19.5470647235013,"grav",1050,0.0389999999999873,0.803449999999998,"C","C3.grav"
