"method","descrip","elapsed.time","mean","se","sd","n","leak.l","rsd"
"man","C",27.1458333,485.997486863583,13.7392667501968,23.7971080700827,3,FALSE,4.89654961462021
"man","L",27.1458333,324.045598285847,6.56151204893148,11.3648722432247,3,FALSE,3.50718303329629
"grav","C",27.1458333,502.668183155145,3.62732588996727,6.2827127370333,3,FALSE,1.24987276847283
"grav","L",27.1458333,368.401101279344,5.01695207694874,8.68961589641342,3,FALSE,2.35873776333378
