"id","date","day","time","pres.init","pres.resid","mass.init","mass.final","cCH4","cCO2","xCO2","notes","date.time","start.time","elapsed.time","xCH4","vol.hs","temperature","pressure","massloss","cmassloss","vBg","vCH4","cvBg","cvCH4","rvBg","rvCH4","method"
"C1","25112018",13.125,"1530",372,NA,187.3431,187.313,61.62,37.14,0.376063183475091,NA,2018-11-25 15:30:00,2018-11-12 12:30:00,13.125,0.623936816524909,79.0056,30,1050,0.0313000000000159,0.892000000000024,25.5786506297625,15.985695905011,720.54197363165,441.7708299913,11.3858599402961,7.11573480779467,"grav"
"C1","28112018",15.8541666666642,"0900",329,NA,187.3124,187.2858,60.168614,36.329176,0.376476766980881,NA,2018-11-28 09:00:00,2018-11-12 12:30:00,15.8541666666667,0.623523233019119,79.0056,30,1050,0.0271999999999935,0.919200000000018,22.2186441975642,13.8766388034469,742.760617829214,455.647468794747,8.1411826067411,5.08456994324774,"grav"
"C1","01122018",18.909722222219,"1020",290,NA,187.285,187.2637,61.46,37,0.375787121673776,NA,2018-12-01 10:20:00,2018-11-12 12:30:00,18.9097222222222,0.624212878326224,79.0056,30,1050,0.0220999999999947,0.941300000000012,18.065452988111,11.2952113256601,760.826070817325,466.942680120407,5.91233006883633,3.69661461567059,"grav"
"C1","05122018",22.8611111111095,"0910",302,NA,187.2585,187.236,61.62,36.27,0.370517928286853,NA,2018-12-05 09:10:00,2018-11-12 12:30:00,22.8611111111111,0.629482071713147,79.0056,30,1050,0.02770000000001,0.969000000000023,22.7664994661967,14.3543126955868,783.592570283521,481.296992815994,5.76164485612007,3.63272588429614,"grav"
"C1","09122018",27.1458333333285,"1600",289,NA,187.2336,187.2112,62.76,36.41,0.367147322779066,NA,2018-12-09 16:00:00,2018-11-12 12:30:00,27.1458333333333,0.632852677220934,79.0056,30,1050,0.024799999999999,0.993800000000022,20.4542922310507,12.9653264912486,804.046862514572,494.262319307242,4.77377322734409,3.02594329779545,"grav"
"C2","12112018",0,"1230",0,NA,NA,184.63195,0,0,NA,NA,2018-11-12 12:30:00,2018-11-12 12:30:00,0,NA,79.0056,30,1050,0,0,0,0,0,0,NA,NA,"grav"
"C2","13112018",0.840277777773736,"0840",1672,NA,184.6316,184.4765,34.32,32.16,0.483754512635379,NA,2018-11-13 08:40:00,2018-11-12 12:30:00,0.840277777777778,0.516245487364621,79.0056,30,1050,0.155450000000002,0.155450000000002,114.839651387802,59.410871018552,114.839651387802,59.410871018552,136.668676031764,70.7038465014173,"grav"
"C2","14112018",1.84375,"0845",2211,NA,184.4767,184.2752,51.64,36.94,0.417024158952359,NA,2018-11-14 08:45:00,2018-11-12 12:30:00,1.84375,0.582975841047641,79.0056,30,1050,0.201299999999975,0.356749999999977,157.854851690236,92.1933425050319,272.694503078038,151.604213523584,157.308641130754,91.8743343994782,"grav"
"C2","15112018",2.85069444444525,"0855",2150,NA,184.2722,184.0976,62.61,32.25,0.339974699557242,NA,2018-11-15 08:55:00,2018-11-12 12:30:00,2.85069444444444,0.660025300442758,79.0056,30,1050,0.177600000000012,0.534349999999989,150.728408766317,99.6323788715024,423.422911844355,251.236592395086,149.688902498963,98.9452590172161,"grav"
"C2","16112018",3.80902777777374,"0755",1404,NA,184.0976,183.9891,64.39,32.54,0.335706179717322,NA,2018-11-16 07:55:00,2018-11-12 12:30:00,3.80902777777778,0.664293820282678,79.0056,30,1050,0.108499999999992,0.642849999999981,92.5050094026954,61.5406620932161,515.92792124705,312.777254488303,96.5269663332474,64.2163430537908,"grav"
"C2","17112018",4.86111111110949,"0910",862,NA,183.9881,183.9217,61.07,33.6,0.354917080384493,NA,2018-11-17 09:10:00,2018-11-12 12:30:00,4.86111111111111,0.645082919615506,79.0056,30,1050,0.0674000000000206,0.710250000000002,56.3039700946364,36.3770708321119,572.231891341686,349.154325320414,53.5166448424267,34.5762257414133,"grav"
"C2","18112018",5.85902777777665,"0907",582,NA,183.9232,183.8775,60.72,35.52,0.369077306733167,NA,2018-11-18 09:07:00,2018-11-12 12:30:00,5.85902777777778,0.630922693266833,79.0056,30,1050,0.0441999999999894,0.754449999999991,36.3819681193368,22.9912392401297,608.613859461023,372.145564560544,36.4579221237613,23.0392376519045,"grav"
"C2","19112018",6.8395833333343,"0839",434,NA,183.8732,183.8403,59.85,36.21,0.376951905059338,NA,2018-11-19 08:39:00,2018-11-12 12:30:00,6.83958333333333,0.623048094940662,79.0056,30,1050,0.0371999999999844,0.791649999999976,30.37243164365,18.9546656098393,638.986291104673,391.100230170383,30.9747178235524,19.3305371658418,"grav"
"C2","21112018",8.91666666666424,"1030",566,NA,183.8433,183.8006,63.09,35.56,0.360466294982261,NA,2018-11-21 10:30:00,2018-11-12 12:30:00,8.91666666666667,0.639533705017739,79.0056,30,1050,0.0397000000000105,0.831349999999986,32.9719310618852,21.1198835052049,671.958222166558,412.220113675588,15.8741493577782,10.1680482271799,"grav"
"C2","23112018",10.878472222219,"0935",410,NA,183.8031,183.7718,62.83,36.29,0.366121872477805,NA,2018-11-23 09:35:00,2018-11-12 12:30:00,10.8784722222222,0.633878127522195,79.0056,30,1050,0.0287999999999897,0.860149999999976,23.7786728109928,15.0969011143058,695.736894977551,427.317014789894,12.1208102116211,7.69541154145144,"grav"
"C2","25112018",13.125,"1530",376,NA,183.7704,183.7395,62.32,36.55,0.369677354101345,NA,2018-11-25 15:30:00,2018-11-12 12:30:00,13.125,0.630322645898655,79.0056,30,1050,0.0323000000000206,0.892449999999997,26.5703122725212,16.7749313378136,722.307207250072,444.091946127708,11.8272796514468,7.46704826165429,"grav"
"C2","28112018",15.8541666666642,"0900",326,NA,183.7393,183.7124,61.822055,36.50448,0.371257667119054,NA,2018-11-28 09:00:00,2018-11-12 12:30:00,15.8541666666667,0.628742332880946,79.0056,30,1050,0.0270999999999901,0.919549999999987,22.2563379385273,14.0162098515163,744.5635451886,458.108155979224,8.15499405381153,5.1357104799449,"grav"
