"id","date","day","time","pres.init","pres.resid","mass.init","mass.final","cCH4","cCO2","xCO2","notes","date.time","start.time","elapsed.time","xCH4","vol.hs","temperature","pres.init.abs","pres.resid.abs","rh.resid","pres.resid.prev","rh.resid.prev","temp.prev","vBg","vCH4","cvBg","cvCH4","rvBg","rvCH4","method"
"I2","17112018",4.86111111110949,"0910",147,0,184.1919,184.1801,36.52,27.79,0.432125641424351,NA,2018-11-17 09:10:00,2018-11-12 12:30:00,4.86111111111111,0.567874358575649,79.961,30,1160.25,1013.25,0.873303167420814,1013.25,0.850577124868835,30,9.99803824794171,5.68835635194222,75.1315359883621,36.9246177550672,9.50308585942974,5.40675455234112,"man"
"I2","18112018",5.85902777777665,"0907",124,0,184.1819,184.1719,39.29,28.07,0.416716152019002,NA,2018-11-18 09:07:00,2018-11-12 12:30:00,5.85902777777778,0.583283847980998,79.961,30,1137.25,1013.25,0.890965047263135,1013.25,0.873303167420814,30,8.43174172510602,4.92705861825101,83.5632777134681,41.8516763733182,8.44934452620228,4.93734475315341,"man"
"I2","19112018",6.8395833333343,"0839",112,0,184.1677,184.1714,41.56,28.73,0.408735239721155,"Marked yellow in original data file",2018-11-19 08:39:00,2018-11-12 12:30:00,6.83958333333333,0.591264760278845,79.961,30,1125.25,1013.25,0.900466562986003,1013.25,0.890965047263135,30,7.63212294994958,4.52066874096878,91.1954006634177,46.372345114287,7.78346816425452,4.61031373016646,"man"
"I2","21112018",8.91666666666424,"1030",196,0,184.1738,184.158,46.87,29.19,0.383775966342361,NA,2018-11-21 10:30:00,2018-11-12 12:30:00,8.91666666666667,0.616224033657639,79.961,30,1209.25,1013.25,0.837916063675832,1013.25,0.900466562986003,30,13.6326420909793,8.41485450650536,104.828042754397,54.7871996207924,6.5633582785056,4.05128401516808,"man"
"I2","23112018",10.878472222219,"0935",169,0,184.1604,184.1466,49.45,28.91,0.368938233792751,NA,2018-11-23 09:35:00,2018-11-12 12:30:00,10.8784722222222,0.631061766207249,79.961,30,1182.25,1013.25,0.857052230915627,1013.25,0.837916063675832,30,11.5237235474246,7.28390845289016,116.351766301822,62.0711080736825,5.87403961355447,3.71285952996879,"man"
"I2","25112018",13.125,"1530",180,0,184.1456,184.1328,50.79,29.55,0.367811799850635,NA,2018-11-25 15:30:00,2018-11-12 12:30:00,13.125,0.632188200149365,79.961,30,1193.25,1013.25,0.849151477058454,1013.25,0.857052230915627,30,12.3636900792784,7.82874480140999,128.7154563811,69.8998528750925,5.50346637222902,3.48481994251326,"man"
"I2","28112018",15.8541666666642,"0900",175,0,184.1314,184.1175,52.55,30.04,0.363724421842838,NA,2018-11-28 09:00:00,2018-11-12 12:30:00,15.8541666666667,0.636275578157162,79.961,30,1188.25,1013.25,0.852724594992636,1013.25,0.849151477058454,30,11.9843022893082,7.63744140434224,140.699758670408,77.5372942794347,4.39119473196026,2.79845181227807,"man"
"I2","01122018",18.909722222219,"1020",176,0,184.1158,184.1028,54.31,30.53,0.35985384252711,"Composition is marked red in original file",2018-12-01 10:20:00,2018-11-12 12:30:00,18.9097222222222,0.64014615747289,79.961,30,1189.25,1013.25,0.852007567794829,1013.25,0.852724594992636,30,12.0662153918721,7.73629018076974,152.76597406228,85.2735844602045,3.94894321915815,2.53187678643373,"man"
"I2","05122018",22.8611111111095,"0910",172,0,184.0993,184.0869,56.57,31.26,0.355914835477627,NA,2018-12-05 09:10:00,2018-11-12 12:30:00,22.8611111111111,0.644085164522373,79.961,30,1185.25,1013.25,0.854882936089433,1013.25,0.852007567794829,30,11.7796751482904,7.59891642147268,164.545649210571,92.8725008816772,2.98114801643903,1.92310011369432,"man"
"I2","09122018",27.1458333333285,"1600",192,0,184.0863,184.072,58.22,31.44,0.350658041490074,NA,2018-12-09 16:00:00,2018-11-12 12:30:00,27.1458333333333,0.649341958509926,79.961,30,1205.25,1013.25,0.840696950840075,1013.25,0.854882936089433,30,13.2102268806895,8.59110096258405,177.75587609126,101.463601844261,3.0830999527055,2.00505435755608,"man"
"I3","12112018",0,"1230",0,0,NA,183.2664,0,0,NA,NA,2018-11-12 12:30:00,2018-11-12 12:30:00,0,0,79.961,30,1013.25,1013.25,1,1013.25,1,20,-3.76126188331718,0,-3.76126188331718,0,NA,NA,"man"
"I3","13112018",0.840277777773736,"0840",348,0,183.2655,183.2331,11.85,22.27,0.652696365767878,NA,2018-11-13 08:40:00,2018-11-12 12:30:00,0.840277777777778,0.347303634232122,79.961,30,1361.25,1013.25,0.74435261707989,1013.25,1,30,24.7400841254279,8.61686446436184,20.9788222421108,8.61686446436184,29.4427447443109,10.2547808501496,"man"
"I3","14112018",1.84375,"0845",262,0,183.2337,183.2102,21.96,24.41,0.526417942635324,NA,2018-11-14 08:45:00,2018-11-12 12:30:00,1.84375,0.473582057364675,79.961,30,1275.25,1013.25,0.794550088217996,1013.25,0.74435261707989,30,17.8519479706849,8.47382855185251,38.8307702127957,17.0906930162143,17.7901765244196,8.44450734579074,"man"
"I3","15112018",2.85069444444525,"0855",202,0,183.208,183.1925,28.86,26.04,0.47431693989071,NA,2018-11-15 08:55:00,2018-11-12 12:30:00,2.85069444444444,0.52568306010929,79.961,30,1215.25,1013.25,0.833779057807036,1013.25,0.794550088217996,30,13.7384355353262,7.2370425260014,52.5692057481219,24.3277355422157,13.6436877040481,7.18713188789104,"man"
"I3","16112018",3.80902777777374,"0755",191,0,183.192,183.178,33.8,27.18,0.445719908166612,NA,2018-11-16 07:55:00,2018-11-12 12:30:00,3.80902777777778,0.554280091833388,79.961,30,1204.25,1013.25,0.841395059165456,1013.25,0.833779057807036,30,13.0752232489415,7.26145998920387,65.6444289970634,31.5891955314196,13.6437112162868,7.57717564090838,"man"
"I3","17112018",4.86111111110949,"0910",160,0,183.176,183.1627,37.58,27.87,0.425821237585943,NA,2018-11-17 09:10:00,2018-11-12 12:30:00,4.86111111111111,0.574178762414057,79.961,30,1173.25,1013.25,0.86362667803111,1013.25,0.841395059165456,30,10.8944296447648,6.26699567666884,76.5388586418282,37.8561912080885,10.3551014445289,5.95674836594267,"man"
"I3","18112018",5.85902777777665,"0907",140,0,183.164,183.155,40.45,28.29,0.411550771021239,NA,2018-11-18 09:07:00,2018-11-12 12:30:00,5.85902777777778,0.588449228978761,79.961,30,1153.25,1013.25,0.878603945371775,1013.25,0.86362667803111,30,9.53991241082251,5.62385431782583,86.0787710526507,43.4800455259143,9.55982872065721,5.63559514103632,"man"
"I3","19112018",6.8395833333343,"0839",134,0,183.1519,183.1415,42.77,28.84,0.402737047898338,NA,2018-11-19 08:39:00,2018-11-12 12:30:00,6.83958333333333,0.597262952101662,79.961,30,1147.25,1013.25,0.883198954020484,1013.25,0.878603945371775,30,9.15871669985751,5.47979289615289,95.2374877525082,48.9598384220672,9.34033431146941,5.58845734451853,"man"
"I3","21112018",8.91666666666424,"1030",206,0,183.1454,183.1298,48.69,29.61,0.37816091954023,NA,2018-11-21 10:30:00,2018-11-12 12:30:00,8.91666666666667,0.62183908045977,79.961,30,1219.25,1013.25,0.831043674389994,1013.25,0.883198954020484,30,14.2912704351668,8.90156026743804,109.528758187675,57.8613986895052,6.88045116236719,4.28560574560708,"man"
"I3","23112018",10.878472222219,"0935",182,0,183.1316,183.1208,50.36,29.16,0.366700201207244,NA,2018-11-23 09:35:00,2018-11-12 12:30:00,10.8784722222222,0.633299798792757,79.961,30,1195.25,1013.25,0.847730600292826,1013.25,0.831043674389994,30,12.4271096002341,7.88270019745233,121.955867787909,65.7440988869575,6.33452666348219,4.01808434843588,"man"
"I3","25112018",13.125,"1530",190,0,183.1197,183.1045,52.35,29.82,0.362906170135086,NA,2018-11-25 15:30:00,2018-11-12 12:30:00,13.125,0.637093829864914,79.961,30,1203.25,1013.25,0.84209432786204,1013.25,0.847730600292826,30,13.046382204311,8.3249536689779,135.00224999222,74.0690525559354,5.80735405694213,3.70569807830856,"man"
"I3","28112018",15.8541666666642,"0900",180,0,183.102,183.0891,54.407568,30.636952,0.36024604524783,NA,2018-11-28 09:00:00,2018-11-12 12:30:00,15.8541666666667,0.63975395475217,79.961,30,1193.25,1013.25,0.849151477058454,1013.25,0.84209432786204,30,12.3183912452567,7.89314811055042,147.320641237477,81.9622006664859,4.51360900589558,2.89214587256809,"man"
"I3","01122018",18.909722222219,"1020",182,0,183.0873,183.0746,55.46,30.39,0.353989516598719,NA,2018-12-01 10:20:00,2018-11-12 12:30:00,18.9097222222222,0.646010483401281,79.961,30,1195.25,1013.25,0.847730600292826,1013.25,0.849151477058454,30,12.4819476577238,8.0759445088338,159.802588895201,90.0381451753197,4.08500105161868,2.64303638470924,"man"
"I3","05122018",22.8611111111095,"0910",188,0,183.0696,183.0562,57.55,31.26,0.351987388807567,NA,2018-12-05 09:10:00,2018-11-12 12:30:00,22.8611111111111,0.648012611192433,79.961,30,1201.25,1013.25,0.843496357960458,1013.25,0.847730600292826,30,12.904197814624,8.37494710746879,172.706786709825,98.4130922827885,3.26573723252348,2.11949452280405,"man"
"I3","09122018",27.1458333333285,"1600",198,0,183.0548,183.04,59.07,31.43,0.347292817679558,NA,2018-12-09 16:00:00,2018-11-12 12:30:00,27.1458333333333,0.652707182320442,79.961,30,1211.25,1013.25,0.836532507739938,1013.25,0.843496357960458,30,13.6022966904224,8.89179266118734,186.309083400247,107.304884943976,3.17460408982305,2.07523199872119,"man"
"L1","12112018",0,"1230",0,0,NA,184.6046,0,0,NA,NA,2018-11-12 12:30:00,2018-11-12 12:30:00,0,0,79.1112,30,1013.25,1013.25,1,1013.25,1,20,-3.7212883918846,0,-3.7212883918846,0,NA,NA,"man"
"L1","13112018",0.840277777773736,"0840",366,0,184.6039,184.5705,12.17,22.61,0.650086256469235,NA,2018-11-13 08:40:00,2018-11-12 12:30:00,0.840277777777778,0.349913743530765,79.1112,30,1379.25,1013.25,0.734638390429581,1013.25,1,30,25.7432139140218,9.033531582864,22.0219255221372,9.033531582864,30.636552096026,10.7506491564662,"man"
"L1","14112018",1.84375,"0845",614,0,184.5713,184.5138,29.38,28.16,0.489398679179701,NA,2018-11-14 08:45:00,2018-11-12 12:30:00,1.84375,0.510601320820299,79.1112,30,1627.25,1013.25,0.622676294361653,1013.25,0.734638390429581,30,42.3916124036014,21.6915394458845,64.4135379257387,30.7250710287485,42.2449286236582,21.6164822159679,"man"
"L1","15112018",2.85069444444525,"0855",1862,0,184.5121,184.3237,45.54,37.35,0.450597176981542,NA,2018-11-15 08:55:00,2018-11-12 12:30:00,2.85069444444444,0.549402823018458,79.1112,30,2875.25,1013.25,0.352404138770542,1013.25,0.622676294361653,30,129.836206590468,71.4729194608041,194.249744516206,102.197990489553,128.94078447605,70.9800027748675,"man"
