"","exper","id","date","time","temp.air","pres.amb","mass.init","vol","mass.final","notes","row.in.file","date.time","time.d","xCH4.gd","vBg","vCH4","cvBg","cvCH4","rvBg","rvCH4"
"125","IIS-BMP2","I2",2018-12-17,"11.38",21.4,1010.47,"720.66",206,720.46,NA,219,2018-12-17 11:38:00,80.8,0.578744487074609,185.688552294241,107.664146025438,1259.87323325581,730.487550701861,6.00933826194954,3.48427657040253
"126",NA,"I3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,NA,NA
"127","IIS-BMP2","I3",2018-09-28,"09.00",20.3,1011.22,"740.53",80,740.44,"Difficult to mix. Sludge level near shoulder of bottle.",29,2018-09-28 09:00:00,0.726,0.583661968706108,72.5604293542597,42.4278481103208,72.5604293542597,42.4278481103208,99.9454949783192,58.4405621354281
"128","IIS-BMP2","I3",2018-09-29,"06.05",19,1000,"740.43",65,740.35,"Pressure not measured.",34,2018-09-29 06:05:00,1.6,0.583661968706108,58.6559195583338,34.2975429988423,131.216348912594,76.7253911091631,67.1120361079334,39.242040044442
"129","IIS-BMP2","I3",2018-09-30,"15.02",20.3,1002.34,"740.37",92,740.27,"Easy to mix. No floating layer.",57,2018-09-30 15:02:00,2.98,0.583661968706108,82.6940734672025,48.3532363288615,213.910422379796,125.078627438025,59.9232416429004,35.0385770498996
"130","IIS-BMP2","I3",2018-10-01,"08.50",20.3,1000.62,"740.29",54,740.24,NA,62,2018-10-01 08:50:00,3.72,0.583661968706108,48.452510615282,28.3313615870743,262.362932995078,153.409989025099,65.476365696327,38.2856237663166
"131","IIS-BMP2","I3",2018-10-03,"08.07",20,1002.27,"740.22",106,740.11,"Measured after I3. Wrong order, id correct",82,2018-10-03 08:07:00,5.69,0.583661968706108,95.4114501547512,55.7893958342955,357.774383149829,209.199384859394,48.4322082003813,28.319490271216
"132","IIS-BMP2","I3",2018-10-05,"11.09",20.1,1009.23,"740.11",102,740.01,NA,97,2018-10-05 11:09:00,7.82,0.583661968706108,92.4186002563322,54.0394036961956,450.192983406161,263.23878855559,43.3890142048508,25.3706120639416
"133","IIS-BMP2","I3",2018-10-06,"21.20",20.4,1001.38,"740.01",70,739.95,NA,111,2018-10-06 21:20:00,9.24,0.583661968706108,62.8267499525783,36.7363289877861,513.01973335874,299.975117543376,44.2441901074495,25.8706542167508
"134","IIS-BMP2","I3",2018-10-08,"11.43",20.4,1007.72,"739.93",56,739.87,NA,116,2018-10-08 11:43:00,10.8,0.583661968706108,50.5874113721795,29.5796899921065,563.607144730919,329.554807535482,32.4278278026792,18.9613397385298
"135","IIS-BMP2","I3",2018-10-11,"12.22",20.5,1009.19,"739.87",86,739.78,NA,136,2018-10-11 12:22:00,13.9,0.583661968706108,77.7656499342911,45.4714672029265,641.37279466521,375.026274738409,25.0856935271907,14.6682152267505
"136","IIS-BMP2","I3",2018-10-15,"21.22",20.1,1006.09,"739.76",105,739.65,NA,147,2018-10-15 21:22:00,18.2,0.583661968706108,94.8337408222981,55.4515951345564,736.206535487508,430.477869872965,22.054358330767,12.8957197987341
"137","IIS-BMP2","I3",2018-10-19,"10.48",20.5,1017.29,"739.67",86,739.58,NA,161,2018-10-19 10:48:00,21.8,0.583661968706108,78.4050766424657,45.8453555535543,814.611612129974,476.32322542652,21.7791879562405,12.7348209870984
"138","IIS-BMP2","I3",2018-10-25,"14.08",20.6,997.15,"739.51",56,739.44,NA,175,2018-10-25 14:08:00,27.9,0.583661968706108,49.9944791776748,29.2329881146226,864.606091307649,505.556213541142,8.19581625863522,4.79229313354468
"139","IIS-BMP2","I3",2018-10-29,"09.46",20,1010.42,"739.42",56,739.36,NA,189,2018-10-29 09:46:00,31.8,0.583661968706108,50.8257061509684,29.719026745898,915.431797458617,535.27524028704,13.0322323464022,7.62026326817897
"140","IIS-BMP2","I3",2018-11-16,"14.07",21.5,1000,"739.32",146.26,739.16,"Ambient pressure not measured.",203,2018-11-16 14:07:00,49.9,0.583661968706108,130.372234770418,76.231817036756,1045.80403222904,611.507057323796,7.20288589891813,4.2117025987158
"141","IIS-BMP2","I3",2018-12-17,"11.38",21.4,1010.47,"739.11",210,738.92,NA,220,2018-12-17 11:38:00,80.8,0.583661968706108,189.294155251411,110.684897245676,1235.09818748045,722.191954569472,6.12602444179322,3.58203550956879
"142",NA,"I4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,NA,NA
"143","IIS-BMP2","I4",2018-09-28,"09.00",20.3,1011.22,"723.76",79,723.68,"Difficult to mix. Sludge level near shoulder of bottle.",30,2018-09-28 09:00:00,0.726,0.586470181151644,71.6534239873315,42.0985674496454,71.6534239873315,42.0985674496454,98.6961762910902,57.9870075063986
"144","IIS-BMP2","I4",2018-09-29,"06.05",19,1000,"723.67",62,723.6,"Pressure not measured.",35,2018-09-29 06:05:00,1.6,0.586470181151644,55.948723271026,32.8715777875914,127.602147258358,74.9701452372368,64.0145575183364,37.6105009011343
"145","IIS-BMP2","I4",2018-09-30,"15.02",20.3,1002.34,"723.62",91,723.52,"Easy to mix. No floating layer.",58,2018-09-30 15:02:00,2.98,0.586470181151644,81.795224842559,48.0571841298498,209.397372100917,123.027329367087,59.2719020598254,34.8240464709056
"146","IIS-BMP2","I4",2018-10-01,"08.50",20.3,1000.62,"723.53",50,723.48,NA,63,2018-10-01 08:50:00,3.72,0.586470181151644,44.8634357548907,26.3586339779663,254.260807855807,149.385963345053,60.6262645336361,35.6197756459004
"147","IIS-BMP2","I4",2018-10-03,"08.07",20,1002.27,"723.47",102,723.36,NA,84,2018-10-03 08:07:00,5.69,0.586470181151644,91.8110180734398,53.9417674955586,346.071825929247,203.327730840612,46.6045777022537,27.3816078657658
"148","IIS-BMP2","I4",2018-10-05,"11.09",20.1,1009.23,"723.36",97,723.27,NA,98,2018-10-05 11:09:00,7.82,0.586470181151644,87.8882767143551,51.6370375538027,433.960102643602,254.964768394414,41.2621017438287,24.2427406355881
"149","IIS-BMP2","I4",2018-10-06,"21.20",20.4,1001.38,"723.27",64,723.2,NA,112,2018-10-06 21:20:00,9.24,0.586470181151644,57.441599956643,33.748688277867,491.401702600245,288.713456672281,40.4518309553824,23.7666818858218
"150","IIS-BMP2","I4",2018-10-08,"11.43",20.4,1007.72,"723.19",53,723.14,NA,117,2018-10-08 11:43:00,10.8,0.586470181151644,47.8773714772413,28.1294129475617,539.279074077486,316.842869619843,30.6906227418213,18.0316749663857
"151","IIS-BMP2","I4",2018-10-11,"12.23",20.5,1009.19,"723.14",79,723.06,NA,137,2018-10-11 12:23:00,13.9,0.586470181151644,71.4358877303372,41.9707582776868,610.714961807824,358.81362789753,23.0438347517217,13.5389542831248
"152","IIS-BMP2","I4",2018-10-15,"21.22",20.1,1006.09,"723.02",101,722.92,NA,148,2018-10-15 21:22:00,18.2,0.586470181151644,91.2210268862106,53.5951297159788,701.935988694034,412.408757613508,21.2141922991187,12.4639836548788
"153","IIS-BMP2","I4",2018-10-19,"10.48",20.5,1017.29,"722.94",79,722.85,NA,162,2018-10-19 10:48:00,21.8,0.586470181151644,72.023268078544,42.3158621098771,773.959256772578,454.724619723386,20.0064633551511,11.7544061416325
"154","IIS-BMP2","I4",2018-10-25,"14.08",20.6,997.15,"722.79",51,722.74,NA,176,2018-10-25 14:08:00,27.9,0.586470181151644,45.5306863939538,26.7506640369818,819.489943166532,481.475283760367,7.4640469498285,4.38535476016096
"155","IIS-BMP2","I4",2018-10-29,"09.46",20,1010.42,"722.73",55,722.68,NA,190,2018-10-29 09:46:00,31.8,0.586470181151644,49.9181042554154,29.3284055668657,869.408047421948,510.803689327233,12.799513911645,7.52010399150401
"156","IIS-BMP2","I4",2018-11-16,"14.07",21.5,1000,"722.62",160,722.46,"Ambient pressure not measured.",204,2018-11-16 14:07:00,49.9,0.586470181151644,142.619701649575,83.7934155191872,1012.02774907152,594.59710484642,7.87954152760086,4.62947047067332
"157","IIS-BMP2","I4",2018-12-17,"11.38",21.4,1010.47,"722.4",204,722.22,NA,221,2018-12-17 11:38:00,80.8,0.586470181151644,183.885750815656,108.038475385493,1195.91349988718,702.635580231913,5.9509951720277,3.49639078917452
"158",NA,"L1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,NA,NA
"159","IIS-BMP2","L1",2018-09-28,"09.00",20.3,1011.22,"467.75",62,467.68,NA,24,2018-09-28 09:00:00,0.726,0.501056573649254,56.2343327495513,28.2380657037298,56.2343327495513,28.2380657037298,77.4577586081974,38.895407305413
"160","IIS-BMP2","L1",2018-09-29,"06.05",19,1000,"467.66",57.5,467.6,"Pressure not measured.",36,2018-09-29 06:05:00,1.6,0.501056573649254,51.8879288400645,26.0555193273435,108.122261589616,54.2935850310733,59.368339633941,29.8118070106905
"161","IIS-BMP2","L1",2018-09-30,"15.02",20.3,1002.34,"467.62",347,467.19,NA,52,2018-09-30 15:02:00,2.98,0.501056573649254,311.900472751296,156.620797508187,420.022734340912,210.914382539261,226.014835327026,113.493331527672
"162","IIS-BMP2","L1",2018-10-01,"08.50",20.3,1000.62,"467.2",349,466.77,NA,64,2018-10-01 08:50:00,3.72,0.501056573649254,313.146781569137,157.246631381634,733.169515910049,368.161013920895,423.17132644478,212.495447813019
"163","IIS-BMP2","L1",2018-10-02,"09.45",20.3,1000,NA,326,466.4,"Forgot to measure initial mass. Pressure not measured.",74,2018-10-02 09:45:00,4.76,0.501056573649254,292.323943379122,146.790444845794,1025.49345928917,514.951458766689,281.080714787618,141.144658505572
"164","IIS-BMP2","L1",2018-10-03,"08.07",20,1002.27,"466.39",147,466.21,NA,78,2018-10-03 08:07:00,5.69,0.501056573649254,132.315878988193,66.4424080775665,1157.80933827736,581.393866844255,142.275138696981,71.4434495457704
"165","IIS-BMP2","L1",2018-10-05,"11.09",20.1,1009.23,"466.2",145,466.03,NA,92,2018-10-05 11:09:00,7.82,0.501056573649254,131.379382717335,65.9721465498704,1289.1887209947,647.366013394126,61.6804613696409,30.9728387558077
"166","IIS-BMP2","L1",2018-10-08,"11.43",20.4,1007.72,"466.02",91,465.91,NA,118,2018-10-08 11:43:00,10.8,0.501056573649254,82.2045434797917,41.2790049499786,1371.39326447449,688.645018344104,27.5854172750979,13.8520150838854
"167","IIS-BMP2","L1",2018-10-11,"12.24",20.5,1009.19,"465.91",60,465.85,NA,138,2018-10-11 12:24:00,13.9,0.501056573649254,54.2551046053194,27.2441964490095,1425.64836907981,715.889214793114,17.5016466468772,8.78845046742242
"168","IIS-BMP2","L1",2018-10-15,"21.22",20.1,1006.09,"465.83",52,465.78,NA,142,2018-10-15 21:22:00,18.2,0.501056573649254,46.9652811691381,23.5836121921239,1472.61365024895,739.472826985238,10.9221584114275,5.48456097491253
"169","IIS-BMP2","L1",2018-10-19,"10.48",20.5,1017.29,"465.78",32,465.74,NA,156,2018-10-19 10:48:00,21.8,0.501056573649254,29.1739820064988,14.6497127370204,1501.78763225545,754.122539722258,8.10388389069412,4.06936464917234
"170","IIS-BMP2","L1",2018-10-25,"14.08",20.6,997.15,"465.7",26,465.67,NA,170,2018-10-25 14:08:00,27.9,0.501056573649254,23.211722475349,11.6557645891313,1524.9993547308,765.77830431139,3.80520040579492,1.91078108018546
"171","IIS-BMP2","L1",2018-10-29,"09.46",20,1010.42,"465.65",24,465.63,NA,184,2018-10-29 09:46:00,31.8,0.501056573649254,21.7824454932722,10.9380532666113,1546.78180022407,776.716357578001,5.58524243417235,2.80462904272083
"172","IIS-BMP2","L1",2018-11-16,"14.07",21.5,1000,"465.58",71,465.51,"Ambient pressure not measured.",198,2018-11-16 14:07:00,49.9,0.501056573649254,63.2874926069991,31.7798093634359,1610.06929283107,808.496166941437,3.49654655287288,1.75579057256552
"173","IIS-BMP2","L1",2018-12-17,"11.38",21.4,1010.47,"465.68",92,465.37,NA,222,2018-12-17 11:38:00,80.8,0.501056573649254,82.9288680149037,41.6427244574975,1692.99816084597,850.138891398934,2.68378213640465,1.34766098567953
"174",NA,"L2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,NA,NA
"175","IIS-BMP2","L2",2018-09-28,"09.00",20.3,1011.22,"468.51",61,468.43,NA,25,2018-09-28 09:00:00,0.726,0.520028407198509,55.327327382623,28.8321720736931,55.327327382623,28.8321720736931,76.2084399209684,39.7137356386957
"176","IIS-BMP2","L2",2018-09-29,"06.05",19,1000,"468.42",57,468.36,"Pressure not measured.",37,2018-09-29 06:05:00,1.6,0.520028407198509,51.4367294588465,26.8047040192158,106.76405684147,55.6368760929089,58.8520932023415,30.6689977336565
"177","IIS-BMP2","L2",2018-09-30,"15.02",20.3,1002.34,"468.36",352,467.95,NA,53,2018-09-30 15:02:00,2.98,0.520028407198509,316.394715874514,164.879587047726,423.158772715983,220.516463140635,229.271533242401,119.477961628787
"178","IIS-BMP2","L2",2018-10-01,"08.50",20.3,1000.62,"467.96",351,467.53,NA,65,2018-10-01 08:50:00,3.72,0.520028407198509,314.941318999333,164.122192993486,738.100091715316,384.638656134121,425.596377026125,221.786747288494
"179","IIS-BMP2","L2",2018-10-02,"09.45",20.3,1000,"467.52",362,467.11,"Pressure not measured.",75,2018-10-02 09:45:00,4.76,0.520028407198509,324.60511504062,169.158189553027,1062.70520675594,553.796845687147,312.120302923674,162.652105339449
"180","IIS-BMP2","L2",2018-10-03,"08.07",20,1002.27,"467.09",146,466.93,NA,79,2018-10-03 08:07:00,5.69,0.520028407198509,131.415770967865,68.4833752322646,1194.1209777238,622.280220919412,141.307280610607,73.6380378841554
"181","IIS-BMP2","L2",2018-10-05,"11.09",20.1,1009.23,"466.92",150,466.75,NA,93,2018-10-05 11:09:00,7.82,0.520028407198509,135.909706259312,70.8252544037451,1330.03068398311,693.105475323157,63.8073738306629,33.2512931472982
"182","IIS-BMP2","L2",2018-10-08,"11.43",20.4,1007.72,"46674",90,466.63,NA,119,2018-10-08 11:43:00,10.8,0.520028407198509,81.3011968481456,42.36767268934,1411.33188083126,735.473148012497,27.2822808215254,14.2173398286376
"183","IIS-BMP2","L2",2018-10-11,"12.25",20.5,1009.19,"466.63",59,466.56,NA,139,2018-10-11 12:25:00,13.9,0.520028407198509,53.3508528618974,27.802191841922,1464.68273369316,763.275339854419,17.2099525360959,8.96844898126515
"184","IIS-BMP2","L2",2018-10-15,"21.22",20.1,1006.09,"466.57",55,466.49,NA,143,2018-10-15 21:22:00,18.2,0.520028407198509,49.6748166212038,25.886536153227,1514.35755031436,789.161876007646,11.5522829351637,6.02012468679698
"185","IIS-BMP2","L2",2018-10-19,"10.48",20.5,1017.29,"466.49",33,466.44,NA,157,2018-10-19 10:48:00,21.8,0.520028407198509,30.0856689442019,15.6782412053367,1544.44321925856,804.840117212983,8.35713026227831,4.35506700148242
"186","IIS-BMP2","L2",2018-10-25,"14.08",20.6,997.15,"466.41",21,466.4,NA,171,2018-10-25 14:08:00,27.9,0.520028407198509,18.7479296916281,9.7699195039067,1563.19114895019,814.610036716889,3.07343109698821,1.60162614818143
"187","IIS-BMP2","L2",2018-10-29,"09.46",20,1010.42,"466.38",26,466.34,NA,185,2018-10-29 09:46:00,31.8,0.520028407198509,23.5976492843782,12.2972049597961,1586.78879823457,826.907241676685,6.05067930368672,3.15312947687079
"188","IIS-BMP2","L2",2018-11-16,"14.07",21.5,1000,"466.31",66,466.25,"Ambient pressure not measured.",199,2018-11-16 14:07:00,49.9,0.520028407198509,58.8306269304499,30.6578112318997,1645.61942516502,857.565052908585,3.25031088013535,1.69380172551932
"189","IIS-BMP2","L2",2018-12-17,"11.38",21.4,1010.47,"466.2",91,466.1,NA,223,2018-12-17 11:38:00,80.8,0.520028407198509,82.0274672756112,42.7461466718606,1727.64689244063,900.311199580446,2.65461059144373,1.38337044245504
"190",NA,"L3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,NA,NA
"191","IIS-BMP2","L3",2018-09-28,"09.00",20.3,1011.22,"470.55",61,470.48,NA,26,2018-09-28 09:00:00,0.726,0.512475211030093,55.327327382623,28.4143353131662,55.327327382623,28.4143353131662,76.2084399209684,39.1382029106972
"192","IIS-BMP2","L3",2018-09-29,"06.05",19,1000,"470.48",60,470.39,"Pressure not measured.",38,2018-09-29 06:05:00,1.6,0.512475211030093,54.1439257461542,27.806578305924,109.471253128777,56.2209136190902,61.9495717919385,31.815306986183
"193","IIS-BMP2","L3",2018-09-30,"15.02",20.3,1002.34,"470.4",382,469.96,NA,54,2018-09-30 15:02:00,2.98,0.512475211030093,343.360174613819,176.338738851293,452.831427742596,232.559652470383,248.811720734651,127.781694819777
"194","IIS-BMP2","L3",2018-10-01,"08.50",20.3,1000.62,"469.95",342,469.54,NA,66,2018-10-01 08:50:00,3.72,0.512475211030093,306.865900563452,157.596453819043,759.697328306049,390.156106289426,414.683649410071,212.968180836545
"195","IIS-BMP2","L3",2018-10-02,"09.45",20.3,1000,"469.55",337,469.17,"Pressure not measured.",76,2018-10-02 09:45:00,4.76,0.512475211030093,302.187634720136,155.193846994448,1061.88496302618,545.349953283874,290.565033384746,149.224852879277
"196","IIS-BMP2","L3",2018-10-03,"08.07",20,1002.27,"469.15",147,468.97,NA,80,2018-10-03 08:07:00,5.69,0.512475211030093,132.315878988193,67.9531784867607,1194.20084201438,613.303131770635,142.275138696981,73.0679338567319
"197","IIS-BMP2","L3",2018-10-05,"11.09",20.1,1009.23,"468.97",144,468.8,NA,94,2018-10-05 11:09:00,7.82,0.512475211030093,130.47331800894,67.0068984480127,1324.67416002332,680.310030218648,61.2550788774364,31.4586377690201
"198","IIS-BMP2","L3",2018-10-08,"11.43",20.4,1007.72,"468.78",88,468.68,NA,120,2018-10-08 11:43:00,10.8,0.512475211030093,79.4945035848535,40.8258194868662,1404.16866360817,721.135849705514,26.6760079143804,13.6999394251229
"199","IIS-BMP2","L3",2018-10-11,"12.26",20.5,1009.19,"468.68",59,468.6,NA,140,2018-10-11 12:26:00,13.9,0.512475211030093,53.3508528618974,27.3992815878806,1457.51951647007,748.535131293394,17.2099525360959,8.83847793157438
"200","IIS-BMP2","L3",2018-10-15,"21.22",20.1,1006.09,"468.59",55,468.54,NA,144,2018-10-15 21:22:00,18.2,0.512475211030093,49.6748166212038,25.5113876427408,1507.19433309127,774.046518936135,11.5522829351637,5.93288084714903
"201","IIS-BMP2","L3",2018-10-19,"10.48",20.5,1017.29,"468.54",40,468.49,NA,158,2018-10-19 10:48:00,21.8,0.512475211030093,36.4674775081236,18.728523190271,1543.66181059939,792.775042126406,10.1298548633677,5.20236755285304
"202","IIS-BMP2","L3",2018-10-25,"14.08",20.6,997.15,"468.45",22,468.43,NA,172,2018-10-25 14:08:00,27.9,0.512475211030093,19.6406882483722,10.0868255900228,1563.30249884777,802.861867716429,3.21978495874955,1.65357796557751
"203","IIS-BMP2","L3",2018-10-29,"09.46",20,1010.42,"468.4",26,468.38,NA,186,2018-10-29 09:46:00,31.8,0.512475211030093,23.5976492843782,12.1189934719205,1586.90014813215,814.98086118835,6.05067930368672,3.10743422356937
"204","IIS-BMP2","L3",2018-11-16,"14.07",21.5,1000,"468.33",68,468.25,"Ambient pressure not measured.",200,2018-11-16 14:07:00,49.9,0.512475211030093,60.6133732010696,31.1290783790544,1647.51352133321,846.109939567404,3.34880514923036,1.71983858447814
"205","IIS-BMP2","L3",2018-12-17,"11.38",21.4,1010.47,"468.22",90,468.13,NA,224,2018-12-17 11:38:00,80.8,0.512475211030093,81.1260665363188,41.6637377269227,1728.63958786953,887.773677294327,2.62543904648281,1.34834102676125
