"method","elapsed.time","id","exper","descrip","descrip1","substrate","tare","m.inoc","m.sub","m.tot1","m.tot2","m.tot","m.tot.sd","m.gained","c.sub.vs","c.inoc.vs","m.sub.vs","m.inoc.vs","ISR","vol.tot","vol.hs","notes.setup","cvCH4","vol.mi.mn","vol.mi.se","n","rsd.inoc","cvCH4.tot","cvCH4.inoc","fv.inoc","se.inoc","cvCH4.se","leak.l"
"gd07",31.75764,"C3","IIS-BMP2","FIC","Substrate C","SC",321.78,142.2,2.18,468.3,468.3,468.3,0,2.14000000000004,802.16,22.3,1.7487088,3.17106,1.81337224356622,520,375.62,NA,484.626059712123,1.44990160962826,0.0127015846611754,4,1.75206159877731,602.527913290683,117.901853578559,0.195678658163143,1.0328565503983,0,FALSE
"gd07",31.75764,"D1","IIS-BMP2","LBD","Substrate D","SD",322.24,143.09,3.79,471.15,471.15,471.15,0,2.02999999999992,861.15,22.3,3.2637585,3.190907,0.977678648711294,520,373.12,"D bottles received tool much inoculum (SDH mistake) so I doubled substrate mass. Noticed mistake after flushing so had to open, add substrate, and flush again.",307.795205468613,1.44990160962826,0.0127015846611754,4,1.75206159877731,371.361925041065,63.5667195724522,0.17117188189237,0.556864041615699,0,FALSE
"gd07",31.75764,"D2","IIS-BMP2","LBD","Substrate D","SD",323.34,142.92,3.78,472.1,472.1,472.1,0,2.06000000000006,861.15,22.3,3.255147,3.187116,0.979100483019661,520,373.3,"D bottles received tool much inoculum (SDH mistake) so I doubled substrate mass. Noticed mistake after flushing so had to open, add substrate, and flush again.",325.697433070335,1.44990160962826,0.0127015846611754,4,1.75206159877731,389.356597479214,63.6591644088794,0.163498358114448,0.557673886855245,0,FALSE
"gd07",31.75764,"D3","IIS-BMP2","LBD","Substrate D","SD",321.89,144.13,3.78,472.51,472.51,472.51,0,2.71000000000004,861.15,22.3,3.255147,3.214099,0.987389816803972,520,372.09,"D bottles received tool much inoculum (SDH mistake) so I doubled substrate mass. Noticed mistake after flushing so had to open, add substrate, and flush again.",321.981058435906,1.44990160962826,0.0127015846611754,4,1.75206159877731,386.179178826697,64.1981203907905,0.166239206851699,0.562395307251935,0,FALSE
"gd08",31.75764,"L1","IIS-BMP2","Cellulose","Cellulose","CEL",321.75,142.37,1.6,467.77,467.75,467.76,14.1421356237181,2.03999999999996,989.19,22.3,1.582704,3.174851,2.00596637147565,520,376.03,NA,379.712091572021,1.31745379259435,0.0122741006471408,4,1.8633064349028,498.221867532439,118.509775960418,0.237865464531627,1.10410014072968,0,FALSE
"gd08",31.75764,"L2","IIS-BMP2","Cellulose","Cellulose","CEL",322.04,142.8,1.62,468.51,468.5,468.505,7.07106781185904,2.04499999999996,989.19,22.3,1.6024878,3.18444,1.98718517545032,520,375.58,NA,397.00886837492,1.31745379259435,0.0122741006471408,4,1.8633064349028,514.409076715023,117.400208340103,0.22822343861001,1.09376281829522,0,FALSE
"gd08",31.75764,"L3","IIS-BMP2","Cellulose","Cellulose","CEL",321.59,145.19,1.64,470.55,470.55,470.55,0,2.13000000000005,989.19,22.3,1.6222716,3.237737,1.99580452496364,520,373.17,NA,387.878180108625,1.31745379259435,0.0122741006471408,4,1.8633064349028,505.787607942271,117.909427833646,0.233120436290136,1.0985069780907,0,FALSE
"gd08",31.75764,"C1","IIS-BMP2","FIC","Substrate C","SC",322.03,142.25,2.12,468.51,468.52,468.515,7.07106781185904,2.11500000000001,802.16,22.3,1.7005792,3.172175,1.86534975848229,520,375.63,NA,498.205389252336,1.31745379259435,0.0122741006471408,4,1.8633064349028,608.407726195271,110.202336942935,0.181132375869213,1.02670361783549,0,FALSE
"gd08",31.75764,"C2","IIS-BMP2","FIC","Substrate C","SC",321.69,146.13,2.14,471.9,471.9,471.9,0,1.94,802.16,22.3,1.7166224,3.258699,1.89832021299501,520,371.73,NA,487.837453585744,1.31745379259435,0.0122741006471408,4,1.8633064349028,599.987640319771,112.150186734027,0.186920828359489,1.04485082308531,0,FALSE
"gd08",31.75764,"C3","IIS-BMP2","FIC","Substrate C","SC",321.78,142.2,2.18,468.3,468.3,468.3,0,2.14000000000004,802.16,22.3,1.7487088,3.17106,1.81337224356622,520,375.62,NA,482.393840857637,1.31745379259435,0.0122741006471408,4,1.8633064349028,589.525416627666,107.131575770029,0.181725117778411,0.998094772567863,0,FALSE
"gd08",31.75764,"D1","IIS-BMP2","LBD","Substrate D","SD",322.24,143.09,3.79,471.15,471.15,471.15,0,2.02999999999992,861.15,22.3,3.2637585,3.190907,0.977678648711294,520,373.12,"D bottles received tool much inoculum (SDH mistake) so I doubled substrate mass. Noticed mistake after flushing so had to open, add substrate, and flush again.",302.061439403072,1.31745379259435,0.0122741006471408,4,1.8633064349028,359.821369613081,57.7599302100097,0.160523901824173,0.538122248199239,0,FALSE
"gd08",31.75764,"D2","IIS-BMP2","LBD","Substrate D","SD",323.34,142.92,3.78,472.1,472.1,472.1,0,2.06000000000006,861.15,22.3,3.255147,3.187116,0.979100483019661,520,373.3,"D bottles received tool much inoculum (SDH mistake) so I doubled substrate mass. Noticed mistake after flushing so had to open, add substrate, and flush again.",311.377527175165,1.31745379259435,0.0122741006471408,4,1.8633064349028,369.221457430107,57.8439302549424,0.156664595436987,0.538904837320515,0,FALSE
"gd08",31.75764,"D3","IIS-BMP2","LBD","Substrate D","SD",321.89,144.13,3.78,472.51,472.51,472.51,0,2.71000000000004,861.15,22.3,3.255147,3.214099,0.987389816803972,520,372.09,"D bottles received tool much inoculum (SDH mistake) so I doubled substrate mass. Noticed mistake after flushing so had to open, add substrate, and flush again.",313.776025771977,1.31745379259435,0.0122741006471408,4,1.8633064349028,372.10967863823,58.3336528662528,0.156764675081095,0.543467353785375,0,FALSE
"gd09",31.75764,"L1","IIS-BMP2","Cellulose","Cellulose","CEL",321.75,142.37,1.6,467.77,467.75,467.76,14.1421356237181,2.03999999999996,989.19,22.3,1.582704,3.174851,2.00596637147565,520,376.03,NA,366.512248393053,1.30379208205343,0.0345263900404606,4,5.29630307097471,483.793103639484,117.280855246431,0.24241944410565,3.10577476904107,0,FALSE
"gd09",31.75764,"L2","IIS-BMP2","Cellulose","Cellulose","CEL",322.04,142.8,1.62,468.51,468.5,468.505,7.07106781185904,2.04499999999996,989.19,22.3,1.6024878,3.18444,1.98718517545032,520,375.58,NA,386.774640203521,1.30379208205343,0.0345263900404606,4,5.29630307097471,502.957433805588,116.182793602067,0.230999257179636,3.07669643274524,0,FALSE
"gd09",31.75764,"L3","IIS-BMP2","Cellulose","Cellulose","CEL",321.59,145.19,1.64,470.55,470.55,470.55,0,2.13000000000005,989.19,22.3,1.6222716,3.237737,1.99580452496364,520,373.17,NA,363.326629402317,1.30379208205343,0.0345263900404606,4,5.29630307097471,480.013362002049,116.686732599731,0.243090592547366,3.09004150104981,0,FALSE
"gd09",31.75764,"C1","IIS-BMP2","FIC","Substrate C","SC",322.03,142.25,2.12,468.51,468.52,468.515,7.07106781185904,2.11500000000001,802.16,22.3,1.7005792,3.172175,1.86534975848229,520,375.63,NA,480.61383599863,1.30379208205343,0.0345263900404606,4,5.29630307097471,589.673398571253,109.059562572623,0.184949096969387,2.88806248086271,0,FALSE
"gd09",31.75764,"C2","IIS-BMP2","FIC","Substrate C","SC",321.69,146.13,2.14,471.9,471.9,471.9,0,1.94,802.16,22.3,1.7166224,3.258699,1.89832021299501,520,371.73,NA,470.842703423876,1.30379208205343,0.0345263900404606,4,5.29630307097471,581.829917007055,110.987213583178,0.190755425836641,2.93910960069757,0,FALSE
"gd09",31.75764,"C3","IIS-BMP2","FIC","Substrate C","SC",321.78,142.2,2.18,468.3,468.3,468.3,0,2.14000000000004,802.16,22.3,1.7487088,3.17106,1.81337224356622,520,375.62,NA,467.559209102414,1.30379208205343,0.0345263900404606,4,5.29630307097471,573.579853630535,106.020644528122,0.184840251722672,2.80758732600505,0,FALSE
"gd09",31.75764,"D1","IIS-BMP2","LBD","Substrate D","SD",322.24,143.09,3.79,471.15,471.15,471.15,0,2.02999999999992,861.15,22.3,3.2637585,3.190907,0.977678648711294,520,373.12,"D bottles received tool much inoculum (SDH mistake) so I doubled substrate mass. Noticed mistake after flushing so had to open, add substrate, and flush again.",300.82206483371,1.30379208205343,0.0345263900404606,4,5.29630307097471,357.983037075077,57.1609722413671,0.159675086027552,1.51370916410926,0,FALSE
"gd09",31.75764,"D2","IIS-BMP2","LBD","Substrate D","SD",323.34,142.92,3.78,472.1,472.1,472.1,0,2.06000000000006,861.15,22.3,3.255147,3.187116,0.979100483019661,520,373.3,"D bottles received tool much inoculum (SDH mistake) so I doubled substrate mass. Noticed mistake after flushing so had to open, add substrate, and flush again.",309.715492079652,1.30379208205343,0.0345263900404606,4,5.29630307097471,366.959593303676,57.2441012240236,0.155995652569441,1.51591054553992,0,FALSE
"gd09",31.75764,"D3","IIS-BMP2","LBD","Substrate D","SD",321.89,144.13,3.78,472.51,472.51,472.51,0,2.71000000000004,861.15,22.3,3.255147,3.214099,0.987389816803972,520,372.09,"D bottles received tool much inoculum (SDH mistake) so I doubled substrate mass. Noticed mistake after flushing so had to open, add substrate, and flush again.",304.84143264749,1.30379208205343,0.0345263900404606,4,5.29630307097471,362.570178165392,57.7287455179018,0.159220887415533,1.5287446608499,0,FALSE
"gd10",31.75764,"L1","IIS-BMP2","Cellulose","Cellulose","CEL",321.75,142.37,1.6,467.77,467.75,467.76,14.1421356237181,2.03999999999996,989.19,22.3,1.582704,3.174851,2.00596637147565,520,376.03,NA,408.520457687776,1.44523401345838,0.0379799538184603,4,5.25588983718644,538.524530777924,130.004073090148,0.241407894459981,3.41643543273676,0,FALSE
"gd10",31.75764,"L2","IIS-BMP2","Cellulose","Cellulose","CEL",322.04,142.8,1.62,468.51,468.5,468.505,7.07106781185904,2.04499999999996,989.19,22.3,1.6024878,3.18444,1.98718517545032,520,375.58,NA,402.270220241541,1.44523401345838,0.0379799538184603,4,5.25588983718644,531.05710842993,128.786888188388,0.242510430882183,3.38444848396109,0,FALSE
"gd10",31.75764,"L3","IIS-BMP2","Cellulose","Cellulose","CEL",321.59,145.19,1.64,470.55,470.55,470.55,0,2.13000000000005,989.19,22.3,1.6222716,3.237737,1.99580452496364,520,373.17,NA,415.761782374807,1.44523401345838,0.0379799538184603,4,5.25588983718644,545.107279401336,129.345497026529,0.237284479430512,3.39912841653781,0,FALSE
"gd10",31.75764,"C1","IIS-BMP2","FIC","Substrate C","SC",322.03,142.25,2.12,468.51,468.52,468.515,7.07106781185904,2.11500000000001,802.16,22.3,1.7005792,3.172175,1.86534975848229,520,375.63,NA,536.747519396829,1.44523401345838,0.0379799538184603,4,5.25588983718644,657.638412578667,120.890893181837,0.183825778527462,3.17694608441405,0,FALSE
"gd10",31.75764,"C2","IIS-BMP2","FIC","Substrate C","SC",321.69,146.13,2.14,471.9,471.9,471.9,0,1.94,802.16,22.3,1.7166224,3.258699,1.89832021299501,520,371.73,NA,537.342605687769,1.44523401345838,0.0379799538184603,4,5.25588983718644,660.370271170098,123.027665482329,0.18630103572703,3.23309928350673,0,FALSE
"gd10",31.75764,"C3","IIS-BMP2","FIC","Substrate C","SC",321.78,142.2,2.18,468.3,468.3,468.3,0,2.14000000000004,802.16,22.3,1.7487088,3.17106,1.81337224356622,520,375.62,NA,517.59903612731,1.44523401345838,0.0379799538184603,4,5.25588983718644,635.121334130146,117.522298002836,0.185039128253805,3.08842125857951,0,FALSE
"gd10",31.75764,"D1","IIS-BMP2","LBD","Substrate D","SD",322.24,143.09,3.79,471.15,471.15,471.15,0,2.02999999999992,861.15,22.3,3.2637585,3.190907,0.977678648711294,520,373.12,"D bottles received tool much inoculum (SDH mistake) so I doubled substrate mass. Noticed mistake after flushing so had to open, add substrate, and flush again.",320.889397994341,1.44523401345838,0.0379799538184603,4,5.25588983718644,384.251480386699,63.3620823923582,0.164897432089507,1.66512062454483,0,FALSE
"gd10",31.75764,"D2","IIS-BMP2","LBD","Substrate D","SD",323.34,142.92,3.78,472.1,472.1,472.1,0,2.06000000000006,861.15,22.3,3.255147,3.187116,0.979100483019661,520,373.3,"D bottles received tool much inoculum (SDH mistake) so I doubled substrate mass. Noticed mistake after flushing so had to open, add substrate, and flush again.",322.913546291787,1.44523401345838,0.0379799538184603,4,5.25588983718644,386.367775917507,63.4542296257194,0.164232717066103,1.66754220308157,0,FALSE
"gd10",31.75764,"D3","IIS-BMP2","LBD","Substrate D","SD",321.89,144.13,3.78,472.51,472.51,472.51,0,2.71000000000004,861.15,22.3,3.255147,3.214099,0.987389816803972,520,372.09,"D bottles received tool much inoculum (SDH mistake) so I doubled substrate mass. Noticed mistake after flushing so had to open, add substrate, and flush again.",332.612969060472,1.44523401345838,0.0379799538184603,4,5.25588983718644,396.604419633905,63.9914505734322,0.161348304268775,1.6816600736786,0,FALSE
"gd11",31.75764,"L1","IIS-BMP2","Cellulose","Cellulose","CEL",321.75,142.37,1.6,467.77,467.75,467.76,14.1421356237181,2.03999999999996,989.19,22.3,1.582704,3.174851,2.00596637147565,520,376.03,NA,408.520457687776,1.44523401345838,0.0379799538184603,4,5.25588983718644,538.524530777924,130.004073090148,0.241407894459981,3.41643543273676,0,FALSE
"gd11",31.75764,"L2","IIS-BMP2","Cellulose","Cellulose","CEL",322.04,142.8,1.62,468.51,468.5,468.505,7.07106781185904,2.04499999999996,989.19,22.3,1.6024878,3.18444,1.98718517545032,520,375.58,NA,412.988194015919,1.44523401345838,0.0379799538184603,4,5.25588983718644,541.775082204307,128.786888188388,0.237712830321388,3.38444848396108,0,FALSE
"gd11",31.75764,"L3","IIS-BMP2","Cellulose","Cellulose","CEL",321.59,145.19,1.64,470.55,470.55,470.55,0,2.13000000000005,989.19,22.3,1.6222716,3.237737,1.99580452496364,520,373.17,NA,415.761782374807,1.44523401345838,0.0379799538184603,4,5.25588983718644,545.107279401336,129.345497026529,0.237284479430512,3.39912841653781,0,FALSE
"gd11",31.75764,"C1","IIS-BMP2","FIC","Substrate C","SC",322.03,142.25,2.12,468.51,468.52,468.515,7.07106781185904,2.11500000000001,802.16,22.3,1.7005792,3.172175,1.86534975848229,520,375.63,NA,536.747519396829,1.44523401345838,0.0379799538184603,4,5.25588983718644,657.638412578667,120.890893181837,0.183825778527462,3.17694608441405,0,FALSE
"gd11",31.75764,"C2","IIS-BMP2","FIC","Substrate C","SC",321.69,146.13,2.14,471.9,471.9,471.9,0,1.94,802.16,22.3,1.7166224,3.258699,1.89832021299501,520,371.73,NA,537.342605687769,1.44523401345838,0.0379799538184603,4,5.25588983718644,660.370271170098,123.027665482329,0.18630103572703,3.23309928350673,0,FALSE
"gd11",31.75764,"C3","IIS-BMP2","FIC","Substrate C","SC",321.78,142.2,2.18,468.3,468.3,468.3,0,2.14000000000004,802.16,22.3,1.7487088,3.17106,1.81337224356622,520,375.62,NA,517.59903612731,1.44523401345838,0.0379799538184603,4,5.25588983718644,635.121334130145,117.522298002836,0.185039128253805,3.0884212585795,0,FALSE
"gd11",31.75764,"D1","IIS-BMP2","LBD","Substrate D","SD",322.24,143.09,3.79,471.15,471.15,471.15,0,2.02999999999992,861.15,22.3,3.2637585,3.190907,0.977678648711294,520,373.12,"D bottles received tool much inoculum (SDH mistake) so I doubled substrate mass. Noticed mistake after flushing so had to open, add substrate, and flush again.",320.889397994341,1.44523401345838,0.0379799538184603,4,5.25588983718644,384.251480386699,63.3620823923582,0.164897432089507,1.66512062454483,0,FALSE
"gd11",31.75764,"D2","IIS-BMP2","LBD","Substrate D","SD",323.34,142.92,3.78,472.1,472.1,472.1,0,2.06000000000006,861.15,22.3,3.255147,3.187116,0.979100483019661,520,373.3,"D bottles received tool much inoculum (SDH mistake) so I doubled substrate mass. Noticed mistake after flushing so had to open, add substrate, and flush again.",322.913546291787,1.44523401345838,0.0379799538184603,4,5.25588983718644,386.367775917507,63.4542296257194,0.164232717066103,1.66754220308156,0,FALSE
"gd11",31.75764,"D3","IIS-BMP2","LBD","Substrate D","SD",321.89,144.13,3.78,472.51,472.51,472.51,0,2.71000000000004,861.15,22.3,3.255147,3.214099,0.987389816803972,520,372.09,"D bottles received tool much inoculum (SDH mistake) so I doubled substrate mass. Noticed mistake after flushing so had to open, add substrate, and flush again.",332.612969060472,1.44523401345838,0.0379799538184603,4,5.25588983718644,396.604419633905,63.9914505734322,0.161348304268775,1.6816600736786,0,FALSE
"gd12",31.75764,"L1","IIS-BMP2","Cellulose","Cellulose","CEL",321.75,142.37,1.6,467.77,467.75,467.76,14.1421356237181,2.03999999999996,989.19,22.3,1.582704,3.174851,2.00596637147565,520,376.03,NA,408.732044572607,1.52410943118652,0.0264649751076233,4,3.47284447771185,545.83124929947,137.099204726863,0.251175074535983,2.38062108017187,0,FALSE
"gd12",31.75764,"L2","IIS-BMP2","Cellulose","Cellulose","CEL",322.04,142.8,1.62,468.51,468.5,468.505,7.07106781185904,2.04499999999996,989.19,22.3,1.6024878,3.18444,1.98718517545032,520,375.58,NA,422.262491257041,1.52410943118652,0.0264649751076233,4,3.47284447771185,558.078081724211,135.81559046717,0.243363061397359,2.35833211670542,0,FALSE
"gd12",31.75764,"L3","IIS-BMP2","Cellulose","Cellulose","CEL",321.59,145.19,1.64,470.55,470.55,470.55,0,2.13000000000005,989.19,22.3,1.6222716,3.237737,1.99580452496364,520,373.17,NA,417.474734623617,1.52410943118652,0.0264649751076233,4,3.47284447771185,553.879420690964,136.404686067346,0.246271446404673,2.36856130371501,0,FALSE
"gd12",31.75764,"C1","IIS-BMP2","FIC","Substrate C","SC",322.03,142.25,2.12,468.51,468.52,468.515,7.07106781185904,2.11500000000001,802.16,22.3,1.7005792,3.172175,1.86534975848229,520,375.63,NA,529.210666594593,1.52410943118652,0.0264649751076233,4,3.47284447771185,656.699328449497,127.488661854904,0.194135514278523,2.21374147646838,0,FALSE
"gd12",31.75764,"C2","IIS-BMP2","FIC","Substrate C","SC",321.69,146.13,2.14,471.9,471.9,471.9,0,1.94,802.16,22.3,1.7166224,3.258699,1.89832021299501,520,371.73,NA,536.258751366775,1.52410943118652,0.0264649751076233,4,3.47284447771185,666.000802489542,129.742051122767,0.194807649837335,2.25286982884355,0,FALSE
"gd12",31.75764,"C3","IIS-BMP2","FIC","Substrate C","SC",321.78,142.2,2.18,468.3,468.3,468.3,0,2.14000000000004,802.16,22.3,1.7487088,3.17106,1.81337224356622,520,375.62,NA,505.341460172491,1.52410943118652,0.0264649751076233,4,3.47284447771185,629.277681637565,123.936221465074,0.19694997150154,2.15205611151727,0,FALSE
"gd12",31.75764,"D1","IIS-BMP2","LBD","Substrate D","SD",322.24,143.09,3.79,471.15,471.15,471.15,0,2.02999999999992,861.15,22.3,3.2637585,3.190907,0.977678648711294,520,373.12,"D bottles received tool much inoculum (SDH mistake) so I doubled substrate mass. Noticed mistake after flushing so had to open, add substrate, and flush again.",322.850136404117,1.52410943118652,0.0264649751076233,4,3.47284447771185,389.670282106834,66.8201457027166,0.171478680235607,1.1602798700179,0,FALSE
"gd12",31.75764,"D2","IIS-BMP2","LBD","Substrate D","SD",323.34,142.92,3.78,472.1,472.1,472.1,0,2.06000000000006,861.15,22.3,3.255147,3.187116,0.979100483019661,520,373.3,"D bottles received tool much inoculum (SDH mistake) so I doubled substrate mass. Noticed mistake after flushing so had to open, add substrate, and flush again.",325.428898917972,1.52410943118652,0.0264649751076233,4,3.47284447771185,392.346220902257,66.9173219842846,0.17055681543306,1.16196726058194,0,FALSE
"gd12",31.75764,"D3","IIS-BMP2","LBD","Substrate D","SD",321.89,144.13,3.78,472.51,472.51,472.51,0,2.71000000000004,861.15,22.3,3.255147,3.214099,0.987389816803972,520,372.09,"D bottles received tool much inoculum (SDH mistake) so I doubled substrate mass. Noticed mistake after flushing so had to open, add substrate, and flush again.",330.979590759403,1.52410943118652,0.0264649751076233,4,3.47284447771185,398.463453183102,67.4838624236981,0.16936023086837,1.17180479476403,0,FALSE
