"id","date","elapsed.time","exper","time","temp.air","pres.amb","mass.init","vol","mass.final","notes","date.time.e","etime","date.time","start.time","mass.tot","mass.vent","mass.leak","cmass.tot","cmass.vent","cmass.leak","xCH4","vol.hs","massloss","cmassloss","vBg","vCH4","cvBg","cvCH4","rvBg","rvCH4","method"
"C2","29.09.2018",1.60416666666667,"IIS-BMP2","06.05",19,1000,471.64,342,471.23,"Pressure not measured.",2022-09-30 06:05:00,1.60416666664241,2018-09-29 06:05:00,2018-09-27 15:35:00,0.430000000000007,0.409999999999968,0.0200000000000387,0.669999999999959,0.63999999999993,0.0300000000000296,0.6,371.73,0.430000000000007,0.669999999999959,347.346572343977,208.772366717113,529.386196093484,318.187130277357,395.398469703815,237.653919425014,"grav"
"C2","30.09.2018",2.97708333333333,"IIS-BMP2","15.02",20.3,1002.34,471.24,436,470.78,NA,2022-10-01 15:02:00,2.97708333334594,2018-09-30 15:02:00,2018-09-27 15:35:00,0.450000000000045,0.460000000000036,-0.00999999999999091,1.12,1.09999999999997,0.0200000000000387,0.6,371.73,0.450000000000045,1.12,363.059134333959,218.216388956058,892.445330427444,536.403519233415,264.443679029288,158.943652046901,"grav"
"C2","01.10.2018",3.71875,"IIS-BMP2","08.50",20.3,1000.62,470.79,181,470.59,NA,2022-10-02 08:50:00,3.71875000004366,2018-10-01 08:50:00,2018-09-27 15:35:00,0.189999999999998,0.200000000000045,-0.0100000000000477,1.31,1.30000000000001,0.00999999999999091,0.6,371.73,0.189999999999998,1.31,153.287365077924,92.133242539836,1045.73269550537,628.536761773251,206.679593363493,124.224596682925,"grav"
"C2","03.10.2018",5.68888888888889,"IIS-BMP2","08.07",20,1002.27,470.58,242,470.34,NA,2022-10-04 08:07:00,5.68888888884248,2018-10-03 08:07:00,2018-09-27 15:35:00,0.25,0.240000000000009,0.00999999999999091,1.56,1.54000000000002,0.0199999999999818,0.6,371.73,0.25,1.56,201.759356082709,121.267292181581,1247.49205158808,749.804053954832,102.40869677797,61.5526615232559,"grav"
"C2","05.10.2018",7.81527777777778,"IIS-BMP2","11.09",20.1,1009.23,470.33,142,470.19,NA,2022-10-06 11:09:00,7.81527777774318,2018-10-05 11:09:00,2018-09-27 15:35:00,0.149999999999977,0.139999999999986,0.00999999999999091,1.70999999999998,1.68000000000001,0.0299999999999727,0.6,371.73,0.149999999999977,1.70999999999998,121.057020897521,72.761221134119,1368.5490724856,822.565275088951,56.9308001608196,34.2182098083381,"grav"
"C2","08.10.2018",10.8388888888889,"IIS-BMP2","11.43",20.4,1007.72,470.18,107,470.06,NA,2022-10-09 11:43:00,10.8388888888439,2018-10-08 11:43:00,2018-09-27 15:35:00,0.129999999999995,0.120000000000005,0.00999999999999091,1.83999999999997,1.80000000000001,0.0399999999999636,0.6,371.73,0.129999999999995,1.83999999999997,104.882353276088,63.0394506919879,1473.43142576168,885.604725780939,34.6877787592022,20.8490604034136,"grav"
"C2","11.10.2018",13.8597222222222,"IIS-BMP2","12.13",20.5,1009.19,470.06,79,469.99,NA,2022-10-12 12:15:00,13.8611111111459,2018-10-11 12:13:00,2018-09-27 15:35:00,0.0699999999999932,0.0699999999999932,0,1.90999999999997,1.87,0.0399999999999636,0.6,371.73,0.0699999999999932,1.90999999999997,56.4707873943528,33.9417195199,1529.90221315604,919.546445300839,18.6937778960616,11.2358795652083,"grav"
"C2","15.10.2018",18.2409722222222,"IIS-BMP2","21.22",20.1,1006.09,469.95,60,469.89,NA,2022-10-16 21:22:00,18.2409722222437,2018-10-15 21:22:00,2018-09-27 15:35:00,0.100000000000023,0.0600000000000023,0.0400000000000205,2.00999999999999,1.93000000000001,0.0799999999999841,0.6,371.73,0.100000000000023,2.00999999999999,80.7006795360909,48.5050759209576,1610.60289269213,968.051521221797,18.4195559568824,11.0710586980788,"grav"
"C2","19.10.2018",21.8006944444444,"IIS-BMP2","10.48",20.5,1017.29,469.89,52,469.84,NA,2022-10-20 10:48:00,21.8006944444423,2018-10-19 10:48:00,2018-09-27 15:35:00,0.0500000000000114,0.0500000000000114,0,2.06,1.98000000000002,0.0799999999999841,0.6,371.73,0.0500000000000114,2.06,40.3415099931792,24.2472308316824,1650.94440268531,992.298752053479,11.3327690967963,6.8115513846318,"grav"
"C2","25.10.2018",27.9395833333333,"IIS-BMP2","14.08",20.6,997.15,469.78,38,469.75,NA,2022-10-26 14:08:00,27.9395833333474,2018-10-25 14:08:00,2018-09-27 15:35:00,0.089999999999975,0.0299999999999727,0.0600000000000023,2.14999999999998,2.00999999999999,0.139999999999986,0.6,371.73,0.089999999999975,2.14999999999998,72.5836039950784,43.6263144577795,1723.52800668039,1035.92506651126,11.8235735014607,7.10654896144825,"grav"
"C2","29.10.2018",31.7576388888889,"IIS-BMP2","09.46",20,1010.42,469.73,27,469.7,NA,2022-10-30 09:46:00,31.7576388889429,2018-10-29 09:46:00,2018-09-27 15:35:00,0.0500000000000114,0.0300000000000296,0.0199999999999818,2.19999999999999,2.04000000000002,0.159999999999968,0.6,371.73,0.0500000000000114,2.19999999999999,40.3570448107561,24.2565680207906,1763.88505149114,1060.18163453205,10.5700517510893,6.35312076208411,"grav"
"C2","16.11.2018",49.9388888888889,"IIS-BMP2","14.07",21.5,1000,469.66,92,469.55,"Ambient pressure not measured.",2022-11-17 14:07:00,49.9388888888425,2018-11-16 14:07:00,2018-09-27 15:35:00,0.149999999999977,0.110000000000014,0.0399999999999636,2.34999999999997,2.15000000000003,0.199999999999932,0.6,371.73,0.149999999999977,2.34999999999997,120.864516594189,72.6455165836505,1884.74956808533,1132.8271511157,6.64775615506023,3.99562827548439,"grav"
"C2","17.12.2018",80.8354166666667,"IIS-BMP2","11.38",21.4,1010.47,469.53,105,469.43,NA,2022-12-18 11:38:00,80.8354166666468,2018-12-17 11:38:00,2018-09-27 15:35:00,0.120000000000005,0.0999999999999659,0.0200000000000387,2.46999999999997,2.25,0.21999999999997,0.6,371.73,0.120000000000005,2.46999999999997,96.7194107656627,58.1331209252169,1981.46897885099,1190.96027204092,3.13042978360914,1.88154220251989,"grav"
"C2","04.02.2019",129.899305555556,"IIS-BMP2","13.10",22.1,1009.4,469.35,110,469.25,NA,2023-02-04 13:10:00,128.899305555555,2019-02-04 13:10:00,2018-09-27 15:35:00,0.180000000000007,0.100000000000023,0.0799999999999841,2.64999999999998,2.35000000000002,0.299999999999955,0.6,371.73,0.180000000000007,2.64999999999998,144.967074254225,87.1323387010094,2126.43605310522,1278.09261074193,2.95465927257664,1.77589548391346,"grav"
"C3","27.09.2018",0,"IIS-BMP2","15.35",20.8,1007.24,468.3,0,468.3,NA,2022-09-28 15:35:00,0,2018-09-27 15:35:00,2018-09-27 15:35:00,0,0,0,0,0,0,0.6,375.62,0,0,0,0,0,0,NA,NA,"grav"
"C3","28.09.2018",0.725694444444444,"IIS-BMP2","09.00",20.3,1011.22,468.28,202,468.25,NA,2022-09-29 09:00:00,0.725694444445253,2018-09-28 09:00:00,2018-09-27 15:35:00,0.0500000000000114,0.0299999999999727,0.0200000000000387,0.0500000000000114,0.0299999999999727,0.0200000000000387,0.6,375.62,0.0500000000000114,0.0500000000000114,28.6045871919013,17.1927632010871,28.6045871919013,17.1927632010871,39.4168474223329,23.6914631670482,"grav"
"C3","29.09.2018",1.60416666666667,"IIS-BMP2","06.05",19,1000,468.04,331,467.66,"Pressure not measured.",2022-09-30 06:05:00,1.60416666664241,2018-09-29 06:05:00,2018-09-27 15:35:00,0.589999999999975,0.379999999999995,0.20999999999998,0.639999999999986,0.409999999999968,0.230000000000018,0.6,375.62,0.589999999999975,0.639999999999986,476.591808564964,286.455107821138,505.196395756865,303.647871022225,542.523481686599,326.083284792442,"grav"
"C3","30.09.2018",2.97708333333333,"IIS-BMP2","15.02",20.3,1002.34,467.66,434,467.22,NA,2022-10-01 15:02:00,2.97708333334594,2018-09-30 15:02:00,2018-09-27 15:35:00,0.439999999999998,0.439999999999998,0,1.07999999999998,0.849999999999966,0.230000000000018,0.6,375.62,0.439999999999998,1.07999999999998,354.991153570945,213.367135868123,860.18754932781,517.015006890348,258.567152828609,155.411570890287,"grav"
"C3","01.10.2018",3.71875,"IIS-BMP2","08.50",20.3,1000.62,467.2,207,466.99,NA,2022-10-02 08:50:00,3.71875000004366,2018-10-01 08:50:00,2018-09-27 15:35:00,0.230000000000018,0.20999999999998,0.0200000000000387,1.31,1.05999999999995,0.250000000000057,0.6,375.62,0.230000000000018,1.31,185.558389304872,111.529714653496,1045.74593863268,628.544721543844,250.191086703199,150.377143353028,"grav"
"C3","03.10.2018",5.68888888888889,"IIS-BMP2","08.07",20,1002.27,466.98,270,466.7,NA,2022-10-04 08:07:00,5.68888888884248,2018-10-03 08:07:00,2018-09-27 15:35:00,0.29000000000002,0.28000000000003,0.00999999999999091,1.60000000000002,1.33999999999997,0.260000000000048,0.6,375.62,0.29000000000002,1.60000000000002,234.040853055958,140.670058930644,1279.78679168864,769.214780474488,118.794088262453,71.4010873669819,"grav"
"C3","05.10.2018",7.81527777777778,"IIS-BMP2","11.09",20.1,1009.23,466.7,151,466.54,NA,2022-10-06 11:09:00,7.81527777774318,2018-10-05 11:09:00,2018-09-27 15:35:00,0.159999999999968,0.159999999999968,0,1.75999999999999,1.49999999999994,0.260000000000048,0.6,375.62,0.159999999999968,1.75999999999999,129.127488957349,77.6119692097233,1408.91428064599,846.826749684212,60.7261868382047,36.499423795559,"grav"
"C3","08.10.2018",10.8388888888889,"IIS-BMP2","11.43",20.4,1007.72,466.53,102,466.42,NA,2022-10-09 11:43:00,10.8388888888439,2018-10-08 11:43:00,2018-09-27 15:35:00,0.120000000000005,0.109999999999957,0.0100000000000477,1.88,1.6099999999999,0.270000000000095,0.6,375.62,0.120000000000005,1.88,96.8144799471649,58.1902621772239,1505.72876059315,905.017011861435,32.0194880854197,19.2452865262293,"grav"
"C3","11.10.2018",13.8597222222222,"IIS-BMP2","12.13",20.5,1009.19,466.43,75,466.34,NA,2022-10-12 12:16:00,13.8618055555417,2018-10-11 12:13:00,2018-09-27 15:35:00,0.0800000000000409,0.0900000000000318,-0.00999999999999091,1.96000000000004,1.69999999999993,0.260000000000105,0.6,375.62,0.0800000000000409,1.96000000000004,64.5380427364425,38.7905365941951,1570.2668033296,943.807548455631,21.364317595512,12.8410052173887,"grav"
"C3","15.10.2018",18.2409722222222,"IIS-BMP2","21.22",20.1,1006.09,466.33,59,466.26,NA,2022-10-16 21:22:00,18.2409722222437,2018-10-15 21:22:00,2018-09-27 15:35:00,0.0799999999999841,0.0699999999999932,0.00999999999999091,2.04000000000002,1.76999999999992,0.270000000000095,0.6,375.62,0.0799999999999841,2.04000000000002,64.5605436288452,38.8040607367495,1634.82734695844,982.61160919238,14.7356447654996,8.85684695845923,"grav"
"C3","19.10.2018",21.8006944444444,"IIS-BMP2","10.48",20.5,1017.29,466.27,46,466.2,NA,2022-10-20 10:48:00,21.8006944444423,2018-10-19 10:48:00,2018-09-27 15:35:00,0.0600000000000023,0.0699999999999932,-0.00999999999999091,2.10000000000002,1.83999999999992,0.260000000000105,0.6,375.62,0.0600000000000023,2.10000000000002,48.4098119918058,29.0966769980133,1683.23715895025,1011.70828619039,13.599322916153,8.17386166155661,"grav"
"C3","25.10.2018",27.9395833333333,"IIS-BMP2","14.08",20.6,997.15,466.16,30,466.14,NA,2022-10-26 14:08:00,27.9395833333474,2018-10-25 14:08:00,2018-09-27 15:35:00,0.0600000000000023,0.0200000000000387,0.0399999999999636,2.16000000000003,1.85999999999996,0.300000000000068,0.6,375.62,0.0600000000000023,2.16000000000003,48.3890693300675,29.0842096385289,1731.62622828032,1040.79249582892,7.88238233430965,4.73769930763366,"grav"
"C3","29.10.2018",31.7576388888889,"IIS-BMP2","09.46",20,1010.42,466.11,27,466.08,NA,2022-10-30 09:46:00,31.7576388889429,2018-10-29 09:46:00,2018-09-27 15:35:00,0.0600000000000023,0.0300000000000296,0.0299999999999727,2.22000000000003,1.88999999999999,0.330000000000041,0.6,375.62,0.0600000000000023,2.22000000000003,48.4284537728981,29.1078816249432,1780.05468205321,1069.90037745387,12.6840621013047,7.62374491449949,"grav"
"C3","16.11.2018",49.9388888888889,"IIS-BMP2","14.07",21.5,1000,466.04,81,465.95,"Ambient pressure not measured.",2022-11-17 14:07:00,49.9388888888425,2018-11-16 14:07:00,2018-09-27 15:35:00,0.129999999999995,0.0900000000000318,0.0399999999999636,2.35000000000002,1.98000000000002,0.370000000000005,0.6,375.62,0.129999999999995,2.35000000000002,104.749247714976,62.9594477058378,1884.80392976819,1132.8598251597,5.76138866771953,3.46287783875354,"grav"
