"id","exper","date","time","temp.air","pres.amb","mass.init","vol","mass.final","notes","date.time.e","etime","date.time","start.time","elapsed.time","xCH4","vol.hs","vBg","vCH4","cvBg","cvCH4","rvBg","rvCH4","method","mass.tot","mass.vent","mass.leak","cmass.tot","cmass.vent","cmass.leak","massloss","cmassloss","descrip","pid"
"C1","IIS-BMP2","29.09.2018","06.05",19,1000,468.25,332,467.87,"Pressure not measured.",2022-09-30 06:05:00,1.60416666664241,2018-09-29 06:05:00,2018-09-27 15:35:00,1.60416666666667,0.576701915545413,NA,299.59638912872,172.777811501022,490.521018867116,268.866145615457,341.042529917278,196.679880285748,"gd",0.379999999999995,0.379999999999995,0,0.644999999999982,0.639999999999986,0.00499999999999545,NA,NA,"Substrate C","C1.gd"
"C1","IIS-BMP2","30.09.2018","15.02",20.3,1002.34,467.88,469,467.39,NA,2022-10-01 15:02:00,2.97708333334594,2018-09-30 15:02:00,2018-09-27 15:35:00,2.97708333333333,0.662444695065874,NA,421.560004957804,279.260188936241,912.08102382492,548.126334551698,307.054328345593,203.406510909553,"gd",0.480000000000018,0.490000000000009,-0.00999999999999091,1.125,1.13,-0.00499999999999545,NA,NA,"Substrate C","C1.gd"
"C1","IIS-BMP2","01.10.2018","08.50",20.3,1000.62,467.38,162,467.2,NA,2022-10-02 08:50:00,3.71875000004366,2018-10-01 08:50:00,2018-09-27 15:35:00,3.71875,0.601893103827267,NA,145.357531845846,87.489696007367,1057.43855567077,635.616030559065,195.987683387657,117.963635066113,"gd",0.189999999999998,0.180000000000007,0.00999999999999091,1.315,1.31,0.00499999999999545,NA,NA,"Substrate C","C1.gd"
"C1","IIS-BMP2","03.10.2018","08.07",20,1002.27,467.2,243,466.96,NA,2022-10-04 08:07:00,5.68888888884248,2018-10-03 08:07:00,2018-09-27 15:35:00,5.68888888888889,0.714048057400569,NA,218.726248939665,156.181053157881,1276.16480461043,791.797083716946,111.020725580937,79.2741334322697,"gd",0.240000000000009,0.240000000000009,0,1.55500000000001,1.55000000000001,0.00499999999999545,NA,NA,"Substrate C","C1.gd"
"C1","IIS-BMP2","05.10.2018","11.09",20.1,1009.23,466.95,141,466.8,NA,2022-10-06 11:09:00,7.81527777774318,2018-10-05 11:09:00,2018-09-27 15:35:00,7.81527777777778,0.652753651893294,NA,127.755123883753,83.3926236632002,1403.91992849418,875.189707380146,60.0807898081662,39.2179549559139,"gd",0.159999999999968,0.149999999999977,0.00999999999999091,1.71499999999997,1.69999999999999,0.0149999999999864,NA,NA,"Substrate C","C1.gd"
"C1","IIS-BMP2","08.10.2018","11.43",20.4,1007.72,466.78,122,466.67,NA,2022-10-09 11:43:00,10.8388888888439,2018-10-08 11:43:00,2018-09-27 15:35:00,10.8388888888889,0.79341241215661,NA,110.20828906082,87.4406244633978,1514.128217555,962.630331843544,36.4492274339872,28.9192694596447,"gd",0.129999999999995,0.109999999999957,0.0200000000000387,1.84499999999997,1.80999999999995,0.035000000000025,NA,NA,"Substrate C","C1.gd"
"C1","IIS-BMP2","11.10.2018","12.13",20.5,1009.19,466.67,69,466.58,NA,2022-10-12 12:14:00,13.8604166666482,2018-10-11 12:13:00,2018-09-27 15:35:00,13.8597222222222,0.439189523285824,NA,62.3933702961173,27.4025145565476,1576.52158785112,990.032846400092,20.6543570635423,9.07117723251232,"gd",0.0900000000000318,0.0900000000000318,0,1.935,1.89999999999998,0.035000000000025,NA,NA,"Substrate C","C1.gd"
"C1","IIS-BMP2","16.11.2018","14.07",21.5,1000,466.28,76,466.2,"Ambient pressure not measured.",2022-11-17 14:07:00,49.9388888888425,2018-11-16 14:07:00,2018-09-27 15:35:00,49.9388888888889,0.648915651423716,NA,67.7443582835484,43.9603743858504,1801.63510498348,1156.50058319138,3.72605614484969,2.41789615047648,"gd",0.120000000000005,0.0799999999999841,0.0400000000000205,2.315,2.13999999999993,0.175000000000068,NA,NA,"Substrate C","C1.gd"
"C1","IIS-BMP2","19.10.2018","10.48",20.5,1017.29,466.49,53,466.44,NA,2022-10-20 10:48:00,21.8006944444423,2018-10-19 10:48:00,2018-09-27 15:35:00,21.8006944444444,0.764120721141411,NA,48.3194076982637,36.9218606555231,1679.0317045907,1065.22206868561,13.5739264700546,10.3721184830186,"gd",0.0600000000000023,0.0500000000000114,0.00999999999999091,2.07499999999999,2.00999999999999,0.0649999999999977,NA,NA,"Substrate C","C1.gd"
"C1","IIS-BMP2","25.10.2018","14.08",20.6,997.15,466.4,34,466.37,NA,2022-10-26 14:08:00,27.9395833333474,2018-10-25 14:08:00,2018-09-27 15:35:00,27.9395833333333,0.80157040118784,NA,30.3537909293026,24.3307003727729,1709.38549552,1089.55276905838,4.94450892966015,3.96337200642454,"gd",0.0699999999999932,0.0299999999999727,0.0400000000000205,2.14499999999998,2.03999999999996,0.105000000000018,NA,NA,"Substrate C","C1.gd"
"C1","IIS-BMP2","29.10.2018","09.46",20,1010.42,466.34,27,466.32,NA,2022-10-30 09:46:00,31.7576388889429,2018-10-29 09:46:00,2018-09-27 15:35:00,31.7576388888889,0.938061788404796,NA,24.5052511799312,22.987439747155,1733.89074669993,1112.54020880553,6.41825421955274,6.02071903163027,"gd",0.0500000000000114,0.0199999999999818,0.0300000000000296,2.19499999999999,2.05999999999995,0.135000000000048,NA,NA,"Substrate C","C1.gd"
"C1","IIS-BMP2","17.12.2018","11.38",21.4,1010.47,466.17,111,466.06,NA,2022-12-18 11:38:00,80.8354166666468,2018-12-17 11:38:00,2018-09-27 15:35:00,80.8354166666667,0.713630207076239,NA,100.05548206146,71.4026143826325,1901.69058704494,1227.90319757402,3.23840538914617,2.31102390845319,"gd",0.139999999999986,0.110000000000014,0.0299999999999727,2.45499999999998,2.24999999999994,0.205000000000041,NA,NA,"Substrate C","C1.gd"
"C1","IIS-BMP2","04.02.2019","13.10",22.1,1009.4,466.01,111,465.88,NA,2023-02-04 13:10:00,128.899305555555,2019-02-04 13:10:00,2018-09-27 15:35:00,129.899305555556,0.550242898896346,NA,99.5966030555015,54.8023235854879,2001.28719010044,1282.7055211595,2.02993699258227,1.1169584153754,"gd",0.180000000000007,0.129999999999995,0.0500000000000114,2.63499999999999,2.37999999999994,0.255000000000052,NA,NA,"Substrate C","C1.gd"
"C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,NA,NA,"vol",NA,NA,NA,NA,NA,NA,NA,NA,"Substrate C","C2.vol"
"C2","IIS-BMP2","27.09.2018","15.35",20.8,1007.24,471.9,0,471.9,NA,2022-09-28 15:35:00,0,2018-09-27 15:35:00,2018-09-27 15:35:00,0,0,NA,0,0,0,0,NA,NA,"gd",0,0,0,0,0,0,NA,NA,"Substrate C","C2.gd"
"C2","IIS-BMP2","28.09.2018","09.00",20.3,1011.22,471.89,216,471.66,NA,2022-09-29 09:00:00,0.725694444445253,2018-09-28 09:00:00,2018-09-27 15:35:00,0.725694444444444,0.653022790541064,NA,195.913159256501,127.935757961396,195.913159256501,127.935757961396,269.966458688385,176.294250205178,"gd",0.239999999999952,0.229999999999961,0.00999999999999091,0.239999999999952,0.229999999999961,0.00999999999999091,NA,NA,"Substrate C","C2.gd"
"C2","IIS-BMP2","29.09.2018","06.05",19,1000,471.64,342,471.23,"Pressure not measured.",2022-09-30 06:05:00,1.60416666664241,2018-09-29 06:05:00,2018-09-27 15:35:00,1.60416666666667,0.528765949566504,NA,308.620376753079,163.187946569414,504.53353600958,291.12370453081,351.314895276232,185.763354197594,"gd",0.430000000000007,0.409999999999968,0.0200000000000387,0.669999999999959,0.63999999999993,0.0300000000000296,NA,NA,"Substrate C","C2.gd"
"C2","IIS-BMP2","30.09.2018","15.02",20.3,1002.34,471.24,436,470.78,NA,2022-10-01 15:02:00,2.97708333334594,2018-09-30 15:02:00,2018-09-27 15:35:00,2.97708333333333,0.653334726957691,NA,391.898000344568,256.040573050384,896.431536354149,547.164277581194,285.449226351127,186.493892358398,"gd",0.450000000000045,0.460000000000036,-0.00999999999999091,1.12,1.09999999999997,0.0200000000000387,NA,NA,"Substrate C","C2.gd"
"C2","IIS-BMP2","01.10.2018","08.50",20.3,1000.62,470.79,181,470.59,NA,2022-10-02 08:50:00,3.71875000004366,2018-10-01 08:50:00,2018-09-27 15:35:00,3.71875,0.607348167727147,NA,162.405637432704,98.6367663233123,1058.83717378685,645.801043904506,218.973893167691,132.993392795477,"gd",0.189999999999998,0.200000000000045,-0.0100000000000477,1.31,1.30000000000001,0.00999999999999091,NA,NA,"Substrate C","C2.gd"
"C2","IIS-BMP2","03.10.2018","08.07",20,1002.27,470.58,242,470.34,NA,2022-10-04 08:07:00,5.68888888884248,2018-10-03 08:07:00,2018-09-27 15:35:00,5.68888888888889,0.710432806668189,NA,217.826140919338,154.750836659025,1276.66331470619,800.551880563532,110.563850167024,78.5481863901997,"gd",0.25,0.240000000000009,0.00999999999999091,1.56,1.54000000000002,0.0199999999999818,NA,NA,"Substrate C","C2.gd"
"C2","IIS-BMP2","05.10.2018","11.09",20.1,1009.23,470.33,142,470.19,NA,2022-10-06 11:09:00,7.81527777774318,2018-10-05 11:09:00,2018-09-27 15:35:00,7.81527777777778,0.721318477958246,NA,128.661188592149,92.8056927275876,1405.32450329834,893.357573291119,60.5068947004227,43.6447411912888,"gd",0.149999999999977,0.139999999999986,0.00999999999999091,1.70999999999998,1.68000000000001,0.0299999999999727,NA,NA,"Substrate C","C2.gd"
"C2","IIS-BMP2","08.10.2018","11.43",20.4,1007.72,470.18,107,470.06,NA,2022-10-09 11:43:00,10.8388888888439,2018-10-08 11:43:00,2018-09-27 15:35:00,10.8388888888889,0.599356306815624,NA,96.6580895861287,57.9326355981959,1501.98259288447,951.290208889315,31.9677650445625,19.1600815942586,"gd",0.129999999999995,0.120000000000005,0.00999999999999091,1.83999999999997,1.80000000000001,0.0399999999999636,NA,NA,"Substrate C","C2.gd"
"C2","IIS-BMP2","28.09.2018","09.00",20.3,1011.22,471.89,216,471.66,NA,2022-09-29 09:00:00,0.725694444445253,2018-09-28 09:00:00,2018-09-27 15:35:00,0.725694444444444,0.6,371.73,195.913159256501,117.753440470119,195.913159256501,117.753440470119,269.966458688385,162.263114140643,"vol",NA,NA,NA,NA,NA,NA,NA,NA,"Substrate C","C2.vol"
"C2","IIS-BMP2","29.09.2018","06.05",19,1000,471.64,342,471.23,"Pressure not measured.",2022-09-30 06:05:00,1.60416666664241,2018-09-29 06:05:00,2018-09-27 15:35:00,1.60416666666667,0.6,371.73,308.620376753079,185.496019255549,504.53353600958,303.249459725668,351.314895276232,211.157523895645,"vol",NA,NA,NA,NA,NA,NA,NA,NA,"Substrate C","C2.vol"
"C2","IIS-BMP2","30.09.2018","15.02",20.3,1002.34,471.24,436,470.78,NA,2022-10-01 15:02:00,2.97708333334594,2018-09-30 15:02:00,2018-09-27 15:35:00,2.97708333333333,0.6,371.73,391.898000344568,235.549965245132,896.431536354149,538.7994249708,285.449226351127,171.569018691447,"vol",NA,NA,NA,NA,NA,NA,NA,NA,"Substrate C","C2.vol"
"C2","IIS-BMP2","01.10.2018","08.50",20.3,1000.62,470.79,181,470.59,NA,2022-10-02 08:50:00,3.71875000004366,2018-10-01 08:50:00,2018-09-27 15:35:00,3.71875,0.6,371.73,162.405637432704,97.6137725103276,1058.83717378685,636.413197481128,218.973893167691,131.614075294824,"vol",NA,NA,NA,NA,NA,NA,NA,NA,"Substrate C","C2.vol"
"C2","IIS-BMP2","03.10.2018","08.07",20,1002.27,470.58,242,470.34,NA,2022-10-04 08:07:00,5.68888888884248,2018-10-03 08:07:00,2018-09-27 15:35:00,5.68888888888889,0.6,371.73,217.826140919338,130.924219766161,1276.66331470619,767.337417247288,110.563850167024,66.4543096451432,"vol",NA,NA,NA,NA,NA,NA,NA,NA,"Substrate C","C2.vol"
"C2","IIS-BMP2","05.10.2018","11.09",20.1,1009.23,470.33,142,470.19,NA,2022-10-06 11:09:00,7.81527777774318,2018-10-05 11:09:00,2018-09-27 15:35:00,7.81527777777778,0.6,371.73,128.661188592149,77.3316997653265,1405.32450329834,844.669117012615,60.5068947004227,36.3676184396049,"vol",NA,NA,NA,NA,NA,NA,NA,NA,"Substrate C","C2.vol"
"C2","IIS-BMP2","08.10.2018","11.43",20.4,1007.72,470.18,107,470.06,NA,2022-10-09 11:43:00,10.8388888888439,2018-10-08 11:43:00,2018-09-27 15:35:00,10.8388888888889,0.6,371.73,96.6580895861287,58.0962638815593,1501.98259288447,902.765380894174,31.9677650445625,19.2141984357936,"vol",NA,NA,NA,NA,NA,NA,NA,NA,"Substrate C","C2.vol"
