"id","date","elapsed.time","exper","time","temp.air","pres.amb","mass.init","vol","mass.final","notes","date.time.e","etime","date.time","start.time","mass.drift","mass.init.orig","mass.final.orig","descrip","mass.tot","mass.vent","mass.leak","cmass.tot","cmass.vent","cmass.leak"
"C3","29.10.2018",31.7576388888889,"IIS-BMP2","09.46",20,1010.42,466.14,27,466.11,NA,2022-10-30 09:46:00,31.7576388889429,2018-10-29 09:46:00,2018-09-27 15:35:00,0.0300000000000296,466.11,466.08,"FIC",0.0500000000000114,0.0300000000000296,0.0199999999999818,2.19,2.08999999999997,0.100000000000023
"C3","30.09.2018",2.97708333333333,"IIS-BMP2","15.02",20.3,1002.34,467.69,434,467.25,NA,2022-10-01 15:02:00,2.97708333334594,2018-09-30 15:02:00,2018-09-27 15:35:00,0.0300000000000296,467.66,467.22,"FIC",0.439999999999998,0.439999999999998,0,1.04999999999995,1.04999999999995,0
"D1","01.10.2018",3.71875,"IIS-BMP2","08.50",20.3,1000.62,470.53,184,470.32,NA,2022-10-02 08:50:00,3.71875000004366,2018-10-01 08:50:00,2018-09-27 15:35:00,0.0200000000000387,470.51,470.3,"LB",0.21999999999997,0.20999999999998,0.00999999999999091,0.829999999999927,0.839999999999918,-0.00999999999999091
"D1","03.10.2018",5.68888888888889,"IIS-BMP2","08.07",20,1002.27,470.3,393,469.85,NA,2022-10-04 08:07:00,5.68888888884248,2018-10-03 08:07:00,2018-09-27 15:35:00,0.0200000000000387,470.28,469.83,"LB",0.470000000000027,0.449999999999989,0.0200000000000387,1.29999999999995,1.28999999999991,0.0100000000000477
"D1","04.02.2019",129.899305555556,"IIS-BMP2","13.10",22.1,1009.4,467.67,145,467.51,NA,2023-02-04 13:10:00,128.899305555555,2019-02-04 13:10:00,2018-09-27 15:35:00,0.0900000000000318,467.58,467.42,"LB",0.17999999999995,0.159999999999968,0.0199999999999818,3.63999999999993,3.48999999999995,0.149999999999977
"D1","05.10.2018",7.81527777777778,"IIS-BMP2","11.09",20.1,1009.23,469.84,403,469.37,NA,2022-10-06 11:09:00,7.81527777774318,2018-10-05 11:09:00,2018-09-27 15:35:00,0.0200000000000387,469.82,469.35,"LB",0.479999999999961,0.46999999999997,0.00999999999999091,1.77999999999992,1.75999999999988,0.0200000000000387
"D1","06.10.2018",9.23958333333333,"IIS-BMP2","21.20",20.4,1001.38,469.37,214,469.11,NA,2022-10-07 21:20:00,9.23958333334303,2018-10-06 21:20:00,2018-09-27 15:35:00,0.0200000000000387,469.35,469.09,"LB",0.260000000000048,0.260000000000048,0,2.03999999999996,2.01999999999992,0.0200000000000387
"D1","07.04.2019",191.815277777778,"IIS-BMP2","11.09",20.4,1004.06,467.45,97,467.34,NA,NA,NA,2019-04-07 11:09:00,2018-09-27 15:35:00,0.100000000000023,467.35,467.24,"LB",0.170000000000016,0.110000000000014,0.0600000000000023,3.80999999999995,3.59999999999997,0.20999999999998
"D1","08.10.2018",10.8388888888889,"IIS-BMP2","11.43",20.4,1007.72,469.12,185,468.89,NA,2022-10-09 11:43:00,10.8388888888439,2018-10-08 11:43:00,2018-09-27 15:35:00,0.0300000000000296,469.09,468.86,"LB",0.21999999999997,0.229999999999961,-0.00999999999999091,2.25999999999993,2.24999999999989,0.0100000000000477
"D1","11.10.2018",13.8597222222222,"IIS-BMP2","12.13",20.5,1009.19,468.89,221,468.61,NA,2022-10-12 12:17:00,13.8625000000466,2018-10-11 12:13:00,2018-09-27 15:35:00,0.0200000000000387,468.87,468.59,"LB",0.28000000000003,0.28000000000003,0,2.53999999999996,2.52999999999992,0.0100000000000477
"D1","15.10.2018",18.2409722222222,"IIS-BMP2","21.22",20.1,1006.09,468.61,200,468.37,NA,2022-10-16 21:22:00,18.2409722222437,2018-10-15 21:22:00,2018-09-27 15:35:00,0.0300000000000296,468.58,468.34,"LB",0.240000000000009,0.240000000000009,0,2.77999999999997,2.76999999999992,0.0100000000000477
"D1","16.11.2018",49.9388888888889,"IIS-BMP2","14.07",21.5,1000,468.01,125,467.88,"Ambient pressure not measured.",2022-11-17 14:07:00,49.9388888888425,2018-11-16 14:07:00,2018-09-27 15:35:00,0.0600000000000023,467.95,467.82,"LB",0.130000000000052,0.129999999999995,5.6843418860808e-14,3.26999999999998,3.16999999999996,0.100000000000023
"D1","17.12.2018",80.8354166666667,"IIS-BMP2","11.38",21.4,1010.47,467.85,133,467.69,NA,2022-12-18 11:38:00,80.8354166666468,2018-12-17 11:38:00,2018-09-27 15:35:00,0.0600000000000023,467.79,467.63,"LB",0.189999999999998,0.160000000000025,0.0299999999999727,3.45999999999998,3.32999999999998,0.129999999999995
