"id","date","day","time.orig","time","vol","pres.init","pres.resid","mass.init","mass.final","notes","date.time","start.time","time.d","xCH4","vol.hs","temperature","pressure","massloss","cmassloss","vBg","vCH4","cvBg","cvCH4","rvBg","rvCH4","method"
"C1-3","18022017",4,1608,"1608",243,118.4,0.6,384.12,383.87,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,4.15138888888889,0.6807,177.144,30,150,0.25,0.855000000000018,218.951862509435,149.248493868597,683.456316401575,399.39003292586,168.244760946418,114.6840080954,"grav"
"C1-3","19022017",5,1559,"1559",225,109.4,0.3,383.85,383.62,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,5.14513888888889,0.7167,177.144,30,150,0.25,1.10500000000002,227.989785212119,163.602538947066,911.446101613694,562.992571872927,229.423683232321,164.631485732897,"grav"
"C1-3","20022017",6,1052,"1052",185,90.5,0.3,383.61,383.43,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,5.93194444444444,0.7271,177.144,30,150,0.189999999999998,1.29500000000002,175.362979911239,127.658451627926,1086.80908152493,690.651023500852,222.879692031936,162.249047082271,"grav"
"C1-3","21022017",7,1540,"1540",190,93,0.4,383.34,383.16,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,7.13194444444444,0.725202418682235,177.144,30,150,0.269999999999982,1.565,248.652610403683,180.539975237709,1335.46169192861,871.190998738561,207.210508669736,150.449979364757,"grav"
"C1-3","22022017",8,1709,"1709",102,49.7,0.3,383.14,383.05,NA,2017-02-22 17:09:00,2017-02-14 12:30:00,8.19375,0.723523366694468,177.144,30,150,0.110000000000014,1.67500000000001,101.106390845767,73.2412026747367,1436.56808277438,944.432201413298,95.2211921634431,68.9779802822897,"grav"
"C1-3","23022017",9,1510,"1510",80,38.7,0.4,383.04,382.96,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,9.11111111111111,0.722072727272727,177.144,30,150,0.0900000000000318,1.76500000000004,82.5849912282272,59.7047823291189,1519.15307400261,1004.13698374242,90.0245173116179,65.083184370879,"grav"
"C1-3","26022017",12,1128,"1128",80,39,0.1,382.94,382.86,NA,2017-02-26 11:28:00,2017-02-14 12:30:00,11.9569444444444,0.717572560467056,177.144,30,150,0.0999999999999659,1.86500000000001,91.2872313871572,65.5860458824883,1610.44030538977,1069.72302962491,32.0775044405823,23.0463411592931,"grav"
"C1-3","07032017",21,1034,"1034",85,42.4,0.2,382.74,382.66,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,20.9194444444444,0.7034,177.144,30,150,0.199999999999989,2.065,179.652405306492,126.531274843301,1790.09271069626,1196.25430446821,20.044898778967,14.1178549337016,"grav"
"C2-1","14022017",0,1230,"1230",0,0,0,396.285,396.285,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,NA,179.444,30,150,0,0,0,0,0,0,NA,NA,"grav"
"C2-1","15022017",1,941,"0929",178,90.8,0.4,396.28,396.09,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.874305555555556,0.4892,179.444,30,150,0.19500000000005,0.19500000000005,144.715840625788,70.9531488881069,144.715840625788,70.9531488881069,165.52089793577,81.1537207298443,"grav"
"C2-1","16022017",2,1257,"1250",220,108.3,0.5,396.07,395.79,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,2.01388888888889,0.4903,179.444,30,150,0.299999999999955,0.495000000000005,217.165923480513,106.713812763851,361.881764106301,177.666961651958,190.566075449079,93.6428338695581,"grav"
"C2-1","17022017",3,904,"0854",150,72.4,0.4,395.79,395.61,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,2.85,0.5168,179.444,30,150,0.180000000000007,0.675000000000011,133.525549602187,69.1518195308685,495.407313708488,246.818781182826,159.698331750124,82.7064951199755,"grav"
"C2-1","18022017",4,1613,"1608",206,102.5,0.3,395.61,395.39,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,4.15138888888889,0.6334,179.444,30,150,0.220000000000027,0.895000000000039,183.135567496082,116.183939480561,678.54288120457,363.002720663387,140.723168193361,89.2768798569943,"grav"
"C2-1","19022017",5,1607,"1559",201,100.7,0.5,395.41,395.21,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,5.14513888888889,0.6889,179.444,30,150,0.180000000000007,1.07500000000005,159.081948882414,109.740538795175,837.624830086984,472.743259458562,160.08246428419,110.43073086307,"grav"
"C2-1","20022017",6,1057,"1052",165,84,0.8,395.2,395.03,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,5.93194444444444,0.7098,179.444,30,150,0.180000000000007,1.25500000000005,162.864285441177,115.747652515046,1000.48911552816,588.490911973608,206.994325715176,147.110873452486,"grav"
"C2-1","21022017",7,1545,"1540",242,122.4,0.5,395.04,394.81,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,7.13194444444444,0.709407673060884,179.444,30,150,0.21999999999997,1.47500000000002,198.967554701578,141.328330012067,1199.45667022974,729.819241985676,165.806295584649,117.77360834339,"grav"
"C2-1","22022017",8,1714,"1709",198,99.1,0,394.8,394.61,NA,2017-02-22 17:09:00,2017-02-14 12:30:00,8.19375,0.709060527291261,179.444,30,150,0.199999999999989,1.67500000000001,180.808229115858,128.366956294469,1380.2648993456,858.186198280145,170.283747499565,120.894975189036,"grav"
"C2-1","23022017",9,1514,"1510",90,46,0.2,394.6,394.52,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,9.11111111111111,0.708760606060606,179.444,30,150,0.0900000000000318,1.76500000000004,81.3359774711761,57.7210964355654,1461.60087681677,915.90729471571,88.6629883107445,62.9208015648858,"grav"
"C2-1","26022017",12,1131,"1128",100,51.1,0,394.49,394.4,NA,2017-02-26 11:28:00,2017-02-14 12:30:00,11.9569444444444,0.707830191826522,179.444,30,150,0.120000000000005,1.88500000000005,108.3334490559,76.7795796059302,1569.93432587267,992.68687432164,38.0673905906532,26.979647299302,"grav"
"C2-1","07032017",21,1038,"1034",45,23.4,0,394.21,394.18,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,20.9194444444444,0.7049,179.444,30,150,0.21999999999997,2.10500000000002,197.952979963769,139.716980590185,1767.88730583644,1132.40385491183,22.0868039011179,15.5890633852368,"grav"
"C2-2","14022017",0,1230,"1230",0,0,0,407.58,407.58,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,NA,176.844,30,150,0,0,0,0,0,0,NA,NA,"grav"
"C2-2","15022017",1,941,"0929",173,92.2,0.2,407.56,407.34,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.874305555555556,0.4764,176.844,30,150,0.240000000000009,0.240000000000009,176.921426254765,84.4783946333585,176.921426254765,84.4783946333585,202.356516129357,96.6234219793774,"grav"
"C2-2","16022017",2,1257,"1250",226,110.9,0.5,407.35,407.07,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,2.01388888888889,0.4766,176.844,30,150,0.269999999999982,0.509999999999991,193.037800440462,92.2124341086469,369.959226695227,176.690828742005,169.393316657078,80.9176752690137,"grav"
"C2-2","17022017",3,904,"0854",139,68.8,0.5,407.07,406.91,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,2.85,0.5092,176.844,30,150,0.159999999999968,0.669999999999959,117.852634697146,60.1393677247034,487.811861392373,236.830196466709,140.953317245756,71.9274829930008,"grav"
"C2-2","18022017",4,1613,"1608",200,101.8,0.5,406.9,406.68,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,4.15138888888889,0.6179,176.844,30,150,0.230000000000018,0.899999999999977,188.401572400682,116.607768027693,676.213433793054,353.437964494402,144.769618066692,89.6025538740009,"grav"
"C2-2","19022017",5,1607,"1559",170,84.6,0.3,406.68,406.51,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,5.14513888888889,0.6762,176.844,30,150,0.170000000000016,1.06999999999999,148.153005323243,100.322820899976,824.366439116298,453.760785394378,149.084785230937,100.953782037712,"grav"
"C2-2","20022017",6,1057,"1052",130,67.8,0.4,406.46,406.33,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,5.93194444444444,0.7098,176.844,30,150,0.180000000000007,1.25,162.864285441177,115.747652515046,987.230724557474,569.508437909424,206.994325715176,147.110873452486,"grav"
"C2-2","21022017",7,1545,"1540",214,111.3,0.4,406.34,406.13,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,7.13194444444444,0.71038448707256,176.844,30,150,0.199999999999989,1.44999999999999,181.080709622324,128.799710324514,1168.3114341798,698.308148233938,150.900591351936,107.333091937095,"grav"
"C2-2","22022017",8,1714,"1709",125,62.2,0.4,406.01,405.9,NA,2017-02-22 17:09:00,2017-02-14 12:30:00,8.19375,0.710901663423223,176.844,30,150,0.230000000000018,1.68000000000001,208.365476183998,148.314475893524,1376.6769103638,846.622624127462,196.236942907101,139.681389984744,"grav"
"C2-2","23022017",9,1514,"1510",115,59.8,0.3,405.83,405.73,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,9.11111111111111,0.711348484848485,176.844,30,150,0.169999999999959,1.84999999999997,154.087679214917,109.748280639992,1530.76458957871,956.370904767453,167.968401263801,119.634764664336,"grav"
"C2-2","26022017",12,1131,"1128",85,44.6,0,405.67,405.59,NA,2017-02-26 11:28:00,2017-02-14 12:30:00,11.9569444444444,0.712734612176814,176.844,30,150,0.140000000000043,1.99000000000001,127.096481919797,90.6997623076058,1657.86107149851,1047.07066707506,44.6605500157412,31.8710731388366,"grav"
"C2-2","07032017",21,1038,"1034",66,36,0.3,405.46,405.32,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,20.9194444444444,0.7171,176.844,30,150,0.269999999999982,2.25999999999999,246.341933765861,176.870154449,1904.20300526437,1223.94082152406,27.4858503504448,19.7344663262482,"grav"
"C2-3","14022017",0,1230,"1230",0,0,0,404.935,404.935,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,NA,177.894,30,150,0,0,0,0,0,0,NA,NA,"grav"
"C2-3","15022017",1,941,"0929",168,90.2,0.3,404.93,404.7,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.874305555555556,0.4856,177.894,30,150,0.235000000000014,0.235000000000014,173.544766514149,84.4629394758143,173.544766514149,84.4629394758143,198.494411263204,96.6057449127661,"grav"
"C2-3","16022017",2,1257,"1250",230,112.8,0.6,404.74,404.45,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,2.01388888888889,0.4916,177.894,30,150,0.25,0.485000000000014,181.18637123692,89.2692727611567,354.731137751069,173.732212236971,158.993525034226,78.3350108324592,"grav"
"C2-3","17022017",3,904,"0854",139,69.3,0.5,404.45,404.28,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,2.85,0.5303,177.894,30,150,0.170000000000016,0.65500000000003,127.718053686754,67.8679939872162,482.449191437823,241.600206224187,152.752489459241,81.1710227089629,"grav"
"C2-3","18022017",4,1613,"1608",205,103.9,0.5,404.3,404.07,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,4.15138888888889,0.6387,177.894,30,150,0.20999999999998,0.865000000000009,175.786869430549,112.452373912468,658.236060868373,354.052580136655,135.0763564461,86.4095082358344,"grav"
"C2-3","19022017",5,1607,"1559",185,99.7,0.2,404.07,403.87,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,5.14513888888889,0.6865,177.894,30,150,0.199999999999989,1.065,176.287539951662,121.187189639754,834.523600820034,475.239769776409,177.396266618024,121.949373222394,"grav"
"C2-3","20022017",6,1057,"1052",166,82.6,0.5,403.86,403.7,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,5.93194444444444,0.7071,177.894,30,150,0.170000000000016,1.23500000000001,153.345300197942,108.569232951056,987.868901017977,583.809002727465,194.896056738779,137.987374624466,"grav"
"C2-3","21022017",7,1545,"1540",210,105.3,0.6,403.68,403.48,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,7.13194444444444,0.707564386989158,177.894,30,150,0.21999999999997,1.45499999999998,198.551423498895,140.667429688135,1186.42032451687,724.4764324156,165.459519582412,117.222858073446,"grav"
"C2-3","22022017",8,1714,"1709",201,100.6,0.4,403.47,403.28,NA,2017-02-22 17:09:00,2017-02-14 12:30:00,8.19375,0.70797529422667,177.894,30,150,0.200000000000045,1.65500000000003,180.585488767028,128.013199672125,1367.0058132839,852.489632087726,170.073972416299,120.561810024762,"grav"
"C2-3","23022017",9,1514,"1510",87,42.6,0.1,403.28,403.19,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,9.11111111111111,0.708330303030303,177.894,30,150,0.089999999999975,1.745,81.2962318096591,57.6579723045623,1448.30204509356,910.147604392288,88.6196622300599,62.8519910057303,"grav"
"C2-3","26022017",12,1131,"1128",114,58.5,0.2,403.15,403.04,NA,2017-02-26 11:28:00,2017-02-14 12:30:00,11.9569444444444,0.709431609674729,177.894,30,150,0.149999999999977,1.89499999999998,135.663388597199,96.3660889824041,1583.96543369076,1006.51369337469,47.6708832552381,33.8621688957203,"grav"
"C2-3","07032017",21,1038,"1034",84,44.6,0.3,402.92,402.84,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,20.9194444444444,0.7129,177.894,30,150,0.200000000000045,2.09500000000003,181.600680706058,129.625529334096,1765.56611439681,1136.13922270879,20.262279576687,14.463099507291,"grav"
"C3-1","14022017",0,1230,"1230",0,0,0,402.315,402.315,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,NA,181.564,30,150,0,0,0,0,0,0,NA,NA,"grav"
"C3-1","15022017",1,949,"0929",190,96.4,0.3,402.29,402.07,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.874305555555556,0.3948,181.564,30,150,0.245000000000005,0.245000000000005,179.000871010837,70.8566779392461,179.000871010837,70.8566779392461,204.734912037812,81.0433806453649,"grav"
"C3-1","16022017",2,1303,"1250",210,105.6,0.5,402.07,401.83,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,2.01388888888889,0.5645,181.564,30,150,0.240000000000009,0.485000000000014,186.335398175537,105.386616504293,365.336269186374,176.243294443539,163.511866771952,92.4782009544068,"grav"
"C3-1","17022017",3,909,"0854",164,85.3,0.4,401.83,401.64,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,2.85,0.5908,181.564,30,150,0.189999999999998,0.675000000000011,151.406752365704,89.6111279883274,516.743021552078,265.854422431866,181.084487879247,107.176099919594,"grav"
"C3-1","18022017",4,1619,"1608",281,144.9,0.6,401.63,401.36,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,4.15138888888889,0.6809,181.564,30,150,0.279999999999973,0.954999999999984,245.280113029307,167.244118941104,762.023134581384,433.098541372971,188.475647151655,128.512023092417,"grav"
"C3-1","19022017",5,1613,"1559",221,112,0.4,401.34,401.12,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,5.14513888888889,0.716,181.564,30,150,0.240000000000009,1.19499999999999,218.694689905502,156.779701782765,980.717824486887,589.878243155736,220.070128206795,157.765737643034,"grav"
"C3-1","20022017",6,1102,"1052",140,71.3,0.3,401.1,400.96,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,5.93194444444444,0.7375,181.564,30,150,0.160000000000025,1.35500000000002,149.477555430414,110.366123666436,1130.1953799173,700.244366822172,189.980299929211,140.27115452751,"grav"
"C3-1","21022017",7,1550,"1540",85,43.9,0.3,400.93,400.82,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,7.13194444444444,0.73240775646372,181.564,30,150,0.139999999999986,1.495,130.015425162455,95.3356332112787,1260.21080507976,795.580000033451,108.346187635379,79.4463610093989,"grav"
"C3-1","22022017",8,1718,"1709",55,27.7,0.2,400.83,400.76,NA,2017-02-22 17:09:00,2017-02-14 12:30:00,8.19375,0.727901946066166,181.564,30,150,0.0600000000000023,1.55500000000001,55.429353717731,40.3950997512481,1315.64015879749,835.975099784699,52.2029230565943,38.0437826303449,"grav"
"C3-1","26022017",12,1135,"1128",54,27.3,0.2,400.7,400.63,NA,2017-02-26 11:28:00,2017-02-14 12:30:00,11.9569444444444,0.711932693911593,181.564,30,150,0.129999999999995,1.685,117.910247854302,84.0498187621341,1433.55040665179,920.024918546833,31.3324888190062,22.3346999478637,"grav"
"C3-1","07032017",21,1042,"1034",41,21.5,0.1,400.5,400.45,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,20.9194444444444,0.6739,181.564,30,150,0.180000000000007,1.86500000000001,156.473465253084,105.597740407363,1590.02387190487,1025.6226589542,17.4586851049466,11.7821746619094,"grav"
"C3-2","14022017",0,1230,"1230",0,0,0,404.115,404.115,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,NA,180.744,30,150,0,0,0,0,0,0,NA,NA,"grav"
"C3-2","15022017",1,949,"0929",167,85.9,0.2,404.09,403.89,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.874305555555556,0.4862,180.744,30,150,0.225000000000023,0.225000000000023,166.409061396396,81.0899024557378,166.409061396396,81.0899024557378,190.332842264345,92.7477835871822,"grav"
"C3-2","16022017",2,1303,"1250",215,109.7,0.5,403.88,403.62,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,2.01388888888889,0.5553,180.744,30,150,0.269999999999982,0.495000000000005,207.759217827707,115.593015658955,374.168279224104,196.682918114693,182.311562261973,101.434456154111,"grav"
"C3-2","17022017",3,909,"0854",167,86.7,0.4,403.63,403.44,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,2.85,0.6023,180.744,30,150,0.180000000000007,0.675000000000011,145.111458027459,87.5525801129425,519.279737251563,284.235498227636,173.55523219231,104.714049304516,"grav"
"C3-2","18022017",4,1619,"1608",273,140.9,0.5,403.44,403.17,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,4.15138888888889,0.7035,180.744,30,150,0.269999999999982,0.944999999999993,242.558140375944,170.860726987272,761.837877627507,455.096225214907,186.384056638933,131.291060225011,"grav"
"C3-2","19022017",5,1613,"1559",236,121.5,0.4,403.16,402.93,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,5.14513888888889,0.7086,180.744,30,150,0.240000000000009,1.185,216.856368787991,153.860076880283,978.694246415498,608.95630209519,218.220245321248,154.827750319782,"grav"
"C3-2","20022017",6,1102,"1052",180,93,0.3,402.92,402.76,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,5.93194444444444,0.7311,180.744,30,150,0.170000000000016,1.35500000000002,157.635235709811,115.382516240457,1136.32948212531,724.338818335647,200.348401961278,146.646799105259,"grav"
"C3-2","21022017",7,1550,"1540",105,54.6,0.3,402.75,402.64,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,7.13194444444444,0.726336030025021,180.744,30,150,0.120000000000005,1.47500000000002,110.657487001899,80.4706208482974,1246.98696912721,804.809439183945,92.2145725015823,67.0588507069145,"grav"
"C3-2","22022017",8,1718,"1709",61,31.1,0.1,402.64,402.58,NA,2017-02-22 17:09:00,2017-02-14 12:30:00,8.19375,0.722120688536744,180.744,30,150,0.0600000000000023,1.53500000000003,55.0597068646204,39.8080259548448,1302.04667599183,844.617465138789,51.8547925997733,37.4908812131959,"grav"
"C3-2","26022017",12,1135,"1128",75,39.2,0.1,402.53,402.46,NA,2017-02-26 11:28:00,2017-02-14 12:30:00,11.9569444444444,0.707180900750625,180.744,30,150,0.120000000000005,1.65500000000003,108.253673089562,76.6528792728258,1410.30034908139,921.270344411615,28.7664309372521,20.3690987549122,"grav"
"C3-2","07032017",21,1042,"1034",50,26.7,0.3,402.32,402.27,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,20.9194444444444,0.6716,180.744,30,150,0.189999999999998,1.84500000000003,164.752180511706,110.8063609529,1575.0525295931,1032.07670536452,18.3823911310132,12.363331766014,"grav"
"C3-3","14022017",0,1230,"1230",0,0,0,401.855,401.855,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,NA,183.294,30,150,0,0,0,0,0,0,NA,NA,"grav"
"C3-3","15022017",1,949,"0929",183,92.5,0.3,401.86,401.63,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.874305555555556,0.4329,183.294,30,150,0.225000000000023,0.225000000000023,166.086179812917,72.0770805949507,166.086179812917,72.0770805949507,189.963541644639,82.4392343580056,"grav"
"C3-3","16022017",2,1303,"1250",214,106.1,0.5,401.63,401.38,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,2.01388888888889,0.565,183.294,30,150,0.25,0.475000000000023,194.194267628193,109.92843718629,360.28044744111,182.005517781241,170.408132470809,96.4637108764521,"grav"
"C3-3","17022017",3,909,"0854",180,85.9,0.5,401.38,401.19,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,2.85,0.5868,183.294,30,150,0.189999999999998,0.66500000000002,150.80180514587,88.6503497266359,511.082252586981,270.655867507877,180.36096296516,106.026996350794,"grav"
"C3-3","18022017",4,1619,"1608",263,134.2,0.5,401.18,400.92,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,4.15138888888889,0.6861,183.294,30,150,0.269999999999982,0.935000000000002,237.882715075686,163.435208123186,748.964967662666,434.091075631063,182.791413932224,125.585218621872,"grav"
"C3-3","19022017",5,1613,"1559",208,106.7,0.4,400.9,400.69,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,5.14513888888889,0.7228,183.294,30,150,0.230000000000018,1.16500000000002,211.227731158264,152.860314387416,960.19269882093,586.951390018479,212.556207454857,153.821700012494,"grav"
"C3-3","20022017",6,1102,"1052",149,74.2,0.1,400.68,400.54,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,5.93194444444444,0.7398,183.294,30,150,0.149999999999977,1.315,140.514694483524,104.070941709357,1100.70739330445,691.022331727836,178.588843827251,132.270217176941,"grav"
"C3-3","21022017",7,1550,"1540",75,37.4,0.2,400.49,400.41,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,7.13194444444444,0.735716597164304,183.294,30,150,0.129999999999995,1.44499999999999,121.196712088772,89.26938716543,1221.90410539323,780.291718893266,100.997260073977,74.3911559711917,"grav"
"C3-3","22022017",8,1718,"1709",51,25.8,0.3,400.41,400.36,NA,2017-02-22 17:09:00,2017-02-14 12:30:00,8.19375,0.732103447317209,183.294,30,150,0.0500000000000114,1.495,46.4175919889983,34.0222534845213,1268.32169738222,814.313972377787,43.7157177659631,32.0418868657362,"grav"
"C3-3","26022017",12,1135,"1128",43,21.7,0.1,400.28,400.24,NA,2017-02-26 11:28:00,2017-02-14 12:30:00,11.9569444444444,0.719297914929108,183.294,30,150,0.120000000000005,1.61500000000001,109.76200160951,79.0484093388266,1378.08369899173,893.362381716614,29.1672416161088,21.00566699537,"grav"
"C3-3","07032017",21,1042,"1034",74,37.9,0.2,400.14,400.08,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,20.9194444444444,0.6888,183.294,30,150,0.160000000000025,1.77500000000003,141.390464186429,97.5221908194124,1519.47416317816,990.884572536026,15.7757840096434,10.8811370509805,"grav"
"C4-1","14022017",0,1230,"1230",0,0,0,391.69,391.69,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,NA,184.034,30,150,0,0,0,0,0,0,NA,NA,"grav"
"C4-1","15022017",1,956,"0929",189,92.5,0.3,391.69,391.44,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.874305555555556,0.3782,184.034,30,150,0.25,0.25,182.220373064144,69.1032541977737,182.220373064144,69.1032541977737,208.417265458592,79.0378761277157,"grav"
"C4-1","16022017",2,1309,"1250",199,100.5,0.5,391.44,391.23,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,2.01388888888889,0.5608,184.034,30,150,0.20999999999998,0.45999999999998,162.45601077172,91.2802802336045,344.676383835864,160.383534431378,142.557376911198,80.0996974627608,"grav"
"C4-1","17022017",3,915,"0854",183,87,0.1,391.23,391.03,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,2.85,0.6004,184.034,30,150,0.200000000000045,0.660000000000025,160.924770817121,96.7880120917717,505.601154652985,257.17154652315,192.468164432437,115.759748681189,"grav"
"C4-1","18022017",4,1625,"1608",281,141.7,0.4,391.02,390.74,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,4.15138888888889,0.668,184.034,30,150,0.289999999999964,0.949999999999989,250.480509726674,167.563748415606,756.081664379659,424.735294938756,192.471683034371,128.757629518929,"grav"
"C4-1","19022017",5,1619,"1559",230,113.8,0.2,390.74,390.51,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,5.14513888888889,0.7031,184.034,30,150,0.230000000000018,1.18000000000001,206.530292717841,145.399834214562,962.6119570975,570.135129153317,207.829225376444,146.314298580691,"grav"
"C4-1","20022017",6,1107,"1052",186,91.3,0.5,390.51,390.34,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,5.93194444444444,0.7284,184.034,30,150,0.170000000000016,1.35000000000002,157.140718814722,114.597123618979,1119.75267591222,684.732252772297,199.719889755693,145.648594890847,"grav"
"C4-1","21022017",7,1554,"1540",140,69,0,390.35,390.2,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,7.13194444444444,0.723916263552961,184.034,30,150,0.139999999999986,1.49000000000001,128.739302767044,93.308893329566,1248.49197867927,778.041146101863,107.28275230587,77.7574111079717,"grav"
"C4-1","23022017",9,1518,"1510",97,47.4,0,390.2,390.11,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,9.11111111111111,0.716521212121212,184.034,30,150,0.089999999999975,1.57999999999998,82.0595030457084,58.8702010533319,1330.55148172498,836.911347155195,41.4616436441474,29.7449436901046,"grav"
"C4-1","26022017",12,1139,"1128",67,33.8,0.3,390.11,390.03,NA,2017-02-26 11:28:00,2017-02-14 12:30:00,11.9569444444444,0.705887906588824,184.034,30,150,0.0800000000000409,1.66000000000003,72.063437221114,50.9340812526178,1402.61491894609,887.845428407813,25.3224376765262,17.8977737930136,"grav"
"C4-1","02032017",16,1536,"1536",81,40.9,0,390.03,389.94,NA,2017-03-02 15:36:00,2017-02-14 12:30:00,16.1291666666667,0.69029861921972,184.034,30,150,0.089999999999975,1.75,79.6647944885953,55.0669206193898,1482.27971343468,942.912349027202,19.0940918880788,13.1984629979896,"grav"
"C4-1","07032017",21,1047,"1034",77,38.6,0.1,389.92,389.86,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,20.9194444444444,0.6724,184.034,30,150,0.0799999999999841,1.82999999999998,69.429909165417,46.7515072618869,1551.7096226001,989.663856289089,14.4939213102639,9.7596651865928,"grav"
"C4-2","14022017",0,1230,"1230",0,0,0,377.52,377.52,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,NA,184.254,30,150,0,0,0,0,0,0,NA,NA,"grav"
"C4-2","15022017",1,956,"0929",177,85.8,0.3,377.5,377.3,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.874305555555556,0.4715,184.254,30,150,0.21999999999997,0.21999999999997,162.832900271192,76.9531905759399,162.832900271192,76.9531905759399,186.242554718441,88.0163577675563,"grav"
"C4-2","16022017",2,1309,"1250",224,105.6,0.4,377.31,377.04,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,2.01388888888889,0.5377,184.254,30,150,0.259999999999991,0.479999999999961,196.710481429169,105.985042560992,359.543381700361,182.938233136932,172.616144581355,93.0033280242708,"grav"
"C4-2","17022017",3,915,"0854",167,79.6,0.5,377.03,376.86,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,2.85,0.5905,184.254,30,150,0.180000000000007,0.659999999999968,143.394834082884,84.8262348792197,502.938215783245,267.764468016152,171.50212714232,101.453304174482,"grav"
"C4-2","18022017",4,1625,"1608",269,126.7,0.5,376.85,376.58,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,4.15138888888889,0.6804,184.254,30,150,0.28000000000003,0.939999999999998,245.145089917098,167.029674991599,748.083305700343,434.794143007751,188.3718940665,128.347242256085,"grav"
