"id","date","day","time.orig","time","vol","pres.init","pres.resid","mass.init","mass.final","notes","date.time","start.time","time.d","xCH4","vol.hs","temperature","pressure","massloss","cmassloss","vBg","vCH4","cvBg","cvCH4","rvBg","rvCH4","method"
"A1","07032017",21,1104,"1034",103,49.2,0.3,383.57,383.48,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,20.9194444444444,0.677,190.544,30,150,0.109999999999957,1.78999999999996,95.9478319242709,65.0483701252062,1522.59545976812,988.12182576598,16.8329529691703,11.4119947588081,"grav"
"A2","14022017",0,1230,"1230",0,0,0,391.09,391.09,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,NA,193.374,30,150,0,0,0,0,0,0,NA,NA,"grav"
"A2","15022017",1,1016,"0929",174,86.1,0.2,391.09,390.87,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.874305555555556,0.4637,193.374,30,150,0.21999999999997,0.21999999999997,163.169041246342,75.8389742220715,163.169041246342,75.8389742220715,186.627020964839,86.7419562190492,"grav"
"A2","16022017",2,1325,"1250",202,98.8,0.4,390.89,390.65,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,2.01388888888889,0.5483,193.374,30,150,0.220000000000027,0.439999999999998,168.145094997538,92.376044118968,331.31413624388,168.215018341039,147.549626323251,81.0612452963521,"grav"
"A2","17022017",3,932,"0854",169,79.9,0.4,390.67,390.44,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,2.85,0.5829,193.374,30,150,0.20999999999998,0.649999999999977,166.028871239865,96.9547036499072,497.343007483745,265.169721990947,198.572736366616,115.959113999889,"grav"
"A2","18022017",4,1644,"1608",255,123.9,0.5,390.48,390.2,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,4.15138888888889,0.6897,193.374,30,150,0.240000000000009,0.889999999999986,212.298004358623,146.620474301716,709.641011842368,411.790196292663,163.131871011962,112.664612056815,"grav"
"A2","19022017",5,1634,"1559",214,101,0.4,390.19,389.99,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,5.14513888888889,0.7333,193.374,30,150,0.20999999999998,1.09999999999997,195.226467728454,143.326378864137,904.867479570822,555.1165751568,196.454307148129,144.227802630578,"grav"
"A2","20022017",6,1121,"1052",150,71.8,0.5,389.99,389.85,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,5.93194444444444,0.723,193.374,30,150,0.139999999999986,1.23999999999995,128.603094621433,93.0925673079255,1033.47057419225,648.209142464725,163.449652475607,118.317119967708,"grav"
"A2","21022017",7,1605,"1540",104,48.9,0.2,389.85,389.76,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,7.13194444444444,0.7193329441201,193.374,30,150,0.0900000000000318,1.32999999999998,82.3248170619822,59.2915732507291,1115.79539125424,707.500715715454,68.6040142183185,49.4096443756076,"grav"
"A2","23022017",9,1531,"1510",85,40.9,0.1,389.74,389.66,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,9.11111111111111,0.713284848484849,193.374,30,150,0.0999999999999659,1.42999999999995,90.8402467973348,64.8761441536556,1206.63563805157,772.37685986911,45.8982299607586,32.7795254671102,"grav"
"A2","01032017",15,1750,"1746",130,63,0.4,389.64,389.51,NA,2017-03-01 17:46:00,2017-02-14 12:30:00,15.2194444444444,0.694618515429525,193.374,30,150,0.150000000000034,1.57999999999998,133.416120071279,92.7969730709229,1340.05175812285,865.173832940033,21.8416567647387,15.1918646227977,"grav"
"A2","07032017",21,1104,"1034",96,45.4,0.1,389.49,389.4,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,20.9194444444444,0.6772,193.374,30,150,0.110000000000014,1.69,95.9688855553297,65.0818075398441,1436.02064367818,930.255640479877,16.8366465886543,11.4178609719025,"grav"
"A3","14022017",0,1230,"1230",0,0,0,391.14,391.14,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,NA,190.314,30,150,0,0,0,0,0,0,NA,NA,"grav"
"A3","15022017",1,1016,"0929",179,88.8,0.3,391.13,390.92,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.874305555555556,0.4597,190.314,30,150,0.21999999999997,0.21999999999997,163.051770356404,75.132045638141,163.051770356404,75.132045638141,186.492890637984,85.9333961230524,"grav"
"A3","16022017",2,1325,"1250",201,99.7,0.2,390.93,390.7,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,2.01388888888889,0.5577,190.314,30,150,0.220000000000027,0.439999999999998,169.679763886815,94.8134080068741,332.731534243219,169.945453645015,148.89631931567,83.2000655270559,"grav"
"A3","17022017",3,932,"0854",163,79.1,0.5,390.7,390.51,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,2.85,0.6059,190.314,30,150,0.189999999999998,0.629999999999995,153.734647403974,93.3082950715722,486.466181647193,263.253748716587,183.8686812805,111.597960882943,"grav"
"A3","18022017",4,1644,"1608",268,129.9,0.2,390.51,390.24,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,4.15138888888889,0.699,190.314,30,150,0.269999999999982,0.899999999999977,241.331517487867,168.912602312062,727.79769913506,432.166351028649,185.441507568052,129.794102096782,"grav"
"A3","19022017",5,1634,"1559",228,110.5,0.4,390.25,390.04,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,5.14513888888889,0.7355,190.314,30,150,0.199999999999989,1.09999999999997,186.409168328548,137.262378017521,914.206867463608,569.42872904617,187.581553035017,138.125663413858,"grav"
"A3","20022017",6,1121,"1052",161,75.2,0.3,390.04,389.88,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,5.93194444444444,0.732,190.314,30,150,0.160000000000025,1.25999999999999,148.518366543303,108.842738152166,1062.72523400691,678.271467198336,188.761207257154,138.334989354915,"grav"
"A3","21022017",7,1605,"1540",77,37.3,0.3,389.89,389.81,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,7.13194444444444,0.727332110091743,190.314,30,150,0.0699999999999932,1.32999999999998,64.6248161470301,47.0596998007433,1127.35005015394,725.331166999079,53.8540134558584,39.2164165006194,"grav"
"A3","23022017",9,1531,"1510",100,47,0.2,389.81,389.73,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,9.11111111111111,0.719633333333333,190.314,30,150,0.0799999999999841,1.40999999999997,73.2029002328694,52.7437784556639,1200.55295038681,778.074945454743,36.986728538713,26.6494880618091,"grav"
"A3","01032017",15,1750,"1746",143,69.5,0.3,389.7,389.56,NA,2017-03-01 17:46:00,2017-02-14 12:30:00,15.2194444444444,0.69587247706422,190.314,30,150,0.170000000000016,1.57999999999998,151.417276139038,105.507141675848,1351.97022652585,883.582087130591,24.788640022762,17.2726562088701,"grav"
"A3","07032017",21,1104,"1034",99,47.1,0.2,389.55,389.45,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,20.9194444444444,0.6737,190.314,30,150,0.110000000000014,1.69,95.6017705898931,64.4987548919948,1447.57199711574,948.080842022586,16.7722404543672,11.3155710336833,"grav"
"B1","14022017",0,1230,"1230",0,0,0,388.55,388.55,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,NA,196.174,30,150,0,0,0,0,0,0,NA,NA,"grav"
"B1","15022017",1,1023,"0929",183,90.1,0.2,388.53,388.31,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.874305555555556,0.4095,196.174,30,150,0.240000000000009,0.240000000000009,177.042895663363,72.6863693298043,177.042895663363,72.6863693298043,202.495448574458,83.1361174224926,"grav"
"B1","16022017",2,1331,"1250",211,102.7,0.3,388.31,388.06,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,2.01388888888889,0.5184,196.174,30,150,0.25,0.490000000000009,185.729754520269,96.4850822566929,362.772650183632,169.171451586497,162.980406160382,84.6669826018512,"grav"
"B1","17022017",3,937,"0854",169,82.6,0.3,388.06,387.87,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,2.85,0.5786,196.174,30,150,0.189999999999998,0.680000000000007,149.576588497388,86.704458443677,512.349238681019,255.875910030174,178.895587571626,103.699684517355,"grav"
"B1","18022017",4,1650,"1608",260,125.5,0.2,387.86,387.59,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,4.15138888888889,0.6838,196.174,30,150,0.28000000000003,0.960000000000036,246.066177884537,168.492548556775,758.415416565556,424.368458586949,189.079667104447,129.471328666892,"grav"
"B1","19022017",5,1638,"1559",222,106.4,0.3,387.6,387.39,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,5.14513888888889,0.7247,196.174,30,150,0.199999999999989,1.16000000000003,184.080054626585,133.56327545041,942.495471192142,557.931734037359,185.237790819205,134.403296050727,"grav"
"B1","20022017",6,1126,"1052",114,54.6,0.2,387.39,387.25,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,5.93194444444444,0.715,196.174,30,150,0.139999999999986,1.30000000000001,127.425932598395,91.2229964674575,1069.92140379054,649.154730504817,161.953524220379,115.940966384059,"grav"
"B1","21022017",7,1609,"1540",84,39.9,0.2,387.3,387.19,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,7.13194444444444,0.711957464553795,196.174,30,150,0.0600000000000023,1.36000000000001,54.4216515186698,38.7946653077557,1124.34305530921,687.949395812572,45.3513762655582,32.3288877564631,"grav"
"B1","23022017",9,1534,"1510",89,41.9,0.2,387.18,387.11,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,9.11111111111111,0.706939393939394,196.174,30,150,0.0799999999999841,1.44,72.149353270561,51.0705332767946,1196.49240857977,739.019929089367,36.4544100735466,25.8040589188015,"grav"
"B1","01032017",15,1754,"1746",120,57.7,0.3,387.02,386.92,NA,2017-03-01 17:46:00,2017-02-14 12:30:00,15.2194444444444,0.691452043369475,196.174,30,150,0.189999999999998,1.63,168.397415135012,116.595729132494,1364.88982371478,855.615658221861,27.5684717819939,19.0879774841737,"grav"
"B1","07032017",21,1108,"1034",80,38.1,0.3,386.85,386.78,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,20.9194444444444,0.677,196.174,30,150,0.140000000000043,1.77000000000004,122.115422449158,82.788834704866,1487.00524616394,938.404492926727,21.4237583244136,14.524356965766,"grav"
"B2","14022017",0,1230,"1230",0,0,0,387.4,387.4,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,NA,195.054,30,150,0,0,0,0,0,0,NA,NA,"grav"
"B2","15022017",1,1023,"0929",181,89.1,0.3,387.39,387.16,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.874305555555556,0.4103,195.054,30,150,0.239999999999952,0.239999999999952,176.961758766136,72.794738296283,176.961758766136,72.794738296283,202.402647039902,83.2600660418169,"grav"
"B2","16022017",2,1331,"1250",219,106.8,0.5,387.16,386.91,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,2.01388888888889,0.5186,195.054,30,150,0.25,0.489999999999952,185.764512979926,96.5402857047849,362.726271746062,169.335024001068,163.01090718531,84.7154243844548,"grav"
"B2","17022017",3,937,"0854",172,83.4,0.2,386.92,386.71,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,2.85,0.5792,195.054,30,150,0.200000000000045,0.689999999999998,157.542701021931,91.416602765127,520.268972767993,260.751626766195,188.423164012941,109.335471745667,"grav"
"B2","18022017",4,1650,"1608",262,126.5,0.3,386.71,386.44,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,4.15138888888889,0.6829,195.054,30,150,0.269999999999982,0.95999999999998,237.042344137319,162.100529488639,757.311316905312,422.852156254834,182.145664651942,124.559638454451,"grav"
"B2","19022017",5,1638,"1559",228,109,0.4,386.44,386.26,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,5.14513888888889,0.7247,195.054,30,150,0.180000000000007,1.13999999999999,165.672049163943,120.206947905381,922.983366069255,543.059104160215,166.714011737301,120.962966445666,"grav"
"B2","20022017",6,1126,"1052",118,55.3,0.4,386.24,386.11,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,5.93194444444444,0.7133,195.054,30,150,0.149999999999977,1.28999999999996,136.262727948241,97.317960816804,1059.2460940175,640.377064977019,173.184755732981,123.687434753926,"grav"
"B2","21022017",7,1609,"1540",83,39.7,0.2,386.11,386.03,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,7.13194444444444,0.710393577981651,195.054,30,150,0.0800000000000409,1.37,72.4330333701531,51.5210745207236,1131.67912738765,691.898139497742,60.3608611417943,42.9342287672697,"grav"
"B2","23022017",9,1534,"1510",100,47.7,0.2,386.05,385.95,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,9.11111111111111,0.7056,195.054,30,150,0.0799999999999841,1.44999999999999,72.0399481770374,50.8967759106483,1203.71907556469,742.794915408391,36.3991317105031,25.7162657232749,"grav"
"B2","01032017",15,1754,"1746",162,76.7,0.1,385.93,385.77,NA,2017-03-01 17:46:00,2017-02-14 12:30:00,15.2194444444444,0.690805504587156,195.054,30,150,0.180000000000007,1.63,159.419528012341,110.276682575991,1363.13860357703,853.071597984381,26.0986948997012,18.0534814585523,"grav"
"B2","07032017",21,1108,"1034",117,55.9,0.2,385.75,385.65,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,20.9194444444444,0.677,195.054,30,150,0.120000000000005,1.75,104.67036209925,70.9618583184373,1467.80896567628,924.033456302819,18.363221420921,12.449448827796,"grav"
"B3","14022017",0,1230,"1230",0,0,0,385.45,385.45,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,NA,197.794,30,150,0,0,0,0,0,0,NA,NA,"grav"
"B3","15022017",1,1023,"0929",179,86.2,0.3,385.44,385.22,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.874305555555556,0.414,197.794,30,150,0.229999999999961,0.229999999999961,170.425570277594,70.7370774750524,170.425570277594,70.7370774750524,194.926784114167,80.9065858332609,"grav"
"B3","16022017",2,1331,"1250",218,104.2,0.3,385.23,384.97,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,2.01388888888889,0.5173,197.794,30,150,0.25,0.479999999999961,185.538814174841,96.1818304569447,355.964384452435,166.918907931997,162.812853389257,84.4008749896407,"grav"
"B3","17022017",3,937,"0854",169,81.1,0.2,384.98,384.78,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,2.85,0.5775,197.794,30,150,0.190000000000055,0.670000000000016,149.413736396398,86.4458164441787,505.378120848833,253.364724376176,178.700814294696,103.390345248852,"grav"
"B3","18022017",4,1650,"1608",261,123.4,0.4,384.78,384.51,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,4.15138888888889,0.6829,197.794,30,150,0.269999999999982,0.939999999999998,237.042344137319,162.100529488639,742.420464986152,415.465253864815,182.145664651942,124.559638454451,"grav"
"B3","19022017",5,1638,"1559",215,100.5,0.3,384.5,384.3,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,5.14513888888889,0.7217,197.794,30,150,0.20999999999998,1.14999999999998,192.615500513684,139.179636041465,935.035965499836,554.644889906281,193.826918755908,140.054979664368,"grav"
"B3","20022017",6,1126,"1052",101,47.4,0.2,384.3,384.2,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,5.93194444444444,0.7116,197.794,30,150,0.100000000000023,1.25,90.6657961543143,64.5990813288597,1025.70176165415,619.243971235141,115.232785933109,82.1029806827519,"grav"
"B3","21022017",7,1609,"1540",74,34.4,0.1,384.2,384.12,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,7.13194444444444,0.70905387823186,197.794,30,150,0.0799999999999841,1.32999999999998,72.3227451011165,51.3459144936856,1098.02450675527,670.589885728826,60.2689542509304,42.7882620780713,"grav"
"B3","23022017",9,1534,"1510",86,40.1,0.1,384.11,384.02,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,9.11111111111111,0.704854545454545,197.794,30,150,0.100000000000023,1.43000000000001,89.9740007584478,63.5003706379178,1187.99850751371,734.090256366744,45.4605477516368,32.0843977960006,"grav"
"B3","01032017",15,1754,"1746",125,58.1,0.1,383.97,383.86,NA,2017-03-01 17:46:00,2017-02-14 12:30:00,15.2194444444444,0.691894078398666,197.794,30,150,0.159999999999968,1.58999999999997,141.878240879003,98.2968786391879,1329.87674839272,832.387135005932,23.2269971425379,16.092258440249,"grav"
"B3","07032017",21,1108,"1034",110,50.8,0.3,383.83,383.74,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,20.9194444444444,0.6798,197.794,30,150,0.120000000000005,1.70999999999998,104.992824643712,71.4739939110511,1434.86957303643,903.861128916983,18.4197937971425,12.5392971773774,"grav"
"C1-1","14022017",0,1230,"1230",0,0,0,409.53,409.53,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,NA,175.154,30,150,0,0,0,0,0,0,NA,NA,"grav"
"C1-1","15022017",1,935,"0929",165,88.7,0.3,409.52,409.33,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.874305555555556,0.4528,175.154,30,150,0.199999999999989,0.199999999999989,148.337688079622,67.3280790287035,148.337688079622,67.3280790287035,169.663439900441,77.0074930908126,"grav"
"C1-1","16022017",2,1250,"1250",207,107.4,0.2,409.33,409.09,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,2.01388888888889,0.5682,175.154,30,150,0.240000000000009,0.439999999999998,187.011635345906,106.46061759354,335.349323425528,173.788696622244,164.105274160941,93.4206516360134,"grav"
"C1-1","17022017",3,858,"0854",149,79.3,0.5,409.09,408.91,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,2.85,0.5937,175.154,30,150,0.17999999999995,0.619999999999948,143.856350119149,85.5592154774523,479.205673544677,259.347912099696,172.054106454796,102.329958710574,"grav"
"C1-1","18022017",4,1608,"1608",261,137.9,0.3,408.93,408.64,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,4.15138888888889,0.6846,175.154,30,150,0.270000000000039,0.889999999999986,237.488053437563,162.808405800228,716.69372698224,422.156317899924,182.488152054478,125.103577562608,"grav"
"C1-1","19022017",5,1559,"1559",233,124.6,0.4,408.64,408.41,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,5.14513888888889,0.7186,175.154,30,150,0.229999999999961,1.11999999999995,210.208479984932,151.241537842278,926.902206967172,573.397855742201,211.530545896787,152.192742482795,"grav"
"C1-1","20022017",6,1052,"1052",204,108.9,0.3,408.41,408.21,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,5.93194444444444,0.734,175.154,30,150,0.200000000000045,1.31999999999999,186.082175229627,136.74304699013,1112.9843821968,710.140902732332,236.503382463074,173.795223005991,"grav"
"C1-1","21022017",7,1540,"1540",261,139.1,0.5,408.22,407.97,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,7.13194444444444,0.733015179316097,175.154,30,150,0.239999999999952,1.55999999999995,223.041731593917,163.683681204428,1336.02611379072,873.824583936759,185.868109661598,136.403067670356,"grav"
"C1-1","22022017",8,1709,"1709",118,62.1,0.4,407.98,407.87,NA,2017-02-22 17:09:00,2017-02-14 12:30:00,8.19375,0.732143772588268,175.154,30,150,0.100000000000023,1.65999999999997,92.8395525367789,68.0514451219516,1428.8656663275,941.876029058711,87.4355498057304,64.0903080285221,"grav"
"C1-1","23022017",9,1510,"1510",74,38.4,0.3,407.86,407.79,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,9.11111111111111,0.731390909090909,175.154,30,150,0.0799999999999841,1.73999999999995,74.2064480451485,54.337614894603,1503.07211437264,996.213643953314,80.8912075586781,59.2325249418837,"grav"
"C1-1","26022017",12,1128,"1128",138,74,0.4,407.78,407.64,NA,2017-02-26 11:28:00,2017-02-14 12:30:00,11.9569444444444,0.729055379482902,175.154,30,150,0.150000000000034,1.88999999999999,138.759238366473,101.282923149478,1641.83135273912,1097.49656710279,48.758736761279,35.5898997889821,"grav"
"C1-1","07032017",21,1034,"1034",149,80.9,0,407.59,407.45,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,20.9194444444444,0.7217,175.154,30,150,0.189999999999998,2.07999999999998,174.271167131443,125.924432608956,1816.10251987056,1223.42099971175,19.4444816883061,14.0501458977914,"grav"
"C1-2","14022017",0,1230,"1230",0,0,0,410.615,410.615,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,NA,173.874,30,150,0,0,0,0,0,0,NA,NA,"grav"
"C1-2","15022017",1,935,"0929",155,81.4,0.4,410.61,410.41,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.874305555555556,0.4681,173.874,30,150,0.204999999999984,0.204999999999984,151.799604715626,71.2227135410941,151.799604715626,71.2227135410941,173.623058610407,81.4620393162633,"grav"
"C1-2","16022017",2,1250,"1250",210,108.2,0.5,410.43,410.17,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,2.01388888888889,0.5518,173.874,30,150,0.240000000000009,0.444999999999993,184.050844514886,101.758284274872,335.850449230512,172.980997815966,161.507139610869,89.2942896744759,"grav"
"C1-2","17022017",3,858,"0854",146,76.8,0.5,410.18,410,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,2.85,0.5719,173.874,30,150,0.170000000000016,0.615000000000009,132.94905008759,76.1758718716567,468.799499318102,249.156869687622,159.008830669543,91.1073550624465,"grav"
"C1-2","18022017",4,1608,"1608",244,126.5,0.5,410.02,409.76,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,4.15138888888889,0.6684,173.874,30,150,0.240000000000009,0.855000000000018,207.384324267858,138.81655875118,676.18382358596,387.973428438802,159.356150984907,106.668006724492,"grav"
"C1-2","19022017",5,1559,"1559",245,122.13,0.3,409.76,409.51,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,5.14513888888889,0.7131,173.874,30,150,0.25,1.10500000000002,227.052686937247,162.114237782854,903.236510523207,550.087666221656,228.480691257607,163.133824184004,"grav"
"C1-2","20022017",6,1052,"1052",190,99.2,0.7,409.51,409.33,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,5.93194444444444,0.714,173.874,30,150,0.180000000000007,1.28500000000003,163.646093752847,116.989321880631,1066.88260427605,667.076988102287,207.987974407855,148.688988091887,"grav"
"C1-2","21022017",7,1540,"1540",292,151.6,0.6,409.32,409.06,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,7.13194444444444,0.712863052543786,173.874,30,150,0.269999999999982,1.55500000000001,245.150579603618,174.97804362754,1312.03318387967,842.055031729827,204.292149669682,145.815036356284,"grav"
"C1-2","22022017",8,1709,"1709",232,120.2,0.4,409.05,408.84,NA,2017-02-22 17:09:00,2017-02-14 12:30:00,8.19375,0.711857038272635,173.874,30,150,0.220000000000027,1.77500000000003,199.523207303114,142.210818472346,1511.55639118279,984.265850202173,187.909364628178,133.933014126997,"grav"
"C1-2","23022017",9,1510,"1510",75,38.1,0.4,408.82,408.75,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,9.11111111111111,0.710987878787879,173.874,30,150,0.089999999999975,1.86500000000001,81.5423236104047,58.0488157447584,1593.09871479319,1042.31466594693,88.8879227849983,63.278042901175,"grav"
"C1-2","26022017",12,1128,"1128",70,37.4,0.3,408.71,408.65,NA,2017-02-26 11:28:00,2017-02-14 12:30:00,11.9569444444444,0.708291576313595,173.874,30,150,0.100000000000023,1.96500000000003,90.325174054885,64.0581046984135,1683.42388884808,1106.37277064534,31.7394462271924,22.5094364972463,"grav"
"C1-2","07032017",21,1034,"1034",84,46.2,0.2,408.5,408.43,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,20.9194444444444,0.6998,173.874,30,150,0.21999999999997,2.185,196.817442765572,137.913518371332,1880.24133161365,1244.28628901668,21.9601051900219,15.3878402645837,"grav"
"C1-3","14022017",0,1230,"1230",0,0,0,384.725,384.725,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,NA,177.144,30,150,0,0,0,0,0,0,NA,NA,"grav"
"C1-3","15022017",1,935,"0929",159,77.7,0.1,384.71,384.54,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.874305555555556,0.4681,177.144,30,150,0.185000000000002,0.185000000000002,137.728524387883,64.6207166170967,137.728524387883,64.6207166170967,157.529050928158,73.910907012406,"grav"
"C1-3","16022017",2,1250,"1250",182,85.9,0.5,384.51,384.29,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,2.01388888888889,0.5489,177.144,30,150,0.25,0.435000000000002,191.184348205351,105.148077749801,328.912872593234,169.768794366898,167.766886907804,92.2688799266992,"grav"
"C1-3","17022017",3,858,"0854",140,70,0.5,384.27,384.12,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,2.85,0.5917,177.144,30,150,0.170000000000016,0.605000000000018,135.591581298905,80.3727446903655,464.50445389214,250.141539057263,162.16933311497,96.1268707260185,"grav"
