"id","date","elapsed.time","day","time.orig","time","vol","pres.init","pres.resid","mass.init","mass.final","notes","date.time","start.time","mass.tot","mass.vent","mass.leak","cmass.tot","cmass.vent","cmass.leak","xCH4","vol.hs","temperature","pres.init.abs","pres.resid.abs","rh.resid","pres.resid.prev","rh.resid.prev","temp.prev","vBg","vCH4","cvBg","cvCH4","rvBg","rvCH4","method"
"A1","14022017",0,0,1230,"1230",0,0,0,385.27,385.27,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,0,0,0,0,0,0,190.544,30,101.325,101.325,1,101.325,1,20,-8.96294298839175,0,-8.96294298839175,0,NA,NA,"man"
"A1","15022017",0.874305555555556,1,1016,"0929",187,92.2,0.3,385.26,385.04,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.229999999999961,0.21999999999997,0.00999999999999091,0.229999999999961,0.21999999999997,0.00999999999999091,0.4615,190.544,30,193.525,101.625,0.525125952719287,101.325,1,30,156.195962108907,72.2542304316662,147.233019120516,72.2542304316662,178.65145785292,82.641852122001,"man"
"A1","16022017",2.01388888888889,2,1325,"1250",201,99.1,0.3,385.04,384.8,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,0.240000000000009,0.240000000000009,0,0.46999999999997,0.45999999999998,0.00999999999999091,0.5443,190.544,30,200.425,101.625,0.507047524011476,101.625,0.525125952719287,30,163.949984626207,89.4157908130919,311.183003746722,161.670021244758,143.868359452613,78.4635824319636,"man"
"A1","17022017",2.85,3,932,"0854",165,77.7,0.4,384.8,384.62,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,0.180000000000007,0.180000000000007,0,0.649999999999977,0.639999999999986,0.00999999999999091,0.5829,190.544,30,179.025,101.725,0.568216729507052,101.625,0.507047524011476,30,127.56580455573,74.4936991030574,438.748808302452,236.163720347815,152.570397475291,89.0954540767463,"man"
"A1","18022017",4.15138888888889,4,1644,"1608",257,125.5,0.4,384.6,384.36,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,0.259999999999991,0.240000000000009,0.0199999999999818,0.909999999999968,0.879999999999995,0.0299999999999727,0.6854,190.544,30,226.825,101.725,0.448473492780778,101.725,0.568216729507052,30,208.815732023347,143.319062278362,647.564540325799,379.482782626177,160.456058758601,110.127774642925,"man"
"A1","19022017",5.14513888888889,5,1634,"1559",230,108.7,0.3,384.36,384.12,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,0.240000000000009,0.240000000000009,0,1.14999999999998,1.12,0.0299999999999727,0.727,190.544,30,210.025,101.625,0.483870967741935,101.725,0.448473492780778,30,179.490724000938,130.645399462787,827.055264326737,510.128182088964,180.619596478932,131.467068641798,"man"
"A1","20022017",5.93194444444444,6,1121,"1052",171,82.3,0.3,384.13,383.97,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,0.149999999999977,0.159999999999968,-0.00999999999999091,1.29999999999995,1.27999999999997,0.0199999999999818,0.7242,190.544,30,183.625,101.625,0.553437712729748,101.625,0.483870967741935,30,135.191400905588,98.0235897149965,962.246665232325,608.151771803961,171.823139721136,124.584262303261,"man"
"A1","21022017",7.13194444444444,7,1605,"1540",124,58.7,0.3,383.98,383.86,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,0.110000000000014,0.120000000000005,-0.00999999999999091,1.40999999999997,1.39999999999998,0.00999999999999091,0.720420850708924,190.544,30,160.025,101.625,0.635057022340259,101.625,0.553437712729748,30,95.712707156629,69.037659366612,1057.95937238895,677.189431170573,79.7605892971908,57.53138280551,"man"
"A1","23022017",9.11111111111111,9,1531,"1510",102,48.5,0.1,383.85,383.75,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,0.110000000000014,0.100000000000023,0.00999999999999091,1.51999999999998,1.5,0.0199999999999818,0.714187878787879,190.544,30,149.825,101.425,0.676956449190723,101.625,0.635057022340259,30,79.0219175396111,56.5069740331867,1136.98128992857,733.696405203759,39.9268635989614,28.5508921430838,"man"
"A1","01032017",15.2194444444444,15,1750,"1746",158,76.4,0.2,383.74,383.59,NA,2017-03-01 17:46:00,2017-02-14 12:30:00,0.160000000000025,0.150000000000034,0.00999999999999091,1.68000000000001,1.65000000000003,0.0299999999999727,0.694950959132611,190.544,30,177.725,101.525,0.571247714165143,101.425,0.676956449190723,30,126.928500334117,88.3266633669009,1263.90979026268,822.02306857066,20.7795634926248,14.4600267449224,"man"
"A1","07032017",20.9194444444444,21,1104,"1034",103,49.2,0.3,383.57,383.48,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,0.109999999999957,0.089999999999975,0.0199999999999818,1.78999999999996,1.74000000000001,0.0499999999999545,0.677,190.544,30,150.525,101.625,0.6751370204285,101.525,0.571247714165143,30,79.9167177491872,54.1799864685193,1343.82650801187,876.203055039179,14.020476798103,9.50526078395076,"man"
"A1","17032017",30.96875,31,1224,"1145",119,51.4,0.1,383.47,383.35,NA,2017-03-17 11:45:00,2017-02-14 12:30:00,0.129999999999995,0.120000000000005,0.00999999999999091,1.91999999999996,1.86000000000001,0.0599999999999454,0.677,190.544,30,152.725,101.425,0.664102144377148,101.625,0.6751370204285,30,84.2240512654434,57.1001673543082,1428.05055927731,933.303222393488,8.38108173742232,5.68200131229381,"man"
"A1","06042017",50.8645833333333,51,940,"0915",135,66.8,0.2,383.33,383.2,NA,2017-04-06 09:15:00,2017-02-14 12:30:00,0.150000000000034,0.129999999999995,0.0200000000000387,2.06999999999999,1.99000000000001,0.0799999999999841,0.677,190.544,30,168.125,101.525,0.603866171003718,101.425,0.664102144377148,30,110.572384995627,74.9631678024703,1538.62294427294,1008.26639019596,5.55756490030376,3.76778225604039,"man"
"A1","16042017",60.9166666666667,61,1100,"1030",64,31.7,0.2,383.16,383.09,NA,2017-04-16 10:30:00,2017-02-14 12:30:00,0.110000000000014,0.07000000000005,0.0399999999999636,2.18000000000001,2.06000000000006,0.119999999999948,0.677,190.544,30,133.025,101.525,0.763202405562864,101.525,0.603866171003718,30,50.5053741589212,34.2404013276144,1589.12831843186,1042.50679152357,5.02436882824502,3.40629899217719,"man"
"A2","14022017",0,0,1230,"1230",0,0,0,391.09,391.09,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,0,0,0,0,0,0,193.374,30,101.325,101.325,1,101.325,1,20,-9.09606252328734,0,-9.09606252328734,0,NA,NA,"man"
"A2","15022017",0.874305555555556,1,1016,"0929",174,86.1,0.2,391.09,390.87,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.21999999999997,0.21999999999997,0,0.21999999999997,0.21999999999997,0,0.4637,193.374,30,187.425,101.525,0.541683340002668,101.325,1,30,148.02833262571,68.801758080987,138.932270102422,68.801758080987,169.309609992869,78.693035454028,"man"
"A2","16022017",2.01388888888889,2,1325,"1250",202,98.8,0.4,390.89,390.65,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,0.220000000000027,0.240000000000009,-0.0199999999999818,0.439999999999998,0.45999999999998,-0.0199999999999818,0.5483,193.374,30,200.125,101.725,0.508307307932542,101.525,0.541683340002668,30,166.162432510882,91.2868032027045,305.094702613305,160.088561283691,145.809812806624,80.1054214575835,"man"
"A2","17022017",2.85,3,932,"0854",169,79.9,0.4,390.67,390.44,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,0.20999999999998,0.230000000000018,-0.0200000000000387,0.649999999999977,0.689999999999998,-0.0400000000000205,0.5829,193.374,30,181.225,101.725,0.561318802593461,101.725,0.508307307932542,30,133.080095230276,77.713840360403,438.17479784358,237.802401644095,159.165562401658,92.9467858131066,"man"
"A2","18022017",4.15138888888889,4,1644,"1608",255,123.9,0.5,390.48,390.2,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,0.240000000000009,0.28000000000003,-0.0400000000000205,0.889999999999986,0.970000000000027,-0.0800000000000409,0.6897,193.374,30,225.225,101.825,0.452103452103452,101.725,0.561318802593461,30,209.115772838893,144.422713205608,647.290570682473,382.225114849703,160.686613067239,110.975830851695,"man"
"A2","19022017",5.14513888888889,5,1634,"1559",214,101,0.4,390.19,389.99,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,0.20999999999998,0.199999999999989,0.00999999999999091,1.09999999999997,1.17000000000002,-0.07000000000005,0.7333,193.374,30,202.325,101.725,0.502780180402817,101.825,0.452103452103452,30,168.772900686493,123.905375061325,816.063471368966,506.130489911028,169.834365470685,124.684654149761,"man"
"A2","20022017",5.93194444444444,6,1121,"1052",150,71.8,0.5,389.99,389.85,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,0.139999999999986,0.139999999999986,0,1.23999999999995,1.31,-0.07000000000005,0.723,193.374,30,173.125,101.825,0.588158844765343,101.725,0.502780180402817,30,119.113608515954,86.2233653918106,935.177079884921,592.353855302838,151.388875783737,109.586625034605,"man"
"A2","21022017",7.13194444444444,7,1605,"1540",104,48.9,0.2,389.85,389.76,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,0.0900000000000318,0.0900000000000318,0,1.32999999999998,1.40000000000003,-0.07000000000005,0.7193329441201,193.374,30,150.225,101.525,0.675819603927442,101.825,0.588158844765343,30,80.1959153908399,57.7583062009755,1015.37299527576,650.112161503814,66.8299294923666,48.1319218341462,"man"
"A2","23022017",9.11111111111111,9,1531,"1510",85,40.9,0.1,389.74,389.66,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,0.0999999999999659,0.0799999999999841,0.0199999999999818,1.42999999999995,1.48000000000002,-0.0500000000000682,0.713284848484849,193.374,30,142.225,101.425,0.713130602917912,101.525,0.675819603927442,30,67.5996655483229,48.2782225001679,1082.97266082408,698.390384003982,34.1556204875737,24.3932071579796,"man"
"A2","01032017",15.2194444444444,15,1750,"1746",130,63,0.4,389.64,389.51,NA,2017-03-01 17:46:00,2017-02-14 12:30:00,0.150000000000034,0.129999999999995,0.0200000000000387,1.57999999999998,1.61000000000001,-0.0300000000000296,0.694618515429525,193.374,30,164.325,101.725,0.619047619047619,101.425,0.713130602917912,30,106.040516732802,73.755997179526,1189.01317755689,772.146381183508,17.3599754542104,12.0746516528556,"man"
"A2","07032017",20.9194444444444,21,1104,"1034",96,45.4,0.1,389.49,389.4,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,0.110000000000014,0.0900000000000318,0.0199999999999818,1.69,1.70000000000005,-0.0100000000000477,0.6772,193.374,30,146.725,101.425,0.691259158289317,101.725,0.619047619047619,30,74.576670518347,50.5745637198126,1263.58984807523,822.72094490332,13.0836264067275,8.87273047716011,"man"
"A2","17032017",30.96875,31,1224,"1145",71,31.1,0.3,389.32,389.27,NA,2017-03-17 11:45:00,2017-02-14 12:30:00,0.129999999999995,0.0500000000000114,0.0799999999999841,1.81999999999999,1.75000000000006,0.0699999999999363,0.6772,193.374,30,132.425,101.625,0.767415518217859,101.425,0.691259158289317,30,51.0359246531411,34.6102823500929,1314.62577272837,857.331227253413,5.07855238065947,3.44404716910606,"man"
"A2","06042017",50.8645833333333,51,940,"0915",78,38.8,0.2,389.19,389.11,NA,2017-04-06 09:15:00,2017-02-14 12:30:00,0.159999999999968,0.0799999999999841,0.0799999999999841,1.97999999999996,1.83000000000004,0.14999999999992,0.6772,193.374,30,140.125,101.525,0.724531668153435,101.625,0.767415518217859,30,64.4881202550229,43.7329599771584,1379.1138929834,901.064187230572,3.24128771962419,2.19809641770011,"man"
"A2","16042017",60.9166666666667,61,1100,"1030",43,21.1,0.1,389.05,389,NA,2017-04-16 10:30:00,2017-02-14 12:30:00,0.110000000000014,0.0500000000000114,0.0600000000000023,2.08999999999997,1.88000000000005,0.209999999999923,0.6772,193.374,30,122.425,101.425,0.828466408004901,101.525,0.724531668153435,30,33.915063656109,22.9996798732844,1413.02895663951,924.063867103856,3.37393379376836,2.28805105475161,"man"
"A3","14022017",0,0,1230,"1230",0,0,0,391.14,391.14,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,0,0,0,0,0,0,190.314,30,101.325,101.325,1,101.325,1,20,-8.95212408626239,0,-8.95212408626239,0,NA,NA,"man"
"A3","15022017",0.874305555555556,1,1016,"0929",179,88.8,0.3,391.13,390.92,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.21999999999997,0.20999999999998,0.00999999999999091,0.21999999999997,0.20999999999998,0.00999999999999091,0.4597,190.314,30,190.125,101.625,0.534516765285996,101.325,1,30,150.254439598769,69.2352090909063,141.302315512507,69.2352090909063,171.85575299621,79.1888015019103,"man"
"A3","16022017",2.01388888888889,2,1325,"1250",201,99.7,0.2,390.93,390.7,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,0.220000000000027,0.230000000000018,-0.00999999999999091,0.439999999999998,0.439999999999998,0,0.5577,190.314,30,201.025,101.525,0.505036686979231,101.625,0.534516765285996,30,164.835006652486,92.106261710636,306.137322164993,161.341470801542,144.644978415344,80.8245075340133,"man"
