"id","date","elapsed.time","day","time.orig","time","vol","pres.init","pres.resid","mass.init","mass.final","notes","date.time","start.time","descrip","mass.tot","mass.vent","mass.leak","cmass.tot","cmass.vent","cmass.leak","temp.vol","temp.grav","pres.vol","pres.grav","vBg","cvBg","xCH4","xCH4.lim.flag","vCH4","cvCH4","rvBg","rvCH4","method"
"A2","20022017",5.93194444444444,6,1121,"1052",150,71.8,0.5,389.99,389.85,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,"A",0.139999999999986,0.139999999999986,0,1.23999999999995,1.31,-0.07000000000005,20,30,101.325,150,108.06372320391,957.135834091832,0.558516723955165,"",60.4719007112749,535.608263442752,137.344890921121,76.8574907539592,"gd03"
"A2","21022017",7.13194444444444,7,1605,"1540",104,48.9,0.2,389.85,389.76,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,"A",0.0900000000000318,0.0900000000000318,0,1.32999999999998,1.40000000000003,-0.07000000000005,20,30,101.325,150,69.4695363454021,1026.60537043723,0.558516723955165,"",38.8747933144085,574.48305675716,57.8912802878351,32.3956610953404,"gd03"
"A2","23022017",9.11111111111111,9,1531,"1510",85,40.9,0.1,389.74,389.66,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,"A",0.0999999999999659,0.0799999999999841,0.0199999999999818,1.42999999999995,1.48000000000002,-0.0500000000000682,20,30,101.325,150,77.1883737170598,1103.79374415429,0.558516723955165,"",43.1942147937572,617.677271550918,39.0004414570408,21.8244453694773,"gd03"
"A2","01032017",15.2194444444444,15,1750,"1746",130,63,0.4,389.64,389.51,NA,2017-03-01 17:46:00,2017-02-14 12:30:00,"A",0.150000000000034,0.129999999999995,0.0200000000000387,1.57999999999998,1.61000000000001,-0.0300000000000296,20,30,101.325,150,115.782560575656,1219.57630472995,0.558516723955165,"",64.7913221906727,682.46859374159,18.9548530273925,10.6070377392643,"gd03"
"A2","07032017",20.9194444444444,21,1104,"1034",96,45.4,0.1,389.49,389.4,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,"A",0.110000000000014,0.0900000000000318,0.0199999999999818,1.69,1.70000000000005,-0.0100000000000477,20,30,101.325,150,84.9072110888053,1304.48351581875,0.558516723955165,"",47.5136362731551,729.982230014745,14.8960019454044,8.33572566195703,"gd03"
"A2","17032017",30.96875,31,1224,"1145",71,31.1,0.3,389.32,389.27,NA,2017-03-17 11:45:00,2017-02-14 12:30:00,"A",0.129999999999995,0.0500000000000114,0.0799999999999841,1.81999999999999,1.75000000000006,0.0699999999999363,20,30,101.325,150,100.344885832209,1404.82840165096,0.558516723955165,"",56.1524792319016,786.134709246647,9.98525572513166,5.58769747038479,"gd03"
"A2","06042017",50.8645833333333,51,940,"0915",78,38.8,0.2,389.19,389.11,NA,2017-04-06 09:15:00,2017-02-14 12:30:00,"A",0.159999999999968,0.0799999999999841,0.0799999999999841,1.97999999999996,1.83000000000004,0.14999999999992,20,30,101.325,150,123.501397947313,1528.32979959828,0.558516723955165,"",69.1107436700214,855.245452916668,6.2074001062524,3.47362900121574,"gd03"
"A2","16042017",60.9166666666667,61,1100,"1030",43,21.1,0.1,389.05,389,NA,2017-04-16 10:30:00,2017-02-14 12:30:00,"A",0.110000000000014,0.0500000000000114,0.0600000000000023,2.08999999999997,1.88000000000005,0.209999999999923,20,30,101.325,150,84.9072110888053,1613.23701068708,0.558516723955165,"",47.5136362731551,902.759089189823,8.44672773525939,4.72674516292527,"gd03"
"A3","14022017",0,0,1230,"1230",0,0,0,391.14,391.14,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,"A",0,0,0,0,0,0,20,30,101.325,150,0,0,0.638428742927528,"",0,0,NA,NA,"gd03"
"A3","15022017",0.874305555555556,1,1016,"0929",179,88.8,0.3,391.13,390.92,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,"A",0.21999999999997,0.20999999999998,0.00999999999999091,0.21999999999997,0.20999999999998,0.00999999999999091,20,30,101.325,150,184.105085015109,184.105085015109,0.638428742927528,"",117.723728946646,117.723728946646,210.572932821093,134.648268215385,"gd03"
"A3","16022017",2.01388888888889,2,1325,"1250",201,99.7,0.2,390.93,390.7,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,"A",0.220000000000027,0.230000000000018,-0.00999999999999091,0.439999999999998,0.439999999999998,0,20,30,101.325,150,184.105085015156,368.210170030265,0.638428742927528,"",117.723728946676,235.447457893322,161.554736393556,103.304186278619,"gd03"
"A3","17022017",2.85,3,932,"0854",163,79.1,0.5,390.7,390.51,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,"A",0.189999999999998,0.189999999999998,0,0.629999999999995,0.629999999999995,0,20,30,101.325,150,158.999846149432,527.210016179697,0.638428742927528,"",101.670493181206,337.117951074528,190.165928949486,121.599260947622,"gd03"
"A3","18022017",4.15138888888889,4,1644,"1608",268,129.9,0.2,390.51,390.24,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,"A",0.269999999999982,0.269999999999982,0,0.899999999999977,0.899999999999977,0,20,30,101.325,150,225.947149791285,753.157165970982,0.638428742927528,"",144.479121889075,481.597072963603,173.620008377508,111.019175837923,"gd03"
"A3","19022017",5.14513888888889,5,1634,"1559",228,110.5,0.4,390.25,390.04,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,"A",0.199999999999989,0.20999999999998,-0.00999999999999091,1.09999999999997,1.10999999999996,-0.00999999999999091,20,30,101.325,150,167.368259104657,920.525425075639,0.638428742927528,"",107.021571769686,588.618644733289,168.420889665064,107.694663416036,"gd03"
"A3","20022017",5.93194444444444,6,1121,"1052",161,75.2,0.3,390.04,389.88,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,"A",0.160000000000025,0.160000000000025,0,1.25999999999999,1.26999999999998,-0.00999999999999091,20,30,101.325,150,133.894607283754,1054.42003235939,0.638428742927528,"",85.6172574157671,674.235902149056,170.174964244136,108.816284800269,"gd03"
"A3","21022017",7.13194444444444,7,1605,"1540",77,37.3,0.3,389.89,389.81,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,"A",0.0699999999999932,0.0799999999999841,-0.00999999999999091,1.32999999999998,1.34999999999997,-0.0199999999999818,20,30,101.325,150,58.5788906866277,1112.99892304602,0.638428742927528,"",37.4575501193886,711.693452268445,48.8157422388564,31.2146250994905,"gd03"
"A3","23022017",9.11111111111111,9,1531,"1510",100,47,0.2,389.81,389.73,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,"A",0.0799999999999841,0.0799999999999841,0,1.40999999999997,1.42999999999995,-0.0199999999999818,20,30,101.325,150,66.9473036418534,1179.94622668787,0.638428742927528,"",42.8086287078684,754.502080976313,33.8260060506207,21.6296229260809,"gd03"
"A3","01032017",15.2194444444444,15,1750,"1746",143,69.5,0.3,389.7,389.56,NA,2017-03-01 17:46:00,2017-02-14 12:30:00,"A",0.170000000000016,0.139999999999986,0.0300000000000296,1.57999999999998,1.56999999999994,0.0100000000000477,20,30,101.325,150,142.26302023898,1322.20924692685,0.638428742927528,"",90.9683360042469,845.47041698056,23.2899896707744,14.8924970266161,"gd03"
"A3","07032017",20.9194444444444,21,1104,"1034",99,47.1,0.2,389.55,389.45,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,"A",0.110000000000014,0.100000000000023,0.00999999999999091,1.69,1.66999999999996,0.0200000000000387,20,30,101.325,150,92.0525425075782,1414.26178943443,0.638428742927528,"",58.861864473338,904.332281453898,16.1495688609786,10.3266428900593,"gd03"
"A3","17032017",30.96875,31,1224,"1145",116,50.8,0.4,389.45,389.32,NA,2017-03-17 11:45:00,2017-02-14 12:30:00,"A",0.129999999999995,0.129999999999995,0,1.81999999999999,1.79999999999995,0.0200000000000387,20,30,101.325,150,108.78936841803,1523.05115785246,0.638428742927528,"",69.5640216502975,973.896303104196,10.8255608127954,6.92227152072617,"gd03"
"A3","06042017",50.8645833333333,51,940,"0915",114,56.6,0.1,389.3,389.18,NA,2017-04-06 09:15:00,2017-02-14 12:30:00,"A",0.139999999999986,0.120000000000005,0.0199999999999818,1.95999999999998,1.91999999999996,0.0400000000000205,20,30,101.325,150,117.157781373255,1640.20893922572,0.638428742927528,"",74.9151002387773,1048.81140334297,5.88855864493849,3.76536629472388,"gd03"
"A3","16042017",60.9166666666667,61,1100,"1030",52,26.1,0.2,389.13,389.07,NA,2017-04-16 10:30:00,2017-02-14 12:30:00,"A",0.110000000000014,0.0600000000000023,0.0500000000000114,2.06999999999999,1.97999999999996,0.0900000000000318,20,30,101.325,150,92.0525425075782,1732.2614817333,0.638428742927528,"",58.861864473338,1107.67326781631,9.15755863287825,5.85568807195902,"gd03"
"B1","14022017",0,0,1230,"1230",0,0,0,388.55,388.55,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,"B",0,0,0,0,0,0,20,30,101.325,150,0,0,0.476186206114221,"",0,0,NA,NA,"gd03"
"B1","15022017",0.874305555555556,1,1023,"0929",183,90.1,0.2,388.53,388.31,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,"B",0.240000000000009,0.21999999999997,0.0200000000000387,0.240000000000009,0.21999999999997,0.0200000000000387,20,30,101.325,150,171.525230035965,171.525230035965,0.476186206114221,"",81.8650808496444,81.8650808496444,196.184536339785,93.634405419768,"gd03"
"B1","16022017",2.01388888888889,2,1331,"1250",211,102.7,0.3,388.31,388.06,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,"B",0.25,0.25,0,0.490000000000009,0.46999999999997,0.0200000000000387,20,30,101.325,150,178.67211462079,350.197344656754,0.476186206114221,"",85.276125885043,167.141206734687,156.787230380218,74.8309696980267,"gd03"
"B1","17022017",2.85,3,937,"0854",169,82.6,0.3,388.06,387.87,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,"B",0.189999999999998,0.189999999999998,0,0.680000000000007,0.659999999999968,0.0200000000000387,20,30,101.325,150,135.790807111799,485.988151768553,0.476186206114221,"",64.8098556726319,231.951062407319,162.407609834709,77.5134486450082,"gd03"
"B1","18022017",4.15138888888889,4,1650,"1608",260,125.5,0.2,387.86,387.59,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,"B",0.28000000000003,0.270000000000039,0.00999999999999091,0.960000000000036,0.930000000000007,0.0300000000000296,20,30,101.325,150,200.112768375306,686.100920143859,0.476186206114221,"",95.5092609912582,327.460323398577,153.76861604079,73.3902539100383,"gd03"
"B1","19022017",5.14513888888889,5,1638,"1559",222,106.4,0.3,387.6,387.39,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,"B",0.199999999999989,0.210000000000036,-0.0100000000000477,1.16000000000003,1.14000000000004,0.0199999999999818,20,30,101.325,150,142.937691696624,829.038611840482,0.476186206114221,"",68.2209007080305,395.681224106608,143.836670889684,68.6499629766344,"gd03"
"B1","20022017",5.93194444444444,6,1126,"1052",114,54.6,0.2,387.39,387.25,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,"B",0.139999999999986,0.139999999999986,0,1.30000000000001,1.28000000000003,0.0199999999999818,20,30,101.325,150,100.056384187633,929.094996028115,0.476186206114221,"",47.7546304956194,443.435854602227,127.167866928677,60.6943229600105,"gd03"
"B1","21022017",7.13194444444444,7,1609,"1540",84,39.9,0.2,387.3,387.19,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,"B",0.0600000000000023,0.110000000000014,-0.0500000000000114,1.36000000000001,1.39000000000004,-0.0300000000000296,20,30,101.325,150,42.8813075089912,971.976303537106,0.476186206114221,"",20.4662702124111,463.902124814638,35.7344229241593,17.0552251770092,"gd03"
"B1","23022017",9.11111111111111,9,1534,"1510",89,41.9,0.2,387.18,387.11,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,"B",0.0799999999999841,0.0699999999999932,0.00999999999999091,1.44,1.46000000000004,-0.0200000000000387,20,30,101.325,150,57.1750766786414,1029.15138021575,0.476186206114221,"",27.2883602832083,491.190485097847,28.8884597955241,13.7878030904632,"gd03"
"B1","01032017",15.2194444444444,15,1754,"1746",120,57.7,0.3,387.02,386.92,NA,2017-03-01 17:46:00,2017-02-14 12:30:00,"B",0.189999999999998,0.0999999999999659,0.0900000000000318,1.63,1.56,0.0699999999999932,20,30,101.325,150,135.790807111799,1164.94218732755,0.476186206114221,"",64.8098556726319,556.000340770478,22.230418626761,10.6100718700079,"gd03"
"B1","07032017",20.9194444444444,21,1108,"1034",80,38.1,0.3,386.85,386.78,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,"B",0.140000000000043,0.07000000000005,0.0699999999999932,1.77000000000004,1.63000000000005,0.139999999999986,20,30,101.325,150,100.056384187673,1264.99857151522,0.476186206114221,"",47.7546304956388,603.754971266117,17.5537516118725,8.37800535011207,"gd03"
"B1","17032017",30.96875,31,1228,"1145",70,30.1,0.2,386.71,386.67,NA,2017-03-17 11:45:00,2017-02-14 12:30:00,"B",0.109999999999957,0.0399999999999636,0.0699999999999932,1.88,1.67000000000002,0.20999999999998,20,30,101.325,150,78.6157304331166,1343.61430194834,0.476186206114221,"",37.5214953894042,641.276466655522,7.82300130078695,3.73374012582005,"gd03"
"B1","06042017",50.8645833333333,51,945,"0915",59,28.9,0.2,386.55,386.49,NA,2017-04-06 09:15:00,2017-02-14 12:30:00,"B",0.180000000000007,0.0600000000000023,0.120000000000005,2.06,1.73000000000002,0.329999999999984,20,30,101.325,150,128.643922526974,1472.25822447531,0.476186206114221,"",61.3988106372333,702.675277292755,6.46587254585835,3.08601351893947,"gd03"
"B1","16042017",60.9166666666667,61,1103,"1030",50,24.1,0.1,386.45,386.37,NA,2017-04-16 10:30:00,2017-02-14 12:30:00,"B",0.120000000000005,0.0799999999999841,0.0400000000000205,2.18000000000001,1.81,0.370000000000005,20,30,101.325,150,85.7626150179823,1558.02083949329,0.476186206114221,"",40.9325404248222,743.607817717577,8.53182491370602,4.07204547231392,"gd03"
"B2","14022017",0,0,1230,"1230",0,0,0,387.4,387.4,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,"B",0,0,0,0,0,0,20,30,101.325,150,0,0,0.615005567809928,"",0,0,NA,NA,"gd03"
"B2","15022017",0.874305555555556,1,1023,"0929",181,89.1,0.3,387.39,387.16,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,"B",0.239999999999952,0.229999999999961,0.00999999999999091,0.239999999999952,0.229999999999961,0.00999999999999091,20,30,101.325,150,196.008224138427,196.008224138427,0.615005567809928,"",120.749016081653,120.749016081653,224.187325464127,138.108485430962,"gd03"
"B2","16022017",2.01388888888889,2,1331,"1250",219,106.8,0.5,387.16,386.91,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,"B",0.25,0.25,0,0.489999999999952,0.479999999999961,0.00999999999999091,20,30,101.325,150,204.175233477569,400.183457615997,0.615005567809928,"",125.780225085081,246.529241166734,179.166566854174,110.37387210391,"gd03"
"B2","17022017",2.85,3,937,"0854",172,83.4,0.2,386.92,386.71,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,"B",0.200000000000045,0.210000000000036,-0.00999999999999091,0.689999999999998,0.689999999999998,0,20,30,101.325,150,163.340186782092,563.523644398089,0.615005567809928,"",100.624180068087,347.153421234822,195.357034025094,120.347856559839,"gd03"
"B2","18022017",4.15138888888889,4,1650,"1608",262,126.5,0.3,386.71,386.44,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,"B",0.269999999999982,0.269999999999982,0,0.95999999999998,0.95999999999998,0,20,30,101.325,150,220.50925215576,784.032896553849,0.615005567809928,"",135.842643091878,482.9960643267,169.441474441993,104.382820732286,"gd03"
"B2","19022017",5.14513888888889,5,1638,"1559",228,109,0.4,386.44,386.26,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,"B",0.180000000000007,0.180000000000007,0,1.13999999999999,1.13999999999999,0,20,30,101.325,150,147.006168103855,931.039064657704,0.615005567809928,"",90.5617620612616,573.557826387961,147.930735198848,91.1313328918355,"gd03"
"B2","20022017",5.93194444444444,6,1126,"1052",118,55.3,0.4,386.24,386.11,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,"B",0.149999999999977,0.129999999999995,0.0199999999999818,1.28999999999996,1.26999999999998,0.0199999999999818,20,30,101.325,150,122.505140086523,1053.54420474423,0.615005567809928,"",75.468135051037,649.025961438998,155.699383693374,95.9171354576287,"gd03"
"B2","21022017",7.13194444444444,7,1609,"1540",83,39.7,0.2,386.11,386.03,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,"B",0.0800000000000409,0.0800000000000409,0,1.37,1.35000000000002,0.0199999999999818,20,30,101.325,150,65.3360747128555,1118.88027945708,0.615005567809928,"",40.2496720272464,689.275633466245,54.4467289273796,33.5413933560387,"gd03"
"B2","23022017",9.11111111111111,9,1534,"1510",100,47.7,0.2,386.05,385.95,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,"B",0.0799999999999841,0.100000000000023,-0.0200000000000387,1.44999999999999,1.45000000000005,-5.6843418860808e-14,20,30,101.325,150,65.3360747128091,1184.21635416989,0.615005567809928,"",40.2496720272178,729.525305493463,33.0119114338404,20.3366763926995,"gd03"
"B2","01032017",15.2194444444444,15,1754,"1746",162,76.7,0.1,385.93,385.77,NA,2017-03-01 17:46:00,2017-02-14 12:30:00,"B",0.180000000000007,0.160000000000025,0.0199999999999818,1.63,1.61000000000007,0.019999999999925,20,30,101.325,150,147.006168103855,1331.22252227375,0.615005567809928,"",90.5617620612616,820.087067554724,24.0664940961291,14.8259364902475,"gd03"
"B2","07032017",20.9194444444444,21,1108,"1034",117,55.9,0.2,385.75,385.65,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,"B",0.120000000000005,0.100000000000023,0.0199999999999818,1.75,1.71000000000009,0.0399999999999068,20,30,101.325,150,98.0041120692369,1429.22663434298,0.615005567809928,"",60.374508040841,880.461575595565,17.193703871796,10.5920189545335,"gd03"
"B2","17032017",30.96875,31,1228,"1145",121,51.3,0.2,385.63,385.5,NA,2017-03-17 11:45:00,2017-02-14 12:30:00,"B",0.149999999999977,0.129999999999995,0.0199999999999818,1.89999999999998,1.84000000000009,0.0599999999998886,20,30,101.325,150,122.505140086523,1551.73177442951,0.615005567809928,"",75.468135051037,955.929710646602,12.1904085221887,7.50978608758851,"gd03"
"B2","06042017",50.8645833333333,51,945,"0915",135,66.3,0.1,385.5,385.36,NA,2017-04-06 09:15:00,2017-02-14 12:30:00,"B",0.139999999999986,0.139999999999986,0,2.03999999999996,1.98000000000008,0.0599999999998886,20,30,101.325,150,114.338130747428,1666.06990517693,0.615005567809928,"",70.4369260476384,1026.36663669424,5.74683798521102,3.54028528825826,"gd03"
"B2","16042017",60.9166666666667,61,1103,"1030",65,31.9,0.2,385.3,385.21,NA,2017-04-16 10:30:00,2017-02-14 12:30:00,"B",0.150000000000034,0.0900000000000318,0.0600000000000023,2.19,2.07000000000011,0.119999999999891,20,30,101.325,150,122.505140086569,1788.5750452635,0.615005567809928,"",75.4681350510656,1101.83477174531,12.187039842809,7.50771084445834,"gd03"
"B3","14022017",0,0,1230,"1230",0,0,0,385.45,385.45,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,"B",0,0,0,0,0,0,20,30,101.325,150,0,0,0.47043828159016,"",0,0,NA,NA,"gd03"
"B3","15022017",0.874305555555556,1,1023,"0929",179,86.2,0.3,385.44,385.22,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,"B",0.229999999999961,0.21999999999997,0.00999999999999091,0.229999999999961,0.21999999999997,0.00999999999999091,20,30,101.325,150,163.532037097435,163.532037097435,0.47043828159016,"",77.1099273660347,77.1099273660347,187.042202875541,88.1956278054726,"gd03"
"B3","16022017",2.01388888888889,2,1331,"1250",218,104.2,0.3,385.23,384.97,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,"B",0.25,0.259999999999991,-0.00999999999999091,0.479999999999961,0.479999999999961,0,20,30,101.325,150,177.752214236372,341.284251333807,0.47043828159016,"",83.8151384413562,160.925065807391,155.980005179997,73.5489331843711,"gd03"
