"descrip","elapsed.time","n","mean.vol","se.vol","sd.vol","rsd.vol","mean.man","se.man","sd.man","rsd.man","mean.grav","se.grav","sd.grav","rsd.grav","mean.gd03","se.gd03","sd.gd03","rsd.gd03","mean.gd06","se.gd06","sd.gd06","rsd.gd06"
"Ethanol",4.15138888888889,3,341.074440571182,8.78194625899977,15.210777109927,4.45966490026465,314.125730962104,6.84730444078547,11.8598791863324,3.77551980540021,350.737263381264,8.98013220663079,15.5540452405701,4.43467143770873,303.64615947832,41.606491972867,72.0645580217123,23.7330708037023,364.75679282986,21.3369283905391,36.9566440498725,10.1318590294522
"Ethanol",5.14513888888889,3,536.303756197304,8.39102669537772,14.533684564061,2.70997254748186,492.242557297202,4.72761427656646,8.18846812560108,1.66350267854982,549.650485757305,13.1936677846429,22.8521029411862,4.15756986181878,442.495390919703,57.2509442452961,99.1615442141459,22.409621941608,549.445129909048,30.8265996673887,53.3932368485032,9.7176649572527
"Ethanol",5.93194444444444,3,653.820348355702,11.002859531328,19.0575117368036,2.91479330441939,593.082398748947,4.32423723440078,7.48979859396327,1.26285969871342,654.6864685403,9.64969554362336,16.7137629591266,2.55294156245385,515.908900019493,65.8962870993401,114.135717286203,22.1232309196236,645.161230237921,31.8527912257639,55.1706527659072,8.55145197512279
"Ethanol",9.11111111111111,3,698.588954766362,13.7727465832272,23.8550968419201,3.41475436723707,629.851455217585,8.32743611621882,14.423542450075,2.28999112895474,691.025391525235,4.19587596112189,7.26747034692001,1.05169367667941,546.64422300557,69.2525353629773,119.948909801637,21.9427746152939,678.199135980077,29.60978505054,51.2856521087287,7.56203442144097
"Ethanol",20.9194444444444,3,708.978457367329,11.940568805001,20.6816718415338,2.91710864083679,637.375318303329,12.1594861446276,21.0608477964249,3.30430865325757,740.267337967802,12.3889859294184,21.4583530840087,2.89873022669305,605.197889691801,80.2467912896619,138.99151965807,22.9662928482536,725.572266948753,33.8075080346433,58.5563215932952,8.07036380256676
"Ethanol",60.9166666666667,3,711.276402130298,32.092319528776,55.5855279565749,7.81489837004212,633.812873705497,29.5929203348065,51.2564415642231,8.08699912713347,741.7241449871,12.5664675155002,21.7657602085102,2.93448182260384,658.094120247108,87.613609495891,151.751223081382,23.0591975239653,721.189574227587,54.543454215716,94.472033921927,13.0994730509116
"Preheated sludge",0,3,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA
"Preheated sludge",0.874305555555556,3,20.4404065985468,0.169025062071239,0.29275999525987,1.43226111402639,18.7129307643119,0.110867843428546,0.192028737743833,1.02618205647433,18.3814082993811,0.119446315243788,0.206887086779129,1.1255235910629,32.8746206658365,2.7302103026194,4.7288629594848,14.3845399998761,33.4045522623923,1.37580207836653,2.38295910088969,7.13363580559791
"Preheated sludge",2.01388888888889,3,49.1398779731293,0.656284716104851,1.13671847252452,2.31323014913895,44.6158077922247,0.710785111304452,1.23111592604281,2.75937159263394,46.279599652055,0.393400970288592,0.681390468286736,1.47233440524475,67.5913242427946,5.4790587346337,9.49000810603961,14.0402754530309,71.9356141577007,2.74980775868501,4.76280674908954,6.6209301259989
"Preheated sludge",2.85,3,75.1324680502582,1.31143965415964,2.27148011206505,3.02330027351903,67.1455517295171,1.48307565540986,2.56876238663839,3.82566278848397,73.4380516129355,1.62523415249204,2.81498812631236,3.83314652892632,97.0630803809589,6.26000158208556,10.8426407956338,11.1707157377222,105.670384139912,1.88967049373881,3.27300530471938,3.09737239185748
"Preheated sludge",4.15138888888889,3,123.917407847642,2.92500245858165,5.0662528705273,4.08841094929641,110.768825765347,2.81953861679767,4.88358413819604,4.4088073557279,121.778148230437,3.14426334296776,5.44602386239653,4.47208628274688,137.106185055123,10.0335891309235,17.3786861570303,12.6753480523459,152.193877914143,3.71690385872469,6.43786633015998,4.23004290211449
"Preheated sludge",5.14513888888889,3,168.85444097898,3.68580432854632,6.38400036379951,3.7807713713578,149.77707719341,3.71053255270374,6.42683090442111,4.29093091202603,166.598008707343,1.77514005193315,3.07463276049867,1.8455399223287,170.934966512962,12.5521073002627,21.7408875861112,12.7188064733746,191.251258489082,5.30545101715408,9.18931071877885,4.80483673225264
"Preheated sludge",5.93194444444444,3,200.696416290416,3.90830162996771,6.76937699440833,3.37294363274169,177.126489321848,3.47697503618126,6.02229741931458,3.3999981834291,197.187165390026,3.36115282575199,5.82168746620614,2.95236632399028,194.43319808837,14.7483579108978,25.5449052298853,13.138139721528,218.204798581723,6.25487751721163,10.8337656549308,4.9649529824035
"Preheated sludge",7.13194444444444,3,220.836933555001,1.57019208707675,2.71965247245954,1.23152066489919,194.170517321094,1.4432694091915,2.49981594572959,1.28743332418264,214.703389880642,1.77710908453773,3.07804322501156,1.43362581593272,208.244707029691,15.7013115080351,27.1954692773827,13.059380795453,233.919676789668,7.34224737841782,12.7171455011591,5.43654372119958
"Preheated sludge",9.11111111111111,3,239.255181639271,2.395115559347,4.14846183878776,1.7339067895476,209.890146541707,1.82917149984448,3.1682179734876,1.50946484420032,232.649162517698,1.26503447399871,2.19110398229193,0.941806090587259,222.915249739388,16.5910537728072,28.7365480856093,12.8912436987624,250.238894854325,8.26111800626868,14.3086761141795,5.71800643641316
"Preheated sludge",15.2194444444444,3,264.473290481907,3.21111245324896,5.56180991784434,2.10297603501282,232.184756193276,2.22201901397069,3.84864982758133,1.65758075193258,258.453001930608,2.26400364787881,3.92136934664738,1.51724658539668,246.822811458196,18.8827573106747,32.7058950490812,13.2507586538939,275.031431776704,8.92723692866573,15.4624279316542,5.62205847955881
"Preheated sludge",20.9194444444444,3,280.645437462359,3.43056849928915,5.94191893961412,2.11723340074291,245.768638505142,2.40253053740792,4.16130495752627,1.69317980635646,273.925800768885,2.69791581103955,4.67292725926389,1.70590986542611,262.869623241454,20.0533793218975,34.7334718489776,13.213193453347,290.848699073401,9.16316208616532,15.8710622912272,5.45681047974081
"Preheated sludge",30.96875,3,296.680226224855,6.13891863753299,10.6329189837387,3.58396618441295,256.742465293643,4.65429704891393,8.06147896223682,3.13990868359727,293.228277089912,1.55804988301122,2.69862155810218,0.920314229201949,281.723206168931,21.4871350944269,37.2168096926436,13.2104167770713,309.83680180796,10.1632874104298,17.6033301667895,5.68148459578416
"Preheated sludge",50.8645833333333,3,313.802677045192,8.91825991419955,15.4468792864985,4.92248167923497,272.06550908764,6.99965287096381,12.1237544078547,4.45618941133375,315.625626550401,0.827733310122626,1.43367614824955,0.454233125465373,303.821945562153,22.3769001166501,38.7579279179319,12.7567901147559,332.377598367804,10.4593005142283,18.1160399022746,5.45043949749817
"Preheated sludge",60.9166666666667,3,321.734518785792,9.82552804334471,17.0183137822659,5.28955172310762,278.905884544128,7.8304892455826,13.5628052214707,4.86286090508244,322.3660849264,1.14864288880236,1.98950784315838,0.617157925782611,317.74732352377,23.8367912876446,41.2865335996156,12.9935110520379,339.526741955919,11.0115399036484,19.0725465826912,5.61739157063728
"Raw sludge",0,3,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA
"Raw sludge",0.874305555555556,3,18.1470749096353,0.110764863355204,0.191850371024637,1.05719721762306,16.8564707406066,0.139882956940893,0.242284388534597,1.43733757951446,17.1409920993432,0.115414367403693,0.199903548266618,1.16623091072002,27.0824951813445,4.4112278274319,7.64047072087373,28.2118418916467,34.4615995901496,1.10345193031308,1.9112348070122,5.54598402204901
"Raw sludge",2.01388888888889,3,47.4015232192842,0.470621676876357,0.815140655493113,1.71965076253392,43.5172704813661,0.307027927028255,0.531787968955488,1.2220159101734,45.5239714912942,0.348166001126423,0.603041203419047,1.32466738657538,57.0546188989029,8.63219534241263,14.9514009139181,26.2054171992824,75.8385782083853,1.0896606898937,1.88734767790644,2.488638002575
"Raw sludge",2.85,3,73.736040812883,0.591174409423454,1.02394411325595,1.38866163950187,67.380258540057,0.286697305138294,0.496574298892604,0.736972979403744,71.9241831448853,0.605626052855828,1.04897509393369,1.45844561323778,80.3338536289938,12.4047622725158,21.485678511811,26.7454846757861,108.482163339375,1.82294759259433,3.15743784990876,2.91055944379635
"Raw sludge",4.15138888888889,3,122.45720961447,0.841265435708714,1.45711447729906,1.18989684795732,111.512988416108,0.400686680438203,0.694009688435081,0.622357716614502,122.71937248289,0.455811258315929,0.78948825806509,0.643328141345544,113.622561061431,16.8068141713292,29.1102560581108,25.6201372211388,156.451463389723,2.34542945053299,4.06240297389149,2.59658994928797
"Raw sludge",5.14513888888889,3,166.7419315794,0.965622513181683,1.67250725376302,1.00305138480814,150.86290307531,0.712380835228934,1.23387980095487,0.817881517458884,162.859320284634,1.81963390158322,3.15169836871692,1.93522750998137,137.438124554735,18.9428767572154,32.8100249850126,23.8725790906335,190.63413832436,1.75913057160266,3.0469035271635,1.59829900034969
"Raw sludge",5.93194444444444,3,188.121446423757,1.47392553383513,2.55291391117552,1.35705628449449,169.292470660495,1.40911086395597,2.44065160986902,1.44167758929077,188.537110943882,1.91001953492068,3.30825087793169,1.75469479794691,153.689050420892,22.5813003629834,39.1119595296607,25.44876126344,213.100856037712,3.56048372296055,6.16693870768966,2.89390611673484
"Raw sludge",7.13194444444444,3,203.830717246555,1.84148610088149,3.18954748815864,1.56480217076436,182.869784041192,1.92521376546201,3.3345680572112,1.82346584740324,202.362365072421,1.20271003348371,2.08315488476665,1.02941813514639,162.592198353074,24.2617665701451,42.0226123808675,25.8454051341467,225.309791494768,3.25109297385107,5.63105821084026,2.49925144108573
"Raw sludge",9.11111111111111,3,221.325919520769,2.63459487061238,4.56325217326099,2.06177938089749,198.169511538216,2.56336066116201,4.43987090325596,2.24044095824485,218.03314269658,0.931905977814356,1.61410850145162,0.74030419480668,172.749362324828,25.2633271075313,43.7573661184762,25.3299725854833,239.276460386042,2.41214663484842,4.17796052686376,1.74608088071979
"Raw sludge",15.2194444444444,3,245.047017853373,5.06903623644404,8.7798283069288,3.58291579462612,219.113580484973,4.50379869845481,7.80080817278631,3.56016644679005,246.937194416652,1.74808795408201,3.02777715256917,1.22613248268321,193.308450585829,28.571941411451,49.4880541955144,25.6005643030809,266.083810893251,3.33419130407355,5.77498874080972,2.17036456348957
"Raw sludge",20.9194444444444,3,262.01243592909,6.57879366349291,11.3948048776819,4.34895574222506,233.764817070325,5.63632720524021,9.76240508755873,4.1761652629796,265.736512170888,2.86563635530603,4.96342776340655,1.86780044746531,207.617775776038,30.3442551352747,52.5577916121285,25.3146877311815,284.231559087526,3.79570905289059,6.57436093035564,2.31302989416848
"Raw sludge",30.96875,3,274.978069454442,9.90814561191549,17.1614116086283,6.24101101687004,242.145103486163,8.4902573403595,14.7055570828373,6.07303508149509,286.583393548482,0.932148975597166,1.61452938595757,0.563371577803736,223.16907867829,33.6314901171692,58.2514496171877,26.1019357888555,303.64483387694,4.96005456854634,8.59106652103639,2.82931423905541
"Raw sludge",50.8645833333333,3,285.030443784052,16.0407100239392,27.7833247509421,9.74749377017131,251.0746473311,14.3525723700384,24.8593845642157,9.90119266459944,311.791561510323,1.59282756994292,2.75885827883761,0.884840585637939,241.609526261697,34.8442773188478,60.3520586692642,24.9791718079421,327.700254713639,5.17635882886552,8.96571648980281,2.73595041835945
"Raw sludge",60.9166666666667,3,293.413432024862,17.0290071862508,29.495105649042,10.0524047060473,258.496243147696,15.2134827735046,26.3505251237838,10.1937748893039,321.810624895839,1.17810767434147,2.04054234874624,0.634081721014247,254.29753446055,38.8347373661144,67.2637382167037,26.4508023482778,337.160610550627,6.44898457817392,11.1699689466254,3.31295192768318
"Sludge C1",0,3,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA
"Sludge C1",0.874305555555556,3,17.4092373880994,0.525725176831157,0.910582717089697,5.23045723824842,15.1125030133532,0.56367735166875,0.976317812166144,6.46033162940303,15.2643876504871,0.289503745921577,0.501435196917682,3.28500041009953,20.2628119800813,3.38997865173102,5.87161526137197,28.9772972633012,27.1252299367952,0.986687782851247,1.70899337110585,6.30038298325209
"Sludge C1",2.01388888888889,3,45.4292297414056,1.32444408462488,2.29400444635434,5.04962214726594,38.6395634561373,2.12359734195291,3.67817849108065,9.51920301909216,45.1505526219283,0.83293577724074,1.44268708562283,3.19528112469251,46.9127381658656,6.63126847147784,11.4856939112292,24.4831027995428,67.0342672660502,3.30621849585862,5.72653841575108,8.54270308202699
"Sludge C1",2.85,3,67.179882932766,1.91078150463076,3.30957064818338,4.92643110363204,57.4228690848975,2.82389449924958,4.89112874791454,8.51773661933053,68.4163393601747,1.97518578354365,3.42112213148535,5.00044603888408,65.9750061514996,9.6036452001538,16.6340014245314,25.2125803313067,95.8093574440465,4.63177394263859,8.02246779782365,8.37336562089861
"Sludge C1",4.15138888888889,3,111.724601501923,3.67484252569182,6.36501396431296,5.6970567616689,95.7594682238691,4.79158697958275,8.29927209752282,8.66679008504992,113.320025076397,4.72022321773265,8.17566643617921,7.21467051447211,94.5190498436735,14.2745362349318,24.7242220133848,26.1579248355507,139.736038425125,7.05944745375264,12.2273216632623,8.75029935088224
"Sludge C1",5.14513888888889,3,156.51352341863,3.85305258325504,6.67368283843225,4.26396562588525,133.669221246662,6.12998133049975,10.6174391138742,7.94306947766362,160.564617354336,4.93106167827668,8.54084936203106,5.31925993581948,121.71222910105,16.9624640180481,29.3798495008183,24.1387818773954,181.92135267773,9.36931984685986,16.2281380071247,8.92041410656866
"Sludge C1",5.93194444444444,3,193.984787490134,5.53829621973224,9.59261043994288,4.94503232137766,165.874838594413,8.11213646752377,14.0506325196835,8.47062317512737,198.411612876255,7.23609428038997,12.533282941994,6.31680916268278,143.223510014905,20.3042323996337,35.1679621248516,24.5546014904897,214.837414818894,11.2749542397248,19.5287935962174,9.09003378796006
"Sludge C1",7.13194444444444,3,242.673278851454,8.08857108975695,14.0098160880918,5.77311855446085,208.007382493365,11.8809857489065,20.5784709611078,9.89314451940865,249.910219548753,7.97306960866493,13.809761654491,5.52588912907458,172.110023311368,22.8493199222139,39.5761830236703,22.9946997055901,260.167053548711,14.0763819231021,24.3810086775569,9.37128984819443
"Sludge C1",8.19375,3,271.795416774955,10.8624154615801,18.8142554723784,6.92221219019176,232.555914983911,14.0663374331277,24.3636111105852,10.4764529907875,277.424167746385,2.07293109744976,3.59042198137249,1.29419942413048,187.646641303531,22.9562616331594,39.7614115004762,21.189514091094,284.41243097728,12.4469561222418,21.5587604033033,7.58010482496296
"Sludge C1",9.11111111111111,3,286.573392312558,10.2700162508409,17.7881899410145,6.20720221004098,244.547178647817,13.7724407698059,23.8545671575369,9.75458694287,294.078374905712,2.63916910472706,4.57117497915333,1.55440704561121,197.171499168974,23.8135323015462,41.2462478539606,20.9189705549751,299.122177641303,13.5500563821724,23.4693860993456,7.84608693491436
"Sludge C1",11.9569444444444,3,304.38326890419,12.3079838226256,21.3180533195234,7.0036876193197,259.931243342257,16.5375198617348,28.6438246317042,11.0197697911937,315.188329401961,4.17452809197952,7.23049475293209,2.2940236291906,210.279498415977,27.5313623218925,47.6857183431052,22.6773026863384,317.555049903525,12.5252210797427,21.694319286147,6.8316719550635
"Sludge C1",20.9194444444444,3,320.910328409364,15.8314387596236,27.4208562885833,8.54470980242316,274.464767863175,20.1400957401695,34.8836690912751,12.7097074655007,347.428360411028,4.04391231717352,7.00426159469813,2.01603046637059,231.31956921382,29.9065820539759,51.7997195982139,22.3931419958391,346.696527441936,14.0096401434455,24.2654085242042,6.99903419951852
"Sludge C1",30.96875,3,327.955743308613,14.6734804000568,25.4152135767645,7.74958636807534,279.124935081569,19.2794029817066,33.3929055039107,11.9634261604583,368.935320525813,4.86653273702166,8.42908195721874,2.28470452360199,245.227645172399,33.1619223284269,57.4381343494882,23.4223732438927,365.269767663416,13.3368150724906,23.1000413167042,6.32410436387117
"Sludge C1",50.8645833333333,3,341.185636003637,18.8185802353307,32.5947370939042,9.55337319463144,290.378551118072,22.8455180510919,39.569597989723,13.6269011045631,389.887441376009,5.43563760883208,9.41480051002936,2.41474833782853,259.002566727905,34.8716684839809,60.3995015589534,23.3200397671757,383.970438170995,15.21155457823,26.3471853916014,6.86177444209079
"Sludge C1",60.9166666666667,3,348.632145889314,19.9262900565903,34.5133467843689,9.89964556949562,296.792638450005,23.9839104858435,41.5413515256649,13.9967594016529,407.013570812333,7.10407293663499,12.3046152669268,3.02314619199768,273.648072608704,38.1884403978771,66.1443190309389,24.1713082063327,398.415622637996,11.9375006334774,20.6763576125685,5.18964529444549
"Sludge C2",0,3,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA
"Sludge C2",0.874305555555556,3,19.8988757010721,0.748482629861506,1.2964099435029,6.51499091193907,18.0021503064592,0.509645941595343,0.882732664714415,4.90348458204844,18.7390316193503,1.20567253777184,2.08828609271134,11.1440448745224,13.9965606447137,4.49720480133854,7.78938720796106,55.6521520228115,29.0022840678297,1.00856521755002,1.74688619954339,6.02327111705348
"Sludge C2",2.01388888888889,3,47.2565190345638,1.41593991474132,2.4524798727967,5.18971757315206,40.7767512139531,1.25676587760033,2.17678235322266,5.3382927487313,45.8212329547346,0.999495908304733,1.731177695141,3.77811242410517,33.0209122562595,9.41596298682205,16.3089262953638,49.389690293224,71.1001341288334,4.41701589556089,7.6504959489508,10.7601709092252
"Sludge C2",2.85,3,65.8169968852794,2.26421591155955,3.92173699812702,5.95854746299456,56.0382262909962,1.92931728762314,3.34167556608426,5.96320723773724,64.3733623135011,2.16600386031039,3.75162873544791,5.82792105401813,44.9269445034356,12.9794202720799,22.4810153640318,50.0390480868616,97.3623672184589,6.93802732514722,12.0170158314562,12.3425674362382
"Sludge C2",4.15138888888889,3,98.7916697836751,3.5870052904837,6.21287541013612,6.2888656743433,84.3485278005711,3.05363838890424,5.28905683752491,6.27047913631647,98.2135875682637,2.73678778820114,4.74025549869842,4.82647627081506,60.394050039753,16.9687778574023,29.3907853913706,48.6650346715028,132.680582648136,8.9941573955083,15.5783375802917,11.7412339238854
"Sludge C2",5.14513888888889,3,132.04917388982,6.00576316125347,10.4022869335165,7.87758577134001,113.234041764666,5.58625791895974,9.67568253982226,8.54485311045526,130.501223340412,4.75210342729304,8.23088457889373,6.30713212352307,73.917543883194,21.0475326249041,36.4553958802975,49.3190032638328,161.977767103798,10.6187486610062,18.3922121936667,11.3547757340553
"Sludge C2",5.93194444444444,3,160.752872054121,8.79997842780005,15.2420097424598,9.48164069960022,137.834259567843,7.86344468933967,13.619885724444,9.88135008462112,163.785250308614,5.15490284251206,8.92855363131212,5.45137832282725,86.5839639539979,24.3517086573156,42.1783966455856,48.7138665399923,190.390147149409,12.4921129937337,21.6369743990382,11.3645452367126
"Sludge C2",7.13194444444444,3,203.285872413916,10.8127829620122,18.7282894614203,9.21278455754517,174.659689281774,9.24179682136201,16.0072616478276,9.16482888161071,203.998047961636,7.207013071828,12.4829128112191,6.11913346031953,102.142328024629,28.9082259068004,50.0705160272572,49.0203395551979,224.895169791415,15.2884741795649,26.4804140492113,11.7745588194585
"Sludge C2",8.19375,3,236.871219629305,16.0293651667795,27.7636748819368,11.7209996745852,202.943947471444,13.925536923492,24.1197374741645,11.88492575151,243.571172730157,6.10526339330137,10.5746263907883,4.34149340098779,116.846771077352,32.5127734123269,56.3137754451246,48.1945499442559,258.714352607187,16.1515233811,27.9752591157019,10.8131840517474
"Sludge C2",9.11111111111111,3,255.253677650287,14.7841891060223,25.6069666803369,10.0319677726328,218.416211650617,12.6557227512499,21.9203548116702,10.0360475287129,265.148090854275,1.68346943410408,2.91585459285749,1.09970793433321,124.140833787121,33.3930696985449,57.8384933385685,46.591030182503,276.944455576599,14.5908543406577,25.272101043856,9.12533200610187
"Sludge C2",11.9569444444444,3,273.292343509252,16.3570144208033,28.3311800369681,10.366620474316,234.044529726218,14.0408820860929,24.3195211561965,10.3909803765314,289.266299240445,2.13067097251415,3.6904303786067,1.27578995143818,133.544613336684,36.2361668610499,62.7628820748821,46.9976890169642,297.243328144407,14.3940624587013,24.9312475057905,8.38748767261763
"Sludge C2",20.9194444444444,3,281.606304389135,16.2311592982951,28.1131925703911,9.9831545431395,241.304644535989,13.8258555269258,23.9470842307424,9.92400468577425,326.589019579183,2.76757995559675,4.79358909710278,1.46777411661893,147.678992848941,39.5736165934788,68.5435145791561,46.4138556587182,328.190039760542,15.6535600195526,27.1127612731939,8.26129924386988
"Sludge C2",30.96875,3,285.687245766744,16.8464942180214,29.1789839150284,10.2136109845283,243.376504046982,14.5372876492524,25.1793208127487,10.3458305933625,338.351646270308,1.44100571068221,2.49589510489849,0.737663059249468,152.325769980582,41.2701837388266,71.4820550733505,46.9270925612014,337.12453070617,17.3085530107566,29.9792932201297,8.89264663041056
"Sludge C2",50.8645833333333,3,289.020087563724,17.500310570235,30.3114270558817,10.4876540974677,246.198598470865,15.2065757894948,26.3385618765518,10.6980957812677,369.589537953434,1.48656111603946,2.57479938153664,0.696664574380091,164.641578126013,44.9512921829996,77.857921926829,47.2893438055109,362.929873000779,18.5413191443122,32.1145067972982,8.84868102252616
"Sludge C2",60.9166666666667,3,289.727535526028,18.4982674211358,32.0399390254033,11.0586447944037,246.665924893205,16.0753353589569,27.8432975904218,11.2878572921966,384.3242754087,4.83126905175744,8.368003462679,2.17732888555642,171.167766765408,46.8208934331429,81.0961662819715,47.3781762854434,373.693752152891,19.0586554212205,33.0105595135019,8.83358614462362
"Sludge C3",0,3,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA
"Sludge C3",0.874305555555556,3,18.6490943863959,0.5921838323714,1.02569248508812,5.4999586780811,16.6185159276797,0.587155782486898,1.01698364722517,6.11958162600601,17.3325256236354,0.936298904821979,1.62171727422276,9.3564971974501,16.9118949994981,1.27493136208162,2.20824589528836,13.0573533915264,32.3528864119161,1.00398322297333,1.73894995213656,5.37494531398619
"Sludge C3",2.01388888888889,3,49.0467064588147,0.990615900512348,1.71579707047298,3.49829212673794,43.1867241401274,0.935036528827621,1.61953077486228,3.75006626945681,48.9841287355001,1.88130792158207,3.25852090486195,6.65219733203178,36.857212751376,1.50760854206414,2.61125459277993,7.08478584746601,72.9338462831127,1.72747302402135,2.99207104630963,4.10244515926815
"Sludge C3",2.85,3,75.2564590274183,1.90304251572719,3.29616632620318,4.37991153025454,66.0317665465117,1.22719582866996,2.12556552609296,3.21900448414589,74.6292302206688,1.77851181990235,3.08047283393267,4.12770281138385,51.5212792913188,1.97062100511612,3.41321570332358,6.62486597823802,103.312698138058,2.27839391478286,3.94629402005966,3.8197570010089
"Sludge C3",4.15138888888889,3,124.991389136153,1.54063604099178,2.66845989896953,2.13491498687384,110.759064399734,1.09421949855689,1.89524376613308,1.7111410035869,124.623827184526,2.17231680474254,3.76256307594977,3.01913619646641,73.5982701685747,2.26550412407111,3.92396824764799,5.33160390680413,149.652609930105,2.97576908859029,5.15418325303131,3.44409847274869
"Sludge C3",5.14513888888889,3,167.283996371236,1.94530118100994,3.36936048153296,2.01415589932207,148.195653833343,1.96276963433098,3.39961673021464,2.29400568928813,170.544914728956,1.99758672572558,3.45992170148185,2.02874515899852,92.8648691638801,2.2388440719906,3.8777916829121,4.17573590295907,189.623039642402,3.28433454339942,5.68863429822132,2.99996999781734
