"id","date","elapsed.time","day","time.orig","time","vol","pres.init","pres.resid","mass.init","mass.final","notes","date.time","start.time","descrip","mass.tot","mass.vent","mass.leak","cmass.tot","cmass.vent","cmass.leak","temp.vol","temp.grav","pres.vol","pres.grav","vBg","cvBg","xCH4","xCH4.lim.flag","vCH4","cvCH4","rvBg","rvCH4","method"
"A2","19022017",5.14513888888889,5,1634,"1559",214,101,0.4,390.19,389.99,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,"Preheated sludge",0.20999999999998,0.199999999999989,0.00999999999999091,1.09999999999997,1.17000000000002,-0.07000000000005,20,30,101.325,150,180.283848410856,944.343967866449,0.66239037950983,"",119.594484010519,626.447297197999,181.417709092685,120.346650576623,"gd06"
"A2","20022017",5.93194444444444,6,1121,"1052",150,71.8,0.5,389.99,389.85,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,"Preheated sludge",0.139999999999986,0.139999999999986,0,1.23999999999995,1.31,-0.07000000000005,20,30,101.325,150,120.189232273904,1064.53320014035,0.66239037950983,"",79.7296560070128,706.176953205012,152.755952757653,101.333366857986,"gd06"
"A2","21022017",7.13194444444444,7,1605,"1540",104,48.9,0.2,389.85,389.76,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,"Preheated sludge",0.0900000000000318,0.0900000000000318,0,1.32999999999998,1.40000000000003,-0.07000000000005,20,30,101.325,150,77.2645064618301,1141.79770660218,0.66239037950983,"",51.2547788616742,757.431732066686,64.3870887181917,42.7123157180618,"gd06"
"A2","23022017",9.11111111111111,9,1531,"1510",85,40.9,0.1,389.74,389.66,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,"Preheated sludge",0.0999999999999659,0.0799999999999841,0.0199999999999818,1.42999999999995,1.48000000000002,-0.0500000000000682,20,30,101.325,150,85.849451624196,1227.64715822638,0.66239037950983,"",56.9497542907095,814.381486357396,43.3765650311727,28.7746126942532,"gd06"
"A2","01032017",15.2194444444444,15,1750,"1746",130,63,0.4,389.64,389.51,NA,2017-03-01 17:46:00,2017-02-14 12:30:00,"Preheated sludge",0.150000000000034,0.129999999999995,0.0200000000000387,1.57999999999998,1.61000000000001,-0.0300000000000296,20,30,101.325,150,128.774177436367,1356.42133566275,0.66239037950983,"",85.4246314361129,899.806117793509,21.0817207262811,13.984932840837,"gd06"
"A2","07032017",20.9194444444444,21,1104,"1034",96,45.4,0.1,389.49,389.4,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,"Preheated sludge",0.110000000000014,0.0900000000000318,0.0199999999999818,1.69,1.70000000000005,-0.0100000000000477,20,30,101.325,150,94.4343967866595,1450.85573244941,0.66239037950983,"",62.6447297198096,962.450847513318,16.5674380327473,10.9903034596157,"gd06"
"A2","17032017",30.96875,31,1224,"1145",71,31.1,0.3,389.32,389.27,NA,2017-03-17 11:45:00,2017-02-14 12:30:00,"Preheated sludge",0.129999999999995,0.0500000000000114,0.0799999999999841,1.81999999999999,1.75000000000006,0.0699999999999363,20,30,101.325,150,111.604287111489,1562.46001956089,0.66239037950983,"",74.0346805779451,1036.48552809126,11.1056715804398,7.3671439452865,"gd06"
"A2","06042017",50.8645833333333,51,940,"0915",78,38.8,0.2,389.19,389.11,NA,2017-04-06 09:15:00,2017-02-14 12:30:00,"Preheated sludge",0.159999999999968,0.0799999999999841,0.0799999999999841,1.97999999999996,1.83000000000004,0.14999999999992,20,30,101.325,150,137.359122598733,1699.81914215963,0.66239037950983,"",91.1196068651482,1127.60513495641,6.90391401543371,4.57983364348389,"gd06"
"A2","16042017",60.9166666666667,61,1100,"1030",43,21.1,0.1,389.05,389,NA,2017-04-16 10:30:00,2017-02-14 12:30:00,"Preheated sludge",0.110000000000014,0.0500000000000114,0.0600000000000023,2.08999999999997,1.88000000000005,0.209999999999923,20,30,101.325,150,94.4343967866595,1794.25353894629,0.66239037950983,"",62.6447297198096,1190.24986467622,9.39450993939826,6.23201456279972,"gd06"
"A3","14022017",0,0,1230,"1230",0,0,0,391.14,391.14,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,"Preheated sludge",0,0,0,0,0,0,20,30,101.325,150,0,0,0.679901706928605,"",0,0,NA,NA,"gd06"
"A3","15022017",0.874305555555556,1,1016,"0929",179,88.8,0.3,391.13,390.92,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,"Preheated sludge",0.21999999999997,0.20999999999998,0.00999999999999091,0.21999999999997,0.20999999999998,0.00999999999999091,20,30,101.325,150,192.508387486934,192.508387486934,0.679901706928605,"",131.069869033989,131.069869033989,220.184335171712,149.913114701306,"gd06"
"A3","16022017",2.01388888888889,2,1325,"1250",201,99.7,0.2,390.93,390.7,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,"Preheated sludge",0.220000000000027,0.230000000000018,-0.00999999999999091,0.439999999999998,0.439999999999998,0,20,30,101.325,150,192.508387486984,385.016774973919,0.679901706928605,"",131.069869034023,262.139738068012,168.92874953154,115.015607196218,"gd06"
"A3","17022017",2.85,3,932,"0854",163,79.1,0.5,390.7,390.51,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,"Preheated sludge",0.189999999999998,0.189999999999998,0,0.629999999999995,0.629999999999995,0,20,30,101.325,150,166.257243738736,551.274018712655,0.679901706928605,"",113.196705074823,375.336443142835,198.845872910117,135.384763544638,"gd06"
"A3","18022017",4.15138888888889,4,1644,"1608",268,129.9,0.2,390.51,390.24,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,"Preheated sludge",0.269999999999982,0.269999999999982,0,0.899999999999977,0.899999999999977,0,20,30,101.325,150,236.260293733981,787.534312446636,0.679901706928605,"",160.858475632634,536.194918775469,181.5447294434,123.605232076304,"gd06"
"A3","19022017",5.14513888888889,5,1634,"1559",228,110.5,0.4,390.25,390.04,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,"Preheated sludge",0.199999999999989,0.20999999999998,-0.00999999999999091,1.09999999999997,1.10999999999996,-0.00999999999999091,20,30,101.325,150,175.007624988136,962.541937434772,0.679901706928605,"",119.154426394545,655.349345170014,176.108301874854,119.903825302687,"gd06"
"A3","20022017",5.93194444444444,6,1121,"1052",161,75.2,0.3,390.04,389.88,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,"Preheated sludge",0.160000000000025,0.160000000000025,0,1.25999999999999,1.26999999999998,-0.00999999999999091,20,30,101.325,150,140.006099990538,1102.54803742531,0.679901706928605,"",95.3235411156562,750.67288628567,177.942439529016,121.152603006659,"gd06"
"A3","21022017",7.13194444444444,7,1605,"1540",77,37.3,0.3,389.89,389.81,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,"Preheated sludge",0.0699999999999932,0.0799999999999841,-0.00999999999999091,1.32999999999998,1.34999999999997,-0.0199999999999818,20,30,101.325,150,61.252668745845,1163.80070617116,0.679901706928605,"",41.704049238089,792.376935523759,51.0438906215375,34.7533743650742,"gd06"
"A3","23022017",9.11111111111111,9,1531,"1510",100,47,0.2,389.81,389.73,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,"Preheated sludge",0.0799999999999841,0.0799999999999841,0,1.40999999999997,1.42999999999995,-0.0199999999999818,20,30,101.325,150,70.0030499952444,1233.8037561664,0.679901706928605,"",47.6617705578112,840.03870608157,35.3699621028603,24.0817367028941,"gd06"
"A3","01032017",15.2194444444444,15,1750,"1746",143,69.5,0.3,389.7,389.56,NA,2017-03-01 17:46:00,2017-02-14 12:30:00,"Preheated sludge",0.170000000000016,0.139999999999986,0.0300000000000296,1.57999999999998,1.56999999999994,0.0100000000000477,20,30,101.325,150,148.756481239938,1382.56023740634,0.679901706928605,"",101.281262435378,941.319968516949,24.3530392207265,16.5808342322584,"gd06"
"A3","07032017",20.9194444444444,21,1104,"1034",99,47.1,0.2,389.55,389.45,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,"Preheated sludge",0.110000000000014,0.100000000000023,0.00999999999999091,1.69,1.66999999999996,0.0200000000000387,20,30,101.325,150,96.2541937434921,1478.81443114983,0.679901706928605,"",65.5349345170115,1006.85490303396,16.886700656753,11.497356932809,"gd06"
"A3","17032017",30.96875,31,1224,"1145",116,50.8,0.4,389.45,389.32,NA,2017-03-17 11:45:00,2017-02-14 12:30:00,"Preheated sludge",0.129999999999995,0.129999999999995,0,1.81999999999999,1.79999999999995,0.0200000000000387,20,30,101.325,150,113.754956242291,1592.56938739212,0.679901706928605,"",77.4503771564559,1084.30528019042,11.3196832968626,7.70703773791006,"gd06"
"A3","06042017",50.8645833333333,51,940,"0915",114,56.6,0.1,389.3,389.18,NA,2017-04-06 09:15:00,2017-02-14 12:30:00,"Preheated sludge",0.139999999999986,0.120000000000005,0.0199999999999818,1.95999999999998,1.91999999999996,0.0400000000000205,20,30,101.325,150,122.50533749169,1715.07472488381,0.679901706928605,"",83.408098476178,1167.71337866659,6.15733633466086,4.19223950456183,"gd06"
"A3","16042017",60.9166666666667,61,1100,"1030",52,26.1,0.2,389.13,389.07,NA,2017-04-16 10:30:00,2017-02-14 12:30:00,"Preheated sludge",0.110000000000014,0.0600000000000023,0.0500000000000114,2.06999999999999,1.97999999999996,0.0900000000000318,20,30,101.325,150,96.2541937434921,1811.3289186273,0.679901706928605,"",65.5349345170115,1233.24831318361,9.57554673510388,6.51953752708094,"gd06"
"B1","14022017",0,0,1230,"1230",0,0,0,388.55,388.55,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,"Raw sludge",0,0,0,0,0,0,20,30,101.325,150,0,0,0.66561953743072,"",0,0,NA,NA,"gd06"
"B1","15022017",0.874305555555556,1,1023,"0929",183,90.1,0.2,388.53,388.31,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,"Raw sludge",0.240000000000009,0.21999999999997,0.0200000000000387,0.240000000000009,0.21999999999997,0.0200000000000387,20,30,101.325,150,206.759569273882,206.759569273882,0.66561953743072,"",137.824321746999,137.824321746999,236.484336580135,157.638620584336,"gd06"
"B1","16022017",2.01388888888889,2,1331,"1250",211,102.7,0.3,388.31,388.06,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,"Raw sludge",0.25,0.25,0,0.490000000000009,0.46999999999997,0.0200000000000387,20,30,101.325,150,215.374551326952,422.134120600834,0.66561953743072,"",143.567001819785,281.391323566784,188.994121822554,125.982012565808,"gd06"
"B1","17022017",2.85,3,937,"0854",169,82.6,0.3,388.06,387.87,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,"Raw sludge",0.189999999999998,0.189999999999998,0,0.680000000000007,0.659999999999968,0.0200000000000387,20,30,101.325,150,163.684659008482,585.818779609316,0.66561953743072,"",109.110921383035,390.50224494982,195.76902738556,130.498111953132,"gd06"
"B1","18022017",4.15138888888889,4,1650,"1608",260,125.5,0.2,387.86,387.59,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,"Raw sludge",0.28000000000003,0.270000000000039,0.00999999999999091,0.960000000000036,0.930000000000007,0.0300000000000296,20,30,101.325,150,241.219497486212,827.038277095528,0.66561953743072,"",160.795042038176,551.297286987996,185.355430298904,123.556489079495,"gd06"
"B1","19022017",5.14513888888889,5,1638,"1559",222,106.4,0.3,387.6,387.39,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,"Raw sludge",0.199999999999989,0.210000000000036,-0.0100000000000477,1.16000000000003,1.14000000000004,0.0199999999999818,20,30,101.325,150,172.299641061552,999.33791815708,0.66561953743072,"",114.853601455822,666.150888443818,173.38328660282,115.575951150512,"gd06"
"B1","20022017",5.93194444444444,6,1126,"1052",114,54.6,0.2,387.39,387.25,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,"Raw sludge",0.139999999999986,0.139999999999986,0,1.30000000000001,1.28000000000003,0.0199999999999818,20,30,101.325,150,120.609748743081,1119.94766690016,0.66561953743072,"",80.3975210190719,746.54840946289,153.290413230395,102.182197941274,"gd06"
"B1","21022017",7.13194444444444,7,1609,"1540",84,39.9,0.2,387.3,387.19,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,"Raw sludge",0.0600000000000023,0.110000000000014,-0.0500000000000114,1.36000000000001,1.39000000000004,-0.0300000000000296,20,30,101.325,150,51.6898923184705,1171.63755921863,0.66561953743072,"",34.4560804367498,781.00448989964,43.0749102653921,28.7134003639581,"gd06"
"B1","23022017",9.11111111111111,9,1534,"1510",89,41.9,0.2,387.18,387.11,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,"Raw sludge",0.0799999999999841,0.0699999999999932,0.00999999999999091,1.44,1.46000000000004,-0.0200000000000387,20,30,101.325,150,68.919856424611,1240.55741564324,0.66561953743072,"",45.9414405823221,826.945930481962,34.8226642987508,23.2125173468575,"gd06"
"B1","01032017",15.2194444444444,15,1754,"1746",120,57.7,0.3,387.02,386.92,NA,2017-03-01 17:46:00,2017-02-14 12:30:00,"Raw sludge",0.189999999999998,0.0999999999999659,0.0900000000000318,1.63,1.56,0.0699999999999932,20,30,101.325,150,163.684659008482,1404.24207465172,0.66561953743072,"",109.110921383035,936.056851864997,26.7969428117569,17.8626337871272,"gd06"
"B1","07032017",20.9194444444444,21,1108,"1034",80,38.1,0.3,386.85,386.78,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,"Raw sludge",0.140000000000043,0.07000000000005,0.0699999999999932,1.77000000000004,1.63000000000005,0.139999999999986,20,30,101.325,150,120.60974874313,1524.85182339486,0.66561953743072,"",80.3975210191045,1016.4543728841,21.1596050426545,14.1048282489657,"gd06"
"B1","17032017",30.96875,31,1228,"1145",70,30.1,0.2,386.71,386.67,NA,2017-03-17 11:45:00,2017-02-14 12:30:00,"Raw sludge",0.109999999999957,0.0399999999999636,0.0699999999999932,1.88,1.67000000000002,0.20999999999998,20,30,101.325,150,94.7648025838218,1619.61662597868,0.66561953743072,"",63.1694808006807,1079.62385368478,9.42998519250248,6.2859548305563,"gd06"
"B1","06042017",50.8645833333333,51,945,"0915",59,28.9,0.2,386.55,386.49,NA,2017-04-06 09:15:00,2017-02-14 12:30:00,"Raw sludge",0.180000000000007,0.0600000000000023,0.120000000000005,2.06,1.73000000000002,0.329999999999984,20,30,101.325,150,155.069676955411,1774.68630293409,0.66561953743072,"",103.368241310249,1182.99209499503,7.79407800404162,5.19547181454656,"gd06"
"B1","16042017",60.9166666666667,61,1103,"1030",50,24.1,0.1,386.45,386.37,NA,2017-04-16 10:30:00,2017-02-14 12:30:00,"Raw sludge",0.120000000000005,0.0799999999999841,0.0400000000000205,2.18000000000001,1.81,0.370000000000005,20,30,101.325,150,103.379784636941,1878.06608757103,0.66561953743072,"",68.9121608734995,1251.90425586853,10.2844138084418,6.85551030451395,"gd06"
"B2","14022017",0,0,1230,"1230",0,0,0,387.4,387.4,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,"Raw sludge",0,0,0,0,0,0,20,30,101.325,150,0,0,0.668556326557388,"",0,0,NA,NA,"gd06"
"B2","15022017",0.874305555555556,1,1023,"0929",181,89.1,0.3,387.39,387.16,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,"Raw sludge",0.239999999999952,0.229999999999961,0.00999999999999091,0.239999999999952,0.229999999999961,0.00999999999999091,20,30,101.325,150,207.41956167677,207.41956167677,0.668556326557388,"",138.872522867384,138.872522867384,237.239212720054,158.837516226397,"gd06"
"B2","16022017",2.01388888888889,2,1331,"1250",219,106.8,0.5,387.16,386.91,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,"Raw sludge",0.25,0.25,0,0.489999999999952,0.479999999999961,0.00999999999999091,20,30,101.325,150,216.062043413345,423.481605090115,0.668556326557388,"",144.658877986887,283.531400854272,189.597405554672,126.94014887332,"gd06"
"B2","17022017",2.85,3,937,"0854",172,83.4,0.2,386.92,386.71,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,"Raw sludge",0.200000000000045,0.210000000000036,-0.00999999999999091,0.689999999999998,0.689999999999998,0,20,30,101.325,150,172.849634730715,596.33123982083,0.668556326557388,"",115.727102389536,399.258503243808,206.730460143048,138.411152359578,"gd06"
"B2","18022017",4.15138888888889,4,1650,"1608",262,126.5,0.3,386.71,386.44,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,"Raw sludge",0.269999999999982,0.269999999999982,0,0.95999999999998,0.95999999999998,0,20,30,101.325,150,233.347006886397,829.678246707226,0.668556326557388,"",156.231588225828,555.490091469635,179.306131225406,120.049886363496,"gd06"
"B2","19022017",5.14513888888889,5,1638,"1559",228,109,0.4,386.44,386.26,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,"Raw sludge",0.180000000000007,0.180000000000007,0,1.13999999999999,1.13999999999999,0,20,30,101.325,150,155.564671257614,985.242917964841,0.668556326557388,"",104.154392150563,659.644483620198,156.543065416467,104.809451220692,"gd06"
"B2","20022017",5.93194444444444,6,1126,"1052",118,55.3,0.4,386.24,386.11,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,"Raw sludge",0.149999999999977,0.129999999999995,0.0199999999999818,1.28999999999996,1.26999999999998,0.0199999999999818,20,30,101.325,150,129.637226047987,1114.88014401283,0.668556326557388,"",86.7953267921192,746.439810412318,164.763994271052,110.313566267124,"gd06"
"B2","21022017",7.13194444444444,7,1609,"1540",83,39.7,0.2,386.11,386.03,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,"Raw sludge",0.0800000000000409,0.0800000000000409,0,1.37,1.35000000000002,0.0199999999999818,20,30,101.325,150,69.1398538923057,1184.01999790513,0.668556326557388,"",46.2908409558276,792.730651368145,57.6165449102548,38.575700796523,"gd06"
"B2","23022017",9.11111111111111,9,1534,"1510",100,47.7,0.2,386.05,385.95,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,"Raw sludge",0.0799999999999841,0.100000000000023,-0.0200000000000387,1.44999999999999,1.45000000000005,-5.6843418860808e-14,20,30,101.325,150,69.1398538922566,1253.15985179739,0.668556326557388,"",46.2908409557947,839.02149232394,34.9338209139823,23.3890564829279,"gd06"
"B2","01032017",15.2194444444444,15,1754,"1746",162,76.7,0.1,385.93,385.77,NA,2017-03-01 17:46:00,2017-02-14 12:30:00,"Raw sludge",0.180000000000007,0.160000000000025,0.0199999999999818,1.63,1.61000000000007,0.019999999999925,20,30,101.325,150,155.564671257614,1408.724523055,0.668556326557388,"",104.154392150563,943.175884474503,25.4676133027472,17.0511965321522,"gd06"
"B2","07032017",20.9194444444444,21,1108,"1034",117,55.9,0.2,385.75,385.65,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,"Raw sludge",0.120000000000005,0.100000000000023,0.0199999999999818,1.75,1.71000000000009,0.0399999999999068,20,30,101.325,150,103.709780838409,1512.43430389341,0.668556326557388,"",69.4362614337086,1012.61214590821,18.1946983927034,12.1818002515278,"gd06"
"B2","17032017",30.96875,31,1228,"1145",121,51.3,0.2,385.63,385.5,NA,2017-03-17 11:45:00,2017-02-14 12:30:00,"Raw sludge",0.149999999999977,0.129999999999995,0.0199999999999818,1.89999999999998,1.84000000000009,0.0599999999998886,20,30,101.325,150,129.637226047987,1642.0715299414,0.668556326557388,"",86.7953267921192,1099.40747270033,12.9001178570314,8.6369477286056,"gd06"
"B2","06042017",50.8645833333333,51,945,"0915",135,66.3,0.1,385.5,385.36,NA,2017-04-06 09:15:00,2017-02-14 12:30:00,"Raw sludge",0.139999999999986,0.139999999999986,0,2.03999999999996,1.98000000000008,0.0599999999998886,20,30,101.325,150,120.994744311461,1763.06627425286,0.668556326557388,"",81.008971672649,1180.41644437298,6.08141123240853,4.07165512071953,"gd06"
"B2","16042017",60.9166666666667,61,1103,"1030",65,31.9,0.2,385.3,385.21,NA,2017-04-16 10:30:00,2017-02-14 12:30:00,"Raw sludge",0.150000000000034,0.0900000000000318,0.0600000000000023,2.19,2.07000000000011,0.119999999999891,20,30,101.325,150,129.637226048036,1892.7035003009,0.668556326557388,"",86.7953267921521,1267.21177116513,12.8965530576285,8.63456100730219,"gd06"
"B3","14022017",0,0,1230,"1230",0,0,0,385.45,385.45,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,"Raw sludge",0,0,0,0,0,0,20,30,101.325,150,0,0,0.659163846080909,"",0,0,NA,NA,"gd06"
