"id","date","day","time.orig","time","vol","pres.init","pres.resid","mass.init","mass.final","notes","date.time","start.time","time.d","temp.vol","temp.grav","pres.vol","pres.grav","mass.tot","mass.vent","mass.leak","cmass.tot","cmass.leak","cmass.vent","vBg","cvBg","xCH4","xCH4.lim.flag","vCH4","cvCH4","rvBg","rvCH4","xCH4c.gdv"
"A1","07032017",21,1104,"1034",103,49.2,0.3,383.57,383.48,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,20.9194444444444,20,30,101.325,150,0.109999999999957,0.089999999999975,0.0199999999999818,1.78999999999996,0.0499999999999545,1.74000000000001,97.8406068921543,1592.13351215474,0.694637879846117,"",68.0544787307078,1107.43197207284,17.1650187530095,11.9393822334575,0.695564764900953
"A2","14022017",0,1230,"1230",0,0,0,391.09,391.09,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,20,30,101.325,150,0,0,0,0,0,0,0,0,0.649177101692957,"",0,0,NA,NA,NA
"A2","15022017",1,1016,"0929",174,86.1,0.2,391.09,390.87,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.874305555555556,20,30,101.325,150,0.21999999999997,0.21999999999997,0,0.21999999999997,0,0.21999999999997,186.211982270671,186.211982270671,0.649177101692957,"",121.069906954239,121.069906954239,212.982727934683,138.475509145436,0.650172483413316
"A2","16022017",2,1325,"1250",202,98.8,0.4,390.89,390.65,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,2.01388888888889,20,30,101.325,150,0.220000000000027,0.240000000000009,-0.0199999999999818,0.439999999999998,-0.0199999999999818,0.45999999999998,186.211982270719,372.42396454139,0.649177101692957,"",121.06990695427,242.139813908509,163.4035676233,106.240503360237,0.650172483413316
"A2","17022017",3,932,"0854",169,79.9,0.4,390.67,390.44,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,2.85,20,30,101.325,150,0.20999999999998,0.230000000000018,-0.0200000000000387,0.649999999999977,-0.0400000000000205,0.689999999999998,177.747801258374,550.171765799765,0.649177101692957,"",115.566729365414,357.706543273922,212.588732402043,138.219344091525,0.650172483413316
"A2","18022017",4,1644,"1608",255,123.9,0.5,390.48,390.2,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,4.15138888888889,20,30,101.325,150,0.240000000000009,0.28000000000003,-0.0400000000000205,0.889999999999986,-0.0800000000000409,0.970000000000027,203.140344295313,753.312110095078,0.649177101692957,"",132.076262131919,489.782805405842,156.095035104189,101.488696622179,0.650172483413316
"A2","19022017",5,1634,"1559",214,101,0.4,390.19,389.99,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,5.14513888888889,20,30,101.325,150,0.20999999999998,0.199999999999989,0.00999999999999091,1.09999999999997,-0.07000000000005,1.17000000000002,177.747801258374,931.059911353452,0.649177101692957,"",115.566729365414,605.349534771256,178.865711958113,116.293564141297,0.650172483413316
"A2","20022017",6,1121,"1052",150,71.8,0.5,389.99,389.85,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,5.93194444444444,20,30,101.325,150,0.139999999999986,0.139999999999986,0,1.23999999999995,-0.07000000000005,1.31,118.49853417225,1049.5584455257,0.649177101692957,"",77.0444862436092,682.394021014865,150.607139636399,97.9206179971733,0.650172483413316
"A2","21022017",7,1605,"1540",104,48.9,0.2,389.85,389.76,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,7.13194444444444,20,30,101.325,150,0.0900000000000318,0.0900000000000318,0,1.32999999999998,-0.07000000000005,1.40000000000003,76.1776291107663,1125.73607463647,0.649177101692957,"",49.5285982994854,731.92261931435,63.4813575923052,41.2738319162379,0.650172483413316
"A2","23022017",9,1531,"1510",85,40.9,0.1,389.74,389.66,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,9.11111111111111,20,30,101.325,150,0.0999999999999659,0.0799999999999841,0.0199999999999818,1.42999999999995,-0.0500000000000682,1.48000000000002,84.6418101230148,1210.37788475948,0.649177101692957,"",55.0317758882789,786.954395202629,42.7663882726812,27.8055288698672,0.650172483413316
"A2","01032017",15,1750,"1746",130,63,0.4,389.64,389.51,NA,2017-03-01 17:46:00,2017-02-14 12:30:00,15.2194444444444,20,30,101.325,150,0.150000000000034,0.129999999999995,0.0200000000000387,1.57999999999998,-0.0300000000000296,1.61000000000001,126.962715184594,1337.34059994408,0.649177101692957,"",82.5476638324653,869.502059035094,20.7851648324029,13.5139422372385,0.650172483413316
"A2","07032017",21,1104,"1034",96,45.4,0.1,389.49,389.4,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,20.9194444444444,20,30,101.325,150,0.110000000000014,0.0900000000000318,0.0199999999999818,1.69,-0.0100000000000477,1.70000000000005,93.1059911353596,1430.44659107944,0.649177101692957,"",60.5349534771349,930.037012512229,16.3343844097122,10.6201672766903,0.650172483413316
"A3","14022017",0,1230,"1230",0,0,0,391.14,391.14,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,20,30,101.325,150,0,0,0,0,0,0,0,0,0.68871090489603,"",0,0,NA,NA,NA
"A3","15022017",1,1016,"0929",179,88.8,0.3,391.13,390.92,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.874305555555556,20,30,101.325,150,0.21999999999997,0.20999999999998,0.00999999999999091,0.21999999999997,0.00999999999999091,0.20999999999998,194.392643445686,194.392643445686,0.68871090489603,"",134.062447733878,134.062447733878,222.339480986329,153.335921157097,0.689647742618078
"A3","16022017",2,1325,"1250",201,99.7,0.2,390.93,390.7,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,2.01388888888889,20,30,101.325,150,0.220000000000027,0.230000000000018,-0.00999999999999091,0.439999999999998,0,0.439999999999998,194.392643445736,388.785286891423,0.68871090489603,"",134.062447733913,268.124895467791,170.582209970664,117.641636037072,0.689647742618078
"A3","17022017",3,932,"0854",163,79.1,0.5,390.7,390.51,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,2.85,20,30,101.325,150,0.189999999999998,0.189999999999998,0,0.629999999999995,0,0.629999999999995,167.884555703113,556.669842594536,0.68871090489603,"",115.781204861091,383.906100328882,200.792159644919,138.475859634527,0.689647742618078
"A3","18022017",4,1644,"1608",268,129.9,0.2,390.51,390.24,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,4.15138888888889,20,30,101.325,150,0.269999999999982,0.269999999999982,0,0.899999999999977,0,0.899999999999977,238.572789683358,795.242632277894,0.68871090489603,"",164.531185855225,548.437286184108,183.321674036305,126.427378672105,0.689647742618078
"A3","19022017",5,1634,"1559",228,110.5,0.4,390.25,390.04,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,5.14513888888889,20,30,101.325,150,0.199999999999989,0.20999999999998,-0.00999999999999091,1.09999999999997,-0.00999999999999091,1.10999999999996,176.720584950638,971.963217228531,0.68871090489603,"",121.874952485353,670.312238669461,177.832035170453,122.641461620481,0.689647742618078
"A3","20022017",6,1121,"1052",161,75.2,0.3,390.04,389.88,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,5.93194444444444,20,30,101.325,150,0.160000000000025,0.160000000000025,0,1.25999999999999,-0.00999999999999091,1.26999999999998,141.37646796054,1113.33968518907,0.68871090489603,"",97.4999619883036,767.812200657765,179.684125210219,123.918751335531,0.689647742618078
"A3","21022017",7,1605,"1540",77,37.3,0.3,389.89,389.81,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,7.13194444444444,20,30,101.325,150,0.0699999999999932,0.0799999999999841,-0.00999999999999091,1.32999999999998,-0.0199999999999818,1.34999999999997,61.8522047327206,1175.19188992179,0.68871090489603,"",42.656233369872,810.468434027637,51.5435039439338,35.54686114156,0.689647742618078
"A3","23022017",9,1531,"1510",100,47,0.2,389.81,389.73,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,9.11111111111111,20,30,101.325,150,0.0799999999999841,0.0799999999999841,0,1.40999999999997,-0.0199999999999818,1.42999999999995,70.688233980245,1245.88012390204,0.68871090489603,"",48.7499809941345,859.218415021771,35.7161603268606,24.6315693444048,0.689647742618078
"A3","01032017",15,1750,"1746",143,69.5,0.3,389.7,389.56,NA,2017-03-01 17:46:00,2017-02-14 12:30:00,15.2194444444444,20,30,101.325,150,0.170000000000016,0.139999999999986,0.0300000000000296,1.57999999999998,0.0100000000000477,1.56999999999994,150.212497208064,1396.0926211101,0.68871090489603,"",103.593709612566,962.812124634337,24.5914047271047,16.9594067578553,0.689647742618078
"A3","07032017",21,1104,"1034",99,47.1,0.2,389.55,389.45,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,20.9194444444444,20,30,101.325,150,0.110000000000014,0.100000000000023,0.00999999999999091,1.69,0.0200000000000387,1.66999999999996,97.1963217228682,1493.28894283297,0.68871090489603,"",67.0312238669565,1029.84334850129,17.0519862671699,11.7598638363082,0.689647742618078
"B1","14022017",0,1230,"1230",0,0,0,388.55,388.55,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,20,30,101.325,150,0,0,0,0,0,0,0,0,0.660269125260807,"",0,0,NA,NA,NA
"B1","15022017",1,1023,"0929",183,90.1,0.2,388.53,388.31,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.874305555555556,20,30,101.325,150,0.240000000000009,0.21999999999997,0.0200000000000387,0.240000000000009,0.0200000000000387,0.21999999999997,205.567848200945,205.567848200945,0.660269125260807,"",135.931628197316,135.931628197316,235.121287854933,155.473824149432,0.661249457962129
