"id","elapsed.time","date","day","time.orig","time","vol","pres.init","pres.resid","mass.init","mass.final","notes","date.time","start.time","mass.tot","mass.vent","mass.leak","cmass.tot","cmass.vent","cmass.leak","temperature","pressure","vBg","cvBg","xCH4","vCH4","cvCH4","rvBg","rvCH4","method"
"B1",15.2194444444444,"01032017",15,1754,"1746",120,57.7,0.3,387.02,386.92,NA,2017-03-01 17:46:00,2017-02-14 12:30:00,0.189999999999998,0.0999999999999659,0.0900000000000318,1.63,1.56,0.0699999999999932,20,101.325,109.224487591493,1321.61629985707,0.858767455012204,93.7984352339588,855.892130403797,17.8812257994259,15.3558147722716,"gd"
"B1",20.9194444444444,"07032017",21,1108,"1034",80,38.1,0.3,386.85,386.78,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,0.140000000000043,0.07000000000005,0.0699999999999932,1.77000000000004,1.63000000000005,0.139999999999986,20,101.325,72.8163250609956,1394.43262491807,0.822267406601213,59.8744907661357,915.766621169932,12.7747938703501,10.5042966256378,"gd"
"B1",30.96875,"17032017",31,1228,"1145",70,30.1,0.2,386.71,386.67,NA,2017-03-17 11:45:00,2017-02-14 12:30:00,0.109999999999957,0.0399999999999636,0.0699999999999932,1.88,1.67000000000002,0.20999999999998,20,101.325,63.7142844283711,1458.14690934644,1.08819633073363,69.3336505302725,985.100271700205,6.34016789281006,6.8993474371911,"gd"
"B1",50.8645833333333,"06042017",51,945,"0915",59,28.9,0.2,386.55,386.49,NA,2017-04-06 09:15:00,2017-02-14 12:30:00,0.180000000000007,0.0600000000000023,0.120000000000005,2.06,1.73000000000002,0.329999999999984,20,101.325,53.7020397324842,1511.84894907892,0.697919784051742,37.4797159732335,1022.57998767344,2.69916011220863,1.88379724263372,"gd"
"B1",60.9166666666667,"16042017",61,1103,"1030",50,24.1,0.1,386.45,386.37,NA,2017-04-16 10:30:00,2017-02-14 12:30:00,0.120000000000005,0.0799999999999841,0.0400000000000205,2.18000000000001,1.81,0.370000000000005,20,101.325,45.5102031631222,1557.35915224204,0.187166564264655,8.51798836502803,1031.09797603847,4.52743990016553,0.847385371028696,"gd"
"B2",0,"14022017",0,1230,"1230",0,0,0,387.4,387.4,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,0,0,0,0,0,20,101.325,0,0,0,0,0,NA,NA,"gd"
"B2",0.874305555555556,"15022017",1,1023,"0929",181,89.1,0.3,387.39,387.16,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.239999999999952,0.229999999999961,0.00999999999999091,0.239999999999952,0.229999999999961,0.00999999999999091,20,101.325,164.746935450502,164.746935450502,0.475617775568111,78.3565709706312,78.3565709706312,188.431760960066,89.6214949942088,"gd"
"B2",2.01388888888889,"16022017",2,1331,"1250",219,106.8,0.5,387.16,386.91,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,0.25,0.25,0,0.489999999999952,0.479999999999961,0.00999999999999091,20,101.325,199.334689854475,364.081625304978,0.588767096909146,117.361706658905,195.718277629536,174.918923455481,102.986506757357,"gd"
"B2",2.85,"17022017",3,937,"0854",172,83.4,0.2,386.92,386.71,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,0.200000000000045,0.210000000000036,-0.00999999999999091,0.689999999999998,0.689999999999998,0,20,101.325,156.55509888114,520.636724186118,0.519232120963449,81.288436039697,277.006713669233,187.241978728274,97.2220497484748,"gd"
"B2",4.15138888888889,"18022017",4,1650,"1608",262,126.5,0.3,386.71,386.44,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,0.269999999999982,0.269999999999982,0,0.95999999999998,0.95999999999998,0,20,101.325,238.473464574761,759.110188760879,0.686019134292011,163.597359719194,440.604073388427,183.245351647628,125.709817500341,"gd"
