"method","time.d","id","descrip","descrip2","descrip1","tare","m.inoc","m.sub","m.water","m.tot1","m.tot2","m.tot","m.tot.sd","vol.hs","conc.sub.vs","m.sub.vs","conc.inoc.vs","m.inoc.vs","cvCH4","vol.mi.mn","vol.mi.se","n","rsd.inoc","cvCH4.tot","cvCH4.inoc","fv.inoc","se.inoc","cvCH4.se"
"man",0.874305555555556,"A2","A","After preheater","Preheated sludge",257.13,100.34,33.69,NA,391.09,391.09,391.09,0,193.374,93.7644,3.158922636,32.4977,3.260819218,18.623896221034,0.0977605191887836,0.00338766843467084,3,6.00202811598859,21.7291607766179,3.10526455558393,0.142907707642598,0.107605880201389,0
"man",2.01388888888889,"A2","A","After preheater","Preheated sludge",257.13,100.34,33.69,NA,391.09,391.09,391.09,0,193.374,93.7644,3.158922636,32.4977,3.260819218,45.0365821447539,0.174212884184989,0.00525150845022126,3,5.22112901965506,50.5702791716797,5.53369702692579,0.109425874596017,0.166808883475044,0
"man",2.85,"A2","A","After preheater","Preheated sludge",257.13,100.34,33.69,NA,391.09,391.09,391.09,0,193.374,93.7644,3.158922636,32.4977,3.260819218,68.1186326963057,0.220634805025475,0.0016425005933807,3,1.28941328131295,75.126875343327,7.00824264702131,0.0932854270192112,0.0521723791718144,0
"man",4.15138888888889,"A2","A","After preheater","Preheated sludge",257.13,100.34,33.69,NA,391.09,391.09,391.09,0,193.374,93.7644,3.158922636,32.4977,3.260819218,111.824985337766,0.282047619764148,0.00565933682935697,3,3.4753914724715,120.78394427035,8.95895893258419,0.0741734258365617,0.179763141707304,0
"man",5.14513888888889,"A2","A","After preheater","Preheated sludge",257.13,100.34,33.69,NA,391.09,391.09,391.09,0,193.374,93.7644,3.158922636,32.4977,3.260819218,149.628024103247,0.325343346369113,0.00718054886726476,3,3.82275390080468,159.962228240646,10.3342041373997,0.0646040271572923,0.228082911917614,0
"man",5.93194444444444,"A2","A","After preheater","Preheated sludge",257.13,100.34,33.69,NA,391.09,391.09,391.09,0,193.374,93.7644,3.158922636,32.4977,3.260819218,175.801354976127,0.359622911878145,0.00840246749383236,3,4.04687802906031,187.224415030407,11.4230600542802,0.0610126625441718,0.266895927973318,0
"man",7.13194444444444,"A2","A","After preheater","Preheated sludge",257.13,100.34,33.69,NA,391.09,391.09,391.09,0,193.374,93.7644,3.158922636,32.4977,3.260819218,193.510642486665,0.377016720329676,0.00937278129432742,3,4.30594521001897,205.486199370129,11.9755568834639,0.058279129791549,0.297716969815912,0
"man",9.11111111111111,"A2","A","After preheater","Preheated sludge",257.13,100.34,33.69,NA,391.09,391.09,391.09,0,193.374,93.7644,3.158922636,32.4977,3.260819218,207.863413387337,0.405704425241055,0.01180214635132,3,5.0386231569212,220.750206360601,12.8867929732634,0.0583772635401868,0.374883307174303,0
"man",15.2194444444444,"A2","A","After preheater","Preheated sludge",257.13,100.34,33.69,NA,391.09,391.09,391.09,0,193.374,93.7644,3.158922636,32.4977,3.260819218,228.368401556186,0.494243741872806,0.0218768656130051,3,7.66663076167644,244.067556861336,15.6991553051499,0.0643229911711255,0.694896630450094,0
"man",20.9194444444444,"A2","A","After preheater","Preheated sludge",257.13,100.34,33.69,NA,391.09,391.09,391.09,0,193.374,93.7644,3.158922636,32.4977,3.260819218,241.731556062987,0.576864332017578,0.0322676887613118,3,9.68846109481913,260.055071306759,18.3235152437724,0.0704601342773206,1.0249506757183,0
"man",0,"A3","A","After preheater","Preheated sludge",254.13,103.49,33.6,NA,391.14,391.14,391.14,0,190.314,93.7644,3.15048384,32.4977,3.363186973,0,0,0,3,NA,0,0,NA,0,0
"man",0.874305555555556,"A3","A","After preheater","Preheated sludge",254.13,103.49,33.6,NA,391.14,391.14,391.14,0,190.314,93.7644,3.15048384,32.4977,3.363186973,18.7129129196571,0.0977605191887836,0.00338766843467084,3,6.00202811598859,21.924240653637,3.21132773397981,0.146473840746092,0.111281258406355,0
"man",2.01388888888889,"A3","A","After preheater","Preheated sludge",254.13,103.49,33.6,NA,391.14,391.14,391.14,0,190.314,93.7644,3.15048384,32.4977,3.363186973,45.3806986387656,0.174212884184989,0.00525150845022126,3,5.22112901965506,51.1034041976376,5.72270555887203,0.111982863934857,0.172506394926755,0
"man",2.85,"A3","A","After preheater","Preheated sludge",254.13,103.49,33.6,NA,391.14,391.14,391.14,0,190.314,93.7644,3.15048384,32.4977,3.363186973,68.8449264272152,0.220634805025475,0.0016425005933807,3,1.28941328131295,76.0925420734793,7.24761564626417,0.0952473849443149,0.0539543749600597,0
"man",4.15138888888889,"A3","A","After preheater","Preheated sludge",254.13,103.49,33.6,NA,391.14,391.14,391.14,0,190.314,93.7644,3.15048384,32.4977,3.363186973,114.709872137747,0.282047619764148,0.00565933682935697,3,3.4753914724715,123.974832585661,9.26496044791382,0.0747325909193077,0.185903117811311,0
"man",5.14513888888889,"A3","A","After preheater","Preheated sludge",254.13,103.49,33.6,NA,391.14,391.14,391.14,0,190.314,93.7644,3.15048384,32.4977,3.363186973,155.914530330053,0.325343346369113,0.00718054886726476,3,3.82275390080468,166.601708752698,10.6871784226449,0.0641480720855561,0.235873294393165,0
"man",5.93194444444444,"A3","A","After preheater","Preheated sludge",254.13,103.49,33.6,NA,391.14,391.14,391.14,0,190.314,93.7644,3.15048384,32.4977,3.363186973,183.324937208817,0.359622911878145,0.00840246749383236,3,4.04687802906031,195.138162427667,11.8132252188506,0.0605377496225499,0.276012004853423,0
"man",7.13194444444444,"A3","A","After preheater","Preheated sludge",254.13,103.49,33.6,NA,391.14,391.14,391.14,0,190.314,93.7644,3.15048384,32.4977,3.363186973,196.500957453947,0.377016720329676,0.00937278129432742,3,4.30594521001897,208.885550541375,12.3845930874282,0.0592888931538377,0.30788576784128,0
"man",9.11111111111111,"A3","A","After preheater","Preheated sludge",254.13,103.49,33.6,NA,391.14,391.14,391.14,0,190.314,93.7644,3.15048384,32.4977,3.363186973,213.168653895061,0.405704425241055,0.01180214635132,3,5.0386231569212,226.4956071824,13.3269532873391,0.0588397870189454,0.387687792709994,0
"man",15.2194444444444,"A3","A","After preheater","Preheated sludge",254.13,103.49,33.6,NA,391.14,391.14,391.14,0,190.314,93.7644,3.15048384,32.4977,3.363186973,235.657909363675,0.494243741872806,0.0218768656130051,3,7.66663076167644,251.893283815371,16.2353744516959,0.0644533836146098,0.718631466552736,0
"man",20.9194444444444,"A3","A","After preheater","Preheated sludge",254.13,103.49,33.6,NA,391.14,391.14,391.14,0,190.314,93.7644,3.15048384,32.4977,3.363186973,249.253128709471,0.576864332017578,0.0322676887613118,3,9.68846109481913,268.20250053691,18.9493718274394,0.0706532257883687,1.05995881251946,0
"man",0,"C3-1","C3","Conf. 3","Sludge C3",256.51,101.69,44.15,NA,402.31,402.32,402.315,0.00707106781185904,181.564,75.6107,3.338212405,32.4977,3.304691113,0,0,0,3,NA,0,0,NA,0,0
"man",0.874305555555556,"C3-1","C3","Conf. 3","Sludge C3",256.51,101.69,44.15,NA,402.31,402.32,402.315,0.00707106781185904,181.564,75.6107,3.338212405,32.4977,3.304691113,15.4260349567372,0.0977605191887836,0.00338766843467084,3,6.00202811598859,18.4040561220223,2.97802116528514,0.161813306020168,0.103196549927648,0
"man",2.01388888888889,"C3-1","C3","Conf. 3","Sludge C3",256.51,101.69,44.15,NA,402.31,402.32,402.315,0.00707106781185904,181.564,75.6107,3.338212405,32.4977,3.304691113,41.2762288663511,0.174212884184989,0.00525150845022126,3,5.22112901965506,46.5831734353176,5.30694456896655,0.113924066945234,0.159973611476349,0
"man",2.85,"C3-1","C3","Conf. 3","Sludge C3",256.51,101.69,44.15,NA,402.31,402.32,402.315,0.00707106781185904,181.564,75.6107,3.338212405,32.4977,3.304691113,63.4707371168281,0.220634805025475,0.0016425005933807,3,1.28941328131295,70.1918053416766,6.72106822484849,0.0957528901291534,0.0500345289864452,0
"man",4.15138888888889,"C3-1","C3","Conf. 3","Sludge C3",256.51,101.69,44.15,NA,402.31,402.32,402.315,0.00707106781185904,181.564,75.6107,3.338212405,32.4977,3.304691113,108.540331998041,0.282047619764148,0.00565933682935697,3,3.4753914724715,117.132182657651,8.5918506596096,0.0733517506859877,0.172397047388394,0
"man",5.14513888888889,"C3-1","C3","Conf. 3","Sludge C3",256.51,101.69,44.15,NA,402.31,402.32,402.315,0.00707106781185904,181.564,75.6107,3.338212405,32.4977,3.304691113,144.927746585851,0.325343346369113,0.00718054886726476,3,3.82275390080468,154.838489486069,9.9107429002185,0.0640069722529175,0.218736834486167,0
"man",5.93194444444444,"C3-1","C3","Conf. 3","Sludge C3",256.51,101.69,44.15,NA,402.31,402.32,402.315,0.00707106781185904,181.564,75.6107,3.338212405,32.4977,3.304691113,168.374004544721,0.359622911878145,0.00840246749383236,3,4.04687802906031,179.328985675973,10.9549811312527,0.0610887363800019,0.255959422524467,0
"man",7.13194444444444,"C3-1","C3","Conf. 3","Sludge C3",256.51,101.69,44.15,NA,402.31,402.32,402.315,0.00707106781185904,181.564,75.6107,3.338212405,32.4977,3.304691113,182.665445197842,0.377016720329676,0.00937278129432742,3,4.30594521001897,194.150283679929,11.4848384820872,0.0591543739437474,0.285517520812207,0
"man",8.19375,"C3-1","C3","Conf. 3","Sludge C3",256.51,101.69,44.15,NA,402.31,402.32,402.315,0.00707106781185904,181.564,75.6107,3.338212405,32.4977,3.304691113,191.391007715375,0.392407422368096,0.0105776752931014,3,4.66889003348962,203.344684096435,11.9536763810605,0.0587852907695957,0.322221497632796,0
"man",11.9569444444444,"C3-1","C3","Conf. 3","Sludge C3",256.51,101.69,44.15,NA,402.31,402.32,402.315,0.00707106781185904,181.564,75.6107,3.338212405,32.4977,3.304691113,198.746502644783,0.446954325145206,0.0162308399676317,3,6.28982379000906,212.361809225017,13.6153065802342,0.0641137247319622,0.494430526300936,0
"man",20.9194444444444,"C3-1","C3","Conf. 3","Sludge C3",256.51,101.69,44.15,NA,402.31,402.32,402.315,0.00707106781185904,181.564,75.6107,3.338212405,32.4977,3.304691113,201.437850114351,0.576864332017578,0.0322676887613118,3,9.68846109481913,219.01052878363,17.5726786692794,0.0802366843588612,0.982951613631007,0
"man",0,"C3-2","C3","Conf. 3","Sludge C3",257.49,102.82,43.84,NA,404.12,404.11,404.115,0.00707106781185904,180.744,75.6107,3.314773088,32.4977,3.341413514,0,0,0,3,NA,0,0,NA,0,0
"man",0.874305555555556,"C3-2","C3","Conf. 3","Sludge C3",257.49,102.82,43.84,NA,404.12,404.11,404.115,0.00707106781185904,180.744,75.6107,3.314773088,32.4977,3.341413514,17.2146473267234,0.0977605191887836,0.00338766843467084,3,6.00202811598859,20.2470529593682,3.03240563264484,0.149770222793918,0.105081119945685,0
"man",2.01388888888889,"C3-2","C3","Conf. 3","Sludge C3",257.49,102.82,43.84,NA,404.12,404.11,404.115,0.00707106781185904,180.744,75.6107,3.314773088,32.4977,3.341413514,43.7960946669439,0.174212884184989,0.00525150845022126,3,5.22112901965506,49.1999543811268,5.40385971418281,0.109834648876336,0.162895041234192,0
"man",2.85,"C3-2","C3","Conf. 3","Sludge C3",257.49,102.82,43.84,NA,404.12,404.11,404.115,0.00707106781185904,180.744,75.6107,3.314773088,32.4977,3.341413514,66.8819377662641,0.220634805025475,0.0016425005933807,3,1.28941328131295,73.725745788854,6.84380802258985,0.0928279252974952,0.0509482569478987,0
"man",4.15138888888889,"C3-2","C3","Conf. 3","Sludge C3",257.49,102.82,43.84,NA,404.12,404.11,404.115,0.00707106781185904,180.744,75.6107,3.314773088,32.4977,3.341413514,112.227646697278,0.282047619764148,0.00565933682935697,3,3.4753914724715,120.976401285982,8.74875458870314,0.0723178611341031,0.175545353285577,0
"man",5.14513888888889,"C3-2","C3","Conf. 3","Sludge C3",257.49,102.82,43.84,NA,404.12,404.11,404.115,0.00707106781185904,180.744,75.6107,3.314773088,32.4977,3.341413514,151.602634933409,0.325343346369113,0.00718054886726476,3,3.82275390080468,161.694367304102,10.0917323706932,0.0624123928306881,0.222731395160936,0
"man",5.93194444444444,"C3-2","C3","Conf. 3","Sludge C3",257.49,102.82,43.84,NA,404.12,404.11,404.115,0.00707106781185904,180.744,75.6107,3.314773088,32.4977,3.341413514,182.538979509567,0.359622911878145,0.00840246749383236,3,4.04687802906031,193.694019935462,11.1550404258956,0.0575910419413692,0.260633740162622,0
"man",7.13194444444444,"C3-2","C3","Conf. 3","Sludge C3",257.49,102.82,43.84,NA,404.12,404.11,404.115,0.00707106781185904,180.744,75.6107,3.314773088,32.4977,3.341413514,200.40403625068,0.377016720329676,0.00937278129432742,3,4.30594521001897,212.098610254744,11.6945740040645,0.0551374381473718,0.290731626901258,0
"man",8.19375,"C3-2","C3","Conf. 3","Sludge C3",257.49,102.82,43.84,NA,404.12,404.11,404.115,0.00707106781185904,180.744,75.6107,3.314773088,32.4977,3.341413514,210.189672975052,0.392407422368096,0.0105776752931014,3,4.66889003348962,222.361646771374,12.1719737963215,0.0547395379241654,0.328105889834195,0
"man",11.9569444444444,"C3-2","C3","Conf. 3","Sludge C3",257.49,102.82,43.84,NA,404.12,404.11,404.115,0.00707106781185904,180.744,75.6107,3.314773088,32.4977,3.341413514,221.560641736123,0.446954325145206,0.0162308399676317,3,6.28982379000906,235.424590335741,13.8639485996183,0.058889127001758,0.503459790811445,0
"man",20.9194444444444,"C3-2","C3","Conf. 3","Sludge C3",257.49,102.82,43.84,NA,404.12,404.11,404.115,0.00707106781185904,180.744,75.6107,3.314773088,32.4977,3.341413514,225.805655349236,0.576864332017578,0.0322676887613118,3,9.68846109481913,243.699245360802,17.8935900115668,0.073424888883324,1.00090222478543,0
"man",0,"C3-3","C3","Conf. 3","Sludge C3",257.8,101.3,42.81,NA,401.85,401.86,401.855,0.00707106781185904,183.294,75.6107,3.236894067,32.4977,3.29201701,0,0,0,3,NA,0,0,NA,0,0
"man",0.874305555555556,"C3-3","C3","Conf. 3","Sludge C3",257.8,101.3,42.81,NA,401.85,401.86,401.855,0.00707106781185904,183.294,75.6107,3.236894067,32.4977,3.29201701,17.1006423494073,0.0977605191887836,0.00338766843467084,3,6.00202811598859,20.1601000853851,3.0594577359778,0.151758062857819,0.10601854905626,0
"man",2.01388888888889,"C3-3","C3","Conf. 3","Sludge C3",257.8,101.3,42.81,NA,401.85,401.86,401.855,0.00707106781185904,183.294,75.6107,3.236894067,32.4977,3.29201701,44.2268354507325,0.174212884184989,0.00525150845022126,3,5.22112901965506,49.6789030200291,5.45206756929663,0.109746134432528,0.16434822857841,0
"man",2.85,"C3-3","C3","Conf. 3","Sludge C3",257.8,101.3,42.81,NA,401.85,401.86,401.855,0.00707106781185904,183.294,75.6107,3.236894067,32.4977,3.29201701,67.3629901288976,0.220634805025475,0.0016425005933807,3,1.28941328131295,74.2678517914837,6.90486166258607,0.0929724166786504,0.0514027665612403,0
"man",4.15138888888889,"C3-3","C3","Conf. 3","Sludge C3",257.8,101.3,42.81,NA,401.85,401.86,401.855,0.00707106781185904,183.294,75.6107,3.236894067,32.4977,3.29201701,110.952850958591,0.282047619764148,0.00565933682935697,3,3.4753914724715,119.779653223575,8.82680226498379,0.0736920004978486,0.17711139411652,0
"man",5.14513888888889,"C3-3","C3","Conf. 3","Sludge C3",257.8,101.3,42.81,NA,401.85,401.86,401.855,0.00707106781185904,183.294,75.6107,3.236894067,32.4977,3.29201701,147.36402646613,0.325343346369113,0.00718054886726476,3,3.82275390080468,157.545787223515,10.1817607573844,0.0646273120774679,0.224718382868821,0
"man",5.93194444444444,"C3-3","C3","Conf. 3","Sludge C3",257.8,101.3,42.81,NA,401.85,401.86,401.855,0.00707106781185904,183.294,75.6107,3.236894067,32.4977,3.29201701,172.967889437919,0.359622911878145,0.00840246749383236,3,4.04687802906031,184.222444026114,11.254554588195,0.0610922010490734,0.262958854848807,0
"man",7.13194444444444,"C3-3","C3","Conf. 3","Sludge C3",257.8,101.3,42.81,NA,401.85,401.86,401.855,0.00707106781185904,183.294,75.6107,3.236894067,32.4977,3.29201701,185.573443939255,0.377016720329676,0.00937278129432742,3,4.30594521001897,197.372345286927,11.7989013476715,0.0597799115702812,0.293325244960934,0
"man",8.19375,"C3-3","C3","Conf. 3","Sludge C3",257.8,101.3,42.81,NA,401.85,401.86,401.855,0.00707106781185904,183.294,75.6107,3.236894067,32.4977,3.29201701,194.106484903015,0.392407422368096,0.0105776752931014,3,4.66889003348962,206.387044928487,12.2805600254721,0.0595025721199088,0.331032923849827,0
"man",11.9569444444444,"C3-3","C3","Conf. 3","Sludge C3",257.8,101.3,42.81,NA,401.85,401.86,401.855,0.00707106781185904,183.294,75.6107,3.236894067,32.4977,3.29201701,199.839693306083,0.446954325145206,0.0162308399676317,3,6.28982379000906,213.82732224915,13.9876289430665,0.0654155362183707,0.507951157711176,0
"man",20.9194444444444,"C3-3","C3","Conf. 3","Sludge C3",257.8,101.3,42.81,NA,401.85,401.86,401.855,0.00707106781185904,183.294,75.6107,3.236894067,32.4977,3.29201701,208.623098660648,0.576864332017578,0.0322676887613118,3,9.68846109481913,226.676317463555,18.0532188029064,0.0796431625717099,1.00983127771938,0
"man",0,"C4-1","C4","Conf. 4","Sludge C4",248.33,99.89,43.48,NA,391.69,391.69,391.69,0,184.034,77.3047,3.361208356,32.4977,3.246195253,0,0,0,3,NA,0,0,NA,0,0
"man",0.874305555555556,"C4-1","C4","Conf. 4","Sludge C4",248.33,99.89,43.48,NA,391.69,391.69,391.69,0,184.034,77.3047,3.361208356,32.4977,3.246195253,14.1245038582714,0.0977605191887836,0.00338766843467084,3,6.00202811598859,17.0297977964873,2.90529393821595,0.170600612698714,0.100676353292771,0
"man",2.01388888888889,"C4-1","C4","Conf. 4","Sludge C4",248.33,99.89,43.48,NA,391.69,391.69,391.69,0,184.034,77.3047,3.361208356,32.4977,3.246195253,38.6533335091523,0.174212884184989,0.00525150845022126,3,5.22112901965506,43.8306754523182,5.17734194316591,0.11812142728209,0.1560668436862,0
"man",2.85,"C4-1","C4","Conf. 4","Sludge C4",248.33,99.89,43.48,NA,391.69,391.69,391.69,0,184.034,77.3047,3.361208356,32.4977,3.246195253,61.9383540213055,0.220634805025475,0.0016425005933807,3,1.28941328131295,68.4952848449045,6.55693082359894,0.0957282072546446,0.0488126194200138,0
"man",4.15138888888889,"C4-1","C4","Conf. 4","Sludge C4",248.33,99.89,43.48,NA,391.69,391.69,391.69,0,184.034,77.3047,3.361208356,32.4977,3.246195253,105.519425506119,0.282047619764148,0.00565933682935697,3,3.4753914724715,113.901451775912,8.38202626979329,0.0735901618381825,0.168186882814136,0
"man",5.14513888888889,"C4-1","C4","Conf. 4","Sludge C4",248.33,99.89,43.48,NA,391.69,391.69,391.69,0,184.034,77.3047,3.361208356,32.4977,3.246195253,142.197936306659,0.325343346369113,0.00718054886726476,3,3.82275390080468,151.866645719094,9.66870941243449,0.0636657862999003,0.21339499084331,0
"man",5.93194444444444,"C4-1","C4","Conf. 4","Sludge C4",248.33,99.89,43.48,NA,391.69,391.69,391.69,0,184.034,77.3047,3.361208356,32.4977,3.246195253,172.683950877608,0.359622911878145,0.00840246749383236,3,4.04687802906031,183.37139683834,10.6874459607311,0.0582830591084671,0.249708553907604,0
"man",7.13194444444444,"C4-1","C4","Conf. 4","Sludge C4",248.33,99.89,43.48,NA,391.69,391.69,391.69,0,184.034,77.3047,3.361208356,32.4977,3.246195253,195.598722279031,0.377016720329676,0.00937278129432742,3,4.30594521001897,206.803085771257,11.204363492226,0.0541788989774507,0.278544804227651,0
"man",9.11111111111111,"C4-1","C4","Conf. 4","Sludge C4",248.33,99.89,43.48,NA,391.69,391.69,391.69,0,184.034,77.3047,3.361208356,32.4977,3.246195253,210.677322886629,0.405704425241055,0.01180214635132,3,5.0386231569212,222.734241335314,12.0569184486845,0.0541314095955885,0.350741838698842,0
"man",11.9569444444444,"C4-1","C4","Conf. 4","Sludge C4",248.33,99.89,43.48,NA,391.69,391.69,391.69,0,184.034,77.3047,3.361208356,32.4977,3.246195253,220.599371673093,0.446954325145206,0.0162308399676317,3,6.28982379000906,233.882174406538,13.2828027334449,0.0567927109757263,0.482355877008514,0
"man",16.1291666666667,"C4-1","C4","Conf. 4","Sludge C4",248.33,99.89,43.48,NA,391.69,391.69,391.69,0,184.034,77.3047,3.361208356,32.4977,3.246195253,232.090220836292,0.507430020270668,0.0235045391953031,3,8.02298927309098,247.170269246369,15.0800484100775,0.061010769847268,0.698519154883009,0
"man",20.9194444444444,"C4-1","C4","Conf. 4","Sludge C4",248.33,99.89,43.48,NA,391.69,391.69,391.69,0,184.034,77.3047,3.361208356,32.4977,3.246195253,242.260360653869,0.576864332017578,0.0322676887613118,3,9.68846109481913,259.403891200666,17.1435305467972,0.0660881780433106,0.958946631384441,0
"man",0,"C4-2","C4","Conf. 4","Sludge C4",234.42,100.53,42.62,NA,377.52,377.52,377.52,0,184.254,77.3047,3.294726314,32.4977,3.266993781,0,0,0,3,NA,0,0,NA,0,0
"man",0.874305555555556,"C4-2","C4","Conf. 4","Sludge C4",234.42,100.53,42.62,NA,377.52,377.52,377.52,0,184.254,77.3047,3.294726314,32.4977,3.266993781,17.131635653431,0.0977605191887836,0.00338766843467084,3,6.00202811598859,20.1145435059855,2.98290785255446,0.148296075009947,0.103365886960121,0
"man",2.01388888888889,"C4-2","C4","Conf. 4","Sludge C4",234.42,100.53,42.62,NA,377.52,377.52,377.52,0,184.254,77.3047,3.294726314,32.4977,3.266993781,42.4305365609418,0.174212884184989,0.00525150845022126,3,5.22112901965506,47.746189388522,5.31565282758018,0.111331456932101,0.160236114986983,0
"man",2.85,"C4-2","C4","Conf. 4","Sludge C4",234.42,100.53,42.62,NA,377.52,377.52,377.52,0,184.254,77.3047,3.294726314,32.4977,3.266993781,63.631616410082,0.220634805025475,0.0016425005933807,3,1.28941328131295,70.3637133539045,6.73209694382251,0.0956756916730993,0.050116631524424,0
"man",4.15138888888889,"C4-2","C4","Conf. 4","Sludge C4",234.42,100.53,42.62,NA,377.52,377.52,377.52,0,184.254,77.3047,3.294726314,32.4977,3.266993781,103.821492566706,0.282047619764148,0.00565933682935697,3,3.4753914724715,112.427441745066,8.60594917836013,0.0765466957602261,0.17267993673336,0
"man",5.14513888888889,"C4-2","C4","Conf. 4","Sludge C4",234.42,100.53,42.62,NA,377.52,377.52,377.52,0,184.254,77.3047,3.294726314,32.4977,3.266993781,136.104053880639,0.325343346369113,0.00718054886726476,3,3.82275390080468,146.031059493065,9.92700561242638,0.0679787275863584,0.219095763602211,0
"man",5.93194444444444,"C4-2","C4","Conf. 4","Sludge C4",234.42,100.53,42.62,NA,377.52,377.52,377.52,0,184.254,77.3047,3.294726314,32.4977,3.266993781,164.937435192758,0.359622911878145,0.00840246749383236,3,4.04687802906031,175.910392545085,10.9729573523265,0.0623781073623277,0.256379430839416,0
"man",7.13194444444444,"C4-2","C4","Conf. 4","Sludge C4",234.42,100.53,42.62,NA,377.52,377.52,377.52,0,184.254,77.3047,3.294726314,32.4977,3.266993781,183.833107677821,0.377016720329676,0.00937278129432742,3,4.30594521001897,195.336791833221,11.5036841554003,0.0588915382885072,0.285986031530125,0
"man",9.11111111111111,"C4-2","C4","Conf. 4","Sludge C4",234.42,100.53,42.62,NA,377.52,377.52,377.52,0,184.254,77.3047,3.294726314,32.4977,3.266993781,198.56488277476,0.405704425241055,0.01180214635132,3,5.0386231569212,210.943897594952,12.3790148201922,0.0586839200438118,0.360111784598506,0
"man",11.9569444444444,"C4-2","C4","Conf. 4","Sludge C4",234.42,100.53,42.62,NA,377.52,377.52,377.52,0,184.254,77.3047,3.294726314,32.4977,3.266993781,209.136454649609,0.446954325145206,0.0162308399676317,3,6.28982379000906,222.774102825702,13.637648176093,0.0612173856974884,0.49524184604124,0
