"elapsed.time","id","descrip","n","descrip1.vol","cvCH4.vol","vol.mi.mn.vol","vol.mi.se.vol","rsd.inoc.vol","cvCH4.tot.vol","cvCH4.inoc.vol","fv.inoc.vol","se.inoc.vol","cvCH4.se.vol","leak.l.vol","descrip1.man","cvCH4.man","vol.mi.mn.man","vol.mi.se.man","rsd.inoc.man","cvCH4.tot.man","cvCH4.inoc.man","fv.inoc.man","se.inoc.man","cvCH4.se.man","leak.l.man","descrip1.grav","cvCH4.grav","vol.mi.mn.grav","vol.mi.se.grav","rsd.inoc.grav","cvCH4.tot.grav","cvCH4.inoc.grav","fv.inoc.grav","se.inoc.grav","cvCH4.se.grav","leak.l.grav","descrip1.gd03","cvCH4.gd03","vol.mi.mn.gd03","vol.mi.se.gd03","rsd.inoc.gd03","cvCH4.tot.gd03","cvCH4.inoc.gd03","fv.inoc.gd03","se.inoc.gd03","cvCH4.se.gd03","leak.l.gd03","descrip1.gd06","cvCH4.gd06","vol.mi.mn.gd06","vol.mi.se.gd06","rsd.inoc.gd06","cvCH4.tot.gd06","cvCH4.inoc.gd06","fv.inoc.gd06","se.inoc.gd06","cvCH4.se.gd06","leak.l.gd06"
20.9194444,"L1","Cellulose",3,"L",396.101121698926,0.643407616804562,0.032212368027454,8.67155697235164,464.720003352463,68.618881653537,0.147656397741703,3.43542198091114,0,FALSE,"L",361.601337340813,0.578178478021632,0.0323217569676081,9.68263734917094,423.263586157553,61.6622488167398,0.145682857758964,3.4470882194551,0,FALSE,"L",377.184072906126,0.741547837169439,0.0676188159648927,15.7938866420134,456.269526590804,79.0854536846777,0.173330562476078,7.21148990012138,0,FALSE,"L",370.470621496943,0.234503340753565,0.118213326856947,87.3128235998771,395.48020572668,25.0095842297368,0.0632385233637235,12.6073519703633,0,FALSE,"L",349.655385851282,0.910842766772097,0.038740214969473,7.36680611309687,446.796001513436,97.1406156621545,0.217416036251688,4.1316113716918,0,FALSE
20.9194444,"L2","Cellulose",3,"L",385.419496329722,0.643407616804562,0.032212368027454,8.67155697235164,455.542209497154,70.1227131674326,0.153932416591729,3.51071169292523,0,FALSE,"L",351.303816456354,0.578178478021632,0.0323217569676081,9.68263734917094,414.317437238852,63.0136207824982,0.152090197319335,3.52263360537043,0,FALSE,"L",372.19085862509,0.741547837169439,0.0676188159648927,15.7938866420134,453.009526181458,80.8186675563675,0.178403902976634,7.36953482176115,0,FALSE,"L",344.884693409708,0.234503340753565,0.118213326856947,87.3128235998771,370.442380435757,25.5576870260488,0.0689923409842712,12.8836510405745,0,FALSE,"L",427.980465623029,0.910842766772097,0.038740214969473,7.36680611309687,527.249986851578,99.2695212285488,0.188277901762174,4.22215856853028,0,FALSE
20.9194444,"L3","Cellulose",3,"L",288.69411832776,0.643407616804562,0.032212368027454,8.67155697235164,356.180527510624,67.4864091828641,0.189472483671503,3.37872445502941,0,TRUE,"L",261.178886658087,0.578178478021632,0.0323217569676081,9.68263734917094,321.823473898567,60.6445872404798,0.188440533892173,3.39019815627651,0,TRUE,"L",366.30595254657,0.741547837169439,0.0676188159648927,15.7938866420134,444.086195522907,77.7802429763368,0.175146725479164,7.09247289506936,0,TRUE,"L",53.9662196270897,0.234503340753565,0.118213326856947,87.3128235998771,78.5630506180583,24.5968309909686,0.31308395992091,12.3992827233795,0,TRUE,"L",389.514919111402,0.910842766772097,0.038740214969473,7.36680611309687,485.052345237809,95.5374261264076,0.196963125865453,4.0634240736011,0,TRUE
20.9194444,"E1","Ethanol",3,"E",719.082948096859,0.643407616804562,0.032212368027454,8.67155697235164,825.26630020131,106.183352104451,0.128665561744796,5.31609686774392,0,FALSE,"E",658.580553020704,0.578178478021632,0.0323217569676081,9.68263734917094,753.998958565684,95.4184055449798,0.12654978426826,5.33414962939198,0,FALSE,"E",730.309332276718,0.741547837169439,0.0676188159648927,15.7938866420134,852.689038453517,122.379706176799,0.143522082093085,11.1593216445668,0,FALSE,"E",644.817295320266,0.234503340753565,0.118213326856947,87.3128235998771,683.518035178727,38.7007398584613,0.0566199249568328,19.5090747781785,0,FALSE,"E",676.917955434231,0.910842766772097,0.038740214969473,7.36680611309687,827.236875648898,150.318920214667,0.181712064149407,6.39340564094564,0,FALSE
20.9194444,"E2","Ethanol",3,"E",720.219997607985,0.643407616804562,0.032212368027454,8.67155697235164,826.07637207111,105.856374463124,0.128143568853961,5.29972664792669,0,FALSE,"E",631.251701732464,0.578178478021632,0.0323217569676081,9.68263734917094,726.376278870581,95.1245771381164,0.130957714211183,5.31772381847402,0,FALSE,"E",748.177976330553,0.741547837169439,0.0676188159648927,15.7938866420134,870.180830327807,122.002853997254,0.140204023974297,11.1249579839945,0,FALSE,"E",715.724776884632,0.234503340753565,0.118213326856947,87.3128235998771,754.306342914185,38.5815660295538,0.0511484046130354,19.4489991530545,0,FALSE,"E",710.790560844357,0.910842766772097,0.038740214969473,7.36680611309687,860.64659375132,149.856032906963,0.174120288158909,6.37371799071526,0,FALSE
20.9194444,"E3","Ethanol",3,"E",687.632426279831,0.643407616804562,0.032212368027454,8.67155697235164,795.788191898093,108.155765618262,0.135910241844996,5.41484625825431,0,TRUE,"E",622.293700071863,0.578178478021632,0.0323217569676081,9.68263734917094,719.484554393729,97.1908543218658,0.135084003858517,5.43323435976809,0,TRUE,"E",742.31470474012,0.741547837169439,0.0676188159648927,15.7938866420134,866.967680516111,124.652975775991,0.143780418321689,11.3666121131805,0,TRUE,"E",455.051596209349,0.234503340753565,0.118213326856947,87.3128235998771,494.471223358318,39.4196271489682,0.0797207709707362,19.8714664523137,0,TRUE,"E",789.008284032759,0.910842766772097,0.038740214969473,7.36680611309687,942.119459942285,153.111175909526,0.162517793570367,6.51216662781928,0,TRUE
20.9194444,"A1","Preheated sludge",3,"A",281.8617597387,0.643407616804562,0.032212368027454,8.67155697235164,301.454106910587,19.5923471718869,0.064992802296431,0.980895906636698,0,FALSE,"A",245.625786345907,0.578178478021632,0.0323217569676081,9.68263734917094,263.231846909771,17.6060605638647,0.0668842344516909,0.984226899363998,0,FALSE,"A",274.274051481891,0.741547837169439,0.0676188159648927,15.7938866420134,296.854857631717,22.5808061498263,0.0760668238006076,2.05905445185074,0,FALSE,"A",285.629470735802,0.234503340753565,0.118213326856947,87.3128235998771,292.770310764755,7.14084002895281,0.0243905880015634,3.5997033290151,0,FALSE,"A",307.13398756903,0.910842766772097,0.038740214969473,7.36680611309687,334.869978315036,27.7359907460058,0.0828261490790092,1.17967478371646,0,FALSE
20.9194444,"A2","Preheated sludge",3,"A",274.463401787838,0.643407616804562,0.032212368027454,8.67155697235164,294.900597537563,20.4371957497252,0.0693019814824958,1.02319346825394,0,TRUE,"A",242.078266593005,0.578178478021632,0.0323217569676081,9.68263734917094,260.443524362708,18.3652577697033,0.0705153173404564,1.02666809790457,0,TRUE,"A",270.930576215237,0.741547837169439,0.0676188159648927,15.7938866420134,294.485097346466,23.5545211312296,0.079985443553761,2.14784367195162,0,TRUE,"A",223.637057895031,0.234503340753565,0.118213326856947,87.3128235998771,231.085820629217,7.44876273418579,0.0322337507074375,3.75492741786352,0,TRUE,"A",275.744924513228,0.910842766772097,0.038740214969473,7.36680611309687,304.676928791003,28.932004277775,0.0949596163798186,1.23054396006326,0,TRUE
20.9194444,"A3","Preheated sludge",3,"A",285.611150482244,0.643407616804562,0.032212368027454,8.67155697235164,306.746397525157,21.1352470429127,0.0689013700354194,1.0581415860115,0,FALSE,"A",249.601862258762,0.578178478021632,0.0323217569676081,9.68263734917094,268.594402366652,18.9925401078898,0.0707108559990149,1.06173489484643,0,FALSE,"A",276.572774247592,0.741547837169439,0.0676188159648927,15.7938866420134,300.931821799052,24.3590475514597,0.0809454028684461,2.22120525595419,0,FALSE,"A",279.342340718164,0.234503340753565,0.118213326856947,87.3128235998771,287.04552282196,7.70318210379599,0.0268360991248551,3.88318043123988,0,FALSE,"A",289.667184767951,0.910842766772097,0.038740214969473,7.36680611309687,319.587388368565,29.920203600614,0.09362135268651,1.2725743253426,0,FALSE
20.9194444,"B1","Raw sludge",3,"B",253.275228009391,0.643407616804562,0.032212368027454,8.67155697235164,273.630756852133,20.3555288427425,0.0743905000918532,1.01910479352476,0,TRUE,"B",227.764265241209,0.578178478021632,0.0323217569676081,9.68263734917094,246.056135555199,18.2918703139898,0.0743402324543386,1.02256553857693,0,TRUE,"B",269.295388811662,0.741547837169439,0.0676188159648927,15.7938866420134,292.755786223091,23.4603974114296,0.0801364089642683,2.13926090201005,0,TRUE,"B",180.935558153581,0.234503340753565,0.118213326856947,87.3128235998771,188.354555678254,7.41899752467278,0.0393884687203737,3.7399227512783,0,TRUE,"B",288.288759562392,0.910842766772097,0.038740214969473,7.36680611309687,317.105151731191,28.8163921687992,0.0908733018416137,1.22562671405969,0,TRUE
