"id","date","elapsed.time","day","time.orig","time","vol","pres.init","pres.resid","mass.init","mass.final","notes","date.time","start.time","descrip","mass.tot","mass.vent","mass.leak","cmass.tot","cmass.vent","cmass.leak","xCH4","vol.hs","temperature","pressure","vBg","vCH4","cvBg","cvCH4","rvBg","rvCH4","method","pres.init.abs","pres.resid.abs","rh.resid","pres.resid.prev","rh.resid.prev","temp.prev","massloss","cmassloss"
"C5-3","07032017",20.9194444444444,21,1051,"1034",65,32.4,0.2,397.65,397.58,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,"C5",0.259999999999991,0.0699999999999932,0.189999999999998,1.80000000000001,1.57000000000005,0.229999999999961,0.516113939324408,NA,20,101.325,59.1632641120589,30.5349853041651,1337.99997299579,764.92412613512,5.01029759594006,2.58588442942824,"gd8",NA,NA,NA,NA,NA,NA,NA,NA
"C5-3","17032017",30.96875,31,1209,"1145",45,20.5,0.1,397.52,397.5,NA,2017-03-17 11:45:00,2017-02-14 12:30:00,"C5",0.0799999999999841,0.0199999999999818,0.0600000000000023,1.88,1.59000000000003,0.289999999999964,0.501717476504312,NA,20,101.325,40.95918284681,20.5499378575802,1378.9591558426,785.4740639927,4.07582221680647,2.04491123729635,"gd8",NA,NA,NA,NA,NA,NA,NA,NA
"C5-3","06042017",50.8645833333333,51,932,"0915",45,25,0.1,397.39,397.34,NA,2017-04-06 09:15:00,2017-02-14 12:30:00,"C5",0.160000000000025,0.0500000000000114,0.110000000000014,2.04000000000002,1.64000000000004,0.399999999999977,0.443228442342037,NA,20,101.325,40.95918284681,18.1542748127943,1419.91833868941,803.628338805494,2.05868144151506,0.912466168601178,"gd8",NA,NA,NA,NA,NA,NA,NA,NA
"C5-3","16042017",60.9166666666667,61,1050,"1030",22,11.4,0.1,397.28,397.22,NA,2017-04-16 10:30:00,2017-02-14 12:30:00,"C5",0.119999999999948,0.0599999999999454,0.0600000000000023,2.15999999999997,1.69999999999999,0.45999999999998,0.392711211089135,NA,20,101.325,20.0244893917738,7.86384148048502,1439.94282808119,811.492180285979,1.99207355607283,0.782309618784002,"gd8",NA,NA,NA,NA,NA,NA,NA,NA
"C6-1","14022017",0,0,1230,"1230",0,0,0,390.92,390.92,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,"C6",0,0,0,0,0,0,0,NA,20,101.325,0,0,0,0,NA,NA,"gd8",NA,NA,NA,NA,NA,NA,NA,NA
"C6-1","15022017",0.874305555555556,1,1009,"0929",168,79.2,0.3,390.87,390.66,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,"C6",0.259999999999991,0.20999999999998,0.0500000000000114,0.259999999999991,0.20999999999998,0.0500000000000114,0.233052339408668,NA,20,101.325,152.914282628091,35.6370312954748,152.914282628091,35.6370312954748,174.897988073432,40.7603852783827,"gd8",NA,NA,NA,NA,NA,NA,NA,NA
"C6-1","16022017",2.01388888888889,2,1320,"1250",179,89.8,0.5,390.64,390.43,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,"C6",0.230000000000018,0.20999999999998,0.0200000000000387,0.490000000000009,0.419999999999959,0.07000000000005,0.351763900726233,NA,20,101.325,162.926527323978,57.3116707832616,315.840809952068,92.9487020787364,142.970261637128,50.2917769213264,"gd8",NA,NA,NA,NA,NA,NA,NA,NA
"C6-1","17022017",2.85,3,926,"0854",165,82.9,0.3,390.42,390.23,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,"C6",0.199999999999989,0.189999999999998,0.00999999999999091,0.689999999999998,0.609999999999957,0.0800000000000409,0.408219982448621,NA,20,101.325,150.183670438303,61.3079753103936,466.024480390372,154.25667738913,179.621665640496,73.3251531951551,"gd8",NA,NA,NA,NA,NA,NA,NA,NA
"C6-1","18022017",4.15138888888889,4,1637,"1608",185,93.4,0.3,390.14,389.94,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,"C6",0.29000000000002,0.199999999999989,0.0900000000000318,0.980000000000018,0.809999999999945,0.170000000000073,0.357088166963635,NA,20,101.325,168.387751703552,60.1292735949492,634.412232093924,214.385950984079,129.390801735921,46.203924213835,"gd8",NA,NA,NA,NA,NA,NA,NA,NA
"C6-1","19022017",5.14513888888889,5,1628,"1559",170,85.6,0.3,389.88,389.7,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,"C6",0.240000000000009,0.180000000000007,0.0600000000000023,1.22000000000003,0.989999999999952,0.230000000000075,0.356102428463228,NA,20,101.325,154.734690754616,55.1013991452253,789.14692284854,269.487350129305,155.707864910305,55.4479488253839,"gd8",NA,NA,NA,NA,NA,NA,NA,NA
