"id","date","day","time.orig","time","vol","pres.init","pres.resid","mass.init","mass.final","notes","date.time","start.time","time.d","temp.vol","temp.grav","pres.vol","pres.grav","mass.tot","mass.vent","mass.leak","cmass.tot","cmass.leak","cmass.vent","vBg","cvBg","xCH4","xCH4.lim.flag","vCH4","cvCH4","rvBg","rvCH4","method"
"C6-1","21022017",7,1601,"1540",66,32.6,0.2,389.5,389.44,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,7.13194444444444,20,30,101.325,150,0.100000000000023,0.0600000000000023,0.0400000000000205,1.48000000000002,0.300000000000068,1.17999999999995,60.0734681753213,967.546919247979,0.343816613810784,"",20.6542564079089,332.658705478896,50.0612234794344,17.211880339924,"gdt"
"C6-1","23022017",9,1527,"1510",50,24.2,0.1,389.39,389.35,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,9.11111111111111,20,30,101.325,150,0.089999999999975,0.0399999999999636,0.0500000000000114,1.56999999999999,0.35000000000008,1.21999999999991,45.5102031631222,1013.0571224111,0.343816613810784,"",15.6471639453855,348.305869424281,22.9946289666302,7.90593546714215,"gdt"
"C6-1","01032017",15,1746,"1746",89,43.9,0.2,389.29,389.2,NA,2017-03-01 17:46:00,2017-02-14 12:30:00,15.2194444444444,20,30,101.325,150,0.150000000000034,0.0900000000000318,0.0600000000000023,1.72000000000003,0.410000000000082,1.30999999999995,81.0081616303576,1094.06528404146,0.343816613810784,"",27.8519518227862,376.157821247067,13.2619091345742,4.55966469131561,"gdt"
"C6-1","07032017",21,1059,"1034",75,37.2,0.3,389.17,389.1,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,20.9194444444444,20,30,101.325,150,0.0999999999999659,0.0699999999999932,0.0299999999999727,1.81999999999999,0.440000000000055,1.37999999999994,68.2653047446833,1162.33058878614,0.343816613810784,"",23.4707459180783,399.628567165146,11.9763692534532,4.11767472246987,"gdt"
"C6-2","14022017",0,1230,"1230",0,0,0,393.73,393.73,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,20,30,101.325,150,0,0,0,0,0,0,0,0,0.669096109654596,"",0,0,NA,NA,"gdt"
"C6-2","15022017",1,1009,"0929",186,91.7,0.4,393.72,393.48,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.874305555555556,20,30,101.325,150,0.25,0.240000000000009,0.00999999999999091,0.25,0.00999999999999091,0.240000000000009,169.297955766815,169.297955766815,0.669096109654596,"",113.276603576052,113.276603576052,193.637058224157,129.561802342744,"gdt"
"C6-2","16022017",2,1320,"1250",219,104.5,0.3,393.49,393.24,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,2.01388888888889,20,30,101.325,150,0.240000000000009,0.25,-0.00999999999999091,0.490000000000009,0,0.490000000000009,199.334689854475,368.63264562129,0.669096109654596,"",133.374065500835,246.650669076886,174.918923455481,117.037571189032,"gdt"
"C6-2","17022017",3,926,"0854",159,76.5,0.5,393.23,393.06,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,2.85,20,30,101.325,150,0.180000000000007,0.170000000000016,0.00999999999999091,0.670000000000016,0.00999999999999091,0.660000000000025,144.722446058729,513.355091680019,0.669096109654596,"",96.8332256375925,343.483894714479,173.089968708114,115.813824682835,"gdt"
"C6-2","18022017",4,1637,"1608",257,126.3,0.3,393.06,392.8,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,4.15138888888889,20,30,101.325,150,0.259999999999991,0.259999999999991,0,0.930000000000007,0.00999999999999091,0.920000000000016,233.922444258448,747.277535938467,0.669096109654596,"",156.516597414222,500.000492128701,179.748302952063,120.268890222241,"gdt"
"C6-2","19022017",5,1628,"1559",221,108.5,0.3,392.8,392.59,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,5.14513888888889,20,30,101.325,150,0.210000000000036,0.210000000000036,0,1.14000000000004,0.00999999999999091,1.13000000000005,201.155097981,948.432633919467,0.669096109654596,"",134.592093496276,634.592585624977,202.420224383396,135.438584650341,"gdt"
