"descrip","elapsed.time","n","exper","mean.vol","se.vol","sd.vol","rsd.vol","mean.man","se.man","sd.man","rsd.man","mean.grav","se.grav","sd.grav","rsd.grav","mean.gd","se.gd","sd.gd","rsd.gd","mean.gd7","se.gd7","sd.gd7","rsd.gd7","mean.gd8","se.gd8","sd.gd8","rsd.gd8","mean.gd9","se.gd9","sd.gd9","rsd.gd9","mean.gd10","se.gd10","sd.gd10","rsd.gd10","mean.gd11","se.gd11","sd.gd11","rsd.gd11","mean.gd12","se.gd12","sd.gd12","rsd.gd12"
"Cellulose",0,3,1,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA
"Cellulose",0.990277777777778,3,1,0.510047137574414,0.99338486622153,1.7205930597657,337.340008993713,0.60106476031585,0.888434998725475,1.53881455701491,256.014768892172,-1.69947723810916,2.76080798550156,4.78185970083058,-281.372388732366,16.8062881785307,15.7492774730615,27.2785487658426,162.311561458822,16.8062881785307,15.7492774730615,27.2785487658426,162.311561458822,16.8062881785307,15.7492774730615,27.2785487658426,162.311561458822,5.79584183920432,1.79075397072661,3.10167686115421,53.5155538609387,16.8062881785307,15.7492774730615,27.2785487658426,162.311561458822,16.8062881785307,15.7492774730615,27.2785487658426,162.311561458822,3.328875222042,3.36392857807978,5.82649521026711,175.028945863973
"Cellulose",2.28263888888889,3,1,115.337854369733,2.15515378746832,3.73283585801963,3.23643601523353,102.391970650828,1.50688568869808,2.61000257402349,2.5490305122889,107.052745752849,16.1878016642261,28.0380949452876,26.190916214348,144.523815649051,16.9541032201921,29.3653681741399,20.3187052889942,171.679820763161,14.3643920328428,24.8798568207213,14.4920100161591,152.160763143055,15.3122791033205,26.5216453866263,17.4300160164758,111.418043425058,8.70227393621523,15.0727805989072,13.5281325497745,144.523815649051,16.9541032201921,29.3653681741399,20.3187052889942,137.277544460682,24.8593593685415,43.0576734699273,31.3654164190412,112.078960399303,11.708489162647,20.2796981095743,18.0941168951996
"Cellulose",3.075,3,1,228.964620852214,2.41902374131904,4.18987202467994,1.82992115073721,206.251832727178,1.43526641606785,2.48595435502681,1.20530049219739,221.232747245775,5.38848518266396,9.33313011220604,4.21869286007533,268.637095667709,21.772469948978,37.7110241578964,14.0379064418352,279.861400467028,20.2004647296801,34.988231248309,12.5019853362847,281.88272623097,19.2677262031138,33.3726807301193,11.8392074520999,226.908349385289,15.2621360428883,26.4347950583108,11.6499878166337,268.637095667709,21.772469948978,37.7110241578964,14.0379064418352,265.417304413028,31.4370693603354,54.4506013731678,20.5150909408811,230.932410173943,20.6901104203817,35.8363224623114,15.5181000515773
"Cellulose",4.16805555555556,3,1,290.130169214801,3.02913253077724,5.24661144616587,1.80836465934071,261.530025786903,1.69874345862834,2.94230997936956,1.12503716180068,267.816659156311,6.89277308675293,11.9386331912994,4.45776346733213,355.112429941598,22.1418376926721,38.3507878566518,10.7996185498094,364.409936554351,12.8482105595123,22.2537534754183,6.10679107321739,358.838552679904,21.2506442442146,36.8071955245509,10.2573135605594,294.233864253074,20.0264021843238,34.6867460760572,11.7888354435718,355.112429941598,22.1418376926721,38.3507878566518,10.7996185498094,342.969915235229,35.375926812694,61.2729026044241,17.8653869866106,299.282502679529,27.0539255956548,46.8587736758623,15.6570375001303
"Cellulose",5.77430555555556,3,1,336.209138508849,3.4818544862986,6.0307488748308,1.79374924238476,302.788909878861,2.23330790286903,3.86820275671426,1.27752458247623,318.636038172694,7.2059714399316,12.4811086518518,3.91704237958397,391.579333724228,22.7535288091529,39.4102679489351,10.0644402180555,400.876840336981,12.2112534582129,21.1505114137259,5.27606219305325,413.785430764806,22.9552224215524,39.7596115331731,9.60875095570301,344.735997633444,23.8950407559019,41.3874246381512,12.0055418993865,391.579333724228,22.7535288091529,39.4102679489351,10.0644402180555,397.887330547238,38.3207596752362,66.3735027421457,16.6814818282498,349.869428782242,32.2722219072819,55.8971280165496,15.9765682332136
"Cellulose",8.84652777777778,3,1,363.236658560616,5.07388942560793,8.78823427713941,2.41942383017292,330.691542225347,2.89735393460346,5.01836422224279,1.51753630844996,337.794721765577,9.65443674786746,16.7219749657665,4.95033636948632,418.893550632168,25.0417068686596,43.373508604765,10.3543032685293,437.035441368215,15.2839918044493,26.4726503477726,6.05732346669537,450.573034752209,25.9273963061397,44.9075677102075,9.96676770390938,377.513542757279,28.0898249722816,48.6530040277088,12.8877506413035,418.893550632168,25.0417068686596,43.373508604765,10.3543032685293,432.515440775039,41.5722730014869,72.0052890246992,16.6480273850271,381.777684654316,37.4327414674605,64.835410088232,16.9825038744571
"Cellulose",13.775,3,1,365.412822288421,11.7483797171125,20.3487905766506,5.56871279152574,338.318474636148,3.11561843128288,5.39640941998,1.59506790924843,351.212344086282,6.91859639236237,11.9833604686344,3.41199865847836,400.062409973454,46.5959720320731,80.7065909876091,20.1735001778758,418.2043007095,39.1779550571741,67.8582086956755,16.2260905926963,461.514902899196,32.7680507165079,56.7559287059855,12.2977456089608,388.208140400429,36.5984101251649,63.3903058130289,16.3289481121243,400.062409973454,46.5959720320731,80.7065909876091,20.1735001778758,440.587181435923,50.5295126822686,87.5196832473851,19.8643280910145,390.105154051673,46.9502803478386,81.320270992059,20.8457309900826
"Cellulose",21.8826388888889,3,1,372.188803931043,12.0943141085122,20.9479665186401,5.6283172135724,344.708093279652,5.02662954714001,8.70637776647344,2.52572479039829,353.648612077114,8.38646047301258,14.5257756349259,4.10740354659119,422.364318827923,46.6826882663884,80.8567879112842,19.143849114827,431.534618740818,41.6054468287246,72.0627477789564,16.699181166329,473.731637038277,36.0967039089847,62.5213251561316,13.1976250408372,401.499596210014,39.3541060658321,68.1633111924758,16.977180509248,422.364318827923,46.6826882663884,80.8567879112842,19.143849114827,452.247567947377,53.6830413814202,92.9817551774423,20.5599237602227,400.812573766138,50.6003527728094,87.6423818834145,21.8661757688648
"Cellulose",30.8423611111111,3,1,379.522928772518,12.642794734825,21.8979628303813,5.76986557866354,352.307436212878,5.25246560947112,9.09753730061222,2.5822722899085,355.66354683377,6.13413841227923,10.6246393907275,2.98727251789267,428.106146762363,52.8260732838717,91.4974428920227,21.3726066733659,442.905086634522,41.4575451590561,71.8065745725663,16.2126326247908,485.546636117531,38.0346752890292,65.8779900499831,13.5677986725948,413.314595289268,41.6661916569411,72.1679609077244,17.460782108896,428.106146762363,52.8260732838717,91.4974428920227,21.3726066733659,462.262143664942,56.2083489944182,97.3557162678954,21.0607157869412,410.827149483703,53.7136293680645,93.0347351244114,22.6457124952259
"Ethanol",0,3,1,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA
"Ethanol",0.990277777777778,2,1,46.6677589655775,2.03243721586655,2.87430027535029,6.15907071404563,45.6171182788876,2.00607866074403,2.83702364921146,6.21920839424109,32.0569313343047,2.28009839505576,3.22454607383299,10.0588108082021,47.742231835081,17.3718942350077,24.5675684312589,51.45877661548,30.6319353343747,9.72581430854151,13.7543785002617,44.9020878051631,30.6319353343747,9.72581430854151,13.7543785002617,44.9020878051631,36.398760914272,9.63311680870172,13.6232844387902,37.4278796766637,47.742231835081,17.3718942350077,24.5675684312589,51.45877661548,47.742231835081,17.3718942350077,24.5675684312589,51.45877661548,42.975661293809,5.09847953319708,7.21033890332895,16.7777264764688
"Ethanol",2.28263888888889,3,1,187.915040112414,30.7323667468145,53.230020642323,28.326641981653,175.786107494908,29.2504337659633,50.6632374260767,28.8209564157647,197.544882356857,23.0938652262211,39.9997479149631,20.2484354126193,181.660862266191,30.4805864183882,52.7939243211422,29.061804321826,156.598871643206,57.8562038440653,100.209884590983,63.9914474092128,127.336408988628,51.8401361862607,89.7897497458935,70.5138070556963,141.250187729049,33.4014365225962,57.8529851029234,40.9578111243995,181.660862266191,30.4805864183882,52.7939243211422,29.061804321826,171.192455409508,32.1006756599238,55.6000012002776,32.4780674868394,160.897288858169,37.7129068825596,65.3206708217072,40.5977448627413
"Ethanol",3.075,3,1,434.657731585632,37.8731719008938,65.598257976138,15.0919339998475,403.74753979344,36.8544455771209,63.8337722243555,15.8103185612012,463.816063178691,29.2632082911594,50.685363552759,10.9279017215132,434.253975826237,38.922890930343,67.4164246688159,15.5246534106096,383.841200753542,61.4504787878763,106.435351410035,27.7290064748353,338.362213096459,68.5658268446537,118.75949575791,35.0983328401552,345.82117619809,59.3784169223373,102.846434982496,29.7397736347945,434.253975826237,38.922890930343,67.4164246688159,15.5246534106096,416.951917774726,42.9001381967894,74.3052190085655,17.8210522223121,390.109495928821,57.8720955046363,100.237409754508,25.6946859280754
"Ethanol",4.16805555555556,3,1,650.168458007572,31.3880071979597,54.3656232152038,8.36177494395932,603.747068514853,30.1048917058141,52.1432019908288,8.636597129837,689.927687370627,10.6921633533293,18.5193701707924,2.6842480030583,654.419965868929,50.1644094058108,86.8873058225503,13.2769949503577,590.772093147391,72.3187063997673,125.259673822053,21.2027066401734,528.60301116297,62.1341637511221,107.619528502748,20.3592348567928,526.07298391682,82.5600761158206,142.998246509355,27.1822068194183,654.419965868929,50.1644094058108,86.8873058225503,13.2769949503577,633.849197417233,56.5628114871499,97.9696633146841,15.4563047036873,589.190888274198,64.9134674855949,112.433423780521,19.082682033636
"Ethanol",5.77430555555556,3,1,674.642575908416,32.933068443753,57.0417477937234,8.45510642682399,622.577761094476,30.4911742293475,52.8122629476648,8.48283800803005,732.568113906,13.8152758567118,23.9287597044044,3.26642113547886,660.846157420656,63.2495107723745,109.551366211628,16.5774386340108,595.351849824941,71.641573299499,124.086844888902,20.842606758573,551.671718900344,62.0281621119768,107.435928278063,19.4746122734398,548.182220891292,88.0993598966748,152.592567455337,27.8361029672279,660.846157420656,63.2495107723745,109.551366211628,16.5774386340108,660.382110679754,61.1046655762634,105.836385357593,16.0265373101419,613.017889857932,66.867145702468,115.817293713785,18.8929712541711
"Ethanol",8.84652777777778,3,1,682.709607542445,35.2712470122833,61.0915918715866,8.94840078367998,630.261660757294,32.3355649399105,56.0068413673678,8.88628403956422,733.916215686148,11.2402464673201,19.468677970995,2.65271124344806,650.282600249846,64.7068997097076,112.075637897477,17.2349126140568,585.998521454813,76.6446547503452,132.752436156173,22.6540565028388,564.488259830845,64.3337302930185,111.429289507941,19.7398772370097,558.767717133971,93.0866458123953,161.230800053237,28.8547092305585,650.282600249846,64.7068997097076,112.075637897477,17.2349126140568,672.986915681945,64.3795348972108,111.508625409623,16.5692114974672,624.428766574731,70.2745282218969,121.719053358258,19.4928644985306
"Ethanol",13.775,3,1,686.369278519834,37.9997958363499,65.8175770658024,9.58923703691094,634.013229368873,34.7987224688843,60.2731553545962,9.50660846850073,722.290364987375,9.50662093294821,16.4659504641641,2.27968574168257,672.588293862458,69.2442989743537,119.93464395807,17.8318066271008,608.304215067425,80.2223025026034,138.949103834669,22.8420419245768,575.201754931814,66.9992772786897,116.046152317086,20.1748606157924,567.405639159116,98.7704745471289,171.075480203316,30.1504723246752,672.588293862458,69.2442989743537,119.93464395807,17.8318066271008,683.288443364001,68.4666084739904,118.587644498877,17.3554295628125,633.263412076612,74.4343642814054,128.924100764484,20.3586846019911
"Ethanol",21.8826388888889,3,1,684.003848297854,47.2835060979866,81.8974349217057,11.9732418356282,632.802849286263,43.364169507215,75.1089448145254,11.8692488346474,736.438394829675,11.7520352926255,20.3551222191699,2.76399524550559,669.163334778428,76.0930134402791,131.796965379585,19.6957840529659,585.226603655656,95.7829759828839,165.900980902504,28.3481611851193,579.185340075902,73.3338114870005,127.017887408163,21.9304389492174,572.496858183844,109.379679284996,189.451161837201,33.0920876034508,669.163334778428,76.0930134402791,131.796965379585,19.6957840529659,688.649652830155,78.7620560256919,136.419882745085,19.8097657037127,637.29566981375,83.7454682471873,145.051405907775,22.7604568457473
"Ethanol",30.8423611111111,3,1,683.110561811863,54.2741299794288,94.0055506609678,13.7613961657437,631.92841044617,50.1080705353916,86.7897240365433,13.7341069972255,739.849083333342,4.87857669550395,8.44994270523432,1.14211707435842,657.412692623667,90.252644411608,156.322165638352,23.7783917761744,578.711230298445,118.019798141256,204.416286679677,35.3226749331024,583.907290725612,78.4494813232973,135.878487479377,23.270558466657,577.218808833554,117.325104220741,203.213041513636,35.2055474291092,657.412692623667,90.252644411608,156.322165638352,23.7783917761744,692.606281214181,86.6126812780308,150.017564553319,21.6598619767538,641.252298197775,90.7815179765203,157.238201523561,24.5204893558237
"A",0,3,2,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA
"A",1.00486111111111,3,2,118.641920190863,1.43312399188208,2.48224356748568,2.09221459286263,116.987755624037,1.13351262218891,1.96330145265183,1.67821105907979,106.821391098234,1.35326714402831,2.34392744967065,2.19424913453444,106.462586604989,4.12765024776627,7.14929994500545,6.71531678215903,106.462586604989,4.12765024776627,7.14929994500545,6.71531678215903,106.462586604989,4.12765024776627,7.14929994500545,6.71531678215903,107.653741356556,3.63642700589255,6.29847633222146,5.85068038774472,106.462586604989,4.12765024776627,7.14929994500545,6.71531678215903,106.462586604989,4.12765024776627,7.14929994500545,6.71531678215903,99.6003312766686,5.56627914306241,9.64107828489504,9.67976527920793
"A",1.82152777777778,3,2,234.51317918003,4.60498931062218,7.9760754543092,3.40112034734992,228.569924262635,3.39504798701813,5.88039560764984,2.5726900101227,223.571000098402,5.88801722530313,10.1983449900657,4.56156880166796,219.457937609562,3.36412475647579,5.82683500121635,2.65510332626149,220.705476491132,3.83637040570964,6.64478845934273,3.0107039322197,224.67578098217,3.07457058763218,5.32531246923584,2.37022096727838,227.982221849773,5.12718805404385,8.88055020956415,3.89528189413643,219.457937609562,3.36412475647579,5.82683500121635,2.65510332626149,223.225201005028,2.44870033061351,4.24127338513331,1.89999756570396,216.741460216592,8.53098765920011,14.7761040644777,6.81738696865463
"A",2.97916666666667,3,2,296.628972554762,3.48426921787564,6.03493131260888,2.03450501164202,287.189806872028,1.39971812519096,2.4243829091058,0.844174427884937,278.972764534211,3.49358858940542,6.05107293759307,2.16905508596736,285.124347401598,8.96448281483374,15.5269396988701,5.4456730336678,295.647734067439,2.88304623703752,4.99358256311925,1.68903123133025,286.852421439201,3.7899531426717,6.56439140141273,2.28842112208004,289.048209613435,6.96691201808861,12.0670455871917,4.17475188769714,285.124347401598,8.96448281483374,15.5269396988701,5.4456730336678,281.837956724875,3.63211621318036,6.29100982022306,2.2321371802891,273.636395804516,12.1990539369476,21.1293812230664,7.72169987144586
"A",4.62291666666667,3,2,329.972337860052,3.52912853972007,6.11262993723652,1.85246738465362,320.106791631197,1.33956577367792,2.32019598009047,0.724819354274628,317.210302460995,5.08712485976179,8.81115872155411,2.77770256930339,325.571549098923,11.7518266169631,20.3547607823204,6.2520084567143,336.094935764765,2.99951988734555,5.19532084319576,1.54578968331496,318.141000916155,4.91452464141279,8.51220637397616,2.67560809498412,322.799346853429,9.23471955403785,15.9950034612434,4.95509164351132,325.571549098923,11.7518266169631,20.3547607823204,6.2520084567143,310.639052668437,4.63866288189627,8.0343997906282,2.58641008643681,302.578390823253,14.0678322968849,24.366200290563,8.05285540195637
"A",6.75208333333333,3,2,351.339121131976,3.29033025654622,5.69901917801919,1.62208499857846,341.219003595701,1.78368859891111,3.08943927819539,0.905412431792914,340.186018602431,3.51990028779468,6.09664613603669,1.79215070657025,356.025424020618,14.8517776450986,25.7240334640265,7.22533609356415,354.329138460654,9.33475563547738,16.1682710368867,4.56306560254348,337.797482350842,6.45719440088631,11.1841887766844,3.31091537416146,344.667833612504,11.3456191154573,19.6511887512967,5.70148613676253,356.025424020618,14.8517776450986,25.7240334640265,7.22533609356415,327.123844844441,6.54102160047422,11.3293817454268,3.46333106680572,320.160293792142,15.8967735102932,27.5340193962429,8.60007312903044
"A",11.1263888888889,3,2,370.150828537516,3.16563232221673,5.48303602016163,1.48129778388593,359.651126658982,2.79818763570312,4.84660315414883,1.34758458820131,355.308703415017,3.46987806927046,6.01000511204544,1.69148829012091,380.337376209383,14.5575829905379,25.214473375012,6.62950184552228,378.641090649419,3.30687929850202,5.72768295950322,1.51269450171916,356.581018998344,7.95042571590876,13.7705412817561,3.86182677934971,365.038755325241,14.7703932280301,25.5830715187194,7.00831655420407,380.337376209383,14.5575829905379,25.214473375012,6.62950184552228,342.145877403182,8.39243924120111,14.5361311651951,4.24851857795903,334.414678783822,17.8390479939251,30.898137484138,9.2394680749381
"A",14.7868055555556,3,2,377.503681185906,3.2580483953241,5.64310535421958,1.49484776850178,368.038184328752,3.05865344346971,5.29774316683503,1.43945476105892,358.789627482224,3.52494349369747,6.10538122489337,1.70166045984589,395.670033165434,14.2809521125458,24.7353346393875,6.25150569061301,392.446036008505,3.05304961139955,5.28803704497243,1.34745584354885,364.607400287887,8.44670289511561,14.6301185707794,4.01256764378005,373.929479692562,16.747753412418,29.0079598229431,7.75760173998393,395.670033165434,14.2809521125458,24.7353346393875,6.25150569061301,347.264164910496,8.97486437236473,15.5449210839755,4.47639654612276,339.034414273778,18.7231927562403,32.4295211337137,9.56525938618319
"A",20.0701388888889,3,2,386.10808327643,3.79922641211723,6.58045317524465,1.70430339593109,377.187695710506,4.1912077105831,7.25938469980436,1.92460803529921,365.935474936459,2.69472256437121,4.66739639379323,1.27546977909252,408.830619356374,16.2144326101964,28.0842210967619,6.86940257580881,407.36809635481,3.39040954560094,5.87236159144734,1.44153694017624,373.625014988491,9.78133559022656,16.9417702081541,4.53443145627602,382.955677143766,19.3247809809937,33.4715025042218,8.74030716919134,408.830619356374,16.2144326101964,28.0842210967619,6.86940257580881,354.114247988481,10.2291039573202,17.7173277699825,5.00328011951634,345.469921848734,20.266103126753,35.1019202869667,10.1606299324479
"A",31.0743055555556,3,2,395.838218517111,7.22805699555122,12.5193619562984,3.16274714533589,387.560866881211,7.69001573171804,13.3194979583396,3.43674996537308,376.512230614045,3.99195349385221,6.91426627280413,1.83639884991991,403.445031640803,21.3522618880315,36.9832024465871,9.16685038756759,413.696504154737,17.8318177356927,30.8856143095275,7.46576632853905,383.804037080684,13.7963275397227,23.8959402566615,6.22607840147289,393.134699235959,23.9875455216729,41.5476475924088,10.568298263459,403.445031640803,21.3522618880315,36.9832024465871,9.16685038756759,360.416777392264,13.5167494733222,23.4116968409739,6.49572891982593,351.772451252518,23.1242520898657,40.0523795066782,11.3858772522033
"B",0,3,2,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA
"B",1.00486111111111,3,2,126.089173859396,4.79062840169009,8.29761179190972,6.58074879700816,123.305890190272,4.50617648341053,7.80492661713909,6.32972731886159,119.507270489116,3.25072819868591,5.63042640172085,4.71136724876803,118.183593012713,6.23397702259971,10.7975649363597,9.13626389341383,118.183593012713,6.23397702259971,10.7975649363597,9.13626389341383,118.183593012713,6.23397702259971,10.7975649363597,9.13626389341383,123.064757995666,8.20586984919775,14.2129834991081,11.5491906298703,118.183593012713,6.23397702259971,10.7975649363597,9.13626389341383,118.183593012713,6.23397702259971,10.7975649363597,9.13626389341383,117.212338199086,12.4686534961155,21.5963413572434,18.4249727367113
"B",1.82152777777778,3,2,249.34345327061,10.9939064981814,19.0420046285118,7.63685766710131,240.746654553237,10.4053200030141,18.0225429142331,7.48610316005357,241.892515028219,10.6799205182328,18.4981649583765,7.64726637209859,241.641531132173,5.75604691912875,9.96976571468129,4.12584942164931,242.924152890092,6.09605531067787,10.5586775238442,4.34649144526247,244.495110588004,9.03152658404148,15.6430629134688,6.39810868849183,252.00148460581,9.22278215733793,15.974327283649,6.33898141855658,241.641531132173,5.75604691912875,9.96976571468129,4.12584942164931,243.003737879891,8.83339089609054,15.2998818351452,6.2961508199958,245.073364476851,17.5983292059548,30.481200313037,12.4375818555819
"B",2.97916666666667,3,2,308.427793004091,2.37671969278543,4.11659926325385,1.33470438028886,302.998297836801,3.19432343771491,5.5327304899303,1.82599391792963,303.685622344099,3.43313378053723,5.9463621370715,1.9580650842712,286.457991831513,15.2120726118242,26.3480826521065,9.19788709110401,296.561047656505,18.0393601788803,31.2450883658554,10.5358032057013,295.822517032813,7.4305385552649,12.8700703053183,4.35060536784313,305.576400415912,21.4122808696327,37.0871583721389,12.1367875011488,286.457991831513,15.2120726118242,26.3480826521065,9.19788709110401,290.869809702718,7.84952158283712,13.5957701965824,4.67417715522895,295.561522384934,30.027588837233,52.0093094948756,17.5967795385556
"B",4.62291666666667,3,2,338.415327007479,2.51342315607096,4.35337660723502,1.28640054389109,331.763946135488,2.50717068109363,4.34254700290123,1.30892673947391,333.44847996294,4.48096021186021,7.76125075363649,2.3275711901578,333.507472024424,9.67848467194388,16.7636271920834,5.02646225295239,343.610527849415,15.000032013489,25.9808175625226,7.5611238471449,320.299140447205,8.31068182255536,14.394523162205,4.49408735287495,333.124457226626,23.2648859209408,40.2959644473634,12.0963692617591,333.507472024424,9.67848467194388,16.7636271920834,5.02646225295239,313.067053430219,8.3093271197696,14.3921767481509,4.59715469592167,318.792269515934,32.6592893877254,56.5675485586355,17.7443288209372
