"exper","id","date","time.orig","time","sheet.order","mass.init","pres.init","vol","mass.final","notes","inject.date.time","xCH4","xCH4.oa","date.time","start.time","elapsed.time","id.exper"
"2","E1","01022017",1029,"1013",358,849.2,0.081,54,849.1,NA,"20-02-2017 11:16:02",0.7061,0.7061,2017-02-01 10:13:00,2017-01-17 15:20:00,14.7868055555556,"E1-E2"
"2","E1","06022017",1737,"1701",382,849.1,0.073,48,849.1,NA,"08-02-2017 17:00:27",0.6968,0.7069,2017-02-06 17:01:00,2017-01-17 15:20:00,20.0701388888889,"E1-E2"
"2","E1","17012017",1520,"1520",200,851.1,0,0,851.1,NA,NA,NA,NA,2017-01-17 15:20:00,2017-01-17 15:20:00,0,"E1-E2"
"2","E1","17022017",1745,"1707",412,849.1,0.138,88,849,NA,"27-02-2017 13:23:21",0.6899,0.6899,2017-02-17 17:07:00,2017-01-17 15:20:00,31.0743055555556,"E1-E2"
"2","E1","18012017",1543,"1527",211,851.1,0.283,211,850.9,NA,"17-02-2017 13:44:37",0.6168,0.6259,2017-01-18 15:27:00,2017-01-17 15:20:00,1.00486111111111,"E1-E2"
"2","E1","19012017",1154,"1103",250,850.9,0.296,232,850.6,NA,"06-02-2017 10:32:54",0.6894,0.6994,2017-01-19 11:03:00,2017-01-17 15:20:00,1.82152777777778,"E1-E2"
"2","E1","20012017",1459,"1450",256,850.6,1.024,814,849.8,NA,"02-02-2017 20:29:36",0.7454,0.7454,2017-01-20 14:50:00,2017-01-17 15:20:00,2.97916666666667,"E1-E2"
"2","E1","22012017",657,"0617",295,849.8,0.439,334,849.5,NA,"10-02-2017 16:25:47",0.7404,0.7492,2017-01-22 06:17:00,2017-01-17 15:20:00,4.62291666666667,"E1-E2"
"2","E1","24012017",923,"0923",301,849.4,0.123,85,849.3,NA,"03-02-2017 14:15:41",0.7363,0.7444,2017-01-24 09:23:00,2017-01-17 15:20:00,6.75208333333333,"E1-E2"
"2","E1","28012017",1903,"1822",340,849.3,0.137,96,849.2,NA,"09-02-2017 10:13:52",0.7158,0.725,2017-01-28 18:22:00,2017-01-17 15:20:00,11.1263888888889,"E1-E2"
"2","E2","01022017",1031,"1013",359,839.3,0.086,58,839.3,NA,"20-02-2017 12:45:17",0.71,0.71,2017-02-01 10:13:00,2017-01-17 15:20:00,14.7868055555556,"E2-E2"
"2","E2","06022017",1740,"1701",383,839.3,0.098,66,839.2,NA,"08-02-2017 16:42:59",0.6997,0.7098,2017-02-06 17:01:00,2017-01-17 15:20:00,20.0701388888889,"E2-E2"
"2","E2","17012017",1520,"1520",201,841.2,0,0,841.2,NA,NA,NA,NA,2017-01-17 15:20:00,2017-01-17 15:20:00,0,"E2-E2"
"2","E2","17022017",1748,"1707",413,839.2,0.159,118,839.1,NA,"27-02-2017 15:22:31",0.6948,0.6948,2017-02-17 17:07:00,2017-01-17 15:20:00,31.0743055555556,"E2-E2"
"2","E2","18012017",1547,"1527",212,841.3,0.24,187,841,NA,"17-02-2017 14:37:22",0.5845,0.5939,2017-01-18 15:27:00,2017-01-17 15:20:00,1.00486111111111,"E2-E2"
"2","E2","19012017",1156,"1103",251,841,0.284,223,840.8,NA,"06-02-2017 09:58:22",0.6809,0.6911,2017-01-19 11:03:00,2017-01-17 15:20:00,1.82152777777778,"E2-E2"
"2","E2","20012017",1502,"1450",257,840.8,1.034,830,839.9,NA,"02-02-2017 20:11:26",0.7405,0.7405,2017-01-20 14:50:00,2017-01-17 15:20:00,2.97916666666667,"E2-E2"
"2","E2","22012017",659,"0617",296,840,0.489,389,839.6,NA,"10-02-2017 16:43:06",0.7409,0.7496,2017-01-22 06:17:00,2017-01-17 15:20:00,4.62291666666667,"E2-E2"
"2","E2","24012017",927,"0923",302,839.5,0.111,77,839.5,NA,"03-02-2017 10:58:45",0.7346,0.7427,2017-01-24 09:23:00,2017-01-17 15:20:00,6.75208333333333,"E2-E2"
"2","E2","28012017",1905,"1822",341,839.5,0.158,116,839.4,NA,"09-02-2017 10:30:25",0.7155,0.7246,2017-01-28 18:22:00,2017-01-17 15:20:00,11.1263888888889,"E2-E2"
"2","E3","01022017",1034,"1013",360,869.5,0.095,65,869.5,NA,"20-02-2017 16:58:57",0.7077,0.7077,2017-02-01 10:13:00,2017-01-17 15:20:00,14.7868055555556,"E3-E2"
"2","E3","06022017",1742,"1701",384,869.5,0.103,68,869.4,NA,"08-02-2017 14:05:11",0.6965,0.7067,2017-02-06 17:01:00,2017-01-17 15:20:00,20.0701388888889,"E3-E2"
"2","E3","17012017",1520,"1520",202,871.6,0,0,871.6,NA,NA,NA,NA,2017-01-17 15:20:00,2017-01-17 15:20:00,0,"E3-E2"
"2","E3","17022017",1750,"1707",414,869.4,0.177,128,869.3,NA,"27-02-2017 14:41:49",0.6931,0.6931,2017-02-17 17:07:00,2017-01-17 15:20:00,31.0743055555556,"E3-E2"
"2","E3","18012017",1549,"1527",213,871.6,0.278,205,871.3,NA,"17-02-2017 15:47:48",0.6225,0.6316,2017-01-18 15:27:00,2017-01-17 15:20:00,1.00486111111111,"E3-E2"
"2","E3","19012017",1158,"1103",252,871.3,0.321,240,871.1,NA,"06-02-2017 10:15:27",0.6984,0.7082,2017-01-19 11:03:00,2017-01-17 15:20:00,1.82152777777778,"E3-E2"
"2","E3","20012017",1504,"1450",258,871.1,1.142,889,870.2,NA,"02-02-2017 18:58:43",0.7506,0.7506,2017-01-20 14:50:00,2017-01-17 15:20:00,2.97916666666667,"E3-E2"
"2","E3","22012017",701,"0617",297,870.2,0.484,362,869.8,NA,"10-02-2017 17:17:41",0.7421,0.7508,2017-01-22 06:17:00,2017-01-17 15:20:00,4.62291666666667,"E3-E2"
"2","E3","24012017",929,"0923",303,869.8,0.126,88,869.7,NA,NA,NA,NA,2017-01-24 09:23:00,2017-01-17 15:20:00,6.75208333333333,"E3-E2"
"2","E3","28012017",1907,"1822",342,869.7,0.17,120,869.6,"mass.init originally entered as 868.9. Typo","09-02-2017 11:21:39",0.7146,0.7237,2017-01-28 18:22:00,2017-01-17 15:20:00,11.1263888888889,"E3-E2"
"2","I1","01022017",1018,"1013",355,959.3,0.096,68,959.2,NA,"20-02-2017 13:39:20",0.6145,0.6145,2017-02-01 10:13:00,2017-01-17 15:20:00,14.7868055555556,"I1-E2"
"2","I1","06022017",1727,"1701",379,959.2,0.076,36,959.2,NA,"08-02-2017 12:39:17",0.6235,0.6348,2017-02-06 17:01:00,2017-01-17 15:20:00,20.0701388888889,"I1-E2"
"2","I1","17012017",1520,"1520",182,959.9,0,0,959.9,"Start",NA,NA,NA,2017-01-17 15:20:00,2017-01-17 15:20:00,0,"I1-E2"
"2","I1","17022017",1726,"1707",403,959.1,0.129,80,959,NA,"27-02-2017 11:07:48",0.6334,0.6334,2017-02-17 17:07:00,2017-01-17 15:20:00,31.0743055555556,"I1-E2"
"2","I1","18012017",1623,"1527",223,959.9,0.207,140,959.8,NA,"17-02-2017 11:22:20",0.2744,0.2822,2017-01-18 15:27:00,2017-01-17 15:20:00,1.00486111111111,"I1-E2"
"2","I1","19012017",1123,"1103",238,959.8,0.085,51,959.7,NA,"06-02-2017 14:04:02",0.4759,0.4877,2017-01-19 11:03:00,2017-01-17 15:20:00,1.82152777777778,"I1-E2"
"2","I1","20012017",1530,"1450",268,959.7,0.11,69,959.6,"For I bottles, there is clear separation of solids from liquid. Nearly clear solution on bottom.","02-02-2017 16:52:11",0.5031,0.5031,2017-01-20 14:50:00,2017-01-17 15:20:00,2.97916666666667,"I1-E2"
"2","I1","22012017",632,"0617",283,959.6,0.113,74,959.6,NA,"10-02-2017 19:37:50",0.5566,0.568,2017-01-22 06:17:00,2017-01-17 15:20:00,4.62291666666667,"I1-E2"
"2","I1","24012017",1028,"0923",316,959.5,0.118,74,959.5,NA,"03-02-2017 13:57:45",0.5734,0.5836,2017-01-24 09:23:00,2017-01-17 15:20:00,6.75208333333333,"I1-E2"
"2","I1","28012017",1838,"1822",331,959.5,0.172,108,959.3,NA,"09-02-2017 13:04:38",0.6088,0.6196,2017-01-28 18:22:00,2017-01-17 15:20:00,11.1263888888889,"I1-E2"
"2","I2","01022017",1022,"1013",356,989.3,0.125,75,989.2,NA,"20-02-2017 11:51:05",0.6095,0.6095,2017-02-01 10:13:00,2017-01-17 15:20:00,14.7868055555556,"I2-E2"
"2","I2","06022017",1730,"1701",380,989.2,0.147,86,989.1,NA,"08-02-2017 13:13:29",0.629,0.6402,2017-02-06 17:01:00,2017-01-17 15:20:00,20.0701388888889,"I2-E2"
"2","I2","17012017",1520,"1520",183,989.9,0,0,989.9,NA,NA,NA,NA,2017-01-17 15:20:00,2017-01-17 15:20:00,0,"I2-E2"
"2","I2","17022017",1728,"1707",404,989.1,0.224,140,989,NA,"27-02-2017 15:42:45",0.6402,0.6402,2017-02-17 17:07:00,2017-01-17 15:20:00,31.0743055555556,"I2-E2"
"2","I2","18012017",1625,"1527",224,989.9,0.198,128,989.8,NA,"17-02-2017 11:04:27",0.2303,0.2372,2017-01-18 15:27:00,2017-01-17 15:20:00,1.00486111111111,"I2-E2"
"2","I2","19012017",1126,"1103",239,989.8,0.095,52,989.7,NA,"06-02-2017 13:28:20",0.4335,0.4451,2017-01-19 11:03:00,2017-01-17 15:20:00,1.82152777777778,"I2-E2"
"2","I2","20012017",1533,"1450",269,989.7,0.115,68,989.6,NA,"02-02-2017 16:33:32",0.4848,0.4848,2017-01-20 14:50:00,2017-01-17 15:20:00,2.97916666666667,"I2-E2"
"2","I2","22012017",634,"0617",284,989.6,0.128,83,989.6,NA,"10-02-2017 19:20:12",0.543,0.5545,2017-01-22 06:17:00,2017-01-17 15:20:00,4.62291666666667,"I2-E2"
"2","I2","24012017",1031,"0923",317,989.5,0.122,73,989.5,NA,"03-02-2017 13:21:44",0.5657,0.576,2017-01-24 09:23:00,2017-01-17 15:20:00,6.75208333333333,"I2-E2"
"2","I2","28012017",1840,"1822",332,989.5,0.182,125,989.3,NA,"09-02-2017 15:05:48",0.6104,0.6211,2017-01-28 18:22:00,2017-01-17 15:20:00,11.1263888888889,"I2-E2"
"2","I3","01022017",1025,"1013",357,985.8,0.105,70,985.8,NA,"20-02-2017 14:15:15",0.6165,0.6165,2017-02-01 10:13:00,2017-01-17 15:20:00,14.7868055555556,"I3-E2"
"2","I3","06022017",1733,"1701",381,985.7,0.068,38,985.7,NA,"08-02-2017 13:30:36",0.6216,0.633,2017-02-06 17:01:00,2017-01-17 15:20:00,20.0701388888889,"I3-E2"
"2","I3","17012017",1520,"1520",184,986.5,0,0,986.5,NA,NA,NA,NA,2017-01-17 15:20:00,2017-01-17 15:20:00,0,"I3-E2"
"2","I3","17022017",1730,"1707",405,985.6,0.075,42,985.5,NA,"27-02-2017 14:21:58",0.6309,0.6309,2017-02-17 17:07:00,2017-01-17 15:20:00,31.0743055555556,"I3-E2"
"2","I3","18012017",1627,"1527",225,986.5,0.187,125,986.4,NA,"17-02-2017 10:46:34",0.2609,0.2685,2017-01-18 15:27:00,2017-01-17 15:20:00,1.00486111111111,"I3-E2"
"2","I3","19012017",1127,"1103",240,986.3,0.083,43,986.3,"Slight leak, P low.","06-02-2017 13:46:10",0.4508,0.4625,2017-01-19 11:03:00,2017-01-17 15:20:00,1.82152777777778,"I3-E2"
"2","I3","20012017",1535,"1450",270,986.3,0.115,67,986.2,NA,"02-02-2017 15:22:25",0.4926,0.4926,2017-01-20 14:50:00,2017-01-17 15:20:00,2.97916666666667,"I3-E2"
"2","I3","22012017",635,"0617",285,986.2,0.127,79,986.1,NA,"10-02-2017 18:27:27",0.5464,0.5579,2017-01-22 06:17:00,2017-01-17 15:20:00,4.62291666666667,"I3-E2"
"2","I3","24012017",1033,"0923",318,986.1,0.115,68,986,NA,"03-02-2017 13:03:44",0.5831,0.5933,2017-01-24 09:23:00,2017-01-17 15:20:00,6.75208333333333,"I3-E2"
"2","I3","28012017",1843,"1822",333,986,0.163,92,985.9,NA,"09-02-2017 13:38:10",0.6095,0.6202,2017-01-28 18:22:00,2017-01-17 15:20:00,11.1263888888889,"I3-E2"
"2","L1","01022017",1046,"1013",364,836.5,0.118,80,836.4,NA,"20-02-2017 12:27:14",0.5341,0.5341,2017-02-01 10:13:00,2017-01-17 15:20:00,14.7868055555556,"L1-E2"
"2","L1","06022017",1753,"1701",388,836.4,0.105,70,836.4,NA,"08-02-2017 14:22:37",0.5398,0.5518,2017-02-06 17:01:00,2017-01-17 15:20:00,20.0701388888889,"L1-E2"
"2","L1","17012017",1520,"1520",197,838.3,0,0,838.3,NA,NA,NA,NA,2017-01-17 15:20:00,2017-01-17 15:20:00,0,"L1-E2"
"2","L1","17022017",1740,"1707",409,836.3,0.149,107,836.2,NA,"27-02-2017 09:35:30",0.5556,0.5556,2017-02-17 17:07:00,2017-01-17 15:20:00,31.0743055555556,"L1-E2"
"2","L1","18012017",1630,"1527",226,838.3,0.168,123,838.2,NA,"17-02-2017 10:11:23",0.343,0.3518,2017-01-18 15:27:00,2017-01-17 15:20:00,1.00486111111111,"L1-E2"
"2","L1","19012017",1104,"1103",230,838.2,0.171,123,838,NA,"06-02-2017 15:13:06",0.4743,0.4861,2017-01-19 11:03:00,2017-01-17 15:20:00,1.82152777777778,"L1-E2"
"2","L1","20012017",1537,"1450",271,838,0.623,499,837.4,NA,"02-02-2017 14:48:12",0.5111,0.5111,2017-01-20 14:50:00,2017-01-17 15:20:00,2.97916666666667,"L1-E2"
"2","L1","22012017",617,"0617",277,837.4,0.431,337,837,NA,"10-02-2017 20:48:37",0.4906,0.5022,2017-01-22 06:17:00,2017-01-17 15:20:00,4.62291666666667,"L1-E2"
"2","L1","24012017",1037,"0923",319,837,0.274,208,836.8,NA,"03-02-2017 14:33:44",0.531,0.5415,2017-01-24 09:23:00,2017-01-17 15:20:00,6.75208333333333,"L1-E2"
"2","L1","28012017",1822,"1822",325,836.8,0.224,170,836.6,"mass.init was entered as 856.8, assumed to be typo in second digit","09-02-2017 13:56:39",0.5251,0.5364,2017-01-28 18:22:00,2017-01-17 15:20:00,11.1263888888889,"L1-E2"
"2","L2","01022017",1048,"1013",365,850.3,0.065,49,850.3,NA,"20-02-2017 13:21:26",0.5378,0.5378,2017-02-01 10:13:00,2017-01-17 15:20:00,14.7868055555556,"L2-E2"
"2","L2","06022017",1755,"1701",389,850.2,0.063,42,850.2,NA,"08-02-2017 15:32:54",0.5427,0.5547,2017-02-06 17:01:00,2017-01-17 15:20:00,20.0701388888889,"L2-E2"
"2","L2","17012017",1520,"1520",198,852.1,0,0,852.1,NA,NA,NA,NA,2017-01-17 15:20:00,2017-01-17 15:20:00,0,"L2-E2"
"2","L2","17022017",1742,"1707",410,850.1,0.087,58,850,NA,"27-02-2017 11:27:15",0.5565,0.5565,2017-02-17 17:07:00,2017-01-17 15:20:00,31.0743055555556,"L2-E2"
"2","L2","18012017",1633,"1527",227,852,0.117,97,851.9,NA,"17-02-2017 09:54:11",0.3255,0.3341,2017-01-18 15:27:00,2017-01-17 15:20:00,1.00486111111111,"L2-E2"
"2","L2","19012017",1107,"1103",231,851.9,0.121,90,851.8,NA,"06-02-2017 15:48:05",0.4853,0.4971,2017-01-19 11:03:00,2017-01-17 15:20:00,1.82152777777778,"L2-E2"
"2","L2","20012017",1539,"1450",272,851.7,0.468,375,851.3,NA,"02-02-2017 15:40:03",0.5216,0.5216,2017-01-20 14:50:00,2017-01-17 15:20:00,2.97916666666667,"L2-E2"
"2","L2","22012017",620,"0617",278,851.2,0.324,248,850.9,NA,"10-02-2017 20:13:10",0.5003,0.5119,2017-01-22 06:17:00,2017-01-17 15:20:00,4.62291666666667,"L2-E2"
"2","L2","24012017",1042,"0923",320,850.8,0.187,135,850.6,NA,"03-02-2017 13:39:47",0.5175,0.5279,2017-01-24 09:23:00,2017-01-17 15:20:00,6.75208333333333,"L2-E2"
"2","L2","28012017",1825,"1822",326,850.5,0.155,110,850.4,NA,"09-02-2017 14:48:17",0.5352,0.5464,2017-01-28 18:22:00,2017-01-17 15:20:00,11.1263888888889,"L2-E2"
"2","L3","01022017",1050,"1013",366,861.3,0.118,82,861.3,NA,"20-02-2017 15:09:00",0.5358,0.5358,2017-02-01 10:13:00,2017-01-17 15:20:00,14.7868055555556,"L3-E2"
"2","L3","06022017",1757,"1701",390,861.3,0.117,84,861.2,NA,"08-02-2017 11:31:45",0.5391,0.5512,2017-02-06 17:01:00,2017-01-17 15:20:00,20.0701388888889,"L3-E2"
"2","L3","17012017",1520,"1520",199,863.3,0,0,863.3,NA,NA,NA,NA,2017-01-17 15:20:00,2017-01-17 15:20:00,0,"L3-E2"
"2","L3","17022017",1742,"1707",411,861.2,0.169,125,861,NA,"27-02-2017 09:52:59",0.5555,0.5555,2017-02-17 17:07:00,2017-01-17 15:20:00,31.0743055555556,"L3-E2"
"2","L3","18012017",1636,"1527",228,863.3,0.155,112,863.2,NA,"17-02-2017 10:28:49",0.3199,0.3284,2017-01-18 15:27:00,2017-01-17 15:20:00,1.00486111111111,"L3-E2"
"2","L3","19012017",1108,"1103",232,863.2,0.19,135,863.1,NA,"06-02-2017 14:21:29",0.5082,0.52,2017-01-19 11:03:00,2017-01-17 15:20:00,1.82152777777778,"L3-E2"
"2","L3","20012017",1544,"1450",273,863.1,0.733,583,862.4,NA,"02-02-2017 15:05:01",0.5193,0.5193,2017-01-20 14:50:00,2017-01-17 15:20:00,2.97916666666667,"L3-E2"
"2","L3","22012017",622,"0617",279,862.4,0.486,377,861.9,NA,"10-02-2017 20:30:50",0.4963,0.5079,2017-01-22 06:17:00,2017-01-17 15:20:00,4.62291666666667,"L3-E2"
"2","L3","24012017",1045,"0923",321,861.9,0.306,232,861.6,NA,"03-02-2017 14:51:39",0.5102,0.5207,2017-01-24 09:23:00,2017-01-17 15:20:00,6.75208333333333,"L3-E2"
"2","L3","28012017",1827,"1822",327,861.6,0.255,192,861.4,NA,NA,NA,NA,2017-01-28 18:22:00,2017-01-17 15:20:00,11.1263888888889,"L3-E2"
