"id","exper","date","time.orig","time","sheet.order","mass.init","pres.init","vol","mass.final","notes","inject.date.time","xCH4.oa","date.time","start.time","time.d","xCH4.GC","vol.hs","temperature","pressure","massloss","cmassloss","vBg","vCH4","cvBg","cvCH4","rvBg","rvCH4","method"
"C2","2","06022017",1720,"1701",377,1018.7,0.268,162,1018.5,NA,"08-02-2017 11:48:19",0.6278,2017-02-06 17:01:00,2017-01-17 15:20:00,20.1,0.6164,639.24,30,1.5,0.200000000000045,3.60000000000002,163.574573722258,100.996433827676,2926.67531285822,1849.69440594413,30.8631271174072,19.0559309108822,"grav"
"C2","2","17022017",1756,"1707",416,1018.5,0.357,220,1018.3,NA,"27-02-2017 14:02:09",0.6361,2017-02-17 17:07:00,2017-01-17 15:20:00,31.1,0.6361,639.24,30,1.5,0.200000000000045,3.80000000000007,166.958951644298,106.371508925531,3093.63426450252,1956.06591486966,15.178086513118,9.67013717504824,"grav"
"C3","2","17012017",1520,"1520",193,1049.3,0,0,1049.3,NA,NA,NA,2017-01-17 15:20:00,2017-01-17 15:20:00,0,NA,613.32,30,1.5,0,0,0,0,0,0,NA,NA,"grav"
"C3","2","18012017",1600,"1527",216,1049.3,1.059,655,1048.6,NA,"17-02-2017 13:09:08",0.657,2017-01-18 15:27:00,2017-01-17 15:20:00,1,0.6482,613.32,30,1.5,0.700000000000045,0.700000000000045,517.073437876985,335.682346736992,517.073437876985,335.682346736992,517.073437876985,335.682346736992,"grav"
"C3","2","19012017",1135,"1103",243,1048.6,0.904,554,1048,NA,"06-02-2017 12:35:13",0.6433,2017-01-19 11:03:00,2017-01-17 15:20:00,1.8,0.6324,613.32,30,1.5,0.599999999999909,1.29999999999995,498.938135868441,316.035449674535,1016.01157374543,651.717796411527,623.672669835552,395.044312093169,"grav"
"C3","2","20012017",1513,"1450",261,1048,0.776,472,1047.5,NA,NA,NA,2017-01-20 14:50:00,2017-01-17 15:20:00,3,0.635142857142857,613.32,30,1.5,0.5,1.79999999999995,416.978246539475,265.263105211003,1432.9898202849,916.980901622529,347.481872116229,221.052587675835,"grav"
"C3","2","22012017",641,"0617",288,1047.5,0.586,351,1047.1,NA,"10-02-2017 18:44:58",0.6494,2017-01-22 06:17:00,2017-01-17 15:20:00,4.6,0.6388,613.32,30,1.5,0.400000000000091,2.20000000000005,334.867394469492,214.251001450894,1767.85721475439,1131.23190307342,209.292121543433,133.906875906809,"grav"
"C3","2","24012017",1016,"0923",312,1047.1,0.403,240,1046.8,"Labeled C5 on data sheet but see mass.","03-02-2017 11:16:30",0.6518,2017-01-24 09:23:00,2017-01-17 15:20:00,6.8,0.6422,613.32,30,1.5,0.299999999999955,2.5,252.053044900389,162.121601698605,2019.91025965478,1293.35350477203,114.569565863813,73.6916371357297,"grav"
"C3","2","28012017",1900,"1822",339,1046.8,0.475,294,1046.5,NA,"09-02-2017 11:04:12",0.6418,2017-01-28 18:22:00,2017-01-17 15:20:00,11.1,0.6314,613.32,30,1.5,0.299999999999955,2.79999999999995,249.208360315685,157.60366852899,2269.11861997047,1450.95717330102,57.9554326315546,36.6520159369745,"grav"
"C3","2","01022017",1015,"1013",354,1046.4,0.24,150,1046.3,NA,"20-02-2017 13:03:21",0.62,2017-02-01 10:13:00,2017-01-17 15:20:00,14.8,0.62,613.32,30,1.5,0.200000000000045,3,164.182797834933,101.962416456467,2433.3014178054,1552.91958975749,44.3737291445765,27.5574098530992,"grav"
"C3","2","06022017",1722,"1701",378,1046.3,0.262,154,1046.2,NA,"08-02-2017 12:56:22",0.6265,2017-02-06 17:01:00,2017-01-17 15:20:00,20.1,0.6151,613.32,30,1.5,0.0999999999999091,3.09999999999991,81.6780192791132,50.3246779438057,2514.97943708451,1603.24426770129,15.4109470337949,9.49522225354823,"grav"
"C3","2","17022017",1758,"1707",417,1046.2,0.344,222,1045.9,"Ask Jinmi about pres.init","27-02-2017 13:03:45",0.637,2017-02-17 17:07:00,2017-01-17 15:20:00,31.1,0.637,613.32,30,1.5,0.299999999999955,3.39999999999986,250.675353001094,159.933548948292,2765.65479008561,1763.17781664958,22.7886684546449,14.5394135407538,"grav"
"E1","2","17012017",1520,"1520",200,851.1,0,0,851.1,NA,NA,NA,2017-01-17 15:20:00,2017-01-17 15:20:00,0,NA,813.28,30,1.5,0,0,0,0,0,0,NA,NA,"grav"
"E1","2","18012017",1543,"1527",211,851.1,0.283,211,850.9,NA,"17-02-2017 13:44:37",0.6259,2017-01-18 15:27:00,2017-01-17 15:20:00,1,0.6168,813.28,30,1.5,0.200000000000045,0.200000000000045,90.3456532518927,55.8185409304486,90.3456532518927,55.8185409304486,90.3456532518927,55.8185409304486,"grav"
"E1","2","19012017",1154,"1103",250,850.9,0.296,232,850.6,NA,"06-02-2017 10:32:54",0.6994,2017-01-19 11:03:00,2017-01-17 15:20:00,1.8,0.6894,813.28,30,1.5,0.299999999999955,0.5,265.283984964045,183.135004485051,355.629638215938,238.953545415499,331.604981205057,228.918755606313,"grav"
"E1","2","20012017",1459,"1450",256,850.6,1.024,814,849.8,NA,"02-02-2017 20:29:36",0.7454,2017-01-20 14:50:00,2017-01-17 15:20:00,3,0.7454,813.28,30,1.5,0.800000000000068,1.30000000000007,754.385492614433,562.944402605159,1110.01513083037,801.897948020658,628.654577178694,469.120335504299,"grav"
"E1","2","22012017",657,"0617",295,849.8,0.439,334,849.5,NA,"10-02-2017 16:25:47",0.7492,2017-01-22 06:17:00,2017-01-17 15:20:00,4.6,0.7404,813.28,30,1.5,0.299999999999955,1.60000000000002,281.228055795206,208.457406432218,1391.24318662558,1010.35535445288,175.767534872004,130.285879020136,"grav"
"E1","2","24012017",923,"0923",301,849.4,0.123,85,849.3,NA,"03-02-2017 14:15:41",0.7444,2017-01-24 09:23:00,2017-01-17 15:20:00,6.8,0.7363,813.28,30,1.5,0.200000000000045,1.80000000000007,186.584033232509,137.540098772198,1577.82721985809,1147.89545322507,84.8109241965952,62.5182267146355,"grav"
"E1","2","28012017",1903,"1822",340,849.3,0.137,96,849.2,NA,"09-02-2017 10:13:52",0.725,2017-01-28 18:22:00,2017-01-17 15:20:00,11.1,0.7158,813.28,30,1.5,0.0999999999999091,1.89999999999998,91.101915592659,65.2917270046801,1668.92913545075,1213.18718022975,21.1864919982928,15.1841225592279,"grav"
"E1","2","01022017",1029,"1013",358,849.2,0.081,54,849.1,NA,"20-02-2017 11:16:02",0.7061,2017-02-01 10:13:00,2017-01-17 15:20:00,14.8,0.7061,813.28,30,1.5,0.100000000000023,2,90.1009384514285,63.7019733100298,1759.03007390217,1276.88915353978,24.3516049868726,17.2167495432513,"grav"
"E1","2","06022017",1737,"1701",382,849.1,0.073,48,849.1,NA,"08-02-2017 17:00:27",0.7069,2017-02-06 17:01:00,2017-01-17 15:20:00,20.1,0.6968,813.28,30,1.5,0,2,0,0,1759.03007390217,1276.88915353978,0,0,"grav"
"E1","2","17022017",1745,"1707",412,849.1,0.138,88,849,NA,"27-02-2017 13:23:21",0.6899,2017-02-17 17:07:00,2017-01-17 15:20:00,31.1,0.6899,813.28,30,1.5,0.100000000000023,2.10000000000002,88.4771839341232,61.1231234675933,1847.5072578363,1338.01227700738,8.04338035764757,5.55664758796303,"grav"
"E2","2","17012017",1520,"1520",201,841.2,0,0,841.2,NA,NA,NA,2017-01-17 15:20:00,2017-01-17 15:20:00,0,NA,821.21,30,1.5,0,0,0,0,0,0,NA,NA,"grav"
"E2","2","18012017",1547,"1527",212,841.3,0.24,187,841,NA,"17-02-2017 14:37:22",0.5939,2017-01-18 15:27:00,2017-01-17 15:20:00,1,0.5845,821.21,30,1.5,0.200000000000045,0.200000000000045,109.561111754499,64.1547948824056,109.561111754499,64.1547948824056,109.561111754499,64.1547948824056,"grav"
"E2","2","19012017",1156,"1103",251,841,0.284,223,840.8,NA,"06-02-2017 09:58:22",0.6911,2017-01-19 11:03:00,2017-01-17 15:20:00,1.8,0.6809,821.21,30,1.5,0.200000000000045,0.400000000000091,175.200080735276,119.46008495797,284.761192489775,183.614879840376,219.000100919095,149.325106197463,"grav"
"E2","2","20012017",1502,"1450",257,840.8,1.034,830,839.9,NA,"02-02-2017 20:11:26",0.7405,2017-01-20 14:50:00,2017-01-17 15:20:00,3,0.7405,821.21,30,1.5,0.899999999999977,1.30000000000007,843.783582430262,625.530110449128,1128.54477492004,809.144990289504,703.152985358552,521.27509204094,"grav"
"E2","2","22012017",659,"0617",296,840,0.489,389,839.6,NA,"10-02-2017 16:43:06",0.7496,2017-01-22 06:17:00,2017-01-17 15:20:00,4.6,0.7409,821.21,30,1.5,0.299999999999955,1.60000000000002,281.39382537984,208.720681984439,1409.93860029988,1017.86567227394,175.8711408624,130.450426240275,"grav"
"E2","2","24012017",927,"0923",302,839.5,0.111,77,839.5,NA,"03-02-2017 10:58:45",0.7427,2017-01-24 09:23:00,2017-01-17 15:20:00,6.8,0.7346,821.21,30,1.5,0.100000000000023,1.70000000000005,93.1064176112163,68.4752807127567,1503.04501791109,1086.3409529867,42.3210989141892,31.1251275967076,"grav"
"E2","2","28012017",1905,"1822",341,839.5,0.158,116,839.4,NA,"09-02-2017 10:30:25",0.7246,2017-01-28 18:22:00,2017-01-17 15:20:00,11.1,0.7155,821.21,30,1.5,0.100000000000023,1.80000000000007,91.0706256442462,65.2420322522895,1594.11564355534,1151.58298523899,21.1792152661038,15.1725656400673,"grav"
"E2","2","01022017",1031,"1013",359,839.3,0.086,58,839.3,NA,"20-02-2017 12:45:17",0.71,2017-02-01 10:13:00,2017-01-17 15:20:00,14.8,0.71,821.21,30,1.5,0.100000000000023,1.90000000000009,90.500747571282,64.3369508726788,1684.61639112662,1215.91993611167,24.4596615057519,17.388365100724,"grav"
"E2","2","06022017",1740,"1701",383,839.3,0.098,66,839.2,NA,"08-02-2017 16:42:59",0.7098,2017-02-06 17:01:00,2017-01-17 15:20:00,20.1,0.6997,821.21,30,1.5,0.0999999999999091,2,89.4524122910942,62.6719828968095,1774.06880341772,1278.59191900848,16.8778136398291,11.8249024333603,"grav"
"E2","2","17022017",1748,"1707",413,839.2,0.159,118,839.1,NA,"27-02-2017 15:22:31",0.6948,2017-02-17 17:07:00,2017-01-17 15:20:00,31.1,0.6948,821.21,30,1.5,0.100000000000023,2.10000000000002,88.9621359499118,61.8933251305769,1863.03093936763,1340.48524413905,8.08746690453744,5.62666592096153,"grav"
"E3","2","17012017",1520,"1520",202,871.6,0,0,871.6,NA,NA,NA,2017-01-17 15:20:00,2017-01-17 15:20:00,0,NA,790.15,30,1.5,0,0,0,0,0,0,NA,NA,"grav"
"E3","2","18012017",1549,"1527",213,871.6,0.278,205,871.3,NA,"17-02-2017 15:47:48",0.6316,2017-01-18 15:27:00,2017-01-17 15:20:00,1,0.6225,790.15,30,1.5,0.300000000000068,0.300000000000068,171.254018605652,106.781534852386,171.254018605652,106.781534852386,171.254018605652,106.781534852386,"grav"
"E3","2","19012017",1158,"1103",252,871.3,0.321,240,871.1,NA,"06-02-2017 10:15:27",0.7082,2017-01-19 11:03:00,2017-01-17 15:20:00,1.8,0.6984,790.15,30,1.5,0.199999999999932,0.5,178.643630272812,124.929136521985,349.897648878465,231.710671374371,223.304537841015,156.161420652481,"grav"
"E3","2","20012017",1504,"1450",258,871.1,1.142,889,870.2,NA,"02-02-2017 18:58:43",0.7506,2017-01-20 14:50:00,2017-01-17 15:20:00,3,0.7506,790.15,30,1.5,0.899999999999977,1.39999999999998,853.946180124513,641.670366370361,1203.84382900298,873.381037744732,711.621816770428,534.725305308634,"grav"
"E3","2","22012017",701,"0617",297,870.2,0.484,362,869.8,NA,"10-02-2017 17:17:41",0.7508,2017-01-22 06:17:00,2017-01-17 15:20:00,4.6,0.7421,790.15,30,1.5,0.400000000000091,1.80000000000007,375.723290511237,279.138408966597,1579.56711951421,1152.51944671133,234.827056569523,174.461505604123,"grav"
"E3","2","24012017",929,"0923",303,869.8,0.126,88,869.7,NA,NA,NA,2017-01-24 09:23:00,2017-01-17 15:20:00,6.8,0.732792307692308,790.15,30,1.5,0.0999999999999091,1.89999999999998,92.9098666175693,68.1631180715147,1672.47698613178,1220.68256478284,42.2317575534406,30.9832354870521,"grav"
"E3","2","28012017",1907,"1822",342,869.7,0.17,120,869.6,"mass.init originally entered as 868.9. Typo","09-02-2017 11:21:39",0.7237,2017-01-28 18:22:00,2017-01-17 15:20:00,11.1,0.7146,790.15,30,1.5,0.100000000000023,2,90.9768841374545,65.0931518227398,1763.45387026924,1285.77571660558,21.1574149156871,15.1379422843581,"grav"
"E3","2","01022017",1034,"1013",360,869.5,0.095,65,869.5,NA,"20-02-2017 16:58:57",0.7077,2017-02-01 10:13:00,2017-01-17 15:20:00,14.8,0.7077,790.15,30,1.5,0.100000000000023,2.10000000000002,90.2645362385831,63.9617996095905,1853.71840650782,1349.73751621517,24.3958206050224,17.2869728674569,"grav"
"E3","2","06022017",1742,"1701",384,869.5,0.103,68,869.4,NA,"08-02-2017 14:05:11",0.7067,2017-02-06 17:01:00,2017-01-17 15:20:00,20.1,0.6965,790.15,30,1.5,0.100000000000023,2.20000000000005,89.1316242072167,62.1625066854162,1942.85003071504,1411.90002290059,16.8172875862673,11.7287748463049,"grav"
"E3","2","17022017",1750,"1707",414,869.4,0.177,128,869.3,NA,"27-02-2017 14:41:49",0.6931,2017-02-17 17:07:00,2017-01-17 15:20:00,31.1,0.6931,790.15,30,1.5,0.100000000000023,2.30000000000007,88.7932885463028,61.6251613807291,2031.64331926134,1473.52518428132,8.07211714057299,5.6022873982481,"grav"
"I1","2","17012017",1520,"1520",182,959.9,0,0,959.9,"Start",NA,NA,2017-01-17 15:20:00,2017-01-17 15:20:00,0,NA,703.66,30,1.5,0,0,0,0,0,0,NA,NA,"grav"
"I1","2","18012017",1623,"1527",223,959.9,0.207,140,959.8,NA,"17-02-2017 11:22:20",0.2822,2017-01-18 15:27:00,2017-01-17 15:20:00,1,0.2744,703.66,30,1.5,0.100000000000023,0.100000000000023,172.074698884315,47.3672827405688,172.074698884315,47.3672827405688,172.074698884315,47.3672827405688,"grav"
"I1","2","19012017",1123,"1103",238,959.8,0.085,51,959.7,NA,"06-02-2017 14:04:02",0.4877,2017-01-19 11:03:00,2017-01-17 15:20:00,1.8,0.4759,703.66,30,1.5,0.0999999999999091,0.199999999999932,71.4504343924345,34.0812092467713,243.52513327675,81.4484919873401,89.3130429905431,42.6015115584641,"grav"
"I1","2","20012017",1530,"1450",268,959.7,0.11,69,959.6,"For I bottles, there is clear separation of solids from liquid. Nearly clear solution on bottom.","02-02-2017 16:52:11",0.5031,2017-01-20 14:50:00,2017-01-17 15:20:00,3,0.5031,703.66,30,1.5,0.100000000000023,0.299999999999955,73.243428668608,36.9288459782931,316.768561945358,118.377337965633,61.0361905571734,30.7740383152442,"grav"
"I1","2","22012017",632,"0617",283,959.6,0.113,74,959.6,NA,"10-02-2017 19:37:50",0.568,2017-01-22 06:17:00,2017-01-17 15:20:00,4.6,0.5566,703.66,30,1.5,0,0.299999999999955,0,0,316.768561945358,118.377337965633,0,0,"grav"
"I1","2","24012017",1028,"0923",316,959.5,0.118,74,959.5,NA,"03-02-2017 13:57:45",0.5836,2017-01-24 09:23:00,2017-01-17 15:20:00,6.8,0.5734,703.66,30,1.5,0.100000000000023,0.399999999999977,78.3209684218936,44.9930037393171,395.089530367251,163.37034170495,35.6004401917698,20.4513653360532,"grav"
"I1","2","28012017",1838,"1822",331,959.5,0.172,108,959.3,NA,"09-02-2017 13:04:38",0.6196,2017-01-28 18:22:00,2017-01-17 15:20:00,11.1,0.6088,703.66,30,1.5,0.200000000000045,0.600000000000023,162.305167327823,98.9803603107817,557.394697695074,262.350702015732,37.7453877506565,23.0186884443678,"grav"
"I1","2","01022017",1018,"1013",355,959.3,0.096,68,959.2,NA,"20-02-2017 13:39:20",0.6145,2017-02-01 10:13:00,2017-01-17 15:20:00,14.8,0.6145,703.66,30,1.5,0.0999999999999091,0.699999999999932,81.6276860815111,50.2447386689201,639.022383776585,312.595440684652,22.0615367787868,13.5796590997081,"grav"
"I1","2","06022017",1727,"1701",379,959.2,0.076,36,959.2,NA,"08-02-2017 12:39:17",0.6348,2017-02-06 17:01:00,2017-01-17 15:20:00,20.1,0.6235,703.66,30,1.5,0,0.699999999999932,0,0,639.022383776585,312.595440684652,0,0,"grav"
"I1","2","17022017",1726,"1707",403,959.1,0.129,80,959,NA,"27-02-2017 11:07:48",0.6334,2017-02-17 17:07:00,2017-01-17 15:20:00,31.1,0.6334,703.66,30,1.5,0.200000000000045,0.899999999999977,166.48687954191,105.621763164157,805.509263318495,418.217203848809,15.1351708674464,9.60197846946881,"grav"
"I2","2","17012017",1520,"1520",183,989.9,0,0,989.9,NA,NA,NA,2017-01-17 15:20:00,2017-01-17 15:20:00,0,NA,673.88,30,1.5,0,0,0,0,0,0,NA,NA,"grav"
"I2","2","18012017",1625,"1527",224,989.9,0.198,128,989.8,NA,"17-02-2017 11:04:27",0.2372,2017-01-18 15:27:00,2017-01-17 15:20:00,1,0.2303,673.88,30,1.5,0.100000000000023,0.100000000000023,180.844011689475,41.7887392984879,180.844011689475,41.7887392984879,180.844011689475,41.7887392984879,"grav"
"I2","2","19012017",1126,"1103",239,989.8,0.095,52,989.7,NA,"06-02-2017 13:28:20",0.4451,2017-01-19 11:03:00,2017-01-17 15:20:00,1.8,0.4335,673.88,30,1.5,0.0999999999999091,0.199999999999932,68.8233430849929,29.908858111142,249.667354774468,71.69759740963,86.0291788562411,37.3860726389275,"grav"
"I2","2","20012017",1533,"1450",269,989.7,0.115,68,989.6,NA,"02-02-2017 16:33:32",0.4848,2017-01-20 14:50:00,2017-01-17 15:20:00,3,0.4848,673.88,30,1.5,0.100000000000023,0.299999999999955,72.0274186302147,34.997576650023,321.694773404683,106.695174059653,60.0228488585123,29.1646472083525,"grav"
"I2","2","22012017",634,"0617",284,989.6,0.128,83,989.6,NA,"10-02-2017 19:20:12",0.5545,2017-01-22 06:17:00,2017-01-17 15:20:00,4.6,0.543,673.88,30,1.5,0,0.299999999999955,0,0,321.694773404683,106.695174059653,0,0,"grav"
"I2","2","24012017",1031,"0923",317,989.5,0.122,73,989.5,NA,"03-02-2017 13:21:44",0.576,2017-01-24 09:23:00,2017-01-17 15:20:00,6.8,0.5657,673.88,30,1.5,0.100000000000023,0.399999999999977,77.730910103755,44.0558720580544,399.425683508438,150.751046117707,35.3322318653432,20.0253963900247,"grav"
"I2","2","28012017",1840,"1822",332,989.5,0.182,125,989.3,NA,"09-02-2017 15:05:48",0.6211,2017-01-28 18:22:00,2017-01-17 15:20:00,11.1,0.6104,673.88,30,1.5,0.200000000000045,0.600000000000023,162.570777772443,99.4022032962555,561.99646128088,250.153249413963,37.8071576214983,23.1167914642455,"grav"
"I2","2","01022017",1022,"1013",356,989.3,0.125,75,989.2,NA,"20-02-2017 11:51:05",0.6095,2017-02-01 10:13:00,2017-01-17 15:20:00,14.8,0.6095,673.88,30,1.5,0.0999999999999091,0.699999999999932,81.2106327417336,49.5823738051982,643.207094022614,299.735623219161,21.948819659928,13.4006415689725,"grav"
"I2","2","06022017",1730,"1701",380,989.2,0.147,86,989.1,NA,"08-02-2017 13:13:29",0.6402,2017-02-06 17:01:00,2017-01-17 15:20:00,20.1,0.629,673.88,30,1.5,0.100000000000023,0.799999999999955,82.8616234795807,52.204480261955,726.068717502195,351.940103481116,15.634268581053,9.84990193621793,"grav"
"I2","2","17022017",1728,"1707",404,989.1,0.224,140,989,NA,"27-02-2017 15:42:45",0.6402,2017-02-17 17:07:00,2017-01-17 15:20:00,31.1,0.6402,673.88,30,1.5,0.100000000000023,0.899999999999977,83.8404608288257,53.7590714990963,809.90917833102,405.699174980212,7.62186007534779,4.88718831809967,"grav"
"L1","2","17012017",1520,"1520",197,838.3,0,0,838.3,NA,NA,NA,2017-01-17 15:20:00,2017-01-17 15:20:00,0,NA,824.5,30,1.5,0,0,0,0,0,0,NA,NA,"grav"
"L1","2","18012017",1630,"1527",226,838.3,0.168,123,838.2,NA,"17-02-2017 10:11:23",0.3518,2017-01-18 15:27:00,2017-01-17 15:20:00,1,0.343,824.5,30,1.5,0.0999999999999091,0.0999999999999091,162.497724447276,55.8969801201093,162.497724447276,55.8969801201093,162.497724447276,55.8969801201093,"grav"
"L1","2","19012017",1104,"1103",230,838.2,0.171,123,838,NA,"06-02-2017 15:13:06",0.4861,2017-01-19 11:03:00,2017-01-17 15:20:00,1.8,0.4743,824.5,30,1.5,0.200000000000045,0.299999999999955,142.695362136088,67.8360324644523,305.193086583364,123.733012584562,178.369202670111,84.7950405805654,"grav"
"L1","2","20012017",1537,"1450",271,838,0.623,499,837.4,NA,"02-02-2017 14:48:12",0.5111,2017-01-20 14:50:00,2017-01-17 15:20:00,3,0.5111,824.5,30,1.5,0.600000000000023,0.899999999999977,442.727690909165,226.761919974231,747.92077749253,350.494932558792,368.939742424304,188.968266645192,"grav"
"L1","2","22012017",617,"0617",277,837.4,0.431,337,837,NA,"10-02-2017 20:48:37",0.5022,2017-01-22 06:17:00,2017-01-17 15:20:00,4.6,0.4906,824.5,30,1.5,0.399999999999977,1.29999999999995,289.633791740412,142.410912307271,1037.55456923294,492.905844866063,181.021119837758,89.0068201920442,"grav"
"L1","2","24012017",1037,"0923",319,837,0.274,208,836.8,NA,"03-02-2017 14:33:44",0.5415,2017-01-24 09:23:00,2017-01-17 15:20:00,6.8,0.531,824.5,30,1.5,0.200000000000045,1.5,150.356097810554,80.0028266297607,1187.9106670435,572.908671495824,68.3436808229792,36.3649211953458,"grav"
"L1","2","28012017",1822,"1822",325,836.8,0.224,170,836.6,"mass.init was entered as 856.8, assumed to be typo in second digit","09-02-2017 13:56:39",0.5364,2017-01-28 18:22:00,2017-01-17 15:20:00,11.1,0.5251,824.5,30,1.5,0.199999999999932,1.69999999999993,149.52100395233,78.6765290634709,1337.43167099583,651.585200559295,34.7723265005419,18.296867224063,"grav"
"L1","2","01022017",1046,"1013",364,836.5,0.118,80,836.4,NA,"20-02-2017 12:27:14",0.5341,2017-02-01 10:13:00,2017-01-17 15:20:00,14.8,0.5341,824.5,30,1.5,0.200000000000045,1.89999999999998,150.798607726739,80.7056216738804,1488.23027872257,732.290822233175,40.7563804666861,21.8123301821298,"grav"
"L1","2","06022017",1753,"1701",388,836.4,0.105,70,836.4,NA,"08-02-2017 14:22:37",0.5518,2017-02-06 17:01:00,2017-01-17 15:20:00,20.1,0.5398,824.5,30,1.5,0,1.89999999999998,0,0,1488.23027872257,732.290822233175,0,0,"grav"
"L1","2","17022017",1740,"1707",409,836.3,0.149,107,836.2,NA,"27-02-2017 09:35:30",0.5556,2017-02-17 17:07:00,2017-01-17 15:20:00,31.1,0.5556,824.5,30,1.5,0.199999999999932,2.09999999999991,153.940452843417,85.695505734494,1642.17073156598,817.986327967669,13.9945866221288,7.79050052131764,"grav"
"L3","2","17012017",1520,"1520",199,863.3,0,0,863.3,NA,NA,NA,2017-01-17 15:20:00,2017-01-17 15:20:00,0,NA,798.98,30,1.5,0,0,0,0,0,0,NA,NA,"grav"
"L3","2","18012017",1636,"1527",228,863.3,0.155,112,863.2,NA,"17-02-2017 10:28:49",0.3284,2017-01-18 15:27:00,2017-01-17 15:20:00,1,0.3199,798.98,30,1.5,0.0999999999999091,0.0999999999999091,169.121548584253,54.2630293964446,169.121548584253,54.2630293964446,169.121548584253,54.2630293964446,"grav"
"L3","2","19012017",1108,"1103",232,863.2,0.19,135,863.1,NA,"06-02-2017 14:21:29",0.52,2017-01-19 11:03:00,2017-01-17 15:20:00,1.8,0.5082,798.98,30,1.5,0.100000000000023,0.199999999999932,73.5896314705454,37.4786858904916,242.711180054798,91.7417152869362,91.9870393381817,46.8483573631145,"grav"
"L3","2","20012017",1544,"1450",273,863.1,0.733,583,862.4,NA,"02-02-2017 15:05:01",0.5193,2017-01-20 14:50:00,2017-01-17 15:20:00,3,0.5193,798.98,30,1.5,0.700000000000045,0.899999999999977,520.48155495922,270.85424753105,763.192735014019,362.595962817986,433.734629132684,225.711872942541,"grav"
"L3","2","22012017",622,"0617",279,862.4,0.486,377,861.9,NA,"10-02-2017 20:30:50",0.5079,2017-01-22 06:17:00,2017-01-17 15:20:00,4.6,0.4963,798.98,30,1.5,0.5,1.39999999999998,363.934184197136,181.01843007332,1127.12691921115,543.614392891306,227.45886512321,113.136518795825,"grav"
"L3","2","24012017",1045,"0923",321,861.9,0.306,232,861.6,NA,"03-02-2017 14:51:39",0.5207,2017-01-24 09:23:00,2017-01-17 15:20:00,6.8,0.5102,798.98,30,1.5,0.299999999999955,1.69999999999993,221.178864215542,113.087172450886,1348.3057834267,656.701565342192,100.535847370701,51.4032602049481,"grav"
"L3","2","28012017",1827,"1822",327,861.6,0.255,192,861.4,NA,NA,NA,2017-01-28 18:22:00,2017-01-17 15:20:00,11.1,0.52396,798.98,30,1.5,0.200000000000045,1.89999999999998,149.360710116127,78.4219501046588,1497.66649354282,735.12351544685,34.7350488642156,18.2376628150369,"grav"
"L3","2","01022017",1050,"1013",366,861.3,0.118,82,861.3,NA,"20-02-2017 15:09:00",0.5358,2017-02-01 10:13:00,2017-01-17 15:20:00,14.8,0.5358,798.98,30,1.5,0.100000000000023,2,75.5211884781574,40.5463882011856,1573.18768202098,775.669903648036,20.4111320211236,10.9584832976177,"grav"
"L3","2","06022017",1757,"1701",390,861.3,0.117,84,861.2,NA,"08-02-2017 11:31:45",0.5512,2017-02-06 17:01:00,2017-01-17 15:20:00,20.1,0.5391,798.98,30,1.5,0.0999999999999091,2.09999999999991,75.7589112583445,40.9239399479811,1648.94659327933,816.593843596017,14.2941341996876,7.72149810339265,"grav"
"L3","2","17022017",1742,"1707",411,861.2,0.169,125,861,NA,"27-02-2017 09:52:59",0.5555,2017-02-17 17:07:00,2017-01-17 15:20:00,31.1,0.5555,798.98,30,1.5,0.200000000000045,2.29999999999995,153.925537988969,85.6718179357666,1802.87213126829,902.265661531784,13.9932307262699,7.78834708506969,"grav"
