"id.exper","elapsed.time","method","xCH4"
"C1-E2",31.0743055555556,"grav",0.615
"C1-E2",31.0743055555556,"gd01",0.358502461649336
"C1-E2",31.0743055555556,"gd02",0.567258117094499
"C1-E2",31.0743055555556,"gd03",0.567258117094499
"C1-E2",31.0743055555556,"gd04",0.340876683745013
"C1-E2",31.0743055555556,"gd05",0.622666160222004
"C1-E2",31.0743055555556,"gd06",0.622666160222004
"C1-E2",31.0743055555556,"gd07",0.358502461649336
"C1-E2",31.0743055555556,"gd08",0.567258117094499
"C1-E2",31.0743055555556,"gd09",0.567258117094499
"C1-E2",31.0743055555556,"gd10",0.340876683745013
"C1-E2",31.0743055555556,"gd11",0.622666160222004
"C1-E2",31.0743055555556,"gd12",0.622666160222004
