"id","exper","date","inject.date.time","xCH4","xCH4.oa","start.time"
"I4",1,"16122016","02-01-2017 09:54:10",0.7001,0.697,2016-11-16 14:26:00
"I4",1,"17112016","22-11-2016 17:04:43",0.6027,0.5964,2016-11-16 14:26:00
"I4",1,"29112016","01-12-2016 19:17:46",0.7031,0.7004,2016-11-16 14:26:00
"L1",2,"01022017","20-02-2017 12:27:14",0.5341,0.5341,2016-11-16 14:26:00
"L1",1,"17112016","22-11-2016 17:23:13",0.5854,0.579,2016-11-16 14:26:00
"L1",2,"20012017","02-02-2017 14:48:12",0.5111,0.5111,2016-11-16 14:26:00
"L1",2,"17022017","27-02-2017 09:35:30",0.5556,0.5556,2016-11-16 14:26:00
"L1",2,"06022017","08-02-2017 14:22:37",0.5398,0.5518,2016-11-16 14:26:00
"L1",1,"24112016","25-11-2016 14:25:49",0.5661,0.5632,2016-11-16 14:26:00
"L1",1,"07122016","08-12-2016 09:48:50",0.6169,0.6168,2016-11-16 14:26:00
"L1",1,"16122016","02-01-2017 10:12:10",0.6,0.5966,2016-11-16 14:26:00
"L1",2,"22012017","10-02-2017 20:48:37",0.4906,0.5022,2016-11-16 14:26:00
"L1",1,"16112016","23-11-2016 16:45:52",0.1825,0.1785,2016-11-16 14:26:00
"L1",1,"29112016","01-12-2016 19:35:59",0.584,0.5808,2016-11-16 14:26:00
"L1",1,"19112016","23-11-2016 13:47:37",0.527,0.5204,2016-11-16 14:26:00
"L1",2,"18012017","17-02-2017 10:11:23",0.343,0.3518,2016-11-16 14:26:00
"L1",1,"21112016","24-11-2016 13:12:19",0.5476,0.5402,2016-11-16 14:26:00
"L1",2,"28012017","09-02-2017 13:56:39",0.5251,0.5364,2016-11-16 14:26:00
"L1",2,"24012017","03-02-2017 14:33:44",0.531,0.5415,2016-11-16 14:26:00
"L1",2,"19012017","06-02-2017 15:13:06",0.4743,0.4861,2016-11-16 14:26:00
"L1",1,"18112016","22-11-2016 20:47:49",0.5441,0.5376,2016-11-16 14:26:00
"L1",1,"17022017","20-03-2017 18:44:25",0.6401,0.6401,2016-11-16 14:26:00
"L2",1,"19112016","23-11-2016 11:07:03",0.5299,0.5233,2016-11-16 14:26:00
"L2",1,"21112016","24-11-2016 15:16:17",0.5491,0.5417,2016-11-16 14:26:00
"L2",2,"19012017","06-02-2017 15:48:05",0.4853,0.4971,2016-11-16 14:26:00
"L2",2,"17022017","27-02-2017 11:27:15",0.5565,0.5565,2016-11-16 14:26:00
"L2",2,"06022017","08-02-2017 15:32:54",0.5427,0.5547,2016-11-16 14:26:00
"L2",2,"28012017","09-02-2017 14:48:17",0.5352,0.5464,2016-11-16 14:26:00
"L2",1,"16112016","22-11-2016 16:09:28",0.1866,0.1827,2016-11-16 14:26:00
"L2",1,"24112016","25-11-2016 11:25:47",0.565,0.562,2016-11-16 14:26:00
"L2",1,"18112016","22-11-2016 18:37:19",0.5457,0.5392,2016-11-16 14:26:00
"L2",1,"16122016","02-01-2017 11:06:43",0.5971,0.5936,2016-11-16 14:26:00
"L2",2,"20012017","02-02-2017 15:40:03",0.5216,0.5216,2016-11-16 14:26:00
"L2",1,"07122016","08-12-2016 10:41:08",0.5927,0.5926,2016-11-16 14:26:00
"L2",2,"22012017","10-02-2017 20:13:10",0.5003,0.5119,2016-11-16 14:26:00
"L2",2,"24012017","03-02-2017 13:39:47",0.5175,0.5279,2016-11-16 14:26:00
"L2",1,"17022017","20-03-2017 17:25:09",0.6412,0.6412,2016-11-16 14:26:00
"L2",1,"29112016","01-12-2016 15:42:04",0.583,0.5799,2016-11-16 14:26:00
"L2",2,"01022017","20-02-2017 13:21:26",0.5378,0.5378,2016-11-16 14:26:00
"L2",2,"18012017","17-02-2017 09:54:11",0.3255,0.3341,2016-11-16 14:26:00
"L2",1,"17112016","23-11-2016 14:40:37",0.5898,0.5834,2016-11-16 14:26:00
"L3",1,"16122016","02-01-2017 12:01:51",0.5999,0.5964,2016-11-16 14:26:00
"L3",1,"24112016","25-11-2016 12:19:59",0.569,0.566,2016-11-16 14:26:00
"L3",2,"17022017","27-02-2017 09:52:59",0.5555,0.5555,2016-11-16 14:26:00
"L3",2,"29112016","01-12-2016 20:30:35",0.5885,0.5854,2016-11-16 14:26:00
"L3",2,"19012017","06-02-2017 14:21:29",0.5082,0.52,2016-11-16 14:26:00
"L3",1,"18112016","22-11-2016 22:02:14",0.5537,0.5472,2016-11-16 14:26:00
"L3",1,"21112016","24-11-2016 12:35:52",0.5509,0.5435,2016-11-16 14:26:00
"L3",2,"18012017","17-02-2017 10:28:49",0.3199,0.3284,2016-11-16 14:26:00
"L3",1,"17022017","20-03-2017 19:04:09",0.6369,0.6369,2016-11-16 14:26:00
"L3",2,"20012017","02-02-2017 15:05:01",0.5193,0.5193,2016-11-16 14:26:00
"L3",2,"01022017","20-02-2017 15:09:00",0.5358,0.5358,2016-11-16 14:26:00
"L3",2,"06022017","08-02-2017 11:31:45",0.5391,0.5512,2016-11-16 14:26:00
"L3",2,"22012017","10-02-2017 20:30:50",0.4963,0.5079,2016-11-16 14:26:00
"L3",2,"24012017","03-02-2017 14:51:39",0.5102,0.5207,2016-11-16 14:26:00
"L3",1,"16112016","23-11-2016 15:51:08",0.1911,0.1871,2016-11-16 14:26:00
"L3",1,"17112016","22-11-2016 19:51:53",0.6071,0.6008,2016-11-16 14:26:00
"L3",1,"07122016","08-12-2016 12:47:44",0.5938,0.5937,2016-11-16 14:26:00
"L3",1,"19112016","23-11-2016 09:37:45",0.5333,0.5267,2016-11-16 14:26:00
