"id.exper","descrip","exper","elapsed.time","id","date","time.orig","time","sheet.order","mass.init","pres.init","vol","mass.final","notes","inject.date.time","xCH4.oa","date.time","start.time","mass.tot","mass.vent","mass.leak","cmass.tot","cmass.vent","cmass.leak","xCH4","vol.hs","temperature","pressure","vBg","vCH4","cvBg","cvCH4","rvBg","rvCH4","method","pres.resid","pres.init.abs","pres.resid.abs","rh.resid","pres.resid.prev","rh.resid.prev","temp.prev","massloss","cmassloss","temp.vol","temp.grav","pres.vol","pres.grav","xCH4.lim.flag"
"A2-E2","FIA","2",1.82152777777778,"A2","19012017",1118,"1103",234,841.8,1.009,821,840.8,NA,"06-02-2017 14:38:54",0.5231,2017-01-19 11:03:00,2017-01-17 15:20:00,1,1,0,1.90000000000009,1.90000000000009,0,0.5113,823.13,20,1.01325,747.277535938467,382.899587212313,1441.76323620771,772.282121570565,915.033717475674,468.856637402833,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2-E2","FIA","2",2.97916666666667,"A2","20012017",1525,"1450",266,840.8,0.539,434,840.3,NA,"02-02-2017 17:10:07",0.5455,2017-01-20 14:50:00,2017-01-17 15:20:00,0.5,0.5,0,2.40000000000009,2.40000000000009,0,0.5455,823.13,20,1.01325,395.028563455901,215.916326575044,1836.79179966361,988.198448145609,341.236431539591,186.514403280182,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2-E2","FIA","2",4.62291666666667,"A2","22012017",627,"0617",281,840.3,0.338,270,840,NA,"10-02-2017 21:24:12",0.5625,2017-01-22 06:17:00,2017-01-17 15:20:00,0.299999999999955,0.299999999999955,0,2.70000000000005,2.70000000000005,0,0.5511,823.13,20,1.01325,245.75509708086,135.701466019366,2082.54689674447,1123.89991416497,149.508804307748,82.5560249547473,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2-E2","FIA","2",6.75208333333333,"A2","24012017",1021,"0923",314,840,0.242,188,839.8,"Check final mass","03-02-2017 12:45:44",0.5672,2017-01-24 09:23:00,2017-01-17 15:20:00,0.200000000000045,0.200000000000045,0,2.90000000000009,2.90000000000009,0,0.5569,823.13,20,1.01325,171.11836389334,95.4804413433066,2253.66526063781,1219.38035550828,80.3687031984374,44.8440429009659,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2-E2","FIA","2",11.1263888888889,"A2","28012017",1832,"1822",329,839.8,0.258,192,839.5,NA,"09-02-2017 15:23:24",0.5734,2017-01-28 18:22:00,2017-01-17 15:20:00,0.299999999999955,0.299999999999955,0,3.20000000000005,3.20000000000005,0,0.5623,823.13,20,1.01325,174.759180146389,98.4551433880755,2428.4244407842,1317.83549889636,39.9512969377363,22.5076054101966,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2-E2","FIA","2",14.7868055555556,"A2","01022017",1055,"1013",368,839.5,0.14,100,839.4,NA,NA,NA,2017-02-01 10:13:00,2017-01-17 15:20:00,0.100000000000023,0.100000000000023,0,3.30000000000007,3.30000000000007,0,0.563773375262055,823.13,20,1.01325,91.0204063262445,51.4127531762637,2519.44484711045,1369.24825207262,24.866132633237,14.0456013230544,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2-E2","FIA","2",20.0701388888889,"A2","06022017",1802,"1701",392,839.4,0.132,93,839.3,"mass.init originally entered as 838.4. Must be mistake due to writing 8/9.","08-02-2017 14:40:07",0.5778,2017-02-06 17:01:00,2017-01-17 15:20:00,0.100000000000023,0.100000000000023,0,3.40000000000009,3.40000000000009,0,0.5659,823.13,20,1.01325,84.6489778834073,47.99377415698,2604.09382499385,1417.2420262296,16.0218885583736,9.08399510857667,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2-E2","FIA","2",31.0743055555556,"A2","17022017",1712,"1707",398,839.3,0.182,134,839.1,NA,"27-02-2017 12:05:41",0.5771,2017-02-17 17:07:00,2017-01-17 15:20:00,0.199999999999932,0.199999999999932,0,3.60000000000002,3.60000000000002,0,0.5771,823.13,20,1.01325,121.967344477168,70.5174935669637,2726.06116947102,1487.75951979656,11.0837420198865,6.40825386447228,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A3-E2","FIA","2",0,"A3","17012017",1520,"1520",187,839.3,0,0,839.3,NA,NA,NA,2017-01-17 15:20:00,2017-01-17 15:20:00,0,0,0,0,0,0,0,822.81,20,1.01325,0,0,0,0,NA,NA,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A3-E2","FIA","2",1.00486111111111,"A3","18012017",1618,"1527",222,839.3,0.866,709,838.5,NA,"17-02-2017 12:15:42",0.5786,2017-01-18 15:27:00,2017-01-17 15:20:00,0.799999999999955,0.799999999999955,0,0.799999999999955,0.799999999999955,0,0.5691,822.81,20,1.01325,645.334680853073,367.951862592025,645.334680853073,367.951862592025,642.212813012042,366.171860492409,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A3-E2","FIA","2",1.82152777777778,"A3","19012017",1120,"1103",235,838.5,0.924,758,837.5,NA,"06-02-2017 14:56:01",0.5319,2017-01-19 11:03:00,2017-01-17 15:20:00,1,1,0,1.79999999999995,1.79999999999995,0,0.5201,822.81,20,1.01325,689.934679952933,359.588086363672,1335.26936080601,727.539948955697,844.817975452571,440.311942486129,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A3-E2","FIA","2",2.97916666666667,"A3","20012017",1527,"1450",267,837.6,0.467,390,837.1,NA,"02-02-2017 16:15:39",0.5406,2017-01-20 14:50:00,2017-01-17 15:20:00,0.399999999999977,0.5,-0.100000000000023,2.19999999999993,2.29999999999995,-0.100000000000023,0.5406,822.81,20,1.01325,354.979584672353,192.287455222226,1690.24894547836,919.827404177923,306.641032950323,166.103140683866,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A3-E2","FIA","2",4.62291666666667,"A3","22012017",629,"0617",282,837.1,0.311,240,836.8,NA,"10-02-2017 19:55:33",0.5569,2017-01-22 06:17:00,2017-01-17 15:20:00,0.300000000000068,0.300000000000068,0,2.5,2.60000000000002,-0.100000000000023,0.5454,822.81,20,1.01325,218.448975182987,119.378897478511,1908.69792066135,1039.20630165643,132.89671494022,72.6259452340751,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A3-E2","FIA","2",6.75208333333333,"A3","24012017",1024,"0923",315,836.8,0.214,162,836.6,NA,"03-02-2017 12:27:46",0.5627,2017-01-24 09:23:00,2017-01-17 15:20:00,0.199999999999932,0.199999999999932,0,2.69999999999993,2.79999999999995,-0.100000000000023,0.5524,822.81,20,1.01325,147.453058248516,81.612480932668,2056.15097890986,1120.8187825891,69.2538825433343,38.3307151151474,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A3-E2","FIA","2",11.1263888888889,"A3","28012017",1834,"1822",330,836.6,0.225,180,836.4,NA,"09-02-2017 13:21:17",0.5709,2017-01-28 18:22:00,2017-01-17 15:20:00,0.200000000000045,0.200000000000045,0,2.89999999999998,3,-0.100000000000023,0.5598,822.81,20,1.01325,163.83673138724,91.8923256878985,2219.9877102971,1212.711108277,37.4543408791278,21.007294648448,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A3-E2","FIA","2",14.7868055555556,"A3","01022017",1057,"1013",369,836.4,0.123,90,836.3,NA,"20-02-2017 16:21:40",0.5636,2017-02-01 10:13:00,2017-01-17 15:20:00,0.100000000000023,0.100000000000023,0,3,3.10000000000002,-0.100000000000023,0.5636,822.81,20,1.01325,81.91836569362,46.2572832167715,2301.90607599072,1258.96839149377,22.3795193699133,12.6371633147697,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A3-E2","FIA","2",20.0701388888889,"A3","06022017",1804,"1701",393,836.3,0.115,80,836.2,NA,"08-02-2017 13:47:49",0.577,2017-02-06 17:01:00,2017-01-17 15:20:00,0.0999999999999091,0.0999999999999091,0,3.09999999999991,3.19999999999993,-0.100000000000023,0.5651,822.81,20,1.01325,72.8163250609956,41.2267475950366,2374.72240105172,1300.19513908881,13.7822697276332,7.80316989180504,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A3-E2","FIA","2",31.0743055555556,"A3","17022017",1716,"1707",399,836.2,0.14,105,836,NA,"27-02-2017 10:48:49",0.5778,2017-02-17 17:07:00,2017-01-17 15:20:00,0.200000000000045,0.200000000000045,0,3.29999999999995,3.39999999999998,-0.100000000000023,0.5778,822.81,20,1.01325,95.5714266425567,55.3230993401923,2470.29382769427,1355.518238429,8.68502173200061,5.02746832322839,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1-E2","FIB","2",0,"B1","17012017",1520,"1520",188,845.4,0,0,845.4,NA,NA,NA,2017-01-17 15:20:00,2017-01-17 15:20:00,0,0,0,0,0,0,0,817.4,20,1.01325,0,0,0,0,NA,NA,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1-E2","FIB","2",1.00486111111111,"B1","18012017",1604,"1527",217,845.4,1.23,1010,844.2,NA,"17-02-2017 14:02:10",0.4859,2017-01-18 15:27:00,2017-01-17 15:20:00,1.19999999999993,1.19999999999993,0,1.19999999999993,1.19999999999993,0,0.4762,817.4,20,1.01325,919.306103895069,438.776522995924,919.306103895069,438.776522995924,914.858873261161,436.653899871549,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1-E2","FIB","2",1.82152777777778,"B1","19012017",1138,"1103",244,844.2,1.139,919,843,NA,"06-02-2017 12:17:37",0.4824,2017-01-19 11:03:00,2017-01-17 15:20:00,1.20000000000005,1.20000000000005,0,2.39999999999998,2.39999999999998,0,0.4706,817.4,20,1.01325,836.477534138187,394.557850855599,1755.78363803326,833.334373851523,1024.25820506717,483.132062272162,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1-E2","FIB","2",2.97916666666667,"B1","20012017",1515,"1450",262,843,0.655,514,842.4,NA,"02-02-2017 19:16:52",0.5737,2017-01-20 14:50:00,2017-01-17 15:20:00,0.600000000000023,0.600000000000023,0,3,3,0,0.5737,817.4,20,1.01325,467.844888516897,268.902858854134,2223.62852655015,1102.23723270566,404.137156247349,232.285612927386,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1-E2","FIB","2",4.62291666666667,"B1","22012017",643,"0617",289,842.4,0.326,250,842.1,NA,"10-02-2017 19:02:36",0.5886,2017-01-22 06:17:00,2017-01-17 15:20:00,0.299999999999955,0.299999999999955,0,3.29999999999995,3.29999999999995,0,0.5773,817.4,20,1.01325,227.551015815611,131.607967268234,2451.17954236576,1233.84519997389,138.434078062729,80.0656835091919,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1-E2","FIB","2",6.75208333333333,"B1","24012017",933,"0923",304,842.1,0.205,150,842,NA,"03-02-2017 10:23:15",0.5958,2017-01-24 09:23:00,2017-01-17 15:20:00,0.100000000000023,0.100000000000023,0,3.39999999999998,3.39999999999998,0,0.5856,817.4,20,1.01325,136.530609489367,80.0971721066346,2587.71015185513,1313.94237208053,64.1239653179022,37.6190240813939,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1-E2","FIB","2",11.1263888888889,"B1","28012017",1846,"1822",334,841.9,0.222,165,841.8,NA,"09-02-2017 14:13:33",0.589,2017-01-28 18:22:00,2017-01-17 15:20:00,0.200000000000045,0.100000000000023,0.100000000000023,3.60000000000002,3.5,0.100000000000023,0.578,817.4,20,1.01325,150.183670438303,86.9663150977491,2737.89382229343,1400.90868717828,34.3331458058671,19.8811706208539,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1-E2","FIB","2",14.7868055555556,"B1","01022017",1037,"1013",361,841.7,0.123,87,841.6,NA,"20-02-2017 12:09:09",0.5908,2017-02-01 10:13:00,2017-01-17 15:20:00,0.199999999999932,0.100000000000023,0.0999999999999091,3.79999999999995,3.60000000000002,0.199999999999932,0.5908,817.4,20,1.01325,79.1877535038327,46.8678166823124,2817.08157579727,1447.77650386059,21.6335353909161,12.8039567487251,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1-E2","FIB","2",20.0701388888889,"B1","06022017",1744,"1701",385,841.6,0.13,93,841.5,NA,"08-02-2017 16:07:58",0.5935,2017-02-06 17:01:00,2017-01-17 15:20:00,0.100000000000023,0.100000000000023,0,3.89999999999998,3.70000000000005,0.199999999999932,0.5817,817.4,20,1.01325,84.6489778834073,49.3303586856317,2901.73055368067,1497.10686254622,16.0218885583736,9.33697640737508,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1-E2","FIB","2",31.0743055555556,"B1","17022017",1720,"1707",400,841.5,0.182,134,841.4,NA,"27-02-2017 10:29:58",0.5888,2017-02-17 17:07:00,2017-01-17 15:20:00,0.100000000000023,0.100000000000023,0,4,3.80000000000007,0.199999999999932,0.5888,817.4,20,1.01325,121.967344477168,71.9434698679542,3023.69789815784,1569.05033241417,11.0837420198865,6.53783898837903,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2-E2","FIB","2",0,"B2","17012017",1520,"1520",189,853.2,0,0,853.2,NA,NA,NA,2017-01-17 15:20:00,2017-01-17 15:20:00,0,0,0,0,0,0,0,809.08,20,1.01325,0,0,0,0,NA,NA,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2-E2","FIB","2",1.00486111111111,"B2","18012017",1607,"1527",218,853.2,1.104,883,852.1,NA,"17-02-2017 12:33:31",0.4837,2017-01-18 15:27:00,2017-01-17 15:20:00,1.10000000000002,1.10000000000002,0,1.10000000000002,1.10000000000002,0,0.474,809.08,20,1.01325,803.710187860739,381.835094351344,803.710187860739,381.835094351344,799.822163455054,379.98793079885,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2-E2","FIB","2",1.82152777777778,"B2","19012017",1140,"1103",245,852.1,1.07,872,851,NA,"06-02-2017 11:59:59",0.4898,2017-01-19 11:03:00,2017-01-17 15:20:00,1.10000000000002,1.10000000000002,0,2.20000000000005,2.20000000000005,0,0.478,809.08,20,1.01325,793.697943164852,380.253814931783,1597.40813102559,762.088909283128,971.875032446757,465.616916243,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2-E2","FIB","2",2.97916666666667,"B2","20012017",1518,"1450",263,851.1,0.576,450,850.5,NA,"02-02-2017 17:28:08",0.5701,2017-01-20 14:50:00,2017-01-17 15:20:00,0.5,0.600000000000023,-0.100000000000023,2.70000000000005,2.80000000000007,-0.100000000000023,0.5701,809.08,20,1.01325,409.5918284681,233.947194182473,2006.99995949369,996.036103465601,353.816576481142,202.0899577821,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2-E2","FIB","2",4.62291666666667,"B2","22012017",646,"0617",290,850.5,0.293,224,850.3,NA,"10-02-2017 15:34:56",0.5836,2017-01-22 06:17:00,2017-01-17 15:20:00,0.200000000000045,0.200000000000045,0,2.90000000000009,3.00000000000011,-0.100000000000023,0.5723,809.08,20,1.01325,203.885710170788,116.901981641592,2210.88566966448,1112.93808510719,124.036933944205,71.1190762838584,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2-E2","FIB","2",6.75208333333333,"B2","24012017",937,"0923",305,850.3,0.187,135,850.1,NA,"03-02-2017 10:41:02",0.5888,2017-01-24 09:23:00,2017-01-17 15:20:00,0.199999999999932,0.199999999999932,0,3.10000000000002,3.20000000000005,-0.100000000000023,0.5785,809.08,20,1.01325,122.87754854043,71.2156542582876,2333.76321820491,1184.15373936548,57.711568786112,33.4476654050666,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2-E2","FIB","2",11.1263888888889,"B2","28012017",1849,"1822",335,850.1,0.218,170,849.9,NA,"09-02-2017 12:30:42",0.5885,2017-01-28 18:22:00,2017-01-17 15:20:00,0.200000000000045,0.200000000000045,0,3.30000000000007,3.40000000000009,-0.100000000000023,0.5775,809.08,20,1.01325,154.734690754616,89.5243435920307,2488.49790895952,1273.67808295751,35.3735441636207,20.4659556711421,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2-E2","FIB","2",14.7868055555556,"B2","01022017",1040,"1013",362,849.9,0.111,78,849.8,NA,"20-02-2017 15:26:54",0.5815,2017-02-01 10:13:00,2017-01-17 15:20:00,0.100000000000023,0.100000000000023,0,3.40000000000009,3.50000000000011,-0.100000000000023,0.5815,809.08,20,1.01325,70.9959169344707,41.3596602338153,2559.49382589399,1315.03774319133,19.3955834539248,11.2991672807236,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2-E2","FIB","2",20.0701388888889,"B2","06022017",1747,"1701",386,849.8,0.123,87,849.7,NA,"08-02-2017 12:22:10",0.5963,2017-02-06 17:01:00,2017-01-17 15:20:00,0.0999999999999091,0.0999999999999091,0,3.5,3.60000000000002,-0.100000000000023,0.5846,809.08,20,1.01325,79.1877535038327,46.3772313577923,2638.68157939783,1361.41497454912,14.9882183288011,8.77802486267363,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2-E2","FIB","2",31.0743055555556,"B2","17022017",1720,"1707",401,849.7,0.166,120,849.5,NA,"27-02-2017 11:46:24",0.5891,2017-02-17 17:07:00,2017-01-17 15:20:00,0.200000000000045,0.200000000000045,0,3.70000000000005,3.80000000000007,-0.100000000000023,0.5891,809.08,20,1.01325,109.224487591493,64.4597296519755,2747.90606698932,1425.87470420109,9.92573912228641,5.85775657571909,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B3-E2","FIB","2",0,"B3","17012017",1520,"1520",190,847.9,0,0,847.9,NA,NA,NA,2017-01-17 15:20:00,2017-01-17 15:20:00,0,0,0,0,0,0,0,817.3,20,1.01325,0,0,0,0,NA,NA,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B3-E2","FIB","2",1.00486111111111,"B3","18012017",609,"1527",219,847.9,1.044,852,846.9,NA,"17-02-2017 12:51:20",0.5525,2017-01-18 15:27:00,2017-01-17 15:20:00,1,1,0,1,1,0,0.5429,817.3,20,1.01325,775.493861899603,421.857109131996,775.493861899603,421.857109131996,771.742336651989,419.81633527994,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B3-E2","FIB","2",1.82152777777778,"B3","19012017",1143,"1103",246,846.9,1.135,929,845.7,NA,"06-02-2017 11:42:33",0.5027,2017-01-19 11:03:00,2017-01-17 15:20:00,1.19999999999993,1.19999999999993,0,2.19999999999993,2.19999999999993,0,0.4909,817.3,20,1.01325,845.579574770811,416.019263727995,1621.07343667041,837.876372859991,1035.40356094385,509.411343340402,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B3-E2","FIB","2",2.97916666666667,"B3","20012017",1521,"1450",264,845.7,0.438,244,845.3,NA,"02-02-2017 15:57:44",0.5415,2017-01-20 14:50:00,2017-01-17 15:20:00,0.400000000000091,0.400000000000091,0,2.60000000000002,2.60000000000002,0,0.5415,817.3,20,1.01325,222.089791436037,120.502728810462,1843.16322810645,958.379101670453,191.847210358664,104.093538984442,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B3-E2","FIB","2",4.62291666666667,"B3","22012017",648,"0617",291,845.3,0.283,229,845.1,NA,"10-02-2017 15:51:44",0.5595,2017-01-22 06:17:00,2017-01-17 15:20:00,0.199999999999932,0.199999999999932,0,2.79999999999995,2.79999999999995,0,0.5481,817.3,20,1.01325,208.4367304871,114.469911101324,2051.59995859355,1072.84901277178,126.80561550546,69.6394896433912,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B3-E2","FIB","2",6.75208333333333,"B3","24012017",940,"0923",306,845.1,0.178,135,844.9,NA,"03-02-2017 11:34:15",0.5647,2017-01-24 09:23:00,2017-01-17 15:20:00,0.200000000000045,0.200000000000045,0,3,3,0,0.5543,817.3,20,1.01325,122.87754854043,68.2437580954543,2174.47750713398,1141.09277086723,57.711568786112,32.0518629019746,"vol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
