"method","descrip","time.d","mean","se","sd","n"
"gdi","Cellulose",0,0,0,0,2
"gdi","Cellulose",1,5.95007131389219,9.51868171396575,13.4614487758031,2
"gdi","Cellulose",1.8,32.6214852952249,22.3122148238681,31.5542368104962,2
"gdi","Cellulose",3,193.312235643934,26.1662367244554,37.0046468519898,2
"gdi","Cellulose",4.6,295.385620401322,14.295877798308,20.2174242683956,2
"gdi","Cellulose",6.8,360.585396656433,10.1349493708267,14.3329828541878,2
"gdi","Cellulose",11.1,412.975215067252,11.370376840243,16.0801411367646,2
"gdi","Cellulose",14.8,422.12670554402,10.3228630297702,14.5987328992208,2
"gdi","Cellulose",20.1,424.919361840278,17.0803052277014,24.1551993024874,2
"gdi","Cellulose",31.1,404.323358648064,36.6520579288604,51.8338374118788,2
"gdi","Ethanol",0,0,0,0,3
"gdi","Ethanol",1,15.6890062685711,19.85570797295,34.3910950293998,3
"gdi","Ethanol",1.8,100.599111298451,11.1508489696424,19.3138369629476,3
"gdi","Ethanol",3,450.977987870881,11.0821627838862,19.1948689994399,3
"gdi","Ethanol",4.6,625.880083844189,20.9039170819345,36.2066464631176,3
"gdi","Ethanol",6.8,644.117669696601,20.36802170363,35.2784484403528,3
"gdi","Ethanol",11.1,684.574875464436,20.2705980418309,35.1097057082573,3
"gdi","Ethanol",14.8,681.702919628509,18.1156023924113,31.3771437533726,3
"gdi","Ethanol",20.1,678.834068163902,14.2209433061622,24.6313963378295,3
"gdi","Ethanol",31.1,704.633891891161,33.8305133511253,58.5961679702863,3
"gdi","FI1",0,0,0,0,3
"gdi","FI1",1,105.957330276574,4.56101208341831,7.89990466241609,3
"gdi","FI1",1.8,211.914387622917,4.49405188720824,7.78392620049547,3
"gdi","FI1",3,287.054409715219,3.51600059395935,6.08989166817995,3
"gdi","FI1",4.6,330.224157789463,4.42569373738677,7.66552641189328,3
"gdi","FI1",6.8,347.966503552258,9.82063204613068,17.0098336663374,3
"gdi","FI1",11.1,371.281480800009,5.65669597103449,9.79768482480191,3
"gdi","FI1",14.8,384.941239690125,4.74487812396966,8.21836998643755,3
"gdi","FI1",20.1,396.586747409628,1.85360416493546,3.21053659078949,3
"gdi","FI1",31.1,394.68853689316,13.5013763725535,23.3850698493726,3
"gdi","FI2",0,0,0,0,3
"gdi","FI2",1,117.793460991716,6.58567182168655,11.4067181971358,3
"gdi","FI2",1.8,234.100329537593,6.29412602908267,10.9017460716129,3
"gdi","FI2",3,287.894313938023,18.4123949170761,31.8912034853988,3
"gdi","FI2",4.6,337.707735541569,15.3899719750275,26.6562133878087,3
"gdi","FI2",6.8,346.952316900232,16.2307264380086,28.1124428343823,3
"gdi","FI2",11.1,365.334008615832,18.3738954702377,31.8245204874113,3
"gdi","FI2",14.8,371.929139927576,18.3641852364846,31.8077018691976,3
"gdi","FI2",20.1,380.839011581301,19.7876477454809,34.2732112574486,3
"gdi","FI2",31.1,384.833274613482,26.532715693821,45.9560116444781,3
"gdi","FI3",0,0,0,0,3
"gdi","FI3",1,86.5463586355889,10.5495761520265,18.2724018936269,3
"gdi","FI3",1.8,197.598540995757,12.8920666519998,22.329714455828,3
"gdi","FI3",3,305.659514719105,13.1222233639044,22.7283575745497,3
"gdi","FI3",4.6,385.464239287373,11.2411350273053,19.470217002035,3
"gdi","FI3",6.8,416.005110166461,14.3839683505997,24.9137639977014,3
"gdi","FI3",11.1,475.573394934414,18.2158107158926,31.5507096609837,3
"gdi","FI3",14.8,485.662034584391,18.5882072761153,32.1957194238532,3
"gdi","FI3",20.1,499.29967355118,18.0852615646661,31.3245918981742,3
"gdi","FI3",31.1,509.171592234367,37.5242371624985,64.9938852807116,3
"gdc","Cellulose",0,0,0,0,2
"gdc","Cellulose",1,5.95007131389219,9.51868171396575,13.4614487758031,2
"gdc","Cellulose",1.8,49.6816701148087,21.7076751616186,30.6992886211506,2
"gdc","Cellulose",3,210.372420463518,25.5799426096736,36.1755017633258,2
"gdc","Cellulose",4.6,260.608149633804,13.7754693125741,19.4814555298966,2
"gdc","Cellulose",6.8,325.807925888914,7.94201154568128,11.2317004404262,2
"gdc","Cellulose",11.1,387.070118006589,0.817133816129597,1.15560172504416,2
"gdc","Cellulose",14.8,373.307640988167,27.6241082695948,39.0663885633238,2
"gdc","Cellulose",20.1,398.166453519444,6.25873896834043,8.85119353238002,2
"gdc","Cellulose",31.1,386.357608518425,39.658067629925,56.0849770997494,2
"gdc","Ethanol",0,0,0,0,3
"gdc","Ethanol",1,15.6890062685711,19.85570797295,34.3910950293998,3
"gdc","Ethanol",1.8,118.835804133499,10.0497631402543,17.4067003629533,3
"gdc","Ethanol",3,469.214680705928,10.4660610972693,18.1277495755905,3
"gdc","Ethanol",4.6,588.704281900998,20.7824772098153,35.9963064345424,3
"gdc","Ethanol",6.8,584.881141250078,22.926912009018,39.7105764602802,3
"gdc","Ethanol",11.1,634.822579206531,26.3938259249902,45.7154475082117,3
"gdc","Ethanol",14.8,627.055460758154,27.4838185906035,47.6033701849314,3
"gdc","Ethanol",20.1,627.122580523656,18.5389276624668,32.1103646292367,3
"gdc","Ethanol",31.1,663.90610528167,46.9106653481788,81.2516557999064,3
"gdc","FI1",0,0,0,0,3
"gdc","FI1",1,105.957330276574,4.56101208341831,7.89990466241609,3
"gdc","FI1",1.8,220.134286585536,3.90321477563629,6.76056630425562,3
"gdc","FI1",3,295.274308677839,2.94720658048926,5.10471153780873,3
"gdc","FI1",4.6,313.467756911773,4.03422607277757,6.98748452726981,3
"gdc","FI1",6.8,331.210102674568,9.26769057048505,16.0521109369071,3
"gdc","FI1",11.1,358.799946589954,0.798405069910615,1.38287814610577,3
"gdc","FI1",14.8,372.45970548007,1.39299789248475,2.41274312461995,3
"gdc","FI1",20.1,378.170113041959,2.5095458093048,4.34666084563746,3
"gdc","FI1",31.1,374.845485550096,19.0355107620186,32.9704717878404,3
"gdc","FI2",0,0,0,0,3
"gdc","FI2",1,117.793460991716,6.58567182168655,11.4067181971358,3
"gdc","FI2",1.8,242.551385783699,6.10418973261642,10.5727667559319,3
