"method","time.d","id","exper","descrip","descrip1","substrate","tare","m.inoc","m.sub","m.tot1","m.tot2","m.tot","m.tot.sd","m.gained","c.sub.vs","c.inoc.vs","m.sub.vs","m.inoc.vs","ISR","vol.tot","vol.hs","notes","cvCH4","vol.mi.mn","vol.mi.se","n","rsd.inoc","cvCH4.tot","cvCH4.inoc","fv.inoc","se.inoc","cvCH4.se"
"gd02",20.1,"B3","2","FI2","B","B",537.31,302.25,3.45,847.9,NA,847.9,NA,4.88999999999999,858.47,19.86,2.9617215,6.002685,2.02675538533924,1120,817.3,NA,364.291908219179,0.404285978013151,0.404285978013151,2,141.42135623731,405.550155105145,41.2582468859665,0.101734018262845,41.2582468859665,0
"gd02",20.1,"C1","2","FI3","C","C",536.09,496.42,3.42,1037.8,NA,1037.8,NA,1.86999999999989,799.27,19.86,2.7335034,9.8589012,3.60669066663681,1120,623.16,NA,538.774200013807,0.404285978013151,0.404285978013151,2,141.42135623731,612.194867866384,73.4206678525765,0.119930224355623,73.4206678525765,0
"gd02",31.1,"C2","2","FI3","C","C",536.44,480.16,3.6,1022.1,NA,1022.1,NA,1.89999999999986,799.27,19.86,2.877372,9.5359776,3.31412747465396,1120,639.24,NA,521.807703134246,0.89677957567372,0.186788061471141,2,29.4563142367971,671.457342129654,149.649638995407,0.222872890957995,31.1701634672134,0
"gd02",31.1,"C3","2","FI3","C","C",537.69,506.59,3.09,1049.3,NA,1049.3,NA,1.93000000000006,799.27,19.86,2.4697443,10.0608774,4.07365143023106,1120,613.32,NA,534.818736166749,0.89677957567372,0.186788061471141,2,29.4563142367971,718.764728162985,183.945991996236,0.255919614289316,38.3136683666666,0
"gd03",31.1,"L1","2","Cellulose","Cellulose","Cellulose",537.98,296.94,1.56,838.3,NA,838.3,NA,1.81999999999994,945.69,19.86,1.4752764,5.8972284,3.99737188231304,1120,824.5,NA,372.810243765981,0.89677957567372,0.186788061471141,2,29.4563142367971,553.311827876291,180.501584110309,0.326220360773972,37.5962409303372,0
"gd03",31.1,"L3","2","Cellulose","Cellulose","Cellulose",537.02,322.27,1.75,863.3,NA,863.3,NA,2.25999999999999,945.69,19.86,1.6549575,6.4002822,3.86733931233884,1120,798.98,NA,402.00440239956,0.89677957567372,0.186788061471141,2,29.4563142367971,576.63435746026,174.629955060701,0.302843479236729,36.3732534341845,0
"gd03",31.1,"E1","2","Ethanol","Ethanol","Ethanol",539.62,308.28,1.44,851.1,NA,851.1,NA,1.75999999999999,1000,19.86,1.44,6.1224408,4.251695,1120,813.28,NA,622.137399777722,0.89677957567372,0.186788061471141,2,29.4563142367971,814.122960603204,191.985560825482,0.235818875177326,39.9882108266133,0
"gd03",31.1,"E2","2","Ethanol","Ethanol","Ethanol",537.6,300.31,1.48,841.2,NA,841.2,NA,1.80999999999995,1000,19.86,1.48,5.9641566,4.02983554054054,1120,821.21,NA,710.309398289406,0.89677957567372,0.186788061471141,2,29.4563142367971,892.276880972226,181.967482682821,0.203936117323301,37.901569419188,0
"gd03",31.1,"E3","2","Ethanol","Ethanol","Ethanol",536.89,331.33,1.52,871.6,NA,871.6,NA,1.86000000000001,1000,19.86,1.52,6.5802138,4.32908802631579,1120,790.15,NA,664.682918195838,0.89677957567372,0.186788061471141,2,29.4563142367971,860.163166095821,195.480247899983,0.227259496343286,40.7161107942322,0
"gd03",31.1,"A1","2","FI1","A","A",538.12,281.87,3.89,826.2,NA,826.2,NA,2.32000000000005,821,19.86,3.19369,5.5979382,1.75281201368949,1120,837.24,NA,379.294595576325,0.89677957567372,0.186788061471141,2,29.4563142367971,458.442934643408,79.1483390670827,0.172646000376572,16.4856172286197,0
"gd03",31.1,"A2","2","FI1","A","A",540.96,296.05,3.82,842.7,NA,842.7,NA,1.87,821,19.86,3.13622,5.879553,1.87472594397077,1120,823.13,NA,385.434011749089,0.89677957567372,0.186788061471141,2,29.4563142367971,470.087382168959,84.65337041987,0.180080073686053,17.6322469720017,0
"gd03",31.1,"A3","2","FI1","A","A",527.29,296.7,3.49,839.3,NA,839.3,NA,11.8199999999999,821,19.86,2.86529,5.892462,2.05649759710186,1120,822.81,"May be error in tare. Check original data sheet.",362.863159407183,0.89677957567372,0.186788061471141,2,29.4563142367971,455.724440499984,92.8612810928013,0.203766295682806,19.3418529497843,0
"gd03",31.1,"B1","2","FI2","B","B",537.92,301.66,3.94,845.4,NA,845.4,NA,1.88,858.47,19.86,3.3823718,5.9909676,1.77123271900505,1120,817.4,NA,401.844979300829,0.89677957567372,0.186788061471141,2,29.4563142367971,481.825106499659,79.9801271988297,0.165994104748641,16.6588683785101,0
"gd03",31.1,"B2","2","FI2","B","B",537.39,310.41,3.51,853.2,NA,853.2,NA,1.8900000000001,858.47,19.86,3.0132297,6.1647426,2.04589202077757,1120,809.08,NA,381.934299209079,0.89677957567372,0.186788061471141,2,29.4563142367971,474.316684821726,92.3823856126466,0.194769420028665,19.2421049617481,0
"gd03",31.1,"B3","2","FI2","B","B",537.31,302.25,3.45,847.9,NA,847.9,NA,4.88999999999999,858.47,19.86,2.9617215,6.002685,2.02675538533924,1120,817.3,NA,311.564157348392,0.89677957567372,0.186788061471141,2,29.4563142367971,403.082426958611,91.5182696102189,0.227046041924363,19.0621203174074,0
"gd03",31.1,"C1","2","FI3","C","C",536.09,496.42,3.42,1037.8,NA,1037.8,NA,1.86999999999989,799.27,19.86,2.7335034,9.8589012,3.60669066663681,1120,623.16,NA,436.020041586956,0.89677957567372,0.186788061471141,2,29.4563142367971,598.880390308654,162.860348721698,0.271941361509203,33.9217904303699,0
"gd03",31.1,"C2","2","FI3","C","C",536.44,480.16,3.6,1022.1,NA,1022.1,NA,1.89999999999986,799.27,19.86,2.877372,9.5359776,3.31412747465396,1120,639.24,NA,521.807703134246,0.89677957567372,0.186788061471141,2,29.4563142367971,671.457342129654,149.649638995407,0.222872890957995,31.1701634672134,0
