"method","id","elapsed.time","xCH4","vBg","vCH4","cvBg","cvCH4"
"vol","C1",0,NA,0,0,0,0
"vol","C1",0.725694444444444,0.6,190.924629738396,114.755088976667,190.924629738396,114.755088976667
"vol","C1",1.60416666666667,0.6,299.59638912872,180.072159043399,490.521018867116,294.827248020066
"vol","C1",2.97708333333333,0.6,421.560004957804,253.378288302676,912.08102382492,548.205536322742
"vol","C1",3.71875,0.6,145.357531845846,87.367022909796,1057.43855567077,635.572559232538
"vol","C1",5.68888888888889,0.6,218.726248939665,131.465228938748,1276.16480461043,767.037788171286
"vol","C1",7.81527777777778,0.6,127.755123883753,76.7871103303595,1403.91992849418,843.824898501646
"vol","C1",10.8388888888889,0.6,110.20828906082,66.2405999397218,1514.128217555,910.065498441367
"vol","C1",13.8597222222222,0.6,62.3933702961173,37.5014830181712,1576.52158785112,947.566981459539
"vol","C1",18.2409722222222,0.6,54.1907090413132,32.5712803333198,1630.71229689244,980.138261792858
"vol","C1",21.8006944444444,0.6,48.3194076982637,29.0423395730121,1679.0317045907,1009.18060136587
"vol","C1",27.9395833333333,0.6,30.3537909293026,18.2441206440678,1709.38549552,1027.42472200994
"vol","C1",31.7576388888889,0.6,24.5052511799312,14.728860720598,1733.89074669993,1042.15358273054
"vol","C1",49.9388888888889,0.6,67.7443582835484,40.7176898713787,1801.63510498348,1082.87127260191
"vol","C1",80.8354166666667,0.6,100.05548206146,60.1382637865976,1901.69058704494,1143.00953638851
"vol","C1",129.899305555556,0.6,99.5966030555015,59.8624549439647,2001.28719010044,1202.87199133248
"grav","C1",31.7576388888889,0.6,40.3570448107561,24.2565680207906,1759.68385438554,1057.65650852645
"grav","C1",0,0.6,0,0,0,0
"grav","C1",0.725694444444444,0.6,202.090539858709,121.466349913078,202.090539858709,121.466349913078
"grav","C1",1.60416666666667,0.6,306.957436024901,184.496510122094,509.04797588361,305.962860035172
"grav","C1",2.97708333333333,0.6,387.263076622866,232.764148219781,896.311052506475,538.727008254953
"grav","C1",3.71875,0.6,153.287365077924,92.133242539836,1049.5984175844,630.860250794789
"grav","C1",5.68888888888889,0.6,193.688981839408,116.416600494322,1243.28739942381,747.276851289111
"grav","C1",7.81527777777778,0.6,129.127488957349,77.6119692097233,1372.41488838116,824.888820498835
"grav","C1",10.8388888888889,0.6,104.882353276088,63.0394506919879,1477.29724165724,887.928271190823
"grav","C1",13.8597222222222,0.6,72.6052980784864,43.6393536684626,1549.90253973573,931.567624859285
"grav","C1",18.2409722222222,0.6,64.5605436288452,38.8040607367495,1614.46308336458,970.371685596035
"grav","C1",21.8006944444444,0.6,48.4098119918058,29.0966769980133,1662.87289535638,999.468362594048
"grav","C1",27.9395833333333,0.6,56.4539142184045,33.9315779116124,1719.32680957479,1033.39994050566
"gd","C1",18.2409722222222,0.706160932509986,54.1907090413132,38.2673616299911,1630.71229689244,1028.30020803008
"grav","C1",49.9388888888889,0.6,96.6916132753693,58.1164132669314,1856.37546766091,1115.77292179338
"grav","C1",80.8354166666667,0.6,112.839312559925,67.8219744127439,1969.21478022084,1183.59489620613
"grav","C1",129.899305555556,0.6,144.967074254225,87.1323387010094,2114.18185447506,1270.72723490714
"gd","C1",0,0,0,0,0,0
"gd","C1",0.725694444444444,0.503278881546581,190.924629738396,96.0883341144351,190.924629738396,96.0883341144351
"gd","C1",1.60416666666667,0.576701915545413,299.59638912872,172.777811501022,490.521018867116,268.866145615457
"gd","C1",2.97708333333333,0.662444695065874,421.560004957804,279.260188936241,912.08102382492,548.126334551698
"gd","C1",3.71875,0.601893103827267,145.357531845846,87.489696007367,1057.43855567077,635.616030559065
"gd","C1",5.68888888888889,0.714048057400569,218.726248939665,156.181053157881,1276.16480461043,791.797083716946
"gd","C1",7.81527777777778,0.652753651893294,127.755123883753,83.3926236632002,1403.91992849418,875.189707380146
"gd","C1",10.8388888888889,0.79341241215661,110.20828906082,87.4406244633978,1514.128217555,962.630331843544
"gd","C1",13.8597222222222,0.439189523285824,62.3933702961173,27.4025145565476,1576.52158785112,990.032846400092
"gd","C1",49.9388888888889,0.648915651423716,67.7443582835484,43.9603743858504,1801.63510498348,1156.50058319138
"gd","C1",21.8006944444444,0.764120721141411,48.3194076982637,36.9218606555231,1679.0317045907,1065.22206868561
"gd","C1",27.9395833333333,0.80157040118784,30.3537909293026,24.3307003727729,1709.38549552,1089.55276905838
"gd","C1",31.7576388888889,0.938061788404796,24.5052511799312,22.987439747155,1733.89074669993,1112.54020880553
"gd","C1",80.8354166666667,0.713630207076239,100.05548206146,71.4026143826325,1901.69058704494,1227.90319757402
"gd","C1",129.899305555556,0.550242898896346,99.5966030555015,54.8023235854879,2001.28719010044,1282.7055211595
"vol","C2",0,NA,0,0,0,0
"gd","C2",0,0,0,0,0,0
"gd","C2",0.725694444444444,0.653022790541064,195.913159256501,127.935757961396,195.913159256501,127.935757961396
"gd","C2",1.60416666666667,0.528765949566504,308.620376753079,163.187946569414,504.53353600958,291.12370453081
"gd","C2",2.97708333333333,0.653334726957691,391.898000344568,256.040573050384,896.431536354149,547.164277581194
"gd","C2",3.71875,0.607348167727147,162.405637432704,98.6367663233123,1058.83717378685,645.801043904506
"gd","C2",5.68888888888889,0.710432806668189,217.826140919338,154.750836659025,1276.66331470619,800.551880563532
"gd","C2",7.81527777777778,0.721318477958246,128.661188592149,92.8056927275876,1405.32450329834,893.357573291119
"gd","C2",10.8388888888889,0.599356306815624,96.6580895861287,57.9326355981959,1501.98259288447,951.290208889315
"vol","C2",0.725694444444444,0.6,195.913159256501,117.753440470119,195.913159256501,117.753440470119
"vol","C2",1.60416666666667,0.6,308.620376753079,185.496019255549,504.53353600958,303.249459725668
"vol","C2",2.97708333333333,0.6,391.898000344568,235.549965245132,896.431536354149,538.7994249708
"vol","C2",3.71875,0.6,162.405637432704,97.6137725103276,1058.83717378685,636.413197481128
"vol","C2",5.68888888888889,0.6,217.826140919338,130.924219766161,1276.66331470619,767.337417247288
"vol","C2",7.81527777777778,0.6,128.661188592149,77.3316997653265,1405.32450329834,844.669117012615
"vol","C2",10.8388888888889,0.6,96.6580895861287,58.0962638815593,1501.98259288447,902.765380894174
"vol","C2",13.8597222222222,0.6,71.4358877303372,42.9364805570366,1573.41848061481,945.701861451211
"vol","C2",18.2409722222222,0.6,54.1907090413132,32.5712803333198,1627.60918965612,978.273141784531
"vol","C2",21.8006944444444,0.6,47.4077207605606,28.4943709018232,1675.01691041668,1006.76751268635
"vol","C2",27.9395833333333,0.6,33.9248251562793,20.390487778664,1708.94173557296,1027.15800046502
"vol","C2",31.7576388888889,0.6,24.5052511799312,14.728860720598,1733.44698675289,1041.88686118562
"vol","C2",49.9388888888889,0.6,82.0063284485059,49.2898351074584,1815.4533152014,1091.17669629307
"vol","C2",80.8354166666667,0.6,94.6470776257053,56.8875468251599,1910.1003928271,1148.06424311823
"vol","C2",129.899305555556,0.6,98.6993363613078,59.3231535480731,2008.79972918841,1207.38739666631
"grav","C2",31.7576388888889,0.6,40.3570448107561,24.2565680207906,1763.88505149114,1060.18163453205
"grav","C2",0,0.6,0,0,0,0
"grav","C2",0.725694444444444,0.6,182.039623749508,109.414763560244,182.039623749508,109.414763560244
"grav","C2",1.60416666666667,0.6,347.346572343977,208.772366717113,529.386196093484,318.187130277357
"grav","C2",2.97708333333333,0.6,363.059134333959,218.216388956058,892.445330427444,536.403519233415
"grav","C2",3.71875,0.6,153.287365077924,92.133242539836,1045.73269550537,628.536761773251
"grav","C2",5.68888888888889,0.6,201.759356082709,121.267292181581,1247.49205158808,749.804053954832
"grav","C2",7.81527777777778,0.6,121.057020897521,72.761221134119,1368.5490724856,822.565275088951
"grav","C2",10.8388888888889,0.6,104.882353276088,63.0394506919879,1473.43142576168,885.604725780939
"grav","C2",13.8597222222222,0.6,56.4707873943528,33.9417195199,1529.90221315604,919.546445300839
"grav","C2",18.2409722222222,0.6,80.7006795360909,48.5050759209576,1610.60289269213,968.051521221797
"grav","C2",21.8006944444444,0.6,40.3415099931792,24.2472308316824,1650.94440268531,992.298752053479
"grav","C2",27.9395833333333,0.6,72.5836039950784,43.6263144577795,1723.52800668039,1035.92506651126
"gd","C2",13.8597222222222,0.80800807855966,71.4358877303372,57.7207743851933,1573.41848061481,1009.01098327451
"grav","C2",49.9388888888889,0.6,120.864516594189,72.6455165836505,1884.74956808533,1132.8271511157
"grav","C2",80.8354166666667,0.6,96.7194107656627,58.1331209252169,1981.46897885099,1190.96027204092
"grav","C2",129.899305555556,0.6,144.967074254225,87.1323387010094,2126.43605310522,1278.09261074193
"gd","C2",31.7576388888889,0.612686704067593,24.5052511799312,15.0140415777805,1733.44698675289,1127.77267712414
"gd","C2",49.9388888888889,0.520982678698083,82.0063284485059,42.7238766652974,1815.4533152014,1170.49655378944
"gd","C2",80.8354166666667,0.747782964862583,94.6470776257053,70.7754723225289,1910.1003928271,1241.27202611197
"gd","C2",129.899305555556,0.783135782964197,98.6993363613078,77.2949820593595,2008.79972918841,1318.56700817133
"gd","C2",27.9395833333333,0.884522649795983,33.9248251562793,30.0072762410976,1708.94173557296,1112.75863554636
"gd","C2",18.2409722222222,0.706160932509986,54.1907090413132,38.2673616299911,1627.60918965612,1047.2783449045
"gd","C2",21.8006944444444,0.748253951712334,47.4077207605606,35.4730144007643,1675.01691041668,1082.75135930526
"grav","C3",5.68888888888889,0.6,234.040853055958,140.670058930644,1279.78679168864,769.214780474488
"grav","C3",3.71875,0.6,185.558389304872,111.529714653496,1045.74593863268,628.544721543844
"vol","C3",0,NA,0,0,0,0
"grav","C3",7.81527777777778,0.6,129.127488957349,77.6119692097233,1408.91428064599,846.826749684212
"grav","C3",10.8388888888889,0.6,96.8144799471649,58.1902621772239,1505.72876059315,905.017011861435
"grav","C3",13.8597222222222,0.6,64.5380427364425,38.7905365941951,1570.2668033296,943.807548455631
"grav","C3",0,0.6,0,0,0,0
"grav","C3",0.725694444444444,0.6,28.6045871919013,17.1927632010871,28.6045871919013,17.1927632010871
"grav","C3",1.60416666666667,0.6,476.591808564964,286.455107821138,505.196395756865,303.647871022225
"grav","C3",2.97708333333333,0.6,354.991153570945,213.367135868123,860.18754932781,517.015006890348
"gd","C3",0,0,0,0,0,0
"gd","C3",0.725694444444444,1.45853339903048,183.215084119506,267.225319394479,183.215084119506,267.225319394479
"gd","C3",1.60416666666667,0.573646554901444,298.693990366284,171.344778543384,481.90907448579,438.570097937863
"gd","C3",2.97708333333333,0.689900543649834,390.100303095281,269.1304111834,872.009377581071,707.700509121262
"gd","C3",3.71875,0.687751066080597,185.734624025248,127.739185681443,1057.74400160632,835.439694802705
