"descrip","mean.gd03","sd.gd03","mean.lab","sd.lab","diff.perc"
"Cellulose",360.90654718998,15.8587684823636,345.575079861008,24.498626824618,4.248043558185
"FIC",459.993819634069,9.51424085789915,481.337152106773,59.7525357386706,4.43417516792255
"LBD",304.109148887729,6.27572281244808,276.36220253624,31.5447054259449,9.12400907798164
