"id","date","day","time.orig","time","vol","pres.init","pres.resid","mass.init","mass.final","notes","date.time","start.time","time.d","xCH4","vol.hs","temperature","pres.init.abs","pres.resid.abs","rh.resid","pres.resid.prev","rh.resid.prev","temp.prev","xCH4.prev","vBg","vCH4","cvBg","cvCH4","rvBg","rvCH4"
"A1","07032017",21,1104,"1034",103,49.2,0.3,383.57,383.48,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,20.9194444444444,0.677,190.544,30,150.525,101.625,0.6751370204285,101.525,0.571247714165143,30,0.694950959132611,79.9167177491872,54.1036179161998,1343.82650801187,874.900818777607,14.020476798103,9.49186279231575
"A2","14022017",0,1230,"1230",0,0,0,391.09,391.09,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,0,193.374,30,101.325,101.325,1,101.325,1,20,0,-9.09606252328734,0,-9.09606252328734,0,NA,NA
"A2","15022017",1,1016,"0929",174,86.1,0.2,391.09,390.87,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.874305555555556,0.4637,193.374,30,187.425,101.525,0.541683340002668,101.325,1,30,0,148.02833262571,68.6407378385416,138.932270102422,68.6407378385416,169.309609992869,78.5088661536933
"A2","16022017",2,1325,"1250",202,98.8,0.4,390.89,390.65,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,2.01388888888889,0.5483,193.374,30,200.125,101.725,0.508307307932542,101.525,0.541683340002668,30,0.4637,166.162432510882,91.1068617457168,305.094702613305,159.747599584258,145.809812806624,79.9475203618722
"A2","17022017",3,932,"0854",169,79.9,0.4,390.67,390.44,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,2.85,0.5829,193.374,30,181.225,101.725,0.561318802593461,101.725,0.508307307932542,30,0.5483,133.080095230276,77.5723875097276,438.17479784358,237.319987093986,159.165562401658,92.7776063239267
"A2","18022017",4,1644,"1608",255,123.9,0.5,390.48,390.2,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,4.15138888888889,0.6897,193.374,30,225.225,101.825,0.452103452103452,101.725,0.561318802593461,30,0.5829,209.115772838893,144.227148526984,647.290570682473,381.54713562097,160.686613067239,110.825557032475
"A2","19022017",5,1634,"1559",214,101,0.4,390.19,389.99,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,5.14513888888889,0.7333,193.374,30,202.325,101.725,0.502780180402817,101.825,0.452103452103452,30,0.6897,168.772900686493,123.761168073406,816.063471368966,505.308303694376,169.834365470685,124.539540199653
"A2","20022017",6,1121,"1052",150,71.8,0.5,389.99,389.85,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,5.93194444444444,0.723,193.374,30,173.125,101.825,0.588158844765343,101.725,0.502780180402817,30,0.7333,119.113608515954,86.119138957035,935.177079884921,591.427442651411,151.388875783737,109.454157191642
"A2","21022017",7,1605,"1540",104,48.9,0.2,389.85,389.76,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,7.13194444444444,0.7193329441201,193.374,30,150.225,101.525,0.675819603927442,101.825,0.588158844765343,30,0.723,80.1959153908399,57.6875639244993,1015.37299527576,649.11500657591,66.8299294923666,48.0729699370827
"A2","23022017",9,1531,"1510",85,40.9,0.1,389.74,389.66,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,9.11111111111111,0.713284848484849,193.374,30,142.225,101.425,0.713130602917912,101.525,0.675819603927442,30,0.7193329441201,67.5996655483229,48.2178171982619,1082.97266082408,697.332823774172,34.1556204875737,24.362686584385
"A2","01032017",15,1750,"1746",130,63,0.4,389.64,389.51,NA,2017-03-01 17:46:00,2017-02-14 12:30:00,15.2194444444444,0.694618515429525,193.374,30,164.325,101.725,0.619047619047619,101.425,0.713130602917912,30,0.713284848484849,106.040516732802,73.6577063083183,1189.01317755689,770.990530082491,17.3599754542104,12.0585603778966
"A2","07032017",21,1104,"1034",96,45.4,0.1,389.49,389.4,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,20.9194444444444,0.6772,193.374,30,146.725,101.425,0.691259158289317,101.725,0.619047619047619,30,0.694618515429525,74.576670518347,50.5033212750246,1263.58984807523,821.493851357515,13.0836264067275,8.86023180263589
"A3","14022017",0,1230,"1230",0,0,0,391.14,391.14,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,0,190.314,30,101.325,101.325,1,101.325,1,20,0,-8.95212408626239,0,-8.95212408626239,0,NA,NA
"A3","15022017",1,1016,"0929",179,88.8,0.3,391.13,390.92,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.874305555555556,0.4597,190.314,30,190.125,101.625,0.534516765285996,101.325,1,30,0,150.254439598769,69.0719658835543,141.302315512507,69.0719658835543,171.85575299621,79.0020896523576
"A3","16022017",2,1325,"1250",201,99.7,0.2,390.93,390.7,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,2.01388888888889,0.5577,190.314,30,201.025,101.525,0.505036686979231,101.625,0.534516765285996,30,0.4597,164.835006652486,91.9284832100912,306.137322164993,161.000449093646,144.644978415344,80.6685044622373
"A3","17022017",3,932,"0854",163,79.1,0.5,390.7,390.51,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,2.85,0.6059,190.314,30,180.425,101.825,0.564361923236802,101.525,0.505036686979231,30,0.5577,129.935426726145,78.7278750533712,436.072748891138,239.728324147017,155.404497081104,94.1595847814406
"A3","18022017",4,1644,"1608",268,129.9,0.2,390.51,390.24,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,4.15138888888889,0.699,190.314,30,231.225,101.525,0.43907449453995,101.825,0.564361923236802,30,0.6059,215.811705981133,150.852382480812,651.884454872271,390.580706627829,165.831833838224,115.916451852919
"A3","19022017",5,1634,"1559",228,110.5,0.4,390.25,390.04,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,5.14513888888889,0.7355,190.314,30,211.825,101.725,0.480231323026083,101.525,0.43907449453995,30,0.699,182.590461609699,134.295284513933,834.47491648197,524.875991141762,183.738829292779,135.139908944839
"A3","20022017",6,1121,"1052",161,75.2,0.3,390.04,389.88,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,5.93194444444444,0.732,190.314,30,176.525,101.625,0.575697493272908,101.725,0.480231323026083,30,0.7355,122.819175073631,89.9036361538981,957.294091555601,614.77962729566,156.098510243627,114.264109498335
"A3","21022017",7,1605,"1540",77,37.3,0.3,389.89,389.81,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,7.13194444444444,0.727332110091743,190.314,30,138.625,101.625,0.733092876465284,101.625,0.575697493272908,30,0.732,59.5476584816019,43.310924094446,1016.8417500372,658.090551390106,49.6230487346682,36.0924367453716
"A3","23022017",9,1531,"1510",100,47,0.2,389.81,389.73,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,9.11111111111111,0.719633333333333,190.314,30,148.325,101.525,0.68447665599191,101.625,0.733092876465284,30,0.727332110091743,77.0950931525753,55.4801988690316,1093.93684318978,713.570750259138,38.9533102244591,28.0321004811949
"A3","01032017",15,1750,"1746",143,69.5,0.3,389.7,389.56,NA,2017-03-01 17:46:00,2017-02-14 12:30:00,15.2194444444444,0.69587247706422,190.314,30,170.825,101.625,0.594907068637495,101.525,0.68447665599191,30,0.719633333333333,114.985104948096,80.0149698057208,1208.92194813787,793.585720064859,18.8243009464823,13.099312928631
"A3","07032017",21,1104,"1034",99,47.1,0.2,389.55,389.45,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,20.9194444444444,0.6737,190.314,30,148.425,101.525,0.684015496041772,101.625,0.594907068637495,30,0.69587247706422,76.2682554909729,51.3819237242684,1285.19020362885,844.967643789127,13.3803957001707,9.01437258320499
"B1","14022017",0,1230,"1230",0,0,0,388.55,388.55,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,0,196.174,30,101.325,101.325,1,101.325,1,20,0,-9.22777089703564,0,-9.22777089703564,0,NA,NA
"B1","15022017",1,1023,"0929",183,90.1,0.2,388.53,388.31,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.874305555555556,0.4095,196.174,30,191.425,101.525,0.530364372469636,101.325,1,30,0,157.148357425256,64.3522523656425,147.920586528221,64.3522523656425,179.740774179801,73.6038470266284
"B1","16022017",2,1331,"1250",211,102.7,0.3,388.31,388.06,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,2.01388888888889,0.5184,196.174,30,204.025,101.625,0.498100722950619,101.525,0.530364372469636,30,0.4095,175.286518808869,90.8685313505179,323.20710533709,155.22078371616,153.81632363484,79.7383821723009
"B1","17022017",3,937,"0854",169,82.6,0.3,388.06,387.87,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,2.85,0.5786,196.174,30,183.925,101.625,0.552535000679625,101.625,0.498100722950619,30,0.5184,139.814871251416,80.8968845060691,463.021976588506,236.11766822223,167.220444021627,96.7537489109132
"B1","18022017",4,1650,"1608",260,125.5,0.2,387.86,387.59,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,4.15138888888889,0.6838,196.174,30,226.825,101.525,0.447591755758845,101.625,0.552535000679625,30,0.5786,215.043522212122,147.046760488649,678.065498800628,383.164428710879,165.24155388765,112.992174548375
"B1","19022017",5,1638,"1559",222,106.4,0.3,387.6,387.39,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,5.14513888888889,0.7247,196.174,30,207.725,101.625,0.489228547358286,101.525,0.447591755758845,30,0.6838,181.12489570985,131.261211920928,859.190394510478,514.425640631807,182.264045997333,132.086754134267
"B1","20022017",6,1126,"1052",114,54.6,0.2,387.39,387.25,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,5.93194444444444,0.715,196.174,30,155.925,101.525,0.651114317780984,101.625,0.489228547358286,30,0.7247,90.9126239543695,65.0025261273742,950.103018464847,579.428166759181,115.546494699287,82.6157437099901
"B1","21022017",7,1609,"1540",84,39.9,0.2,387.3,387.19,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,7.13194444444444,0.711957464553795,196.174,30,141.225,101.525,0.718888298813949,101.525,0.651114317780984,30,0.715,66.6507763075936,47.4525177104965,1016.75379477244,626.880684469677,55.5423135896613,39.543764758747
"B1","23022017",9,1534,"1510",89,41.9,0.2,387.18,387.11,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,9.11111111111111,0.706939393939394,196.174,30,143.225,101.525,0.708849711991622,101.525,0.718888298813949,30,0.711957464553795,70.6426407123533,49.9400656114694,1087.39643548479,676.820750081147,35.693123728347,25.2328752563214
"B1","01032017",15,1754,"1746",120,57.7,0.3,387.02,386.92,NA,2017-03-01 17:46:00,2017-02-14 12:30:00,15.2194444444444,0.691452043369475,196.174,30,159.025,101.625,0.639050463763559,101.525,0.708849711991622,30,0.706939393939394,98.1257013896075,67.849216732907,1185.5221368744,744.669966814054,16.0642348796083,11.1076480326724
"B1","07032017",21,1108,"1034",80,38.1,0.3,386.85,386.78,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,20.9194444444444,0.677,196.174,30,139.425,101.625,0.728886498117267,101.625,0.639050463763559,30,0.691452043369475,63.247236349517,42.818379008623,1248.76937322392,787.488345822677,11.0960063771083,7.51199631730229
"B2","14022017",0,1230,"1230",0,0,0,387.4,387.4,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,0,195.054,30,101.325,101.325,1,101.325,1,20,0,-9.17508754753629,0,-9.17508754753629,0,NA,NA
"B2","15022017",1,1023,"0929",181,89.1,0.3,387.39,387.16,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.874305555555556,0.4103,195.054,30,190.425,101.625,0.533674675068925,101.325,1,30,0,154.516966817357,63.3983114851616,145.341879269821,63.3983114851616,176.731081983316,72.5127629377543
"B2","16022017",2,1331,"1250",219,106.8,0.5,387.16,386.91,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,2.01388888888889,0.5186,195.054,30,208.125,101.825,0.489249249249249,101.625,0.533674675068925,30,0.4103,181.24699416447,93.9946911736942,326.588873434291,157.393002658856,159.046722484361,82.4816302803898
"B2","17022017",3,937,"0854",172,83.4,0.2,386.92,386.71,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,2.85,0.5792,195.054,30,184.725,101.525,0.54960075788334,101.825,0.489249249249249,30,0.5186,139.99173104742,81.0832106226659,466.580604481711,238.476213281522,167.431970687945,96.9765974224576
"B2","18022017",4,1650,"1608",262,126.5,0.3,386.71,386.44,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,4.15138888888889,0.6829,195.054,30,227.825,101.625,0.446066059475475,101.525,0.54960075788334,30,0.5792,215.70174591498,147.30272228534,682.282350396691,385.778935566862,165.747339443741,113.188858106131
"B2","19022017",5,1638,"1559",228,109,0.4,386.44,386.26,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,5.14513888888889,0.7247,195.054,30,210.325,101.725,0.483656246285511,101.625,0.446066059475475,30,0.6829,184.415015202766,133.645561517445,866.697365599458,519.424497084306,185.574858065677,134.486099640196
"B2","20022017",6,1126,"1052",118,55.3,0.4,386.24,386.11,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,5.93194444444444,0.7133,195.054,30,156.625,101.725,0.649481245011971,101.725,0.483656246285511,30,0.7247,91.3929194814326,65.1905694661059,958.09028508089,584.615066550412,116.156932085846,82.8547396568336
"B2","21022017",7,1609,"1540",83,39.7,0.2,386.11,386.03,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,7.13194444444444,0.710393577981651,195.054,30,141.025,101.525,0.719907817762808,101.725,0.649481245011971,30,0.7133,65.5644859176589,46.5765897395733,1023.65477099855,631.191656289986,54.6370715980491,38.8138247829778
"B2","23022017",9,1534,"1510",100,47.7,0.2,386.05,385.95,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,9.11111111111111,0.7056,195.054,30,149.025,101.525,0.681261533299782,101.525,0.719907817762808,30,0.710393577981651,80.3052017077475,56.6633503249866,1103.9599727063,687.855006614972,40.5752598102303,28.6299033220985
"B2","01032017",15,1754,"1746",162,76.7,0.1,385.93,385.77,NA,2017-03-01 17:46:00,2017-02-14 12:30:00,15.2194444444444,0.690805504587156,195.054,30,178.025,101.425,0.569723353461592,101.525,0.681261533299782,30,0.7056,130.311412621779,90.0198411496534,1234.27138532808,777.874847764626,21.3333826938793,14.7372181963962
"B2","07032017",21,1108,"1034",117,55.9,0.2,385.75,385.65,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,20.9194444444444,0.677,195.054,30,157.225,101.525,0.645730640801399,101.425,0.569723353461592,30,0.690805504587156,93.5895654876935,63.3601358351685,1327.86095081577,841.234983599794,16.4192220153848,11.1158133044155
"B3","14022017",0,1230,"1230",0,0,0,385.45,385.45,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,0,197.794,30,101.325,101.325,1,101.325,1,20,0,-9.30397359899001,0,-9.30397359899001,0,NA,NA
"B3","15022017",1,1023,"0929",179,86.2,0.3,385.44,385.22,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.874305555555556,0.414,197.794,30,187.525,101.625,0.541927742967604,101.325,1,30,0,151.587710615951,62.7573121950038,142.283737016961,62.7573121950038,173.380701578213,71.7796104533801
"B3","16022017",2,1331,"1250",218,104.2,0.3,385.23,384.97,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,2.01388888888889,0.5173,197.794,30,205.525,101.625,0.49446539350444,101.625,0.541927742967604,30,0.414,179.282619268048,92.7428989473614,321.56635628501,155.500211142365,157.322956578909,81.3831654382696
"B3","17022017",3,937,"0854",169,81.1,0.2,384.98,384.78,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,2.85,0.5775,197.794,30,182.425,101.525,0.556530080855146,101.625,0.49446539350444,30,0.5173,138.304389327923,79.8707848368753,459.870745612932,235.370995979241,165.413887568279,95.5265200706814
"B3","18022017",4,1650,"1608",261,123.4,0.4,384.78,384.51,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,4.15138888888889,0.6829,197.794,30,224.725,101.725,0.452664367560352,101.525,0.556530080855146,30,0.5775,213.332175951881,145.684542957539,673.202921564813,381.05553893678,163.926538618307,111.945433222442
"B3","19022017",5,1638,"1559",215,100.5,0.3,384.5,384.3,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,5.14513888888889,0.7217,197.794,30,201.825,101.625,0.503530286138982,101.725,0.452664367560352,30,0.6829,171.931384663276,124.082880311486,845.134306228088,505.138419248266,173.012714126567,124.863275785143
"B3","20022017",6,1126,"1052",101,47.4,0.2,384.3,384.2,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,5.93194444444444,0.7116,197.794,30,148.725,101.525,0.682635737098672,101.625,0.503530286138982,30,0.7217,79.1088990649447,56.2938925746146,924.243205293033,561.43231182288,100.544408343796,71.5474009774449
"B3","21022017",7,1609,"1540",74,34.4,0.1,384.2,384.12,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,7.13194444444444,0.70905387823186,197.794,30,135.725,101.425,0.747283109228219,101.525,0.682635737098672,30,0.7116,57.7652418353395,40.9586687503487,982.008447128373,602.390980573229,48.1377015294496,34.1322239586239
"B3","23022017",9,1534,"1510",86,40.1,0.1,384.11,384.02,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,9.11111111111111,0.704854545454545,197.794,30,141.425,101.425,0.717164574863002,101.425,0.747283109228219,30,0.70905387823186,68.4491786141824,48.2467146788366,1050.45762574256,650.637695252066,34.5848481419027,24.3772874166753
"B3","01032017",15,1754,"1746",125,58.1,0.1,383.97,383.86,NA,2017-03-01 17:46:00,2017-02-14 12:30:00,15.2194444444444,0.691894078398666,197.794,30,159.425,101.425,0.636192567037792,101.425,0.717164574863002,30,0.704854545454545,99.8775983931371,69.1047188928916,1150.33522413569,719.742414144957,16.3510393003771,11.3131872675948
"B3","07032017",21,1108,"1034",110,50.8,0.3,383.83,383.74,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,20.9194444444444,0.6798,197.794,30,152.125,101.625,0.668036154478225,101.425,0.636192567037792,30,0.691894078398666,86.4335453436047,58.7575241245825,1236.7687694793,778.49993826954,15.1637798848429,10.3083375657162
"C1-1","14022017",0,1230,"1230",0,0,0,409.53,409.53,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,0,175.154,30,101.325,101.325,1,101.325,1,20,0,-8.23901731982519,0,-8.23901731982519,0,NA,NA
"C1-1","15022017",1,935,"0929",165,88.7,0.3,409.52,409.33,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.874305555555556,0.4528,175.154,30,190.025,101.625,0.534798052887778,101.325,1,30,0,138.129770345126,62.5451600122731,129.890753025301,62.5451600122731,157.98798196742,71.5369582348477
"C1-1","16022017",2,1250,"1250",207,107.4,0.2,409.33,409.09,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,2.01388888888889,0.5682,175.154,30,208.725,101.525,0.486405557551803,101.625,0.534798052887778,30,0.4528,163.697439980929,93.0128853971638,293.58819300623,155.558045409437,143.646748063704,81.6200822497964
"C1-1","17022017",3,858,"0854",149,79.3,0.5,409.09,408.91,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,2.85,0.5937,175.154,30,180.625,101.825,0.563737024221453,101.525,0.486405557551803,30,0.5682,119.772911401051,71.109177498804,413.361104407281,226.667222908241,143.249993702254,85.047521261028
"C1-1","18022017",4,1608,"1608",261,137.9,0.3,408.93,408.64,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,4.15138888888889,0.6846,175.154,30,239.225,101.625,0.424809279966559,101.825,0.563737024221453,30,0.5937,211.074611824537,144.501679255078,624.435716231818,371.168902163319,162.191804176806,111.036509139441
"C1-1","19022017",5,1559,"1559",233,124.6,0.4,408.64,408.41,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,5.14513888888889,0.7186,175.154,30,225.925,101.725,0.450260042049353,101.625,0.424809279966559,30,0.6846,189.752805837861,136.356366275087,814.188522069679,507.525268438406,190.946219711055,137.213953484364
"C1-1","20022017",6,1052,"1052",204,108.9,0.3,408.41,408.21,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,5.93194444444444,0.734,175.154,30,210.225,101.625,0.483410631466286,101.725,0.450260042049353,30,0.7186,165.31678860378,121.342522835175,979.505310673459,628.867791273581,210.111364156614,154.221741290955
"C1-1","21022017",7,1540,"1540",261,139.1,0.5,408.22,407.97,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,7.13194444444444,0.733015179316097,175.154,30,240.425,101.825,0.423520848497452,101.625,0.483410631466286,30,0.734,212.721941986359,155.928412449599,1192.22725265982,784.79620372318,177.268284988632,129.940343707999
"C1-1","22022017",8,1709,"1709",118,62.1,0.4,407.98,407.87,NA,2017-02-22 17:09:00,2017-02-14 12:30:00,8.19375,0.732143772588268,175.154,30,163.425,101.725,0.622456784457702,101.825,0.423520848497452,30,0.733015179316097,92.1034919324161,67.4329980519522,1284.33074459223,852.229201775132,86.7423338016215,63.50785951263
"C1-1","23022017",9,1510,"1510",74,38.4,0.3,407.86,407.79,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,9.11111111111111,0.731390909090909,175.154,30,139.725,101.625,0.727321524422974,101.725,0.622456784457702,30,0.732143772588268,56.6716721444841,41.4491458094561,1341.00241673672,893.678347584588,61.7768417017843,45.1830204130332
"C1-1","26022017",12,1128,"1128",138,74,0.4,407.78,407.64,NA,2017-02-26 11:28:00,2017-02-14 12:30:00,11.9569444444444,0.729055379482902,175.154,30,175.325,101.725,0.580208184799658,101.625,0.727321524422974,30,0.731390909090909,112.961839484418,82.3554367523994,1453.96425622114,976.033784336988,39.6937649725628,28.9389528851769
"C1-1","07032017",21,1034,"1034",149,80.9,0,407.59,407.45,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,20.9194444444444,0.7217,175.154,30,182.225,101.325,0.556043352997668,101.725,0.580208184799658,30,0.729055379482902,122.575329627679,88.4626153922961,1576.53958584882,1064.49639972928,13.6764663461846,9.87030576204141
"C1-2","14022017",0,1230,"1230",0,0,0,410.615,410.615,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,0,173.874,30,101.325,101.325,1,101.325,1,20,0,-8.17880777754019,0,-8.17880777754019,0,NA,NA
"C1-2","15022017",1,935,"0929",155,81.4,0.4,410.61,410.41,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.874305555555556,0.4681,173.874,30,182.725,101.725,0.556710904364482,101.325,1,30,0,125.83535364996,58.9035290435461,117.656545872419,58.9035290435461,143.926059774378,67.3717885803863
"C1-2","16022017",2,1250,"1250",210,108.2,0.5,410.43,410.17,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,2.01388888888889,0.5518,173.874,30,209.525,101.825,0.485980193294356,101.725,0.556710904364482,30,0.4681,163.727574865193,90.3448758106135,281.384120737612,149.24840485416,143.673191837829,79.2788672561142
"C1-2","17022017",3,858,"0854",146,76.8,0.5,410.18,410,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,2.85,0.5719,173.874,30,178.125,101.825,0.571649122807018,101.825,0.485980193294356,30,0.5518,114.566293762634,65.5204634028502,395.950414500246,214.76886825701,137.022809815775,78.3633449336415
"C1-2","18022017",4,1608,"1608",244,126.5,0.5,410.02,409.76,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,4.15138888888889,0.6684,173.874,30,227.825,101.825,0.44694392625919,101.825,0.571649122807018,30,0.5719,191.961094480768,128.306795550945,587.911508981014,343.075663807955,147.504789782447,98.5922014905876
"C1-2","19022017",5,1559,"1559",245,122.13,0.3,409.76,409.51,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,5.14513888888889,0.7131,173.874,30,223.455,101.625,0.454789554943948,101.825,0.44694392625919,30,0.6684,184.384330765144,131.484466268624,772.295839746158,474.560130076579,185.54398064417,132.311412597357
"C1-2","20022017",6,1052,"1052",190,99.2,0.7,409.51,409.33,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,5.93194444444444,0.714,173.874,30,200.525,102.025,0.508789427752151,101.625,0.454789554943948,30,0.7131,149.297997382,106.598770130748,921.593837128157,581.158900207327,189.752088464325,135.482991163528
"C1-2","21022017",7,1540,"1540",292,151.6,0.6,409.32,409.06,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,7.13194444444444,0.712863052543786,173.874,30,252.925,101.925,0.402985074626866,102.025,0.508789427752151,30,0.714,230.03970839239,163.986808730881,1151.63354552055,745.145708938208,191.699756993658,136.655673942401
