"id","date","day","time.orig","time","vol","pres.init","pres.resid","mass.init","mass.final","notes","date.time","start.time","time.d","xCH4","vol.hs","temperature","pressure","vBg","vCH4","cvBg","cvCH4","rvBg","rvCH4"
"C3-1","20022017",6,1102,"1052",140,71.3,0.3,401.1,400.96,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,5.93194444444444,0.7375,181.564,20,101.325,127.428568856742,93.9785695318474,1097.70610029451,676.524734509294,161.956874804686,119.443195168456
"C3-1","21022017",7,1550,"1540",85,43.9,0.3,400.93,400.82,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,7.13194444444444,0.73240775646372,181.564,20,101.325,77.3673453773078,56.6644438513477,1175.07344567182,733.189178360642,64.4727878144232,47.2203698761231
"C3-1","22022017",8,1718,"1709",55,27.7,0.2,400.83,400.76,NA,2017-02-22 17:09:00,2017-02-14 12:30:00,8.19375,0.727901946066166,181.564,20,101.325,50.0612234794345,36.4396619931336,1225.13466915125,769.628840353775,47.1472608308605,34.3185829104725
"C3-1","26022017",12,1135,"1128",54,27.3,0.2,400.7,400.63,NA,2017-02-26 11:28:00,2017-02-14 12:30:00,11.9569444444444,0.711932693911593,181.564,20,101.325,49.151019416172,34.9922176614564,1274.28568856742,804.621058015231,13.0609831997209,9.29854095451138
"C3-1","07032017",21,1042,"1034",41,21.5,0.1,400.5,400.45,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,20.9194444444444,0.6739,181.564,20,101.325,37.3183665937602,25.148847247535,1311.60405516118,829.769905262767,4.16383448744884,2.80600806109177
"C3-2","14022017",0,1230,"1230",0,0,0,404.115,404.115,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,0,180.744,20,101.325,0,0,0,0,NA,NA
"C3-2","15022017",1,949,"0929",167,85.9,0.2,404.09,403.89,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.874305555555556,0.4862,180.744,20,101.325,152.004078564828,73.9043829982195,152.004078564828,73.9043829982195,173.856928620614,84.5292386953424
"C3-2","16022017",2,1303,"1250",215,109.7,0.5,403.88,403.62,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,2.01388888888889,0.5553,180.744,20,101.325,195.693873601426,108.668808010872,347.697952166254,182.573191009091,171.724057273646,95.3583690040555
"C3-2","17022017",3,909,"0854",167,86.7,0.4,403.63,403.44,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,2.85,0.6023,180.744,20,101.325,152.004078564828,91.552056519596,499.702030731082,274.125247528687,181.79889795129,109.497476236062
"C3-2","18022017",4,1619,"1608",273,140.9,0.5,403.44,403.17,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,4.15138888888889,0.7035,180.744,20,101.325,248.485709270647,174.8096964719,748.187740001729,448.934944000588,190.938858777872,134.325487150233
"C3-2","19022017",5,1613,"1559",236,121.5,0.4,403.16,402.93,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,5.14513888888889,0.7086,180.744,20,101.325,214.808158929937,152.213061417753,962.995898931666,601.148005418341,216.159153640188,153.170376269437
"C3-2","20022017",6,1102,"1052",180,93,0.3,402.92,402.76,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,5.93194444444444,0.7311,180.744,20,101.325,163.83673138724,119.781034317211,1126.83263031891,720.929039735552,208.230267606024,152.237148646764
"C3-2","21022017",7,1550,"1540",105,54.6,0.3,402.75,402.64,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,7.13194444444444,0.726336030025021,180.744,20,101.325,95.5714266425567,69.4169706113821,1222.40405696146,790.346010346934,79.6428555354639,57.8474755094851
"C3-2","22022017",8,1718,"1709",61,31.1,0.1,402.64,402.58,NA,2017-02-22 17:09:00,2017-02-14 12:30:00,8.19375,0.722120688536744,180.744,20,101.325,55.5224478590091,40.0939082771931,1277.92650482047,830.439918624127,52.2905983760452,37.7601229033081
"C3-2","26022017",12,1135,"1128",75,39.2,0.1,402.53,402.46,NA,2017-02-26 11:28:00,2017-02-14 12:30:00,11.9569444444444,0.707180900750625,180.744,20,101.325,68.2653047446833,48.2759196993611,1346.19180956516,878.715838323488,18.1402544440568,12.8284414775937
"C3-2","07032017",21,1042,"1034",50,26.7,0.3,402.32,402.27,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,20.9194444444444,0.6716,180.744,20,101.325,45.5102031631222,30.5646524443529,1391.70201272828,909.280490767841,5.07784693591322,3.41028200215932
"C3-3","14022017",0,1230,"1230",0,0,0,401.855,401.855,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,0,183.294,20,101.325,0,0,0,0,NA,NA
"C3-3","15022017",1,949,"0929",183,92.5,0.3,401.86,401.63,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.874305555555556,0.4329,183.294,20,101.325,166.567343577027,72.1070030344952,166.567343577027,72.1070030344952,190.513879865703,82.4734585938626
"C3-3","16022017",2,1303,"1250",214,106.1,0.5,401.63,401.38,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,2.01388888888889,0.565,183.294,20,101.325,194.783669538163,110.052773289062,361.351013115191,182.159776323557,170.925340728187,96.5728175114257
"C3-3","17022017",3,909,"0854",180,85.9,0.5,401.38,401.19,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,2.85,0.5868,183.294,20,101.325,163.83673138724,96.1393939780325,525.187744502431,278.29917030159,195.95090797145,114.983992797647
"C3-3","18022017",4,1619,"1608",263,134.2,0.5,401.18,400.92,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,4.15138888888889,0.6861,183.294,20,101.325,239.383668638023,164.241135052548,764.571413140454,442.540305354137,183.944761386741,126.204500787443
"C3-3","19022017",5,1613,"1559",208,106.7,0.4,400.9,400.69,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,5.14513888888889,0.7228,183.294,20,101.325,189.322445158588,136.842263360628,953.893858299042,579.382568714765,190.513152360844,137.702906526418
"C3-3","20022017",6,1102,"1052",149,74.2,0.1,400.68,400.54,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,5.93194444444444,0.7398,183.294,20,101.325,135.620405426104,100.331975934232,1089.51426372515,679.714544648997,172.368388184987,127.518133579253
"C3-3","21022017",7,1550,"1540",75,37.4,0.2,400.49,400.41,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,7.13194444444444,0.735716597164304,183.294,20,101.325,68.2653047446833,50.2239177111426,1157.77956846983,729.93846236014,56.8877539539028,41.8532647592855
"C3-3","22022017",8,1718,"1709",51,25.8,0.3,400.41,400.36,NA,2017-02-22 17:09:00,2017-02-14 12:30:00,8.19375,0.732103447317209,183.294,20,101.325,46.4204072263847,33.9845401563049,1204.19997569621,763.923002516445,43.7183691340706,32.0063687541394
"C3-3","26022017",12,1135,"1128",43,21.7,0.1,400.28,400.24,NA,2017-02-26 11:28:00,2017-02-14 12:30:00,11.9569444444444,0.719297914929108,183.294,20,101.325,39.1387747202851,28.1524390491811,1243.3387504165,792.075441565626,10.4004125479259,7.48099506012564
"C3-3","07032017",21,1042,"1034",74,37.9,0.2,400.14,400.08,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,20.9194444444444,0.6888,183.294,20,101.325,67.3551006814209,46.3941933493627,1310.69385109792,838.469634914988,7.51521346515156,5.1764790347964
"C4-1","14022017",0,1230,"1230",0,0,0,391.69,391.69,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,0,184.034,20,101.325,0,0,0,0,NA,NA
"C4-1","15022017",1,956,"0929",189,92.5,0.3,391.69,391.44,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.874305555555556,0.3782,184.034,20,101.325,172.028567956602,65.0612044011869,172.028567956602,65.0612044011869,196.760236582611,74.4147214755434
"C4-1","16022017",2,1309,"1250",199,100.5,0.5,391.44,391.23,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,2.01388888888889,0.5608,184.034,20,101.325,181.130608589226,101.578045296838,353.159176545828,166.639249698025,158.944592546305,89.1361274999677
"C4-1","17022017",3,915,"0854",183,87,0.1,391.23,391.03,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,2.85,0.6004,184.034,20,101.325,166.567343577027,100.007033083647,519.726520122856,266.646282781672,199.216756437641,119.609740565159
"C4-1","18022017",4,1625,"1608",281,141.7,0.4,391.02,390.74,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,4.15138888888889,0.668,184.034,20,101.325,255.767341776747,170.852584306867,775.493861899603,437.498867088539,196.534136690777,131.284803309439
"C4-1","19022017",5,1619,"1559",230,113.8,0.2,390.74,390.51,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,5.14513888888889,0.7031,184.034,20,101.325,209.346934550362,147.19182968236,984.840796449965,584.690696770899,210.663581937471,148.117564460236
"C4-1","20022017",6,1107,"1052",186,91.3,0.5,390.51,390.34,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,5.93194444444444,0.7284,184.034,20,101.325,169.297955766815,123.316630980548,1154.13875221678,708.007327751447,215.171276526225,156.730757821702
"C4-1","21022017",7,1554,"1540",140,69,0,390.35,390.2,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,7.13194444444444,0.723916263552961,184.034,20,101.325,127.428568856742,92.247613436674,1281.56732107352,800.254941188121,106.190474047285,76.8730111972284
"C4-1","23022017",9,1518,"1510",97,47.4,0,390.2,390.11,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,9.11111111111111,0.716521212121212,184.034,20,101.325,88.2897941364571,63.2615103125865,1369.85711520998,863.516451500707,44.6095801952626,31.9637104737279
"C4-1","26022017",12,1139,"1128",67,33.8,0.3,390.11,390.03,NA,2017-02-26 11:28:00,2017-02-14 12:30:00,11.9569444444444,0.705887906588824,184.034,20,101.325,60.9836722385838,43.0476367325929,1430.84078744856,906.5640882333,21.4291088393267,15.1265487786564
"C4-1","02032017",16,1536,"1536",81,40.9,0,390.03,389.94,NA,2017-03-02 15:36:00,2017-02-14 12:30:00,16.1291666666667,0.69029861921972,184.034,20,101.325,73.726529124258,50.8933212543378,1504.56731657282,957.457409487638,17.6708059152682,12.1981329238093
"C4-1","07032017",21,1047,"1034",77,38.6,0.1,389.92,389.86,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,20.9194444444444,0.6724,184.034,20,101.325,70.0857128712082,47.1256333346004,1574.65302944403,1004.58304282224,14.6308243743897,9.8377663093396
"C4-2","14022017",0,1230,"1230",0,0,0,377.52,377.52,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,0,184.254,20,101.325,0,0,0,0,NA,NA
"C4-2","15022017",1,956,"0929",177,85.8,0.3,377.5,377.3,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.874305555555556,0.4715,184.254,20,101.325,161.106119197453,75.9615352015989,161.106119197453,75.9615352015989,184.267523148794,86.8821371646565
"C4-2","16022017",2,1309,"1250",224,105.6,0.4,377.31,377.04,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,2.01388888888889,0.5377,184.254,20,101.325,203.885710170788,109.629346358832,364.99182936824,185.590881560431,178.912506182775,96.2012545744782
"C4-2","17022017",3,915,"0854",167,79.6,0.5,377.03,376.86,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,2.85,0.5905,184.254,20,101.325,152.004078564828,89.7584083925311,516.995907933069,275.349289952963,181.79889795129,107.352249240236
"C4-2","18022017",4,1625,"1608",269,126.7,0.5,376.85,376.58,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,4.15138888888889,0.6804,184.254,20,101.325,244.844893017598,166.592465209173,761.840800950666,441.941755162136,188.14121982142,128.011285966494
"C4-2","19022017",5,1619,"1559",210,99.2,0.4,376.55,376.35,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,5.14513888888889,0.7015,184.254,20,101.325,191.142853285113,134.086711579507,952.983654235779,576.028466741643,192.345009595083,134.93002423095
"C4-2","20022017",6,1107,"1052",182,85,0.3,376.33,376.16,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,5.93194444444444,0.7284,184.254,20,101.325,165.657139513765,120.664660421826,1118.64079374954,696.693127163469,210.543937246091,153.360203890053
"C4-2","21022017",7,1554,"1540",118,56.2,0.4,376.17,376.07,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,7.13194444444444,0.72402035029191,184.254,20,101.325,107.404079464968,77.7627392370066,1226.04487321451,774.455866400476,89.5033995541404,64.8022826975055
"C4-2","23022017",9,1518,"1510",97,45.7,0.2,376.05,375.96,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,9.11111111111111,0.71679696969697,184.254,20,101.325,88.2897941364571,63.2858568921817,1314.33466735097,837.741723292658,44.6095801952626,31.9760119034182
"C4-2","26022017",12,1139,"1128",75,35.2,0,375.95,375.88,NA,2017-02-26 11:28:00,2017-02-14 12:30:00,11.9569444444444,0.706410508757298,184.254,20,101.325,68.2653047446833,48.2233286551637,1382.59997209565,885.965051947821,23.9878084022313,16.9452399373928
"C4-2","02032017",16,1536,"1536",75,35.3,0.3,375.87,375.79,NA,2017-03-02 15:36:00,2017-02-14 12:30:00,16.1291666666667,0.691183115559262,184.254,20,101.325,68.2653047446833,47.1838260180327,1450.86527684034,933.148877965854,16.3618573289521,11.3090395249612
"C4-2","07032017",21,1047,"1034",75,35.6,0.2,375.77,375.69,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,20.9194444444444,0.6737,184.254,20,101.325,68.2653047446833,45.9903358064932,1519.13058158502,979.139213772347,14.2508029620678,9.60076595554511
"C4-3","14022017",0,1230,"1230",0,0,0,400.185,400.185,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,0,184.194,20,101.325,0,0,0,0,NA,NA
"C4-3","15022017",1,956,"0929",182,92.4,0.3,400.19,399.95,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.874305555555556,0.4739,184.194,20,101.325,165.657139513765,78.5049184155732,165.657139513765,78.5049184155732,189.472820412884,89.7911695936659
"C4-3","16022017",2,1309,"1250",209,106.5,0.4,399.96,399.71,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,2.01388888888889,0.5521,184.194,20,101.325,190.232649221851,105.027445635384,355.889788735616,183.532364050957,166.931758000893,92.163023592293
"C4-3","17022017",3,915,"0854",169,86.3,0.4,399.71,399.53,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,2.85,0.5971,184.194,20,101.325,153.824486691353,91.848601003407,509.714275426969,275.380965054364,183.976130262083,109.85214737949
"C4-3","18022017",4,1625,"1608",269,137.7,0.3,399.52,399.26,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,4.15138888888889,0.6871,184.194,20,101.325,244.844893017598,168.232925992391,754.559168444567,443.613891046755,188.14121982142,129.271832139298
"C4-3","19022017",5,1619,"1559",234,118.7,0.3,399.25,399.02,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,5.14513888888889,0.7044,184.194,20,101.325,212.987750803412,150.028571665923,967.546919247979,593.642462712679,214.327296405949,150.972147588351
"C4-3","20022017",6,1107,"1052",175,87.8,0.3,399.01,398.85,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,5.93194444444444,0.7295,184.194,20,101.325,159.285711070928,116.198926226242,1126.83263031891,709.841388938921,202.446093505857,147.684425212523
"C4-3","21022017",7,1554,"1540",105,53.2,0.3,398.85,398.74,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,7.13194444444444,0.724095496246872,184.194,20,101.325,95.5714266425567,69.2028396017636,1222.40405696146,779.044228540684,79.6428555354639,57.6690330014697
"C4-3","23022017",9,1518,"1510",80,40.3,0.3,398.72,398.64,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,9.11111111111111,0.715181818181818,184.194,20,101.325,72.8163250609956,52.0769117504411,1295.22038202246,831.121140291125,36.7914063466083,26.3125448844334
"C4-3","26022017",12,1139,"1128",55,28.3,0.2,398.61,398.55,NA,2017-02-26 11:28:00,2017-02-14 12:30:00,11.9569444444444,0.702364887406172,184.194,20,101.325,50.0612234794345,35.1612455925482,1345.28160550189,866.282385883674,17.5910594949696,12.3553425215396
"C4-3","02032017",16,1536,"1536",55,27.8,0.4,398.52,398.46,NA,2017-03-02 15:36:00,2017-02-14 12:30:00,16.1291666666667,0.68357422852377,184.194,20,101.325,50.0612234794345,34.2205622189104,1395.34282898133,900.502948102584,11.9986953745648,8.20199893395989
"C4-3","07032017",21,1047,"1034",45,23.1,0.3,398.41,398.37,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,20.9194444444444,0.662,184.194,20,101.325,40.95918284681,27.1149790445882,1436.30201182814,927.617927147172,8.55048177724071,5.66041893653335
"C5-1","14022017",0,1230,"1230",0,0,0,398.945,398.945,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,0,185.894,20,101.325,0,0,0,0,NA,NA
"C5-1","15022017",1,1002,"0929",192,94.8,0.2,398.92,398.7,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.874305555555556,0.3783,185.894,20,101.325,174.759180146389,66.1113978493791,174.759180146389,66.1113978493791,199.883414941065,75.6158958722048
"C5-1","16022017",2,1314,"1250",200,102.8,0.4,398.7,398.47,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,2.01388888888889,0.5693,185.894,20,101.325,182.040812652489,103.635834643062,356.799992798878,169.747232492441,159.743309091764,90.941865865941
"C5-1","17022017",3,920,"0854",179,89.7,0.4,398.48,398.26,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,2.85,0.603,185.894,20,101.325,162.926527323978,98.2446959763585,519.726520122856,267.9919284688,194.862291816053,117.50196196508
"C5-1","18022017",4,1631,"1608",258,128.5,0.3,398.25,397.98,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,4.15138888888889,0.6857,185.894,20,101.325,234.832648321711,161.024746954197,754.559168444567,429.016675422997,180.447712691176,123.732996592339
"C5-1","19022017",5,1624,"1559",212,106.7,0.2,397.97,397.76,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,5.14513888888889,0.7027,185.894,20,101.325,192.963261411638,135.595283793958,947.522429856205,564.611959216955,194.176866829321,136.448084320964
"C5-1","20022017",6,1112,"1052",166,82.4,0.3,397.75,397.58,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,5.93194444444444,0.7264,185.894,20,101.325,151.093874501566,109.754590437937,1098.61630435777,674.366549654892,192.034580125556,139.493919003204
"C5-1","21022017",7,1557,"1540",92,46.4,0.3,397.58,397.49,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,7.13194444444444,0.721956296914095,185.894,20,101.325,83.7387738201449,60.4557350553188,1182.35507817792,734.822284710211,69.7823115167874,50.3797792127656
"C5-1","23022017",9,1523,"1510",71,35.5,0.2,397.47,397.4,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,9.11111111111111,0.714627272727273,185.894,20,101.325,64.6244884916336,46.1824219621711,1246.97956666955,781.004706672382,32.6523731326149,23.3342763598338
"C5-1","07032017",21,1051,"1034",49,24.7,0.1,397.18,397.14,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,20.9194444444444,0.6709,185.894,20,101.325,44.5999990998598,29.9221393960959,1291.57956576941,810.926846068478,3.77699357232405,2.5339849876722
"C5-2","14022017",0,1230,"1230",0,0,0,407.235,407.235,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,0,178.144,20,101.325,0,0,0,0,NA,NA
"C5-2","15022017",1,1002,"0929",190,95.9,0.2,407.22,407,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.874305555555556,0.4348,178.144,20,101.325,172.938772019864,75.1937780742371,172.938772019864,75.1937780742371,197.801296035429,86.0040035162044
"C5-2","16022017",2,1314,"1250",210,111.1,0.4,407,406.75,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,2.01388888888889,0.5595,178.144,20,101.325,191.142853285113,106.944426413021,364.081625304978,182.138204487258,167.730474546352,93.8452005086838
"C5-2","17022017",3,920,"0854",183,94.2,0.5,406.76,406.54,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,2.85,0.6005,178.144,20,101.325,166.567343577027,100.023689818005,530.648968882005,282.161894305263,199.216756437641,119.629662240803
"C5-2","18022017",4,1631,"1608",278,144.6,0.5,406.54,406.27,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,4.15138888888889,0.6853,178.144,20,101.325,253.03672958696,173.406070785943,783.685698468965,455.567965091206,194.435907473438,133.246927391547
"C5-2","19022017",5,1624,"1559",223,115.5,0.2,406.25,406.02,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,5.14513888888889,0.6998,178.144,20,101.325,202.975506107525,142.042259174046,986.66120457649,597.610224265252,204.252081617635,142.935606716021
"C5-2","20022017",6,1112,"1052",195,97.9,0.4,406.01,405.82,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,5.93194444444444,0.7212,178.144,20,101.325,177.489792336177,128.005638232851,1164.15099691267,725.615862498103,225.582789906526,162.690308080587
"C5-2","21022017",7,1557,"1540",80,39.6,0.3,405.79,405.72,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,7.13194444444444,0.719190325271059,178.144,20,101.325,72.8163250609956,52.3687965056606,1236.96732197366,777.984659003764,60.680270884163,43.6406637547172
"C5-2","23022017",9,1523,"1510",64,33.1,0.2,405.68,405.62,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,9.11111111111111,0.715875757575757,178.144,20,101.325,58.2530600487965,41.7019534935383,1295.22038202246,819.686612497302,29.4331250772866,21.0704607125246
"C5-2","07032017",21,1051,"1034",114,60.4,0.4,405.47,405.36,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,20.9194444444444,0.6961,178.144,20,101.325,103.763263211919,72.2296075218166,1398.98364523438,891.916220019119,8.78729116826411,6.11683338222865
"C5-3","14022017",0,1230,"1230",0,0,0,399.38,399.38,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,0,185.464,20,101.325,0,0,0,0,NA,NA
"C5-3","15022017",1,1002,"0929",191,91.8,0.1,399.36,399.13,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.874305555555556,0.3329,185.464,20,101.325,173.848976083127,57.8743241380729,173.848976083127,57.8743241380729,198.842355488247,66.1946201420374
"C5-3","16022017",2,1314,"1250",194,98.8,0.5,399.14,398.92,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,2.01388888888889,0.5606,185.464,20,101.325,176.579588272914,98.9905171857957,350.428564356041,156.864841323869,154.951009819011,86.8655361045374
"C5-3","17022017",3,920,"0854",172,87,0.3,398.93,398.73,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,2.85,0.6007,185.464,20,101.325,156.55509888114,94.0426478979011,506.983663237182,250.90748922177,187.241978728274,112.476256622074
"C5-3","18022017",4,1631,"1608",259,130,0.4,398.72,398.44,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,4.15138888888889,0.6666,185.464,20,101.325,235.742852384973,157.146185399823,742.726515622155,408.053674621593,181.147122430289,120.752671812031
"C5-3","19022017",5,1624,"1559",224,112.7,0.4,398.44,398.23,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,5.14513888888889,0.7004,185.464,20,101.325,203.885710170788,142.80155140362,946.612225792942,550.855226025212,205.168010234755,143.699674368422
"C5-3","20022017",6,1112,"1052",176,88,0.4,398.22,398.05,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,5.93194444444444,0.7235,185.464,20,101.325,160.19591513419,115.901744599587,1106.80814092713,666.756970624799,203.602928325891,147.306718643782
"C5-3","21022017",7,1557,"1540",118,59.4,0.2,398.05,397.93,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,7.13194444444444,0.72026530442035,185.464,20,101.325,107.404079464968,77.359431991823,1214.2122203921,744.116402616622,89.5033995541404,64.4661933265192
"C5-3","23022017",9,1523,"1510",71,36,0.3,397.91,397.84,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,9.11111111111111,0.714930303030303,185.464,20,101.325,64.6244884916336,46.2020051405019,1278.83670888373,790.318407757124,32.6523731326149,23.3441710183589
"C5-3","07032017",21,1051,"1034",65,32.4,0.2,397.65,397.58,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,20.9194444444444,0.6831,185.464,20,101.325,59.1632641120589,40.4144257149474,1337.99997299579,830.732833472071,5.01029759594006,3.42253428778666
"C6-1","14022017",0,1230,"1230",0,0,0,390.92,390.92,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,0,184.914,20,101.325,0,0,0,0,NA,NA
"C6-1","15022017",1,1009,"0929",168,79.2,0.3,390.87,390.66,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.874305555555556,0.2484,184.914,20,101.325,152.914282628091,37.9839078048177,152.914282628091,37.9839078048177,174.897988073432,43.4446602374405
"C6-1","16022017",2,1320,"1250",179,89.8,0.5,390.64,390.43,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,2.01388888888889,0.5579,184.914,20,101.325,162.926527323978,90.8967095940471,315.840809952068,128.880617398865,142.970261637128,79.7631089673539
"C6-1","17022017",3,926,"0854",165,82.9,0.3,390.42,390.23,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,2.85,0.6011,184.914,20,101.325,150.183670438303,90.2754043004642,466.024480390372,219.156021699329,179.621665640496,107.970583216502
"C6-1","18022017",4,1637,"1608",185,93.4,0.3,390.14,389.94,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,4.15138888888889,0.6659,184.914,20,101.325,168.387751703552,112.129403859395,634.412232093924,331.285425558724,129.390801735921,86.1613348759496
"C6-1","19022017",5,1628,"1559",170,85.6,0.3,389.88,389.7,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,5.14513888888889,0.7095,184.914,20,101.325,154.734690754616,109.7842630904,789.14692284854,441.069688649124,155.707864910305,110.474730153861
"C6-1","20022017",6,1117,"1052",130,64.7,0.3,389.67,389.54,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,5.93194444444444,0.7323,184.914,20,101.325,118.326528224118,86.6505166185215,907.473451072657,527.720205267646,150.388526604351,110.129518032366
"C6-1","21022017",7,1601,"1540",66,32.6,0.2,389.5,389.44,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,7.13194444444444,0.728921184320267,184.914,20,101.325,60.0734681753213,43.7888235685811,967.546919247979,571.509028836227,50.0612234794344,36.4906863071509
"C6-1","23022017",9,1527,"1510",50,24.2,0.1,389.39,389.35,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,9.11111111111111,0.723348484848485,184.914,20,101.325,45.5102031631222,32.9197365031912,1013.0571224111,604.428765339418,22.9946289666302,16.633130022665
"C6-1","01032017",15,1746,"1746",89,43.9,0.2,389.29,389.2,NA,2017-03-01 17:46:00,2017-02-14 12:30:00,15.2194444444444,0.706149374478732,184.914,20,101.325,81.0081616303576,57.203862662949,1094.06528404146,661.632628002367,13.2619091345742,9.36488883977337
"C6-1","07032017",21,1059,"1034",75,37.2,0.3,389.17,389.1,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,20.9194444444444,0.6901,184.914,20,101.325,68.2653047446833,47.109886804306,1162.33058878614,708.742514806673,11.9763692534532,8.26489242180807
"C6-2","14022017",0,1230,"1230",0,0,0,393.73,393.73,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,0,189.514,20,101.325,0,0,0,0,NA,NA
"C6-2","15022017",1,1009,"0929",186,91.7,0.4,393.72,393.48,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.874305555555556,0.4412,189.514,20,101.325,169.297955766815,74.6942580843186,169.297955766815,74.6942580843186,193.637058224157,85.4326700884979
"C6-2","16022017",2,1320,"1250",219,104.5,0.3,393.49,393.24,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,2.01388888888889,0.5143,189.514,20,101.325,199.334689854475,102.517830992157,368.63264562129,177.212089076475,174.918923455481,89.9608023331539
