"exp","bottle","date.time","time","pres","pres.resid","xCH4.p","headspace.p","rh.resid","pres.resid.prev","rh.resid.prev","temp.prev","vBg.p","vCH4.p","cvBg.p","cvCH4.p","rvBg.p","rvCH4.p","mass","xCH4.m","headspace.m","massloss","cmassloss","vBg.m","vCH4.m","cvBg.m","cvCH4.m","rvBg.m","rvCH4.m","err.m"
"TSR1",7,"2016-04-30 13:20:00.00",4.01388888888889,1.182,1.005,0.341014681286006,508.203333333333,0.850253807106599,1.005,0.744444444444444,35,73.330041490031,25.0787405425797,353.895844023925,98.9668385759774,82.4962966762847,28.2135831104022,469.4,0.341014681286006,508.203333333333,0.110000000000014,0.54000000000002,69.7423023262016,23.851740287352,410.854092641748,109.611752841787,78.4600901169766,26.8332078232709,-4.8925912094529
"TSR1",7,"2016-05-02 11:00:00.00",5.91666666666667,1.327,1.008,0.405578448814038,508.203333333333,0.759608138658629,1.005,0.850253807106599,35,141.301745106813,57.4579878325413,495.197589130738,156.424826408519,74.2607711510258,30.1968987149122,469.18,0.405578448814038,508.203333333333,0.21999999999997,0.759999999999991,147.076040467793,59.8060083211903,557.93013310954,169.417761162978,77.2954373261392,31.4308948841292,4.0864996795437
"TSR1",7,"2016-05-04 14:30:00.00",8.0625,1.34,1.007,0.478389412924117,508.203333333333,0.751492537313433,1.008,0.759608138658629,35,143.534661414274,68.8221186050246,638.732250545012,225.246945013543,66.8899392998561,32.0724436217591,469.01,0.478389412924117,508.203333333333,0.170000000000016,0.930000000000007,121.076514130191,58.0538675024336,679.006647239731,227.471628665411,56.4240065849435,27.0542295156972,-15.6464975517403
"TSR1",7,"2016-05-09 10:45:00.00",12.90625,1.678,0.997,0.537146614069691,508.203333333333,0.594159713945173,1.007,0.751492537313433,35,296.044337727935,159.341056783578,934.776588272947,384.588001797121,61.1188310147994,32.8962181746741,468.62,0.537146614069691,508.203333333333,0.389999999999986,1.31999999999999,293.217769422142,157.819702298731,972.224416661873,385.291330964142,60.5352814290874,32.5821320874799,-0.954778708988664
"TSR1",8,"2016-04-28 10:30:00.00",1.89583333333333,1.328,1.003,0.229370629370629,507.263333333333,0.755271084337349,1.008,1,22,111.399219902289,25.6379279106017,111.399219902289,25.6379279106017,NA,NA,471.3,0.229370629370629,507.263333333333,0.180000000000007,0.180000000000007,187.741523164147,43.2076960766045,187.741523164147,43.2076960766045,99.0284957349348,22.7908726557914,68.5303751039004
"TSR1",8,"2016-04-29 16:00:00.00",3.125,1.279,1.005,0.320054928945189,507.263333333333,0.785770132916341,1.003,0.755271084337349,35,117.980392901779,37.8725818315052,229.379612804068,63.5105097421068,95.9840484624637,30.8115919985126,471.13,0.320054928945189,507.263333333333,0.170000000000016,0.350000000000023,106.006609972585,34.0289086357726,293.748133136732,77.2366047123772,86.2426657404081,27.6845358392726,-10.1489600387768
"TSR1",8,"2016-04-30 13:20:00.00",4.01388888888889,1.223,1.005,0.380202474690664,507.263333333333,0.821749795584628,1.005,0.785770132916341,35,92.6638165100918,35.3265609545222,322.04342931416,98.837070696629,104.246793573853,39.7423810738374,471,0.380202474690664,507.263333333333,0.129999999999995,0.480000000000018,85.0887463470674,32.4386896372457,378.8368794838,109.675294349623,95.7248396404507,36.4935258419014,-8.17478757978789
"TSR1",8,"2016-05-02 11:00:00.00",5.91666666666667,1.448,1.008,0.454644752806952,507.263333333333,0.696132596685083,1.005,0.821749795584628,35,194.734685731895,88.7463074428894,516.778115046055,187.583378139518,102.342316589025,46.6403951524674,470.71,0.454644752806952,507.263333333333,0.29000000000002,0.770000000000039,202.233401684409,92.1636922238675,581.070281168209,201.83898657349,106.283247600565,48.4363929935653,3.85073461583426
"TSR1",8,"2016-05-04 14:30:00.00",8.0625,1.497,1.007,0.488880010653882,507.263333333333,0.672678690714763,1.008,0.696132596685083,35,212.275907455775,104.00943762759,729.054022501829,291.592815767109,98.9246947366718,48.4704175351877,470.45,0.488880010653882,507.263333333333,0.259999999999991,1.03000000000003,186.935278178571,91.5932165319377,768.00555934678,293.432203105428,87.115469442441,42.6842174129419,-11.9375908368136
"TSR1",8,"2016-05-09 10:45:00.00",12.90625,1.758,0.997,0.531485243159278,507.263333333333,0.56712172923777,1.007,0.672678690714763,35,329.496890688257,175.481514709789,1058.55091319009,467.074330476897,68.0251645291886,36.228441746537,470.01,0.531485243159278,507.263333333333,0.439999999999998,1.47000000000003,329.046264644731,175.241522943795,1097.05182399151,468.673726049223,67.9321320556863,36.1788950593641,-0.136761850039121
"TSR1",9,"2016-04-28 10:30:00.00",1.89583333333333,1.225,1.003,0.097708082026538,502.826666666667,0.818775510204081,1.008,1,22,64.5162372974801,6.32867695096952,64.5162372974801,6.32867695096952,NA,NA,469.35,0.097708082026538,502.826666666667,0.109999999999957,0.109999999999957,170.513736915257,16.7264304591027,170.513736915257,16.7264304591027,89.9413117794765,8.82273254985639,164.295848700893
