"method","time.d","id","descrip","descrip2","m.inoc","m.sub","m.water","m.tot","vol.hs","m.sub.vs","m.ino.vs","isr","conc.sub.vs","conc.ino.vs","cvCH4","vol.mi.mn","vol.mi.se","n","rsd.inoc","cvCH4.tot","cvCH4.inoc","fv.inoc","se.inoc","cvCH4.se"
"gdt",22.8611111111111,"C3","C","Substrate C",80.019,0.9694,0,80.9884,160,0.78812751256299,1.52084353850317,1.92969223160018,813.005480258912,19.0060302990936,504.051798657517,1.0121770208097,0.0267921132422408,3,4.58470212459256,606.818662822404,102.766864164887,0.169353499588993,2.720217319351,0
"gdt",27.1458333333333,"C3","C","Substrate C",80.019,0.9694,0,80.9884,160,0.78812751256299,1.52084353850317,1.92969223160018,813.005480258912,19.0060302990936,510.601583198301,1.08475335361479,0.0254896968641625,3,4.06999894410435,620.737160524648,110.135577326346,0.177427072729558,2.58798230091023,0
"gdt",0,"L1","L","Cellulose",80.03,0.8515,0,80.8631,79.14,0.829339848087035,1.52105260483646,1.83405223847008,973.975159233159,19.0060302990936,0,0,0,3,NA,0,0,NA,0,0
"gdt",0.840277777777778,"L1","L","Cellulose",80.03,0.8515,0,80.8631,79.14,0.829339848087035,1.52105260483646,1.83405223847008,973.975159233159,19.0060302990936,0.473569116191737,0.164658910803402,0.00292421861616241,3,3.07599217735588,16.3628968290612,15.8893277128694,0.971058357139388,0.282182529142044,0
"gdt",1.84375,"L1","L","Cellulose",80.03,0.8515,0,80.8631,79.14,0.829339848087035,1.52105260483646,1.83405223847008,973.975159233159,19.0060302990936,16.589072811135,0.271788584418232,0.00502045737709526,3,3.19943064311411,42.8162467027101,26.2271738915751,0.612551914549648,0.48446629547067,0
"gdt",2.85069444444444,"L1","L","Cellulose",80.03,0.8515,0,80.8631,79.14,0.829339848087035,1.52105260483646,1.83405223847008,973.975159233159,19.0060302990936,93.3969324058582,0.357584832304083,0.00667234873236415,3,3.23191756647127,127.903310213828,34.5063778079701,0.269784869134993,0.643871231175984,0
"gdt",3.80902777777778,"L1","L","Cellulose",80.03,0.8515,0,80.8631,79.14,0.829339848087035,1.52105260483646,1.83405223847008,973.975159233159,19.0060302990936,188.047713576462,0.428043787940869,0.00985659925598233,3,3.98840753730676,229.353270554008,41.3055569775453,0.180095783582117,0.951146433245401,0
"gdt",4.86111111111111,"L1","L","Cellulose",80.03,0.8515,0,80.8631,79.14,0.829339848087035,1.52105260483646,1.83405223847008,973.975159233159,19.0060302990936,252.543126183522,0.485996319820941,0.0135443350522934,3,4.82708932321782,299.44101197182,46.8978857882977,0.156618111458664,1.30700717773938,0
"gdt",5.85902777777778,"L1","L","Cellulose",80.03,0.8515,0,80.8631,79.14,0.829339848087035,1.52105260483646,1.83405223847008,973.975159233159,19.0060302990936,284.260502768309,0.536011910001949,0.015842208435411,3,5.11919780180414,335.984814890056,51.7243121217469,0.153948362632617,1.52874837017706,0
"gdt",6.83958333333333,"L1","L","Cellulose",80.03,0.8515,0,80.8631,79.14,0.829339848087035,1.52105260483646,1.83405223847008,973.975159233159,19.0060302990936,304.166782822842,0.58124943226199,0.0167741362122584,3,4.99848336361333,360.256445186497,56.0896623636555,0.155693709614603,1.61867794507103,0
"gdt",8.91666666666667,"L1","L","Cellulose",80.03,0.8515,0,80.8631,79.14,0.829339848087035,1.52105260483646,1.83405223847008,973.975159233159,19.0060302990936,324.695961349335,0.662423554153539,0.0207240862999405,3,5.41876420107173,388.618799690203,63.9228383408682,0.164487251753713,1.99984195913155,0
"gdt",10.8784722222222,"L1","L","Cellulose",80.03,0.8515,0,80.8631,79.14,0.829339848087035,1.52105260483646,1.83405223847008,973.975159233159,19.0060302990936,336.48144340428,0.727380537597406,0.0207304463891952,3,4.93636886797519,406.672529191601,70.1910857873205,0.172598542436218,2.00045569781085,0
"gdt",13.125,"L1","L","Cellulose",80.03,0.8515,0,80.8631,79.14,0.829339848087035,1.52105260483646,1.83405223847008,973.975159233159,19.0060302990936,342.780989724921,0.803404576751314,0.0222297913794689,3,4.79249549045264,420.308276549152,77.5272868242309,0.184453390879551,2.14514014755528,0
"gdt",15.8541666666667,"L1","L","Cellulose",80.03,0.8515,0,80.8631,79.14,0.829339848087035,1.52105260483646,1.83405223847008,973.975159233159,19.0060302990936,347.992982444441,0.877472601328719,0.0243889193792648,3,4.81415003073842,432.667717954036,84.674735509595,0.195703843841177,2.3534926272079,0
"gdt",18.9097222222222,"L1","L","Cellulose",80.03,0.8515,0,80.8631,79.14,0.829339848087035,1.52105260483646,1.83405223847008,973.975159233159,19.0060302990936,352.639524896126,0.942930639279603,0.0247960033982442,3,4.5547292580525,443.630858829507,90.9913339333807,0.205105961685028,2.3927755992176,0
"gdt",22.8611111111111,"L1","L","Cellulose",80.03,0.8515,0,80.8631,79.14,0.829339848087035,1.52105260483646,1.83405223847008,973.975159233159,19.0060302990936,357.738642950859,1.0121770208097,0.0267921132422408,3,4.58470212459256,455.412144546431,97.6735015955717,0.21447276442935,2.58539708145256,0
"gdt",27.1458333333333,"L1","L","Cellulose",80.03,0.8515,0,80.8631,79.14,0.829339848087035,1.52105260483646,1.83405223847008,973.975159233159,19.0060302990936,362.243710961433,1.08475335361479,0.0254896968641625,3,4.06999894410435,466.920715316204,104.677004354771,0.22418582196312,2.45971593520349,0
"gdt",0,"L2","L","Cellulose",80.012,0.8511,0,80.86,79.0236,0.828950258023342,1.52071049629108,1.83450150545494,973.975159233159,19.0060302990936,0,0,0,3,NA,0,0,NA,0,0
"gdt",0.840277777777778,"L2","L","Cellulose",80.012,0.8511,0,80.86,79.0236,0.828950258023342,1.52071049629108,1.83450150545494,973.975159233159,19.0060302990936,0.851915442617282,0.164658910803402,0.00292421861616241,3,3.07599217735588,16.7451353839649,15.8932199413476,0.949124601080677,0.282251652197204,0
"gdt",1.84375,"L2","L","Cellulose",80.012,0.8511,0,80.86,79.0236,0.828950258023342,1.52071049629108,1.83450150545494,973.975159233159,19.0060302990936,16.4394884811979,0.271788584418232,0.00502045737709526,3,3.19943064311411,42.673086946233,26.2335984650351,0.614757458209873,0.484584969686848,0
"gdt",2.85069444444444,"L2","L","Cellulose",80.012,0.8511,0,80.86,79.0236,0.828950258023342,1.52071049629108,1.83450150545494,973.975159233159,19.0060302990936,98.7440372727524,0.357584832304083,0.00667234873236415,3,3.23191756647127,133.258867716908,34.5148304441551,0.259005881075605,0.644028953012145,0
"gdt",3.80902777777778,"L2","L","Cellulose",80.012,0.8511,0,80.86,79.0236,0.828950258023342,1.52071049629108,1.83450150545494,973.975159233159,19.0060302990936,190.253342258936,0.428043787940869,0.00985659925598233,3,3.98840753730676,231.569017390508,41.3156751315716,0.17841624754964,0.951379424804343,0
"gdt",4.86111111111111,"L2","L","Cellulose",80.012,0.8511,0,80.86,79.0236,0.828950258023342,1.52071049629108,1.83450150545494,973.975159233159,19.0060302990936,251.640185094653,0.485996319820941,0.0135443350522934,3,4.82708932321782,298.549558926367,46.9093738317146,0.157124244297692,1.30732734047063,0
"gdt",5.85902777777778,"L2","L","Cellulose",80.012,0.8511,0,80.86,79.0236,0.828950258023342,1.52071049629108,1.83450150545494,973.975159233159,19.0060302990936,281.113095740511,0.536011910001949,0.015842208435411,3,5.11919780180414,332.850078180618,51.7369824401072,0.155436293489565,1.52912285033442,0
"gdt",6.83958333333333,"L2","L","Cellulose",80.012,0.8511,0,80.86,79.0236,0.828950258023342,1.52071049629108,1.83450150545494,973.975159233159,19.0060302990936,299.325600653717,0.58124943226199,0.0167741362122584,3,4.99848336361333,355.429002666093,56.103402012376,0.157847000643001,1.61907445425685,0
"gdt",8.91666666666667,"L2","L","Cellulose",80.012,0.8511,0,80.86,79.0236,0.828950258023342,1.52071049629108,1.83450150545494,973.975159233159,19.0060302990936,320.713467945493,0.662423554153539,0.0207240862999405,3,5.41876420107173,384.651964739399,63.938496793906,0.166224282351513,2.00033183774477,0
"gdt",10.8784722222222,"L2","L","Cellulose",80.012,0.8511,0,80.86,79.0236,0.828950258023342,1.52071049629108,1.83450150545494,973.975159233159,19.0060302990936,334.159731538,0.727380537597406,0.0207304463891952,3,4.93636886797519,404.368011239874,70.2082797018743,0.17362471251522,2.00094572676469,0
"gdt",13.125,"L2","L","Cellulose",80.012,0.8511,0,80.86,79.0236,0.828950258023342,1.52071049629108,1.83450150545494,973.975159233159,19.0060302990936,339.785709216223,0.803404576751314,0.0222297913794689,3,4.79249549045264,417.331987021008,77.5462778047849,0.18581436414286,2.14566561821854,0
"gdt",15.8541666666667,"L2","L","Cellulose",80.012,0.8511,0,80.86,79.0236,0.828950258023342,1.52071049629108,1.83450150545494,973.975159233159,19.0060302990936,344.03400507563,0.877472601328719,0.0243889193792648,3,4.81415003073842,428.729482395255,84.6954773196253,0.19754992552983,2.35406913561608,0
"gdt",18.9097222222222,"L2","L","Cellulose",80.012,0.8511,0,80.86,79.0236,0.828950258023342,1.52071049629108,1.83450150545494,973.975159233159,19.0060302990936,346.952692090396,0.942930639279603,0.0247960033982442,3,4.5547292580525,437.966315139313,91.0136230489178,0.207809641752853,2.39336173033009,0
"gdt",22.8611111111111,"L2","L","Cellulose",80.012,0.8511,0,80.86,79.0236,0.828950258023342,1.52071049629108,1.83450150545494,973.975159233159,19.0060302990936,350.26195223797,1.0121770208097,0.0267921132422408,3,4.58470212459256,447.959379803938,97.6974275659677,0.21809438973848,2.58603039686587,0
"gdt",27.1458333333333,"L2","L","Cellulose",80.012,0.8511,0,80.86,79.0236,0.828950258023342,1.52071049629108,1.83450150545494,973.975159233159,19.0060302990936,354.330129889814,1.08475335361479,0.0254896968641625,3,4.06999894410435,459.032775783656,104.702645893842,0.2280940521406,2.46031846393121,0
"gdt",0,"L3","L","Cellulose",80.008,0.852,0,80.9764,79.0116,0.829826835666651,1.52063447216988,1.83247203731157,973.975159233159,19.0060302990936,0,0,0,3,NA,0,0,NA,0,0
"gdt",0.840277777777778,"L3","L","Cellulose",80.008,0.852,0,80.9764,79.0116,0.829826835666651,1.52063447216988,1.83247203731157,973.975159233159,19.0060302990936,-0.401746896076647,0.164658910803402,0.00292421861616241,3,3.07599217735588,15.4738907301458,15.8756376262224,1.02596288826662,0.281939403482857,0
"gdt",1.84375,"L3","L","Cellulose",80.008,0.852,0,80.9764,79.0116,0.829826835666651,1.52063447216988,1.83247203731157,973.975159233159,19.0060302990936,15.330603561388,0.271788584418232,0.00502045737709526,3,3.19943064311411,41.5351803809176,26.2045768195296,0.630900758807555,0.484048884131285,0
"gdt",2.85069444444444,"L3","L","Cellulose",80.008,0.852,0,80.9764,79.0116,0.829826835666651,1.52063447216988,1.83247203731157,973.975159233159,19.0060302990936,95.884095151084,0.357584832304083,0.00667234873236415,3,3.23191756647127,130.360742607298,34.4766474562143,0.264471088202317,0.643316478130191,0
"gdt",3.80902777777778,"L3","L","Cellulose",80.008,0.852,0,80.9764,79.0116,0.829826835666651,1.52063447216988,1.83247203731157,973.975159233159,19.0060302990936,186.14193085903,0.428043787940869,0.00985659925598233,3,3.98840753730676,227.411899379704,41.2699685206738,0.181476732894115,0.950326934943116,0
"gdt",4.86111111111111,"L3","L","Cellulose",80.008,0.852,0,80.9764,79.0116,0.829826835666651,1.52063447216988,1.83247203731157,973.975159233159,19.0060302990936,248.509233107521,0.485996319820941,0.0135443350522934,3,4.82708932321782,295.366712144091,46.8574790365707,0.15864170575089,1.30588107336071,0
"gdt",5.85902777777778,"L3","L","Cellulose",80.008,0.852,0,80.9764,79.0116,0.829826835666651,1.52063447216988,1.83247203731157,973.975159233159,19.0060302990936,278.978294910394,0.536011910001949,0.015842208435411,3,5.11919780180414,330.658041879512,51.6797469691174,0.15629363397715,1.52743121579348,0
"gdt",6.83958333333333,"L3","L","Cellulose",80.008,0.852,0,80.9764,79.0116,0.829826835666651,1.52063447216988,1.83247203731157,973.975159233159,19.0060302990936,298.506221324023,0.58124943226199,0.0167741362122584,3,4.99848336361333,354.547557392719,56.0413360686959,0.158064369363631,1.61728330826058,0
"gdt",8.91666666666667,"L3","L","Cellulose",80.008,0.852,0,80.9764,79.0116,0.829826835666651,1.52063447216988,1.83247203731157,973.975159233159,19.0060302990936,318.912858121623,0.662423554153539,0.0207240862999405,3,5.41876420107173,382.780621181055,63.8677630594326,0.166852132854508,1.99811891519944,0
"gdt",10.8784722222222,"L3","L","Cellulose",80.008,0.852,0,80.9764,79.0116,0.829826835666651,1.52063447216988,1.83247203731157,973.975159233159,19.0060302990936,330.621442323142,0.727380537597406,0.0207304463891952,3,4.93636886797519,400.7520521694,70.1306098462586,0.174997506479677,1.99873212508761,0
"gdt",13.125,"L3","L","Cellulose",80.008,0.852,0,80.9764,79.0116,0.829826835666651,1.52063447216988,1.83247203731157,973.975159233159,19.0060302990936,336.865150443821,0.803404576751314,0.0222297913794689,3,4.79249549045264,414.325640529177,77.4604900853561,0.186955579158518,2.14329191614986,0
"gdt",15.8541666666667,"L3","L","Cellulose",80.008,0.852,0,80.9764,79.0116,0.829826835666651,1.52063447216988,1.83247203731157,973.975159233159,19.0060302990936,342.863093461386,0.877472601328719,0.0243889193792648,3,4.81415003073842,427.464874061441,84.6017806000552,0.197915163873547,2.35146488137927,0
"gdt",18.9097222222222,"L3","L","Cellulose",80.008,0.852,0,80.9764,79.0116,0.829826835666651,1.52063447216988,1.83247203731157,973.975159233159,19.0060302990936,347.465102397208,0.942930639279603,0.0247960033982442,3,4.5547292580525,438.378039102702,90.9129367054938,0.207384788005302,2.39071400757117,0
"gdt",22.8611111111111,"L3","L","Cellulose",80.008,0.852,0,80.9764,79.0116,0.829826835666651,1.52063447216988,1.83247203731157,973.975159233159,19.0060302990936,352.190506246395,1.0121770208097,0.0267921132422408,3,4.58470212459256,449.779853324915,97.5893470785194,0.21697136133846,2.58316952905376,0
"gdt",27.1458333333333,"L3","L","Cellulose",80.008,0.852,0,80.9764,79.0116,0.829826835666651,1.52063447216988,1.83247203731157,973.975159233159,19.0060302990936,356.594851857696,1.08475335361479,0.0254896968641625,3,4.06999894410435,461.181667547127,104.586815689432,0.226780080495598,2.45759666842969,0
"gdi",0,"C1","C","Substrate C",80.006,0.9704,0,80.9884,79.0116,0.788940518043249,1.52059646010929,1.92739050071951,813.005480258912,19.0060302990936,0,0,0,3,NA,0,0,NA,0,0
"gdi",0.840277777777778,"C1","C","Substrate C",80.006,0.9704,0,80.9884,79.0116,0.788940518043249,1.52059646010929,1.92739050071951,813.005480258912,19.0060302990936,70.6656546315686,0.14023443587783,0.00166314753696506,3,2.0541716565367,84.8867473758845,14.2210927443159,0.167530187973205,0.168658826361777,0
"gdi",1.84375,"C1","C","Substrate C",80.006,0.9704,0,80.9884,79.0116,0.788940518043249,1.52059646010929,1.92739050071951,813.005480258912,19.0060302990936,175.095435384393,0.255347221145717,0.002105209928297,3,1.42798912792085,200.990048866349,25.8946134819562,0.128835301190335,0.21348811687486,0
"gdi",2.85069444444444,"C1","C","Substrate C",80.006,0.9704,0,80.9884,79.0116,0.788940518043249,1.52059646010929,1.92739050071951,813.005480258912,19.0060302990936,287.97595301199,0.307547714553142,0.00305100867165469,3,1.71827062389892,319.164188230998,31.1882352190078,0.0977184670744921,0.309401018456786,0
"gdi",3.80902777777778,"C1","C","Substrate C",80.006,0.9704,0,80.9884,79.0116,0.788940518043249,1.52059646010929,1.92739050071951,813.005480258912,19.0060302990936,357.747799294077,0.390680372612955,0.00801199142117852,3,3.55205359267824,397.366469113186,39.6186698191087,0.0997031025479498,0.812491399519767,0
"gdi",4.86111111111111,"C1","C","Substrate C",80.006,0.9704,0,80.9884,79.0116,0.788940518043249,1.52059646010929,1.92739050071951,813.005480258912,19.0060302990936,393.837408672666,0.440758791932606,0.0117219280898263,3,4.60636869550011,438.534501927327,44.6970932546615,0.101923778079538,1.18871392368168,0
"gdi",5.85902777777778,"C1","C","Substrate C",80.006,0.9704,0,80.9884,79.0116,0.788940518043249,1.52059646010929,1.92739050071951,813.005480258912,19.0060302990936,416.480766250166,0.518172228099219,0.0115172539742926,3,3.84977580144061,469.02831113242,52.5475448822538,0.112034910548114,1.167958040427,0
"gdi",6.83958333333333,"C1","C","Substrate C",80.006,0.9704,0,80.9884,79.0116,0.788940518043249,1.52059646010929,1.92739050071951,813.005480258912,19.0060302990936,431.47997846285,0.534924361001364,0.0149051425720173,3,4.82618966548168,485.726347419057,54.246368956207,0.111680927428477,1.51152185664705,0
"gdi",8.91666666666667,"C1","C","Substrate C",80.006,0.9704,0,80.9884,79.0116,0.788940518043249,1.52059646010929,1.92739050071951,813.005480258912,19.0060302990936,451.335225381618,0.667268785264015,0.0183058816563371,3,4.75171592112971,519.002565583945,67.6673402023272,0.130379587095476,1.85638883325374,0
"gdi",10.8784722222222,"C1","C","Substrate C",80.006,0.9704,0,80.9884,79.0116,0.788940518043249,1.52059646010929,1.92739050071951,813.005480258912,19.0060302990936,467.595468459447,0.769340870903172,0.0164625859764042,3,3.70629410363038,545.613879619444,78.0184111599969,0.142991984027997,1.66946128827926,0
"gdi",13.125,"C1","C","Substrate C",80.006,0.9704,0,80.9884,79.0116,0.788940518043249,1.52059646010929,1.92739050071951,813.005480258912,19.0060302990936,475.755610679395,0.846581837049152,0.0175880319253892,3,3.59839575652847,561.606983382301,85.8513727029057,0.152867352513785,1.78359210870894,0
"gdi",15.8541666666667,"C1","C","Substrate C",80.006,0.9704,0,80.9884,79.0116,0.788940518043249,1.52059646010929,1.92739050071951,813.005480258912,19.0060302990936,484.369372756869,0.911202042300285,0.0211414252132082,3,4.01865019104368,576.773842965966,92.4044702090965,0.160209190024849,2.14393965948547,0
"gdi",18.9097222222222,"C1","C","Substrate C",80.006,0.9704,0,80.9884,79.0116,0.788940518043249,1.52059646010929,1.92739050071951,813.005480258912,19.0060302990936,490.558838879801,0.991864815353211,0.0168604390028735,3,2.94426584539077,591.143274084077,100.584435204276,0.170152380334738,1.70980733276263,0
"gdi",22.8611111111111,"C1","C","Substrate C",80.006,0.9704,0,80.9884,79.0116,0.788940518043249,1.52059646010929,1.92739050071951,813.005480258912,19.0060302990936,496.655460813942,1.00992531537962,0.0238441273689919,3,4.08933605647005,599.07140084281,102.415940028868,0.17095781885896,2.41801911633976,0
"gdi",27.1458333333333,"C1","C","Substrate C",80.006,0.9704,0,80.9884,79.0116,0.788940518043249,1.52059646010929,1.92739050071951,813.005480258912,19.0060302990936,501.681677039115,1.08475335361479,0.0254896968641625,3,4.06999894410435,611.685884992024,110.004207952909,0.17983774131774,2.5848953636862,0
"gdi",0,"C2","C","Substrate C",80.048,0.9698,0,81.0178,160,0.788452714755093,1.52139471338185,1.92959537700928,813.005480258912,19.0060302990936,0,0,0,3,NA,0,0,NA,0,0
"gdi",0.840277777777778,"C2","C","Substrate C",80.048,0.9698,0,81.0178,160,0.788452714755093,1.52139471338185,1.92959537700928,813.005480258912,19.0060302990936,65.5502351633728,0.14023443587783,0.00166314753696506,3,2.0541716565367,79.787596406571,14.2373612431982,0.178440783836241,0.168851766945,0
"gdi",1.84375,"C2","C","Substrate C",80.048,0.9698,0,81.0178,160,0.788452714755093,1.52139471338185,1.92959537700928,813.005480258912,19.0060302990936,170.184904304964,0.255347221145717,0.002105209928297,3,1.42798912792085,196.109140439558,25.9242361345935,0.132192900731129,0.2137323408071,0
"gdi",2.85069444444444,"C2","C","Substrate C",80.048,0.9698,0,81.0178,160,0.788452714755093,1.52139471338185,1.92959537700928,813.005480258912,19.0060302990936,287.222312583078,0.307547714553142,0.00305100867165469,3,1.71827062389892,318.446226197475,31.2239136143971,0.0980508200308661,0.309754963840128,0
"gdi",3.80902777777778,"C2","C","Substrate C",80.048,0.9698,0,81.0178,160,0.788452714755093,1.52139471338185,1.92959537700928,813.005480258912,19.0060302990936,352.538876569194,0.390680372612955,0.00801199142117852,3,3.55205359267824,392.202868945244,39.6639923760498,0.101131316256606,0.813420865044152,0
"gdi",4.86111111111111,"C2","C","Substrate C",80.048,0.9698,0,81.0178,160,0.788452714755093,1.52139471338185,1.92959537700928,813.005480258912,19.0060302990936,391.12996827599,0.440758791932606,0.0117219280898263,3,4.60636869550011,435.878193650013,44.7482253740231,0.102662225424274,1.19007377636575,0
"gdi",5.85902777777778,"C2","C","Substrate C",80.048,0.9698,0,81.0178,160,0.788452714755093,1.52139471338185,1.92959537700928,813.005480258912,19.0060302990936,412.771939642019,0.518172228099219,0.0115172539742926,3,3.84977580144061,465.379597322252,52.6076576802329,0.113042466801149,1.16929414900999,0
"gdi",6.83958333333333,"C2","C","Substrate C",80.048,0.9698,0,81.0178,160,0.788452714755093,1.52139471338185,1.92959537700928,813.005480258912,19.0060302990936,428.073971211326,0.534924361001364,0.0149051425720173,3,4.82618966548168,482.38239636874,54.3084251574144,0.112583762521674,1.51325099181812,0
"gdi",8.91666666666667,"C2","C","Substrate C",80.048,0.9698,0,81.0178,160,0.788452714755093,1.52139471338185,1.92959537700928,813.005480258912,19.0060302990936,447.024308002958,0.667268785264015,0.0183058816563371,3,4.75171592112971,514.769057590643,67.7447495876845,0.131602217710523,1.85851248578887,0
"gdi",10.8784722222222,"C2","C","Substrate C",80.048,0.9698,0,81.0178,160,0.788452714755093,1.52139471338185,1.92959537700928,813.005480258912,19.0060302990936,461.543163524056,0.769340870903172,0.0164625859764042,3,3.70629410363038,539.650825380717,78.1076618566608,0.144737408307597,1.67137110137103,0
"gdi",13.125,"C2","C","Substrate C",80.048,0.9698,0,81.0178,160,0.788452714755093,1.52139471338185,1.92959537700928,813.005480258912,19.0060302990936,469.005460121889,0.846581837049152,0.0175880319253892,3,3.59839575652847,554.95504419195,85.9495840700607,0.154876660676558,1.78563248399857,0
"gdi",15.8541666666667,"C2","C","Substrate C",80.048,0.9698,0,81.0178,160,0.788452714755093,1.52139471338185,1.92959537700928,813.005480258912,19.0060302990936,474.982853538319,0.911202042300285,0.0211414252132082,3,4.01865019104368,567.493031659413,92.5101781210932,0.163015531398832,2.14639226144659,0
"gdi",18.9097222222222,"C2","C","Substrate C",80.048,0.9698,0,81.0178,160,0.788452714755093,1.52139471338185,1.92959537700928,813.005480258912,19.0060302990936,482.403813584212,0.991864815353211,0.0168604390028735,3,2.94426584539077,583.103314332403,100.699500748191,0.172695812685411,1.7117633005059,0
"gdi",22.8611111111111,"C2","C","Substrate C",80.048,0.9698,0,81.0178,160,0.788452714755093,1.52139471338185,1.92959537700928,813.005480258912,19.0060302990936,489.7441562779,1.00992531537962,0.0238441273689919,3,4.08933605647005,592.277257036667,102.533100758767,0.173116727918559,2.42078525688878,0
"gdi",27.1458333333333,"C2","C","Substrate C",80.048,0.9698,0,81.0178,160,0.788452714755093,1.52139471338185,1.92959537700928,813.005480258912,19.0060302990936,494.125862140664,1.08475335361479,0.0254896968641625,3,4.06999894410435,604.255911571883,110.130049431219,0.182257297483001,2.58785240560211,0
"gdi",0,"C3","C","Substrate C",80.019,0.9694,0,80.9884,160,0.78812751256299,1.52084353850317,1.92969223160018,813.005480258912,19.0060302990936,0,0,0,3,NA,0,0,NA,0,0
"gdi",0.840277777777778,"C3","C","Substrate C",80.019,0.9694,0,80.9884,160,0.78812751256299,1.52084353850317,1.92969223160018,813.005480258912,19.0060302990936,71.7926927101306,0.14023443587783,0.00166314753696506,3,2.0541716565367,86.0307685869847,14.2380758768541,0.16549981025054,0.16886024233264,0
"gdi",1.84375,"C3","C","Substrate C",80.019,0.9694,0,80.9884,160,0.78812751256299,1.52084353850317,1.92969223160018,813.005480258912,19.0060302990936,176.631270859656,0.255347221145717,0.002105209928297,3,1.42798912792085,202.556808241814,25.9255373821582,0.127991439079194,0.213743068941441,0
"gdi",2.85069444444444,"C3","C","Substrate C",80.019,0.9694,0,80.9884,160,0.78812751256299,1.52084353850317,1.92969223160018,813.005480258912,19.0060302990936,291.36514862505,0.307547714553142,0.00305100867165469,3,1.71827062389892,322.590629500343,31.225480875293,0.096795994736914,0.309770511757924,0
"gdi",3.80902777777778,"C3","C","Substrate C",80.019,0.9694,0,80.9884,160,0.78812751256299,1.52084353850317,1.92969223160018,813.005480258912,19.0060302990936,360.233385696111,0.390680372612955,0.00801199142117852,3,3.55205359267824,399.899368976472,39.665983280361,0.0991899121568625,0.813461694093625,0
"gdi",4.86111111111111,"C3","C","Substrate C",80.019,0.9694,0,80.9884,160,0.78812751256299,1.52084353850317,1.92969223160018,813.005480258912,19.0060302990936,398.630952807056,0.440758791932606,0.0117219280898263,3,4.60636869550011,443.381424284648,44.7504714775915,0.100929964645659,1.19013351122525,0
"gdi",5.85902777777778,"C3","C","Substrate C",80.019,0.9694,0,80.9884,160,0.78812751256299,1.52084353850317,1.92969223160018,813.005480258912,19.0060302990936,420.146379229931,0.518172228099219,0.0115172539742926,3,3.84977580144061,472.756677512034,52.6102982821038,0.111284093455802,1.16935284085171,0
"gdi",6.83958333333333,"C3","C","Substrate C",80.019,0.9694,0,80.9884,160,0.78812751256299,1.52084353850317,1.92969223160018,813.005480258912,19.0060302990936,435.657679003718,0.534924361001364,0.0149051425720173,3,4.82618966548168,489.96883013175,54.3111511280316,0.110846135076445,1.51332694831526,0
"gdi",8.91666666666667,"C3","C","Substrate C",80.019,0.9694,0,80.9884,160,0.78812751256299,1.52084353850317,1.92969223160018,813.005480258912,19.0060302990936,455.95380689889,0.667268785264015,0.0183058816563371,3,4.75171592112971,523.701956883407,67.7481499845163,0.129363942780911,1.85860577242743,0
"gdi",10.8784722222222,"C3","C","Substrate C",80.019,0.9694,0,80.9884,160,0.78812751256299,1.52084353850317,1.92969223160018,813.005480258912,19.0060302990936,472.266026098553,0.769340870903172,0.0164625859764042,3,3.70629410363038,550.377608510645,78.1115824120918,0.141923619718954,1.67145499458833,0
"gdi",13.125,"C3","C","Substrate C",80.019,0.9694,0,80.9884,160,0.78812751256299,1.52084353850317,1.92969223160018,813.005480258912,19.0060302990936,480.85605495345,0.846581837049152,0.0175880319253892,3,3.59839575652847,566.809953198338,85.9538982448882,0.151645005102462,1.78572211248016,0
"gdi",15.8541666666667,"C3","C","Substrate C",80.019,0.9694,0,80.9884,160,0.78812751256299,1.52084353850317,1.92969223160018,813.005480258912,19.0060302990936,490.608078947155,0.911202042300285,0.0211414252132082,3,4.01865019104368,583.122900547167,92.5148216000123,0.158654070202357,2.1464999979943,0
"gdi",18.9097222222222,"C3","C","Substrate C",80.019,0.9694,0,80.9884,160,0.78812751256299,1.52084353850317,1.92969223160018,813.005480258912,19.0060302990936,497.142455619519,0.991864815353211,0.0168604390028735,3,2.94426584539077,597.847010903529,100.70455528401,0.168445360514247,1.7118492211793,0
"gdi",22.8611111111111,"C3","C","Substrate C",80.019,0.9694,0,80.9884,160,0.78812751256299,1.52084353850317,1.92969223160018,813.005480258912,19.0060302990936,504.891167227712,1.00992531537962,0.0238441273689919,3,4.08933605647005,607.429414558474,102.538247330761,0.168806852077281,2.42090676638683,0
"gdi",27.1458333333333,"C3","C","Substrate C",80.019,0.9694,0,80.9884,160,0.78812751256299,1.52084353850317,1.92969223160018,813.005480258912,19.0060302990936,510.601583198301,1.08475335361479,0.0254896968641625,3,4.06999894410435,620.737160524647,110.135577326346,0.177427072729558,2.58798230091023,0
"gdi",0,"L1","L","Cellulose",80.03,0.8515,0,80.8631,79.14,0.829339848087035,1.52105260483646,1.83405223847008,973.975159233159,19.0060302990936,0,0,0,3,NA,0,0,NA,0,0
"gdi",0.840277777777778,"L1","L","Cellulose",80.03,0.8515,0,80.8631,79.14,0.829339848087035,1.52105260483646,1.83405223847008,973.975159233159,19.0060302990936,1.1108956260061,0.14023443587783,0.00166314753696506,3,2.0541716565367,14.643299656983,13.5324040309769,0.924136249887071,0.16049113965804,0
