"id","date","day","time","vol","mass.init","mass.final","notes","date.time","start.time","time.d","vol.hs","temp.vol","temp.grav","pres.vol","pres.grav","mass.tot","mass.vent","mass.leak","cmass.tot","cmass.leak","cmass.vent","vBg","cvBg","xCH4","xCH4.lim.flag","vCH4","cvCH4","rvBg","rvCH4"
"C1","05122018",22.8611111111095,"0910",20.6,187.925,187.9008,NA,2018-12-05 09:10:00,2018-11-12 12:30:00,22.8611111111111,79.0116,20,30,1013.25,1500,0.0295999999999879,0.0242000000000075,0.00539999999998031,0.977350000000001,0.00344999999995821,0.973900000000043,18.7502037032064,786.225167805467,0.600895833111231,"",11.2669192752435,472.439427221483,4.74521851188351,2.85138203099308
"C1","09122018",27.1458333333285,"1600",19.3,187.9007,187.8782,NA,2018-12-09 16:00:00,2018-11-12 12:30:00,27.1458333333333,79.0116,20,30,1013.25,1500,0.0226000000000113,0.022500000000008,0.00010000000000332,0.999950000000013,0.00354999999996153,0.996400000000051,17.5669384209652,803.792106226432,0.600895833111231,"",10.5559000976796,482.995327319163,4.09990134946351,2.46361363705974
"C2","12112018",0,"1230",0,185.4918,185.4918,NA,2018-11-12 12:30:00,2018-11-12 12:30:00,0,160,20,30,1013.25,1500,0,0,0,0,0,0,0,0,0.594442342448148,"",0,0,NA,NA
"C2","13112018",0.840277777773736,"0840",135.5,185.4912,185.3244,NA,2018-11-13 08:40:00,2018-11-12 12:30:00,0.840277777777778,160,20,30,1013.25,1500,0.167400000000015,0.166799999999995,0.000600000000019918,0.167400000000015,0.000600000000019918,0.166799999999995,123.332650572061,123.332650572061,0.594442342448148,"",73.314149706395,73.314149706395,146.776046961792,87.249897171247
"C2","14112018",1.84375,"0845",174.3,185.3254,185.1226,NA,2018-11-14 08:45:00,2018-11-12 12:30:00,1.84375,160,20,30,1013.25,1500,0.201799999999992,0.202799999999996,-0.00100000000000477,0.369200000000006,-0.000399999999984857,0.369599999999991,158.648568226644,281.981218798705,0.594442342448148,"",94.3074265226911,167.621576229086,158.099611243161,93.9811032475261
"C2","15112018",2.85069444444525,"0855",168,185.1192,184.9382,NA,2018-11-15 08:55:00,2018-11-12 12:30:00,2.85069444444444,160,20,30,1013.25,1500,0.184400000000011,0.181000000000012,0.00339999999999918,0.553600000000017,0.00300000000001432,0.550600000000003,152.914282628091,434.895501426796,0.594442342448148,"",90.8987243592204,258.520300588307,151.859701368587,90.2718366050188
"C2","16112018",3.80902777777374,"0755",98,184.9402,184.833,NA,2018-11-16 07:55:00,2018-11-12 12:30:00,3.80902777777778,160,20,30,1013.25,1500,0.105199999999996,0.107200000000006,-0.00200000000000955,0.658800000000014,0.00100000000000477,0.657800000000009,89.1999981997196,524.095499626516,0.594442342448148,"",53.0242558762119,311.544556464518,93.0782589910118,55.3296583056124
"C2","17112018",4.86111111110949,"0910",61.5,184.8306,184.7644,NA,2018-11-17 09:10:00,2018-11-12 12:30:00,4.86111111111111,160,20,30,1013.25,1500,0.0686000000000035,0.0662000000000091,0.00239999999999441,0.727400000000017,0.00339999999999918,0.724000000000018,55.9775498906403,580.073049517156,0.594442342448148,"",33.2754258815003,344.819982346019,53.20638405447,31.628127570535
"C2","18112018",5.85902777777665,"0907",38,184.7673,184.7245,NA,2018-11-18 09:07:00,2018-11-12 12:30:00,5.85902777777778,160,20,30,1013.25,1500,0.0398999999999887,0.0427999999999997,-0.002900000000011,0.767300000000006,0.000499999999988177,0.766800000000018,34.5877544039729,614.660803921129,0.594442342448148,"",20.5604257479189,365.380408093938,34.6599626595135,20.6033493924866
"C2","19112018",6.8395833333343,"0839",29,184.7207,184.6886,NA,2018-11-19 08:39:00,2018-11-12 12:30:00,6.83958333333333,160,20,30,1013.25,1500,0.035899999999998,0.0320999999999856,0.00380000000001246,0.803200000000004,0.00430000000000064,0.798900000000003,26.3959178346109,641.05672175574,0.594442342448148,"",15.6908512286749,381.071259322613,26.9193496330309,16.0020012530396
"C2","21112018",8.91666666666424,"1030",41,184.6926,184.6461,NA,2018-11-21 10:30:00,2018-11-12 12:30:00,8.91666666666667,160,20,30,1013.25,1500,0.0425000000000182,0.0465000000000089,-0.00399999999999068,0.845700000000022,0.000300000000009959,0.845400000000012,37.3183665937602,678.3750883495,0.594442342448148,"",22.1836172543335,403.254876576946,17.966716113345,10.6801768125177
"C2","23112018",10.878472222219,"0935",28.5,184.6502,184.6189,NA,2018-11-23 09:35:00,2018-11-12 12:30:00,10.8784722222222,160,20,30,1013.25,1500,0.0271999999999935,0.0313000000000159,-0.00410000000002242,0.872900000000016,-0.00380000000001246,0.876700000000028,25.9408158029797,704.31590415248,0.594442342448148,"",15.4203193109392,418.675195887885,13.2229291172711,7.86026895849643
"C2","25112018",13.125,"1530",24.5,184.6164,184.5895,NA,2018-11-25 15:30:00,2018-11-12 12:30:00,13.125,160,20,30,1013.25,1500,0.0294000000000096,0.0269000000000119,0.00249999999999773,0.902300000000025,-0.00130000000001473,0.90360000000004,22.2999995499299,726.61590370241,0.594442342448148,"",13.256063969053,431.931259856938,9.92642947508471,5.90068998931569
"C2","28112018",15.8541666666642,"0900",22.5,184.5876,184.561,NA,2018-11-28 09:00:00,2018-11-12 12:30:00,15.8541666666667,160,20,30,1013.25,1500,0.0284999999999798,0.026600000000002,0.00189999999997781,0.930800000000005,0.000599999999963075,0.930200000000042,20.479591423405,747.095495125815,0.594442342448148,"",12.1739362981099,444.105196155048,7.50397242994993,4.46067894892576
"C2","01122018",18.909722222219,"1020",19,184.5637,184.5419,NA,2018-12-01 10:20:00,2018-11-12 12:30:00,18.9097222222222,160,20,30,1013.25,1500,0.0191000000000088,0.0218000000000131,-0.00270000000000437,0.949900000000014,-0.00210000000004129,0.952000000000055,17.2938772019864,764.389372327801,0.594442342448148,"",10.2802128739594,454.385409029008,5.65981435701375,3.36443330420491
"C2","05122018",22.8611111111095,"0910",21,184.5362,184.5128,NA,2018-12-05 09:10:00,2018-11-12 12:30:00,22.8611111111111,160,20,30,1013.25,1500,0.0290999999999997,0.0234000000000094,0.00569999999999027,0.979000000000013,0.00359999999994898,0.975400000000064,19.1142853285113,783.503657656312,0.594442342448148,"",11.3623405449025,465.74774957391,4.8373586771628,2.87553082331453
"C2","09122018",27.1458333333285,"1600",19.5,184.5112,184.4892,NA,2018-12-09 16:00:00,2018-11-12 12:30:00,27.1458333333333,160,20,30,1013.25,1500,0.0235999999999876,0.0219999999999914,0.00159999999999627,1.0026,0.00519999999994525,0.997400000000056,17.7489792336177,801.25263688993,0.594442342448148,"",10.5507447916952,476.298494365605,4.14238737381028,2.46241045381542
"C3","12112018",0,"1230",0,184.33615,184.33615,NA,2018-11-12 12:30:00,2018-11-12 12:30:00,0,160,20,30,1013.25,1500,0,0,0,0,0,0,0,0,0.604225379214628,"",0,0,NA,NA
"C3","13112018",0.840277777773736,"0840",140.5,184.336,184.1658,NA,2018-11-13 08:40:00,2018-11-12 12:30:00,0.840277777777778,160,20,30,1013.25,1500,0.170350000000013,0.170200000000023,0.000149999999990769,0.170350000000013,0.000149999999990769,0.170200000000023,127.883670888373,127.883670888373,0.604225379214628,"",77.2705595378861,77.2705595378861,152.192137255585,91.9583518467405
"C3","14112018",1.84375,"0845",174,184.1666,183.9647,NA,2018-11-14 08:45:00,2018-11-12 12:30:00,1.84375,160,20,30,1013.25,1500,0.201099999999997,0.201899999999995,-0.000799999999998136,0.37145000000001,-0.000650000000007367,0.372100000000017,158.375507007665,286.259177896039,0.604225379214628,"",95.6945007800156,172.965060317902,157.827494872691,95.3633779399463
"C3","15112018",2.85069444444525,"0855",166.5,183.9604,183.7807,NA,2018-11-15 08:55:00,2018-11-12 12:30:00,2.85069444444444,160,20,30,1013.25,1500,0.183999999999997,0.179699999999997,0.00430000000000064,0.555450000000008,0.00364999999999327,0.551800000000014,151.548976533197,437.808154429236,0.604225379214628,"",91.5697378153597,264.534798133261,150.503811177796,90.9382223821503
"C3","16112018",3.80902777777374,"0755",99.75,183.7837,183.6758,NA,2018-11-16 07:55:00,2018-11-12 12:30:00,3.80902777777778,160,20,30,1013.25,1500,0.104899999999986,0.107900000000001,-0.00300000000001432,0.660349999999994,0.000649999999978945,0.659700000000015,90.7928553104289,528.601009739665,0.604225379214628,"",54.8593474299227,319.394145563184,94.7403707587084,57.244536448615
"C3","17112018",4.86111111110949,"0910",61,183.6749,183.6079,NA,2018-11-17 09:10:00,2018-11-12 12:30:00,4.86111111111111,160,20,30,1013.25,1500,0.0679000000000087,0.0670000000000073,0.000900000000001455,0.728250000000003,0.0015499999999804,0.726700000000022,55.5224478590091,584.123457598674,0.604225379214628,"",33.5480721125342,352.942217675718,52.7738118263849,31.8872764633988
"C3","18112018",5.85902777777665,"0907",38.75,183.6102,183.5665,NA,2018-11-18 09:07:00,2018-11-12 12:30:00,5.85902777777778,160,20,30,1013.25,1500,0.0414000000000101,0.0437000000000012,-0.00229999999999109,0.769650000000013,-0.000750000000010687,0.770400000000024,35.2704074514197,619.393865050094,0.604225379214628,"",21.3112753173885,374.253492993107,35.3440408698987,21.3557664975918
"C3","19112018",6.8395833333343,"0839",29,183.5632,183.5308,NA,2018-11-19 08:39:00,2018-11-12 12:30:00,6.83958333333333,160,20,30,1013.25,1500,0.0356999999999914,0.0323999999999955,0.00329999999999586,0.805350000000004,0.00254999999998518,0.802800000000019,26.3959178346109,645.789782884705,0.604225379214628,"",15.9490834633359,390.202576456443,26.9193496330309,16.2653542402293
"C3","21112018",8.91666666666424,"1030",42,183.5341,183.4878,NA,2018-11-21 10:30:00,2018-11-12 12:30:00,8.91666666666667,160,20,30,1013.25,1500,0.0430000000000064,0.0463000000000022,-0.00329999999999586,0.848350000000011,-0.000750000000010687,0.849100000000021,38.2285706570227,684.018353541727,0.604225379214628,"",23.0986726020727,413.301249058516,18.4049287014753,11.1207250240671
"C3","23112018",10.878472222219,"0935",29.8,183.4923,183.46,NA,2018-11-23 09:35:00,2018-11-12 12:30:00,10.8784722222222,160,20,30,1013.25,1500,0.0277999999999849,0.0322999999999922,-0.00450000000000728,0.876149999999996,-0.00525000000001796,0.881400000000014,27.1240810852209,711.142434626948,0.604225379214628,"",16.3890581795659,429.690307238081,13.8260802699887,8.3540685941858
"C3","25112018",13.125,"1530",25,183.4582,183.4308,NA,2018-11-25 15:30:00,2018-11-12 12:30:00,13.125,160,20,30,1013.25,1500,0.029200000000003,0.0274000000000001,0.00180000000000291,0.905349999999999,-0.00345000000001505,0.908800000000014,22.7551015815611,733.897536208509,0.604225379214628,"",13.7492098821861,443.439517120268,10.1290096684538,6.12020470799012
"C3","28112018",15.8541666666642,"0900",24.66,183.4297,183.4021,NA,2018-11-28 09:00:00,2018-11-12 12:30:00,15.8541666666667,160,20,30,1013.25,1500,0.0287000000000148,0.0276000000000067,0.00110000000000809,0.934050000000013,-0.00235000000000696,0.93640000000002,22.4456322000519,756.343168408561,0.604225379214628,"",13.5622206277884,457.001737748056,8.22435378322512,4.96936328346446
"C3","01122018",18.909722222219,"1020",20,183.403,183.3803,NA,2018-12-01 10:20:00,2018-11-12 12:30:00,18.9097222222222,160,20,30,1013.25,1500,0.0217999999999847,0.0226999999999862,-0.000900000000001455,0.955849999999998,-0.00325000000000841,0.959100000000007,18.2040812652489,774.54724967381,0.604225379214628,"",10.9993679057489,468.001105653805,5.95769932317237,3.59979313279056
"C3","05122018",22.8611111111095,"0910",21,183.3748,183.3516,NA,2018-12-05 09:10:00,2018-11-12 12:30:00,22.8611111111111,160,20,30,1013.25,1500,0.0287000000000148,0.0232000000000028,0.00550000000001205,0.984550000000013,0.00225000000000364,0.982300000000009,19.1142853285113,793.661535002321,0.604225379214628,"",11.5493363010364,479.550441954841,4.8373586771628,2.92285488110586
"C3","09122018",27.1458333333285,"1600",20,183.3503,183.3284,NA,2018-12-09 16:00:00,2018-11-12 12:30:00,27.1458333333333,160,20,30,1013.25,1500,0.0232000000000028,0.0219000000000165,0.00129999999998631,1.00775000000002,0.00354999999998995,1.00420000000003,18.2040812652489,811.86561626757,0.604225379214628,"",10.9993679057489,490.54980986059,4.24860243467721,2.56711341722503
"I1","12112018",0,"1230",0,183.26605,183.26605,NA,2018-11-12 12:30:00,2018-11-12 12:30:00,0,79.996,20,30,1013.25,1500,0,0,0,0,0,0,0,0,0.449926176400971,"",0,0,NA,NA
"I1","13112018",0.840277777773736,"0840",27,183.2651,183.2308,NA,2018-11-13 08:40:00,2018-11-12 12:30:00,0.840277777777778,79.996,20,30,1013.25,1500,0.0352500000000191,0.0343000000000018,0.000950000000017326,0.0352500000000191,0.000950000000017326,0.0343000000000018,24.575509708086,24.575509708086,0.449926176400971,"",11.0571651160641,11.0571651160641,29.2468875864825,13.1589403034151
"I1","14112018",1.84375,"0845",17.5,183.2325,183.2104,NA,2018-11-14 08:45:00,2018-11-12 12:30:00,1.84375,79.996,20,30,1013.25,1500,0.0203999999999951,0.0220999999999947,-0.00169999999999959,0.0556500000000142,-0.000749999999982265,0.0563999999999965,15.9285711070928,40.5040808151788,0.449926176400971,"",7.16668109374523,18.2238462098093,15.8734549440925,7.1418828892686
"I1","15112018",2.85069444444525,"0855",14,183.2068,183.19,NA,2018-11-15 08:55:00,2018-11-12 12:30:00,2.85069444444444,79.996,20,30,1013.25,1500,0.0203999999999951,0.0167999999999893,0.00360000000000582,0.0760500000000093,0.00285000000002356,0.0731999999999857,12.7428568856742,53.246937700853,0.449926176400971,"",5.73334487499618,23.9571910848055,12.6549751140489,5.69380456551345
"I1","16112018",3.80902777777374,"0755",11,183.1913,183.1779,NA,2018-11-16 07:55:00,2018-11-12 12:30:00,3.80902777777778,79.996,20,30,1013.25,1500,0.0121000000000038,0.0134000000000185,-0.00130000000001473,0.0881500000000131,0.00155000000000882,0.0866000000000042,10.0122446958869,63.2591823967399,0.449926176400971,"",4.50477097321129,28.4619620580168,10.4475596826646,4.70063058074222
"I1","17112018",4.86111111110949,"0910",8.5,183.1775,183.1666,NA,2018-11-17 09:10:00,2018-11-12 12:30:00,4.86111111111111,79.996,20,30,1013.25,1500,0.0113000000000056,0.0109000000000208,0.000399999999984857,0.0994500000000187,0.00194999999999368,0.097500000000025,7.73673453773078,70.9959169344707,0.449926176400971,"",3.48095938839054,31.9429214464073,7.35372787744708,3.30863466619299
"I1","18112018",5.85902777777665,"0907",7.8,183.1691,183.16,NA,2018-11-18 09:07:00,2018-11-12 12:30:00,5.85902777777778,79.996,20,30,1013.25,1500,0.00659999999999172,0.00909999999998945,-0.00249999999999773,0.10605000000001,-0.000550000000004047,0.106600000000014,7.09959169344707,78.0955086279178,0.449926176400971,"",3.19429214464073,35.137213591048,7.11441338800541,3.20096081300115
"I1","19112018",6.8395833333343,"0839",7.5,183.156,183.1473,NA,2018-11-19 08:39:00,2018-11-12 12:30:00,6.83958333333333,79.996,20,30,1013.25,1500,0.0126999999999953,0.00870000000000459,0.00399999999999068,0.118750000000006,0.00344999999998663,0.115300000000019,6.82653047446833,84.9220391023861,0.449926176400971,"",3.07143475446224,38.2086483455103,6.96190076716317,3.13234139265271
"I1","21112018",8.91666666666424,"1030",12.8,183.1523,183.1375,NA,2018-11-21 10:30:00,2018-11-12 12:30:00,8.91666666666667,79.996,20,30,1013.25,1500,0.00980000000001269,0.0148000000000081,-0.00499999999999545,0.128550000000018,-0.00155000000000882,0.130100000000027,11.6506120097593,96.5726511121454,0.449926176400971,"",5.24191531428223,43.4505636597925,5.60912112806867,2.52369042212184
"I1","23112018",10.878472222219,"0935",11,183.1396,183.1276,NA,2018-11-23 09:35:00,2018-11-12 12:30:00,10.8784722222222,79.996,20,30,1013.25,1500,0.00989999999998759,0.0120000000000005,-0.00210000000001287,0.138450000000006,-0.00365000000002169,0.142100000000028,10.0122446958869,106.584895808032,0.449926176400971,"",4.50477097321129,47.9553346330038,5.10358667684146,2.29623723944221
"I1","25112018",13.125,"1530",12.66,183.127,183.1124,NA,2018-11-25 15:30:00,2018-11-12 12:30:00,13.125,79.996,20,30,1013.25,1500,0.015199999999993,0.0146000000000015,0.000599999999991496,0.153649999999999,-0.0030500000000302,0.156700000000029,11.5231834409025,118.108079248935,0.449926176400971,"",5.18458186553226,53.1399164985361,5.129330496105,2.30782005760941
"I1","28112018",15.8541666666642,"0900",12,183.1102,183.0961,NA,2018-11-28 09:00:00,2018-11-12 12:30:00,15.8541666666667,79.996,20,30,1013.25,1500,0.0163000000000011,0.0140999999999849,0.00220000000001619,0.16995,-0.000850000000014006,0.170800000000014,10.9224487591493,129.030528008084,0.449926176400971,"",4.91429560713959,58.0542121056757,4.00211862930663,1.80065793238702
"I1","01122018",18.909722222219,"1020",11,183.0969,183.0851,NA,2018-12-01 10:20:00,2018-11-12 12:30:00,18.9097222222222,79.996,20,30,1013.25,1500,0.0109999999999957,0.0117999999999938,-0.000799999999998136,0.180949999999996,-0.00165000000001214,0.182600000000008,10.0122446958869,139.042772703971,0.449926176400971,"",4.50477097321129,62.5589830788869,3.2767346277448,1.47428868214188
"I1","05122018",22.8611111111095,"0910",11.1,183.0789,183.0655,NA,2018-12-05 09:10:00,2018-11-12 12:30:00,22.8611111111111,79.996,20,30,1013.25,1500,0.0196000000000254,0.0134000000000185,0.00620000000000687,0.200550000000021,0.00454999999999472,0.196000000000026,10.1032651022131,149.146037806184,0.449926176400971,"",4.54572343660412,67.1047065154911,2.55688958650034,1.15041155513355
"I1","09122018",27.1458333333285,"1600",13,183.0645,183.049,NA,2018-12-09 16:00:00,2018-11-12 12:30:00,27.1458333333333,79.996,20,30,1013.25,1500,0.0164999999999793,0.015500000000003,0.000999999999976353,0.21705,0.00554999999997108,0.211500000000029,11.8326528224118,160.978690628596,0.449926176400971,"",5.32382024106789,72.4285267565589,2.76159158254019,1.24251234151341
"I2","12112018",0,"1230",0,183.8875,183.8875,NA,2018-11-12 12:30:00,2018-11-12 12:30:00,0,79.968,20,30,1013.25,1500,0,0,0,0,0,0,0,0,0.477181081378005,"",0,0,NA,NA
"I2","13112018",0.840277777773736,"0840",28,183.8872,183.851,NA,2018-11-13 08:40:00,2018-11-12 12:30:00,0.840277777777778,79.968,20,30,1013.25,1500,0.0364999999999895,0.036200000000008,0.000299999999981537,0.0364999999999895,0.000299999999981537,0.036200000000008,25.4857137713484,25.4857137713484,0.477181081378005,"",12.1613004571024,12.1613004571024,30.3301056452411,14.4729526101053
"I2","14112018",1.84375,"0845",18.25,183.8523,183.8291,NA,2018-11-14 08:45:00,2018-11-12 12:30:00,1.84375,79.968,20,30,1013.25,1500,0.021899999999988,0.0232000000000028,-0.00130000000001473,0.0583999999999776,-0.0010000000000332,0.0594000000000108,16.6112241545396,42.0969379258881,0.477181081378005,"",7.92656190507565,20.087862362178,16.5537458702678,7.89913435523109
"I2","15112018",2.85069444444525,"0855",14.25,183.8263,183.8085,NA,2018-11-15 08:55:00,2018-11-12 12:30:00,2.85069444444444,79.968,20,30,1013.25,1500,0.0206000000000017,0.017799999999994,0.00280000000000769,0.0789999999999793,0.00179999999997449,0.0772000000000048,12.9704079014898,55.0673458273779,0.477181081378005,"",6.18923326834674,26.2770956305247,12.880956812514,6.14654890097883
"I2","16112018",3.80902777777374,"0755",13,183.8106,183.7947,NA,2018-11-16 07:55:00,2018-11-12 12:30:00,3.80902777777778,79.968,20,30,1013.25,1500,0.0138000000000034,0.0158999999999878,-0.00209999999998445,0.0927999999999827,-0.000300000000009959,0.0930999999999926,11.8326528224118,66.8999986497897,0.477181081378005,"",5.64631806936895,31.9234136998937,12.3471159886036,5.89181015934152
"I2","17112018",4.86111111110949,"0910",9.9,183.7938,183.7823,NA,2018-11-17 09:10:00,2018-11-12 12:30:00,4.86111111111111,79.968,20,30,1013.25,1500,0.0124000000000137,0.0115000000000123,0.000900000000001455,0.105199999999996,0.000599999999991496,0.104600000000005,9.0110202262982,75.9110188760879,0.477181081378005,"",4.29988837590405,36.2233020757977,8.56493011608542,4.08702261472068
"I2","18112018",5.85902777777665,"0907",9.2,183.784,183.7731,NA,2018-11-18 09:07:00,2018-11-12 12:30:00,5.85902777777778,79.968,20,30,1013.25,1500,0.00919999999999277,0.0108999999999924,-0.00169999999999959,0.114399999999989,-0.00110000000000809,0.115499999999997,8.37387738201449,84.2848962581024,0.477181081378005,"",3.99585586447649,40.2191579402742,8.39135938072433,4.0041979435255
"I2","19112018",6.8395833333343,"0839",8.1,183.7702,183.7604,NA,2018-11-19 08:39:00,2018-11-12 12:30:00,6.83958333333333,79.968,20,30,1013.25,1500,0.0126999999999953,0.00979999999998427,0.002900000000011,0.127099999999984,0.00180000000000291,0.125299999999982,7.3726529124258,91.6575491705282,0.477181081378005,"",3.51809048937604,43.7372484296503,7.51885282853622,3.58785432344299
"I2","21112018",8.91666666666424,"1030",15,183.7643,183.7477,NA,2018-11-21 10:30:00,2018-11-12 12:30:00,8.91666666666667,79.968,20,30,1013.25,1500,0.0126999999999953,0.0165999999999826,-0.00389999999998736,0.13979999999998,-0.00209999999998445,0.141899999999964,13.6530609489367,105.310610119465,0.477181081378005,"",6.51498238773341,50.2522308173837,6.57318882195547,3.13660135016252
"I2","23112018",10.878472222219,"0935",10.75,183.7515,183.7378,NA,2018-11-23 09:35:00,2018-11-12 12:30:00,10.8784722222222,79.968,20,30,1013.25,1500,0.00990000000001601,0.0137,-0.00379999999998404,0.149699999999996,-0.00589999999996849,0.155599999999964,9.78469368007128,115.095303799536,0.477181081378005,"",4.66907071120894,54.9213015285926,4.98759607054961,2.37998648642155
"I2","25112018",13.125,"1530",13.33,183.7365,183.7217,NA,2018-11-25 15:30:00,2018-11-12 12:30:00,13.125,79.968,20,30,1013.25,1500,0.0160999999999945,0.0148000000000081,0.00129999999998631,0.16579999999999,-0.00459999999998217,0.170399999999972,12.1330201632884,127.228323962825,0.477181081378005,"",5.78964768189909,60.7109492104917,5.40078795521956,2.57715383676497
"I2","28112018",15.8541666666642,"0900",13,183.721,183.7049,NA,2018-11-28 09:00:00,2018-11-12 12:30:00,15.8541666666667,79.968,20,30,1013.25,1500,0.0167999999999893,0.0160999999999945,0.000699999999994816,0.182599999999979,-0.00389999999998736,0.186499999999967,11.8326528224118,139.060976785236,0.477181081378005,"",5.64631806936895,66.3572672798607,4.33562851508218,2.06887990328023
"I2","01122018",18.909722222219,"1020",11,183.7051,183.6924,NA,2018-12-01 10:20:00,2018-11-12 12:30:00,18.9097222222222,79.968,20,30,1013.25,1500,0.0125000000000171,0.0126999999999953,-0.000199999999978218,0.195099999999996,-0.00409999999996558,0.199199999999962,10.0122446958869,149.073221481123,0.477181081378005,"",4.7776537510045,71.1349210308652,3.2767346277448,1.56359577305602
