"id","mean","stddev","interval_nb","detect.lim.int","detect.lim.tot"
"W1",183.857673333333,0.00211338140248619,15,0.010566907012431,0.0409254548800675
"W2",185.580806666667,0.00213657491817104,15,0.0106828745908552,0.0413745953800045
"W3",183.716186666667,0.00224272368423522,15,0.0112136184211761,0.0434301573959397
