"id","descrip","date","elapsed.time","mass.tot","mass.vent","mass.leak","cmass.tot","cmass.vent","cmass.leak"
"C1","C","12112018",0,0,0,0,0,0,0
"C1","C","13112018",0.840277777777778,0.166850000000011,0.166600000000017,0.000249999999994088,0.166850000000011,0.166600000000017,0.000249999999994088
"C1","C","14112018",1.84375,0.199399999999997,0.199900000000014,-0.000500000000016598,0.366250000000008,0.36650000000003,-0.00025000000002251
"C1","C","15112018",2.85069444444444,0.183899999999994,0.179000000000002,0.00489999999999213,0.550150000000002,0.545500000000033,0.00464999999996962
"C1","C","16112018",3.80902777777778,0.106500000000011,0.106400000000008,0.00010000000000332,0.656650000000013,0.65190000000004,0.00474999999997294
"C1","C","17112018",4.86111111111111,0.0695999999999799,0.0680999999999869,0.00149999999999295,0.726249999999993,0.720000000000027,0.00624999999996589
"C1","C","18112018",5.85902777777778,0.0389000000000124,0.0424999999999898,-0.0035999999999774,0.765150000000006,0.762500000000017,0.00264999999998849
"C1","C","19112018",6.83958333333333,0.0371000000000095,0.0330000000000155,0.004099999999994,0.802250000000015,0.795500000000033,0.00674999999998249
"C1","C","21112018",8.91666666666667,0.0415999999999883,0.0457999999999856,-0.00419999999999732,0.843850000000003,0.841300000000018,0.00254999999998518
"C1","C","23112018",10.8784722222222,0.0281999999999982,0.0328999999999837,-0.00469999999998549,0.872050000000002,0.874200000000002,-0.00215000000000032
"C1","C","25112018",13.125,0.0284000000000049,0.0272999999999968,0.00110000000000809,0.900450000000006,0.901499999999999,-0.00104999999999222
"C1","C","28112018",15.8541666666667,0.0268000000000086,0.0264000000000237,0.000399999999984857,0.927250000000015,0.927900000000022,-0.000650000000007367
"C1","C","01122018",18.9097222222222,0.0204999999999984,0.0218000000000131,-0.00130000000001473,0.947750000000013,0.949700000000036,-0.0019500000000221
"C1","C","05122018",22.8611111111111,0.0295999999999879,0.0242000000000075,0.00539999999998031,0.977350000000001,0.973900000000043,0.00344999999995821
"C1","C","09122018",27.1458333333333,0.0226000000000113,0.022500000000008,0.00010000000000332,0.999950000000013,0.996400000000051,0.00354999999996153
"C2","C","12112018",0,0,0,0,0,0,0
"C2","C","13112018",0.840277777777778,0.167400000000015,0.166799999999995,0.000600000000019918,0.167400000000015,0.166799999999995,0.000600000000019918
"C2","C","14112018",1.84375,0.201799999999992,0.202799999999996,-0.00100000000000477,0.369200000000006,0.369599999999991,-0.000399999999984857
"C2","C","15112018",2.85069444444444,0.184400000000011,0.181000000000012,0.00339999999999918,0.553600000000017,0.550600000000003,0.00300000000001432
"C2","C","16112018",3.80902777777778,0.105199999999996,0.107200000000006,-0.00200000000000955,0.658800000000014,0.657800000000009,0.00100000000000477
"C2","C","17112018",4.86111111111111,0.0686000000000035,0.0662000000000091,0.00239999999999441,0.727400000000017,0.724000000000018,0.00339999999999918
"C2","C","18112018",5.85902777777778,0.0398999999999887,0.0427999999999997,-0.002900000000011,0.767300000000006,0.766800000000018,0.000499999999988177
"C2","C","19112018",6.83958333333333,0.035899999999998,0.0320999999999856,0.00380000000001246,0.803200000000004,0.798900000000003,0.00430000000000064
"C2","C","21112018",8.91666666666667,0.0425000000000182,0.0465000000000089,-0.00399999999999068,0.845700000000022,0.845400000000012,0.000300000000009959
"C2","C","23112018",10.8784722222222,0.0271999999999935,0.0313000000000159,-0.00410000000002242,0.872900000000016,0.876700000000028,-0.00380000000001246
"C2","C","25112018",13.125,0.0294000000000096,0.0269000000000119,0.00249999999999773,0.902300000000025,0.90360000000004,-0.00130000000001473
"C2","C","28112018",15.8541666666667,0.0284999999999798,0.026600000000002,0.00189999999997781,0.930800000000005,0.930200000000042,0.000599999999963075
"C2","C","01122018",18.9097222222222,0.0191000000000088,0.0218000000000131,-0.00270000000000437,0.949900000000014,0.952000000000055,-0.00210000000004129
"C2","C","05122018",22.8611111111111,0.0290999999999997,0.0234000000000094,0.00569999999999027,0.979000000000013,0.975400000000064,0.00359999999994898
"C2","C","09122018",27.1458333333333,0.0235999999999876,0.0219999999999914,0.00159999999999627,1.0026,0.997400000000056,0.00519999999994525
"C3","C","12112018",0,0,0,0,0,0,0
"C3","C","13112018",0.840277777777778,0.170350000000013,0.170200000000023,0.000149999999990769,0.170350000000013,0.170200000000023,0.000149999999990769
"C3","C","14112018",1.84375,0.201099999999997,0.201899999999995,-0.000799999999998136,0.37145000000001,0.372100000000017,-0.000650000000007367
"C3","C","15112018",2.85069444444444,0.183999999999997,0.179699999999997,0.00430000000000064,0.555450000000008,0.551800000000014,0.00364999999999327
"C3","C","16112018",3.80902777777778,0.104899999999986,0.107900000000001,-0.00300000000001432,0.660349999999994,0.659700000000015,0.000649999999978945
"C3","C","17112018",4.86111111111111,0.0679000000000087,0.0670000000000073,0.000900000000001455,0.728250000000003,0.726700000000022,0.0015499999999804
"C3","C","18112018",5.85902777777778,0.0414000000000101,0.0437000000000012,-0.00229999999999109,0.769650000000013,0.770400000000024,-0.000750000000010687
"C3","C","19112018",6.83958333333333,0.0356999999999914,0.0323999999999955,0.00329999999999586,0.805350000000004,0.802800000000019,0.00254999999998518
"C3","C","21112018",8.91666666666667,0.0430000000000064,0.0463000000000022,-0.00329999999999586,0.848350000000011,0.849100000000021,-0.000750000000010687
"C3","C","23112018",10.8784722222222,0.0277999999999849,0.0322999999999922,-0.00450000000000728,0.876149999999996,0.881400000000014,-0.00525000000001796
"C3","C","25112018",13.125,0.029200000000003,0.0274000000000001,0.00180000000000291,0.905349999999999,0.908800000000014,-0.00345000000001505
"C3","C","28112018",15.8541666666667,0.0287000000000148,0.0276000000000067,0.00110000000000809,0.934050000000013,0.93640000000002,-0.00235000000000696
"C3","C","01122018",18.9097222222222,0.0217999999999847,0.0226999999999862,-0.000900000000001455,0.955849999999998,0.959100000000007,-0.00325000000000841
"C3","C","05122018",22.8611111111111,0.0287000000000148,0.0232000000000028,0.00550000000001205,0.984550000000013,0.982300000000009,0.00225000000000364
"C3","C","09122018",27.1458333333333,0.0232000000000028,0.0219000000000165,0.00129999999998631,1.00775000000002,1.00420000000003,0.00354999999998995
"I1","I","12112018",0,0,0,0,0,0,0
"I1","I","13112018",0.840277777777778,0.0352500000000191,0.0343000000000018,0.000950000000017326,0.0352500000000191,0.0343000000000018,0.000950000000017326
"I1","I","14112018",1.84375,0.0203999999999951,0.0220999999999947,-0.00169999999999959,0.0556500000000142,0.0563999999999965,-0.000749999999982265
"I1","I","15112018",2.85069444444444,0.0203999999999951,0.0167999999999893,0.00360000000000582,0.0760500000000093,0.0731999999999857,0.00285000000002356
"I1","I","16112018",3.80902777777778,0.0121000000000038,0.0134000000000185,-0.00130000000001473,0.0881500000000131,0.0866000000000042,0.00155000000000882
