"method","time.d","id","exper","descrip","descrip1","substrate","tare","m.inoc","m.sub","m.tot1","m.tot2","m.tot","m.tot.sd","m.gained","c.sub.vs","c.inoc.vs","m.sub.vs","m.inoc.vs","ISR","vol.tot","vol.hs","notes","cvCH4","vol.mi.mn","vol.mi.se","n","rsd.inoc","cvCH4.tot","cvCH4.inoc","fv.inoc","se.inoc","cvCH4.se","descrip2","m.water","conc.sub.vs","conc.inoc.vs","m.ino.vs","isr","conc.ino.vs","exper.id"
"man",0,"L1","1A","Cellulose","Cellulose","Cellulose",537.98,296.94,1.56,838.3,NA,838.3,NA,1.81999999999994,945.69,19.86,1.4752764,5.8972284,3.99737188231304,1120,824.5,NA,0,0,0,2,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"1A-L1"
"man",1,"L1","1A","Cellulose","Cellulose","Cellulose",537.98,296.94,1.56,838.3,NA,838.3,NA,1.81999999999994,945.69,19.86,1.4752764,5.8972284,3.99737188231304,1120,824.5,NA,13.9826560986728,0.0727859807868389,0.0119552492043296,2,23.2287528223707,28.6328390303891,14.6501829317163,0.5116566651378,2.40632311255953,0,NA,NA,NA,NA,NA,NA,NA,"1A-L1"
"man",1.8,"L1","1A","Cellulose","Cellulose","Cellulose",537.98,296.94,1.56,838.3,NA,838.3,NA,1.81999999999994,945.69,19.86,1.4752764,5.8972284,3.99737188231304,1120,824.5,NA,42.1744633680792,0.125851251327388,0.0141090134203207,2,15.8545568043782,67.5054932477374,25.3310298796582,0.375243978837341,2.83982746896109,0,NA,NA,NA,NA,NA,NA,NA,"1A-L1"
"man",3,"L1","1A","Cellulose","Cellulose","Cellulose",537.98,296.94,1.56,838.3,NA,838.3,NA,1.81999999999994,945.69,19.86,1.4752764,5.8972284,3.99737188231304,1120,824.5,NA,183.522639202046,0.201902100184228,0.0181469097774268,2,12.710915784918,224.160996616768,40.6383574147221,0.18129093833482,3.65256530187096,0,NA,NA,NA,NA,NA,NA,NA,"1A-L1"
"man",4.6,"L1","1A","Cellulose","Cellulose","Cellulose",537.98,296.94,1.56,838.3,NA,838.3,NA,1.81999999999994,945.69,19.86,1.4752764,5.8972284,3.99737188231304,1120,824.5,NA,266.526191674295,0.291874647486658,0.0185446097167279,2,8.98537738585579,325.274001796309,58.7478101220139,0.18061022337347,3.73261336606834,0,NA,NA,NA,NA,NA,NA,NA,"1A-L1"
"man",6.8,"L1","1A","Cellulose","Cellulose","Cellulose",537.98,296.94,1.56,838.3,NA,838.3,NA,1.81999999999994,945.69,19.86,1.4752764,5.8972284,3.99737188231304,1120,824.5,NA,316.772975448299,0.384749811700151,0.0229570814709184,2,8.43826688964799,394.214469859952,77.4414944116525,0.196445083406412,4.62074481227687,0,NA,NA,NA,NA,NA,NA,NA,"1A-L1"
"man",11.1,"L1","1A","Cellulose","Cellulose","Cellulose",537.98,296.94,1.56,838.3,NA,838.3,NA,1.81999999999994,945.69,19.86,1.4752764,5.8972284,3.99737188231304,1120,824.5,NA,342.997188775928,0.533079542162165,0.0268139592239941,2,7.11350967281277,450.294125980125,107.296937204197,0.238281894019049,5.39704766643919,0,NA,NA,NA,NA,NA,NA,NA,"1A-L1"
"man",14.8,"L1","1A","Cellulose","Cellulose","Cellulose",537.98,296.94,1.56,838.3,NA,838.3,NA,1.81999999999994,945.69,19.86,1.4752764,5.8972284,3.99737188231304,1120,824.5,NA,354.281724236285,0.622432027294122,0.0198044792984431,2,4.49973041094184,479.563309561392,125.281585325107,0.261240972416529,3.98619681225816,0,NA,NA,NA,NA,NA,NA,NA,"1A-L1"
"man",20.1,"L1","1A","Cellulose","Cellulose","Cellulose",537.98,296.94,1.56,838.3,NA,838.3,NA,1.81999999999994,945.69,19.86,1.4752764,5.8972284,3.99737188231304,1120,824.5,NA,362.46508077266,0.715776267227963,0.00627384482003179,2,1.23957119549025,506.534764793005,144.069684020345,0.284422104925451,1.26278403210425,0,NA,NA,NA,NA,NA,NA,NA,"1A-L1"
"man",31.1,"L1","1A","Cellulose","Cellulose","Cellulose",537.98,296.94,1.56,838.3,NA,838.3,NA,1.81999999999994,945.69,19.86,1.4752764,5.8972284,3.99737188231304,1120,824.5,NA,371.721434721592,0.868670660056651,0.040075662939374,2,6.52439971280478,546.565325532305,174.843890810713,0.319895687931596,8.06633072502056,0,NA,NA,NA,NA,NA,NA,NA,"1A-L1"
"man",0,"L3","1A","Cellulose","Cellulose","Cellulose",537.02,322.27,1.75,863.3,NA,863.3,NA,2.25999999999999,945.69,19.86,1.6549575,6.4002822,3.86733931233884,1120,798.98,NA,0,0,0,2,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"1A-L3"
"man",1,"L3","1A","Cellulose","Cellulose","Cellulose",537.02,322.27,1.75,863.3,NA,863.3,NA,2.25999999999999,945.69,19.86,1.6549575,6.4002822,3.86733931233884,1120,798.98,NA,7.10966972899335,0.0727859807868389,0.0119552492043296,2,23.2287528223707,21.2832893102663,14.173619581273,0.665950613866632,2.32804658795122,0,NA,NA,NA,NA,NA,NA,NA,"1A-L3"
"man",1.8,"L3","1A","Cellulose","Cellulose","Cellulose",537.02,322.27,1.75,863.3,NA,863.3,NA,2.25999999999999,945.69,19.86,1.6549575,6.4002822,3.86733931233884,1120,798.98,NA,36.9892456957922,0.125851251327388,0.0141090134203207,2,15.8545568043782,61.4962694503463,24.5070237545541,0.39851236462956,2.74744925774031,0,NA,NA,NA,NA,NA,NA,NA,"1A-L3"
"man",3,"L3","1A","Cellulose","Cellulose","Cellulose",537.02,322.27,1.75,863.3,NA,863.3,NA,2.25999999999999,945.69,19.86,1.6549575,6.4002822,3.86733931233884,1120,798.98,NA,184.066567132955,0.201902100184228,0.0181469097774268,2,12.710915784918,223.382978476673,39.3164113437179,0.176004508543267,3.53374912284534,0,NA,NA,NA,NA,NA,NA,NA,"1A-L3"
"man",4.6,"L3","1A","Cellulose","Cellulose","Cellulose",537.02,322.27,1.75,863.3,NA,863.3,NA,2.25999999999999,945.69,19.86,1.6549575,6.4002822,3.86733931233884,1120,798.98,NA,266.268735635941,0.291874647486658,0.0185446097167279,2,8.98537738585579,323.10550796727,56.8367723313289,0.17590777913042,3.6111932623103,0,NA,NA,NA,NA,NA,NA,NA,"1A-L3"
"man",6.8,"L3","1A","Cellulose","Cellulose","Cellulose",537.02,322.27,1.75,863.3,NA,863.3,NA,2.25999999999999,945.69,19.86,1.6549575,6.4002822,3.86733931233884,1120,798.98,NA,312.171413291272,0.384749811700151,0.0229570814709184,2,8.43826688964799,387.093773422337,74.9223601310654,0.19355093074391,4.4704342230135,0,NA,NA,NA,NA,NA,NA,NA,"1A-L3"
"man",11.1,"L3","1A","Cellulose","Cellulose","Cellulose",537.02,322.27,1.75,863.3,NA,863.3,NA,2.25999999999999,945.69,19.86,1.6549575,6.4002822,3.86733931233884,1120,798.98,NA,338.414665713804,0.533079542162165,0.0268139592239941,2,7.11350967281277,442.221285553045,103.806619839241,0.23473908477612,5.22148432157114,0,NA,NA,NA,NA,NA,NA,NA,"1A-L3"
"man",14.8,"L3","1A","Cellulose","Cellulose","Cellulose",537.02,322.27,1.75,863.3,NA,863.3,NA,2.25999999999999,945.69,19.86,1.6549575,6.4002822,3.86733931233884,1120,798.98,NA,346.183216671655,0.622432027294122,0.0198044792984431,2,4.49973041094184,467.389452744834,121.206236073178,0.259325997540962,3.85652776189676,0,NA,NA,NA,NA,NA,NA,NA,"1A-L3"
"man",20.1,"L3","1A","Cellulose","Cellulose","Cellulose",537.02,322.27,1.75,863.3,NA,863.3,NA,2.25999999999999,945.69,19.86,1.6549575,6.4002822,3.86733931233884,1120,798.98,NA,354.051805128078,0.715776267227963,0.00627384482003179,2,1.23957119549025,493.434972151736,139.383167023658,0.282475249810215,1.22170627955802,0,NA,NA,NA,NA,NA,NA,NA,"1A-L3"
"man",31.1,"L3","1A","Cellulose","Cellulose","Cellulose",537.02,322.27,1.75,863.3,NA,863.3,NA,2.25999999999999,945.69,19.86,1.6549575,6.4002822,3.86733931233884,1120,798.98,NA,363.523384999894,0.868670660056651,0.040075662939374,2,6.52439971280478,532.679688781989,169.156303782095,0.317557262543431,7.80393689594571,0,NA,NA,NA,NA,NA,NA,NA,"1A-L3"
"man",0,"E1","1A","Ethanol","Ethanol","Ethanol",539.62,308.28,1.44,851.1,NA,851.1,NA,1.75999999999999,1000,19.86,1.44,6.1224408,4.251695,1120,813.28,NA,0,0,0,2,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"1A-E1"
"man",1,"E1","1A","Ethanol","Ethanol","Ethanol",539.62,308.28,1.44,851.1,NA,851.1,NA,1.75999999999999,1000,19.86,1.44,6.1224408,4.251695,1120,813.28,NA,72.0677757625703,0.0727859807868389,0.0119552492043296,2,23.2287528223707,87.6500411493527,15.5822653867824,0.177778186780663,2.55941960049355,0,NA,NA,NA,NA,NA,NA,NA,"1A-E1"
"man",1.8,"E1","1A","Ethanol","Ethanol","Ethanol",539.62,308.28,1.44,851.1,NA,851.1,NA,1.75999999999999,1000,19.86,1.44,6.1224408,4.251695,1120,813.28,NA,159.954982337423,0.125851251327388,0.0141090134203207,2,15.8545568043782,186.897637725761,26.9426553883384,0.144157281580369,3.02050462306699,0,NA,NA,NA,NA,NA,NA,NA,"1A-E1"
"man",3,"E1","1A","Ethanol","Ethanol","Ethanol",539.62,308.28,1.44,851.1,NA,851.1,NA,1.75999999999999,1000,19.86,1.44,6.1224408,4.251695,1120,813.28,NA,523.344053945591,0.201902100184228,0.0181469097774268,2,12.710915784918,566.567928560031,43.2238746144401,0.0762907189686793,3.88495093485078,0,NA,NA,NA,NA,NA,NA,NA,"1A-E1"
"man",4.6,"E1","1A","Ethanol","Ethanol","Ethanol",539.62,308.28,1.44,851.1,NA,851.1,NA,1.75999999999999,1000,19.86,1.44,6.1224408,4.251695,1120,813.28,NA,659.334030938228,0.291874647486658,0.0185446097167279,2,8.98537738585579,721.819528387664,62.4854974494353,0.086566648576286,3.97009186352283,0,NA,NA,NA,NA,NA,NA,NA,"1A-E1"
"man",6.8,"E1","1A","Ethanol","Ethanol","Ethanol",539.62,308.28,1.44,851.1,NA,851.1,NA,1.75999999999999,1000,19.86,1.44,6.1224408,4.251695,1120,813.28,NA,680.16595222144,0.384749811700151,0.0229570814709184,2,8.43826688964799,762.534474409581,82.3685221881407,0.108019407584054,4.91472852489911,0,NA,NA,NA,NA,NA,NA,NA,"1A-E1"
"man",11.1,"E1","1A","Ethanol","Ethanol","Ethanol",539.62,308.28,1.44,851.1,NA,851.1,NA,1.75999999999999,1000,19.86,1.44,6.1224408,4.251695,1120,813.28,NA,695.995351218582,0.533079542162165,0.0268139592239941,2,7.11350967281277,810.118796536466,114.123445317883,0.140872481672812,5.74042177053674,0,NA,NA,NA,NA,NA,NA,NA,"1A-E1"
"man",14.8,"E1","1A","Ethanol","Ethanol","Ethanol",539.62,308.28,1.44,851.1,NA,851.1,NA,1.75999999999999,1000,19.86,1.44,6.1224408,4.251695,1120,813.28,NA,703.786776864155,0.622432027294122,0.0198044792984431,2,4.49973041094184,837.039100040705,133.25232317655,0.159194860992838,4.23980894314169,0,NA,NA,NA,NA,NA,NA,NA,"1A-E1"
"man",20.1,"E1","1A","Ethanol","Ethanol","Ethanol",539.62,308.28,1.44,851.1,NA,851.1,NA,1.75999999999999,1000,19.86,1.44,6.1224408,4.251695,1120,813.28,NA,708.2418850752,0.715776267227963,0.00627384482003179,2,1.23957119549025,861.477654284253,153.235769209053,0.17787550082929,1.34312561188847,0,NA,NA,NA,NA,NA,NA,NA,"1A-E1"
"man",31.1,"E1","1A","Ethanol","Ethanol","Ethanol",539.62,308.28,1.44,851.1,NA,851.1,NA,1.75999999999999,1000,19.86,1.44,6.1224408,4.251695,1120,813.28,NA,722.324470072168,0.868670660056651,0.040075662939374,2,6.52439971280478,908.292380545962,185.967910473795,0.204744545321422,8.57953150760432,0,NA,NA,NA,NA,NA,NA,NA,"1A-E1"
"man",0,"E2","1A","Ethanol","Ethanol","Ethanol",537.6,300.31,1.48,841.2,NA,841.2,NA,1.80999999999995,1000,19.86,1.48,5.9641566,4.02983554054054,1120,821.21,NA,0,0,0,2,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"1A-E2"
"man",1,"E2","1A","Ethanol","Ethanol","Ethanol",537.6,300.31,1.48,841.2,NA,841.2,NA,1.80999999999995,1000,19.86,1.48,5.9641566,4.02983554054054,1120,821.21,NA,54.4349675558421,0.0727859807868389,0.0119552492043296,2,23.2287528223707,69.2041282923931,14.7691607365511,0.213414446521892,2.42586546523798,0,NA,NA,NA,NA,NA,NA,NA,"1A-E2"
"man",1.8,"E2","1A","Ethanol","Ethanol","Ethanol",537.6,300.31,1.48,841.2,NA,841.2,NA,1.80999999999995,1000,19.86,1.48,5.9641566,4.02983554054054,1120,821.21,NA,136.32484749481,0.125851251327388,0.0141090134203207,2,15.8545568043782,161.861597012464,25.536749517654,0.157769044597327,2.86289041909224,0,NA,NA,NA,NA,NA,NA,NA,"1A-E2"
"man",3,"E2","1A","Ethanol","Ethanol","Ethanol",537.6,300.31,1.48,841.2,NA,841.2,NA,1.80999999999995,1000,19.86,1.48,5.9641566,4.02983554054054,1120,821.21,NA,495.216567105693,0.201902100184228,0.0181469097774268,2,12.710915784918,536.184958799156,40.9683916934631,0.076407200577234,3.68222869949935,0,NA,NA,NA,NA,NA,NA,NA,"1A-E2"
"man",4.6,"E2","1A","Ethanol","Ethanol","Ethanol",537.6,300.31,1.48,841.2,NA,841.2,NA,1.80999999999995,1000,19.86,1.48,5.9641566,4.02983554054054,1120,821.21,NA,647.829070961953,0.291874647486658,0.0185446097167279,2,8.98537738585579,707.053986763789,59.2249158018366,0.083762933114784,3.7629268540747,0,NA,NA,NA,NA,NA,NA,NA,"1A-E2"
"man",6.8,"E2","1A","Ethanol","Ethanol","Ethanol",537.6,300.31,1.48,841.2,NA,841.2,NA,1.80999999999995,1000,19.86,1.48,5.9641566,4.02983554054054,1120,821.21,NA,664.184738246136,0.384749811700151,0.0229570814709184,2,8.43826688964799,742.255154429698,78.0704161835624,0.105180025652428,4.65827103819696,0,NA,NA,NA,NA,NA,NA,NA,"1A-E2"
"man",11.1,"E2","1A","Ethanol","Ethanol","Ethanol",537.6,300.31,1.48,841.2,NA,841.2,NA,1.80999999999995,1000,19.86,1.48,5.9641566,4.02983554054054,1120,821.21,NA,688.372563789211,0.533079542162165,0.0268139592239941,2,7.11350967281277,796.540886293751,108.16832250454,0.135797577206413,5.4408784422687,0,NA,NA,NA,NA,NA,NA,NA,"1A-E2"
"man",14.8,"E2","1A","Ethanol","Ethanol","Ethanol",537.6,300.31,1.48,841.2,NA,841.2,NA,1.80999999999995,1000,19.86,1.48,5.9641566,4.02983554054054,1120,821.21,NA,698.35172019436,0.622432027294122,0.0198044792984431,2,4.49973041094184,824.650748651588,126.299028457228,0.153154567147054,4.01856971494287,0,NA,NA,NA,NA,NA,NA,NA,"1A-E2"
"man",20.1,"E2","1A","Ethanol","Ethanol","Ethanol",537.6,300.31,1.48,841.2,NA,841.2,NA,1.80999999999995,1000,19.86,1.48,5.9641566,4.02983554054054,1120,821.21,NA,712.088486741314,0.715776267227963,0.00627384482003179,2,1.23957119549025,857.328196748902,145.239710007588,0.169409696961275,1.27303941750253,0,NA,NA,NA,NA,NA,NA,NA,"1A-E2"
"man",31.1,"E2","1A","Ethanol","Ethanol","Ethanol",537.6,300.31,1.48,841.2,NA,841.2,NA,1.80999999999995,1000,19.86,1.48,5.9641566,4.02983554054054,1120,821.21,NA,734.276269416585,0.868670660056651,0.040075662939374,2,6.52439971280478,910.540111255512,176.263841838928,0.19358163320876,8.13183941711042,0,NA,NA,NA,NA,NA,NA,NA,"1A-E2"
"man",0,"E3","1A","Ethanol","Ethanol","Ethanol",536.89,331.33,1.52,871.6,NA,871.6,NA,1.86000000000001,1000,19.86,1.52,6.5802138,4.32908802631579,1120,790.15,NA,0,0,0,2,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"1A-E3"
"man",1,"E3","1A","Ethanol","Ethanol","Ethanol",536.89,331.33,1.52,871.6,NA,871.6,NA,1.86000000000001,1000,19.86,1.52,6.5802138,4.32908802631579,1120,790.15,NA,64.1163824223985,0.0727859807868389,0.0119552492043296,2,23.2287528223707,79.9822896685191,15.8659072461206,0.198367755060223,2.60600836767797,0,NA,NA,NA,NA,NA,NA,NA,"1A-E3"
"man",1.8,"E3","1A","Ethanol","Ethanol","Ethanol",536.89,331.33,1.52,871.6,NA,871.6,NA,1.86000000000001,1000,19.86,1.52,6.5802138,4.32908802631579,1120,790.15,NA,153.202971314879,0.125851251327388,0.0141090134203207,2,15.8545568043782,180.636060197974,27.4330888830944,0.15186939337045,3.07548645825978,0,NA,NA,NA,NA,NA,NA,NA,"1A-E3"
"man",3,"E3","1A","Ethanol","Ethanol","Ethanol",536.89,331.33,1.52,871.6,NA,871.6,NA,1.86000000000001,1000,19.86,1.52,6.5802138,4.32908802631579,1120,790.15,NA,529.242422332498,0.201902100184228,0.0181469097774268,2,12.710915784918,573.253095262787,44.0106729302896,0.07677354608982,3.95566816878606,0,NA,NA,NA,NA,NA,NA,NA,"1A-E3"
"man",4.6,"E3","1A","Ethanol","Ethanol","Ethanol",536.89,331.33,1.52,871.6,NA,871.6,NA,1.86000000000001,1000,19.86,1.52,6.5802138,4.32908802631579,1120,790.15,NA,667.892080795196,0.291874647486658,0.0185446097167279,2,8.98537738585579,731.514993263455,63.6229124682595,0.0869741742194826,4.0423589062128,0,NA,NA,NA,NA,NA,NA,NA,"1A-E3"
"man",6.8,"E3","1A","Ethanol","Ethanol","Ethanol",536.89,331.33,1.52,871.6,NA,871.6,NA,1.86000000000001,1000,19.86,1.52,6.5802138,4.32908802631579,1120,790.15,NA,685.657154398182,0.384749811700151,0.0229570814709184,2,8.43826688964799,769.525019602532,83.8678652043494,0.108986534638819,5.00419066036802,0,NA,NA,NA,NA,NA,NA,NA,"1A-E3"
"man",11.1,"E3","1A","Ethanol","Ethanol","Ethanol",536.89,331.33,1.52,871.6,NA,871.6,NA,1.86000000000001,1000,19.86,1.52,6.5802138,4.32908802631579,1120,790.15,NA,707.914532236185,0.533079542162165,0.0268139592239941,2,7.11350967281277,824.115351120783,116.200818884599,0.141000672692928,5.84491388795129,0,NA,NA,NA,NA,NA,NA,NA,"1A-E3"
"man",14.8,"E3","1A","Ethanol","Ethanol","Ethanol",536.89,331.33,1.52,871.6,NA,871.6,NA,1.86000000000001,1000,19.86,1.52,6.5802138,4.32908802631579,1120,790.15,NA,717.508583253449,0.622432027294122,0.0198044792984431,2,4.49973041094184,853.186480360924,135.677897107475,0.159024902797427,4.3169856091797,0,NA,NA,NA,NA,NA,NA,NA,"1A-E3"
"man",20.1,"E3","1A","Ethanol","Ethanol","Ethanol",536.89,331.33,1.52,871.6,NA,871.6,NA,1.86000000000001,1000,19.86,1.52,6.5802138,4.32908802631579,1120,790.15,NA,729.142365251153,0.715776267227963,0.00627384482003179,2,1.23957119549025,885.16746434368,156.025099092527,0.176266192983284,1.36757434488232,0,NA,NA,NA,NA,NA,NA,NA,"1A-E3"
"man",31.1,"E3","1A","Ethanol","Ethanol","Ethanol",536.89,331.33,1.52,871.6,NA,871.6,NA,1.86000000000001,1000,19.86,1.52,6.5802138,4.32908802631579,1120,790.15,NA,751.254712866475,0.868670660056651,0.040075662939374,2,6.52439971280478,940.607771943166,189.353059076691,0.201309264844276,8.73570355375184,0,NA,NA,NA,NA,NA,NA,NA,"1A-E3"
"man",0,"A1","1A","FI1","A","A",538.12,281.87,3.89,826.2,NA,826.2,NA,2.32000000000005,821,19.86,3.19369,5.5979382,1.75281201368949,1120,837.24,NA,0,0,0,2,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"1A-A1"
"man",1,"A1","1A","FI1","A","A",538.12,281.87,3.89,826.2,NA,826.2,NA,2.32000000000005,821,19.86,3.19369,5.5979382,1.75281201368949,1120,837.24,NA,115.842316890624,0.0727859807868389,0.0119552492043296,2,23.2287528223707,122.266291792505,6.42397490188036,0.0525408500388835,1.05515128056398,0,NA,NA,NA,NA,NA,NA,NA,"1A-A1"
"man",1.8,"A1","1A","FI1","A","A",538.12,281.87,3.89,826.2,NA,826.2,NA,2.32000000000005,821,19.86,3.19369,5.5979382,1.75281201368949,1120,837.24,NA,221.696048970814,0.125851251327388,0.0141090134203207,2,15.8545568043782,232.803480253015,11.1074312822005,0.0477116204196293,1.24523908481593,0,NA,NA,NA,NA,NA,NA,NA,"1A-A1"
"man",3,"A1","1A","FI1","A","A",538.12,281.87,3.89,826.2,NA,826.2,NA,2.32000000000005,821,19.86,3.19369,5.5979382,1.75281201368949,1120,837.24,NA,284.505473166756,0.201902100184228,0.0181469097774268,2,12.710915784918,302.32503141409,17.819558247334,0.058941722966124,1.60161739522724,0,NA,NA,NA,NA,NA,NA,NA,"1A-A1"
"man",4.6,"A1","1A","FI1","A","A",538.12,281.87,3.89,826.2,NA,826.2,NA,2.32000000000005,821,19.86,3.19369,5.5979382,1.75281201368949,1120,837.24,NA,317.873392029326,0.291874647486658,0.0185446097167279,2,8.98537738585579,343.633784204855,25.7603921755287,0.0749646669204441,1.63671775934862,0,NA,NA,NA,NA,NA,NA,NA,"1A-A1"
"man",6.8,"A1","1A","FI1","A","A",538.12,281.87,3.89,826.2,NA,826.2,NA,2.32000000000005,821,19.86,3.19369,5.5979382,1.75281201368949,1120,837.24,NA,340.010202008973,0.384749811700151,0.0229570814709184,2,8.43826688964799,373.967608464804,33.9574064558306,0.090803068734298,2.02615549856366,0,NA,NA,NA,NA,NA,NA,NA,"1A-A1"
"man",11.1,"A1","1A","FI1","A","A",538.12,281.87,3.89,826.2,NA,826.2,NA,2.32000000000005,821,19.86,3.19369,5.5979382,1.75281201368949,1120,837.24,NA,358.917528730333,0.533079542162165,0.0268139592239941,2,7.11350967281277,405.966281285919,47.048752555586,0.115893252036984,2.36655739488404,0,NA,NA,NA,NA,NA,NA,NA,"1A-A1"
"man",14.8,"A1","1A","FI1","A","A",538.12,281.87,3.89,826.2,NA,826.2,NA,2.32000000000005,821,19.86,3.19369,5.5979382,1.75281201368949,1120,837.24,NA,367.147727893369,0.622432027294122,0.0198044792984431,2,4.49973041094184,422.08258867616,54.9348607827918,0.130151923478038,1.74791184487291,0,NA,NA,NA,NA,NA,NA,NA,"1A-A1"
"man",20.1,"A1","1A","FI1","A","A",538.12,281.87,3.89,826.2,NA,826.2,NA,2.32000000000005,821,19.86,3.19369,5.5979382,1.75281201368949,1120,837.24,NA,376.53151166683,0.715776267227963,0.00627384482003179,2,1.23957119549025,439.704786606961,63.1732749401307,0.143672020101522,0.553719565587881,0,NA,NA,NA,NA,NA,NA,NA,"1A-A1"
"man",31.1,"A1","1A","FI1","A","A",538.12,281.87,3.89,826.2,NA,826.2,NA,2.32000000000005,821,19.86,3.19369,5.5979382,1.75281201368949,1120,837.24,NA,385.24736843178,0.868670660056651,0.040075662939374,2,6.52439971280478,461.914859312287,76.6674908805076,0.165977537493928,3.53701427274449,0,NA,NA,NA,NA,NA,NA,NA,"1A-A1"
"man",0,"A2","1A","FI1","A","A",540.96,296.05,3.82,842.7,NA,842.7,NA,1.87,821,19.86,3.13622,5.879553,1.87472594397077,1120,823.13,NA,0,0,0,2,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"1A-A2"
"man",1,"A2","1A","FI1","A","A",540.96,296.05,3.82,842.7,NA,842.7,NA,1.87,821,19.86,3.13622,5.879553,1.87472594397077,1120,823.13,NA,115.484522276772,0.0727859807868389,0.0119552492043296,2,23.2287528223707,122.35530609039,6.87078381361756,0.0561543592440673,1.12854057653537,0,NA,NA,NA,NA,NA,NA,NA,"1A-A2"
"man",1.8,"A2","1A","FI1","A","A",540.96,296.05,3.82,842.7,NA,842.7,NA,1.87,821,19.86,3.13622,5.879553,1.87472594397077,1120,823.13,NA,228.41845348739,0.125851251327388,0.0141090134203207,2,15.8545568043782,240.298443716223,11.8799902288338,0.0494384817692092,1.33184962250287,0,NA,NA,NA,NA,NA,NA,NA,"1A-A2"
"man",3,"A2","1A","FI1","A","A",540.96,296.05,3.82,842.7,NA,842.7,NA,1.87,821,19.86,3.13622,5.879553,1.87472594397077,1120,823.13,NA,287.144220059964,0.201902100184228,0.0181469097774268,2,12.710915784918,306.203188104151,19.0589680441871,0.0622428791881308,1.71301523477536,0,NA,NA,NA,NA,NA,NA,NA,"1A-A2"
"man",4.6,"A2","1A","FI1","A","A",540.96,296.05,3.82,842.7,NA,842.7,NA,1.87,821,19.86,3.13622,5.879553,1.87472594397077,1120,823.13,NA,320.215174943055,0.291874647486658,0.0185446097167279,2,8.98537738585579,347.767288439055,27.552113496,0.0792257190711264,1.75055694646335,0,NA,NA,NA,NA,NA,NA,NA,"1A-A2"
"man",6.8,"A2","1A","FI1","A","A",540.96,296.05,3.82,842.7,NA,842.7,NA,1.87,821,19.86,3.13622,5.879553,1.87472594397077,1120,823.13,NA,341.511699049704,0.384749811700151,0.0229570814709184,2,8.43826688964799,377.830956548804,36.3192574991008,0.0961256796712723,2.16708138123773,0,NA,NA,NA,NA,NA,NA,NA,"1A-A2"
"man",11.1,"A2","1A","FI1","A","A",540.96,296.05,3.82,842.7,NA,842.7,NA,1.87,821,19.86,3.13622,5.879553,1.87472594397077,1120,823.13,NA,360.284925918482,0.533079542162165,0.0268139592239941,2,7.11350967281277,410.606076366189,50.3211504477074,0.122553350629984,2.53115936645499,0,NA,NA,NA,NA,NA,NA,NA,"1A-A2"
"man",14.8,"A2","1A","FI1","A","A",540.96,296.05,3.82,842.7,NA,842.7,NA,1.87,821,19.86,3.13622,5.879553,1.87472594397077,1120,823.13,NA,369.130989193925,0.622432027294122,0.0198044792984431,2,4.49973041094184,427.886753037158,58.7557638432332,0.13731615532891,1.86948495204548,0,NA,NA,NA,NA,NA,NA,NA,"1A-A2"
"man",20.1,"A2","1A","FI1","A","A",540.96,296.05,3.82,842.7,NA,842.7,NA,1.87,821,19.86,3.13622,5.879553,1.87472594397077,1120,823.13,NA,377.067564974142,0.715776267227963,0.00627384482003179,2,1.23957119549025,444.634752197244,67.5671872231025,0.151961102656072,0.592232610904341,0,NA,NA,NA,NA,NA,NA,NA,"1A-A2"
"man",31.1,"A2","1A","FI1","A","A",540.96,296.05,3.82,842.7,NA,842.7,NA,1.87,821,19.86,3.13622,5.879553,1.87472594397077,1120,823.13,NA,386.482736027333,0.868670660056651,0.040075662939374,2,6.52439971280478,468.482706982741,81.9999709554086,0.175033079627482,3.78302542972167,0,NA,NA,NA,NA,NA,NA,NA,"1A-A2"
"man",0,"A3","1A","FI1","A","A",527.29,296.7,3.49,839.3,NA,839.3,NA,11.8199999999999,821,19.86,2.86529,5.892462,2.05649759710186,1120,822.81,"May be error in tare. Check original data sheet.",0,0,0,2,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"1A-A3"
"man",1,"A3","1A","FI1","A","A",527.29,296.7,3.49,839.3,NA,839.3,NA,11.8199999999999,821,19.86,2.86529,5.892462,2.05649759710186,1120,822.81,"May be error in tare. Check original data sheet.",118.292125286606,0.0727859807868389,0.0119552492043296,2,23.2287528223707,125.829093795712,7.53696850910557,0.0598984565631706,1.23796280269173,0,NA,NA,NA,NA,NA,NA,NA,"1A-A3"
