"exper","descrip","method","B.mn","B.sd","k.mn","k.sd","B.lwr","B.upr","k.lwr","k.upr"
"IISBMP1","Cellulose","gdc",258.912684042708,54.8804691752414,0.863317038958474,0.383183704451311,204.032214867467,313.793153217949,0.480133334507163,1.24650074340978
"IISBMP1","Cellulose","gdi",362.775653832758,64.0320312504559,0.500762510042629,0.141425486644574,298.743622582302,426.807685083214,0.359337023398055,0.642187996687203
"IISBMP1","Cellulose","gdt",316.174454237995,15.1607753713751,0.54063469664317,0.014551625760292,301.01367886662,331.33522960937,0.526083070882878,0.555186322403462
"IISBMP1","Cellulose","gdv",402.89110237871,7.99132588128431,0.484516715862672,0.0345932772166707,394.899776497425,410.882428259994,0.449923438646001,0.519109993079343
"IISBMP1","Cellulose","grav",313.727069403405,29.7515189130556,0.514079553106778,0.0294543240612395,283.975550490349,343.478588316461,0.484625229045539,0.543533877168018
"IISBMP1","Cellulose","man",289.775809389828,2.18551587771753,0.568150643578796,0.0298928669349226,287.590293512111,291.961325267546,0.538257776643873,0.598043510513718
"IISBMP1","Cellulose","vol",296.448638890481,4.02953350138045,0.569771113878049,0.0271234458272268,292.4191053891,300.478172391861,0.542647668050822,0.596894559705275
"IISBMP1","Ethanol","gdc",493.066093580955,39.4091663345748,1.0921497152023,0.298568468902699,453.65692724638,532.475259915529,0.793581246299601,1.390718184105
"IISBMP1","Ethanol","gdi",579.702266863122,41.2552163879588,0.801277686130391,0.16820982262362,538.447050475163,620.957483251081,0.633067863506771,0.96948750875401
"IISBMP1","Ethanol","gdt",495.514515934446,32.59726301539,0.93191043947503,0.0590404340214611,462.917252919056,528.111778949836,0.872870005453569,0.990950873496491
"IISBMP1","Ethanol","gdv",516.005944165913,27.2588114092769,0.880458019331849,0.0962249092515247,488.747132756636,543.264755575189,0.784233110080324,0.976682928583374
"IISBMP1","Ethanol","grav",599.654737973171,34.2542760187951,0.898792355136427,0.0895749442373954,565.400461954376,633.909013991966,0.809217410899032,0.988367299373822
"IISBMP1","Ethanol","man",544.249797287207,9.66471521971432,0.934669856454717,0.0478956796166232,534.585082067492,553.914512506921,0.886774176838094,0.98256553607134
"IISBMP1","Ethanol","vol",554.497214213582,13.7255922352206,0.930957486644282,0.0588451455462982,540.771621978362,568.222806448803,0.872112341097984,0.98980263219058
"IISBMP1","FI1","gdc",222.409526073542,4.8510944947298,0.90847270526982,0.0882600946835403,217.558431578812,227.260620568271,0.820212610586279,0.99673279995336
"IISBMP1","FI1","gdi",241.847126268041,6.14405649532512,0.716126072952644,0.077615713210031,235.703069772716,247.991182763366,0.638510359742612,0.793741786162675
"IISBMP1","FI1","gdt",211.588445857359,4.97691673555498,1.03211726763096,0.0582083858125466,206.611529121804,216.565362592914,0.973908881818418,1.09032565344351
"IISBMP1","FI1","gdv",190.271279615048,27.3004864175859,1.19148397153171,0.194213063611491,162.970793197462,217.571766032634,0.997270907920217,1.3856970351432
"IISBMP1","FI1","grav",209.679871142652,4.61852204465078,1.00512813849013,0.174927803255155,205.061349098001,214.298393187303,0.830200335234972,1.18005594174528
"IISBMP1","FI1","man",204.747987092321,6.70059783435067,0.969634020321483,0.104753047461656,198.04738925797,211.448584926672,0.864880972859827,1.07438706778314
"IISBMP1","FI1","vol",213.793412396332,2.46591960592212,0.958325812255499,0.0791243620929136,211.32749279041,216.259332002254,0.879201450162586,1.03745017434841
"IISBMP1","FI2","gdc",202.245832131567,55.0601461449697,1.81533207857576,1.56006043051793,147.185685986597,257.305978276536,0.255271648057826,3.3753925090937
"IISBMP1","FI2","gdi",210.227338303852,69.3198539784957,1.63591561704502,1.54486898050426,140.907484325356,279.547192282347,0.0910466365407612,3.18078459754927
"IISBMP1","FI2","gdt",201.412135669087,36.2474348423235,1.38153545028799,0.520806694540586,165.164700826764,237.65957051141,0.860728755747401,1.90234214482857
"IISBMP1","FI2","gdv",193.825484581511,54.3884035789841,1.43087429477129,0.354011811606727,139.437081002527,248.213888160495,1.07686248316457,1.78488610637802
"IISBMP1","FI2","grav",217.249884688355,16.4601716796605,1.06722066805763,0.318503889132964,200.789713008695,233.710056368016,0.748716778924665,1.38572455719059
"IISBMP1","FI2","man",211.128685844327,15.4873776399269,1.03692767823296,0.281530577992423,195.6413082044,226.616063484253,0.755397100240537,1.31845825622538
"IISBMP1","FI2","vol",210.963760549481,28.9272867978535,1.1884706717237,0.514715680245198,182.036473751627,239.891047347334,0.673754991478506,1.7031863519689
"IISBMP1","FI3","gdc",305.150009037733,12.1269051837637,0.687390807308217,0.0813668988967996,293.023103853969,317.276914221496,0.606023908411417,0.768757706205016
"IISBMP1","FI3","gdi",368.955577226905,14.5035311720722,0.450723618832127,0.0399440484406341,354.452046054833,383.459108398977,0.410779570391493,0.490667667272761
"IISBMP1","FI3","gdt",315.446639278997,22.2373433972083,0.516767315653324,0.0354214222738181,293.209295881789,337.683982676206,0.481345893379506,0.552188737927142
"IISBMP1","FI3","gdv",382.862442631894,74.3192191934586,0.404716453547248,0.0735989368154707,308.543223438435,457.181661825352,0.331117516731777,0.478315390362719
"IISBMP1","FI3","grav",370.714784580684,14.6987641800679,0.426235181561333,0.0397213646922245,356.016020400617,385.413548760752,0.386513816869108,0.465956546253557
"IISBMP1","FI3","man",323.902204415059,15.1565139391134,0.511454586347071,0.040936287270425,308.745690475946,339.058718354172,0.470518299076646,0.552390873617496
"IISBMP1","FI3","vol",340.825158064167,14.2310779658942,0.505910506394802,0.0453630176079846,326.594080098273,355.056236030061,0.460547488786818,0.551273524002787
"TH","Cellulose","gdt",182.373576731525,70.0595497903449,0.564439177795503,0.0536998406037968,112.31402694118,252.43312652187,0.510739337191706,0.6181390183993
"TH","Cellulose","gdv",423.030172754154,34.6583127629729,0.323465232089343,0.0093965540319921,388.371859991181,457.688485517127,0.314068678057351,0.332861786121335
"TH","Cellulose","grav",204.364126424286,2.47641574154297,0.571044934607365,0.0135698860884052,201.887710682743,206.840542165829,0.55747504851896,0.58461482069577
"TH","Cellulose","man",187.30345013367,18.5037861468407,0.551540979484053,0.0506352888443283,168.799663986829,205.807236280511,0.500905690639725,0.602176268328381
"TH","Cellulose","vol",211.577150144705,20.8201336523835,0.538108368838647,0.0517707158355545,190.757016492321,232.397283797089,0.486337653003092,0.589879084674201
"TH","Ethanol","gdt",404.883758492405,25.1161640494037,0.596469176664688,0.0397317811610313,379.767594443001,429.999922541808,0.556737395503657,0.63620095782572
"TH","Ethanol","gdv",371.57389415424,12.9581307998221,0.694891293806342,0.0783580259037484,358.615763354418,384.532024954062,0.616533267902594,0.773249319710091
"TH","Ethanol","grav",425.339264047264,25.2156083868511,0.670831275082869,0.078844489857688,400.123655660413,450.554872434115,0.591986785225181,0.749675764940557
"TH","Ethanol","man",400.905162171675,13.2648394193053,0.627344514588866,0.0416466949586718,387.640322752369,414.17000159098,0.585697819630194,0.668991209547538
"TH","Ethanol","vol",462.493422687405,15.8358128282446,0.591626690440746,0.0393459711583834,446.657609859161,478.32923551565,0.552280719282362,0.630972661599129
"TH","A","gdt",127.05015841173,9.34669166120087,0.420895499053252,0.0415293721243412,117.703466750529,136.396850072931,0.379366126928911,0.462424871177593
"TH","A","gdv",194.737357366061,63.4825801747403,0.289389914101975,0.136145040572,131.254777191321,258.219937540801,0.153244873529974,0.425534954673975
"TH","A","grav",105.82114372202,43.5832463315743,0.689036172360088,0.407463658938199,62.2378973904457,149.404390053594,0.281572513421888,1.09649983129829
"TH","A","man",118.077098289258,8.32869998475707,0.436720644644484,0.0521181749006777,109.748398304501,126.405798274015,0.384602469743806,0.488838819545161
"TH","A","vol",138.035703973384,9.1386938748569,0.428892383655964,0.0420765059177387,128.897010098528,147.174397848241,0.386815877738225,0.470968889573703
"TH","C3","gdt",82.9373799347972,16.5695114070516,0.480233398837054,0.0321088858460346,66.3678685277456,99.5068913418488,0.448124512991019,0.512342284683088
"TH","C3","gdv",117.790553050496,6.11969351564795,0.433167110045743,0.0119927820138012,111.670859534848,123.910246566144,0.421174328031941,0.445159892059544
"TH","C3","grav",145.999855840711,3.70670401681264,0.413302480357259,0.0130261450603891,142.293151823898,149.706559857524,0.40027633529687,0.426328625417648
"TH","C3","man",106.536680213959,13.7043293309122,0.480864771294184,0.034700812649824,92.8323508830465,120.241009544871,0.44616395864436,0.515565583944008
"TH","C3","vol",122.524829376809,14.5011488810539,0.470971933435517,0.0309270473340812,108.023680495755,137.025978257863,0.440044886101435,0.501898980769598
"TH","C4","gdt",86.6656726350572,20.2639672925682,0.59601586043285,0.135286194655992,66.401705342489,106.929639927625,0.460729665776858,0.731302055088842
"TH","C4","gdv",104.589878177078,36.0125167479898,0.603148645214108,0.330276044136256,68.5773614290886,140.602394925068,0.272872601077851,0.933424689350364
"TH","C4","grav",121.632449679474,45.6125487305535,0.59062184035552,0.346177883010265,76.0199009489204,167.244998410027,0.244443957345254,0.936799723365785
"TH","C4","man",86.4512204973209,28.907283251859,0.606922599396495,0.144530608261321,57.5439372454619,115.35850374918,0.462391991135174,0.751453207657816
"TH","C4","vol",101.390223899793,30.5864888061887,0.602275811788004,0.148512361511952,70.8037350936038,131.976712705981,0.453763450276052,0.750788173299957
"TH","C5","gdt",74.6148341950859,30.4540834379161,0.710801956122679,0.481185240100103,44.1607507571698,105.068917633002,0.229616716022576,1.19198719622278
"TH","C5","gdv",122.988011581277,107.513050204707,0.671290975380875,0.428164074797463,15.4749613765707,230.501061785984,0.243126900583412,1.09945505017834
"TH","C5","grav",70.2834613928373,6.31092188513154,0.943676275453494,0.13254250751129,63.9725395077058,76.5943832779689,0.811133767942204,1.07621878296478
"TH","C5","man",55.090090725027,8.18671810226304,1.02996242355647,0.268114416853703,46.903372622764,63.27680882729,0.761848006702766,1.29807684041017
"TH","C5","vol",64.0417459278836,8.02472035787887,1.00642063422558,0.239060439333886,56.0170255700047,72.0664662857625,0.76736019489169,1.24548107355946
"TH","C6","gdt",83.0351392079803,6.00928729185524,0.492644201652968,0.24599104618475,77.0258519161251,89.0444264998356,0.246653155468218,0.738635247837718
"TH","C6","gdv",248.591443360425,143.285673217891,0.266947892431956,0.188252837012199,105.305770142534,391.877116578316,0.0786950554197562,0.455200729444155
"TH","C6","grav",96.816924311737,34.4346728583279,0.656708052791378,0.181810782615274,62.3822514534091,131.251597170065,0.474897270176104,0.838518835406653
"TH","C6","man",78.9834681344095,3.20151383335765,0.586944549560168,0.0971141569674734,75.7819543010518,82.1849819677671,0.489830392592694,0.684058706527641
"TH","C6","vol",90.9315009802735,4.69102274231886,0.583754088282596,0.108551475345546,86.2404782379546,95.6225237225923,0.47520261293705,0.692305563628142
"TH","HS1","gdt",126.146495857519,28.501847988782,0.38975499912323,0.0387467096904095,97.6446478687365,154.648343846301,0.35100828943282,0.428501708813639
"TH","HS1","gdv",207.191573773775,59.3263420720784,0.282318741188451,0.0851530781988105,147.865231701696,266.517915845853,0.19716566298964,0.367471819387261
"TH","HS1","grav",228.743663774059,56.9752700977372,0.280741795474932,0.0845300006762748,171.768393676322,285.718933871796,0.196211794798658,0.365271796151207
"TH","HS1","man",129.198328949054,18.6632091126327,0.402348801125701,0.0383339799118266,110.535119836421,147.861538061687,0.364014821213874,0.440682781037528
"TH","HS1","vol",153.119394999336,16.6058894761277,0.392162766355472,0.0371205736057857,136.513505523208,169.725284475464,0.355042192749686,0.429283339961258
"TH","HS2","gdt",127.52544057856,53.0239886745942,0.272492469819437,0.0479341307434459,74.5014519039658,180.549429253154,0.224558339075991,0.320426600562883
"TH","HS2","gdv",274.653361803016,154.555537884752,0.172443038978921,0.0652167925997573,120.097823918263,429.208899687768,0.107226246379163,0.237659831578678
"TH","HS2","grav",224.557425764768,36.0039385151153,0.220511831574665,0.042475789161147,188.553487249653,260.561364279883,0.178036042413517,0.262987620735812
"TH","HS2","man",147.623720326716,36.0597394882775,0.275421870759714,0.0473814009136174,111.563980838439,183.683459814994,0.228040469846097,0.322803271673332
"TH","HS2","vol",174.223997606084,42.7524134217565,0.270999744460815,0.0434151027494757,131.471584184328,216.976411027841,0.227584641711339,0.314414847210291
"TH","RS","gdt",89.5151067123358,10.2233202503526,0.543084295913135,0.0322471478342355,79.2917864619832,99.7384269626884,0.510837148078899,0.57533144374737
"TH","RS","gdv",198.780901582883,34.0861484187504,0.251036110032522,0.0489181525348596,164.694753164132,232.867050001633,0.202117957497663,0.299954262567382
"TH","RS","grav",135.401509331728,55.2277990912701,0.442580535459378,0.161687667988072,80.1737102404582,190.629308422998,0.280892867471306,0.60426820344745
"TH","RS","man",89.8237292006925,6.30467494113017,0.573293723281766,0.0293832221497255,83.5190542595623,96.1284041418227,0.543910501132041,0.602676945431492
"TH","RS","vol",103.675078032407,7.10814206828137,0.556116531934136,0.0316601922623467,96.5669359641255,110.783220100688,0.524456339671789,0.587776724196483
"UQ2","C","gdi",281.097705274682,2.57643443490027,0.522541128387773,0.0127279235825085,278.521270839782,283.674139709582,0.509813204805264,0.535269051970281
"UQ2","C","gdt",405.714206646649,3.98042848908551,0.353498666047961,0.00258315861147525,401.733778157564,409.694635135735,0.350915507436486,0.356081824659436
"UQ2","C","gdv",396.429217678121,4.01962911451155,0.368483247076283,0.00283731832415734,392.40958856361,400.448846792633,0.365645928752126,0.371320565400441
"UQ2","C","grav",291.159284173196,5.54670278408239,0.512452118554534,0.0180677064523738,285.612581389114,296.705986957278,0.49438441210216,0.530519825006908
"UQ2","C","man",280.657391980043,15.8325080978445,0.500057933945715,0.0224726483398494,264.824883882199,296.489900077888,0.477585285605866,0.522530582285565
"UQ2","L","gdi",212.593375226095,4.75156494856531,0.577952710557236,0.023078083264787,207.841810277529,217.34494017466,0.554874627292449,0.601030793822023
"UQ2","L","gdt",235.860028709164,6.12736284828117,0.519557879673689,0.00930086072667165,229.732665860883,241.987391557445,0.510257018947017,0.528858740400361
"UQ2","L","gdv",249.50997922489,4.99157215343267,0.499993307391748,0.00506229061018386,244.518407071457,254.501551378323,0.494931016781565,0.505055598001932
"UQ2","L","grav",232.472089598129,0.828858589606385,0.562193163399831,0.0109469049114641,231.643231008522,233.300948187735,0.551246258488367,0.573140068311295
"UQ2","L","man",201.513295101716,4.93042300274933,0.555332305571383,0.0190235520784565,196.582872098967,206.443718104466,0.536308753492927,0.57435585764984
