"id","date","day","time","vol","mass.init","mass.final","notes","date.time","start.time","time.d","mass.tot","cmass.tot","mass.vent","mass.leak","cmass.vent","cmass.leak","leaked"
"L2","18112018",5.85902777777665,"0907",63.5,187.8126,187.7285,NA,2018-11-18 09:07:00,2018-11-12 12:30:00,5.85902777777778,0.0834000000000117,0.775750000000016,0.0841000000000065,-0.000699999999994816,0.772799999999961,0.0029500000000553,FALSE
"L2","19112018",6.8395833333343,"0839",41.8,187.725,187.6705,NA,2018-11-19 08:39:00,2018-11-12 12:30:00,6.83958333333333,0.0579999999999927,0.833750000000009,0.0544999999999902,0.0035000000000025,0.827299999999951,0.0064500000000578,FALSE
"L2","21112018",8.91666666666424,"1030",54.1,187.6746,187.6082,NA,2018-11-21 10:30:00,2018-11-12 12:30:00,8.91666666666667,0.0622999999999934,0.896050000000002,0.0663999999999874,-0.004099999999994,0.893699999999939,0.0023500000000638,FALSE
"L2","23112018",10.878472222219,"0935",36.5,187.612,187.568,NA,2018-11-23 09:35:00,2018-11-12 12:30:00,10.8784722222222,0.0401999999999987,0.936250000000001,0.0439999999999827,-0.00379999999998404,0.937699999999921,-0.00144999999992024,FALSE
"L2","25112018",13.125,"1530",24,187.5669,187.5375,NA,2018-11-25 15:30:00,2018-11-12 12:30:00,13.125,0.0305000000000177,0.966750000000019,0.0294000000000096,0.00110000000000809,0.967099999999931,-0.000349999999912143,FALSE
"L2","28112018",15.8541666666642,"0900",21.1,187.5363,187.5093,NA,2018-11-28 09:00:00,2018-11-12 12:30:00,15.8541666666667,0.0281999999999982,0.994950000000017,0.0270000000000152,0.00119999999998299,0.994099999999946,0.00085000000007085,FALSE
"L2","01122018",18.909722222219,"1020",17.1,187.5113,187.4903,NA,2018-12-01 10:20:00,2018-11-12 12:30:00,18.9097222222222,0.0190000000000055,1.01395000000002,0.021000000000015,-0.00200000000000955,1.01509999999996,-0.0011499999999387,FALSE
"L2","05122018",22.8611111111095,"0910",18.5,187.4854,187.4627,NA,2018-12-05 09:10:00,2018-11-12 12:30:00,22.8611111111111,0.0275999999999783,1.04155,0.0226999999999862,0.00489999999999213,1.03779999999995,0.00375000000005343,FALSE
"L2","09122018",27.1458333333285,"1600",20.5,187.4612,187.4368,NA,2018-12-09 16:00:00,2018-11-12 12:30:00,27.1458333333333,0.0259000000000071,1.06745000000001,0.0243999999999858,0.00150000000002137,1.06219999999993,0.00525000000007481,FALSE
"L3","12112018",0,"1230",0,184.1758,184.1758,NA,2018-11-12 12:30:00,2018-11-12 12:30:00,0,0,0,0,0,0,0,FALSE
"L3","13112018",0.840277777773736,"0840",28.5,184.1746,184.1394,NA,2018-11-13 08:40:00,2018-11-12 12:30:00,0.840277777777778,0.0364000000000146,0.0364000000000146,0.0352000000000032,0.00120000000001141,0.0352000000000032,0.00120000000001141,FALSE
"L3","14112018",1.84375,"0845",48,184.1405,184.0832,NA,2018-11-14 08:45:00,2018-11-12 12:30:00,1.84375,0.0561999999999898,0.0926000000000045,0.0572999999999979,-0.00110000000000809,0.0925000000000011,0.00010000000000332,FALSE
"L3","15112018",2.85069444444525,"0855",163.6,184.0796,183.8813,NA,2018-11-15 08:55:00,2018-11-12 12:30:00,2.85069444444444,0.201899999999995,0.294499999999999,0.198299999999989,0.00360000000000582,0.29079999999999,0.00370000000000914,FALSE
"L3","16112018",3.80902777777374,"0755",178.75,183.882,183.6568,NA,2018-11-16 07:55:00,2018-11-12 12:30:00,3.80902777777778,0.224500000000006,0.519000000000005,0.225200000000001,-0.000699999999994816,0.515999999999991,0.00300000000001432,FALSE
"L3","17112018",4.86111111110949,"0910",125.16,183.6551,183.4936,NA,2018-11-17 09:10:00,2018-11-12 12:30:00,4.86111111111111,0.163200000000018,0.682200000000023,0.161500000000018,0.00169999999999959,0.677500000000009,0.00470000000001392,FALSE
"L3","18112018",5.85902777777665,"0907",65,183.496,183.4102,NA,2018-11-18 09:07:00,2018-11-12 12:30:00,5.85902777777778,0.0833999999999833,0.765600000000006,0.0858000000000061,-0.00240000000002283,0.763300000000015,0.00229999999999109,FALSE
"L3","19112018",6.8395833333343,"0839",44,183.4064,183.3495,NA,2018-11-19 08:39:00,2018-11-12 12:30:00,6.83958333333333,0.0606999999999971,0.826300000000003,0.0568999999999846,0.00380000000001246,0.8202,0.00610000000000355,FALSE
"L3","21112018",8.91666666666424,"1030",52,183.3526,183.2897,NA,2018-11-21 10:30:00,2018-11-12 12:30:00,8.91666666666667,0.0597999999999956,0.886099999999999,0.0628999999999849,-0.00309999999998922,0.883099999999985,0.00300000000001432,FALSE
"L3","23112018",10.878472222219,"0935",33.1,183.2933,183.2531,NA,2018-11-23 09:35:00,2018-11-12 12:30:00,10.8784722222222,0.0366000000000213,0.92270000000002,0.0401999999999987,-0.0035999999999774,0.923299999999983,-0.000599999999963075,FALSE
"L3","25112018",13.125,"1530",25,183.2527,183.2222,NA,2018-11-25 15:30:00,2018-11-12 12:30:00,13.125,0.0309000000000026,0.953600000000023,0.0305000000000177,0.000399999999984857,0.953800000000001,-0.000199999999978218,FALSE
"L3","28112018",15.8541666666642,"0900",24.2,183.2204,183.193,NA,2018-11-28 09:00:00,2018-11-12 12:30:00,15.8541666666667,0.0291999999999746,0.982799999999997,0.0274000000000001,0.00179999999997449,0.981200000000001,0.00159999999999627,FALSE
"L3","01122018",18.909722222219,"1020",20.1,183.1938,183.1691,NA,2018-12-01 10:20:00,2018-11-12 12:30:00,18.9097222222222,0.023900000000026,1.00670000000002,0.0247000000000241,-0.000799999999998136,1.00590000000003,0.000799999999998136,FALSE
"L3","05122018",22.8611111111095,"0910",21,183.1638,183.1387,NA,2018-12-05 09:10:00,2018-11-12 12:30:00,22.8611111111111,0.030399999999986,1.03710000000001,0.025100000000009,0.00529999999997699,1.03100000000003,0.00609999999997513,FALSE
"L3","09122018",27.1458333333285,"1600",21,183.1375,183.1118,NA,2018-12-09 16:00:00,2018-11-12 12:30:00,27.1458333333333,0.0269000000000119,1.06400000000002,0.0257000000000005,0.00120000000001141,1.05670000000003,0.00729999999998654,FALSE
