"id","date","day","time","vol","mass.init","mass.final","notes","date.time","start.time","time.d","temp.vol","temp.grav","pres.vol","pres.grav","mass.tot","cmass.tot","mass.vent","mass.leak","cmass.vent","cmass.leak","vBg","cvBg","xCH4","xCH4.lim.flag","vCH4","cvCH4","rvBg","rvCH4"
"C1","12112018",0,"1230",0,188.87815,188.87815,NA,2018-11-12 12:30:00,2018-11-12 12:30:00,0,20,30,1013.25,1500,0,0,0,0,0,0,0,0,0.603905327727479,"",0,0,NA,NA
"C1","13112018",0.840277777773736,"0840",138,188.8779,188.7113,NA,2018-11-13 08:40:00,2018-11-12 12:30:00,0.840277777777778,20,30,1013.25,1500,0.166850000000011,0.166850000000011,0.166600000000017,0.000249999999994088,0.166600000000017,0.000249999999994088,134.729672241073,134.729672241073,0.603905327727479,"",81.5048488961423,81.5048488961423,160.339444650533,96.9975061243346
"C1","14112018",1.84375,"0845",172.9,188.7118,188.5119,NA,2018-11-14 08:45:00,2018-11-12 12:30:00,1.84375,20,30,1013.25,1500,0.199399999999997,0.366250000000008,0.199900000000014,-0.000500000000016598,0.36650000000003,-0.00025000000002251,161.013465057644,295.743137298717,0.603905327727479,"",97.4052554383547,178.910104334497,160.456325040143,97.0682130319936
"C1","15112018",2.85069444444525,"0855",165.5,188.507,188.328,NA,2018-11-15 08:55:00,2018-11-12 12:30:00,2.85069444444444,20,30,1013.25,1500,0.183899999999994,0.550150000000002,0.179000000000002,0.00489999999999213,0.545500000000033,0.00464999999996962,148.497373240221,444.240510538938,0.603905327727479,"",89.8336332753918,268.743737609889,147.473253424772,89.2140909769408
"C1","16112018",3.80902777777374,"0755",101.16,188.3279,188.2215,NA,2018-11-16 07:55:00,2018-11-12 12:30:00,3.80902777777778,20,30,1013.25,1500,0.106500000000011,0.656650000000013,0.106400000000008,0.00010000000000332,0.65190000000004,0.00474999999997294,85.9976631326032,530.238173671541,0.603905327727479,"",52.0243716358376,320.768109245726,89.7366919644555,54.2863008373957
"C1","17112018",4.86111111110949,"0910",60.7,188.22,188.1519,NA,2018-11-17 09:10:00,2018-11-12 12:30:00,4.86111111111111,20,30,1013.25,1500,0.0695999999999799,0.726249999999993,0.0680999999999869,0.00149999999999295,0.720000000000027,0.00624999999996589,56.2012897091721,586.439463380713,0.603905327727479,"",33.9990259704495,354.767135216176,53.4190476443616,32.3159058729025
"C1","18112018",5.85902777777665,"0907",38,188.1555,188.113,NA,2018-11-18 09:07:00,2018-11-12 12:30:00,5.85902777777778,20,30,1013.25,1500,0.0389000000000124,0.765150000000006,0.0424999999999898,-0.0035999999999774,0.762500000000017,0.00264999999998849,31.4113530127604,617.850816393474,0.603905327727479,"",19.0023291702771,373.769464386453,31.4769299501565,19.042000003618
"C1","19112018",6.8395833333343,"0839",29.5,188.1089,188.0759,NA,2018-11-19 08:39:00,2018-11-12 12:30:00,6.83958333333333,20,30,1013.25,1500,0.0371000000000095,0.802250000000015,0.0330000000000155,0.004099999999994,0.795500000000033,0.00674999999998249,29.957871382348,647.808687775821,0.603905327727479,"",18.1230440158673,391.89250840232,30.5519368205248,18.4824244921026
"C1","21112018",8.91666666666424,"1030",41,188.0801,188.0343,NA,2018-11-21 10:30:00,2018-11-12 12:30:00,8.91666666666667,20,30,1013.25,1500,0.0415999999999883,0.843850000000003,0.0457999999999856,-0.00419999999999732,0.841300000000018,0.00254999999998518,33.591575458356,681.400263234177,0.603905327727479,"",20.321256901878,412.213765304198,16.1724736409337,9.78355397482593
"C1","23112018",10.878472222219,"0935",30,188.039,188.0061,NA,2018-11-23 09:35:00,2018-11-12 12:30:00,10.8784722222222,20,30,1013.25,1500,0.0281999999999982,0.872050000000002,0.0328999999999837,-0.00469999999998549,0.874200000000002,-0.00215000000000032,22.7712122097559,704.171475443933,0.603905327727479,"",13.7754674190645,425.989232723263,11.6072727724066,7.02183117998334
"C1","25112018",13.125,"1530",24.33,188.005,187.9777,NA,2018-11-25 15:30:00,2018-11-12 12:30:00,13.125,20,30,1013.25,1500,0.0284000000000049,0.900450000000006,0.0272999999999968,0.00110000000000809,0.901499999999999,-0.00104999999999222,22.9327101686957,727.104185612629,0.603905327727479,"",13.8731657695576,439.86239849282,10.2080688231598,6.17538136264697
"C1","28112018",15.8541666666642,"0900",23,187.9773,187.9509,NA,2018-11-28 09:00:00,2018-11-12 12:30:00,15.8541666666667,20,30,1013.25,1500,0.0268000000000086,0.927250000000015,0.0264000000000237,0.000399999999984857,0.927900000000022,-0.000650000000007367,21.6407264972231,748.744912109852,0.603905327727479,"",13.0915789656408,452.953977458461,7.92942650279932,4.79691443015847
"C1","01122018",18.909722222219,"1020",19.1,187.9522,187.9304,NA,2018-12-01 10:20:00,2018-11-12 12:30:00,18.9097222222222,20,30,1013.25,1500,0.0204999999999984,0.947750000000013,0.0218000000000131,-0.00130000000001473,0.949700000000036,-0.0019500000000221,16.5535407907798,765.298452900632,0.603905327727479,"",10.0140809252063,462.968058383668,5.41752244061883,3.27733557552208
"C1","05122018",22.8611111111095,"0910",20.6,187.925,187.9008,NA,2018-12-05 09:10:00,2018-11-12 12:30:00,22.8611111111111,20,30,1013.25,1500,0.0295999999999879,0.977350000000001,0.0242000000000075,0.00539999999998031,0.973900000000043,0.00344999999995821,23.9016979222887,789.200150822921,0.603905327727479,"",14.4593558724883,477.427414256156,6.04893585379538,3.65930974628877
