"id","date","day","time","vol","mass.init","mass.final","notes","date.time","start.time","time.d","temp.vol","temp.grav","pres.vol","pres.grav","mass.tot","mass.vent","mass.leak","cmass.tot","cmass.leak","cmass.vent","vBg","cvBg","xCH4","xCH4.lim.flag","vCH4","cvCH4","rvBg","rvCH4"
"C1","12112018",0,"1230",0,188.87815,188.87815,NA,2018-11-12 12:30:00,2018-11-12 12:30:00,0,20,30,1013.25,1500,0,0,0,0,0,0,0,0,0.600383824681906,"",0,0,NA,NA
"C1","13112018",0.840277777773736,"0840",138,188.8779,188.7113,NA,2018-11-13 08:40:00,2018-11-12 12:30:00,0.840277777777778,20,30,1013.25,1500,0.166850000000011,0.166600000000017,0.000249999999994088,0.166850000000011,0.000249999999994088,0.166600000000017,125.608160730217,125.608160730217,0.600383824681906,"",75.4131079504675,75.4131079504675,149.484092108688,89.7478309493167
"C1","14112018",1.84375,"0845",172.9,188.7118,188.5119,NA,2018-11-14 08:45:00,2018-11-12 12:30:00,1.84375,20,30,1013.25,1500,0.199399999999997,0.199900000000014,-0.000500000000016598,0.366250000000008,-0.00025000000002251,0.36650000000003,157.374282538077,282.982443268294,0.600383824681906,"",94.4849736567814,169.898081607249,156.829734847633,94.1580360316714
"C1","15112018",2.85069444444525,"0855",165.5,188.507,188.328,NA,2018-11-15 08:55:00,2018-11-12 12:30:00,2.85069444444444,20,30,1013.25,1500,0.183899999999994,0.179000000000002,0.00489999999999213,0.550150000000002,0.00464999999996962,0.545500000000033,150.638772469935,433.621215738229,0.600383824681906,"",90.4410823608868,260.339163968136,149.599884383935,89.8173507583979
"C1","16112018",3.80902777777374,"0755",101.16,188.3279,188.2215,NA,2018-11-16 07:55:00,2018-11-12 12:30:00,3.80902777777778,20,30,1013.25,1500,0.106500000000011,0.106400000000008,0.00010000000000332,0.656650000000013,0.00474999999997294,0.65190000000004,92.0762430396289,525.697458777857,0.600383824681906,"",55.2810869584731,315.620250926609,96.0795579543954,57.6846124784068
"C1","17112018",4.86111111110949,"0910",60.7,188.22,188.1519,NA,2018-11-17 09:10:00,2018-11-12 12:30:00,4.86111111111111,20,30,1013.25,1500,0.0695999999999799,0.0680999999999869,0.00149999999999295,0.726249999999993,0.00624999999996589,0.720000000000027,55.2493866400304,580.946845417888,0.600383824681906,"",33.1708380622709,348.79108898888,52.5142684895339,31.5287173661189
"C1","18112018",5.85902777777665,"0907",38,188.1555,188.113,NA,2018-11-18 09:07:00,2018-11-12 12:30:00,5.85902777777778,20,30,1013.25,1500,0.0389000000000124,0.0424999999999898,-0.0035999999999774,0.765150000000006,0.00264999999998849,0.762500000000017,34.5877544039729,615.534599821861,0.600383824681906,"",20.7659282762157,369.557017265095,34.6599626595135,20.8092809448508
"C1","19112018",6.8395833333343,"0839",29.5,188.1089,188.0759,NA,2018-11-19 08:39:00,2018-11-12 12:30:00,6.83958333333333,20,30,1013.25,1500,0.0371000000000095,0.0330000000000155,0.004099999999994,0.802250000000015,0.00674999999998249,0.795500000000033,26.8510198662421,642.385619688103,0.600383824681906,"",16.1209180039043,385.677935269,27.3834763508418,16.4405962646049
"C1","21112018",8.91666666666424,"1030",41,188.0801,188.0343,NA,2018-11-21 10:30:00,2018-11-12 12:30:00,8.91666666666667,20,30,1013.25,1500,0.0415999999999883,0.0457999999999856,-0.00419999999999732,0.843850000000003,0.00254999999998518,0.841300000000018,37.3183665937602,679.703986281863,0.600383824681906,"",22.4053436664433,408.083278935443,17.966716113345,10.7869257371041
"C1","23112018",10.878472222219,"0935",30,188.039,188.0061,NA,2018-11-23 09:35:00,2018-11-12 12:30:00,10.8784722222222,20,30,1013.25,1500,0.0281999999999982,0.0328999999999837,-0.00469999999998549,0.872050000000002,-0.00215000000000032,0.874200000000002,27.3061218978733,707.010108179736,0.600383824681906,"",16.3941539022756,424.477432837718,13.9188727550222,8.35666605992099
"C1","25112018",13.125,"1530",24.33,188.005,187.9777,NA,2018-11-25 15:30:00,2018-11-12 12:30:00,13.125,20,30,1013.25,1500,0.0284000000000049,0.0272999999999968,0.00110000000000809,0.900450000000006,-0.00104999999999222,0.901499999999999,22.1452648591753,729.155373038912,0.600383824681906,"",13.2956588147455,437.773091652464,9.85755220933922,5.91831489744466
