"descrip","elapsed.time","mean.vol","sd.vol","mean.grav","sd.grav","mean.man","sd.man","mean.gd03","sd.gd03","mean.gd06","sd.gd06"
"Sludge C5",7.13194444444444,215.341991156065,1.60642648400783,221.312565963093,4.28009006358487,190.107935224799,1.74516546350643,115.348076622478,23.7397909069483,115.348076622478,23.7397909069483
"Sludge C5",9.11111111111111,227.951452025081,1.57737117710522,238.133913019635,4.81627170771056,200.992449482502,2.68330705488764,122.558940361747,25.532726244766,122.558940361747,25.532726244766
"Sludge C5",20.9194444444444,236.36124266648,6.54337209829662,275.832830619386,5.63761376079275,208.263756990152,4.46839660875547,141.208241571398,29.5418377631607,141.208241571398,29.5418377631607
"Sludge C5",30.96875,244.955662169552,13.9543819314284,289.516603865307,7.81838007430718,213.580194139316,10.6268138044702,147.904151573639,32.2886935272358,147.904151573639,32.2886935272358
"Sludge C5",50.8645833333333,253.820608510554,23.2667553577028,311.755523453165,5.11404956645246,221.740004790939,18.8459229015018,158.64993085437,33.2793427550231,158.64993085437,33.2793427550231
"Sludge C5",60.9166666666667,258.220359980742,27.3577183196227,326.398041671001,18.9666609361828,225.510849889738,22.4400122648849,168.547460645849,42.76701359884,168.547460645849,42.76701359884
"Sludge C6",0,0,0,0,0,0,0,0,0,0,0
"Sludge C6",0.874305555555556,16.3158472499352,6.75960121686418,15.8647071430288,6.19156578730402,14.3222911455531,6.495536543265,26.1679670558212,19.2403071780183,26.1679670558212,19.2403071780183
"Sludge C6",2.01388888888889,44.1495200839859,9.14370787394103,43.5759318289517,5.53836649796719,38.8590623591324,8.51759135240253,52.296699354648,37.8627403749645,52.296699354648,37.8627403749645
"Sludge C6",2.85,69.9505583764642,9.13660056407523,70.2953207553231,4.27206737719819,60.9186216578219,7.83238459928932,73.9572991717965,52.6519122303718,73.9572991717965,52.6519122303718
"Sludge C6",4.15138888888889,111.106672562579,16.9716190199738,117.911670754791,2.81212273921083,97.6698185093367,14.8595565160761,104.197627863928,72.9094253242224,104.197627863928,72.9094253242224
"Sludge C6",5.14513888888889,150.048869210323,22.9574552984612,160.007783232298,2.50877596973503,132.150986065638,20.1648703529589,127.90746263981,88.5595892595936,127.90746263981,88.5595892595936
"Sludge C6",5.93194444444444,182.148782950151,28.8693332912909,194.244359668924,1.88555697832523,160.066632754183,25.3541935076931,147.218881618573,102.003124417539,147.218881618573,102.003124417539
"Sludge C6",7.13194444444444,204.745865525783,37.3585774049717,216.133444956287,3.26475953194294,179.72954528952,33.1218074578121,160.011389035944,111.100832667124,160.011389035944,111.100832667124
"Sludge C6",9.11111111111111,220.03468358741,42.7348822163544,232.92223326678,3.334826244913,192.823384572263,38.0168050267167,169.934425388439,118.15980807195,169.934425388439,118.15980807195
"Sludge C6",15.2194444444444,239.265989934476,46.9111540018561,255.805975325221,3.42358093538797,209.650790005514,41.8268420269797,184.830690226637,129.024126860933,184.830690226637,129.024126860933
"Sludge C6",20.9194444444444,251.507293837623,47.6068596710865,270.930316725807,4.55376492760482,220.103824634433,42.514725735952,196.199819332043,137.829678207109,196.199819332043,137.829678207109
"Sludge C6",30.96875,262.518754219818,53.505993397302,288.064705262518,3.06205059270562,227.263099014156,47.510373455975,207.911716497736,146.715438332182,207.911716497736,146.715438332182
"Sludge C6",50.8645833333333,274.388117468174,64.5118052981957,306.493057673252,3.07312528808168,237.996998555772,57.748169566471,220.575630451424,155.874741390017,220.575630451424,155.874741390017
"Sludge C6",60.9166666666667,279.593674056231,69.5783200630169,315.503315539831,4.73344854090469,242.444471183554,62.2547001272446,230.605960240284,164.720762471853,230.605960240284,164.720762471853
