"id","elapsed.time","xCH4","vBg","vCH4","cvBg","cvCH4","rvBg","rvCH4"
"A1",0,0,0,0,0,0,NA,NA
"A1",0.874305555555556,0.558178821045786,170.208159830077,95.0065899863251,170.208159830077,95.0065899863251,194.678117676975,108.665202208346
"A1",2.01388888888889,0.542796886684858,182.951016715751,99.3052422891393,353.159176545828,194.311832275464,160.542025637222,87.1417116979651
"A1",2.85,0.633130792112535,150.183670438303,95.0859062269709,503.342846984132,289.397738502435,179.621665640496,113.72400744754
"A1",4.15138888888889,0.770712863516513,233.922444258448,180.287036855211,737.26529124258,469.684775357646,179.748302952063,138.534329280418
"A1",5.14513888888889,0.674680254334417,209.346934550362,141.242243046569,946.612225792942,610.927018404215,210.663581937471,142.130559040573
"A1",5.93194444444444,0.769118213302868,155.644894817878,119.709323412039,1102.25712061082,730.636341816254,197.818754225723,152.146006807887
"A1",7.13194444444444,0.741025363366134,112.865303844543,83.6360527928317,1215.12242445536,814.272394609086,94.0544198704526,69.6967106606931
"A1",9.11111111111111,0.729943754740485,92.8408144527694,67.7685726948191,1307.96323890813,882.040967303905,46.9090430919256,34.2409630458034
"A1",15.2194444444444,0.757121750578313,143.812241995466,108.883376414199,1451.7754809036,990.924343718104,23.5436139692441,17.8253822233341
"A1",20.9194444444444,0.823330514808095,93.7510185160318,77.1880743385877,1545.52649941963,1068.11241805669,16.4475471080758,13.5417674278224
"A1",30.96875,0.705405907069928,108.314283528231,76.4055354208611,1653.84078294786,1144.51795347755,10.7782854177771,7.60306620178563
"A1",50.8645833333333,0.745211748846935,122.87754854043,91.569792841838,1776.71833148829,1236.08774631939,6.17604432454517,4.6024607920505
"A1",60.9166666666667,0.630642152447555,58.2530600487965,36.7368351758296,1834.97139153709,1272.82458149522,5.79512307221188,3.65464888795818
"A2",0,0,0,0,0,0,NA,NA
"A2",0.874305555555556,0.481180747320437,158.375507007665,76.2072448192014,158.375507007665,76.2072448192014,181.14434479034,87.1631711990866
