"exper","id","date","time","temp.air","pres.amb","mass.init","vol","mass.final","notes","date.time.e","etime","date.time","start.time","time.d"
"IIS-BMP2","C1","28.09.2018","09.00",20.3,1011.22,468.51,210.5,468.25,NA,2014-09-28 09:00:00,0.725694444445253,2018-09-28 09:00:00,2018-09-27 15:35:00,0.725694444444444
"IIS-BMP2","C2","28.09.2018","09.00",20.3,1011.22,471.89,216,471.66,NA,2014-09-28 09:00:00,0.725694444445253,2018-09-28 09:00:00,2018-09-27 15:35:00,0.725694444444444
"IIS-BMP2","C3","28.09.2018","09.00",20.3,1011.22,468.28,202,468.05,NA,2014-09-28 09:00:00,0.725694444445253,2018-09-28 09:00:00,2018-09-27 15:35:00,0.725694444444444
"IIS-BMP2","D1","28.09.2018","09.00",20.3,1011.22,471.14,144,470.97,"Final mass measured after D3 (3 bottles later)",2014-09-28 09:00:00,0.725694444445253,2018-09-28 09:00:00,2018-09-27 15:35:00,0.725694444444444
"IIS-BMP2","D2","28.09.2018","09.00",20.3,1011.22,472.09,146,471.93,NA,2014-09-28 09:00:00,0.725694444445253,2018-09-28 09:00:00,2018-09-27 15:35:00,0.725694444444444
"IIS-BMP2","D3","28.09.2018","09.00",20.3,1011.22,472.5,141,472.34,NA,2014-09-28 09:00:00,0.725694444445253,2018-09-28 09:00:00,2018-09-27 15:35:00,0.725694444444444
"IIS-BMP2","L1","28.09.2018","09.00",20.3,1011.22,467.75,62,467.68,NA,2014-09-28 09:00:00,0.725694444445253,2018-09-28 09:00:00,2018-09-27 15:35:00,0.725694444444444
"IIS-BMP2","L2","28.09.2018","09.00",20.3,1011.22,468.51,61,468.43,NA,2014-09-28 09:00:00,0.725694444445253,2018-09-28 09:00:00,2018-09-27 15:35:00,0.725694444444444
"IIS-BMP2","L3","28.09.2018","09.00",20.3,1011.22,470.55,61,470.48,NA,2014-09-28 09:00:00,0.725694444445253,2018-09-28 09:00:00,2018-09-27 15:35:00,0.725694444444444
"IIS-BMP2","I1","28.09.2018","09.00",20.3,1011.22,729.49,78,729.4,"Difficult to mix. Sludge level near shoulder of bottle.",2014-09-28 09:00:00,0.725694444445253,2018-09-28 09:00:00,2018-09-27 15:35:00,0.725694444444444
"IIS-BMP2","I2","28.09.2018","09.00",20.3,1011.22,722.08,80,721.98,"Difficult to mix. Sludge level near shoulder of bottle.",2014-09-28 09:00:00,0.725694444445253,2018-09-28 09:00:00,2018-09-27 15:35:00,0.725694444444444
"IIS-BMP2","I3","28.09.2018","09.00",20.3,1011.22,740.53,80,740.44,"Difficult to mix. Sludge level near shoulder of bottle.",2014-09-28 09:00:00,0.725694444445253,2018-09-28 09:00:00,2018-09-27 15:35:00,0.725694444444444
"IIS-BMP2","I4","28.09.2018","09.00",20.3,1011.22,723.76,79,723.68,"Difficult to mix. Sludge level near shoulder of bottle.",2014-09-28 09:00:00,0.725694444445253,2018-09-28 09:00:00,2018-09-27 15:35:00,0.725694444444444
"IIS-BMP2","I1","29.09.2018","06.05",19,1000,729.39,64,729.33,"Pressure not measured.",2014-09-29 06:05:00,1.60416666666424,2018-09-29 06:05:00,2018-09-27 15:35:00,1.60416666666667
"IIS-BMP2","I2","29.09.2018","06.05",19,1000,721.98,66,721.91,"Pressure not measured.",2014-09-29 06:05:00,1.60416666666424,2018-09-29 06:05:00,2018-09-27 15:35:00,1.60416666666667
"IIS-BMP2","I3","29.09.2018","06.05",19,1000,740.43,65,740.35,"Pressure not measured.",2014-09-29 06:05:00,1.60416666666424,2018-09-29 06:05:00,2018-09-27 15:35:00,1.60416666666667
"IIS-BMP2","I4","29.09.2018","06.05",19,1000,723.67,62,723.6,"Pressure not measured.",2014-09-29 06:05:00,1.60416666666424,2018-09-29 06:05:00,2018-09-27 15:35:00,1.60416666666667
"IIS-BMP2","L1","29.09.2018","06.05",19,1000,467.66,57.5,467.6,"Pressure not measured.",2014-09-29 06:05:00,1.60416666666424,2018-09-29 06:05:00,2018-09-27 15:35:00,1.60416666666667
"IIS-BMP2","L2","29.09.2018","06.05",19,1000,468.42,57,468.36,"Pressure not measured.",2014-09-29 06:05:00,1.60416666666424,2018-09-29 06:05:00,2018-09-27 15:35:00,1.60416666666667
"IIS-BMP2","L3","29.09.2018","06.05",19,1000,470.48,60,470.39,"Pressure not measured.",2014-09-29 06:05:00,1.60416666666424,2018-09-29 06:05:00,2018-09-27 15:35:00,1.60416666666667
"IIS-BMP2","D1","29.09.2018","06.05",19,1000,470.96,143,470.8,"Pressure not measured.",2014-09-29 06:05:00,1.60416666666424,2018-09-29 06:05:00,2018-09-27 15:35:00,1.60416666666667
"IIS-BMP2","D2","29.09.2018","06.05",19,1000,471.92,140,471.75,"Pressure not measured.",2014-09-29 06:05:00,1.60416666666424,2018-09-29 06:05:00,2018-09-27 15:35:00,1.60416666666667
"IIS-BMP2","D3","29.09.2018","06.05",19,1000,472.34,135,472.18,"Pressure not measured.",2014-09-29 06:05:00,1.60416666666424,2018-09-29 06:05:00,2018-09-27 15:35:00,1.60416666666667
"IIS-BMP2","C1","29.09.2018","06.05",19,1000,468.25,332,467.87,"Pressure not measured.",2014-09-29 06:05:00,1.60416666666424,2018-09-29 06:05:00,2018-09-27 15:35:00,1.60416666666667
"IIS-BMP2","C2","29.09.2018","06.05",19,1000,471.64,342,471.23,"Pressure not measured.",2014-09-29 06:05:00,1.60416666666424,2018-09-29 06:05:00,2018-09-27 15:35:00,1.60416666666667
"IIS-BMP2","C3","29.09.2018","06.05",19,1000,468.04,331,467.66,"Pressure not measured.",2014-09-29 06:05:00,1.60416666666424,2018-09-29 06:05:00,2018-09-27 15:35:00,1.60416666666667
"IIS-BMP2","C1","30.09.2018","15.02",20.3,1002.34,467.88,469,467.39,NA,2014-09-30 15:02:00,2.97708333333139,2018-09-30 15:02:00,2018-09-27 15:35:00,2.97708333333333
"IIS-BMP2","C2","30.09.2018","15.02",20.3,1002.34,471.24,436,470.78,NA,2014-09-30 15:02:00,2.97708333333139,2018-09-30 15:02:00,2018-09-27 15:35:00,2.97708333333333
"IIS-BMP2","C3","30.09.2018","15.02",20.3,1002.34,467.66,434,467.22,NA,2014-09-30 15:02:00,2.97708333333139,2018-09-30 15:02:00,2018-09-27 15:35:00,2.97708333333333
"IIS-BMP2","D1","30.09.2018","15.02",20.3,1002.34,470.81,260,470.51,NA,2014-09-30 15:02:00,2.97708333333139,2018-09-30 15:02:00,2018-09-27 15:35:00,2.97708333333333
"IIS-BMP2","D2","30.09.2018","15.02",20.3,1002.34,471.76,289,471.43,NA,2014-09-30 15:02:00,2.97708333333139,2018-09-30 15:02:00,2018-09-27 15:35:00,2.97708333333333
"IIS-BMP2","D3","30.09.2018","15.02",20.3,1002.34,472.18,287,471.86,NA,2014-09-30 15:02:00,2.97708333333139,2018-09-30 15:02:00,2018-09-27 15:35:00,2.97708333333333
"IIS-BMP2","L1","30.09.2018","15.02",20.3,1002.34,467.62,347,467.19,NA,2014-09-30 15:02:00,2.97708333333139,2018-09-30 15:02:00,2018-09-27 15:35:00,2.97708333333333
"IIS-BMP2","L2","30.09.2018","15.02",20.3,1002.34,468.36,352,467.95,NA,2014-09-30 15:02:00,2.97708333333139,2018-09-30 15:02:00,2018-09-27 15:35:00,2.97708333333333
"IIS-BMP2","L3","30.09.2018","15.02",20.3,1002.34,470.4,382,469.96,NA,2014-09-30 15:02:00,2.97708333333139,2018-09-30 15:02:00,2018-09-27 15:35:00,2.97708333333333
"IIS-BMP2","I1","30.09.2018","15.02",20.3,1002.34,729.33,82,729.24,"Easy to mix. No floating layer.",2014-09-30 15:02:00,2.97708333333139,2018-09-30 15:02:00,2018-09-27 15:35:00,2.97708333333333
"IIS-BMP2","I2","30.09.2018","15.02",20.3,1002.34,721.91,93,721.83,"Easy to mix. No floating layer.",2014-09-30 15:02:00,2.97708333333139,2018-09-30 15:02:00,2018-09-27 15:35:00,2.97708333333333
"IIS-BMP2","I3","30.09.2018","15.02",20.3,1002.34,740.37,92,740.27,"Easy to mix. No floating layer.",2014-09-30 15:02:00,2.97708333333139,2018-09-30 15:02:00,2018-09-27 15:35:00,2.97708333333333
"IIS-BMP2","I4","30.09.2018","15.02",20.3,1002.34,723.62,91,723.52,"Easy to mix. No floating layer.",2014-09-30 15:02:00,2.97708333333139,2018-09-30 15:02:00,2018-09-27 15:35:00,2.97708333333333
"IIS-BMP2","I1","01.10.2018","08.50",20.3,1000.62,729.26,60,729.19,"Forgot to check volume - so this is an estimate",2014-10-01 08:50:00,3.71875,2018-10-01 08:50:00,2018-09-27 15:35:00,3.71875
"IIS-BMP2","I2","01.10.2018","08.50",20.3,1000.62,721.83,52,721.77,NA,2014-10-01 08:50:00,3.71875,2018-10-01 08:50:00,2018-09-27 15:35:00,3.71875
"IIS-BMP2","I3","01.10.2018","08.50",20.3,1000.62,740.29,54,740.24,NA,2014-10-01 08:50:00,3.71875,2018-10-01 08:50:00,2018-09-27 15:35:00,3.71875
"IIS-BMP2","I4","01.10.2018","08.50",20.3,1000.62,723.53,50,723.48,NA,2014-10-01 08:50:00,3.71875,2018-10-01 08:50:00,2018-09-27 15:35:00,3.71875
"IIS-BMP2","L1","01.10.2018","08.50",20.3,1000.62,467.2,349,466.77,NA,2014-10-01 08:50:00,3.71875,2018-10-01 08:50:00,2018-09-27 15:35:00,3.71875
"IIS-BMP2","L2","01.10.2018","08.50",20.3,1000.62,467.96,351,467.53,NA,2014-10-01 08:50:00,3.71875,2018-10-01 08:50:00,2018-09-27 15:35:00,3.71875
"IIS-BMP2","L3","01.10.2018","08.50",20.3,1000.62,469.95,342,469.54,NA,2014-10-01 08:50:00,3.71875,2018-10-01 08:50:00,2018-09-27 15:35:00,3.71875
"IIS-BMP2","D1","01.10.2018","08.50",20.3,1000.62,470.51,184,470.3,NA,2014-10-01 08:50:00,3.71875,2018-10-01 08:50:00,2018-09-27 15:35:00,3.71875
"IIS-BMP2","D2","01.10.2018","08.50",20.3,1000.62,471.43,171,471.21,NA,2014-10-01 08:50:00,3.71875,2018-10-01 08:50:00,2018-09-27 15:35:00,3.71875
"IIS-BMP2","D3","01.10.2018","08.50",20.3,1000.62,471.86,162,471.67,NA,2014-10-01 08:50:00,3.71875,2018-10-01 08:50:00,2018-09-27 15:35:00,3.71875
"IIS-BMP2","C1","01.10.2018","08.50",20.3,1000.62,467.38,162,467.2,NA,2014-10-01 08:50:00,3.71875,2018-10-01 08:50:00,2018-09-27 15:35:00,3.71875
"IIS-BMP2","C2","01.10.2018","08.50",20.3,1000.62,470.79,181,470.59,NA,2014-10-01 08:50:00,3.71875,2018-10-01 08:50:00,2018-09-27 15:35:00,3.71875
"IIS-BMP2","C3","01.10.2018","08.50",20.3,1000.62,467.2,207,466.99,NA,2014-10-01 08:50:00,3.71875,2018-10-01 08:50:00,2018-09-27 15:35:00,3.71875
"IIS-BMP2","L1","02.10.2018","09.45",20.3,1000,466.77,326,466.4,"Forgot to measure initial mass. Set to final value from previous (assumes no leakage). Pressure not measured.",2014-10-02 09:45:00,4.75694444444525,2018-10-02 09:45:00,2018-09-27 15:35:00,4.75694444444444
"IIS-BMP2","L2","02.10.2018","09.45",20.3,1000,467.52,362,467.11,"Pressure not measured.",2014-10-02 09:45:00,4.75694444444525,2018-10-02 09:45:00,2018-09-27 15:35:00,4.75694444444444
"IIS-BMP2","L3","02.10.2018","09.45",20.3,1000,469.55,337,469.17,"Pressure not measured.",2014-10-02 09:45:00,4.75694444444525,2018-10-02 09:45:00,2018-09-27 15:35:00,4.75694444444444
"IIS-BMP2","L1","03.10.2018","08.07",20,1002.27,466.39,147,466.21,NA,2014-10-03 08:07:00,5.68888888888614,2018-10-03 08:07:00,2018-09-27 15:35:00,5.68888888888889
"IIS-BMP2","L2","03.10.2018","08.07",20,1002.27,467.09,146,466.93,NA,2014-10-03 08:07:00,5.68888888888614,2018-10-03 08:07:00,2018-09-27 15:35:00,5.68888888888889
"IIS-BMP2","L3","03.10.2018","08.07",20,1002.27,469.15,147,468.97,NA,2014-10-03 08:07:00,5.68888888888614,2018-10-03 08:07:00,2018-09-27 15:35:00,5.68888888888889
"IIS-BMP2","I1","03.10.2018","8.07",20,1002.27,729.18,103,729.09,NA,2014-10-03 08:07:00,5.68888888888614,2018-10-03 08:07:00,2018-09-27 15:35:00,5.68888888888889
"IIS-BMP2","I3","03.10.2018","08.07",20,1002.27,740.22,106,740.11,"Measured after I3. Wrong order, id correct",2014-10-03 08:07:00,5.68888888888614,2018-10-03 08:07:00,2018-09-27 15:35:00,5.68888888888889
"IIS-BMP2","I2","03.10.2018","08.07",20,1002.27,721.77,105,721.67,"Measured before I2. Wrong order, id correct",2014-10-03 08:07:00,5.68888888888614,2018-10-03 08:07:00,2018-09-27 15:35:00,5.68888888888889
"IIS-BMP2","I4","03.10.2018","08.07",20,1002.27,723.47,102,723.36,NA,2014-10-03 08:07:00,5.68888888888614,2018-10-03 08:07:00,2018-09-27 15:35:00,5.68888888888889
"IIS-BMP2","D1","03.10.2018","08.07",20,1002.27,470.28,393,469.83,NA,2014-10-03 08:07:00,5.68888888888614,2018-10-03 08:07:00,2018-09-27 15:35:00,5.68888888888889
"IIS-BMP2","D2","03.10.2018","08.07",20,1002.27,471.23,384,470.78,NA,2014-10-03 08:07:00,5.68888888888614,2018-10-03 08:07:00,2018-09-27 15:35:00,5.68888888888889
"IIS-BMP2","D3","03.10.2018","08.07",20,1002.27,471.67,384,471.23,NA,2014-10-03 08:07:00,5.68888888888614,2018-10-03 08:07:00,2018-09-27 15:35:00,5.68888888888889
"IIS-BMP2","C1","03.10.2018","08.07",20,1002.27,467.2,243,466.96,NA,2014-10-03 08:07:00,5.68888888888614,2018-10-03 08:07:00,2018-09-27 15:35:00,5.68888888888889
"IIS-BMP2","C2","03.10.2018","08.07",20,1002.27,470.58,242,470.34,NA,2014-10-03 08:07:00,5.68888888888614,2018-10-03 08:07:00,2018-09-27 15:35:00,5.68888888888889
"IIS-BMP2","C3","03.10.2018","08.07",20,1002.27,466.98,270,466.7,NA,2014-10-03 08:07:00,5.68888888888614,2018-10-03 08:07:00,2018-09-27 15:35:00,5.68888888888889
"IIS-BMP2","L1","05.10.2018","11.09",20.1,1009.23,466.2,145,466.03,NA,2014-10-05 11:09:00,7.81527777777956,2018-10-05 11:09:00,2018-09-27 15:35:00,7.81527777777778
"IIS-BMP2","L2","05.10.2018","11.09",20.1,1009.23,466.92,150,466.75,NA,2014-10-05 11:09:00,7.81527777777956,2018-10-05 11:09:00,2018-09-27 15:35:00,7.81527777777778
"IIS-BMP2","L3","05.10.2018","11.09",20.1,1009.23,468.97,144,468.8,NA,2014-10-05 11:09:00,7.81527777777956,2018-10-05 11:09:00,2018-09-27 15:35:00,7.81527777777778
"IIS-BMP2","I1","05.10.2018","11.09",20.1,1009.23,729.08,97,728.98,NA,2014-10-05 11:09:00,7.81527777777956,2018-10-05 11:09:00,2018-09-27 15:35:00,7.81527777777778
"IIS-BMP2","I2","05.10.2018","11.09",20.1,1009.23,721.67,104,721.56,NA,2014-10-05 11:09:00,7.81527777777956,2018-10-05 11:09:00,2018-09-27 15:35:00,7.81527777777778
"IIS-BMP2","I3","05.10.2018","11.09",20.1,1009.23,740.11,102,740.01,NA,2014-10-05 11:09:00,7.81527777777956,2018-10-05 11:09:00,2018-09-27 15:35:00,7.81527777777778
"IIS-BMP2","I4","05.10.2018","11.09",20.1,1009.23,723.36,97,723.27,NA,2014-10-05 11:09:00,7.81527777777956,2018-10-05 11:09:00,2018-09-27 15:35:00,7.81527777777778
"IIS-BMP2","D1","05.10.2018","11.09",20.1,1009.23,469.82,403,469.35,NA,2014-10-05 11:09:00,7.81527777777956,2018-10-05 11:09:00,2018-09-27 15:35:00,7.81527777777778
"IIS-BMP2","D2","05.10.2018","11.09",20.1,1009.23,470.78,392,470.32,"Manometer reassembled (no pressure leaks). 10 minutes technical break in sampling.",2014-10-05 11:09:00,7.81527777777956,2018-10-05 11:09:00,2018-09-27 15:35:00,7.81527777777778
"IIS-BMP2","D3","05.10.2018","11.09",20.1,1009.23,471.22,388,470.77,NA,2014-10-05 11:09:00,7.81527777777956,2018-10-05 11:09:00,2018-09-27 15:35:00,7.81527777777778
"IIS-BMP2","C1","05.10.2018","11.09",20.1,1009.23,466.95,141,466.8,NA,2014-10-05 11:09:00,7.81527777777956,2018-10-05 11:09:00,2018-09-27 15:35:00,7.81527777777778
"IIS-BMP2","C2","05.10.2018","11.09",20.1,1009.23,470.33,142,470.19,NA,2014-10-05 11:09:00,7.81527777777956,2018-10-05 11:09:00,2018-09-27 15:35:00,7.81527777777778
"IIS-BMP2","C3","05.10.2018","11.09",20.1,1009.23,466.7,151,466.54,NA,2014-10-05 11:09:00,7.81527777777956,2018-10-05 11:09:00,2018-09-27 15:35:00,7.81527777777778
"IIS-BMP2","D1","06.10.2018","21.20",20.4,1001.38,469.35,214,469.09,NA,2014-10-06 21:20:00,9.23958333333576,2018-10-06 21:20:00,2018-09-27 15:35:00,9.23958333333333
"IIS-BMP2","D2","06.10.2018","21.20",20.4,1001.38,470.33,223,470.04,NA,2014-10-06 21:20:00,9.23958333333576,2018-10-06 21:20:00,2018-09-27 15:35:00,9.23958333333333
"IIS-BMP2","D3","06.10.2018","21.20",20.4,1001.38,470.76,231,470.48,NA,2014-10-06 21:20:00,9.23958333333576,2018-10-06 21:20:00,2018-09-27 15:35:00,9.23958333333333
"IIS-BMP2","I1","06.10.2018","21.20",20.4,1001.38,728.98,65,728.9,NA,2014-10-06 21:20:00,9.23958333333576,2018-10-06 21:20:00,2018-09-27 15:35:00,9.23958333333333
"IIS-BMP2","I2","06.10.2018","21.20",20.4,1001.38,721.55,68,721.49,NA,2014-10-06 21:20:00,9.23958333333576,2018-10-06 21:20:00,2018-09-27 15:35:00,9.23958333333333
"IIS-BMP2","I3","06.10.2018","21.20",20.4,1001.38,740.01,70,739.95,NA,2014-10-06 21:20:00,9.23958333333576,2018-10-06 21:20:00,2018-09-27 15:35:00,9.23958333333333
"IIS-BMP2","I4","06.10.2018","21.20",20.4,1001.38,723.27,64,723.2,NA,2014-10-06 21:20:00,9.23958333333576,2018-10-06 21:20:00,2018-09-27 15:35:00,9.23958333333333
"IIS-BMP2","I1","08.10.2018","11.43",20.4,1007.72,728.91,55,728.85,NA,2014-10-08 11:43:00,10.8388888888876,2018-10-08 11:43:00,2018-09-27 15:35:00,10.8388888888889
"IIS-BMP2","I2","08.10.2018","11.43",20.4,1007.72,721.49,55,721.42,NA,2014-10-08 11:43:00,10.8388888888876,2018-10-08 11:43:00,2018-09-27 15:35:00,10.8388888888889
"IIS-BMP2","I3","08.10.2018","11.43",20.4,1007.72,739.93,56,739.87,NA,2014-10-08 11:43:00,10.8388888888876,2018-10-08 11:43:00,2018-09-27 15:35:00,10.8388888888889
"IIS-BMP2","I4","08.10.2018","11.43",20.4,1007.72,723.19,53,723.14,NA,2014-10-08 11:43:00,10.8388888888876,2018-10-08 11:43:00,2018-09-27 15:35:00,10.8388888888889
"IIS-BMP2","L1","08.10.2018","11.43",20.4,1007.72,466.02,91,465.91,NA,2014-10-08 11:43:00,10.8388888888876,2018-10-08 11:43:00,2018-09-27 15:35:00,10.8388888888889
"IIS-BMP2","L2","08.10.2018","11.43",20.4,1007.72,466.74,90,466.63,NA,2014-10-08 11:43:00,10.8388888888876,2018-10-08 11:43:00,2018-09-27 15:35:00,10.8388888888889
"IIS-BMP2","L3","08.10.2018","11.43",20.4,1007.72,468.78,88,468.68,NA,2014-10-08 11:43:00,10.8388888888876,2018-10-08 11:43:00,2018-09-27 15:35:00,10.8388888888889
"IIS-BMP2","D1","08.10.2018","11.43",20.4,1007.72,469.09,185,468.86,NA,2014-10-08 11:43:00,10.8388888888876,2018-10-08 11:43:00,2018-09-27 15:35:00,10.8388888888889
"IIS-BMP2","D2","08.10.2018","11.43",20.4,1007.72,470.05,182,469.82,NA,2014-10-08 11:43:00,10.8388888888876,2018-10-08 11:43:00,2018-09-27 15:35:00,10.8388888888889
"IIS-BMP2","D3","08.10.2018","11.43",20.4,1007.72,470.47,181,470.26,NA,2014-10-08 11:43:00,10.8388888888876,2018-10-08 11:43:00,2018-09-27 15:35:00,10.8388888888889
"IIS-BMP2","C1","08.10.2018","11.43",20.4,1007.72,466.78,122,466.67,NA,2014-10-08 11:43:00,10.8388888888876,2018-10-08 11:43:00,2018-09-27 15:35:00,10.8388888888889
"IIS-BMP2","C2","08.10.2018","11.43",20.4,1007.72,470.18,107,470.06,NA,2014-10-08 11:43:00,10.8388888888876,2018-10-08 11:43:00,2018-09-27 15:35:00,10.8388888888889
"IIS-BMP2","C3","08.10.2018","11.43",20.4,1007.72,466.53,102,466.42,NA,2014-10-08 11:43:00,10.8388888888876,2018-10-08 11:43:00,2018-09-27 15:35:00,10.8388888888889
"IIS-BMP2","C1","11.10.2018","12.13",20.5,1009.19,466.67,69,466.58,NA,2014-10-11 12:14:00,13.8604166666701,2018-10-11 12:13:00,2018-09-27 15:35:00,13.8597222222222
"IIS-BMP2","C2","11.10.2018","12.13",20.5,1009.19,470.06,79,469.99,NA,2014-10-11 12:15:00,13.8611111111095,2018-10-11 12:13:00,2018-09-27 15:35:00,13.8597222222222
"IIS-BMP2","C3","11.10.2018","12.13",20.5,1009.19,466.43,75,466.34,NA,2014-10-11 12:16:00,13.8618055555562,2018-10-11 12:13:00,2018-09-27 15:35:00,13.8597222222222
"IIS-BMP2","D1","11.10.2018","12.13",20.5,1009.19,468.87,221,468.59,NA,2014-10-11 12:17:00,13.8625000000029,2018-10-11 12:13:00,2018-09-27 15:35:00,13.8597222222222
"IIS-BMP2","D2","11.10.2018","12.13",20.5,1009.19,469.82,224,469.55,NA,2014-10-11 12:18:00,13.8631944444423,2018-10-11 12:13:00,2018-09-27 15:35:00,13.8597222222222
"IIS-BMP2","D3","11.10.2018","12.13",20.5,1009.19,470.26,230,469.99,NA,2014-10-11 12:19:00,13.8638888888891,2018-10-11 12:13:00,2018-09-27 15:35:00,13.8597222222222
"IIS-BMP2","I1","11.10.2018","12.13",20.5,1009.19,728.88,76,728.77,NA,2014-10-11 12:20:00,13.8645833333358,2018-10-11 12:13:00,2018-09-27 15:35:00,13.8597222222222
"IIS-BMP2","I2","11.10.2018","12.13",20.5,1009.19,721.43,88,721.33,NA,2014-10-11 12:21:00,13.8652777777752,2018-10-11 12:13:00,2018-09-27 15:35:00,13.8597222222222
"IIS-BMP2","I3","11.10.2018","12.13",20.5,1009.19,739.87,86,739.78,NA,2014-10-11 12:22:00,13.8659722222219,2018-10-11 12:13:00,2018-09-27 15:35:00,13.8597222222222
"IIS-BMP2","I4","11.10.2018","12.13",20.5,1009.19,723.14,79,723.06,NA,2014-10-11 12:23:00,13.8666666666686,2018-10-11 12:13:00,2018-09-27 15:35:00,13.8597222222222
"IIS-BMP2","L1","11.10.2018","12.13",20.5,1009.19,465.91,60,465.85,NA,2014-10-11 12:24:00,13.8673611111153,2018-10-11 12:13:00,2018-09-27 15:35:00,13.8597222222222
"IIS-BMP2","L2","11.10.2018","12.13",20.5,1009.19,466.63,59,466.56,NA,2014-10-11 12:25:00,13.8680555555547,2018-10-11 12:13:00,2018-09-27 15:35:00,13.8597222222222
"IIS-BMP2","L3","11.10.2018","12.13",20.5,1009.19,468.68,59,468.6,NA,2014-10-11 12:26:00,13.8687500000015,2018-10-11 12:13:00,2018-09-27 15:35:00,13.8597222222222
"IIS-BMP2","L1","15.10.2018","21.22",20.1,1006.09,465.83,52,465.78,NA,2014-10-15 21:22:00,18.2409722222219,2018-10-15 21:22:00,2018-09-27 15:35:00,18.2409722222222
"IIS-BMP2","L2","15.10.2018","21.22",20.1,1006.09,466.57,55,466.49,NA,2014-10-15 21:22:00,18.2409722222219,2018-10-15 21:22:00,2018-09-27 15:35:00,18.2409722222222
"IIS-BMP2","L3","15.10.2018","21.22",20.1,1006.09,468.59,55,468.54,NA,2014-10-15 21:22:00,18.2409722222219,2018-10-15 21:22:00,2018-09-27 15:35:00,18.2409722222222
"IIS-BMP2","I1","15.10.2018","21.22",20.1,1006.09,728.76,104,728.65,NA,2014-10-15 21:22:00,18.2409722222219,2018-10-15 21:22:00,2018-09-27 15:35:00,18.2409722222222
"IIS-BMP2","I2","15.10.2018","21.22",20.1,1006.09,721.32,105,721.21,NA,2014-10-15 21:22:00,18.2409722222219,2018-10-15 21:22:00,2018-09-27 15:35:00,18.2409722222222
"IIS-BMP2","I3","15.10.2018","21.22",20.1,1006.09,739.76,105,739.65,NA,2014-10-15 21:22:00,18.2409722222219,2018-10-15 21:22:00,2018-09-27 15:35:00,18.2409722222222
"IIS-BMP2","I4","15.10.2018","21.22",20.1,1006.09,723.02,101,722.92,NA,2014-10-15 21:22:00,18.2409722222219,2018-10-15 21:22:00,2018-09-27 15:35:00,18.2409722222222
"IIS-BMP2","D1","15.10.2018","21.22",20.1,1006.09,468.58,200,468.34,NA,2014-10-15 21:22:00,18.2409722222219,2018-10-15 21:22:00,2018-09-27 15:35:00,18.2409722222222
"IIS-BMP2","D2","15.10.2018","21.22",20.1,1006.09,469.54,198,469.32,NA,2014-10-15 21:22:00,18.2409722222219,2018-10-15 21:22:00,2018-09-27 15:35:00,18.2409722222222
