"exper","id","date","time","temp.air","pres.amb","mass.init","vol","mass.final","notes","date.time.e","etime","date.time","start.time","time.d"
"IIS-BMP2","D3","15.10.2018","21.22",20.1,1006.09,469.98,193,469.74,NA,2014-10-15 21:22:00,18.2409722222219,2018-10-15 21:22:00,2018-09-27 15:35:00,18.2409722222222
"IIS-BMP2","C1","15.10.2018","21.22",20.1,1006.09,466.56,60,466.5,NA,2014-10-15 21:22:00,18.2409722222219,2018-10-15 21:22:00,2018-09-27 15:35:00,18.2409722222222
"IIS-BMP2","C2","15.10.2018","21.22",20.1,1006.09,469.95,60,469.89,NA,2014-10-15 21:22:00,18.2409722222219,2018-10-15 21:22:00,2018-09-27 15:35:00,18.2409722222222
"IIS-BMP2","C3","15.10.2018","21.22",20.1,1006.09,466.33,59,466.26,NA,2014-10-15 21:22:00,18.2409722222219,2018-10-15 21:22:00,2018-09-27 15:35:00,18.2409722222222
"IIS-BMP2","L1","19.10.2018","10.48",20.5,1017.29,465.78,32,465.74,NA,2014-10-19 10:48:00,21.8006944444423,2018-10-19 10:48:00,2018-09-27 15:35:00,21.8006944444444
"IIS-BMP2","L2","19.10.2018","10.48",20.5,1017.29,466.49,33,466.44,NA,2014-10-19 10:48:00,21.8006944444423,2018-10-19 10:48:00,2018-09-27 15:35:00,21.8006944444444
"IIS-BMP2","L3","19.10.2018","10.48",20.5,1017.29,468.54,40,468.49,NA,2014-10-19 10:48:00,21.8006944444423,2018-10-19 10:48:00,2018-09-27 15:35:00,21.8006944444444
"IIS-BMP2","I1","19.10.2018","10.48",20.5,1017.29,728.66,82,728.57,NA,2014-10-19 10:48:00,21.8006944444423,2018-10-19 10:48:00,2018-09-27 15:35:00,21.8006944444444
"IIS-BMP2","I2","19.10.2018","10.48",20.5,1017.29,721.21,88,721.12,NA,2014-10-19 10:48:00,21.8006944444423,2018-10-19 10:48:00,2018-09-27 15:35:00,21.8006944444444
"IIS-BMP2","I3","19.10.2018","10.48",20.5,1017.29,739.67,86,739.58,NA,2014-10-19 10:48:00,21.8006944444423,2018-10-19 10:48:00,2018-09-27 15:35:00,21.8006944444444
"IIS-BMP2","I4","19.10.2018","10.48",20.5,1017.29,722.94,79,722.85,NA,2014-10-19 10:48:00,21.8006944444423,2018-10-19 10:48:00,2018-09-27 15:35:00,21.8006944444444
"IIS-BMP2","C1","19.10.2018","10.48",20.5,1017.29,466.49,53,466.44,NA,2014-10-19 10:48:00,21.8006944444423,2018-10-19 10:48:00,2018-09-27 15:35:00,21.8006944444444
"IIS-BMP2","C2","19.10.2018","10.48",20.5,1017.29,469.89,52,469.84,NA,2014-10-19 10:48:00,21.8006944444423,2018-10-19 10:48:00,2018-09-27 15:35:00,21.8006944444444
"IIS-BMP2","C3","19.10.2018","10.48",20.5,1017.29,466.27,46,466.2,NA,2014-10-19 10:48:00,21.8006944444423,2018-10-19 10:48:00,2018-09-27 15:35:00,21.8006944444444
"IIS-BMP2","D1","19.10.2018","10.48",20.5,1017.29,468.35,107,468.21,NA,2014-10-19 10:48:00,21.8006944444423,2018-10-19 10:48:00,2018-09-27 15:35:00,21.8006944444444
"IIS-BMP2","D2","19.10.2018","10.48",20.5,1017.29,469.3,108,469.18,NA,2014-10-19 10:48:00,21.8006944444423,2018-10-19 10:48:00,2018-09-27 15:35:00,21.8006944444444
"IIS-BMP2","D3","19.10.2018","10.48",20.5,1017.29,469.74,117,469.6,NA,2014-10-19 10:48:00,21.8006944444423,2018-10-19 10:48:00,2018-09-27 15:35:00,21.8006944444444
"IIS-BMP2","L1","25.10.2018","14.08",20.6,997.15,465.7,26,465.67,NA,2014-10-25 14:08:00,27.9395833333328,2018-10-25 14:08:00,2018-09-27 15:35:00,27.9395833333333
"IIS-BMP2","L2","25.10.2018","14.08",20.6,997.15,466.41,21,466.4,NA,2014-10-25 14:08:00,27.9395833333328,2018-10-25 14:08:00,2018-09-27 15:35:00,27.9395833333333
"IIS-BMP2","L3","25.10.2018","14.08",20.6,997.15,468.45,22,468.43,NA,2014-10-25 14:08:00,27.9395833333328,2018-10-25 14:08:00,2018-09-27 15:35:00,27.9395833333333
"IIS-BMP2","I1","25.10.2018","14.08",20.6,997.15,728.5,56,728.44,NA,2014-10-25 14:08:00,27.9395833333328,2018-10-25 14:08:00,2018-09-27 15:35:00,27.9395833333333
"IIS-BMP2","I2","25.10.2018","14.08",20.6,997.15,721.04,58,720.98,NA,2014-10-25 14:08:00,27.9395833333328,2018-10-25 14:08:00,2018-09-27 15:35:00,27.9395833333333
"IIS-BMP2","I3","25.10.2018","14.08",20.6,997.15,739.51,56,739.44,NA,2014-10-25 14:08:00,27.9395833333328,2018-10-25 14:08:00,2018-09-27 15:35:00,27.9395833333333
"IIS-BMP2","I4","25.10.2018","14.08",20.6,997.15,722.79,51,722.74,NA,2014-10-25 14:08:00,27.9395833333328,2018-10-25 14:08:00,2018-09-27 15:35:00,27.9395833333333
"IIS-BMP2","C1","25.10.2018","14.08",20.6,997.15,466.4,34,466.37,NA,2014-10-25 14:08:00,27.9395833333328,2018-10-25 14:08:00,2018-09-27 15:35:00,27.9395833333333
"IIS-BMP2","C2","25.10.2018","14.08",20.6,997.15,469.78,38,469.75,NA,2014-10-25 14:08:00,27.9395833333328,2018-10-25 14:08:00,2018-09-27 15:35:00,27.9395833333333
"IIS-BMP2","C3","25.10.2018","14.08",20.6,997.15,466.16,30,466.14,NA,2014-10-25 14:08:00,27.9395833333328,2018-10-25 14:08:00,2018-09-27 15:35:00,27.9395833333333
"IIS-BMP2","D1","25.10.2018","14.08",20.6,997.15,468.14,60,468.07,NA,2014-10-25 14:08:00,27.9395833333328,2018-10-25 14:08:00,2018-09-27 15:35:00,27.9395833333333
"IIS-BMP2","D2","25.10.2018","14.08",20.6,997.15,469.1,56,469.03,NA,2014-10-25 14:08:00,27.9395833333328,2018-10-25 14:08:00,2018-09-27 15:35:00,27.9395833333333
"IIS-BMP2","D3","25.10.2018","14.08",20.6,997.15,469.54,64,469.46,NA,2014-10-25 14:08:00,27.9395833333328,2018-10-25 14:08:00,2018-09-27 15:35:00,27.9395833333333
"IIS-BMP2","L1","29.10.2018","09.46",20,1010.42,465.65,24,465.63,NA,2014-10-29 09:46:00,31.757638888892,2018-10-29 09:46:00,2018-09-27 15:35:00,31.7576388888889
"IIS-BMP2","L2","29.10.2018","09.46",20,1010.42,466.38,26,466.34,NA,2014-10-29 09:46:00,31.757638888892,2018-10-29 09:46:00,2018-09-27 15:35:00,31.7576388888889
"IIS-BMP2","L3","29.10.2018","09.46",20,1010.42,468.4,26,468.38,NA,2014-10-29 09:46:00,31.757638888892,2018-10-29 09:46:00,2018-09-27 15:35:00,31.7576388888889
"IIS-BMP2","I1","29.10.2018","09.46",20,1010.42,728.43,55,728.36,NA,2014-10-29 09:46:00,31.757638888892,2018-10-29 09:46:00,2018-09-27 15:35:00,31.7576388888889
"IIS-BMP2","I2","29.10.2018","09.46",20,1010.42,720.96,57,720.89,NA,2014-10-29 09:46:00,31.757638888892,2018-10-29 09:46:00,2018-09-27 15:35:00,31.7576388888889
"IIS-BMP2","I3","29.10.2018","09.46",20,1010.42,739.42,56,739.36,NA,2014-10-29 09:46:00,31.757638888892,2018-10-29 09:46:00,2018-09-27 15:35:00,31.7576388888889
"IIS-BMP2","I4","29.10.2018","09.46",20,1010.42,722.73,55,722.68,NA,2014-10-29 09:46:00,31.757638888892,2018-10-29 09:46:00,2018-09-27 15:35:00,31.7576388888889
"IIS-BMP2","C1","29.10.2018","09.46",20,1010.42,466.34,27,466.32,NA,2014-10-29 09:46:00,31.757638888892,2018-10-29 09:46:00,2018-09-27 15:35:00,31.7576388888889
"IIS-BMP2","C2","29.10.2018","09.46",20,1010.42,469.73,27,469.7,NA,2014-10-29 09:46:00,31.757638888892,2018-10-29 09:46:00,2018-09-27 15:35:00,31.7576388888889
"IIS-BMP2","C3","29.10.2018","09.46",20,1010.42,466.11,27,466.08,NA,2014-10-29 09:46:00,31.757638888892,2018-10-29 09:46:00,2018-09-27 15:35:00,31.7576388888889
"IIS-BMP2","D1","29.10.2018","09.46",20,1010.42,468.04,46,467.98,NA,2014-10-29 09:46:00,31.757638888892,2018-10-29 09:46:00,2018-09-27 15:35:00,31.7576388888889
"IIS-BMP2","D2","29.10.2018","09.46",20,1010.42,469.01,44,468.97,NA,2014-10-29 09:46:00,31.757638888892,2018-10-29 09:46:00,2018-09-27 15:35:00,31.7576388888889
"IIS-BMP2","D3","29.10.2018","09.46",20,1010.42,469.44,45,469.39,NA,2014-10-29 09:46:00,31.757638888892,2018-10-29 09:46:00,2018-09-27 15:35:00,31.7576388888889
