"date","exper","id","time","temp.air","pres.amb","mass.init","vol","mass.final","notes","date.time.e","etime","date.time","start.time","time.d","mass.drift","mass.init.orig","mass.final.orig","temp.grav","pres.grav","mass.tot","cmass.tot","mass.vent","mass.leak","cmass.vent","cmass.leak","vBg","cvBg","xCH4","xCH4.lim.flag","vCH4","cvCH4","rvBg","rvCH4"
"27.09.2018","IIS-BMP2","C1","15.35",20.8,1007.24,468.52,0,468.515,NA,2014-09-27 15:35:00,0,2018-09-27 15:35:00,2018-09-27 15:35:00,0,0,468.52,468.515,30,1500,0,0,0.00499999999999545,0,0.00499999999999545,0,0,0,0.596718982467288,"",0,0,NA,NA
"28.09.2018","IIS-BMP2","C1","09.00",20.3,1011.22,468.52,210.5,468.26,NA,2014-09-28 09:00:00,0.725694444445253,2018-09-28 09:00:00,2018-09-27 15:35:00,0.725694444444444,0.0100000000000477,468.51,468.25,30,1500,0.254999999999939,0.254999999999939,0.259999999999991,-0.0050000000000523,0.264999999999986,-0.0050000000000523,190.924629738396,190.924629738396,0.596718982467288,"",113.928350785439,113.928350785439,263.09231274956,156.992177158883
"29.09.2018","IIS-BMP2","C1","06.05",19,1000,468.28,332,467.9,"Pressure not measured.",2014-09-29 06:05:00,1.60416666666424,2018-09-29 06:05:00,2018-09-27 15:35:00,1.60416666666667,0.0300000000000296,468.25,467.87,30,1500,0.360000000000014,0.614999999999952,0.379999999999995,-0.0199999999999818,0.644999999999982,-0.0250000000000341,299.59638912872,490.521018867116,0.596718982467288,"",178.774852471764,292.703203257203,341.042529917278,203.506551430308
"30.09.2018","IIS-BMP2","C1","15.02",20.3,1002.34,467.91,469,467.42,NA,2014-09-30 15:02:00,2.97708333333139,2018-09-30 15:02:00,2018-09-27 15:35:00,2.97708333333333,0.0300000000000296,467.88,467.39,30,1500,0.480000000000018,1.09499999999997,0.490000000000009,-0.00999999999999091,1.13499999999999,-0.035000000000025,421.560004957804,912.08102382492,0.596718982467288,"",251.552857207326,544.256060464529,307.054328345593,183.225146372559
"01.10.2018","IIS-BMP2","C1","08.50",20.3,1000.62,467.4,162,467.22,NA,2014-10-01 08:50:00,3.71875,2018-10-01 08:50:00,2018-09-27 15:35:00,3.71875,0.0200000000000387,467.38,467.2,30,1500,0.199999999999989,1.29499999999996,0.180000000000007,0.0199999999999818,1.315,-0.0150000000000432,145.357531845846,1057.43855567077,0.596718982467288,"",86.7375984970096,630.993658961538,195.987683387657,116.949571007204
"03.10.2018","IIS-BMP2","C1","08.07",20,1002.27,467.22,243,466.98,NA,2014-10-03 08:07:00,5.68888888888614,2018-10-03 08:07:00,2018-09-27 15:35:00,5.68888888888889,0.0200000000000387,467.2,466.96,30,1500,0.240000000000009,1.53499999999997,0.240000000000009,0,1.55500000000001,-0.0150000000000432,218.726248939665,1276.16480461043,0.596718982467288,"",130.518104706164,761.511763667702,111.020725580937,66.2481744014367
"05.10.2018","IIS-BMP2","C1","11.09",20.1,1009.23,466.97,141,466.82,NA,2014-10-05 11:09:00,7.81527777777956,2018-10-05 11:09:00,2018-09-27 15:35:00,7.81527777777778,0.0200000000000387,466.95,466.8,30,1500,0.159999999999968,1.69499999999994,0.149999999999977,0.00999999999999091,1.70499999999998,-0.0050000000000523,127.755123883753,1403.91992849418,0.596718982467288,"",76.2339075288956,837.745671196598,60.0807898081662,35.8513477601599
"08.10.2018","IIS-BMP2","C1","11.43",20.4,1007.72,466.81,122,466.7,NA,2014-10-08 11:43:00,10.8388888888876,2018-10-08 11:43:00,2018-09-27 15:35:00,10.8388888888889,0.0300000000000296,466.78,466.67,30,1500,0.120000000000005,1.81499999999994,0.109999999999957,0.0100000000000477,1.81499999999994,0.00499999999999545,110.20828906082,1514.128217555,0.596718982467288,"",65.763378107833,903.509049304431,36.4492274339872,21.7499459061276
"11.10.2018","IIS-BMP2","C1","12.13",20.5,1009.19,466.69,69,466.6,NA,2014-10-11 12:14:00,13.8604166666701,2018-10-11 12:13:00,2018-09-27 15:35:00,13.8597222222222,0.0200000000000387,466.67,466.58,30,1500,0.100000000000023,1.91499999999996,0.0900000000000318,0.00999999999999091,1.90499999999997,0.0149999999999864,62.3933702961173,1576.52158785112,0.596718982467288,"",37.2313084358038,940.740357740235,20.6543570635423,12.324846930473
"15.10.2018","IIS-BMP2","C1","21.22",20.1,1006.09,466.59,60,466.53,NA,2014-10-15 21:22:00,18.2409722222219,2018-10-15 21:22:00,2018-09-27 15:35:00,18.2409722222222,0.0300000000000296,466.56,466.5,30,1500,0.0699999999999932,1.98499999999996,0.0600000000000023,0.00999999999999091,1.96499999999997,0.0249999999999773,54.1907090413132,1630.71229689244,0.596718982467288,"",32.3366247583133,973.076982498548,12.3687780978746,7.38068468092743
"19.10.2018","IIS-BMP2","C1","10.48",20.5,1017.29,466.51,53,466.46,NA,2014-10-19 10:48:00,21.8006944444423,2018-10-19 10:48:00,2018-09-27 15:35:00,21.8006944444444,0.0200000000000387,466.49,466.44,30,1500,0.0699999999999932,2.05499999999995,0.0500000000000114,0.0199999999999818,2.01499999999999,0.0449999999999591,48.3194076982637,1679.0317045907,0.596718982467288,"",28.83310779513,1001.91009029368,13.5739264700546,8.09981959129675
"25.10.2018","IIS-BMP2","C1","14.08",20.6,997.15,466.42,34,466.39,NA,2014-10-25 14:08:00,27.9395833333328,2018-10-25 14:08:00,2018-09-27 15:35:00,27.9395833333333,0.0200000000000387,466.4,466.37,30,1500,0.0699999999999932,2.12499999999994,0.0299999999999727,0.0400000000000205,2.04499999999996,0.0849999999999795,30.3537909293026,1709.38549552,0.596718982467288,"",18.1126832373582,1020.02277353104,4.94450892966015,2.95048233730722
"29.10.2018","IIS-BMP2","C1","09.46",20,1010.42,466.37,27,466.35,NA,2014-10-29 09:46:00,31.757638888892,2018-10-29 09:46:00,2018-09-27 15:35:00,31.7576388888889,0.0300000000000296,466.34,466.32,30,1500,0.0400000000000205,2.16499999999996,0.0199999999999818,0.0200000000000387,2.06499999999994,0.105000000000018,24.5052511799312,1733.89074669993,0.596718982467288,"",14.6227485491939,1034.64552208023,6.41825421955274,3.82989412710789
"27.09.2018","IIS-BMP2","C2","15.35",20.8,1007.24,471.9,0,471.9,NA,2014-09-27 15:35:00,0,2018-09-27 15:35:00,2018-09-27 15:35:00,0,0,471.9,471.9,30,1500,0,0,0,0,0,0,0,0,0.594164245479827,"",0,0,NA,NA
"28.09.2018","IIS-BMP2","C2","09.00",20.3,1011.22,471.9,216,471.67,NA,2014-09-28 09:00:00,0.725694444445253,2018-09-28 09:00:00,2018-09-27 15:35:00,0.725694444444444,0.0100000000000477,471.89,471.66,30,1500,0.229999999999905,0.229999999999905,0.229999999999961,-5.6843418860808e-14,0.229999999999961,-5.6843418860808e-14,195.913159256501,195.913159256501,0.594164245479827,"",116.404594449208,116.404594449208,269.966458688385,160.404417231445
"29.09.2018","IIS-BMP2","C2","06.05",19,1000,471.67,342,471.26,"Pressure not measured.",2014-09-29 06:05:00,1.60416666666424,2018-09-29 06:05:00,2018-09-27 15:35:00,1.60416666666667,0.0300000000000296,471.64,471.23,30,1500,0.410000000000025,0.63999999999993,0.409999999999968,5.6843418860808e-14,0.63999999999993,0,308.620376753079,504.53353600958,0.594164245479827,"",183.371193293193,299.775787742402,351.314895276232,208.738749677627
"30.09.2018","IIS-BMP2","C2","15.02",20.3,1002.34,471.27,436,470.81,NA,2014-09-30 15:02:00,2.97708333333139,2018-09-30 15:02:00,2018-09-27 15:35:00,2.97708333333333,0.0300000000000296,471.24,470.78,30,1500,0.450000000000045,1.08999999999997,0.460000000000036,-0.00999999999999091,1.09999999999997,-0.00999999999999091,391.898000344568,896.431536354149,0.594164245479827,"",232.851779679784,532.627567422185,285.449226351127,169.603724197718
"01.10.2018","IIS-BMP2","C2","08.50",20.3,1000.62,470.81,181,470.61,NA,2014-10-01 08:50:00,3.71875,2018-10-01 08:50:00,2018-09-27 15:35:00,3.71875,0.0200000000000387,470.79,470.59,30,1500,0.199999999999989,1.28999999999996,0.200000000000045,-5.6843418860808e-14,1.30000000000001,-0.0100000000000477,162.405637432704,1058.83717378685,0.594164245479827,"",96.4956230268731,629.123190449058,218.973893167691,130.106458013762
"03.10.2018","IIS-BMP2","C2","08.07",20,1002.27,470.6,242,470.36,NA,2014-10-03 08:07:00,5.68888888888614,2018-10-03 08:07:00,2018-09-27 15:35:00,5.68888888888889,0.0200000000000387,470.58,470.34,30,1500,0.25,1.53999999999996,0.240000000000009,0.00999999999999091,1.54000000000002,-5.6843418860808e-14,217.826140919338,1276.66331470619,0.594164245479827,"",129.424504665121,758.547695114179,110.563850167024,65.6930866118343
"05.10.2018","IIS-BMP2","C2","11.09",20.1,1009.23,470.35,142,470.21,NA,2014-10-05 11:09:00,7.81527777777956,2018-10-05 11:09:00,2018-09-27 15:35:00,7.81527777777778,0.0200000000000387,470.33,470.19,30,1500,0.149999999999977,1.68999999999994,0.139999999999986,0.00999999999999091,1.68000000000001,0.00999999999993406,128.661188592149,1405.32450329834,0.594164245479827,"",76.4458780423918,834.993573156571,60.5068947004227,35.951033436004
