"method","descrip","time.d","mean","se","sd","n"
"gdt","FIC",21.8006944444444,482.779131689423,4.42661246706432,7.66711769837322,3
"gdt","FIC",27.9395833333333,487.223658316093,4.68559057752731,8.1156809437433,3
"gdt","FIC",31.7576388888889,489.478894383402,4.74917671253859,8.22581536023977,3
"gdt","WS",0,0,0,0,3
"gdt","WS",0.725694444444444,16.0692218030353,0.260955307734756,0.45198785150137,3
"gdt","WS",1.60416666666667,32.3075347853007,0.382449902787254,0.662422662977301,3
"gdt","WS",2.97708333333333,66.9590529138604,1.8816825287931,3.25916974358434,3
"gdt","WS",3.71875,88.3969448846169,1.43857960607902,2.49169296846128,3
"gdt","WS",5.68888888888889,137.72511595605,1.51505971653881,2.62416040554613,3
"gdt","WS",7.81527777777778,188.66715083018,1.50571583536054,2.60797632860547,3
