"method","descrip","time.d","mean","se","sd","n","rate.crit.met","rsd","lwr","upr"
"gdt.hc","Cellulose",27.9395833333333,363.91273992692,5.80049522888089,10.0467524454826,3,TRUE,2.76075864986209,353.865987481437,373.959492372403
"gdt.hc","FIC",27.9395833333333,480.078490741821,5.01302874072689,8.68282047874199,3,TRUE,1.80862518237908,471.395670263079,488.761311220563
"gdt.hc","WS",27.9395833333333,293.969004735185,4.18004416684811,7.24004887486284,3,TRUE,2.46286130790723,286.728955860322,301.209053610047
"gdt","Cellulose",27.9395833333333,385.935672459114,4.88532131979468,8.46162473718382,3,TRUE,2.19249614405112,377.47404772193,394.397297196297
"gdt","FIC",27.9395833333333,480.43187431449,4.62027453923702,8.00255024687541,3,TRUE,1.66569927490634,472.429324067614,488.434424561365
"gdt","WS",27.9395833333333,303.437548843524,3.58160766224632,6.20352644378862,3,TRUE,2.04441621263809,297.234022399735,309.641075287312
