"method","descrip","time.d","mean","se","sd","n"
"man","C",0,0,0,0,3
"man","C",0.840277777777778,64.4610301073606,0.837567407486707,1.45070930453072,3
"man","C",1.84375,163.783862973459,2.80591346272105,4.85998467907438,3
"man","C",2.85069444444444,275.080265171123,5.5097164416034,9.54310881215469,3
"man","C",3.80902777777778,340.797985648245,8.88293519782217,15.3856950829699,3
"man","C",4.86111111111111,379.707633346925,9.22838949148549,15.9840394712876,3
"man","C",5.85902777777778,403.430012170747,9.65209163391583,16.7179131092527,3
"man","C",6.83958333333333,419.524454968018,10.047118765961,17.4021201723232,3
"man","C",8.91666666666667,438.886622937484,10.7452727179168,18.6113582886156,3
"man","C",10.8784722222222,451.345913306201,11.1799361827473,19.3642174938959,3
"man","C",13.125,460.797128065411,11.788710073796,20.4186448035138,3
"man","C",15.8541666666667,468.10798603611,12.1688681001686,21.0770978200963,3
"man","C",18.9097222222222,474.275915764164,12.736870559167,22.0609069379054,3
"man","C",22.8611111111111,480.627708187021,13.271649469382,22.9871711812142,3
"man","C",27.1458333333333,485.207620662729,13.7215704624248,23.7664572005562,3
"man","L",0,0,0,0,3
"man","L",0.840277777777778,1.13138059651751,0.339767980330183,0.58849540471694,3
"man","L",1.84375,16.9135747825599,0.645861537596666,1.11866499777198,3
"man","L",2.85069444444444,94.9280805949462,1.83558944520944,3.17933418093991,3
"man","L",3.80902777777778,178.269490798721,2.91579798381364,5.05031025257212,3
"man","L",4.86111111111111,231.167750929327,3.27467552490348,5.67190438743511,3
"man","L",5.85902777777778,257.058004853432,3.53045234048019,6.11492282741214,3
"man","L",6.83958333333333,272.621430517693,3.87381761187678,6.70964892302571,3
"man","L",8.91666666666667,291.486656304696,4.38880493925192,7.60163313929356,3
"man","L",10.8784722222222,301.606848013772,4.5504825365405,7.88166695224304,3
"man","L",13.125,307.881829344269,4.64086136984081,8.03820768344798,3
"man","L",15.8541666666667,312.577253101211,5.18312680368197,8.97743896604925,3
"man","L",18.9097222222222,315.693713748178,5.60340423152419,9.70538082434633,3
"man","L",22.8611111111111,319.126604445924,6.17010100287462,10.6869284248105,3
"man","L",27.1458333333333,323.324583192416,6.55009516544085,11.3450976209548,3
"grav","C",0,0,0,0,3
"grav","C",0.840277777777778,63.5366143102826,0.816339136010379,1.41394085977686,3
"grav","C",1.84375,171.818037455384,0.929690396011702,1.6102710012011,3
"grav","C",2.85069444444444,290.302465288258,1.31888970566681,2.28438397979448,3
"grav","C",3.80902777777778,357.579776299737,1.23126277661948,2.13260968657327,3
"grav","C",4.86111111111111,396.563136869757,0.658141462043092,1.1399344508263,3
"grav","C",5.85902777777778,421.107738171137,1.0534145902677,1.82456759177801,3
"grav","C",6.83958333333333,440.205400598325,2.99293467787841,5.1839149258202,3
"grav","C",8.91666666666667,458.93938939408,2.86052669691526,4.95457757546441,3
"grav","C",10.8784722222222,471.669186060364,2.43446278541388,4.21661323347249,3
"grav","C",13.125,482.351223829668,2.78550116704603,4.82462954586612,3
"grav","C",15.8541666666667,489.973686466237,2.72438869395696,4.71877963749967,3
"grav","C",18.9097222222222,495.290250682162,2.78418576631453,4.82235120496686,3
"grav","C",22.8611111111111,501.768495800885,3.37170698541179,5.83996780696811,3
"grav","C",27.1458333333333,506.8811640602,3.66099291677177,6.34102573799848,3
"grav","L",0,0,0,0,3
"grav","L",0.840277777777778,0.850981465766201,0.293644776922144,0.508607673006383,3
"grav","L",1.84375,17.1316494669692,0.30192886465754,0.522956133858446,3
"grav","L",2.85069444444444,106.009408497654,1.16284012861289,2.01409818383745,3
"grav","L",3.80902777777778,203.320421893636,1.92351089785449,3.33161860399641,3
"grav","L",4.86111111111111,264.012028568615,1.86095324436044,3.22326556974242,3
"grav","L",5.85902777777778,293.069182554333,1.74228576272256,3.01772746233936,3
"grav","L",6.83958333333333,312.075812781939,3.10905660698835,5.38504400691153,3
"grav","L",8.91666666666667,333.254153471858,2.95279150743382,5.11438491503327,3
"grav","L",10.8784722222222,345.343844698608,3.18257726093869,5.5123855149592,3
"grav","L",13.125,352.738721091926,3.66635873678324,6.35031961088262,3
"grav","L",15.8541666666667,357.955843560235,3.93970881724172,6.82377583848974,3
"grav","L",18.9097222222222,361.055744096736,4.05563180979337,7.02456035135464,3
"grav","L",22.8611111111111,364.90681815271,4.46566580380611,7.73476006181509,3
"grav","L",27.1458333333333,371.198387644412,5.05745099040054,8.75976207216327,3
