"id","date","day","time","pres.init","pres.resid","mass.init","mass.final","cCH4","cCO2","xCO2","notes","date.time","start.time","time.d","xCH4","vol.hs","temperature","pres.init.abs","pres.resid.abs","rh.resid","pres.resid.prev","rh.resid.prev","temp.prev","xCH4.prev","vBg","vCH4","cvBg","cvCH4","rvBg","rvCH4"
"C1","12112018",0,"1230",0,0,NA,188.205,0,0,NA,NA,2018-11-12 12:30:00,2018-11-12 12:30:00,0,0,79.0056,30,1013.25,1013.25,1,1013.25,1,20,0,-3.71632110464606,0,-3.71632110464606,0,NA,NA
"C1","13112018",0.840277777773736,"0840",1626,0,188.204,188.0469,33.57,31.2,0.48170449282075,NA,2018-11-13 08:40:00,2018-11-12 12:30:00,0.840277777777778,0.51829550717925,79.0056,30,2639.25,1013.25,0.383915885194658,1013.25,1,30,0,114.214669683754,59.1969501510516,110.498348579108,59.1969501510516,135.924896152566,70.4492629896813
"C1","14112018",1.84375,"0845",2146,0,188.0476,187.8448,51.06,36.34,0.415789473684211,NA,2018-11-14 08:45:00,2018-11-12 12:30:00,1.84375,0.58421052631579,79.0056,30,3159.25,1013.25,0.320724855582812,1013.25,0.383915885194658,30,0.51829550717925,148.897382714411,86.9874183226293,259.395731293518,146.184368473681,148.382166857267,86.6864237955614
"C1","15112018",2.85069444444525,"0855",2103,0,187.8416,187.6653,63.13,32.28,0.338329315585368,NA,2018-11-15 08:55:00,2018-11-12 12:30:00,2.85069444444444,0.661670684414632,79.0056,30,3116.25,1013.25,0.325150421179302,1013.25,0.320724855582812,30,0.58421052631579,145.687866480805,96.397390325262,405.083597774324,242.581758798943,144.683122574041,95.7325807368119
"C1","16112018",3.80902777777374,"0755",1279,0,187.6653,187.5613,62.13,32.57,0.343928194297782,NA,2018-11-16 07:55:00,2018-11-12 12:30:00,3.80902777777778,0.656071805702218,79.0056,30,2292.25,1013.25,0.442032937070564,1013.25,0.325150421179302,30,0.661670684414632,87.821148078774,57.6169791988831,492.904745853098,300.198737997826,91.6394588648076,60.1220652510084
"C1","17112018",4.86111111110949,"0910",802,0,187.5602,187.4953,61.76,34.62,0.359203154181365,NA,2018-11-17 09:10:00,2018-11-12 12:30:00,4.86111111111111,0.640796845818635,79.0056,30,1815.25,1013.25,0.558187577468668,1013.25,0.442032937070564,30,0.656071805702218,54.6651153577553,35.0292334975614,547.569861210853,335.227971495387,51.9589215281635,33.2951130273851
"C1","18112018",5.85902777777665,"0907",536,0,187.4966,187.4524,60.89,36.02,0.371685068620369,NA,2018-11-18 09:07:00,2018-11-12 12:30:00,5.85902777777778,0.628314931379631,79.0056,30,1549.25,1013.25,0.654026141681459,1013.25,0.558187577468668,30,0.640796845818635,36.3281105582985,22.8254942925889,583.897971769151,358.053465787976,36.403952125226,22.8731466815087
"C1","19112018",6.8395833333343,"0839",406,0,187.4486,187.4152,59.03,36.09,0.379415475189235,NA,2018-11-19 08:39:00,2018-11-12 12:30:00,6.83958333333333,0.620584524810765,79.0056,30,1419.25,1013.25,0.713933415536375,1013.25,0.654026141681459,30,0.628314931379631,27.4833253801777,17.0557264212772,611.381297149329,375.109192209254,28.0283205010311,17.3939419593762
"C1","21112018",8.91666666666424,"1030",533,0,187.4184,187.3764,63.27,36.14,0.363544914998491,NA,2018-11-21 10:30:00,2018-11-12 12:30:00,8.91666666666667,0.636455085001509,79.0056,30,1546.25,1013.25,0.655295068714632,1013.25,0.713933415536375,30,0.620584524810765,36.5834107717692,23.2836978123915,647.964707921098,398.392890021645,17.6128757978427,11.209804363037
"C1","23112018",10.878472222219,"0935",428,0,187.3788,187.3443,62.06,36.53,0.370524393954762,NA,2018-11-23 09:35:00,2018-11-12 12:30:00,10.8784722222222,0.629475606045238,79.0056,30,1441.25,1013.25,0.703035559410234,1013.25,0.655295068714632,30,0.636455085001509,29.032462774648,18.2752271000574,676.997170695746,416.668117121702,14.7988482815905,9.3155139908257
"C1","25112018",13.125,"1530",372,0,187.3431,187.313,61.62,37.14,0.376063183475091,NA,2018-11-25 15:30:00,2018-11-12 12:30:00,13.125,0.623936816524909,79.0056,30,1385.25,1013.25,0.731456415809421,1013.25,0.703035559410234,30,0.629475606045238,25.2417196637986,15.7492382106447,702.238890359545,432.417355332347,11.2358813959412,7.01048006903503
"C1","28112018",15.8541666666642,"0900",329,0,187.3124,187.2858,60.168614,36.329176,0.376476766980881,NA,2018-11-28 09:00:00,2018-11-12 12:30:00,15.8541666666667,0.623523233019119,79.0056,30,1342.25,1013.25,0.754889178617992,1013.25,0.731456415809421,30,0.623936816524909,22.3063232442078,13.908510785998,724.545213603753,446.325866118345,8.17330928032043,5.09624822693056
"C1","01122018",18.909722222219,"1020",290,0,187.285,187.2637,61.46,37,0.375787121673776,NA,2018-12-01 10:20:00,2018-11-12 12:30:00,18.9097222222222,0.624212878326224,79.0056,30,1303.25,1013.25,0.777479378476885,1013.25,0.754889178617992,30,0.623523233019119,19.6369721797328,12.257650925923,744.182185783485,458.583517044268,6.42664544063983,4.01159484848389
"C1","05122018",22.8611111111095,"0910",302,0,187.2585,187.236,61.62,36.27,0.370517928286853,NA,2018-12-05 09:10:00,2018-11-12 12:30:00,22.8611111111111,0.629482071713147,79.0056,30,1315.25,1013.25,0.770385858201863,1013.25,0.777479378476885,30,0.624212878326224,20.547480476998,12.9342705791462,764.729666260483,471.517787623414,5.20006535797489,3.27334791458181
"C1","09122018",27.1458333333285,"1600",289,0,187.2336,187.2112,62.76,36.41,0.367147322779066,NA,2018-12-09 16:00:00,2018-11-12 12:30:00,27.1458333333333,0.632852677220934,79.0056,30,1302.25,1013.25,0.778076406220004,1013.25,0.770385858201863,30,0.629482071713147,19.6130991594524,12.4122023116591,784.342765419936,483.929989935073,4.57744939864044,2.89685110677296
"C2","12112018",0,"1230",0,0,NA,184.63195,0,0,NA,NA,2018-11-12 12:30:00,2018-11-12 12:30:00,0,0,79.0056,30,1013.25,1013.25,1,1013.25,1,20,0,-3.71632110464606,0,-3.71632110464606,0,NA,NA
"C2","13112018",0.840277777773736,"0840",1672,0,184.6316,184.4765,34.32,32.16,0.483754512635379,NA,2018-11-13 08:40:00,2018-11-12 12:30:00,0.840277777777778,0.516245487364621,79.0056,30,2685.25,1013.25,0.377339167675263,1013.25,1,30,0,117.445832659044,60.6308811200121,113.729511554398,60.6308811200121,139.770247131425,72.1557593494359
"C2","14112018",1.84375,"0845",2211,0,184.4767,184.2752,51.64,36.94,0.417024158952359,NA,2018-11-14 08:45:00,2018-11-12 12:30:00,1.84375,0.582975841047641,79.0056,30,3224.25,1013.25,0.31425913003024,1013.25,0.377339167675263,30,0.516245487364621,153.443475283783,89.4538390568362,267.172986838181,150.084720176848,152.912529002524,89.1443102019683
"C2","15112018",2.85069444444525,"0855",2150,0,184.2722,184.0976,62.61,32.25,0.339974699557242,NA,2018-11-15 08:55:00,2018-11-12 12:30:00,2.85069444444444,0.660025300442758,79.0056,30,3163.25,1013.25,0.320319291867541,1013.25,0.31425913003024,30,0.582975841047641,148.969923775703,98.323918696993,416.142910613884,248.408638873841,147.942544991043,97.6458227059792
"C2","16112018",3.80902777777374,"0755",1404,0,184.0976,183.9891,64.39,32.54,0.335706179717322,NA,2018-11-16 07:55:00,2018-11-12 12:30:00,3.80902777777778,0.664293820282678,79.0056,30,2417.25,1013.25,0.419174681973317,1013.25,0.320319291867541,30,0.660025300442758,96.5870287123061,64.1621662930505,512.72993932619,312.570805166892,100.786464743276,66.9518256970962
"C2","17112018",4.86111111110949,"0910",862,0,183.9881,183.9217,61.07,33.6,0.354917080384493,NA,2018-11-17 09:10:00,2018-11-12 12:30:00,4.86111111111111,0.645082919615506,79.0056,30,1875.25,1013.25,0.540327956272497,1013.25,0.419174681973317,30,0.664293820282678,58.8112814337772,37.9381531336302,571.541220759967,350.508958300522,55.8998318578476,36.0600267408763
"C2","18112018",5.85902777777665,"0907",582,0,183.9232,183.8775,60.72,35.52,0.369077306733167,NA,2018-11-18 09:07:00,2018-11-12 12:30:00,5.85902777777778,0.630922693266833,79.0056,30,1595.25,1013.25,0.635166901739539,1013.25,0.540327956272497,30,0.645082919615506,39.5058363700279,24.9251286823368,611.047057129995,375.434086982859,39.5883120200697,24.9771644415901
"C2","19112018",6.8395833333343,"0839",434,0,183.8732,183.8403,59.85,36.21,0.376951905059338,NA,2018-11-19 08:39:00,2018-11-12 12:30:00,6.83958333333333,0.623048094940662,79.0056,30,1447.25,1013.25,0.700120918984281,1013.25,0.635166901739539,30,0.630922693266833,29.393691016681,18.3136831912176,640.440748146676,393.747770174076,29.9765687422243,18.6768440477006
"C2","21112018",8.91666666666424,"1030",566,0,183.8433,183.8006,63.09,35.56,0.360466294982261,NA,2018-11-21 10:30:00,2018-11-12 12:30:00,8.91666666666667,0.639533705017739,79.0056,30,1579.25,1013.25,0.641602026278297,1013.25,0.700120918984281,30,0.623048094940662,38.8600909413089,24.8523379370216,679.300839087985,418.600108111098,18.7089705635188,11.965017261555
