"method","time.d","id","descrip","descrip2","m.inoc","m.sub","m.tot","vol.hs","m.sub.vs","m.ino.vs","isr","conc.sub.vs","conc.inoc.vs","cvCH4","vol.mi.mn","vol.mi.se","n","rsd.inoc","cvCH4.tot","cvCH4.inoc","fv.inoc","se.inoc","cvCH4.se"
"grav",8.91666666666667,"C1","C","Substrate C",80.024,0.9704,80.9944,79.0056,0.788944904,1.52093856865467,1.9278241310599,813.01,19.0060302990936,456.189954318602,0.655762218090947,0.0248322501236423,3,6.5588894409958,522.705011928392,66.5150576097897,0.127251616288121,2.51877662663039,0
"grav",10.8784722222222,"C1","C","Substrate C",80.024,0.9704,80.9944,79.0056,0.788944904,1.52093856865467,1.9278241310599,813.01,19.0060302990936,470.298511642274,0.726337529067274,0.0230928084358821,3,5.50679483018952,543.972140981135,73.6736293388613,0.135436401588471,2.34234214950075,0
"grav",13.125,"C1","C","Substrate C",80.024,0.9704,80.9944,79.0056,0.788944904,1.52093856865467,1.9278241310599,813.01,19.0060302990936,480.8232455759,0.824061836973208,0.0261889002830797,3,5.50450267801005,564.409214770453,83.5859691945535,0.148094621787045,2.65638391936831,0
"grav",15.8541666666667,"C1","C","Substrate C",80.024,0.9704,80.9944,79.0056,0.788944904,1.52093856865467,1.9278241310599,813.01,19.0060302990936,488.436183250315,0.92390960540133,0.0253965675576644,3,4.7610875664208,582.149878449792,93.7136951994763,0.160978639124733,2.57601628698084,0
"grav",18.9097222222222,"C1","C","Substrate C",80.024,0.9704,80.9944,79.0056,0.788944904,1.52093856865467,1.9278241310599,813.01,19.0060302990936,493.07940409315,1.02049966336249,0.0246327254364875,3,4.18080804106405,596.590390281002,103.510986187852,0.173504280112687,2.49853850419126,0
"grav",22.8611111111111,"C1","C","Substrate C",80.024,0.9704,80.9944,79.0056,0.788944904,1.52093856865467,1.9278241310599,813.01,19.0060302990936,499.290543061614,1.14019779320556,0.0305038996941279,3,4.63378410430664,614.942710584179,115.652167522565,0.188069824281189,3.09406152032499,0
"grav",27.1458333333333,"C1","C","Substrate C",80.024,0.9704,80.9944,79.0056,0.788944904,1.52093856865467,1.9278241310599,813.01,19.0060302990936,504.791922925656,1.2493904225409,0.0338034141931277,3,4.68622376124189,631.51968131094,126.727758385284,0.200671114670909,3.42873678969964,0
"grav",0,"C2","C","Substrate C",80.002,0.9718,80.9738,79.0262,0.790083118,1.52093856865467,1.9278241310599,813.01,19.0112568267627,0,0,0,3,NA,0,0,NA,0,0
"grav",0.840277777777778,"C2","C","Substrate C",80.002,0.9718,80.9738,79.0262,0.790083118,1.52093856865467,1.9278241310599,813.01,19.0112568267627,61.9629660094042,0.133027662676526,0.000892588538141123,3,1.16217083515432,75.4330412799499,13.4700752705457,0.178569961411937,0.0903814631669755,0
"grav",1.84375,"C2","C","Substrate C",80.002,0.9718,80.9738,79.0262,0.790083118,1.52093856865467,1.9278241310599,813.01,19.0112568267627,169.73690736231,0.230609142845352,0.000645075165235419,3,0.484500721481761,193.087858959169,23.3509515968595,0.120934333845389,0.0653188280997595,0
"grav",2.85069444444444,"C2","C","Substrate C",80.002,0.9718,80.9738,79.0262,0.790083118,1.52093856865467,1.9278241310599,813.01,19.0112568267627,287.560499153195,0.32355094859643,0.00290659839365483,3,1.55597630507574,320.322524312188,32.762025158993,0.102278243558867,0.29431547060239,0
"grav",3.80902777777778,"C2","C","Substrate C",80.002,0.9718,80.9738,79.0262,0.790083118,1.52093856865467,1.9278241310599,813.01,19.0112568267627,358.475445277688,0.399379610297981,0.00215107903783988,3,0.932891436759931,398.915706378242,40.4402611005531,0.101375454648579,0.217813317693577,0
"grav",4.86111111111111,"C2","C","Substrate C",80.002,0.9718,80.9738,79.0262,0.790083118,1.52093856865467,1.9278241310599,813.01,19.0112568267627,396.909217100359,0.478531485203156,0.00362825275571797,3,1.31325070761799,445.364215070867,48.4549979705084,0.108798588505361,0.367388532104985,0
"grav",5.85902777777778,"C2","C","Substrate C",80.002,0.9718,80.9738,79.0262,0.790083118,1.52093856865467,1.9278241310599,813.01,19.0112568267627,421.490974736254,0.52564992091039,0.00380269397817832,3,1.25301249250333,474.717077173584,53.2261024373299,0.112121735232768,0.385052049222778,0
"grav",6.83958333333333,"C2","C","Substrate C",80.002,0.9718,80.9738,79.0262,0.790083118,1.52093856865467,1.9278241310599,813.01,19.0112568267627,440.523536351855,0.576659582601578,0.027580608723978,3,8.28409291285686,498.914759852585,58.3912235007297,0.11703647235849,2.79274902711652,0
"grav",8.91666666666667,"C2","C","Substrate C",80.002,0.9718,80.9738,79.0262,0.790083118,1.52093856865467,1.9278241310599,813.01,19.0112568267627,459.479593105363,0.655762218090947,0.0248322501236423,3,6.5588894409958,525.880567606013,66.4009745006499,0.126266263845667,2.51445655416679,0
"grav",10.8784722222222,"C2","C","Substrate C",80.002,0.9718,80.9738,79.0262,0.790083118,1.52093856865467,1.9278241310599,813.01,19.0112568267627,471.60799066851,0.726337529067274,0.0230928084358821,3,5.50679483018952,545.155258894586,73.5472682260754,0.134910682830443,2.33832468812153,0
"grav",13.125,"C2","C","Substrate C",80.002,0.9718,80.9738,79.0262,0.790083118,1.52093856865467,1.9278241310599,813.01,19.0112568267627,483.129052893903,0.824061836973208,0.0261889002830797,3,5.50450267801005,566.571659854568,83.4426069606648,0.147276351559984,2.65182783015362,0
"grav",15.8541666666667,"C2","C","Substrate C",80.002,0.9718,80.9738,79.0262,0.790083118,1.52093856865467,1.9278241310599,813.01,19.0112568267627,490.912811082669,0.92390960540133,0.0253965675576644,3,4.7610875664208,584.465773508221,93.5529624255523,0.160065767177445,2.57159804007896,0
"grav",18.9097222222222,"C2","C","Substrate C",80.002,0.9718,80.9738,79.0262,0.790083118,1.52093856865467,1.9278241310599,813.01,19.0112568267627,496.732091992833,1.02049966336249,0.0246327254364875,3,4.18080804106405,600.065541611391,103.333449618558,0.172203605194644,2.49425314308497,0
"grav",22.8611111111111,"C2","C","Substrate C",80.002,0.9718,80.9738,79.0262,0.790083118,1.52093856865467,1.9278241310599,813.01,19.0112568267627,503.334776506829,1.14019779320556,0.0305038996941279,3,4.63378410430664,618.788583547965,115.453807041136,0.186580376740559,3.08875474963588,0
"grav",27.1458333333333,"C2","C","Substrate C",80.002,0.9718,80.9738,79.0262,0.790083118,1.52093856865467,1.9278241310599,813.01,19.0112568267627,508.610247588476,1.2493904225409,0.0338034141931277,3,4.68622376124189,635.12064922462,126.510401636144,0.199191132882536,3.42285600168792,0
"grav",0,"C3","C","Substrate C",80.021,0.9713,80.9923,79.0077,0.789676613,1.52093856865467,1.9278241310599,813.01,19.0067428381883,0,0,0,3,NA,0,0,NA,0,0
"grav",0.840277777777778,"C3","C","Substrate C",80.021,0.9713,80.9923,79.0077,0.789676613,1.52093856865467,1.9278241310599,813.01,19.0067428381883,64.7840441360518,0.133027662676526,0.000892588538141123,3,1.16217083515432,78.2642541610109,13.480210024959,0.172239679141726,0.0904494653061111,0
"grav",1.84375,"C3","C","Substrate C",80.021,0.9713,80.9923,79.0077,0.789676613,1.52093856865467,1.9278241310599,813.01,19.0067428381883,172.801928145666,0.230609142845352,0.000645075165235419,3,0.484500721481761,196.170448772765,23.3685206270986,0.119123551856517,0.0653679733545603,0
"grav",2.85069444444444,"C3","C","Substrate C",80.021,0.9713,80.9923,79.0077,0.789676613,1.52093856865467,1.9278241310599,813.01,19.0067428381883,290.243525710087,0.32355094859643,0.00290659839365483,3,1.55597630507574,323.030200700087,32.7866749899999,0.101497243660014,0.294536910717214,0
"grav",3.80902777777778,"C3","C","Substrate C",80.021,0.9713,80.9923,79.0077,0.789676613,1.52093856865467,1.9278241310599,813.01,19.0067428381883,354.830992104043,0.399379610297981,0.00215107903783988,3,0.932891436759931,395.301680066097,40.4706879620541,0.102379246036311,0.217977198328128,0
"grav",4.86111111111111,"C3","C","Substrate C",80.021,0.9713,80.9923,79.0077,0.789676613,1.52093856865467,1.9278241310599,813.01,19.0067428381883,396.234564179609,0.478531485203156,0.00362825275571797,3,1.31325070761799,444.726019222158,48.4914550425489,0.109036694384021,0.367664951684859,0
"grav",5.85902777777778,"C3","C","Substrate C",80.021,0.9713,80.9923,79.0077,0.789676613,1.52093856865467,1.9278241310599,813.01,19.0067428381883,421.668630545209,0.52564992091039,0.00380269397817832,3,1.25301249250333,474.934779787456,53.2661492422472,0.112154661038059,0.385341758662172,0
"grav",6.83958333333333,"C3","C","Substrate C",80.021,0.9713,80.9923,79.0077,0.789676613,1.52093856865467,1.9278241310599,813.01,19.0067428381883,440.978032445492,0.576659582601578,0.027580608723978,3,8.28409291285686,499.413188938294,58.435156492802,0.117007635735511,2.79485026448598,0
"grav",8.91666666666667,"C3","C","Substrate C",80.021,0.9713,80.9923,79.0077,0.789676613,1.52093856865467,1.9278241310599,813.01,19.0067428381883,460.017979034744,0.655762218090947,0.0248322501236423,3,6.5588894409958,526.468912986685,66.4509339519413,0.12622005271871,2.51634840696996,0
"grav",10.8784722222222,"C3","C","Substrate C",80.021,0.9713,80.9923,79.0077,0.789676613,1.52093856865467,1.9278241310599,813.01,19.0067428381883,471.939211377372,0.726337529067274,0.0230928084358821,3,5.50679483018952,545.541815857052,73.60260447968,0.134916522144227,2.34008402101142,0
"grav",13.125,"C3","C","Substrate C",80.021,0.9713,80.9923,79.0077,0.789676613,1.52093856865467,1.9278241310599,813.01,19.0067428381883,481.90849832043,0.824061836973208,0.0261889002830797,3,5.50450267801005,565.413886691901,83.5053883714713,0.147688959073929,2.65382303977682,0
"grav",15.8541666666667,"C3","C","Substrate C",80.021,0.9713,80.9923,79.0077,0.789676613,1.52093856865467,1.9278241310599,813.01,19.0067428381883,489.356246055251,0.92390960540133,0.0253965675576644,3,4.7610875664208,582.979596825322,93.62335077007,0.160594558162766,2.57353288558372,0
"grav",18.9097222222222,"C3","C","Substrate C",80.021,0.9713,80.9923,79.0077,0.789676613,1.52093856865467,1.9278241310599,813.01,19.0067428381883,494.825420011832,1.02049966336249,0.0246327254364875,3,4.18080804106405,598.23661671892,103.411196707088,0.172860025309477,2.49612979503696,0
"grav",22.8611111111111,"C3","C","Substrate C",80.021,0.9713,80.9923,79.0077,0.789676613,1.52093856865467,1.9278241310599,813.01,19.0067428381883,501.424959405367,1.14019779320556,0.0305038996941279,3,4.63378410430664,616.965632774786,115.540673369419,0.187272462567774,3.09107869884936,0
"grav",27.1458333333333,"C3","C","Substrate C",80.021,0.9713,80.9923,79.0077,0.789676613,1.52093856865467,1.9278241310599,813.01,19.0067428381883,505.969210795641,1.2493904225409,0.0338034141931277,3,4.68622376124189,632.574797634953,126.605586839312,0.20014326734587,3.42543132545356,0
"grav",0,"L1","L","Cellulose",80.037,0.8518,80.8888,79.1112,0.829636164,1.52118564704856,1.83356665671278,973.98,19.0060302990936,0,0,0,3,NA,0,0,NA,0,0
"grav",0.840277777777778,"L1","L","Cellulose",80.037,0.8518,80.8888,79.1112,0.829636164,1.52118564704856,1.83356665671278,973.98,19.0060302990936,0.287639373316464,0.133027662676526,0.000892588538141123,3,1.16217083515432,13.1211385620537,12.8334991887373,0.97807816966827,0.0861101672361538,0
"grav",1.84375,"L1","L","Cellulose",80.037,0.8518,80.8888,79.1112,0.829636164,1.52118564704856,1.83356665671278,973.98,19.0060302990936,16.6660176090269,0.230609142845352,0.000645075165235419,3,0.484500721481761,38.9134373417007,22.2474197326738,0.571715614257311,0.0622319556937096,0
"grav",2.85069444444444,"L1","L","Cellulose",80.037,0.8518,80.8888,79.1112,0.829636164,1.52118564704856,1.83356665671278,973.98,19.0060302990936,104.207575522151,0.32355094859643,0.00290659839365483,3,1.55597630507574,135.421315226985,31.2137397048334,0.23049355009228,0.280406551362618,0
"grav",3.80902777777778,"L1","L","Cellulose",80.037,0.8518,80.8888,79.1112,0.829636164,1.52118564704856,1.83356665671278,973.98,19.0060302990936,199.768725719479,0.399379610297981,0.00215107903783988,3,0.932891436759931,238.297839150724,38.5291134312457,0.161684694953847,0.207519778455066,0
"grav",4.86111111111111,"L1","L","Cellulose",80.037,0.8518,80.8888,79.1112,0.829636164,1.52118564704856,1.83356665671278,973.98,19.0060302990936,260.873889637091,0.478531485203156,0.00362825275571797,3,1.31325070761799,307.038975180789,46.1650855436975,0.150355783061466,0.350026286715003,0
"grav",5.85902777777778,"L1","L","Cellulose",80.037,0.8518,80.8888,79.1112,0.829636164,1.52118564704856,1.83356665671278,973.98,19.0060302990936,290.240914693339,0.52564992091039,0.00380269397817832,3,1.25301249250333,340.951629275816,50.7107145824767,0.148732870671968,0.366855051814567,0
"grav",6.83958333333333,"L1","L","Cellulose",80.037,0.8518,80.8888,79.1112,0.829636164,1.52118564704856,1.83356665671278,973.98,19.0060302990936,309.602510007387,0.576659582601578,0.027580608723978,3,8.28409291285686,365.2342495764,55.6317395690124,0.152317970271228,2.66076778740931,0
"grav",8.91666666666667,"L1","L","Cellulose",80.037,0.8518,80.8888,79.1112,0.829636164,1.52118564704856,1.83356665671278,973.98,19.0060302990936,330.309612184917,0.655762218090947,0.0248322501236423,3,6.5588894409958,393.572573621281,63.2629614363642,0.160740269206969,2.39562701023477,0
"grav",10.8784722222222,"L1","L","Cellulose",80.037,0.8518,80.8888,79.1112,0.829636164,1.52118564704856,1.83356665671278,973.98,19.0060302990936,341.344453142604,0.726337529067274,0.0230928084358821,3,5.50679483018952,411.415984901383,70.0715317587788,0.170317961212847,2.22781887890641,0
"grav",13.125,"L1","L","Cellulose",80.037,0.8518,80.8888,79.1112,0.829636164,1.52118564704856,1.83356665671278,973.98,19.0060302990936,347.401030271076,0.824061836973208,0.0261889002830797,3,5.50450267801005,426.900261509777,79.4992312387007,0.186224367625223,2.52650632037401,0
"grav",15.8541666666667,"L1","L","Cellulose",80.037,0.8518,80.8888,79.1112,0.829636164,1.52118564704856,1.83356665671278,973.98,19.0060302990936,351.826979872299,0.92390960540133,0.0253965675576644,3,4.7610875664208,440.958765944617,89.1317860723177,0.202131793165242,2.45006807298818,0
"grav",18.9097222222222,"L1","L","Cellulose",80.037,0.8518,80.8888,79.1112,0.829636164,1.52118564704856,1.83356665671278,973.98,19.0060302990936,354.717309508218,1.02049966336249,0.0246327254364875,3,4.18080804106405,453.167371234968,98.4500617267498,0.217248787039664,2.37637838284995,0
"grav",22.8611111111111,"L1","L","Cellulose",80.037,0.8518,80.8888,79.1112,0.829636164,1.52118564704856,1.83356665671278,973.98,19.0060302990936,358.766957128063,1.14019779320556,0.0305038996941279,3,4.63378410430664,468.764585889571,109.997628761508,0.234654306388709,2.94278471185221,0
"grav",27.1458333333333,"L1","L","Cellulose",80.037,0.8518,80.8888,79.1112,0.829636164,1.52118564704856,1.83356665671278,973.98,19.0060302990936,363.524828887997,1.2493904225409,0.0338034141931277,3,4.68622376124189,484.056533734106,120.531704846109,0.249003363132616,3.26109682674749,0
"grav",0,"L2","L","Cellulose",80.013,0.853,80.866,79.134,0.83080494,1.52118564704856,1.83356665671278,973.98,19.0117311817899,0,0,0,3,NA,0,0,NA,0,0
"grav",0.840277777777778,"L2","L","Cellulose",80.013,0.853,80.866,79.134,0.83080494,1.52118564704856,1.83356665671278,973.98,19.0117311817899,1.17754769391778,0.133027662676526,0.000892588538141123,3,1.16217083515432,13.9891498658269,12.8116021719092,0.915824213393101,0.0859632427104799,0
"grav",1.84375,"L2","L","Cellulose",80.013,0.853,80.866,79.134,0.83080494,1.52118564704856,1.83356665671278,973.98,19.0117311817899,17.6589396047915,0.230609142845352,0.000645075165235419,3,0.484500721481761,39.868399922258,22.2094603174665,0.55706926690748,0.0621257731038306,0
"grav",2.85069444444444,"L2","L","Cellulose",80.013,0.853,80.866,79.134,0.83080494,1.52118564704856,1.83356665671278,973.98,19.0117311817899,107.937627332225,0.32355094859643,0.00290659839365483,3,1.55597630507574,139.098108937024,31.1604816047991,0.224018010330441,0.279928110768701,0
"grav",3.80902777777778,"L2","L","Cellulose",80.013,0.853,80.866,79.134,0.83080494,1.52118564704856,1.83356665671278,973.98,19.0117311817899,206.05053423348,0.399379610297981,0.00215107903783988,3,0.932891436759931,244.513907788736,38.4633735552564,0.157305463329674,0.2071657001157,0
"grav",4.86111111111111,"L2","L","Cellulose",80.013,0.853,80.866,79.134,0.83080494,1.52118564704856,1.83356665671278,973.98,19.0117311817899,266.844350026007,0.478531485203156,0.00362825275571797,3,1.31325070761799,312.930666900291,46.0863168742836,0.147273251710316,0.349429058213426,0
"grav",5.85902777777778,"L2","L","Cellulose",80.013,0.853,80.866,79.134,0.83080494,1.52118564704856,1.83356665671278,973.98,19.0117311817899,295.723558624408,0.52564992091039,0.00380269397817832,3,1.25301249250333,346.347748607923,50.6241899835153,0.146165783340557,0.366229109417648,0
"grav",6.83958333333333,"L2","L","Cellulose",80.013,0.853,80.866,79.134,0.83080494,1.52118564704856,1.83356665671278,973.98,19.0117311817899,314.685139386874,0.576659582601578,0.027580608723978,3,8.28409291285686,370.221957912171,55.5368185252967,0.150009520879018,2.65622788163928,0
"grav",8.91666666666667,"L2","L","Cellulose",80.013,0.853,80.866,79.134,0.83080494,1.52118564704856,1.83356665671278,973.98,19.0117311817899,335.859342217188,0.655762218090947,0.0248322501236423,3,6.5588894409958,399.014361921465,63.1550197042774,0.15827756023656,2.39153949799937,0
"grav",10.8784722222222,"L2","L","Cellulose",80.013,0.853,80.866,79.134,0.83080494,1.52118564704856,1.83356665671278,973.98,19.0117311817899,348.757963783759,0.726337529067274,0.0230928084358821,3,5.50679483018952,418.70993676223,69.9519729784704,0.167065471432061,2.22401768744927,0
"grav",13.125,"L2","L","Cellulose",80.013,0.853,80.866,79.134,0.83080494,1.52118564704856,1.83356665671278,973.98,19.0117311817899,355.203955279089,0.824061836973208,0.0261889002830797,3,5.50450267801005,434.567541828945,79.3635865498552,0.182626585998212,2.5221954967553,0
"grav",15.8541666666667,"L2","L","Cellulose",80.013,0.853,80.866,79.134,0.83080494,1.52118564704856,1.83356665671278,973.98,19.0117311817899,361.368393049039,0.92390960540133,0.0253965675576644,3,4.7610875664208,450.34809899178,88.9797059427411,0.197579841331506,2.44588767128829,0
"grav",18.9097222222222,"L2","L","Cellulose",80.013,0.853,80.866,79.134,0.83080494,1.52118564704856,1.83356665671278,973.98,19.0117311817899,365.342821874047,1.02049966336249,0.0246327254364875,3,4.18080804106405,463.624904265882,98.2820823918346,0.211986201533883,2.37232371337329,0
"grav",22.8611111111111,"L2","L","Cellulose",80.013,0.853,80.866,79.134,0.83080494,1.52118564704856,1.83356665671278,973.98,19.0117311817899,369.908781327201,1.14019779320556,0.0305038996941279,3,4.63378410430664,479.718727844559,109.809946517358,0.228904856416068,2.93776361780692,0
"grav",27.1458333333333,"L2","L","Cellulose",80.013,0.853,80.866,79.134,0.83080494,1.52118564704856,1.83356665671278,973.98,19.0117311817899,375.638666460381,1.2493904225409,0.0338034141931277,3,4.68622376124189,495.964715410891,120.326048950509,0.242610099492306,3.25553261615744,0
"grav",0,"L3","L","Cellulose",80.025,0.8527,80.8777,79.1223,0.830512746,1.52118564704856,1.83356665671278,973.98,19.0088803130092,0,0,0,3,NA,0,0,NA,0,0
"grav",0.840277777777778,"L3","L","Cellulose",80.025,0.8527,80.8777,79.1223,0.830512746,1.52118564704856,1.83356665671278,973.98,19.0088803130092,1.0797317488761,0.133027662676526,0.000892588538141123,3,1.16217083515432,13.8977634491253,12.8180317002492,0.922308956197981,0.08600638353688,0
"grav",1.84375,"L3","L","Cellulose",80.025,0.8527,80.8777,79.1223,0.830512746,1.52118564704856,1.83356665671278,973.98,19.0088803130092,17.0188768083353,0.230609142845352,0.000645075165235419,3,0.484500721481761,39.2394829881702,22.2206061798349,0.566281828599371,0.0621569510481232,0
"grav",2.85069444444444,"L3","L","Cellulose",80.025,0.8527,80.8777,79.1223,0.830512746,1.52118564704856,1.83356665671278,973.98,19.0088803130092,105.60742989293,0.32355094859643,0.00290659839365483,3,1.55597630507574,136.78354944815,31.1761195552191,0.227923019113034,0.280068593254591,0
"grav",3.80902777777778,"L3","L","Cellulose",80.025,0.8527,80.8777,79.1223,0.830512746,1.52118564704856,1.83356665671278,973.98,19.0088803130092,203.620895159927,0.399379610297981,0.00215107903783988,3,0.932891436759931,242.10357163663,38.4826764767027,0.158951295995174,0.207269666639332,0
"grav",4.86111111111111,"L3","L","Cellulose",80.025,0.8527,80.8777,79.1223,0.830512746,1.52118564704856,1.83356665671278,973.98,19.0088803130092,263.64412717259,0.478531485203156,0.00362825275571797,3,1.31325070761799,309.75357255777,46.1094453851797,0.14885847806188,0.349604419889699,0
"grav",5.85902777777778,"L3","L","Cellulose",80.025,0.8527,80.8777,79.1223,0.830512746,1.52118564704856,1.83356665671278,973.98,19.0088803130092,292.496512970247,0.52564992091039,0.00380269397817832,3,1.25301249250333,343.146108805414,50.6495958351661,0.147603584990345,0.366412902233436,0
"grav",6.83958333333333,"L3","L","Cellulose",80.025,0.8527,80.8777,79.1223,0.830512746,1.52118564704856,1.83356665671278,973.98,19.0088803130092,311.143637658879,0.576659582601578,0.027580608723978,3,8.28409291285686,366.708327448349,55.5646897894704,0.151522846988788,2.65756091494872,0
"grav",8.91666666666667,"L3","L","Cellulose",80.025,0.8527,80.8777,79.1223,0.830512746,1.52118564704856,1.83356665671278,973.98,19.0088803130092,332.742309147308,0.655762218090947,0.0248322501236423,3,6.5588894409958,395.929023325356,63.1867141780483,0.159591013680562,2.39273969691066,0
"grav",10.8784722222222,"L3","L","Cellulose",80.025,0.8527,80.8777,79.1223,0.830512746,1.52118564704856,1.83356665671278,973.98,19.0088803130092,345.045187778423,0.726337529067274,0.0230928084358821,3,5.50679483018952,415.032266295347,69.9870785169245,0.168630451655342,2.22513381520271,0
"grav",13.125,"L3","L","Cellulose",80.025,0.8527,80.8777,79.1223,0.830512746,1.52118564704856,1.83356665671278,973.98,19.0088803130092,354.70440569607,0.824061836973208,0.0261889002830797,3,5.50450267801005,434.107821021596,79.4034153255258,0.182911736394576,2.52346126564258,0
"grav",15.8541666666667,"L3","L","Cellulose",80.025,0.8527,80.8777,79.1223,0.830512746,1.52118564704856,1.83356665671278,973.98,19.0088803130092,359.748166532401,0.92390960540133,0.0253965675576644,3,4.7610875664208,448.772527119688,89.0243605872865,0.198373017971182,2.44711514493975,0
"grav",18.9097222222222,"L3","L","Cellulose",80.025,0.8527,80.8777,79.1223,0.830512746,1.52118564704856,1.83356665671278,973.98,19.0088803130092,362.171941339637,1.02049966336249,0.0246327254364875,3,4.18080804106405,460.503346792364,98.3314054527269,0.213530273205731,2.37351426880439,0
"grav",22.8611111111111,"L3","L","Cellulose",80.025,0.8527,80.8777,79.1223,0.830512746,1.52118564704856,1.83356665671278,973.98,19.0088803130092,365.09622001274,1.14019779320556,0.0305038996941279,3,4.63378410430664,474.961274872807,109.865054860067,0.231313710553536,2.93923794039229,0
"grav",27.1458333333333,"L3","L","Cellulose",80.025,0.8527,80.8777,79.1223,0.830512746,1.52118564704856,1.83356665671278,973.98,19.0088803130092,373.462865183218,1.2493904225409,0.0338034141931277,3,4.68622376124189,493.849300003612,120.386434820394,0.243771601619185,3.25716641175432,0
