"method","time.d","id","descrip","descrip2","m.inoc","m.sub","m.tot","vol.hs","m.sub.vs","m.ino.vs","isr","conc.sub.vs","conc.inoc.vs","cvCH4","vol.mi.mn","vol.mi.se","n","rsd.inoc","cvCH4.tot","cvCH4.inoc","fv.inoc","se.inoc","cvCH4.se"
"man",13.125,"C1","C","Substrate C",80.024,0.9704,80.9944,79.0056,0.788944904,1.52093856865467,1.9278241310599,813.01,19.0060302990936,457.31082188966,0.895035400110571,0.0156514618085402,3,3.02883294468202,548.095758195489,90.7849363058289,0.165636998550623,1.58755392603008,0
"man",15.8541666666667,"C1","C","Substrate C",80.024,0.9704,80.9944,79.0056,0.788944904,1.52093856865467,1.9278241310599,813.01,19.0060302990936,465.10461994161,0.992001729338144,0.0165793107421967,3,2.89477404229088,565.725013059144,100.620393117535,0.177860958583804,1.6816671938774,0
"man",18.9097222222222,"C1","C","Substrate C",80.024,0.9704,80.9944,79.0056,0.788944904,1.52093856865467,1.9278241310599,813.01,19.0060302990936,470.819529652131,1.08883395508275,0.0182434712869852,3,2.90206041315829,581.261777240998,110.442247588866,0.190004318042533,1.85046577887485,0
"man",22.8611111111111,"C1","C","Substrate C",80.024,0.9704,80.9944,79.0056,0.788944904,1.52093856865467,1.9278241310599,813.01,19.0060302990936,477.094778157514,1.18859709176039,0.0209623949102754,3,3.05468802545577,597.656167411425,120.561389253911,0.20172365956849,2.12625074551451,0
"man",27.1458333333333,"C1","C","Substrate C",80.024,0.9704,80.9944,79.0056,0.788944904,1.52093856865467,1.9278241310599,813.01,19.0060302990936,481.663667995884,1.29865907262537,0.0218562876273438,3,2.91502222818713,613.388827890919,131.725159895035,0.214749851815788,2.21691977756987,0
"man",0,"C2","C","Substrate C",80.002,0.9718,80.9738,79.0262,0.790083118,1.52093856865467,1.9278241310599,813.01,19.0112568267627,0,0,0,3,NA,0,0,NA,0,0
"man",0.840277777777778,"C2","C","Substrate C",80.002,0.9718,80.9738,79.0262,0.790083118,1.52093856865467,1.9278241310599,813.01,19.0112568267627,65.9430843778496,0.106824483906031,0.000482102641240257,3,0.781680602197725,76.7598860114345,10.816801633585,0.140917374889974,0.0488166050201607,0
"man",1.84375,"C2","C","Substrate C",80.002,0.9718,80.9738,79.0262,0.790083118,1.52093856865467,1.9278241310599,813.01,19.0112568267627,168.472223253754,0.212704607056943,0.000324250142989193,3,0.264036463426674,190.010202722098,21.5379794683444,0.113351699855007,0.0328328239756433,0
"man",2.85069444444444,"C2","C","Substrate C",80.002,0.9718,80.9738,79.0262,0.790083118,1.52093856865467,1.9278241310599,813.01,19.0112568267627,283.515388423978,0.305900941306799,0.00156860947214828,3,0.888167029296499,314.49021442504,30.974826001062,0.0984921774360806,0.158833788663242,0
"man",3.80902777777778,"C2","C","Substrate C",80.002,0.9718,80.9738,79.0262,0.790083118,1.52093856865467,1.9278241310599,813.01,19.0112568267627,355.857124921821,0.393685137544296,0.00230371093533004,3,1.01353696277008,395.720776803848,39.8636518820274,0.100736818026078,0.23326847270805,0
"man",4.86111111111111,"C2","C","Substrate C",80.002,0.9718,80.9738,79.0262,0.790083118,1.52093856865467,1.9278241310599,813.01,19.0112568267627,396.251744237121,0.4690949821353,0.00438785411353551,3,1.62013804245971,443.751223603022,47.4994793659017,0.107040785105293,0.444304019151398,0
"man",5.85902777777778,"C2","C","Substrate C",80.002,0.9718,80.9738,79.0262,0.790083118,1.52093856865467,1.9278241310599,813.01,19.0112568267627,421.179080290966,0.534555349285212,0.00644478709293413,3,2.08822130465112,475.306925930512,54.1278456395464,0.113879774702588,0.652584323424205,0
"man",6.83958333333333,"C2","C","Substrate C",80.002,0.9718,80.9738,79.0262,0.790083118,1.52093856865467,1.9278241310599,813.01,19.0112568267627,438.133815019045,0.596088918954218,0.00961225622718329,3,2.79302560934378,498.492408447661,60.3585934286161,0.121082272078279,0.973314965435216,0
"man",8.91666666666667,"C2","C","Substrate C",80.002,0.9718,80.9738,79.0262,0.790083118,1.52093856865467,1.9278241310599,813.01,19.0112568267627,458.86561102031,0.702073468519426,0.0113245263706471,3,2.79381801551038,529.955956262304,71.090345241994,0.134143874414363,1.14669550337678,0
"man",10.8784722222222,"C2","C","Substrate C",80.002,0.9718,80.9738,79.0262,0.790083118,1.52093856865467,1.9278241310599,813.01,19.0112568267627,471.648866172165,0.795575678544647,0.0136203222712581,3,2.96528549395029,552.207030224632,80.5581640524673,0.145883988510065,1.37916251786713,0
"man",13.125,"C2","C","Substrate C",80.002,0.9718,80.9738,79.0262,0.790083118,1.52093856865467,1.9278241310599,813.01,19.0112568267627,481.966163071263,0.895035400110571,0.0156514618085402,3,3.02883294468202,572.595389855534,90.6292267842709,0.158277954014154,1.58483103749451,0
"man",15.8541666666667,"C2","C","Substrate C",80.002,0.9718,80.9738,79.0262,0.790083118,1.52093856865467,1.9278241310599,813.01,19.0112568267627,489.730655967061,0.992001729338144,0.0165793107421967,3,2.89477404229088,590.178470307666,100.447814340605,0.170199048921999,1.67878288724203,0
"man",18.9097222222222,"C2","C","Substrate C",80.002,0.9718,80.9738,79.0262,0.790083118,1.52093856865467,1.9278241310599,813.01,19.0112568267627,497.025531123348,1.08883395508275,0.0182434712869852,3,2.90206041315829,607.278354009927,110.252822886579,0.181552367474598,1.84729195783346,0
"man",22.8611111111111,"C2","C","Substrate C",80.002,0.9718,80.9738,79.0262,0.790083118,1.52093856865467,1.9278241310599,813.01,19.0112568267627,504.269488143885,1.18859709176039,0.0209623949102754,3,3.05468802545577,624.62409687888,120.354608734995,0.192683262359525,2.12260391268334,0
"man",27.1458333333333,"C2","C","Substrate C",80.002,0.9718,80.9738,79.0262,0.790083118,1.52093856865467,1.9278241310599,813.01,19.0112568267627,509.616961414941,1.29865907262537,0.0218562876273438,3,2.91502222818713,641.116193282056,131.499231867115,0.205109827586686,2.21311743400997,0
"man",0,"C3","C","Substrate C",80.021,0.9713,80.9923,79.0077,0.789676613,1.52093856865467,1.9278241310599,813.01,19.0067428381883,0,0,0,3,NA,0,0,NA,0,0
"man",0.840277777777778,"C3","C","Substrate C",80.021,0.9713,80.9923,79.0077,0.789676613,1.52093856865467,1.9278241310599,813.01,19.0067428381883,63.0966786604848,0.106824483906031,0.000482102641240257,3,0.781680602197725,73.9216187510488,10.824940090564,0.146438082302012,0.0488533341618496,0
"man",1.84375,"C3","C","Substrate C",80.021,0.9713,80.9923,79.0077,0.789676613,1.52093856865467,1.9278241310599,813.01,19.0067428381883,158.799034638548,0.212704607056943,0.000324250142989193,3,0.264036463426674,180.353219074429,21.5541844358807,0.119510949383086,0.0328575270749954,0
"man",2.85069444444444,"C3","C","Substrate C",80.021,0.9713,80.9923,79.0077,0.789676613,1.52093856865467,1.9278241310599,813.01,19.0067428381883,264.671650393802,0.305900941306799,0.00156860947214828,3,0.888167029296499,295.669781554502,30.9981311607001,0.104840376306721,0.158953293670327,0
"man",3.80902777777778,"C3","C","Substrate C",80.021,0.9713,80.9923,79.0077,0.789676613,1.52093856865467,1.9278241310599,813.01,19.0067428381883,325.207321278681,0.393685137544296,0.00230371093533004,3,1.01353696277008,365.100966187008,39.8936449083267,0.109267431759939,0.233443981651823,0
"man",4.86111111111111,"C3","C","Substrate C",80.021,0.9713,80.9923,79.0077,0.789676613,1.52093856865467,1.9278241310599,813.01,19.0067428381883,364.69936762736,0.4690949821353,0.00438785411353551,3,1.62013804245971,412.234585142341,47.5352175149815,0.115311085552339,0.444638309200155,0
"man",5.85902777777778,"C3","C","Substrate C",80.021,0.9713,80.9923,79.0077,0.789676613,1.52093856865467,1.9278241310599,813.01,19.0067428381883,388.589359209026,0.534555349285212,0.00644478709293413,3,2.08822130465112,442.757930116358,54.1685709073316,0.122343536327166,0.653075321560374,0
"man",6.83958333333333,"C3","C","Substrate C",80.021,0.9713,80.9923,79.0077,0.789676613,1.52093856865467,1.9278241310599,813.01,19.0067428381883,404.499950380911,0.596088918954218,0.00961225622718329,3,2.79302560934378,464.903957031714,60.4040066508029,0.12992792540736,0.974047278205812,0
"man",8.91666666666667,"C3","C","Substrate C",80.021,0.9713,80.9923,79.0077,0.789676613,1.52093856865467,1.9278241310599,813.01,19.0067428381883,423.040540199236,0.702073468519426,0.0113245263706471,3,2.79381801551038,494.184373129733,71.1438329304973,0.143962125876086,1.14755826598799,0
"man",10.8784722222222,"C3","C","Substrate C",80.021,0.9713,80.9923,79.0077,0.789676613,1.52093856865467,1.9278241310599,813.01,19.0067428381883,433.920859871025,0.795575678544647,0.0136203222712581,3,2.96528549395029,514.539635107339,80.6187752363146,0.156681370560494,1.3802001864127,0
"man",13.125,"C3","C","Substrate C",80.021,0.9713,80.9923,79.0077,0.789676613,1.52093856865467,1.9278241310599,813.01,19.0067428381883,442.053857021871,0.895035400110571,0.0156514618085402,3,3.02883294468202,532.751272360228,90.697415338357,0.170243451388757,1.58602344904597,0
"man",15.8541666666667,"C3","C","Substrate C",80.021,0.9713,80.9923,79.0077,0.789676613,1.52093856865467,1.9278241310599,813.01,19.0067428381883,448.40409517836,0.992001729338144,0.0165793107421967,3,2.89477404229088,548.927485483408,100.523390305048,0.183126902848604,1.68004598725697,0
"man",18.9097222222222,"C3","C","Substrate C",80.021,0.9713,80.9923,79.0077,0.789676613,1.52093856865467,1.9278241310599,813.01,19.0067428381883,453.875086302604,1.08883395508275,0.0182434712869852,3,2.90206041315829,564.210862347268,110.335776044664,0.195557695549564,1.84868184244408,0
"man",22.8611111111111,"C3","C","Substrate C",80.021,0.9713,80.9923,79.0077,0.789676613,1.52093856865467,1.9278241310599,813.01,19.0067428381883,459.387984909475,1.18859709176039,0.0209623949102754,3,3.05468802545577,579.833147288569,120.445162379094,0.207723830454197,2.12420093934724,0
"man",27.1458333333333,"C3","C","Substrate C",80.021,0.9713,80.9923,79.0077,0.789676613,1.52093856865467,1.9278241310599,813.01,19.0067428381883,463.191420755906,1.29865907262537,0.0218562876273438,3,2.91502222818713,594.789591373826,131.59817061792,0.221251636757729,2.21478256217229,0
"man",0,"L1","L","Cellulose",80.037,0.8518,80.8888,79.1112,0.829636164,1.52118564704856,1.83356665671278,973.98,19.0060302990936,0,0,0,3,NA,0,0,NA,0,0
"man",0.840277777777778,"L1","L","Cellulose",80.037,0.8518,80.8888,79.1112,0.829636164,1.52118564704856,1.83356665671278,973.98,19.0060302990936,0.552040945965375,0.106824483906031,0.000482102641240257,3,0.781680602197725,10.8576563342394,10.305615388274,0.949156527986198,0.0465096035723757,0
"man",1.84375,"L1","L","Cellulose",80.037,0.8518,80.8888,79.1112,0.829636164,1.52118564704856,1.83356665671278,973.98,19.0060302990936,16.4275372657612,0.212704607056943,0.000324250142989193,3,0.264036463426674,36.9476632845404,20.5201260187792,0.555383593835153,0.0312811926728233,0
"man",2.85069444444444,"L1","L","Cellulose",80.037,0.8518,80.8888,79.1112,0.829636164,1.52118564704856,1.83356665671278,973.98,19.0060302990936,93.4169769720742,0.305900941306799,0.00156860947214828,3,0.888167029296499,122.927977940653,29.5110009685792,0.24006740746054,0.15132753581645,0
"man",3.80902777777778,"L1","L","Cellulose",80.037,0.8518,80.8888,79.1112,0.829636164,1.52118564704856,1.83356665671278,973.98,19.0060302990936,175.172030179342,0.393685137544296,0.00230371093533004,3,1.01353696277008,213.151784101488,37.9797539221456,0.178181731305905,0.222244545418599,0
"man",4.86111111111111,"L1","L","Cellulose",80.037,0.8518,80.8888,79.1112,0.829636164,1.52118564704856,1.83356665671278,973.98,19.0060302990936,228.514877218414,0.4690949821353,0.00438785411353551,3,1.62013804245971,273.769600571051,45.2547233526371,0.165302222227162,0.423306860192562,0
"man",5.85902777777778,"L1","L","Cellulose",80.037,0.8518,80.8888,79.1112,0.829636164,1.52118564704856,1.83356665671278,973.98,19.0060302990936,255.073443568409,0.534555349285212,0.00644478709293413,3,2.08822130465112,306.643286286524,51.5698427181153,0.168175352353643,0.621744141516436,0
"man",6.83958333333333,"L1","L","Cellulose",80.037,0.8518,80.8888,79.1112,0.829636164,1.52118564704856,1.83356665671278,973.98,19.0060302990936,271.669041080592,0.596088918954218,0.00961225622718329,3,2.79302560934378,329.175175548398,57.506134467806,0.174697664767709,0.927317521871032,0
"man",8.91666666666667,"L1","L","Cellulose",80.037,0.8518,80.8888,79.1112,0.829636164,1.52118564704856,1.83356665671278,973.98,19.0060302990936,290.418564572399,0.702073468519426,0.0113245263706471,3,2.79381801551038,358.149283938544,67.7307193661453,0.189113094465289,1.09250434884307,0
"man",10.8784722222222,"L1","L","Cellulose",80.037,0.8518,80.8888,79.1112,0.829636164,1.52118564704856,1.83356665671278,973.98,19.0060302990936,299.725942045175,0.795575678544647,0.0136203222712581,3,2.96528549395029,376.47704493427,76.7511028890948,0.203866620612938,1.31398531178866,0
"man",13.125,"L1","L","Cellulose",80.037,0.8518,80.8888,79.1112,0.829636164,1.52118564704856,1.83356665671278,973.98,19.0060302990936,304.966619423536,0.895035400110571,0.0156514618085402,3,3.02883294468202,391.312841330335,86.3462219067993,0.220657777580849,1.50993423759446,0
"man",15.8541666666667,"L1","L","Cellulose",80.037,0.8518,80.8888,79.1112,0.829636164,1.52118564704856,1.83356665671278,973.98,19.0060302990936,309.282435989766,0.992001729338144,0.0165793107421967,3,2.89477404229088,404.983233346808,95.7007973570413,0.236308048029948,1.59944606015656,0
"man",18.9097222222222,"L1","L","Cellulose",80.037,0.8518,80.8888,79.1112,0.829636164,1.52118564704856,1.83356665671278,973.98,19.0060302990936,312.669622458002,1.08883395508275,0.0182434712869852,3,2.90206041315829,417.712057979121,105.042435521119,0.251470920014402,1.75999163820977,0
"man",22.8611111111111,"L1","L","Cellulose",80.037,0.8518,80.8888,79.1112,0.829636164,1.52118564704856,1.83356665671278,973.98,19.0060302990936,316.478141351142,1.18859709176039,0.0209623949102754,3,3.05468802545577,431.144967076963,114.666825725821,0.26595886414546,2.02229275221627,0
"man",27.1458333333333,"L1","L","Cellulose",80.037,0.8518,80.8888,79.1112,0.829636164,1.52118564704856,1.83356665671278,973.98,19.0060302990936,321.058454310745,1.29865907262537,0.0218562876273438,3,2.91502222818713,446.343224558196,125.284770247452,0.280691547119287,2.10852873673635,0
"man",0,"L2","L","Cellulose",80.013,0.853,80.866,79.134,0.83080494,1.52118564704856,1.83356665671278,973.98,19.0117311817899,0,0,0,3,NA,0,0,NA,0,0
"man",0.840277777777778,"L2","L","Cellulose",80.013,0.853,80.866,79.134,0.83080494,1.52118564704856,1.83356665671278,973.98,19.0117311817899,1.72272706786212,0.106824483906031,0.000482102641240257,3,0.781680602197725,12.010758613237,10.2880315453749,0.856568005124712,0.0464302470728649,0
"man",1.84375,"L2","L","Cellulose",80.013,0.853,80.866,79.134,0.83080494,1.52118564704856,1.83356665671278,973.98,19.0117311817899,18.1719817844477,0.212704607056943,0.000324250142989193,3,0.264036463426674,38.6570955639194,20.4851137794717,0.529918595296422,0.0312278194819042,0
"man",2.85069444444444,"L2","L","Cellulose",80.013,0.853,80.866,79.134,0.83080494,1.52118564704856,1.83356665671278,973.98,19.0117311817899,98.4579267260422,0.305900941306799,0.00156860947214828,3,0.888167029296499,127.918574873826,29.4606481477842,0.230307820243017,0.151069334872998,0
"man",3.80902777777778,"L2","L","Cellulose",80.013,0.853,80.866,79.134,0.83080494,1.52118564704856,1.83356665671278,973.98,19.0117311817899,183.877060636596,0.393685137544296,0.00230371093533004,3,1.01353696277008,221.792012021372,37.914951384776,0.170948227752776,0.221865343107568,0
"man",4.86111111111111,"L2","L","Cellulose",80.013,0.853,80.866,79.134,0.83080494,1.52118564704856,1.83356665671278,973.98,19.0117311817899,237.363029509746,0.4690949821353,0.00438785411353551,3,1.62013804245971,282.540537488444,45.1775079786981,0.159897437657228,0.422584597518542,0
"man",5.85902777777778,"L2","L","Cellulose",80.013,0.853,80.866,79.134,0.83080494,1.52118564704856,1.83356665671278,973.98,19.0117311817899,263.523630641307,0.534555349285212,0.00644478709293413,3,2.08822130465112,315.005482882529,51.4818522412225,0.163431606872763,0.620683297413877,0
"man",6.83958333333333,"L2","L","Cellulose",80.013,0.853,80.866,79.134,0.83080494,1.52118564704856,1.83356665671278,973.98,19.0117311817899,279.245143293535,0.596088918954218,0.00961225622718329,3,2.79302560934378,336.653158551946,57.4080152584117,0.170525699225108,0.925735296549413,0
"man",8.91666666666667,"L2","L","Cellulose",80.013,0.853,80.866,79.134,0.83080494,1.52118564704856,1.83356665671278,973.98,19.0117311817899,298.98970828312,0.702073468519426,0.0113245263706471,3,2.79381801551038,366.604862854354,67.615154571234,0.184436054788767,1.09064027531491,0
"man",10.8784722222222,"L2","L","Cellulose",80.013,0.853,80.866,79.134,0.83080494,1.52118564704856,1.83356665671278,973.98,19.0117311817899,309.574818153156,0.795575678544647,0.0136203222712581,3,2.96528549395029,386.194965317174,76.6201471640177,0.198397581649184,1.31174333880366,0
"man",13.125,"L2","L","Cellulose",80.013,0.853,80.866,79.134,0.83080494,1.52118564704856,1.83356665671278,973.98,19.0117311817899,316.170702727309,0.895035400110571,0.0156514618085402,3,3.02883294468202,402.369597342749,86.1988946154402,0.214228150398783,1.50735792891016,0
"man",15.8541666666667,"L2","L","Cellulose",80.013,0.853,80.866,79.134,0.83080494,1.52118564704856,1.83356665671278,973.98,19.0117311817899,321.929263349421,0.992001729338144,0.0165793107421967,3,2.89477404229088,417.466772273637,95.5375089242163,0.228850570319389,1.5967170229096,0
"man",18.9097222222222,"L2","L","Cellulose",80.013,0.853,80.866,79.134,0.83080494,1.52118564704856,1.83356665671278,973.98,19.0117311817899,325.691830922006,1.08883395508275,0.0182434712869852,3,2.90206041315829,430.555038942936,104.86320802093,0.243553549572621,1.75698867183619,0
"man",22.8611111111111,"L2","L","Cellulose",80.013,0.853,80.866,79.134,0.83080494,1.52118564704856,1.83356665671278,973.98,19.0117311817899,329.929407283824,1.18859709176039,0.0209623949102754,3,3.05468802545577,444.400583999533,114.471176715709,0.25758556769995,2.01884223745211,0
"man",27.1458333333333,"L2","L","Cellulose",80.013,0.853,80.866,79.134,0.83080494,1.52118564704856,1.83356665671278,973.98,19.0117311817899,334.656101869398,1.29865907262537,0.0218562876273438,3,2.91502222818713,459.727106355691,125.071004486293,0.272054883771689,2.10493108277216,0
"man",0,"L3","L","Cellulose",80.025,0.8527,80.8777,79.1223,0.830512746,1.52118564704856,1.83356665671278,973.98,19.0088803130092,0,0,0,3,NA,0,0,NA,0,0
"man",0.840277777777778,"L3","L","Cellulose",80.025,0.8527,80.8777,79.1223,0.830512746,1.52118564704856,1.83356665671278,973.98,19.0088803130092,1.10994439768161,0.106824483906031,0.000482102641240257,3,0.781680602197725,11.4031390123975,10.2931946147159,0.902663258206809,0.0464535481858235,0
"man",1.84375,"L3","L","Cellulose",80.025,0.8527,80.8777,79.1223,0.830512746,1.52118564704856,1.83356665671278,973.98,19.0088803130092,16.09303877377,0.212704607056943,0.000324250142989193,3,0.264036463426674,36.5884330488289,20.4953942750589,0.560160481529965,0.0312434912259735,0
"man",2.85069444444444,"L3","L","Cellulose",80.025,0.8527,80.8777,79.1223,0.830512746,1.52118564704856,1.83356665671278,973.98,19.0088803130092,92.6946760740133,0.305900941306799,0.00156860947214828,3,0.888167029296499,122.170109107375,29.475433033362,0.241265504702595,0.151145149322809,0
"man",3.80902777777778,"L3","L","Cellulose",80.025,0.8527,80.8777,79.1223,0.830512746,1.52118564704856,1.83356665671278,973.98,19.0088803130092,175.366493746724,0.393685137544296,0.00230371093533004,3,1.01353696277008,213.300472826176,37.9339790794521,0.1778429207251,0.221976686676626,0
"man",4.86111111111111,"L3","L","Cellulose",80.025,0.8527,80.8777,79.1223,0.830512746,1.52118564704856,1.83356665671278,973.98,19.0088803130092,227.119549322715,0.4690949821353,0.00438785411353551,3,1.62013804245971,272.319729724736,45.2001804020205,0.165982025788985,0.422796672449479,0
"man",5.85902777777778,"L3","L","Cellulose",80.025,0.8527,80.8777,79.1223,0.830512746,1.52118564704856,1.83356665671278,973.98,19.0088803130092,252.014201376538,0.534555349285212,0.00644478709293413,3,2.08822130465112,303.521889888942,51.5076885124038,0.169700078407031,0.620994788576133,0
"man",6.83958333333333,"L3","L","Cellulose",80.025,0.8527,80.8777,79.1223,0.830512746,1.52118564704856,1.83356665671278,973.98,19.0088803130092,266.351936363422,0.596088918954218,0.00961225622718329,3,2.79302560934378,323.788761949855,57.4368255864327,0.177389805750355,0.926199878671511,0
"man",8.91666666666667,"L3","L","Cellulose",80.025,0.8527,80.8777,79.1223,0.830512746,1.52118564704856,1.83356665671278,973.98,19.0088803130092,284.407602108674,0.702073468519426,0.0113245263706471,3,2.79381801551038,352.056689481341,67.6490873726663,0.192153960978071,1.09118761533256,0
"man",10.8784722222222,"L3","L","Cellulose",80.025,0.8527,80.8777,79.1223,0.830512746,1.52118564704856,1.83356665671278,973.98,19.0088803130092,294.84794379403,0.795575678544647,0.0136203222712581,3,2.96528549395029,371.50654293314,76.6585991391099,0.206345219478157,1.31240163983881,0
"man",13.125,"L3","L","Cellulose",80.025,0.8527,80.8777,79.1223,0.830512746,1.52118564704856,1.83356665671278,973.98,19.0088803130092,301.815968172108,0.895035400110571,0.0156514618085402,3,3.02883294468202,388.058121876331,86.2421537042231,0.222240300724094,1.50811439952112,0
"man",15.8541666666667,"L3","L","Cellulose",80.025,0.8527,80.8777,79.1223,0.830512746,1.52118564704856,1.83356665671278,973.98,19.0088803130092,305.811699845336,0.992001729338144,0.0165793107421967,3,2.89477404229088,401.397154460725,95.5854546153889,0.238131869030829,1.59751833856177,0
"man",18.9097222222222,"L3","L","Cellulose",80.025,0.8527,80.8777,79.1223,0.830512746,1.52118564704856,1.83356665671278,973.98,19.0088803130092,307.998760222697,1.08883395508275,0.0182434712869852,3,2.90206041315829,412.914594055664,104.915833832967,0.254086039445784,1.757870420138,0
"man",22.8611111111111,"L3","L","Cellulose",80.025,0.8527,80.8777,79.1223,0.830512746,1.52118564704856,1.83356665671278,973.98,19.0088803130092,310.237997998086,1.18859709176039,0.0209623949102754,3,3.05468802545577,424.766622304262,114.528624306177,0.269627174764545,2.01985539749294,0
"man",27.1458333333333,"L3","L","Cellulose",80.025,0.8527,80.8777,79.1223,0.830512746,1.52118564704856,1.83356665671278,973.98,19.0088803130092,313.509906337913,1.29865907262537,0.0218562876273438,3,2.91502222818713,438.643677959578,125.133771621665,0.285274307847647,2.10598744667332,0
"grav",0,"C1","C","Substrate C",80.024,0.9704,80.9944,79.0056,0.788944904,1.52093856865467,1.9278241310599,813.01,19.0060302990936,0,0,0,3,NA,0,0,NA,0,0
"grav",0.840277777777778,"C1","C","Substrate C",80.024,0.9704,80.9944,79.0056,0.788944904,1.52093856865467,1.9278241310599,813.01,19.0060302990936,63.7032585434163,0.133027662676526,0.000892588538141123,3,1.16217083515432,77.1964766680958,13.4932181246795,0.174790595465817,0.0905367470073744,0
"grav",1.84375,"C1","C","Substrate C",80.024,0.9704,80.9944,79.0056,0.788944904,1.52093856865467,1.9278241310599,813.01,19.0060302990936,172.493940004879,0.230609142845352,0.000645075165235419,3,0.484500721481761,195.8850107292,23.3910707243207,0.119412254348841,0.0654310519797706,0
"grav",2.85069444444444,"C1","C","Substrate C",80.024,0.9704,80.9944,79.0056,0.788944904,1.52093856865467,1.9278241310599,813.01,19.0060302990936,292.397366252273,0.32355094859643,0.00290659839365483,3,1.55597630507574,325.215679646792,32.8183133945191,0.100912457327279,0.294821132216647,0
"grav",3.80902777777778,"C1","C","Substrate C",80.024,0.9704,80.9944,79.0056,0.788944904,1.52093856865467,1.9278241310599,813.01,19.0060302990936,358.560091759456,0.399379610297981,0.00215107903783988,3,0.932891436759931,399.069833025857,40.5097412664011,0.101510407236862,0.218187541425705,0
"grav",4.86111111111111,"C1","C","Substrate C",80.024,0.9704,80.9944,79.0056,0.788944904,1.52093856865467,1.9278241310599,813.01,19.0060302990936,395.574453903808,0.478531485203156,0.00362825275571797,3,1.31325070761799,444.112702110679,48.5382482068702,0.109292636702775,0.368019740100349,0
"grav",5.85902777777778,"C1","C","Substrate C",80.024,0.9704,80.9944,79.0056,0.788944904,1.52093856865467,1.9278241310599,813.01,19.0060302990936,419.131011292442,0.52564992091039,0.00380269397817832,3,1.25301249250333,472.448561171607,53.317549879165,0.112853661247152,0.385713604799128,0
"grav",6.83958333333333,"C1","C","Substrate C",80.024,0.9704,80.9944,79.0056,0.788944904,1.52093856865467,1.9278241310599,813.01,19.0060302990936,438.032598659149,0.576659582601578,0.027580608723978,3,8.28409291285686,496.524143764698,58.4915451055485,0.11780201595447,2.79754723217987,0
