"exper","id","descrip","descrip1","substrate","tare","m.inoc","m.sub","m.tot1","m.tot2","m.tot","m.tot.sd","m.gained","c.sub.vs","c.inoc.vs","m.sub.vs","m.inoc.vs","ISR","vol.tot","vol.hs","notes.x","date","time.orig","time","sheet.order","mass.init","pres.init","vol","mass.final","notes.y","inject.date.time","xCH4.oa","xCH4.GC","date.time","start.time","time.d","vol.hs.gdt","temperature","pressure","massloss","cmassloss","vBg.grav","vCH4.grav","cvBg.grav","cvCH4.grav","rvBg.grav","rvCH4.grav","xCH4c.grav","temp.vol.gdt","temp.grav.gdt","pres.vol.gdt","pres.grav.gdt","mass.tot.gdt","cmass.tot.gdt","vBg.gdt","cvBg.gdt","xCH4.GD.gdt","xCH4.GD.lim.flag.gdt","vCH4.gdt","cvCH4.gdt","rvBg.gdt","rvCH4.gdt","xCH4c.gdt","vol.hsgdthc","temp.volgdthc","temp.gravgdthc","pres.volgdthc","pres.gravgdthc","mass.totgdthc","cmass.totgdthc","mass.vent","mass.leak","cmass.vent","cmass.leak","vBggdthc","cvBggdthc","xCH4.GDHC","xCH4.GDHC.lim.flag","vCH4gdthc","cvCH4gdthc","rvBggdthc","rvCH4gdthc","xCH4.GDgdthc","xCH4.GD.lim.flaggdthc","xCH4c.gdt.hc","aerr1","aerr2"
"2","A1","FI1","A","A",538.12,281.87,3.89,826.2,NA,826.2,NA,2.32000000000005,821,19.86,3.19369,5.5979382,1.75281201368949,1120,837.24,NA,"17022017",1707,"1707",397,822.8,0.169,123,822.6,"Initial mass (822.4) below final mass even after removing 123 mL biogas. Must be data recording error but which one? Suspect mass.init, so set to previous mass.final value. This is the most consitent explanation.","27-02-2017 12:44:19",0.5813,0.5813,2017-02-17 17:07:00,2017-01-17 15:20:00,31.1,837.24,30,1.5,0.199999999999932,3.60000000000002,157.87138822163,91.9386243664639,2710.98733491445,1470.13432569145,14.3519443837846,8.35805676058763,0.542287419331615,20,30,1.01325,1.5,0.199999999999932,3.60000000000002,111.955099781281,2719.68974102818,0.536883828392118,"",60.1068825785956,1460.15744020198,10.1777363437528,5.4642620525996,0.536883828392118,837.24,20,30,1.01325,1.5,0.199999999999932,3.60000000000002,0.199999999999932,0,3.5,0.100000000000023,111.955099781281,2719.68974102818,0.513385789532387,"",57.47615729339,1396.25006498089,10.1777363437528,5.22510520849,NA,NA,0.513385789532387,-0.00540359093949716,-0.0289016297992278
"2","A2","FI1","A","A",540.96,296.05,3.82,842.7,NA,842.7,NA,1.87,821,19.86,3.13622,5.879553,1.87472594397077,1120,823.13,NA,"17022017",1712,"1707",398,839.3,0.182,134,839.1,NA,"27-02-2017 12:05:41",0.5771,0.5771,2017-02-17 17:07:00,2017-01-17 15:20:00,31.1,823.13,30,1.5,0.199999999999932,3.60000000000002,157.215373629811,90.8967408128113,2713.03766447162,1481.95424087222,14.2923066936192,8.26334007389194,0.546234304182003,20,30,1.01325,1.5,0.199999999999932,3.60000000000002,121.967344477168,2726.06116947102,0.539350593535998,"",65.7831596357698,1470.30270976963,11.0879404070152,5.98028723961544,0.539350593535998,823.13,20,30,1.01325,1.5,0.199999999999932,3.60000000000002,0.199999999999932,0,3.60000000000002,0,121.967344477168,2726.06116947102,0.517444461826396,"",63.1113269233826,1410.58525474277,11.0879404070152,5.73739335667115,NA,NA,0.517444461826396,-0.00688371064600524,-0.0287898423556069
"2","A3","FI1","A","A",527.29,296.7,3.49,839.3,NA,839.3,NA,11.8199999999999,821,19.86,2.86529,5.892462,2.05649759710186,1120,822.81,"May be error in tare. Check original data sheet.","17022017",1716,"1707",399,836.2,0.14,105,836,NA,"27-02-2017 10:48:49",0.5778,0.5778,2017-02-17 17:07:00,2017-01-17 15:20:00,31.1,822.81,30,1.5,0.200000000000045,3.29999999999995,157.324332192079,91.0697889971244,2483.32806278248,1362.04960977672,14.3022120174617,8.27907172701131,0.548477517002159,20,30,1.01325,1.5,0.200000000000045,3.29999999999995,95.5714266425567,2470.29382769427,0.527161802907985,"",50.3816055753784,1302.24454791978,8.6883115129597,4.58014596139803,0.527161802907985,822.81,20,30,1.01325,1.5,0.200000000000045,3.29999999999995,0.200000000000045,0,3.39999999999998,-0.100000000000023,95.5714266425567,2470.29382769427,0.496495212538012,"",47.4507557834572,1226.48905901241,8.6883115129597,4.31370507122339,NA,NA,0.496495212538012,-0.0213157140941743,-0.0519823044641466
"2","B1","FI2","B","B",537.92,301.66,3.94,845.4,NA,845.4,NA,1.88,858.47,19.86,3.3823718,5.9909676,1.77123271900505,1120,817.4,NA,"17022017",1720,"1707",400,841.5,0.182,134,841.4,NA,"27-02-2017 10:29:58",0.5888,0.5888,2017-02-17 17:07:00,2017-01-17 15:20:00,31.1,817.4,30,1.5,0.100000000000023,4,79.5282504856252,46.9104112825443,2996.31829001476,1555.22312870097,7.22984095323865,4.26458284386766,0.519044700252227,20,30,1.01325,1.5,0.100000000000023,4,121.967344477168,3023.69789815784,0.537519242652546,"",65.5597946317093,1625.2958042279,11.0879404070152,5.95998133015539,0.537519242652546,817.4,20,30,1.01325,1.5,0.100000000000023,4,0.100000000000023,0,3.80000000000007,0.199999999999932,121.967344477168,3023.69789815784,0.518062624862213,"",63.1867226273152,1566.46486991001,11.0879404070152,5.74424751157411,NA,NA,0.518062624862213,0.0184745424003194,-0.000982075390013493
"2","B2","FI2","B","B",537.39,310.41,3.51,853.2,NA,853.2,NA,1.8900000000001,858.47,19.86,3.0132297,6.1647426,2.04589202077757,1120,809.08,NA,"17022017",1720,"1707",401,849.7,0.166,120,849.5,NA,"27-02-2017 11:46:24",0.5891,0.5891,2017-02-17 17:07:00,2017-01-17 15:20:00,31.1,809.08,30,1.5,0.200000000000045,3.70000000000005,159.104274054427,93.8966958616421,2776.81567984461,1443.54313817546,14.4640249140388,8.53606326014928,0.519855584457172,20,30,1.01325,1.5,0.200000000000045,3.70000000000005,109.224487591493,2747.90606698932,0.518704961051564,"",56.6552835820227,1425.35250945105,9.92949887195394,5.15048032563842,0.518704961051564,809.08,20,30,1.01325,1.5,0.200000000000045,3.70000000000005,0.200000000000045,0,3.80000000000007,-0.100000000000023,109.224487591493,2747.90606698932,0.489744507385655,"",53.4920928699465,1345.77190311974,9.92949887195394,4.8629175336315,NA,NA,0.489744507385655,-0.00115062340560723,-0.0301110770715166
"2","B3","FI2","B","B",537.31,302.25,3.45,847.9,NA,847.9,NA,4.88999999999999,858.47,19.86,2.9617215,6.002685,2.02675538533924,1120,817.3,NA,"17022017",1724,"1707",402,844.5,0.146,105,844.3,NA,"27-02-2017 15:02:03",0.5761,0.5761,2017-02-17 17:07:00,2017-01-17 15:20:00,31.1,817.3,30,1.5,0.200000000000045,3.60000000000002,157.05997893455,90.6499426784478,2688.68033388725,1431.27172024064,14.2781799031409,8.24090387985889,0.532332424275714,20,30,1.01325,1.5,0.200000000000045,3.60000000000002,95.5714266425567,2550.39178526137,0.466823623502707,"",44.6149996886014,1190.58313454725,8.6883115129597,4.05590906260013,0.466823623502707,817.3,20,30,1.01325,1.5,0.200000000000045,3.60000000000002,0.200000000000045,0,3.60000000000002,0,95.5714266425567,2550.39178526137,0.412126916489479,"",39.3875573666973,1051.08510229986,8.6883115129597,3.58068703333612,NA,NA,0.412126916489479,-0.0655088007730074,-0.120205507786235
"2","C1","FI3","C","C",536.09,496.42,3.42,1037.8,NA,1037.8,NA,1.86999999999989,799.27,19.86,2.7335034,9.8589012,3.60669066663682,1120,623.16,NA,"17022017",1753,"1707",415,1034.3,0.234,140,1034.1,"Ask Jinmi about pres.init","27-02-2017 13:42:36",0.615,0.615,2017-02-17 17:07:00,2017-01-17 15:20:00,31.1,623.16,30,1.5,0.300000000000182,3.70000000000005,245.008878363426,150.934043745336,3008.5016831134,1904.92869470431,22.2735343966751,13.7212767041215,0.633181861056154,20,30,1.01325,1.5,0.300000000000182,3.70000000000005,127.428568856742,2878.06524803585,0.567258117094499,"",72.2848900337223,1632.60587347593,11.5844153506129,6.5713536394293,0.567258117094499,623.16,20,30,1.01325,1.5,0.300000000000182,3.70000000000005,0.200000000000045,0.100000000000136,3.49999999999977,0.200000000000273,127.428568856742,2878.06524803585,0.560169416913468,"",71.381587114599,1612.20413183116,11.5844153506129,6.48923519223628,NA,NA,0.560169416913468,-0.0659237439616552,-0.0730124441426857
"2","C2","FI3","C","C",536.44,480.16,3.6,1022.1,NA,1022.1,NA,1.89999999999986,799.27,19.86,2.877372,9.5359776,3.31412747465396,1120,639.24,NA,"17022017",1756,"1707",416,1018.5,0.357,220,1018.3,NA,"27-02-2017 14:02:09",0.6361,0.6361,2017-02-17 17:07:00,2017-01-17 15:20:00,31.1,639.24,30,1.5,0.200000000000045,3.80000000000007,166.958951644298,106.371508925531,3093.63426450252,1956.06591486966,15.178086513118,9.67013717504824,0.632287383584502,20,30,1.01325,1.5,0.200000000000045,3.80000000000007,200.244893917738,3112.89789635756,0.618972290680095,"",123.946040685255,1926.79754156169,18.2040812652489,11.2678218804777,0.618972290680095,639.24,20,30,1.01325,1.5,0.200000000000045,3.80000000000007,0.200000000000045,0,3.70000000000005,0.100000000000023,200.244893917738,3112.89789635756,0.624572192106653,"",125.067392352366,1944.22946293223,18.2040812652489,11.3697629411242,NA,NA,0.624572192106653,-0.0133150929044068,-0.00771519147784872
"2","C3","FI3","C","C",537.69,506.59,3.09,1049.3,NA,1049.3,NA,1.93000000000006,799.27,19.86,2.4697443,10.0608774,4.07365143023106,1120,613.32,NA,"17022017",1758,"1707",417,1046.2,0.344,222,1045.9,"Ask Jinmi about pres.init","27-02-2017 13:03:45",0.637,0.637,2017-02-17 17:07:00,2017-01-17 15:20:00,31.1,613.32,30,1.5,0.299999999999955,3.39999999999986,250.675353001094,159.933548948292,2765.65479008561,1763.17781664958,22.7886684546449,14.5394135407538,0.637526354688326,20,30,1.01325,1.5,0.299999999999955,3.39999999999986,202.065302044263,2814.35096360748,0.629045611500558,"",127.108291487478,1770.35512287965,18.3695729131148,11.5552992261344,0.629045611500558,613.32,20,30,1.01325,1.5,0.299999999999955,3.39999999999986,0.299999999999955,0,3.29999999999995,0.0999999999999091,202.065302044263,2814.35096360748,0.637642411965737,"",128.845406570089,1794.54953655277,18.3695729131148,11.713218779099,NA,NA,0.637642411965737,-0.0084807431877677,0.000116057277411374
"2","E1","Ethanol","Ethanol","Ethanol",539.62,308.28,1.44,851.1,NA,851.1,NA,1.75999999999999,1000,19.86,1.44,6.1224408,4.251695,1120,813.28,NA,"17022017",1745,"1707",412,849.1,0.138,88,849,NA,"27-02-2017 13:23:21",0.6899,0.6899,2017-02-17 17:07:00,2017-01-17 15:20:00,31.1,813.28,30,1.5,0.100000000000023,2.10000000000002,88.4771839341232,61.1231234675933,1847.5072578363,1338.01227700738,8.04338035764757,5.55664758796303,0.72422572162146,20,30,1.01325,1.5,0.100000000000023,2.10000000000002,80.0979575670951,1785.82037212092,0.654690992488244,"",52.4394113358827,1169.16051182957,7.28163250609956,4.76721921235298,0.654690992488244,813.28,20,30,1.01325,1.5,0.100000000000023,2.10000000000002,0.100000000000023,0,2,0.100000000000023,80.0979575670951,1785.82037212092,0.698465965883406,"",55.9456972973892,1247.3347511077,7.28163250609956,5.08597248158083,NA,NA,0.698465965883406,-0.0695347291332163,-0.0257597557380542
