"exper","id","date","time.orig","time","sheet.order","mass.init","pres.init","vol","mass.final","notes","inject.date.time","xCH4.oa","date.time","start.time","time.d","xCH4.GC","temperature","pressure","vBg","vCH4","cvBg","cvCH4","rvBg","rvCH4"
"2","E3","28012017",1907,"1822",342,869.7,0.17,120,869.6,"mass.init originally entered as 868.9. Typo","09-02-2017 11:21:39",0.7237,2017-01-28 18:22:00,2017-01-17 15:20:00,11.1,0.7146,20,1.01325,109.224487591493,78.0518188328812,1733.02853645169,1257.34662991401,25.4010436259287,18.1515857750886
"2","E3","01022017",1034,"1013",360,869.5,0.095,65,869.5,NA,"20-02-2017 16:58:57",0.7077,2017-02-01 10:13:00,2017-01-17 15:20:00,14.8,0.7077,20,1.01325,59.1632641120589,41.8698420121041,1792.19180056375,1299.21647192611,15.9900713816375,11.3161735167849
"2","E3","06022017",1742,"1701",384,869.5,0.103,68,869.4,NA,"08-02-2017 14:05:11",0.7067,2017-02-06 17:01:00,2017-01-17 15:20:00,20.1,0.6965,20,1.01325,61.8938763018462,43.1090848442359,1854.0856768656,1342.32555677034,11.6780898682729,8.13378959325205
"2","E3","17022017",1750,"1707",414,869.4,0.177,128,869.3,NA,"27-02-2017 14:41:49",0.6931,2017-02-17 17:07:00,2017-01-17 15:20:00,31.1,0.6931,20,1.01325,116.506120097593,80.7503918396417,1970.59179696319,1423.07594860999,10.5914654634175,7.3409447126947
"2","I1","17012017",1520,"1520",182,959.9,0,0,959.9,"Start",NA,NA,2017-01-17 15:20:00,2017-01-17 15:20:00,0,0,20,1.01325,0,0,0,0,NA,NA
"2","I1","18012017",1623,"1527",223,959.9,0.207,140,959.8,NA,"17-02-2017 11:22:20",0.2822,2017-01-18 15:27:00,2017-01-17 15:20:00,1,0.2744,20,1.01325,127.428568856742,34.9663992942901,127.428568856742,34.9663992942901,127.428568856742,34.9663992942901
"2","I1","19012017",1123,"1103",238,959.8,0.085,51,959.7,NA,"06-02-2017 14:04:02",0.4877,2017-01-19 11:03:00,2017-01-17 15:20:00,1.8,0.4759,20,1.01325,46.4204072263847,22.0914717990365,173.848976083127,57.0578710933265,58.0255090329808,27.6143397487956
"2","I1","20012017",1530,"1450",268,959.7,0.11,69,959.6,"For I bottles, there is clear separation of solids from liquid. Nearly clear solution on bottom.","02-02-2017 16:52:11",0.5031,2017-01-20 14:50:00,2017-01-17 15:20:00,3,0.5031,20,1.01325,62.8040803651087,31.5967328316862,236.653056448236,88.6546039250127,52.3367336375906,26.3306106930718
"2","I1","22012017",632,"0617",283,959.6,0.113,74,959.6,NA,"10-02-2017 19:37:50",0.568,2017-01-22 06:17:00,2017-01-17 15:20:00,4.6,0.5566,20,1.01325,67.3551006814209,37.4898490392789,304.008157129657,126.144452964292,42.0969379258881,23.4311556495493
"2","I1","24012017",1028,"0923",316,959.5,0.118,74,959.5,NA,"03-02-2017 13:57:45",0.5836,2017-01-24 09:23:00,2017-01-17 15:20:00,6.8,0.5734,20,1.01325,67.3551006814209,38.6214147307267,371.363257811077,164.765867695018,30.6159548551913,17.5551885139667
"2","I1","28012017",1838,"1822",331,959.5,0.172,108,959.3,NA,"09-02-2017 13:04:38",0.6196,2017-01-28 18:22:00,2017-01-17 15:20:00,11.1,0.6088,20,1.01325,98.302038832344,59.846281241131,469.665296643421,224.612148936149,22.8609392633358,13.9177398235188
"2","I1","01022017",1018,"1013",355,959.3,0.096,68,959.2,NA,"20-02-2017 13:39:20",0.6145,2017-02-01 10:13:00,2017-01-17 15:20:00,14.8,0.6145,20,1.01325,61.8938763018462,38.0337869874845,531.559172945268,262.645935923634,16.7280746761746,10.2794018885093
"2","I1","06022017",1727,"1701",379,959.2,0.076,36,959.2,NA,"08-02-2017 12:39:17",0.6348,2017-02-06 17:01:00,2017-01-17 15:20:00,20.1,0.6235,20,1.01325,32.767346277448,20.4304404039888,564.326519222716,283.076376327623,6.18251816555623,3.85480007622431
"2","I1","17022017",1726,"1707",403,959.1,0.129,80,959,NA,"27-02-2017 11:07:48",0.6334,2017-02-17 17:07:00,2017-01-17 15:20:00,31.1,0.6334,20,1.01325,72.8163250609956,46.1218602936346,637.142844283711,329.198236621257,6.61966591463596,4.19289639033042
"2","I2","17012017",1520,"1520",183,989.9,0,0,989.9,NA,NA,NA,2017-01-17 15:20:00,2017-01-17 15:20:00,0,0,20,1.01325,0,0,0,0,NA,NA
"2","I2","18012017",1625,"1527",224,989.9,0.198,128,989.8,NA,"17-02-2017 11:04:27",0.2372,2017-01-18 15:27:00,2017-01-17 15:20:00,1,0.2303,20,1.01325,116.506120097593,26.8313594584756,116.506120097593,26.8313594584756,116.506120097593,26.8313594584756
"2","I2","19012017",1126,"1103",239,989.8,0.095,52,989.7,NA,"06-02-2017 13:28:20",0.4451,2017-01-19 11:03:00,2017-01-17 15:20:00,1.8,0.4335,20,1.01325,47.3306112896471,20.517819994062,163.83673138724,47.3491794525377,59.1632641120589,25.6472749925775
"2","I2","20012017",1533,"1450",269,989.7,0.115,68,989.6,NA,"02-02-2017 16:33:32",0.4848,2017-01-20 14:50:00,2017-01-17 15:20:00,3,0.4848,20,1.01325,61.8938763018462,30.006151231135,225.730607689086,77.3553306836727,51.5782302515385,25.0051260259459
"2","I2","22012017",634,"0617",284,989.6,0.128,83,989.6,NA,"10-02-2017 19:20:12",0.5545,2017-01-22 06:17:00,2017-01-17 15:20:00,4.6,0.543,20,1.01325,75.5469372507829,41.0219869271751,301.277544939869,118.377317610848,47.2168357817393,25.6387418294845
"2","I2","24012017",1031,"0923",317,989.5,0.122,73,989.5,NA,"03-02-2017 13:21:44",0.576,2017-01-24 09:23:00,2017-01-17 15:20:00,6.8,0.5657,20,1.01325,66.4448966181585,37.5878780168922,367.722441558028,155.96519562774,30.2022257355266,17.0853990985874
"2","I2","28012017",1840,"1822",332,989.5,0.182,125,989.3,NA,"09-02-2017 15:05:48",0.6211,2017-01-28 18:22:00,2017-01-17 15:20:00,11.1,0.6104,20,1.01325,113.775507907806,69.4485700269245,481.497949465833,225.413765654665,26.4594204436757,16.1508302388197
"2","I2","01022017",1022,"1013",356,989.3,0.125,75,989.2,NA,"20-02-2017 11:51:05",0.6095,2017-02-01 10:13:00,2017-01-17 15:20:00,14.8,0.6095,20,1.01325,68.2653047446833,41.6077032418845,549.763254210516,267.021468896549,18.4500823634279,11.2453252005093
"2","I2","06022017",1730,"1701",380,989.2,0.147,86,989.1,NA,"08-02-2017 13:13:29",0.6402,2017-02-06 17:01:00,2017-01-17 15:20:00,20.1,0.629,20,1.01325,78.2775494405702,49.2365785981187,628.040803651087,316.258047494668,14.769348951051,9.28992049021107
"2","I2","17022017",1728,"1707",404,989.1,0.224,140,989,NA,"27-02-2017 15:42:45",0.6402,2017-02-17 17:07:00,2017-01-17 15:20:00,31.1,0.6402,20,1.01325,127.428568856742,81.5797697820864,755.469372507829,397.837817276754,11.5844153506129,7.4163427074624
"2","L1","17012017",1520,"1520",197,838.3,0,0,838.3,NA,NA,NA,2017-01-17 15:20:00,2017-01-17 15:20:00,0,0,20,1.01325,0,0,0,0,NA,NA
"2","L1","18012017",1630,"1527",226,838.3,0.168,123,838.2,NA,"17-02-2017 10:11:23",0.3518,2017-01-18 15:27:00,2017-01-17 15:20:00,1,0.343,20,1.01325,111.955099781281,38.4005992249793,111.955099781281,38.4005992249793,111.955099781281,38.4005992249793
"2","L1","19012017",1104,"1103",230,838.2,0.171,123,838,NA,"06-02-2017 15:13:06",0.4861,2017-01-19 11:03:00,2017-01-17 15:20:00,1.8,0.4743,20,1.01325,111.955099781281,53.1003038262614,223.910199562561,91.5009030512407,139.943874726601,66.3753797828268
"2","L1","20012017",1537,"1450",271,838,0.623,499,837.4,NA,"02-02-2017 14:48:12",0.5111,2017-01-20 14:50:00,2017-01-17 15:20:00,3,0.5111,20,1.01325,454.19182756796,232.137443069984,678.102027130521,323.638346121225,378.493189639967,193.447869224987
"2","L1","22012017",617,"0617",277,837.4,0.431,337,837,NA,"10-02-2017 20:48:37",0.5022,2017-01-22 06:17:00,2017-01-17 15:20:00,4.6,0.4906,20,1.01325,306.738769319444,150.486040228119,984.840796449965,474.124386349344,191.711730824652,94.0537751425745
"2","L1","24012017",1037,"0923",319,837,0.274,208,836.8,NA,"03-02-2017 14:33:44",0.5415,2017-01-24 09:23:00,2017-01-17 15:20:00,6.8,0.531,20,1.01325,189.322445158588,100.53021837921,1174.16324160855,574.654604728555,86.0556568902675,45.695553808732
"2","L1","28012017",1822,"1822",325,836.8,0.224,170,836.6,"mass.init was entered as 856.8, assumed to be typo in second digit","09-02-2017 13:56:39",0.5364,2017-01-28 18:22:00,2017-01-17 15:20:00,11.1,0.5251,20,1.01325,154.734690754616,81.2511861152487,1328.89793236317,655.905790843803,35.984811803399,18.8956246779648
"2","L1","01022017",1046,"1013",364,836.5,0.118,80,836.4,NA,"20-02-2017 12:27:14",0.5341,2017-02-01 10:13:00,2017-01-17 15:20:00,14.8,0.5341,20,1.01325,72.8163250609956,38.8911992150777,1401.71425742416,694.796990058881,19.6800878543231,10.511134922994
"2","L1","06022017",1753,"1701",388,836.4,0.105,70,836.4,NA,"08-02-2017 14:22:37",0.5518,2017-02-06 17:01:00,2017-01-17 15:20:00,20.1,0.5398,20,1.01325,63.7142844283711,34.3929707344347,1465.42854185254,729.189960793316,12.0215630996927,6.4892397612141
"2","L1","17022017",1740,"1707",409,836.3,0.149,107,836.2,NA,"27-02-2017 09:35:30",0.5556,2017-02-17 17:07:00,2017-01-17 15:20:00,31.1,0.5556,20,1.01325,97.3918347690816,54.1109033977017,1562.82037662162,783.300864191018,8.8538031608256,4.9191730361547
"2","L3","17012017",1520,"1520",199,863.3,0,0,863.3,NA,NA,NA,2017-01-17 15:20:00,2017-01-17 15:20:00,0,0,20,1.01325,0,0,0,0,NA,NA
"2","L3","18012017",1636,"1527",228,863.3,0.155,112,863.2,NA,"17-02-2017 10:28:49",0.3284,2017-01-18 15:27:00,2017-01-17 15:20:00,1,0.3199,20,1.01325,101.942855085394,32.6115193418175,101.942855085394,32.6115193418175,101.942855085394,32.6115193418175
"2","L3","19012017",1108,"1103",232,863.2,0.19,135,863.1,NA,"06-02-2017 14:21:29",0.52,2017-01-19 11:03:00,2017-01-17 15:20:00,1.8,0.5082,20,1.01325,122.87754854043,62.4463701682465,224.820403625824,95.057889510064,153.596935675538,78.0579627103082
"2","L3","20012017",1544,"1450",273,863.1,0.733,583,862.4,NA,"02-02-2017 15:05:01",0.5193,2017-01-20 14:50:00,2017-01-17 15:20:00,3,0.5193,20,1.01325,530.648968882005,275.566009540425,755.469372507829,370.623899050489,442.207474068338,229.638341283688
"2","L3","22012017",622,"0617",279,862.4,0.486,377,861.9,NA,"10-02-2017 20:30:50",0.5079,2017-01-22 06:17:00,2017-01-17 15:20:00,4.6,0.4963,20,1.01325,343.146931849942,170.303822277126,1098.61630435777,540.927721327615,214.466832406214,106.439888923204
"2","L3","24012017",1045,"0923",321,861.9,0.306,232,861.6,NA,"03-02-2017 14:51:39",0.5207,2017-01-24 09:23:00,2017-01-17 15:20:00,6.8,0.5102,20,1.01325,211.167342676887,107.737578233748,1309.78364703466,648.665299561363,95.9851557622214,48.9716264698854
"2","L3","28012017",1827,"1822",327,861.6,0.255,192,861.4,NA,NA,NA,2017-01-28 18:22:00,2017-01-17 15:20:00,11.1,0.52396,20,1.01325,174.759180146389,91.5668200295022,1484.54282718105,740.232119590865,40.6416698014859,21.2946093091866
"2","L3","01022017",1050,"1013",366,861.3,0.118,82,861.3,NA,"20-02-2017 15:09:00",0.5358,2017-02-01 10:13:00,2017-01-17 15:20:00,14.8,0.5358,20,1.01325,74.6367331875205,39.9903616418735,1559.17956036857,780.222481232739,20.1720900506812,10.808205849155
"2","L3","06022017",1757,"1701",390,861.3,0.117,84,861.2,NA,"08-02-2017 11:31:45",0.5512,2017-02-06 17:01:00,2017-01-17 15:20:00,20.1,0.5391,20,1.01325,76.4571413140454,41.2180448824019,1635.63670168261,821.440526115141,14.4258757196312,7.77698960045318
"2","L3","17022017",1742,"1707",411,861.2,0.169,125,861,NA,"27-02-2017 09:52:59",0.5555,2017-02-17 17:07:00,2017-01-17 15:20:00,31.1,0.5555,20,1.01325,113.775507907806,63.202294642786,1749.41220959042,884.642820757927,10.3432279916187,5.74566314934418
