"id","elapsed.time","xCH4","vBg","vCH4","cvBg","cvCH4","rvBg","rvCH4"
"C1",0,0,-3.71632110464606,0,-3.71632110464606,0,NA,NA
"C1",0.840277777777778,0.51829550717925,114.214669683754,59.3216503266289,110.498348579108,59.3216503266289,135.924896152566,70.5976665044179
"C1",1.84375,0.58421052631579,148.897382714411,87.1455401409332,259.395731293518,146.467190467562,148.382166857267,86.8439984795458
"C1",2.85069444444444,0.661670684414632,145.687866480805,96.5399247376085,405.083597774324,243.007115205171,144.683122574041,95.8741321532111
"C1",3.80902777777778,0.656071805702218,87.821148078774,57.703584348009,492.904745853098,300.71069955318,91.6394588648076,60.2124358414008
"C1",4.86111111111111,0.640796845818635,54.6651153577553,35.0842287524178,547.569861210853,335.794928305597,51.9589215281635,33.3473857448724
"C1",5.85902777777778,0.628314931379631,36.3281105582985,22.8625771714773,583.897971769151,358.657505477075,36.403952125226,22.9103069776808
"C1",6.83958333333333,0.620584524810765,27.4833253801777,17.0840128469869,611.381297149329,375.741518324062,28.0283205010311,17.422789305709
"C1",8.91666666666667,0.636455085001509,36.5834107717692,23.3206953408788,647.964707921098,399.06221366494,17.6128757978427,11.2276166134622
"C1",10.8784722222222,0.629475606045238,29.032462774648,18.30482463361,676.997170695746,417.36703829855,14.7988482815905,9.33060087518529
"C1",13.125,0.623936816524909,25.2417196637986,15.7751267064695,702.238890359545,433.14216500502,11.2358813959412,7.02200385079322
"C1",15.8541666666667,0.623523233019119,22.3063232442078,13.9313986911379,724.545213603753,447.073563696158,8.17330928032043,5.10463463492075
"C1",18.9097222222222,0.624212878326224,19.6369721797328,12.2777851577905,744.182185783485,459.351348853948,6.42664544063983,4.0181842334587
"C1",22.8611111111111,0.629482071713147,20.547480476998,12.9552178327294,764.729666260483,472.306566686678,5.20006535797489,3.27864915274698
"C1",27.1458333333333,0.632852677220934,19.6130991594524,12.4321209081734,784.342765419936,484.738687594851,4.57744939864044,2.90149985539216
"C2",0,0,-3.71632110464606,0,-3.71632110464606,0,NA,NA
"C2",0.840277777777778,0.516245487364621,117.445832659044,60.7591466140072,113.729511554398,60.7591466140072,139.770247131425,72.3084058877441
"C2",1.84375,0.582975841047641,153.443475283783,89.616927959619,267.172986838181,150.376074573626,152.912529002524,89.3068347832881
"C2",2.85069444444444,0.660025300442758,148.969923775703,98.4700097848869,416.142910613884,248.846084358513,147.942544991043,97.7909062691291
"C2",3.80902777777778,0.664293820282678,96.5870287123061,64.2563006582279,512.72993932619,313.102385016741,100.786464743276,67.0500528607596
"C2",4.86111111111111,0.645082919615506,58.8112814337772,37.9970035300864,571.541220759967,351.099388546827,55.8998318578476,36.1159637513693
"C2",5.85902777777778,0.630922693266833,39.5058363700279,24.9653381143495,611.047057129995,376.064726661177,39.5883120200697,25.0174578181373
