"method","descrip","time.d","mean","se","sd","n"
"man","C",0,0,0,0,3
"man","C",0.840277777777778,64.4124789705285,0.830115105495107,1.43780153884792,3
"man","C",1.84375,163.662415535149,2.79273082445033,4.83715167981169,3
"man","C",2.85069444444444,274.87838896709,5.49834780230248,9.52341775127258,3
"man","C",3.80902777777778,340.546299490156,8.85092691692541,15.3302551141938,3
"man","C",4.86111111111111,379.425572892987,9.17948264401089,15.8993303266236,3
"man","C",5.85902777777778,403.128654249823,9.59250080902622,16.614698772879,3
"man","C",6.83958333333333,419.209411911603,9.98298923471327,17.2910445659365,3
"man","C",8.91666666666667,438.554294190933,10.6782116950002,18.4952051897165,3
"man","C",10.8784722222222,451.002169348062,11.1220543317048,19.2639631870542,3
"man","C",13.125,460.443613994265,11.7353642265515,20.3262470857134,3
"man","C",15.8541666666667,467.74645702901,12.1198804326556,20.9922486910193,3
"man","C",18.9097222222222,473.906715692694,12.687166692169,21.9748173149323,3
"man","C",22.8611111111111,480.250750403624,13.2236665741443,22.9040623687682,3
"man","C",27.1458333333333,484.824016722244,13.6752994275526,23.6863134172388,3
"man","L",0,0,0,0,3
"man","L",0.840277777777778,1.12823747050304,0.341249820313559,0.591062026856835,3
"man","L",1.84375,16.8975192746596,0.645263040006714,1.11762836953798,3
"man","L",2.85069444444444,94.8565265907099,1.81902525831029,3.15064416764452,3
"man","L",3.80902777777778,178.138528187554,2.87839136435379,4.98552008712827,3
"man","L",4.86111111111111,230.999152016958,3.23509201351434,5.60334373456713,3
"man","L",5.85902777777778,256.870425195418,3.49742980804804,6.05772612344508,3
"man","L",6.83958333333333,272.42204024585,3.85394611118397,6.67523047420314,3
"man","L",8.91666666666667,291.271958321398,4.36956970280675,7.56831673247493,3
"man","L",10.8784722222222,301.382901330787,4.52581369125122,7.83893925883795,3
"man","L",13.125,307.651096774318,4.60962230529664,7.98410003647655,3
"man","L",15.8541666666667,312.341133061508,5.15171434094837,8.9230309846038,3
"man","L",18.9097222222222,315.453404534235,5.57817048419354,9.6616746919043,3
"man","L",22.8611111111111,318.881848877684,6.15132682439724,10.6544105938173,3
"man","L",27.1458333333333,323.074820839352,6.53583731615221,11.3204023015802,3
"grav","C",0,0,0,0,3
"grav","C",0.840277777777778,63.4834228962908,0.826723059270722,1.43192634244567,3
"grav","C",1.84375,171.677591837618,0.976597339755456,1.69151621099305,3
"grav","C",2.85069444444444,290.067130371851,1.42973778575673,2.47637848643169,3
"grav","C",3.80902777777778,357.288843047062,1.24834920379995,2.16220424656967,3
"grav","C",4.86111111111111,396.239411727926,0.532605608020018,0.922499973486785,3
"grav","C",5.85902777777778,420.763538857968,0.904116220824435,1.56597523041508,3
"grav","C",6.83958333333333,439.844722485499,2.94116710915556,5.0942508666079,3
"grav","C",8.91666666666667,458.56250881957,2.78645310745859,4.82627835502646,3
"grav","C",10.8784722222222,471.281904562719,2.39325756618326,4.14524370022803,3
"grav","C",13.125,481.953598930077,2.73630258377909,4.73941509998737,3
"grav","C",15.8541666666667,489.568413462745,2.67327704732777,4.63025166867941,3
"grav","C",18.9097222222222,494.878972032605,2.71000248706564,4.6938619962357,3
"grav","C",22.8611111111111,501.35009299127,3.30462049723579,5.72377060094591,3
"grav","C",27.1458333333333,506.457127103258,3.60690109359052,6.24733595197453,3
"grav","L",0,0,0,0,3
"grav","L",0.840277777777778,0.848306272036779,0.294592518729642,0.510249209969425,3
"grav","L",1.84375,17.1146113407179,0.297177423151556,0.51472639576089,3
"grav","L",2.85069444444444,105.917544249102,1.12336930853278,1.94573271804229,3
"grav","L",3.80902777777778,203.146718370962,1.8405483849931,3.1879233165969,3
"grav","L",4.86111111111111,263.787455611896,1.76009932613294,3.04858145923,3
"grav","L",5.85902777777778,292.820328762665,1.6326311508151,2.82780010323141,3
"grav","L",6.83958333333333,311.810429017713,3.05448305412687,5.2905198406059,3
"grav","L",8.91666666666667,332.970421183138,2.8822789237725,4.99225353755891,3
"grav","L",10.8784722222222,345.049201568262,3.08764739007818,5.34796215547285,3
"grav","L",13.125,352.436463748745,3.56798922118312,6.17993861194727,3
"grav","L",15.8541666666667,357.64784648458,3.83152372541287,6.63639376282068,3
"grav","L",18.9097222222222,360.744024240634,3.94390891941995,6.83105062885942,3
"grav","L",22.8611111111111,364.590652822668,4.36487177602982,7.56017968460704,3
"grav","L",27.1458333333333,370.875453510532,4.95141958491494,8.57611029066428,3
